n,knob_NUM_HIST,knob_HIST_SIZE,knob_NUM_WORK_ITEMS,knob_NUM_WORK_GROUPS,knob_SIMD,knob_COMPUTE_UNITS,knob_ACCUM_SMEM,knob_UNROLL_FACTOR,knob_PIPE_FACTOR,obj1,obj2,lut,ff,dsp,bram
1821,3,256,4,1,1,1,0,8,0,0.001899,500,2365,2449,25,3
1822,3,256,4,1,1,1,0,8,1,0.000171,1467,6482,4704,25,3
1823,3,256,4,1,1,1,0,8,2,0.000171,1467,6482,4704,25,3
1824,3,256,4,1,1,1,0,9,0,0.002331,548,2669,2703,28,3
1825,3,256,4,1,1,1,0,9,1,0.000184,1711,7272,5178,28,3
1826,3,256,4,1,1,1,0,9,2,0.000184,1711,7272,5178,28,3
1827,3,256,4,1,1,1,0,10,0,0.002243,616,2970,2960,31,3
1828,3,256,4,1,1,1,0,10,1,0.000203,1797,7828,5637,31,3
1829,3,256,4,1,1,1,0,10,2,0.000203,1797,7828,5637,31,3
1830,3,256,4,1,1,1,0,11,0,0.002318,678,3242,3207,34,3
1831,3,256,4,1,1,1,0,11,1,0.000226,1961,8674,6299,34,3
1832,3,256,4,1,1,1,0,11,2,0.000226,1961,8674,6299,34,3
1833,3,256,4,1,1,1,0,12,0,0.002261,770,3593,3466,37,3
1834,3,256,4,1,1,1,0,12,1,0.000255,2216,9333,7101,37,3
1835,3,256,4,1,1,1,0,12,2,0.000265,2217,9335,7101,37,3
1836,3,256,4,1,1,1,0,13,0,0.002449,804,3850,3720,40,3
1837,3,256,4,1,1,1,0,13,1,0.000257,2421,10108,7935,40,3
1838,3,256,4,1,1,1,0,13,2,0.000257,2421,10108,7935,40,3
1839,3,256,4,1,1,1,0,14,0,0.002547,844,4130,3980,43,3
1840,3,256,4,1,1,1,0,14,1,0.000294,2498,10816,8692,43,3
1841,3,256,4,1,1,1,0,14,2,0.000294,2498,10816,8692,43,3
1842,3,256,4,1,1,1,0,15,0,0.002710,923,4466,4238,46,3
1843,3,256,4,1,1,1,0,15,1,0.000267,2668,11619,9307,46,3
1844,3,256,4,1,1,1,0,15,2,0.000266,2659,11616,9307,46,3
1845,3,256,4,2,1,1,0,1,0,0.004713,786,2826,2383,18,46
1846,3,256,4,2,1,1,0,1,1,0.000399,935,3836,2908,18,46
1847,3,256,4,2,1,1,0,1,2,0.000399,935,3836,2908,18,46
1848,3,256,4,2,1,1,0,2,0,0.004303,835,3330,3153,24,46
1849,3,256,4,2,1,1,0,2,1,0.000369,1226,5189,4130,24,46
1850,3,256,4,2,1,1,0,2,2,0.000369,1226,5189,4130,24,46
1851,3,256,4,2,1,1,0,3,0,0.004260,960,3839,3835,30,46
1852,3,256,4,2,1,1,0,3,1,0.000391,1534,6397,5054,30,46
1853,3,256,4,2,1,1,0,3,2,0.000391,1534,6397,5054,30,46
1854,3,256,4,2,1,1,0,4,0,0.002435,1019,4342,4006,36,46
1855,3,256,4,2,1,1,0,4,1,0.000332,1816,7494,5750,36,46
1856,3,256,4,2,1,1,0,4,2,0.000332,1816,7494,5750,36,46
1857,3,256,4,2,1,1,0,5,0,0.004346,1097,4935,5199,42,46
1858,3,256,4,2,1,1,0,5,1,0.000399,2223,9377,6828,42,46
1859,3,256,4,2,1,1,0,5,2,0.000399,2223,9377,6828,42,46
1860,3,256,4,2,1,1,0,6,0,0.004365,1219,5524,5879,48,46
1861,3,256,4,2,1,1,0,6,1,0.000388,2427,10703,7858,48,46
1862,3,256,4,2,1,1,0,6,2,0.000388,2427,10703,7858,48,46
1863,3,256,4,2,1,1,0,7,0,0.004914,1393,5973,6559,54,46
1864,3,256,4,2,1,1,0,7,1,0.000379,2662,11898,8900,54,46
1865,3,256,4,2,1,1,0,7,2,0.000379,2662,11898,8900,54,46
1866,3,256,4,2,1,1,0,8,0,0.002123,1376,6301,6010,60,46
1867,3,256,4,2,1,1,0,8,1,0.000375,2990,12700,9554,60,46
1868,3,256,4,2,1,1,0,8,2,0.000375,2990,12700,9554,60,46
1869,3,256,4,2,1,1,0,9,0,0.002066,1580,7012,6451,66,46
1870,3,256,4,2,1,1,0,9,1,0.000422,3477,14890,10696,66,46
1871,3,256,4,2,1,1,0,9,2,0.000422,3477,14890,10696,66,46
1872,3,256,4,2,1,1,0,10,0,0.004726,1704,6814,7538,72,46
1873,3,256,4,2,1,1,0,10,1,0.000383,3568,16122,12010,72,46
1874,3,256,4,2,1,1,0,10,2,0.000383,3568,16122,12010,72,46
1875,3,256,4,2,1,1,0,11,0,0.002096,1674,7514,7273,78,46
1876,3,256,4,2,1,1,0,11,1,0.000475,3904,17194,13028,78,46
1877,3,256,4,2,1,1,0,11,2,0.000474,3907,17191,13028,78,46
1878,3,256,4,2,1,1,0,12,0,0.002135,1917,8290,7757,84,46
1879,3,256,4,2,1,1,0,12,1,0.000485,4300,19003,14675,84,46
1880,3,256,4,2,1,1,0,12,2,0.000485,4300,19003,14675,84,46
1881,3,256,4,2,1,1,0,13,0,0.004487,1976,8091,9308,90,46
1882,3,256,4,2,1,1,0,13,1,0.000394,4602,20293,15117,90,46
1883,3,256,4,2,1,1,0,13,2,0.000394,4602,20293,15117,90,46
1884,3,256,4,2,1,1,0,14,0,0.004727,2139,8587,9898,96,46
1885,3,256,4,2,1,1,0,14,1,0.000403,4928,21690,16154,96,46
1886,3,256,4,2,1,1,0,14,2,0.000403,4928,21690,16154,96,46
1887,3,256,4,2,1,1,0,15,0,0.004670,2116,9011,10488,102,46
1888,3,256,4,2,1,1,0,15,1,0.000424,5222,22337,17067,102,46
1889,3,256,4,2,1,1,0,15,2,0.000424,5222,22337,17067,102,46
1890,3,256,4,4,1,1,0,1,0,0.002362,952,3844,3191,24,68
1891,3,256,4,4,1,1,0,1,1,0.000157,1319,5342,3975,24,68
1892,3,256,4,4,1,1,0,1,2,0.000157,1319,5342,3975,24,68
1893,3,256,4,4,1,1,0,2,0,0.001489,1160,4888,4403,36,68
1894,3,256,4,4,1,1,0,2,1,0.000189,1859,7554,6283,36,68
1895,3,256,4,4,1,1,0,2,2,0.000189,1859,7554,6283,36,68
1896,3,256,4,4,1,1,0,3,0,0.002314,1383,5705,5955,48,68
1897,3,256,4,4,1,1,0,3,1,0.000180,2408,10074,7771,48,68
1898,3,256,4,4,1,1,0,3,2,0.000180,2408,10074,7771,48,68
1899,3,256,4,4,1,1,0,4,0,0.001144,1512,6703,6268,60,68
1900,3,256,4,4,1,1,0,4,1,0.000204,2875,12115,9143,60,68
1901,3,256,4,4,1,1,0,4,2,0.000204,2875,12115,9143,60,68
1902,3,256,4,4,1,1,0,5,0,0.002428,1811,7207,8368,72,68
1903,3,256,4,4,1,1,0,5,1,0.000217,3554,14829,10951,72,68
1904,3,256,4,4,1,1,0,5,2,0.000217,3554,14829,10951,72,68
1905,3,256,4,4,1,1,0,6,0,0.001142,1880,8194,7932,84,68
1906,3,256,4,4,1,1,0,6,1,0.000197,4104,17509,13357,84,68
1907,3,256,4,4,1,1,0,6,2,0.000197,4104,17509,13357,84,68
1908,3,256,4,4,1,1,0,7,0,0.002114,2279,8968,10964,96,68
1909,3,256,4,4,1,1,0,7,1,0.000188,4687,19838,14725,96,68
1910,3,256,4,4,1,1,0,7,2,0.000188,4687,19838,14725,96,68
1911,3,256,4,4,1,1,0,8,0,0.000940,2225,9536,9772,108,68
1912,3,256,4,4,1,1,0,8,1,0.000218,5092,21370,15967,108,68
1913,3,256,4,4,1,1,0,8,2,0.000218,5092,21370,15967,108,68
1914,3,256,4,4,1,1,0,9,0,0.001121,2376,10828,10704,120,68
1915,3,256,4,4,1,1,0,9,1,0.000206,5778,24717,17911,120,68
1916,3,256,4,4,1,1,0,9,2,0.000206,5778,24717,17911,120,68
1917,3,256,4,4,1,1,0,10,0,0.001054,2609,11892,11628,132,68
1918,3,256,4,4,1,1,0,10,1,0.000244,6356,26993,20133,132,68
1919,3,256,4,4,1,1,0,10,2,0.000244,6356,26993,20133,132,68
1920,3,256,4,4,1,1,0,11,0,0.001036,2834,12643,12516,144,68
1921,3,256,4,4,1,1,0,11,1,0.000247,6877,29387,22977,144,68
1922,3,256,4,4,1,1,0,11,2,0.000251,6877,29390,22977,144,68
1923,3,256,4,4,1,1,0,12,0,0.001025,3137,14182,13436,156,68
1924,3,256,4,4,1,1,0,12,1,0.000250,7447,31564,25853,156,68
1925,3,256,4,4,1,1,0,12,2,0.000250,7447,31564,25853,156,68
1926,3,256,4,4,1,1,0,13,0,0.002420,3320,13815,16495,168,68
1927,3,256,4,4,1,1,0,13,1,0.000230,7834,33931,25981,168,68
1928,3,256,4,4,1,1,0,13,2,0.000230,7834,33931,25981,168,68
1929,3,256,4,4,1,1,0,14,0,0.001003,3533,15310,15304,180,68
1932,3,256,4,4,1,1,0,15,0,0.002523,3719,15546,18751,192,68
1935,3,256,4,8,1,1,0,1,0,0.001018,1384,5566,4621,48,88
1936,3,256,4,8,1,1,0,1,1,0.000109,1893,8069,5964,48,88
1937,3,256,4,8,1,1,0,1,2,0.000109,1893,8069,5964,48,88
1938,3,256,4,8,1,1,0,2,0,0.001215,1800,7404,7369,72,88
1939,3,256,4,8,1,1,0,2,1,0.000122,2973,12363,9810,72,88
1940,3,256,4,8,1,1,0,2,2,0.000122,2973,12363,9810,72,88
1941,3,256,4,8,1,1,0,3,0,0.000635,2139,9276,8397,96,88
1942,3,256,4,8,1,1,0,3,1,0.000110,3871,16551,12300,96,88
1943,3,256,4,8,1,1,0,3,2,0.000110,3871,16551,12300,96,88
1944,3,256,4,8,1,1,0,4,0,0.000583,2415,10485,10109,120,88
1945,3,256,4,8,1,1,0,4,1,0.000106,4878,20339,15050,120,88
1946,3,256,4,8,1,1,0,4,2,0.000106,4878,20339,15050,120,88
1947,3,256,4,8,1,1,0,5,0,0.000535,2688,12145,11064,144,88
1948,3,256,4,8,1,1,0,5,1,0.000128,6043,25322,20398,144,88
1949,3,256,4,8,1,1,0,5,2,0.000128,6043,25322,20398,144,88
1950,3,256,4,8,1,1,0,6,0,0.000539,3353,14053,13645,168,88
1951,3,256,4,8,1,1,0,6,1,0.000132,6758,29763,22532,168,88
1952,3,256,4,8,1,1,0,6,2,0.000132,6758,29763,22532,168,88
1953,3,256,4,8,1,1,0,7,0,0.000513,3493,15859,15389,192,88
1954,3,256,4,8,1,1,0,7,1,0.000122,7622,33498,24916,192,88
1955,3,256,4,8,1,1,0,7,2,0.000122,7622,33498,24916,192,88
1956,3,256,4,8,1,1,0,8,0,0.000461,3965,17000,17253,216,88
1959,3,256,4,8,1,1,0,9,0,0.000538,4297,19162,18877,240,88
1962,3,256,4,8,1,1,0,10,0,0.000561,4716,20887,20621,264,88
1965,3,256,4,8,1,1,0,11,0,0.001255,5149,21753,25771,288,88
1968,3,256,4,8,1,1,0,12,0,0.000459,5460,25744,24022,312,88
1971,3,256,4,8,1,1,0,13,0,0.000452,6044,27470,25819,336,88
1980,3,256,8,1,1,1,0,1,0,0.004462,141,578,567,5,3
1981,3,256,8,1,1,1,0,1,1,0.000159,268,1124,870,5,3
1982,3,256,8,1,1,1,0,1,2,0.000159,268,1124,870,5,3
1983,3,256,8,1,1,1,0,2,0,0.004619,197,819,859,8,3
1984,3,256,8,1,1,1,0,2,1,0.000180,465,1895,1642,8,3
1985,3,256,8,1,1,1,0,2,2,0.000180,465,1895,1642,8,3
1986,3,256,8,1,1,1,0,3,0,0.005134,273,1144,1325,11,3
1987,3,256,8,1,1,1,0,3,1,0.000163,599,2629,2051,11,3
1988,3,256,8,1,1,1,0,3,2,0.000163,599,2629,2051,11,3
1989,3,256,8,1,1,1,0,4,0,0.002466,295,1376,1310,14,3
1990,3,256,8,1,1,1,0,4,1,0.000195,763,3417,2554,14,3
1991,3,256,8,1,1,1,0,4,2,0.000195,763,3417,2554,14,3
1992,3,256,8,1,1,1,0,5,0,0.004546,392,1685,2037,17,3
1993,3,256,8,1,1,1,0,5,1,0.000175,968,4245,3030,17,3
1994,3,256,8,1,1,1,0,5,2,0.000175,968,4245,3030,17,3
1995,3,256,8,1,1,1,0,6,0,0.004906,465,2062,2392,20,3
1996,3,256,8,1,1,1,0,6,1,0.000215,1099,4918,3596,20,3
1997,3,256,8,1,1,1,0,6,2,0.000215,1099,4918,3596,20,3
1998,3,256,8,1,1,1,0,7,0,0.004837,476,2224,2747,23,3
1999,3,256,8,1,1,1,0,7,1,0.000194,1315,5779,4168,23,3
2000,3,256,8,1,1,1,0,7,2,0.000194,1315,5779,4168,23,3
2001,3,256,8,1,1,1,0,8,0,0.002149,483,2404,2473,26,3
2002,3,256,8,1,1,1,0,8,1,0.000175,1452,6498,4704,26,3
2003,3,256,8,1,1,1,0,8,2,0.000175,1452,6498,4704,26,3
2004,3,256,8,1,1,1,0,9,0,0.002523,570,2713,2708,29,3
2005,3,256,8,1,1,1,0,9,1,0.000184,1603,7265,5176,29,3
2006,3,256,8,1,1,1,0,9,2,0.000184,1603,7265,5176,29,3
2007,3,256,8,1,1,1,0,10,0,0.005449,649,2976,3318,32,3
2008,3,256,8,1,1,1,0,10,1,0.000211,1884,7785,5803,32,3
2009,3,256,8,1,1,1,0,10,2,0.000211,1884,7785,5803,32,3
2010,3,256,8,1,1,1,0,11,0,0.002198,749,3391,3212,35,3
2011,3,256,8,1,1,1,0,11,1,0.000219,2149,8671,6298,35,3
2012,3,256,8,1,1,1,0,11,2,0.000219,2149,8671,6298,35,3
2013,3,256,8,1,1,1,0,12,0,0.002791,789,3761,3471,38,3
2014,3,256,8,1,1,1,0,12,1,0.000266,2254,9326,7100,38,3
2015,3,256,8,1,1,1,0,12,2,0.000266,2254,9326,7100,38,3
2016,3,256,8,1,1,1,0,13,0,0.006375,797,3689,4239,41,3
2017,3,256,8,1,1,1,0,13,1,0.000252,2311,10036,7514,41,3
2018,3,256,8,1,1,1,0,13,2,0.000252,2311,10036,7514,41,3
2019,3,256,8,1,1,1,0,14,0,0.006843,860,3976,4546,44,3
2020,3,256,8,1,1,1,0,14,1,0.000271,2565,10762,8081,44,3
2021,3,256,8,1,1,1,0,14,2,0.000271,2565,10762,8081,44,3
2022,3,256,8,1,1,1,0,15,0,0.006943,973,4219,4853,47,3
2023,3,256,8,1,1,1,0,15,1,0.000289,2628,11499,8655,47,3
2024,3,256,8,1,1,1,0,15,2,0.000289,2628,11499,8655,47,3
2025,3,256,8,2,1,1,0,1,0,0.004453,716,2748,2363,16,46
2026,3,256,8,2,1,1,0,1,1,0.000350,921,3642,2886,16,46
2027,3,256,8,2,1,1,0,1,2,0.000342,921,3641,2886,16,46
2028,3,256,8,2,1,1,0,2,0,0.003079,795,3283,2999,22,46
2029,3,256,8,2,1,1,0,2,1,0.000352,1218,5023,4230,22,46
2030,3,256,8,2,1,1,0,2,2,0.000352,1218,5023,4230,22,46
2031,3,256,8,2,1,1,0,3,0,0.004183,888,3731,3809,28,46
2032,3,256,8,2,1,1,0,3,1,0.000399,1568,6383,5028,28,46
2033,3,256,8,2,1,1,0,3,2,0.000399,1568,6383,5028,28,46
2034,3,256,8,2,1,1,0,4,0,0.002343,958,4236,3984,34,46
2035,3,256,8,2,1,1,0,4,1,0.000367,1797,7456,5729,34,46
2036,3,256,8,2,1,1,0,4,2,0.000367,1797,7456,5729,34,46
2037,3,256,8,2,1,1,0,5,0,0.003903,1125,4860,5169,40,46
2038,3,256,8,2,1,1,0,5,1,0.000347,2061,8953,6671,40,46
2039,3,256,8,2,1,1,0,5,2,0.000347,2061,8953,6671,40,46
2040,3,256,8,2,1,1,0,6,0,0.002085,1139,5249,4965,46,46
2041,3,256,8,2,1,1,0,6,1,0.000350,2472,10348,8065,46,46
2042,3,256,8,2,1,1,0,6,2,0.000364,2474,10349,8065,46,46
2043,3,256,8,2,1,1,0,7,0,0.004479,1384,5854,6525,52,46
2044,3,256,8,2,1,1,0,7,1,0.000342,2724,11662,8743,52,46
2045,3,256,8,2,1,1,0,7,2,0.000342,2724,11662,8743,52,46
2046,3,256,8,2,1,1,0,8,0,0.001970,1328,6129,5946,58,46
2047,3,256,8,2,1,1,0,8,1,0.000340,3017,12602,9521,58,46
2048,3,256,8,2,1,1,0,8,2,0.000340,3017,12602,9521,58,46
2049,3,256,8,2,1,1,0,9,0,0.001834,1520,6659,6429,64,46
2050,3,256,8,2,1,1,0,9,1,0.000372,3375,14777,10662,64,46
2051,3,256,8,2,1,1,0,9,2,0.000376,3362,14777,10662,64,46
2052,3,256,8,2,1,1,0,10,0,0.002371,1624,6968,6790,70,46
2053,3,256,8,2,1,1,0,10,1,0.000405,3696,16187,11600,70,46
2054,3,256,8,2,1,1,0,10,2,0.000405,3696,16187,11600,70,46
2055,3,256,8,2,1,1,0,11,0,0.001863,1662,7348,7260,76,46
2056,3,256,8,2,1,1,0,11,1,0.000453,4065,17066,12991,76,46
2057,3,256,8,2,1,1,0,11,2,0.000453,4065,17066,12991,76,46
2058,3,256,8,2,1,1,0,12,0,0.002013,1923,8107,7742,82,46
2059,3,256,8,2,1,1,0,12,1,0.000510,4286,18288,14435,82,46
2060,3,256,8,2,1,1,0,12,2,0.000510,4286,18288,14435,82,46
2061,3,256,8,2,1,1,0,13,0,0.004908,1922,7972,9271,88,46
2062,3,256,8,2,1,1,0,13,1,0.000413,4531,19574,14945,88,46
2063,3,256,8,2,1,1,0,13,2,0.000413,4531,19574,14945,88,46
2064,3,256,8,2,1,1,0,14,0,0.001919,1971,8742,8726,94,46
2065,3,256,8,2,1,1,0,14,1,0.000478,4925,21072,17179,94,46
2066,3,256,8,2,1,1,0,14,2,0.000478,4925,21072,17179,94,46
2067,3,256,8,2,1,1,0,15,0,0.004784,2216,8881,10447,100,46
2068,3,256,8,2,1,1,0,15,1,0.000398,5299,22933,17152,100,46
2069,3,256,8,2,1,1,0,15,2,0.000398,5299,22933,17152,100,46
2070,3,256,8,4,1,1,0,1,0,0.002278,991,3927,3215,28,68
2071,3,256,8,4,1,1,0,1,1,0.000193,1286,5476,4002,28,68
2072,3,256,8,4,1,1,0,1,2,0.000193,1286,5476,4002,28,68
2073,3,256,8,4,1,1,0,2,0,0.001998,1223,4840,4671,40,68
2074,3,256,8,4,1,1,0,2,1,0.000246,1903,7699,6138,40,68
2075,3,256,8,4,1,1,0,2,2,0.000246,1903,7699,6138,40,68
2076,3,256,8,4,1,1,0,3,0,0.001288,1346,5995,5359,52,68
2077,3,256,8,4,1,1,0,3,1,0.000251,2335,9918,7822,52,68
2078,3,256,8,4,1,1,0,3,2,0.000251,2335,9918,7822,52,68
2079,3,256,8,4,1,1,0,4,0,0.001291,1525,6391,6095,64,68
2080,3,256,8,4,1,1,0,4,1,0.000250,2926,12182,9162,64,68
2081,3,256,8,4,1,1,0,4,2,0.000250,2926,12182,9162,64,68
2082,3,256,8,4,1,1,0,5,0,0.001268,1650,7300,7043,76,68
2083,3,256,8,4,1,1,0,5,1,0.000190,3520,14725,11314,76,68
2084,3,256,8,4,1,1,0,5,2,0.000190,3520,14725,11314,76,68
2085,3,256,8,4,1,1,0,6,0,0.001131,1881,8257,7967,88,68
2086,3,256,8,4,1,1,0,6,1,0.000236,4140,17539,13368,88,68
2087,3,256,8,4,1,1,0,6,2,0.000236,4140,17539,13368,88,68
2088,3,256,8,4,1,1,0,7,0,0.001162,2029,9142,8891,100,68
2089,3,256,8,4,1,1,0,7,1,0.000232,4594,19871,14746,100,68
2090,3,256,8,4,1,1,0,7,2,0.000232,4594,19871,14746,100,68
2091,3,256,8,4,1,1,0,8,0,0.001157,2272,9788,9875,112,68
2092,3,256,8,4,1,1,0,8,1,0.000219,5233,21585,15978,112,68
2093,3,256,8,4,1,1,0,8,2,0.000219,5233,21585,15978,112,68
2094,3,256,8,4,1,1,0,9,0,0.001029,2441,10964,10739,124,68
2095,3,256,8,4,1,1,0,9,1,0.000246,5458,24561,17916,124,68
2096,3,256,8,4,1,1,0,9,2,0.000246,5458,24561,17916,124,68
2097,3,256,8,4,1,1,0,10,0,0.001197,2604,11849,11663,136,68
2098,3,256,8,4,1,1,0,10,1,0.000270,6096,27035,20126,136,68
2099,3,256,8,4,1,1,0,10,2,0.000270,6096,27035,20126,136,68
2100,3,256,8,4,1,1,0,11,0,0.002434,2908,12231,14234,148,68
2101,3,256,8,4,1,1,0,11,1,0.000226,6787,29155,22208,148,68
2102,3,256,8,4,1,1,0,11,2,0.000226,6787,29155,22208,148,68
2103,3,256,8,4,1,1,0,12,0,0.001037,3213,14344,13491,160,68
2106,3,256,8,4,1,1,0,13,0,0.001203,3453,15197,14411,172,68
2107,3,256,8,4,1,1,0,13,1,0.000274,7930,34053,28204,172,68
2108,3,256,8,4,1,1,0,13,2,0.000274,7930,34053,28204,172,68
2109,3,256,8,4,1,1,0,14,0,0.001045,3431,15315,15323,184,68
2111,3,256,8,4,1,1,0,14,2,0.000282,8455,36501,30298,184,68
2112,3,256,8,4,1,1,0,15,0,0.001045,3701,17435,16263,196,68
2115,3,256,8,8,1,1,0,1,0,0.000972,1330,5392,4541,40,88
2116,3,256,8,8,1,1,0,1,1,0.000117,1858,7878,5885,40,88
2117,3,256,8,8,1,1,0,1,2,0.000116,1857,7878,5885,40,88
2118,3,256,8,8,1,1,0,2,0,0.000759,1730,7234,6801,64,88
2119,3,256,8,8,1,1,0,2,1,0.000109,2965,12095,9861,64,88
2120,3,256,8,8,1,1,0,2,2,0.000109,2965,12095,9861,64,88
2121,3,256,8,8,1,1,0,3,0,0.000586,2085,9006,8336,88,88
2122,3,256,8,8,1,1,0,3,1,0.000115,3741,16509,12223,88,88
2123,3,256,8,8,1,1,0,3,2,0.000115,3741,16509,12223,88,88
2124,3,256,8,8,1,1,0,4,0,0.000641,2415,10249,10048,112,88
2125,3,256,8,8,1,1,0,4,1,0.000133,4859,20171,14959,112,88
2126,3,256,8,8,1,1,0,4,2,0.000133,4859,20171,14959,112,88
2127,3,256,8,8,1,1,0,5,0,0.000567,2667,12038,11003,136,88
2128,3,256,8,8,1,1,0,5,1,0.000130,5858,25029,20277,136,88
2129,3,256,8,8,1,1,0,5,2,0.000130,5858,25029,20277,136,88
2130,3,256,8,8,1,1,0,6,0,0.000619,3180,13639,13582,160,88
2131,3,256,8,8,1,1,0,6,1,0.000127,6907,29289,22269,160,88
2132,3,256,8,8,1,1,0,6,2,0.000127,6907,29289,22269,160,88
2133,3,256,8,8,1,1,0,7,0,0.000575,3592,15334,15328,184,88
2134,3,256,8,8,1,1,0,7,1,0.000125,7712,33385,24809,184,88
2135,3,256,8,8,1,1,0,7,2,0.000125,7712,33385,24809,184,88
2136,3,256,8,8,1,1,0,8,0,0.000485,3737,16382,17048,208,88
2137,3,256,8,8,1,1,0,8,1,0.000126,8499,36565,27049,208,88
2138,3,256,8,8,1,1,0,8,2,0.000126,8499,36565,27049,208,88
2139,3,256,8,8,1,1,0,9,0,0.000573,4311,18635,18816,232,88
2142,3,256,8,8,1,1,0,10,0,0.000535,4658,20656,20560,256,88
2145,3,256,8,8,1,1,0,11,0,0.001227,4995,21282,25629,280,88
2148,3,256,8,8,1,1,0,12,0,0.000583,5773,25329,23962,304,88
2151,3,256,8,8,1,1,0,13,0,0.000527,5889,27300,25746,328,88
2154,3,256,8,8,1,1,0,14,0,0.000556,5996,27048,27482,352,88
2160,4,256,1,1,1,1,0,1,0,0.000165,72,284,115,0,4
2161,4,256,1,1,1,1,0,1,1,0.000112,77,313,118,0,4
2162,4,256,1,1,1,1,0,1,2,0.000112,77,313,118,0,4
2163,4,256,1,1,1,1,0,2,0,0.000138,71,255,160,0,4
2164,4,256,1,1,1,1,0,2,1,0.000114,81,344,182,0,4
2165,4,256,1,1,1,1,0,2,2,0.000114,81,344,182,0,4
2166,4,256,1,1,1,1,0,3,0,0.000128,91,368,183,0,4
2167,4,256,1,1,1,1,0,3,1,0.000111,128,576,254,0,4
2168,4,256,1,1,1,1,0,3,2,0.000111,128,576,254,0,4
2169,4,256,1,1,1,1,0,4,0,0.000125,87,328,226,0,4
2170,4,256,1,1,1,1,0,4,1,0.000116,96,361,324,0,4
2171,4,256,1,1,1,1,0,4,2,0.000116,96,361,324,0,4
2172,4,256,1,1,1,1,0,5,0,0.000140,109,415,253,0,4
2173,4,256,1,1,1,1,0,5,1,0.000163,160,693,356,0,4
2174,4,256,1,1,1,1,0,5,2,0.000163,160,693,356,0,4
2175,4,256,1,1,1,1,0,6,0,0.000122,127,509,285,0,4
2176,4,256,1,1,1,1,0,6,1,0.000114,143,511,416,0,4
2177,4,256,1,1,1,1,0,6,2,0.000114,143,511,416,0,4
2178,4,256,1,1,1,1,0,7,0,0.000120,170,759,324,0,4
2179,4,256,1,1,1,1,0,7,1,0.000131,201,892,490,0,4
2180,4,256,1,1,1,1,0,7,2,0.000131,201,892,490,0,4
2181,4,256,1,1,1,1,0,8,0,0.000121,109,444,359,0,4
2182,4,256,1,1,1,1,0,8,1,0.000118,152,524,554,0,4
2183,4,256,1,1,1,1,0,8,2,0.000118,152,524,554,0,4
2184,4,256,1,1,1,1,0,9,0,0.000171,169,681,393,0,4
2185,4,256,1,1,1,1,0,9,1,0.000136,268,1141,595,0,4
2186,4,256,1,1,1,1,0,9,2,0.000136,268,1141,595,0,4
2187,4,256,1,1,1,1,0,10,0,0.000154,198,821,425,0,4
2188,4,256,1,1,1,1,0,10,1,0.000157,259,1059,658,0,4
2189,4,256,1,1,1,1,0,10,2,0.000157,259,1059,658,0,4
2190,4,256,1,1,1,1,0,11,0,0.000134,250,1064,456,0,4
2191,4,256,1,1,1,1,0,11,1,0.000130,307,1222,726,0,4
2192,4,256,1,1,1,1,0,11,2,0.000130,307,1222,726,0,4
2193,4,256,1,1,1,1,0,12,0,0.000144,225,894,505,0,4
2194,4,256,1,1,1,1,0,12,1,0.000161,311,1177,803,0,4
2195,4,256,1,1,1,1,0,12,2,0.000161,311,1177,803,0,4
2196,4,256,1,1,1,1,0,13,0,0.000153,268,1172,525,0,4
2197,4,256,1,1,1,1,0,13,1,0.000153,349,1527,828,0,4
2198,4,256,1,1,1,1,0,13,2,0.000153,349,1527,828,0,4
2199,4,256,1,1,1,1,0,14,0,0.000176,253,1070,556,0,4
2200,4,256,1,1,1,1,0,14,1,0.000151,375,1615,899,0,4
2201,4,256,1,1,1,1,0,14,2,0.000151,375,1615,899,0,4
2202,4,256,1,1,1,1,0,15,0,0.000188,342,1470,594,0,4
2203,4,256,1,1,1,1,0,15,1,0.000151,436,1808,969,0,4
2204,4,256,1,1,1,1,0,15,2,0.000147,432,1808,969,0,4
2205,4,256,1,2,1,1,0,1,0,0.000134,198,714,278,0,44
2206,4,256,1,2,1,1,0,1,1,0.000104,190,630,284,0,44
2207,4,256,1,2,1,1,0,1,2,0.000104,190,630,284,0,44
2208,4,256,1,2,1,1,0,2,0,0.000120,198,650,366,0,44
2209,4,256,1,2,1,1,0,2,1,0.000099,195,702,348,0,44
2210,4,256,1,2,1,1,0,2,2,0.000099,195,702,348,0,44
2211,4,256,1,2,1,1,0,3,0,0.000116,231,922,418,0,44
2212,4,256,1,2,1,1,0,3,1,0.000110,297,1242,488,0,44
2213,4,256,1,2,1,1,0,3,2,0.000110,297,1242,488,0,44
2214,4,256,1,2,1,1,0,4,0,0.000111,203,779,498,0,44
2215,4,256,1,2,1,1,0,4,1,0.000100,253,820,694,0,44
2216,4,256,1,2,1,1,0,4,2,0.000100,253,820,694,0,44
2217,4,256,1,2,1,1,0,5,0,0.000111,293,1159,558,0,44
2218,4,256,1,2,1,1,0,5,1,0.000106,381,1640,760,0,44
2219,4,256,1,2,1,1,0,5,2,0.000106,381,1640,760,0,44
2220,4,256,1,2,1,1,0,6,0,0.000110,302,1189,622,0,44
2221,4,256,1,2,1,1,0,6,1,0.000105,381,1428,884,0,44
2222,4,256,1,2,1,1,0,6,2,0.000105,381,1428,884,0,44
