n,knob_HIST_SIZE,knob_NUM_HIST,knob_UNROLL_LLM,knob_UNROLL_LP,knob_I_B,knob_DATA_BLOCK,obj1,obj2
1194,256,12,7,3,0,16384,0.0015,7375
1195,256,12,7,3,0,32768,0.0015,7379
1196,256,12,7,3,0,65536,0.0015,7316
1197,256,13,1,1,0,1024,0.0023,7580
1198,256,13,1,1,0,4096,0.0024,7386
1199,256,13,1,1,0,8192,0.0024,7056
1200,256,13,1,1,0,16384,0.0025,7057
1201,256,13,1,1,0,32768,0.0023,7551
1202,256,13,1,1,0,65536,0.0023,7530
1203,256,13,1,2,0,2048,0.0021,7708
1204,256,13,1,2,0,4096,0.0019,7748
1205,256,13,1,2,0,8192,0.0021,7435
1206,256,13,1,2,0,16384,0.0021,7137
1207,256,13,1,2,0,32768,0.002,7409
1208,256,13,1,2,0,65536,0.0021,7549
1209,256,13,1,3,0,1024,0.0018,8297
1210,256,13,1,3,0,4096,0.0019,7740
1211,256,13,1,3,0,16384,0.0019,7059
1212,256,13,1,3,0,32768,0.002,7104
1213,256,13,1,3,0,65536,0.0019,7135
1214,256,13,2,1,0,1024,0.0019,7737
1215,256,13,2,1,0,4096,0.0021,7740
1216,256,13,2,1,0,8192,0.002,7639
1217,256,13,2,1,0,32768,0.002,7504
1218,256,13,2,1,0,65536,0.002,7495
1219,256,13,2,2,0,1024,0.0017,8050
1220,256,13,2,2,0,2048,0.0017,7518
1221,256,13,2,2,0,4096,0.0018,7525
1222,256,13,2,2,0,16384,0.0017,7138
1223,256,13,2,2,0,32768,0.0016,7154
1224,256,13,2,3,0,16384,0.0016,7064
1225,256,13,2,3,0,32768,0.0016,7071
1226,256,13,2,3,0,65536,0.0016,7637
1227,256,13,3,1,0,2048,0.0014,8201
1228,256,13,3,1,0,4096,0.0014,7610
1229,256,13,3,1,0,8192,0.0013,7463
1230,256,13,3,1,0,32768,0.0013,7101
1231,256,13,3,1,0,65536,0.0013,7524
1232,256,13,3,2,0,2048,0.0019,7833
1233,256,13,3,2,0,8192,0.0018,7401
1234,256,13,3,2,0,16384,0.0018,7074
1235,256,13,3,2,0,32768,0.0017,7440
1236,256,13,3,3,0,1024,0.0017,7793
1237,256,13,3,3,0,4096,0.0017,7684
1238,256,13,3,3,0,16384,0.0017,7036
1239,256,13,3,3,0,32768,0.0018,8067
1240,256,13,3,3,0,65536,0.0016,7124
1241,256,13,4,1,0,1024,0.0014,7988
1242,256,13,4,1,0,2048,0.0014,7909
1243,256,13,4,1,0,8192,0.0014,7701
1244,256,13,4,1,0,65536,0.0014,7569
1245,256,13,4,2,0,1024,0.0017,8295
1246,256,13,4,2,0,2048,0.0018,8148
1247,256,13,4,2,0,8192,0.0017,7644
1248,256,13,4,2,0,65536,0.0016,7515
1249,256,13,4,3,0,2048,0.0015,7484
1250,256,13,4,3,0,4096,0.0016,7526
1251,256,13,4,3,0,8192,0.0014,7301
1252,256,13,4,3,0,16384,0.0015,7087
1253,256,13,4,3,0,65536,0.0015,7212
1254,256,13,5,1,0,2048,0.0013,7422
1255,256,13,5,1,0,4096,0.0014,7656
1256,256,13,5,1,0,8192,0.0013,7188
1257,256,13,5,1,0,16384,0.0014,7552
1258,256,13,5,1,0,32768,0.0013,7506
1259,256,13,5,1,0,65536,0.0014,7546
1260,256,13,5,2,0,1024,0.0016,7862
1261,256,13,5,2,0,2048,0.0016,7609
1262,256,13,5,2,0,4096,0.0016,7736
1263,256,13,5,2,0,16384,0.0017,7191
1264,256,13,5,2,0,65536,0.0016,7413
1265,256,13,5,3,0,4096,0.0017,7865
1266,256,13,5,3,0,8192,0.0016,7463
1267,256,13,5,3,0,16384,0.0018,9320
1268,256,13,5,3,0,32768,0.0018,9306
1269,256,13,5,3,0,65536,0.0016,9337
1270,256,13,6,1,0,2048,0.0014,7769
1271,256,13,6,1,0,4096,0.0013,7255
1272,256,13,6,1,0,8192,0.0014,7603
1273,256,13,6,1,0,16384,0.0012,7052
1274,256,13,6,1,0,32768,0.0013,7454
1275,256,13,6,2,0,1024,0.0009,7623
1276,256,13,6,2,0,4096,0.001,8060
1277,256,13,6,2,0,8192,0.001,7100
1278,256,13,6,2,0,16384,0.001,7619
1279,256,13,6,2,0,32768,0.0009,7491
1280,256,13,6,2,0,65536,0.0009,7616
1281,256,13,6,3,0,16384,0.0018,7088
1282,256,13,7,1,0,2048,0.0015,7383
1283,256,13,7,1,0,4096,0.0016,7953
1284,256,13,7,1,0,8192,0.0015,7135
1285,256,13,7,1,0,16384,0.0015,7110
1286,256,13,7,1,0,65536,0.0014,7034
1287,256,13,7,2,0,1024,0.0009,7651
1288,256,13,7,2,0,2048,0.001,7832
1289,256,13,7,2,0,4096,0.001,7775
1290,256,13,7,2,0,8192,0.001,7110
1291,256,13,7,2,0,32768,0.0009,7846
1292,256,13,7,2,0,65536,0.0009,7676
1293,256,13,7,3,0,2048,0.0017,7629
1294,256,13,7,3,0,4096,0.0015,7490
1295,256,13,7,3,0,8192,0.0018,9443
1296,256,13,7,3,0,16384,0.0015,7375
1297,256,13,7,3,0,32768,0.0015,7379
1298,256,13,7,3,0,65536,0.0015,7316
1299,256,14,1,1,0,1024,0.0023,7580
1300,256,14,1,1,0,2048,0.0022,7550
1301,256,14,1,1,0,4096,0.0024,7386
1302,256,14,1,1,0,8192,0.0024,7056
1303,256,14,1,1,0,16384,0.0025,7057
1304,256,14,1,1,0,32768,0.0023,7551
1305,256,14,1,1,0,65536,0.0023,7530
1306,256,14,1,2,0,2048,0.0021,7708
1307,256,14,1,2,0,4096,0.0019,7748
1308,256,14,1,2,0,32768,0.002,7409
1309,256,14,1,3,0,1024,0.0018,8297
1310,256,14,1,3,0,16384,0.0019,7049
1311,256,14,1,3,0,32768,0.002,7104
1312,256,14,1,3,0,65536,0.0019,7135
1313,256,14,2,1,0,1024,0.0019,7737
1314,256,14,2,1,0,2048,0.0021,8025
1315,256,14,2,1,0,32768,0.002,7504
1316,256,14,2,1,0,65536,0.002,7495
1317,256,14,2,2,0,1024,0.0017,8050
1318,256,14,2,2,0,2048,0.0017,7518
1319,256,14,2,2,0,4096,0.0018,7525
1320,256,14,2,2,0,8192,0.0018,7261
1321,256,14,2,2,0,16384,0.0017,7138
1322,256,14,2,2,0,32768,0.0016,7154
1323,256,14,2,3,0,1024,0.0016,8509
1324,256,14,2,3,0,2048,0.0018,7987
1325,256,14,2,3,0,16384,0.0016,7064
1326,256,14,2,3,0,32768,0.0016,7071
1327,256,14,2,3,0,65536,0.0016,7637
1328,256,14,3,1,0,2048,0.0014,8201
1329,256,14,3,1,0,4096,0.0014,7610
1330,256,14,3,1,0,8192,0.0013,7463
1331,256,14,3,1,0,32768,0.0013,7101
1332,256,14,3,1,0,65536,0.0013,7524
1333,256,14,3,2,0,2048,0.0019,7833
1334,256,14,3,2,0,4096,0.0018,7974
1335,256,14,3,2,0,8192,0.0018,7401
1336,256,14,3,2,0,16384,0.0018,7074
1337,256,14,3,2,0,32768,0.0017,7440
1338,256,14,3,3,0,1024,0.0017,7793
1339,256,14,3,3,0,4096,0.0017,7684
1340,256,14,3,3,0,8192,0.0018,7476
1341,256,14,3,3,0,16384,0.0017,7036
1342,256,14,3,3,0,65536,0.0016,7124
1343,256,14,4,1,0,2048,0.0014,7909
1344,256,14,4,1,0,4096,0.0014,7747
1345,256,14,4,1,0,8192,0.0014,7701
1346,256,14,4,1,0,16384,0.0013,7083
1347,256,14,4,1,0,65536,0.0014,7569
1348,256,14,4,2,0,1024,0.0017,8295
1349,256,14,4,2,0,8192,0.0017,7644
1350,256,14,4,2,0,65536,0.0016,7515
1351,256,14,4,3,0,4096,0.0016,7526
1352,256,14,4,3,0,8192,0.0014,7301
1353,256,14,4,3,0,16384,0.0015,7087
1354,256,14,4,3,0,65536,0.0015,7212
1355,256,14,5,1,0,1024,0.0014,8146
1356,256,14,5,1,0,4096,0.0014,7656
1357,256,14,5,1,0,8192,0.0013,7188
1358,256,14,5,1,0,16384,0.0014,7552
1359,256,14,5,1,0,32768,0.0013,7506
1360,256,14,5,1,0,65536,0.0014,7546
1361,256,14,5,2,0,1024,0.0016,7862
1362,256,14,5,2,0,2048,0.0016,7609
1363,256,14,5,2,0,4096,0.0016,7736
1364,256,14,5,2,0,16384,0.0017,7191
1365,256,14,5,2,0,65536,0.0016,7413
1366,256,14,5,3,0,4096,0.0017,7865
1367,256,14,5,3,0,16384,0.0018,9320
1368,256,14,5,3,0,32768,0.0018,9306
1369,256,14,5,3,0,65536,0.0016,9337
1370,256,14,6,1,0,1024,0.0014,7679
1371,256,14,6,1,0,2048,0.0014,7769
1372,256,14,6,1,0,8192,0.0013,7603
1373,256,14,6,1,0,16384,0.0012,7052
1374,256,14,6,1,0,32768,0.0013,7454
1375,256,14,6,2,0,1024,0.0009,7623
1376,256,14,6,2,0,4096,0.001,8060
1377,256,14,6,2,0,8192,0.001,7100
1378,256,14,6,2,0,16384,0.001,7619
1379,256,14,6,2,0,32768,0.0009,7491
1380,256,14,6,2,0,65536,0.0009,7616
1381,256,14,6,3,0,16384,0.0018,7088
1382,256,14,6,3,0,65536,0.0016,7087
1383,256,14,7,1,0,2048,0.0015,7389
1384,256,14,7,1,0,4096,0.0016,7953
1385,256,14,7,1,0,16384,0.0015,7110
1386,256,14,7,1,0,65536,0.0014,7031
1387,256,14,7,2,0,1024,0.0009,7657
1388,256,14,7,2,0,2048,0.001,7832
1389,256,14,7,2,0,4096,0.001,7775
1390,256,14,7,2,0,8192,0.001,7110
1391,256,14,7,2,0,65536,0.0009,7676
1392,256,14,7,3,0,2048,0.0017,7629
1393,256,14,7,3,0,4096,0.0015,7490
1394,256,14,7,3,0,8192,0.0018,9443
1395,256,14,7,3,0,16384,0.0015,7375
1396,256,14,7,3,0,32768,0.0015,7379
1397,256,14,7,3,0,65536,0.0015,7316
1398,256,15,1,1,0,1024,0.0023,7580
1399,256,15,1,1,0,4096,0.0024,7386
1400,256,15,1,1,0,8192,0.0024,7056
1401,256,15,1,1,0,16384,0.0025,7057
1402,256,15,1,1,0,32768,0.0023,7551
1403,256,15,1,1,0,65536,0.0023,7530
1404,256,15,1,2,0,1024,0.002,7618
1405,256,15,1,2,0,2048,0.0021,7708
1406,256,15,1,2,0,4096,0.0019,7748
1407,256,15,1,2,0,8192,0.0021,7435
1408,256,15,1,2,0,32768,0.002,7409
1409,256,15,1,2,0,65536,0.0021,7555
1410,256,15,1,3,0,1024,0.0018,8297
1411,256,15,1,3,0,32768,0.002,7104
1412,256,15,1,3,0,65536,0.0019,7135
1413,256,15,2,1,0,1024,0.0019,7737
1414,256,15,2,1,0,4096,0.0021,7740
1415,256,15,2,1,0,16384,0.002,7524
1416,256,15,2,1,0,32768,0.002,7504
1417,256,15,2,1,0,65536,0.002,7495
1418,256,15,2,2,0,1024,0.0017,8050
1419,256,15,2,2,0,2048,0.0017,7518
1420,256,15,2,2,0,4096,0.0018,7525
1421,256,15,2,2,0,16384,0.0017,7138
1422,256,15,2,2,0,32768,0.0016,7154
1423,256,15,2,3,0,32768,0.0016,7071
1424,256,15,2,3,0,65536,0.0016,7637
1425,256,15,3,1,0,2048,0.0014,8201
1426,256,15,3,1,0,4096,0.0014,7610
1427,256,15,3,1,0,8192,0.0013,7463
1428,256,15,3,1,0,16384,0.0013,7527
1429,256,15,3,1,0,32768,0.0013,7101
1430,256,15,3,1,0,65536,0.0013,7524
1431,256,15,3,2,0,1024,0.0018,8008
1432,256,15,3,2,0,2048,0.0019,7833
1433,256,15,3,2,0,8192,0.0018,7401
1434,256,15,3,2,0,16384,0.0018,7074
1435,256,15,3,2,0,32768,0.0017,7424
1436,256,15,3,3,0,1024,0.0017,7793
1437,256,15,3,3,0,4096,0.0017,7684
1438,256,15,3,3,0,16384,0.0017,7036
1439,256,15,3,3,0,65536,0.0016,7124
1440,256,15,4,1,0,2048,0.0014,7909
1441,256,15,4,1,0,16384,0.0013,7083
1442,256,15,4,1,0,65536,0.0014,7569
1443,256,15,4,2,0,1024,0.0017,8295
1444,256,15,4,2,0,8192,0.0017,7644
1445,256,15,4,2,0,65536,0.0016,7515
1446,256,15,4,3,0,4096,0.0016,7526
1447,256,15,4,3,0,8192,0.0014,7301
1448,256,15,4,3,0,32768,0.0015,7401
1449,256,15,4,3,0,65536,0.0015,7212
1450,256,15,5,1,0,4096,0.0014,7656
1451,256,15,5,1,0,16384,0.0014,7552
1452,256,15,5,1,0,32768,0.0013,7506
1453,256,15,5,1,0,65536,0.0014,7546
1454,256,15,5,2,0,1024,0.0016,7862
1455,256,15,5,2,0,2048,0.0016,7609
1456,256,15,5,2,0,4096,0.0016,7736
1457,256,15,5,2,0,8192,0.0017,7117
1458,256,15,5,2,0,16384,0.0017,7191
1459,256,15,5,2,0,65536,0.0016,7413
1460,256,15,5,3,0,4096,0.0017,7865
1461,256,15,5,3,0,8192,0.0016,7463
1462,256,15,5,3,0,32768,0.0018,9306
1463,256,15,5,3,0,65536,0.0016,9337
1464,256,15,6,1,0,1024,0.0014,7679
1465,256,15,6,1,0,2048,0.0014,7769
1466,256,15,6,1,0,4096,0.0013,7255
1467,256,15,6,1,0,8192,0.0013,7603
1468,256,15,6,1,0,16384,0.0012,7052
1469,256,15,6,1,0,32768,0.0013,7454
1470,256,15,6,2,0,1024,0.0009,7623
1471,256,15,6,2,0,4096,0.001,8060
1472,256,15,6,2,0,8192,0.001,7100
1473,256,15,6,2,0,16384,0.001,7619
1474,256,15,6,2,0,32768,0.0009,7491
1475,256,15,6,2,0,65536,0.0009,7616
1476,256,15,6,3,0,16384,0.0018,7088
1477,256,15,6,3,0,65536,0.0016,7087
1478,256,15,7,1,0,2048,0.0015,7389
1479,256,15,7,1,0,4096,0.0016,7953
1480,256,15,7,1,0,16384,0.0015,7110
1481,256,15,7,1,0,32768,0.0015,7308
1482,256,15,7,1,0,65536,0.0014,7034
1483,256,15,7,2,0,2048,0.001,7832
1484,256,15,7,2,0,4096,0.001,7775
1485,256,15,7,2,0,8192,0.001,7110
1486,256,15,7,2,0,65536,0.0009,7676
1487,256,15,7,3,0,2048,0.0017,7629
1488,256,15,7,3,0,8192,0.0018,9443
1489,256,15,7,3,0,16384,0.0015,7375
1490,256,15,7,3,0,32768,0.0015,7379
1491,256,15,7,3,0,65536,0.0015,7316
1492,256,1,1,1,1,1,0.0023,7530
1493,256,1,1,1,1,2,0.0023,7145
1494,256,1,1,2,1,1,0.0021,7549
1495,256,1,1,2,1,2,0.0017,7264
1496,256,1,1,3,1,1,0.0019,7135
1497,256,1,1,3,1,2,0.0017,7142
1498,256,1,2,1,1,1,0.002,7495
1499,256,1,2,3,1,2,0.0017,7657
1500,256,1,3,1,1,1,0.0013,7524
1501,256,1,3,2,1,2,0.0017,7540
1502,256,1,3,3,1,1,0.0016,7124
1503,256,1,4,1,1,1,0.0014,7569
1504,256,1,4,1,1,2,0.0015,8003
1505,256,1,4,2,1,1,0.0016,7515
1506,256,1,4,3,1,1,0.0015,7206
1507,256,1,4,3,1,2,0.0015,6985
1508,256,1,5,1,1,1,0.0014,7546
1509,256,1,5,1,1,2,0.0016,7622
1510,256,1,5,2,1,1,0.0016,7413
1511,256,1,5,2,1,2,0.0013,7463
1512,256,1,5,3,1,1,0.0016,9337
1513,256,1,6,1,1,2,0.0013,7111
1514,256,1,6,2,1,1,0.0009,7616
1515,256,1,6,2,1,2,0.001,7705
1516,256,1,6,3,1,1,0.0016,7087
1517,256,1,6,3,1,2,0.0017,7170
1518,256,1,7,1,1,1,0.0014,7034
1519,256,1,7,2,1,1,0.0009,7676
1520,256,1,7,2,1,2,0.0009,7164
1521,256,1,7,3,1,1,0.0015,7316
1522,256,1,7,3,1,2,0.0016,7141
1523,256,2,1,1,1,1,0.0023,7530
1524,256,2,1,1,1,2,0.0023,7145
1525,256,2,1,2,1,1,0.0021,7549
1526,256,2,1,2,1,2,0.0017,7264
1527,256,2,1,3,1,1,0.0019,7135
1528,256,2,1,3,1,2,0.0017,7142
1529,256,2,2,1,1,1,0.002,7495
1530,256,2,2,1,1,2,0.0019,7593
1531,256,2,2,3,1,1,0.0016,7637
1532,256,2,2,3,1,2,0.0017,7657
1533,256,2,3,1,1,1,0.0013,7524
1534,256,2,3,1,1,2,0.0015,7612
1535,256,2,3,2,1,1,0.0018,7128
1536,256,2,3,2,1,2,0.0017,7540
1537,256,2,3,3,1,1,0.0016,7124
1538,256,2,4,1,1,1,0.0014,7569
1539,256,2,4,1,1,2,0.0015,8003
1540,256,2,4,2,1,1,0.0016,7515
1541,256,2,4,3,1,1,0.0015,7212
1542,256,2,4,3,1,2,0.0015,6985
1543,256,2,5,1,1,1,0.0014,7546
1544,256,2,5,1,1,2,0.0016,7622
1545,256,2,5,2,1,1,0.0016,7413
1546,256,2,5,2,1,2,0.0013,7463
1547,256,2,5,3,1,1,0.0016,9337
1548,256,2,5,3,1,2,0.0015,7412
1549,256,2,6,1,1,2,0.0013,7111
1550,256,2,6,2,1,1,0.0009,7616
1551,256,2,6,2,1,2,0.001,7705
1552,256,2,6,3,1,1,0.0016,7087
1553,256,2,6,3,1,2,0.0017,7170
1554,256,2,7,1,1,1,0.0014,7034
1555,256,2,7,2,1,1,0.0009,7676
1556,256,2,7,2,1,2,0.0009,7164
1557,256,2,7,3,1,1,0.0015,7316
1558,256,3,1,1,1,1,0.0023,7530
1559,256,3,1,1,1,2,0.0023,7145
1560,256,3,1,2,1,1,0.0021,7549
1561,256,3,1,2,1,2,0.0017,7264
1562,256,3,1,3,1,1,0.0019,7135
1563,256,3,1,3,1,2,0.0017,7142
1564,256,3,2,1,1,1,0.002,7495
1565,256,3,2,3,1,1,0.0016,7637
1566,256,3,2,3,1,2,0.0017,7657
1567,256,3,3,1,1,1,0.0013,7524
1568,256,3,3,1,1,2,0.0015,7612
1569,256,3,3,2,1,2,0.0017,7540
1570,256,3,3,3,1,1,0.0016,7124
1571,256,3,4,1,1,1,0.0014,7569
1572,256,3,4,1,1,2,0.0015,8003
1573,256,3,4,2,1,1,0.0016,7515
1574,256,3,4,2,1,2,0.0014,7102
1575,256,3,4,3,1,1,0.0015,7212
1576,256,3,4,3,1,2,0.0015,6985
1577,256,3,5,1,1,1,0.0014,7546
1578,256,3,5,1,1,2,0.0016,7622
1579,256,3,5,2,1,1,0.0016,7413
1580,256,3,5,2,1,2,0.0013,7463
1581,256,3,5,3,1,1,0.0016,9337
1582,256,3,5,3,1,2,0.0015,7412
1583,256,3,6,2,1,1,0.0009,7616
1584,256,3,6,2,1,2,0.001,7705
1585,256,3,6,3,1,1,0.0016,7087
1586,256,3,6,3,1,2,0.0017,7170
1587,256,3,7,1,1,1,0.0014,7034
1588,256,3,7,2,1,1,0.0009,7676
1589,256,3,7,2,1,2,0.0009,7164
1590,256,3,7,3,1,1,0.0015,7316
1591,256,4,1,1,1,1,0.0023,7530
1592,256,4,1,1,1,2,0.0023,7145
1593,256,4,1,2,1,1,0.0021,7549
1594,256,4,1,2,1,2,0.0017,7264
1595,256,4,1,3,1,1,0.002,7146
1596,256,4,1,3,1,2,0.0017,7142
1597,256,4,2,1,1,1,0.002,7495
1598,256,4,2,3,1,1,0.0016,7637
1599,256,4,2,3,1,2,0.0017,7657
1600,256,4,3,1,1,1,0.0013,7524
1601,256,4,3,1,1,2,0.0015,7612
1602,256,4,3,2,1,2,0.0017,7540
1603,256,4,3,3,1,1,0.0016,7124
1604,256,4,4,1,1,1,0.0014,7569
1605,256,4,4,1,1,2,0.0015,8003
1606,256,4,4,2,1,1,0.0016,7515
1607,256,4,4,2,1,2,0.0014,7102
1608,256,4,4,3,1,1,0.0015,7212
1609,256,4,4,3,1,2,0.0015,6985
1610,256,4,5,1,1,2,0.0016,7622
1611,256,4,5,2,1,1,0.0016,7413
1612,256,4,5,2,1,2,0.0013,7463
1613,256,4,5,3,1,1,0.0016,9337
1614,256,4,5,3,1,2,0.0015,7412
1615,256,4,6,2,1,1,0.0009,7616
1616,256,4,6,2,1,2,0.001,7705
1617,256,4,6,3,1,1,0.0016,7087
1618,256,4,6,3,1,2,0.0017,7170
1619,256,4,7,1,1,1,0.0014,7034
1620,256,4,7,2,1,1,0.0009,7676
1621,256,4,7,2,1,2,0.0009,7164
1622,256,4,7,3,1,1,0.0015,7316
1623,256,5,1,1,1,1,0.0023,7530
1624,256,5,1,1,1,2,0.0023,7145
1625,256,5,1,2,1,1,0.0021,7549
1626,256,5,1,2,1,2,0.0017,7264
1627,256,5,1,3,1,1,0.002,7146
1628,256,5,1,3,1,2,0.0017,7142
1629,256,5,2,1,1,1,0.002,7495
1630,256,5,2,3,1,1,0.0016,7637
1631,256,5,2,3,1,2,0.0017,7657
1632,256,5,3,1,1,1,0.0013,7524
1633,256,5,3,1,1,2,0.0015,7612
1634,256,5,3,2,1,2,0.0017,7540
1635,256,5,3,3,1,1,0.0016,7124
1636,256,5,3,3,1,2,0.0018,7752
1637,256,5,4,1,1,1,0.0014,7569
1638,256,5,4,1,1,2,0.0015,8003
1639,256,5,4,2,1,1,0.0016,7515
1640,256,5,4,3,1,1,0.0015,7212
1641,256,5,4,3,1,2,0.0015,6985
1642,256,5,5,1,1,1,0.0014,7546
1643,256,5,5,1,1,2,0.0016,7622
1644,256,5,5,2,1,1,0.0016,7413
1645,256,5,5,2,1,2,0.0013,7463
1646,256,5,5,3,1,1,0.0016,9337
1647,256,5,5,3,1,2,0.0015,7412
1648,256,5,6,1,1,2,0.0013,7111
1649,256,5,6,2,1,1,0.0009,7616
1650,256,5,6,2,1,2,0.001,7705
1651,256,5,6,3,1,1,0.0016,7087
1652,256,5,6,3,1,2,0.0017,7170
1653,256,5,7,1,1,1,0.0014,7034
1654,256,5,7,2,1,1,0.0009,7676
1655,256,5,7,2,1,2,0.0009,7164
1656,256,5,7,3,1,1,0.0015,7316
1657,256,6,1,1,1,1,0.0023,7530
1658,256,6,1,1,1,2,0.0023,7145
1659,256,6,1,2,1,1,0.0021,7549
1660,256,6,1,2,1,2,0.0017,7264
1661,256,6,1,3,1,1,0.0019,7135
1662,256,6,1,3,1,2,0.0017,7142
1663,256,6,2,1,1,1,0.002,7495
1664,256,6,2,1,1,2,0.002,7597
1665,256,6,2,3,1,1,0.0016,7637
1666,256,6,2,3,1,2,0.0017,7657
1667,256,6,3,1,1,1,0.0013,7524
1668,256,6,3,1,1,2,0.0015,7612
1669,256,6,3,2,1,2,0.0017,7540
1670,256,6,3,3,1,1,0.0016,7124
1671,256,6,4,1,1,1,0.0014,7569
1672,256,6,4,1,1,2,0.0015,8003
1673,256,6,4,2,1,1,0.0016,7515
1674,256,6,4,2,1,2,0.0014,7102
1675,256,6,4,3,1,1,0.0015,7212
1676,256,6,4,3,1,2,0.0015,6985
1677,256,6,5,1,1,1,0.0014,7546
1678,256,6,5,1,1,2,0.0016,7622
1679,256,6,5,2,1,2,0.0013,7463
1680,256,6,5,3,1,1,0.0016,9337
1681,256,6,5,3,1,2,0.0015,7412
1682,256,6,6,1,1,2,0.0013,7111
1683,256,6,6,2,1,1,0.0009,7616
1684,256,6,6,2,1,2,0.001,7705
1685,256,6,6,3,1,1,0.0016,7087
1686,256,6,6,3,1,2,0.0017,7170
1687,256,6,7,1,1,1,0.0014,7034
1688,256,6,7,2,1,1,0.0009,7676
1689,256,6,7,2,1,2,0.0009,7164
1690,256,6,7,3,1,1,0.0015,7316
1691,256,6,7,3,1,2,0.0016,7141
1692,256,7,1,1,1,1,0.0023,7530
1693,256,7,1,1,1,2,0.0023,7145
1694,256,7,1,2,1,1,0.0021,7549
1695,256,7,1,2,1,2,0.0017,7264
1696,256,7,1,3,1,1,0.0019,7135
1697,256,7,1,3,1,2,0.0017,7142
1698,256,7,2,1,1,1,0.002,7495
1699,256,7,2,2,1,2,0.0015,7180
1700,256,7,2,3,1,1,0.0016,7637
1701,256,7,2,3,1,2,0.0017,7657
1702,256,7,3,1,1,1,0.0013,7524
1703,256,7,3,1,1,2,0.0015,7612
1704,256,7,3,2,1,2,0.0017,7540
1705,256,7,3,3,1,1,0.0016,7124
1706,256,7,4,1,1,1,0.0014,7569
1707,256,7,4,1,1,2,0.0015,8003
1708,256,7,4,2,1,1,0.0016,7515
1709,256,7,4,3,1,1,0.0015,7212
1710,256,7,4,3,1,2,0.0015,6985
1711,256,7,5,1,1,2,0.0016,7622
1712,256,7,5,2,1,1,0.0016,7413
1713,256,7,5,2,1,2,0.0013,7463
1714,256,7,5,3,1,1,0.0016,9337
1715,256,7,5,3,1,2,0.0015,7412
1716,256,7,6,2,1,1,0.0009,7616
1717,256,7,6,2,1,2,0.001,7705
1718,256,7,6,3,1,1,0.0016,7087
1719,256,7,6,3,1,2,0.0017,7170
1720,256,7,7,1,1,1,0.0014,7034
1721,256,7,7,2,1,1,0.0009,7676
1722,256,7,7,2,1,2,0.0009,7164
1723,256,7,7,3,1,1,0.0015,7316
1724,256,8,1,1,1,1,0.0023,7530
1725,256,8,1,2,1,1,0.0021,7549
1726,256,8,1,2,1,2,0.0017,7264
1727,256,8,1,3,1,1,0.0019,7135
1728,256,8,1,3,1,2,0.0017,7142
1729,256,8,2,1,1,1,0.002,7495
1730,256,8,2,2,1,1,0.0016,7085
1731,256,8,2,3,1,1,0.0016,7637
1732,256,8,2,3,1,2,0.0017,7657
1733,256,8,3,1,1,1,0.0013,7524
1734,256,8,3,1,1,2,0.0015,7612
1735,256,8,3,2,1,2,0.0017,7540
1736,256,8,3,3,1,1,0.0016,7124
1737,256,8,4,1,1,1,0.0014,7569
1738,256,8,4,1,1,2,0.0015,8003
1739,256,8,4,2,1,1,0.0016,7515
1740,256,8,4,3,1,1,0.0015,7212
1741,256,8,4,3,1,2,0.0015,6985
1742,256,8,5,1,1,1,0.0014,7546
1743,256,8,5,1,1,2,0.0016,7622
1744,256,8,5,2,1,1,0.0016,7413
1745,256,8,5,2,1,2,0.0013,7463
1746,256,8,5,3,1,1,0.0016,9337
1747,256,8,5,3,1,2,0.0015,7412
1748,256,8,6,2,1,1,0.0009,7616
1749,256,8,6,2,1,2,0.001,7705
1750,256,8,6,3,1,1,0.0016,7087
1751,256,8,6,3,1,2,0.0017,7170
1752,256,8,7,1,1,1,0.0014,7034
1753,256,8,7,2,1,2,0.0009,7164
1754,256,8,7,3,1,1,0.0015,7316
1755,256,9,1,1,1,1,0.0023,7530
1756,256,9,1,1,1,2,0.0023,7145
1757,256,9,1,2,1,1,0.0021,7549
1758,256,9,1,2,1,2,0.0017,7264
1759,256,9,1,3,1,1,0.0019,7135
1760,256,9,1,3,1,2,0.0017,7142
1761,256,9,2,1,1,1,0.002,7495
1762,256,9,2,3,1,1,0.0016,7637
1763,256,9,2,3,1,2,0.0017,7657
1764,256,9,3,1,1,1,0.0013,7524
1765,256,9,3,1,1,2,0.0015,7612
1766,256,9,3,2,1,2,0.0017,7540
1767,256,9,3,3,1,1,0.0016,7136
1768,256,9,4,1,1,1,0.0014,7569
1769,256,9,4,1,1,2,0.0015,8003
1770,256,9,4,2,1,1,0.0016,7515
1771,256,9,4,3,1,1,0.0015,7212
1772,256,9,4,3,1,2,0.0015,6985
1773,256,9,5,1,1,1,0.0014,7546
1774,256,9,5,1,1,2,0.0016,7613
1775,256,9,5,2,1,1,0.0016,7413
1776,256,9,5,2,1,2,0.0013,7463
1777,256,9,5,3,1,1,0.0016,9337
1778,256,9,5,3,1,2,0.0015,7412
1779,256,9,6,2,1,1,0.0009,7616
1780,256,9,6,2,1,2,0.001,7705
1781,256,9,6,3,1,1,0.0016,7087
1782,256,9,6,3,1,2,0.0017,7170
1783,256,9,7,1,1,1,0.0014,7034
1784,256,9,7,2,1,1,0.0009,7676
1785,256,9,7,2,1,2,0.0009,7164
1786,256,9,7,3,1,1,0.0015,7316
1787,256,10,1,1,1,1,0.0023,7530
