n,knob_HIST_SIZE,knob_NUM_HIST,knob_UNROLL_LLM,knob_UNROLL_LP,knob_I_B,knob_DATA_BLOCK,obj1,obj2
595,256,7,1,1,0,1024,0.0023,7580
596,256,7,1,1,0,4096,0.0024,7386
597,256,7,1,1,0,8192,0.0024,7056
598,256,7,1,1,0,16384,0.0025,7057
599,256,7,1,1,0,32768,0.0023,7551
600,256,7,1,1,0,65536,0.0023,7530
601,256,7,1,2,0,2048,0.0021,7708
602,256,7,1,2,0,4096,0.0019,7748
603,256,7,1,2,0,8192,0.0021,7435
604,256,7,1,2,0,16384,0.0021,7137
605,256,7,1,2,0,32768,0.002,7409
606,256,7,1,2,0,65536,0.0021,7549
607,256,7,1,3,0,1024,0.0018,8297
608,256,7,1,3,0,2048,0.002,7868
609,256,7,1,3,0,16384,0.0019,7049
610,256,7,1,3,0,32768,0.002,7104
611,256,7,1,3,0,65536,0.0019,7135
612,256,7,2,1,0,1024,0.0019,7737
613,256,7,2,1,0,4096,0.0021,7740
614,256,7,2,1,0,8192,0.002,7639
615,256,7,2,1,0,16384,0.002,7524
616,256,7,2,1,0,32768,0.002,7504
617,256,7,2,1,0,65536,0.002,7495
618,256,7,2,2,0,1024,0.0017,8050
619,256,7,2,2,0,2048,0.0017,7518
620,256,7,2,2,0,4096,0.0018,7525
621,256,7,2,2,0,16384,0.0017,7138
622,256,7,2,2,0,32768,0.0016,7154
623,256,7,2,2,0,65536,0.0016,7085
624,256,7,2,3,0,4096,0.0016,7845
625,256,7,2,3,0,16384,0.0016,7064
626,256,7,2,3,0,32768,0.0016,7071
627,256,7,2,3,0,65536,0.0016,7637
628,256,7,3,1,0,2048,0.0014,8201
629,256,7,3,1,0,4096,0.0014,7610
630,256,7,3,1,0,8192,0.0013,7463
631,256,7,3,1,0,32768,0.0013,7101
632,256,7,3,1,0,65536,0.0013,7524
633,256,7,3,2,0,2048,0.0019,7833
634,256,7,3,2,0,4096,0.0018,7974
635,256,7,3,2,0,8192,0.0018,7401
636,256,7,3,2,0,16384,0.0018,7074
637,256,7,3,2,0,32768,0.0017,7440
638,256,7,3,3,0,1024,0.0017,7793
639,256,7,3,3,0,4096,0.0017,7684
640,256,7,3,3,0,8192,0.0018,7476
641,256,7,3,3,0,16384,0.0017,7036
642,256,7,3,3,0,65536,0.0016,7124
643,256,7,4,1,0,2048,0.0014,7909
644,256,7,4,1,0,16384,0.0013,7083
645,256,7,4,1,0,32768,0.0014,7370
646,256,7,4,1,0,65536,0.0014,7569
647,256,7,4,2,0,1024,0.0017,8295
648,256,7,4,2,0,2048,0.0018,8148
649,256,7,4,2,0,8192,0.0017,7644
650,256,7,4,2,0,65536,0.0016,7515
651,256,7,4,3,0,8192,0.0014,7301
652,256,7,4,3,0,16384,0.0015,7087
653,256,7,4,3,0,65536,0.0015,7212
654,256,7,5,1,0,1024,0.0014,8146
655,256,7,5,1,0,4096,0.0014,7656
656,256,7,5,1,0,8192,0.0013,7188
657,256,7,5,1,0,16384,0.0014,7552
658,256,7,5,1,0,32768,0.0013,7506
659,256,7,5,1,0,65536,0.0014,7546
660,256,7,5,2,0,1024,0.0016,7862
661,256,7,5,2,0,2048,0.0016,7609
662,256,7,5,2,0,4096,0.0016,7736
663,256,7,5,2,0,16384,0.0017,7191
664,256,7,5,2,0,65536,0.0016,7413
665,256,7,5,3,0,4096,0.0017,7865
666,256,7,5,3,0,16384,0.0018,9322
667,256,7,5,3,0,32768,0.0018,9306
668,256,7,5,3,0,65536,0.0016,9337
669,256,7,6,1,0,1024,0.0014,7679
670,256,7,6,1,0,2048,0.0013,7385
671,256,7,6,1,0,8192,0.0013,7603
672,256,7,6,1,0,16384,0.0012,7052
673,256,7,6,1,0,32768,0.0013,7454
674,256,7,6,2,0,1024,0.0009,7623
675,256,7,6,2,0,4096,0.001,8060
676,256,7,6,2,0,8192,0.001,7100
677,256,7,6,2,0,16384,0.001,7619
678,256,7,6,2,0,32768,0.0009,7491
679,256,7,6,2,0,65536,0.0009,7616
680,256,7,6,3,0,4096,0.0017,7265
681,256,7,6,3,0,16384,0.0018,7088
682,256,7,6,3,0,65536,0.0016,7087
683,256,7,7,1,0,2048,0.0015,7389
684,256,7,7,1,0,4096,0.0016,7953
685,256,7,7,1,0,65536,0.0014,7034
686,256,7,7,2,0,2048,0.001,7832
687,256,7,7,2,0,4096,0.001,7775
688,256,7,7,2,0,8192,0.001,7110
689,256,7,7,2,0,65536,0.0009,7676
690,256,7,7,3,0,2048,0.0017,7629
691,256,7,7,3,0,8192,0.0018,9443
692,256,7,7,3,0,16384,0.0015,7375
693,256,7,7,3,0,32768,0.0016,7395
694,256,7,7,3,0,65536,0.0015,7316
695,256,8,1,1,0,1024,0.0023,7580
696,256,8,1,1,0,2048,0.0022,7550
697,256,8,1,1,0,4096,0.0024,7386
698,256,8,1,1,0,16384,0.0025,7057
699,256,8,1,1,0,32768,0.0023,7551
700,256,8,1,1,0,65536,0.0023,7530
701,256,8,1,2,0,2048,0.0021,7708
702,256,8,1,2,0,4096,0.0019,7748
703,256,8,1,2,0,16384,0.0021,7150
704,256,8,1,2,0,32768,0.002,7409
705,256,8,1,2,0,65536,0.0021,7549
706,256,8,1,3,0,1024,0.0018,8297
707,256,8,1,3,0,2048,0.002,7868
708,256,8,1,3,0,16384,0.0019,7049
709,256,8,1,3,0,32768,0.002,7104
710,256,8,1,3,0,65536,0.0019,7135
711,256,8,2,1,0,1024,0.0019,7737
712,256,8,2,1,0,4096,0.0021,7740
713,256,8,2,1,0,32768,0.002,7504
714,256,8,2,1,0,65536,0.002,7495
715,256,8,2,2,0,1024,0.0017,8050
716,256,8,2,2,0,2048,0.0017,7518
717,256,8,2,2,0,4096,0.0018,7525
718,256,8,2,2,0,16384,0.0017,7138
719,256,8,2,2,0,32768,0.0016,7154
720,256,8,2,3,0,32768,0.0016,7071
721,256,8,2,3,0,65536,0.0016,7637
722,256,8,3,1,0,2048,0.0014,8201
723,256,8,3,1,0,4096,0.0014,7610
724,256,8,3,1,0,8192,0.0013,7463
725,256,8,3,1,0,16384,0.0013,7527
726,256,8,3,1,0,32768,0.0013,7101
727,256,8,3,1,0,65536,0.0013,7524
728,256,8,3,2,0,2048,0.0019,7833
729,256,8,3,2,0,8192,0.0018,7401
730,256,8,3,2,0,16384,0.0018,7074
731,256,8,3,2,0,32768,0.0017,7440
732,256,8,3,3,0,1024,0.0017,7793
733,256,8,3,3,0,4096,0.0017,7684
734,256,8,3,3,0,16384,0.0017,7036
735,256,8,3,3,0,65536,0.0016,7124
736,256,8,4,1,0,2048,0.0014,7909
737,256,8,4,1,0,8192,0.0014,7701
738,256,8,4,1,0,65536,0.0014,7569
739,256,8,4,2,0,1024,0.0017,8295
740,256,8,4,2,0,4096,0.0018,7621
741,256,8,4,2,0,8192,0.0017,7644
742,256,8,4,2,0,65536,0.0016,7515
743,256,8,4,3,0,8192,0.0014,7301
744,256,8,4,3,0,16384,0.0015,7087
745,256,8,4,3,0,65536,0.0015,7212
746,256,8,5,1,0,1024,0.0014,8146
747,256,8,5,1,0,2048,0.0013,7422
748,256,8,5,1,0,4096,0.0014,7656
749,256,8,5,1,0,8192,0.0013,7188
750,256,8,5,1,0,16384,0.0014,7552
751,256,8,5,1,0,32768,0.0013,7506
752,256,8,5,1,0,65536,0.0014,7546
753,256,8,5,2,0,1024,0.0016,7862
754,256,8,5,2,0,2048,0.0016,7609
755,256,8,5,2,0,4096,0.0016,7736
756,256,8,5,2,0,16384,0.0017,7191
757,256,8,5,2,0,32768,0.0016,7656
758,256,8,5,2,0,65536,0.0016,7413
759,256,8,5,3,0,4096,0.0017,7865
760,256,8,5,3,0,8192,0.0016,7463
761,256,8,5,3,0,16384,0.0018,9320
762,256,8,5,3,0,32768,0.0018,9306
763,256,8,5,3,0,65536,0.0016,9337
764,256,8,6,1,0,1024,0.0014,7679
765,256,8,6,1,0,2048,0.0014,7769
766,256,8,6,1,0,4096,0.0013,7255
767,256,8,6,1,0,8192,0.0013,7603
768,256,8,6,1,0,16384,0.0012,7052
769,256,8,6,1,0,32768,0.0013,7454
770,256,8,6,2,0,1024,0.0009,7623
771,256,8,6,2,0,4096,0.001,8060
772,256,8,6,2,0,8192,0.001,7100
773,256,8,6,2,0,16384,0.001,7619
774,256,8,6,2,0,32768,0.0009,7491
775,256,8,6,2,0,65536,0.0009,7616
776,256,8,6,3,0,2048,0.0017,7935
777,256,8,6,3,0,16384,0.0018,7088
778,256,8,6,3,0,65536,0.0016,7087
779,256,8,7,1,0,2048,0.0015,7389
780,256,8,7,1,0,4096,0.0016,7953
781,256,8,7,1,0,8192,0.0015,7144
782,256,8,7,1,0,16384,0.0015,7110
783,256,8,7,1,0,32768,0.0015,7308
784,256,8,7,1,0,65536,0.0014,7034
785,256,8,7,2,0,2048,0.001,7832
786,256,8,7,2,0,8192,0.001,7110
787,256,8,7,2,0,16384,0.001,6994
788,256,8,7,2,0,65536,0.0009,7676
789,256,8,7,3,0,2048,0.0017,7629
790,256,8,7,3,0,8192,0.0018,9443
791,256,8,7,3,0,16384,0.0015,7375
792,256,8,7,3,0,32768,0.0015,7379
793,256,8,7,3,0,65536,0.0015,7316
794,256,9,1,1,0,1024,0.0023,7580
795,256,9,1,1,0,2048,0.0022,7550
796,256,9,1,1,0,4096,0.0024,7386
797,256,9,1,1,0,16384,0.0025,7057
798,256,9,1,1,0,32768,0.0023,7551
799,256,9,1,1,0,65536,0.0023,7530
800,256,9,1,2,0,1024,0.0019,7634
801,256,9,1,2,0,2048,0.0021,7708
802,256,9,1,2,0,4096,0.0019,7748
803,256,9,1,2,0,8192,0.0021,7435
804,256,9,1,2,0,16384,0.0021,7137
805,256,9,1,2,0,32768,0.002,7409
806,256,9,1,2,0,65536,0.0021,7549
807,256,9,1,3,0,1024,0.0018,8297
808,256,9,1,3,0,2048,0.002,7868
809,256,9,1,3,0,16384,0.0019,7049
810,256,9,1,3,0,32768,0.002,7104
811,256,9,1,3,0,65536,0.0019,7135
812,256,9,2,1,0,1024,0.0019,7737
813,256,9,2,1,0,16384,0.002,7524
814,256,9,2,1,0,32768,0.002,7504
815,256,9,2,1,0,65536,0.002,7495
816,256,9,2,2,0,1024,0.0017,8050
817,256,9,2,2,0,2048,0.0017,7518
818,256,9,2,2,0,4096,0.0018,7525
819,256,9,2,2,0,8192,0.0018,7261
820,256,9,2,2,0,16384,0.0017,7138
821,256,9,2,2,0,32768,0.0016,7154
822,256,9,2,3,0,1024,0.0016,8509
823,256,9,2,3,0,8192,0.0016,7236
824,256,9,2,3,0,32768,0.0016,7071
825,256,9,2,3,0,65536,0.0016,7637
826,256,9,3,1,0,2048,0.0014,8201
827,256,9,3,1,0,4096,0.0014,7610
828,256,9,3,1,0,8192,0.0013,7463
829,256,9,3,1,0,32768,0.0013,7101
830,256,9,3,2,0,2048,0.0019,7833
831,256,9,3,2,0,8192,0.0018,7401
832,256,9,3,2,0,16384,0.0019,7071
833,256,9,3,2,0,32768,0.0017,7440
834,256,9,3,3,0,4096,0.0017,7684
835,256,9,3,3,0,16384,0.0017,7036
836,256,9,3,3,0,65536,0.0016,7124
837,256,9,4,1,0,2048,0.0014,7909
838,256,9,4,1,0,4096,0.0014,7747
839,256,9,4,1,0,65536,0.0014,7569
840,256,9,4,2,0,1024,0.0017,8295
841,256,9,4,2,0,8192,0.0017,7644
842,256,9,4,2,0,65536,0.0016,7515
843,256,9,4,3,0,8192,0.0014,7301
844,256,9,4,3,0,16384,0.0015,7087
845,256,9,4,3,0,65536,0.0015,7212
846,256,9,5,1,0,1024,0.0014,8146
847,256,9,5,1,0,4096,0.0014,7656
848,256,9,5,1,0,8192,0.0013,7188
849,256,9,5,1,0,16384,0.0014,7567
850,256,9,5,1,0,32768,0.0013,7506
851,256,9,5,1,0,65536,0.0014,7546
852,256,9,5,2,0,1024,0.0016,7862
853,256,9,5,2,0,2048,0.0016,7609
854,256,9,5,2,0,4096,0.0016,7736
855,256,9,5,2,0,16384,0.0017,7191
856,256,9,5,2,0,65536,0.0016,7413
857,256,9,5,3,0,4096,0.0017,7865
858,256,9,5,3,0,8192,0.0016,7463
859,256,9,5,3,0,16384,0.0018,9320
860,256,9,5,3,0,32768,0.0018,9306
861,256,9,5,3,0,65536,0.0016,9337
862,256,9,6,1,0,1024,0.0014,7679
863,256,9,6,1,0,2048,0.0014,7769
864,256,9,6,1,0,4096,0.0013,7255
865,256,9,6,1,0,8192,0.0013,7603
866,256,9,6,1,0,16384,0.0012,7052
867,256,9,6,1,0,32768,0.0013,7454
868,256,9,6,2,0,1024,0.0009,7623
869,256,9,6,2,0,4096,0.001,8060
870,256,9,6,2,0,8192,0.001,7100
871,256,9,6,2,0,16384,0.001,7619
872,256,9,6,2,0,32768,0.0009,7491
873,256,9,6,2,0,65536,0.0009,7616
874,256,9,6,3,0,2048,0.0017,7935
875,256,9,6,3,0,16384,0.0018,7088
876,256,9,6,3,0,65536,0.0016,7087
877,256,9,7,1,0,2048,0.0015,7389
878,256,9,7,1,0,4096,0.0016,7953
879,256,9,7,1,0,16384,0.0015,7110
880,256,9,7,1,0,65536,0.0014,7034
881,256,9,7,2,0,2048,0.001,7832
882,256,9,7,2,0,4096,0.001,7775
883,256,9,7,2,0,8192,0.001,7110
884,256,9,7,2,0,65536,0.0009,7676
885,256,9,7,3,0,2048,0.0017,7629
886,256,9,7,3,0,4096,0.0015,7490
887,256,9,7,3,0,8192,0.0018,9443
888,256,9,7,3,0,16384,0.0015,7375
889,256,9,7,3,0,32768,0.0016,7395
890,256,9,7,3,0,65536,0.0015,7316
891,256,10,1,1,0,1024,0.0023,7580
892,256,10,1,1,0,2048,0.0022,7550
893,256,10,1,1,0,4096,0.0024,7386
894,256,10,1,1,0,16384,0.0025,7057
895,256,10,1,1,0,32768,0.0023,7551
896,256,10,1,1,0,65536,0.0023,7530
897,256,10,1,2,0,1024,0.002,7618
898,256,10,1,2,0,2048,0.0021,7708
899,256,10,1,2,0,4096,0.0019,7748
900,256,10,1,2,0,8192,0.0021,7435
901,256,10,1,2,0,16384,0.0021,7137
902,256,10,1,2,0,32768,0.002,7409
903,256,10,1,2,0,65536,0.0021,7549
904,256,10,1,3,0,1024,0.0018,8297
905,256,10,1,3,0,2048,0.002,7868
906,256,10,1,3,0,16384,0.0019,7049
907,256,10,1,3,0,32768,0.002,7104
908,256,10,1,3,0,65536,0.0019,7135
909,256,10,2,1,0,1024,0.0019,7737
910,256,10,2,1,0,4096,0.0021,7740
911,256,10,2,1,0,32768,0.002,7504
912,256,10,2,1,0,65536,0.002,7495
913,256,10,2,2,0,1024,0.0017,8050
914,256,10,2,2,0,2048,0.0017,7518
915,256,10,2,2,0,4096,0.0018,7525
916,256,10,2,2,0,8192,0.0018,7261
917,256,10,2,2,0,16384,0.0017,7138
918,256,10,2,2,0,32768,0.0016,7154
919,256,10,2,3,0,1024,0.0016,8509
920,256,10,2,3,0,4096,0.0016,7845
921,256,10,2,3,0,32768,0.0016,7071
922,256,10,3,1,0,1024,0.0013,8151
923,256,10,3,1,0,2048,0.0014,8201
924,256,10,3,1,0,4096,0.0014,7610
925,256,10,3,1,0,8192,0.0013,7463
926,256,10,3,1,0,16384,0.0013,7527
927,256,10,3,1,0,32768,0.0013,7101
928,256,10,3,1,0,65536,0.0013,7524
929,256,10,3,2,0,1024,0.0018,8008
930,256,10,3,2,0,2048,0.0019,7833
931,256,10,3,2,0,8192,0.0018,7401
932,256,10,3,2,0,16384,0.0018,7074
933,256,10,3,2,0,32768,0.0017,7440
934,256,10,3,3,0,1024,0.0017,7793
935,256,10,3,3,0,4096,0.0017,7684
936,256,10,3,3,0,16384,0.0017,7036
937,256,10,3,3,0,65536,0.0016,7124
938,256,10,4,1,0,2048,0.0014,7909
939,256,10,4,1,0,65536,0.0014,7569
940,256,10,4,2,0,8192,0.0017,7644
941,256,10,4,2,0,32768,0.0017,7068
942,256,10,4,2,0,65536,0.0016,7515
943,256,10,4,3,0,2048,0.0015,7484
944,256,10,4,3,0,4096,0.0016,7526
945,256,10,4,3,0,8192,0.0014,7301
946,256,10,4,3,0,16384,0.0015,7087
947,256,10,4,3,0,65536,0.0015,7212
948,256,10,5,1,0,2048,0.0013,7422
949,256,10,5,1,0,4096,0.0014,7656
950,256,10,5,1,0,8192,0.0013,7188
951,256,10,5,1,0,16384,0.0014,7552
952,256,10,5,1,0,32768,0.0013,7506
953,256,10,5,1,0,65536,0.0014,7546
954,256,10,5,2,0,1024,0.0016,7862
955,256,10,5,2,0,2048,0.0016,7609
956,256,10,5,2,0,4096,0.0016,7736
957,256,10,5,2,0,16384,0.0017,7191
958,256,10,5,2,0,32768,0.0016,7656
959,256,10,5,2,0,65536,0.0016,7413
960,256,10,5,3,0,4096,0.0017,7865
961,256,10,5,3,0,16384,0.0018,9320
962,256,10,5,3,0,32768,0.0018,9306
963,256,10,5,3,0,65536,0.0018,9334
964,256,10,6,1,0,1024,0.0014,7679
965,256,10,6,1,0,2048,0.0014,7769
966,256,10,6,1,0,4096,0.0013,7255
967,256,10,6,1,0,8192,0.0013,7603
968,256,10,6,1,0,16384,0.0012,7052
969,256,10,6,1,0,32768,0.0013,7454
970,256,10,6,1,0,65536,0.0013,7439
971,256,10,6,2,0,1024,0.0009,7623
972,256,10,6,2,0,2048,0.001,7797
973,256,10,6,2,0,4096,0.001,8060
974,256,10,6,2,0,8192,0.001,7100
975,256,10,6,2,0,16384,0.001,7619
976,256,10,6,2,0,32768,0.0009,7491
977,256,10,6,2,0,65536,0.0009,7616
978,256,10,6,3,0,2048,0.0017,7935
979,256,10,6,3,0,8192,0.0017,7600
980,256,10,6,3,0,16384,0.0018,7088
981,256,10,6,3,0,65536,0.0016,7087
982,256,10,7,1,0,2048,0.0015,7389
983,256,10,7,1,0,4096,0.0016,7953
984,256,10,7,1,0,65536,0.0014,7034
985,256,10,7,2,0,2048,0.001,7832
986,256,10,7,2,0,8192,0.001,7110
987,256,10,7,2,0,65536,0.001,7680
988,256,10,7,3,0,2048,0.0017,7629
989,256,10,7,3,0,8192,0.0018,9443
990,256,10,7,3,0,16384,0.0015,7375
991,256,10,7,3,0,32768,0.0015,7379
992,256,11,1,1,0,1024,0.0023,7580
993,256,11,1,1,0,2048,0.0022,7550
994,256,11,1,1,0,4096,0.0024,7386
995,256,11,1,1,0,16384,0.0025,7057
996,256,11,1,1,0,32768,0.0023,7551
997,256,11,1,1,0,65536,0.0023,7530
998,256,11,1,2,0,2048,0.0021,7708
999,256,11,1,2,0,4096,0.0019,7748
1000,256,11,1,2,0,16384,0.0021,7137
1001,256,11,1,2,0,32768,0.002,7409
1002,256,11,1,2,0,65536,0.0021,7549
1003,256,11,1,3,0,1024,0.0018,8297
1004,256,11,1,3,0,2048,0.002,7868
1005,256,11,1,3,0,16384,0.0019,7049
1006,256,11,1,3,0,32768,0.002,7104
1007,256,11,1,3,0,65536,0.0019,7135
1008,256,11,2,1,0,1024,0.0019,7737
1009,256,11,2,1,0,2048,0.0021,8025
1010,256,11,2,1,0,4096,0.0021,7740
1011,256,11,2,1,0,32768,0.002,7504
1012,256,11,2,1,0,65536,0.002,7495
1013,256,11,2,2,0,1024,0.0017,8050
1014,256,11,2,2,0,2048,0.0017,7518
1015,256,11,2,2,0,4096,0.0018,7525
1016,256,11,2,2,0,8192,0.0018,7261
1017,256,11,2,2,0,16384,0.0017,7138
1018,256,11,2,2,0,32768,0.0016,7154
1019,256,11,2,3,0,1024,0.0016,8509
1020,256,11,2,3,0,2048,0.0018,7987
1021,256,11,2,3,0,32768,0.0016,7071
1022,256,11,2,3,0,65536,0.0016,7637
1023,256,11,3,1,0,2048,0.0014,8201
1024,256,11,3,1,0,8192,0.0013,7463
1025,256,11,3,1,0,32768,0.0013,7101
1026,256,11,3,1,0,65536,0.0013,7524
1027,256,11,3,2,0,2048,0.0019,7833
1028,256,11,3,2,0,8192,0.0018,7401
1029,256,11,3,2,0,16384,0.0018,7074
1030,256,11,3,2,0,32768,0.0017,7440
1031,256,11,3,3,0,1024,0.0017,7793
1032,256,11,3,3,0,4096,0.0017,7684
1033,256,11,3,3,0,65536,0.0016,7124
1034,256,11,4,1,0,1024,0.0014,7988
1035,256,11,4,1,0,2048,0.0014,7909
1036,256,11,4,1,0,8192,0.0014,7701
1037,256,11,4,1,0,16384,0.0013,7083
1038,256,11,4,1,0,65536,0.0014,7569
1039,256,11,4,2,0,1024,0.0017,8295
1040,256,11,4,2,0,8192,0.0017,7644
1041,256,11,4,2,0,65536,0.0016,7515
1042,256,11,4,3,0,2048,0.0015,7484
1043,256,11,4,3,0,4096,0.0016,7526
1044,256,11,4,3,0,8192,0.0014,7301
1045,256,11,4,3,0,16384,0.0015,7087
1046,256,11,4,3,0,65536,0.0015,7212
1047,256,11,5,1,0,4096,0.0014,7656
1048,256,11,5,1,0,8192,0.0013,7188
1049,256,11,5,1,0,16384,0.0014,7552
1050,256,11,5,1,0,32768,0.0013,7506
1051,256,11,5,1,0,65536,0.0014,7546
1052,256,11,5,2,0,1024,0.0016,7862
1053,256,11,5,2,0,2048,0.0016,7609
1054,256,11,5,2,0,4096,0.0016,7736
1055,256,11,5,2,0,16384,0.0017,7191
1056,256,11,5,2,0,32768,0.0016,7656
1057,256,11,5,2,0,65536,0.0016,7413
1058,256,11,5,3,0,4096,0.0017,7865
1059,256,11,5,3,0,8192,0.0016,7463
1060,256,11,5,3,0,16384,0.0018,9320
1061,256,11,5,3,0,32768,0.0018,9306
1062,256,11,5,3,0,65536,0.0016,9337
1063,256,11,6,1,0,1024,0.0014,7679
1064,256,11,6,1,0,2048,0.0014,7769
1065,256,11,6,1,0,4096,0.0013,7255
1066,256,11,6,1,0,8192,0.0013,7603
1067,256,11,6,1,0,16384,0.0012,7052
1068,256,11,6,1,0,32768,0.0013,7454
1069,256,11,6,2,0,1024,0.0009,7623
1070,256,11,6,2,0,4096,0.001,8060
1071,256,11,6,2,0,8192,0.001,7100
1072,256,11,6,2,0,16384,0.001,7619
1073,256,11,6,2,0,32768,0.0009,7491
1074,256,11,6,2,0,65536,0.0009,7616
1075,256,11,6,3,0,16384,0.0018,7088
1076,256,11,6,3,0,65536,0.0016,7087
1077,256,11,7,1,0,2048,0.0015,7383
1078,256,11,7,1,0,4096,0.0016,7953
1079,256,11,7,1,0,16384,0.0015,7110
1080,256,11,7,1,0,65536,0.0014,7034
1081,256,11,7,2,0,2048,0.001,7832
1082,256,11,7,2,0,4096,0.001,7775
1083,256,11,7,2,0,16384,0.001,6994
1084,256,11,7,2,0,65536,0.0009,7676
1085,256,11,7,3,0,2048,0.0017,7629
1086,256,11,7,3,0,4096,0.0015,7490
1087,256,11,7,3,0,8192,0.0018,9443
1088,256,11,7,3,0,16384,0.0015,7375
1089,256,11,7,3,0,32768,0.0015,7379
1090,256,11,7,3,0,65536,0.0015,7316
1091,256,12,1,1,0,1024,0.0023,7580
1092,256,12,1,1,0,2048,0.0022,7550
1093,256,12,1,1,0,4096,0.0024,7386
1094,256,12,1,1,0,16384,0.0025,7057
1095,256,12,1,1,0,32768,0.0023,7551
1096,256,12,1,1,0,65536,0.0023,7530
1097,256,12,1,2,0,2048,0.0021,7708
1098,256,12,1,2,0,4096,0.0019,7748
1099,256,12,1,2,0,16384,0.0021,7137
1100,256,12,1,2,0,32768,0.002,7409
1101,256,12,1,2,0,65536,0.0021,7549
1102,256,12,1,3,0,1024,0.0018,8297
1103,256,12,1,3,0,2048,0.002,7868
1104,256,12,1,3,0,16384,0.0019,7049
1105,256,12,1,3,0,32768,0.002,7104
1106,256,12,1,3,0,65536,0.0019,7135
1107,256,12,2,1,0,1024,0.0019,7737
1108,256,12,2,1,0,2048,0.0021,8025
1109,256,12,2,1,0,4096,0.0021,7740
1110,256,12,2,1,0,16384,0.002,7524
1111,256,12,2,1,0,32768,0.002,7504
1112,256,12,2,1,0,65536,0.002,7495
1113,256,12,2,2,0,1024,0.0017,8050
1114,256,12,2,2,0,2048,0.0017,7518
1115,256,12,2,2,0,4096,0.0018,7525
1116,256,12,2,2,0,8192,0.0018,7261
1117,256,12,2,2,0,16384,0.0017,7138
1118,256,12,2,2,0,32768,0.0016,7154
1119,256,12,2,3,0,32768,0.0016,7071
1120,256,12,2,3,0,65536,0.0016,7637
1121,256,12,3,1,0,1024,0.0013,8151
1122,256,12,3,1,0,2048,0.0014,8201
1123,256,12,3,1,0,4096,0.0014,7610
1124,256,12,3,1,0,8192,0.0013,7463
1125,256,12,3,1,0,16384,0.0013,7527
1126,256,12,3,1,0,32768,0.0013,7101
1127,256,12,3,1,0,65536,0.0013,7524
1128,256,12,3,2,0,1024,0.0018,8008
1129,256,12,3,2,0,2048,0.0019,7833
1130,256,12,3,2,0,8192,0.0018,7401
1131,256,12,3,2,0,16384,0.0018,7074
1132,256,12,3,2,0,32768,0.0017,7440
1133,256,12,3,3,0,1024,0.0017,7793
1134,256,12,3,3,0,4096,0.0017,7684
1135,256,12,3,3,0,8192,0.0018,7476
1136,256,12,3,3,0,16384,0.0017,7036
1137,256,12,3,3,0,65536,0.0016,7124
1138,256,12,4,1,0,1024,0.0014,7988
1139,256,12,4,1,0,2048,0.0014,7909
1140,256,12,4,1,0,4096,0.0014,7747
1141,256,12,4,1,0,8192,0.0014,7701
1142,256,12,4,1,0,16384,0.0013,7083
1143,256,12,4,1,0,32768,0.0014,7370
1144,256,12,4,1,0,65536,0.0014,7569
1145,256,12,4,2,0,1024,0.0017,8295
1146,256,12,4,2,0,8192,0.0017,7644
1147,256,12,4,2,0,65536,0.0016,7515
1148,256,12,4,3,0,1024,0.0015,7721
1149,256,12,4,3,0,8192,0.0014,7301
1150,256,12,4,3,0,16384,0.0015,7087
1151,256,12,4,3,0,32768,0.0015,7405
1152,256,12,4,3,0,65536,0.0015,7212
1153,256,12,5,1,0,4096,0.0014,7656
1154,256,12,5,1,0,8192,0.0013,7188
1155,256,12,5,1,0,16384,0.0014,7552
1156,256,12,5,1,0,32768,0.0013,7503
1157,256,12,5,1,0,65536,0.0014,7546
1158,256,12,5,2,0,1024,0.0016,7862
1159,256,12,5,2,0,2048,0.0016,7609
1160,256,12,5,2,0,4096,0.0016,7736
1161,256,12,5,2,0,8192,0.0017,7117
1162,256,12,5,2,0,16384,0.0017,7191
1163,256,12,5,2,0,65536,0.0016,7413
1164,256,12,5,3,0,4096,0.0017,7865
1165,256,12,5,3,0,8192,0.0016,7463
1166,256,12,5,3,0,16384,0.0018,9320
1167,256,12,5,3,0,32768,0.0018,9306
1168,256,12,5,3,0,65536,0.0016,9337
1169,256,12,6,1,0,1024,0.0014,7679
1170,256,12,6,1,0,2048,0.0014,7769
1171,256,12,6,1,0,4096,0.0013,7255
1172,256,12,6,1,0,16384,0.0012,7052
1173,256,12,6,1,0,32768,0.0013,7454
1174,256,12,6,2,0,1024,0.0009,7623
1175,256,12,6,2,0,8192,0.001,7100
1176,256,12,6,2,0,16384,0.001,7619
1177,256,12,6,2,0,32768,0.0009,7491
1178,256,12,6,2,0,65536,0.0009,7616
1179,256,12,6,3,0,2048,0.0017,7935
1180,256,12,6,3,0,8192,0.0017,7600
1181,256,12,6,3,0,16384,0.0018,7088
1182,256,12,6,3,0,65536,0.0016,7087
1183,256,12,7,1,0,2048,0.0015,7389
1184,256,12,7,1,0,4096,0.0016,7953
1185,256,12,7,1,0,16384,0.0015,7110
1186,256,12,7,1,0,32768,0.0015,7308
1187,256,12,7,1,0,65536,0.0014,7034
1188,256,12,7,2,0,2048,0.001,7832
1189,256,12,7,2,0,8192,0.001,7110
1190,256,12,7,2,0,65536,0.0009,7676
1191,256,12,7,3,0,2048,0.0017,7629
1192,256,12,7,3,0,4096,0.0015,7490
1193,256,12,7,3,0,8192,0.0018,9443
