n,knob_blockdim_x,knob_blockdim_y,knob_unroll_dct,knob_unroll_width,knob_unroll_height,knob_array_partition1,knob_array_partition2,knob_I_B,obj1,obj2
456,1,2,8,4,1,8,524288,0,0.710337,4771.774
457,1,2,8,4,2,1,4194304,0,0.703291,5303.242
458,1,2,8,4,2,2,2097152,0,0.703126,5821.41
459,1,2,8,4,2,4,1048576,0,0.713155,5670.056
460,1,2,8,4,2,8,524288,0,0.707236,5434.646
461,1,2,8,4,4,1,4194304,0,0.694837,6959.092
462,1,2,8,4,4,2,2097152,0,0.687769,6186.628
463,1,2,8,4,4,4,1048576,0,0.699933,6859.874
464,1,2,8,4,4,8,524288,0,0.724426,6279.994
465,1,2,8,4,8,1,4194304,0,0.701542,8181.362
466,1,2,8,4,8,2,2097152,0,0.707953,8061.396
467,1,2,8,4,8,4,1048576,0,0.706144,8291.486
468,1,2,8,8,1,1,4194304,0,0.704418,5008.78
469,1,2,8,8,1,2,2097152,0,0.694058,5046.286
470,1,2,8,8,1,4,1048576,0,0.711817,5453.266
471,1,2,8,8,1,8,524288,0,0.709186,5191.522
472,1,2,8,8,2,1,4194304,0,0.695728,6573.126
473,1,2,8,8,2,2,2097152,0,0.693591,6772.626
474,1,2,8,8,2,4,1048576,0,0.717429,7000.854
475,1,2,8,8,2,8,524288,0,0.717593,6514.074
476,1,2,8,8,4,1,4194304,0,0.71144,9232.86
477,1,2,8,8,4,2,2097152,0,0.689413,9777.096
478,1,2,8,8,4,4,1048576,0,0.734617,9784.81
479,1,4,1,1,1,1,4194304,0,0.552577,4075.386
480,1,4,1,1,1,2,2097152,0,0.555408,4321.436
481,1,4,1,1,1,4,1048576,0,0.5577,4240.838
482,1,4,1,1,1,8,524288,0,0.574012,4399.108
483,1,4,1,1,2,1,4194304,0,0.697052,4225.41
484,1,4,1,1,2,2,2097152,0,0.710519,4377.03
485,1,4,1,1,2,4,1048576,0,0.713549,4433.954
486,1,4,1,1,2,8,524288,0,0.71338,4466.938
487,1,4,1,1,4,1,4194304,0,0.69446,4470.928
488,1,4,1,1,4,2,2097152,0,0.706073,4640.636
489,1,4,1,1,4,4,1048576,0,0.702034,4706.604
490,1,4,1,1,4,8,524288,0,0.717519,4718.308
491,1,4,1,1,8,1,4194304,0,0.694931,5009.312
492,1,4,1,1,8,2,2097152,0,0.69897,5115.712
493,1,4,1,1,8,4,1048576,0,0.706039,5532.268
494,1,4,1,1,8,8,524288,0,0.732968,5133.002
495,1,4,1,2,1,1,4194304,0,0.692642,4316.648
496,1,4,1,2,1,2,2097152,0,0.70106,4360.538
497,1,4,1,2,1,4,1048576,0,0.707626,4497.528
498,1,4,1,2,1,8,524288,0,0.724631,4505.242
499,1,4,1,2,2,1,4194304,0,0.685605,4585.574
500,1,4,1,2,2,2,2097152,0,0.706478,4726.288
501,1,4,1,2,2,4,1048576,0,0.698398,4789.862
502,1,4,1,2,2,8,524288,0,0.722133,4770.444
503,1,4,1,2,4,1,4194304,0,0.694123,5178.754
504,1,4,1,2,4,2,2097152,0,0.69833,5276.908
505,1,4,1,2,4,4,1048576,0,0.697321,5874.876
506,1,4,1,2,4,8,524288,0,0.706578,5292.868
507,1,4,1,2,8,1,4194304,0,0.693247,6571.796
508,1,4,1,2,8,2,2097152,0,0.723374,7111.776
509,1,4,1,2,8,4,1048576,0,0.711593,6426.826
510,1,4,1,2,8,8,524288,0,0.711761,6264.566
511,1,4,1,4,1,1,4194304,0,0.693988,4649.68
512,1,4,1,4,1,2,2097152,0,0.696009,4764.592
513,1,4,1,4,1,4,1048576,0,0.702406,5014.1
514,1,4,1,4,1,8,524288,0,0.711498,4796.778
515,1,4,1,4,2,1,4194304,0,0.692675,5311.488
516,1,4,1,4,2,2,2097152,0,0.696378,5492.368
517,1,4,1,4,2,4,1048576,0,0.703448,5843.754
518,1,4,1,4,2,8,524288,0,0.709003,5402.194
519,1,4,1,4,4,1,4194304,0,0.693281,6788.32
520,1,4,1,4,4,2,2097152,0,0.694291,6547.058
521,1,4,1,4,4,4,1048576,0,0.698499,7201.684
522,1,4,1,4,4,8,524288,0,0.714657,6295.422
523,1,4,1,8,1,1,4194304,0,0.686075,5118.372
524,1,4,1,8,1,2,2097152,0,0.7051,5208.546
525,1,4,1,8,1,4,1048576,0,0.712508,5591.054
526,1,4,1,8,1,8,524288,0,0.709646,5194.98
527,1,4,1,8,2,1,4194304,0,0.695873,6662.502
528,1,4,1,8,2,2,2097152,0,0.714726,7629.944
529,1,4,1,8,2,4,1048576,0,0.717083,7105.392
530,1,4,1,8,2,8,524288,0,0.719944,6545.462
531,1,4,2,1,1,1,4194304,0,0.551088,4381.02
532,1,4,2,1,1,2,2097152,0,0.566337,4435.284
533,1,4,2,1,1,4,1048576,0,0.56005,4531.842
534,1,4,2,1,1,8,524288,0,0.577305,4701.55
535,1,4,2,1,2,1,4194304,0,0.696892,4696.23
536,1,4,2,1,2,2,2097152,0,0.698398,4747.568
537,1,4,2,1,2,4,1048576,0,0.7081,4665.374
538,1,4,2,1,2,8,524288,0,0.711278,4711.126
539,1,4,2,1,4,1,4194304,0,0.695988,5329.576
540,1,4,2,1,4,2,2097152,0,0.691973,5472.684
541,1,4,2,1,4,4,1048576,0,0.699333,5014.632
542,1,4,2,1,4,8,524288,0,0.722583,4960.634
543,1,4,2,1,8,1,4194304,0,0.71753,6512.212
544,1,4,2,1,8,2,2097152,0,0.699299,6677.132
545,1,4,2,1,8,4,1048576,0,0.705153,5762.358
546,1,4,2,1,8,8,524288,0,0.708665,5412.568
547,1,4,2,2,1,1,4194304,0,0.696192,4712.456
548,1,4,2,2,1,2,2097152,0,0.698032,4806.088
549,1,4,2,2,1,4,1048576,0,0.703051,4671.226
550,1,4,2,2,1,8,524288,0,0.710748,4766.188
551,1,4,2,2,2,1,4194304,0,0.702412,5327.448
552,1,4,2,2,2,2,2097152,0,0.699903,5448.212
553,1,4,2,2,2,4,1048576,0,0.716296,5018.09
554,1,4,2,2,2,8,524288,0,0.727002,5047.084
555,1,4,2,2,4,1,4194304,0,0.720575,6841.786
556,1,4,2,2,4,2,2097152,0,0.718735,6884.612
557,1,4,2,2,4,4,1048576,0,0.711208,6256.852
558,1,4,2,2,4,8,524288,0,0.717062,5562.06
559,1,4,2,2,8,1,4194304,0,0.718031,9247.224
560,1,4,2,2,8,2,2097152,0,0.719034,9668.036
561,1,4,2,2,8,4,1048576,0,0.729237,7312.872
562,1,4,2,2,8,8,524288,0,0.733251,6571.796
563,1,4,2,4,1,1,4194304,0,0.690168,5466.566
564,1,4,2,4,1,2,2097152,0,0.696526,5513.116
565,1,4,2,4,1,4,1048576,0,0.715265,5105.87
566,1,4,2,4,1,8,524288,0,0.731662,5130.076
567,1,4,2,4,2,1,4194304,0,0.726667,6611.43
568,1,4,2,4,2,2,2097152,0,0.725831,6831.146
569,1,4,2,4,2,4,1048576,0,0.708434,5817.42
570,1,4,2,4,2,8,524288,0,0.717467,5545.036
571,1,4,2,4,4,1,4194304,0,0.723084,9390.864
572,1,4,2,4,4,2,2097152,0,0.709703,9427.04
573,1,4,2,4,4,4,1048576,0,0.724756,7077.196
574,1,4,2,4,4,8,524288,0,0.720575,6616.218
575,1,4,2,8,1,1,4194304,0,0.717105,6651.862
576,1,4,2,8,1,2,2097152,0,0.690837,6804.014
577,1,4,2,8,1,4,1048576,0,0.707401,5864.502
578,1,4,2,8,1,8,524288,0,0.729654,5555.942
579,1,4,2,8,2,1,4194304,0,0.725831,8805.132
580,1,4,2,8,2,2,2097152,0,0.715794,9010.218
581,1,4,2,8,2,4,1048576,0,0.708434,6887.272
582,1,4,2,8,2,8,524288,0,0.717801,6253.926
583,1,4,4,1,1,1,4194304,0,0.548228,4431.56
584,1,4,4,1,1,2,2097152,0,0.549953,4361.07
585,1,4,4,1,1,4,1048576,0,0.568002,4437.146
586,1,4,4,1,1,8,524288,0,0.56986,4599.938
587,1,4,4,1,2,1,4194304,0,0.698674,4564.56
588,1,4,4,1,2,2,2097152,0,0.693023,4533.97
589,1,4,4,1,2,4,1048576,0,0.703994,4652.606
590,1,4,4,1,2,8,524288,0,0.715298,4776.296
591,1,4,4,1,4,1,4194304,0,0.704423,4818.058
592,1,4,4,1,4,2,2097152,0,0.705254,4791.724
593,1,4,4,1,4,4,1048576,0,0.702096,4927.65
594,1,4,4,1,4,8,524288,0,0.716723,4980.052
595,1,4,4,1,8,1,4194304,0,0.698405,5266.534
596,1,4,4,1,8,2,2097152,0,0.718516,5238.604
597,1,4,4,1,8,4,1048576,0,0.693751,5433.316
598,1,4,4,1,8,8,524288,0,0.71486,5428.262
599,1,4,4,2,1,1,4194304,0,0.685843,4574.934
600,1,4,4,2,1,2,2097152,0,0.697482,4590.894
601,1,4,4,2,1,4,1048576,0,0.700973,4724.692
602,1,4,4,2,1,8,524288,0,0.718597,4825.24
603,1,4,4,2,2,1,4194304,0,0.687536,4910.626
604,1,4,4,2,2,2,2097152,0,0.686373,4804.492
605,1,4,4,2,2,4,1048576,0,0.693521,4978.988
606,1,4,4,2,2,8,524288,0,0.718456,5054.798
607,1,4,4,2,4,1,4194304,0,0.695779,5515.51
608,1,4,4,2,4,2,2097152,0,0.704589,5629.358
609,1,4,4,2,4,4,1048576,0,0.7129,5923.022
610,1,4,4,2,4,8,524288,0,0.729189,5476.142
611,1,4,4,2,8,1,4194304,0,0.692587,7203.28
612,1,4,4,2,8,2,2097152,0,0.69774,6877.696
613,1,4,4,2,8,4,1048576,0,0.702061,6945.526
614,1,4,4,2,8,8,524288,0,0.723169,6629.518
615,1,4,4,4,1,1,4194304,0,0.691828,5134.598
616,1,4,4,4,1,2,2097152,0,0.69266,5245.254
617,1,4,4,4,1,4,1048576,0,0.694821,5209.078
618,1,4,4,4,1,8,524288,0,0.717932,5169.976
619,1,4,4,4,2,1,4194304,0,0.703661,6282.654
620,1,4,4,4,2,2,2097152,0,0.702165,5528.81
621,1,4,4,4,2,4,1048576,0,0.701167,5985.532
622,1,4,4,4,2,8,524288,0,0.743224,5878.866
623,1,4,4,4,4,1,4194304,0,0.72121,7524.874
624,1,4,4,4,4,2,2097152,0,0.711403,7713.468
625,1,4,4,4,4,4,1048576,0,0.705253,8319.416
626,1,4,4,4,4,8,524288,0,0.724867,7007.238
627,1,4,4,8,1,1,4194304,0,0.699809,6200.992
628,1,4,4,8,1,2,2097152,0,0.704298,6146.462
629,1,4,4,8,1,4,1048576,0,0.708122,6493.326
630,1,4,4,8,1,8,524288,0,0.745199,5847.212
631,1,4,4,8,2,1,4194304,0,0.723442,8492.582
632,1,4,4,8,2,2,2097152,0,0.708814,7925.47
633,1,4,4,8,2,4,1048576,0,0.72926,7778.372
634,1,4,4,8,2,8,524288,0,0.711141,7878.122
635,1,4,8,1,1,1,4194304,0,0.554062,4259.99
636,1,4,8,1,1,2,2097152,0,0.552887,4289.782
637,1,4,8,1,1,4,1048576,0,0.549099,4373.572
638,1,4,8,1,1,8,524288,0,0.565295,4552.856
639,1,4,8,1,2,1,4194304,0,0.702827,4457.628
640,1,4,8,1,2,2,2097152,0,0.697739,4505.508
641,1,4,8,1,2,4,1048576,0,0.698231,4703.678
642,1,4,8,1,2,8,524288,0,0.73155,4684.26
643,1,4,8,1,4,1,4194304,0,0.697997,4831.624
644,1,4,8,1,4,2,2097152,0,0.701772,4923.926
645,1,4,8,1,4,4,1048576,0,0.699967,5053.734
646,1,4,8,1,4,8,524288,0,0.728687,5032.454
647,1,4,8,1,8,1,4194304,0,0.688608,6063.736
648,1,4,8,1,8,2,2097152,0,0.701245,5946.962
649,1,4,8,1,8,4,1048576,0,0.698783,6031.55
650,1,4,8,1,8,8,524288,0,0.704527,5715.276
651,1,4,8,2,1,1,4194304,0,0.702638,4527.852
652,1,4,8,2,1,2,2097152,0,0.706414,4835.88
653,1,4,8,2,1,4,1048576,0,0.702802,4720.17
654,1,4,8,2,1,8,524288,0,0.711503,4755.282
655,1,4,8,2,2,1,4194304,0,0.691665,4772.838
656,1,4,8,2,2,2,2097152,0,0.696097,4885.09
657,1,4,8,2,2,4,1048576,0,0.704139,4994.15
658,1,4,8,2,2,8,524288,0,0.70693,5019.686
659,1,4,8,2,4,1,4194304,0,0.701607,5717.404
660,1,4,8,2,4,2,2097152,0,0.702264,6123.852
661,1,4,8,2,4,4,1048576,0,0.705874,6150.452
662,1,4,8,2,4,8,524288,0,0.708993,5894.56
663,1,4,8,2,8,1,4194304,0,0.709121,6909.084
664,1,4,8,2,8,2,2097152,0,0.705019,7475.93
665,1,4,8,2,8,4,1048576,0,0.706167,7319.256
666,1,4,8,2,8,8,524288,0,0.710598,6800.29
667,1,4,8,4,1,1,4194304,0,0.689505,5040.7
668,1,4,8,4,1,2,2097152,0,0.694758,5124.224
669,1,4,8,4,1,4,1048576,0,0.69722,5207.748
670,1,4,8,4,1,8,524288,0,0.7161,5383.308
671,1,4,8,4,2,1,4194304,0,0.694619,6050.17
672,1,4,8,4,2,2,2097152,0,0.699872,5962.922
673,1,4,8,4,2,4,1048576,0,0.705616,6114.542
674,1,4,8,4,2,8,524288,0,0.706765,5960.262
675,1,4,8,4,4,1,4194304,0,0.703741,7964.838
676,1,4,8,4,4,2,2097152,0,0.708336,7388.416
677,1,4,8,4,4,4,1048576,0,0.712111,7780.234
678,1,4,8,4,4,8,524288,0,0.731148,7028.518
679,1,4,8,8,1,1,4194304,0,0.693609,5929.938
680,1,4,8,8,1,2,2097152,0,0.696071,6172.53
681,1,4,8,8,1,4,1048576,0,0.712324,6229.986
682,1,4,8,8,1,8,524288,0,0.719875,5756.24
683,1,4,8,8,2,1,4194304,0,0.693306,7858.704
684,1,4,8,8,2,2,2097152,0,0.719239,7811.622
685,1,4,8,8,2,4,1048576,0,0.69544,8148.91
686,1,4,8,8,2,8,524288,0,0.708571,7399.322
687,1,8,1,1,1,1,4194304,0,0.552038,4090.016
688,1,8,1,1,1,2,2097152,0,0.556756,4339.79
689,1,8,1,1,1,4,1048576,0,0.570237,4248.286
690,1,8,1,1,1,8,524288,0,0.579404,4352.292
691,1,8,1,1,2,1,4194304,0,0.687794,4234.188
692,1,8,1,1,2,2,2097152,0,0.695032,4349.898
693,1,8,1,1,2,4,1048576,0,0.703281,4477.844
694,1,8,1,1,2,8,524288,0,0.724995,4547.004
695,1,8,1,1,4,1,4194304,0,0.693618,4759.538
696,1,8,1,1,4,2,2097152,0,0.691935,4897.592
697,1,8,1,1,4,4,1048576,0,0.700856,4828.166
698,1,8,1,1,4,8,524288,0,0.709271,4837.476
699,1,8,1,1,8,1,4194304,0,0.707554,5532.002
700,1,8,1,1,8,2,2097152,0,0.703514,5802.524
701,1,8,1,1,8,4,1048576,0,0.70991,6092.996
702,1,8,1,1,8,8,524288,0,0.716306,5758.102
703,1,8,1,2,1,1,4194304,0,0.693147,4346.44
704,1,8,1,2,1,2,2097152,0,0.699039,4453.638
705,1,8,1,2,1,4,1048576,0,0.712003,4676.812
706,1,8,1,2,1,8,524288,0,0.719075,4608.184
707,1,8,1,2,2,1,4194304,0,0.697893,4698.624
708,1,8,1,2,2,2,2097152,0,0.700082,4922.862
709,1,8,1,2,2,4,1048576,0,0.711528,4974.732
710,1,8,1,2,2,8,524288,0,0.710182,4959.57
711,1,8,1,2,4,1,4194304,0,0.702033,5547.164
712,1,8,1,2,4,2,2097152,0,0.701697,6203.12
713,1,8,1,2,4,4,1048576,0,0.705063,6153.644
714,1,8,1,2,4,8,524288,0,0.733508,5554.612
715,1,8,1,4,1,1,4194304,0,0.69584,4885.622
716,1,8,1,4,1,2,2097152,0,0.703922,4993.086
717,1,8,1,4,1,4,1048576,0,0.711666,5101.082
718,1,8,1,4,1,8,524288,0,0.713687,5017.558
719,1,8,1,4,2,1,4194304,0,0.705131,5969.572
720,1,8,1,4,2,2,2097152,0,0.704795,6478.43
721,1,8,1,4,2,4,1048576,0,0.728192,6385.596
722,1,8,1,4,2,8,524288,0,0.720281,5718.734
723,1,8,1,8,1,1,4194304,0,0.72665,5939.248
724,1,8,1,8,1,2,2097152,0,0.702575,6410.068
725,1,8,1,8,1,4,1048576,0,0.723452,6347.026
726,1,8,1,8,1,8,524288,0,0.715202,6222.006
727,1,8,2,1,1,1,4194304,0,0.566872,4361.868
728,1,8,2,1,1,2,2097152,0,0.575967,4577.594
729,1,8,2,1,1,4,1048576,0,0.571419,4405.758
730,1,8,2,1,1,8,524288,0,0.582789,4574.934
731,1,8,2,1,2,1,4194304,0,0.698398,4738.258
732,1,8,2,1,2,2,2097152,0,0.691372,4882.164
733,1,8,2,1,2,4,1048576,0,0.708936,4713.786
734,1,8,2,1,2,8,524288,0,0.709606,4810.078
735,1,8,2,1,4,1,4194304,0,0.714052,5439.7
736,1,8,2,1,4,2,2097152,0,0.696824,5662.342
737,1,8,2,1,4,4,1048576,0,0.71054,5150.824
738,1,8,2,1,4,8,524288,0,0.709369,5234.614
739,1,8,2,1,8,1,4194304,0,0.708832,7224.294
740,1,8,2,1,8,2,2097152,0,0.690936,6841.786
741,1,8,2,1,8,4,1048576,0,0.705487,6423.9
742,1,8,2,1,8,8,524288,0,0.734423,5778.052
743,1,8,2,2,1,1,4194304,0,0.704223,4872.854
744,1,8,2,2,1,2,2097152,0,0.696024,4889.346
745,1,8,2,2,1,4,1048576,0,0.70004,4831.89
746,1,8,2,2,1,8,524288,0,0.703553,4818.59
747,1,8,2,2,2,1,4194304,0,0.688026,5486.782
748,1,8,2,2,2,2,2097152,0,0.710107,5796.14
749,1,8,2,2,2,4,1048576,0,0.714623,5157.74
750,1,8,2,2,2,8,524288,0,0.722151,5226.634
751,1,8,2,2,4,1,4194304,0,0.706023,7117.362
752,1,8,2,2,4,2,2097152,0,0.719571,7610.26
753,1,8,2,2,4,4,1048576,0,0.714052,6680.59
754,1,8,2,2,4,8,524288,0,0.71907,5921.692
755,1,8,2,4,1,1,4194304,0,0.697865,5847.478
756,1,8,2,4,1,2,2097152,0,0.702549,5877.27
757,1,8,2,4,1,4,1048576,0,0.702047,5725.384
758,1,8,2,4,1,8,524288,0,0.728483,5386.766
759,1,8,2,4,2,1,4194304,0,0.715627,7369.796
760,1,8,2,4,2,2,2097152,0,0.709605,7837.158
761,1,8,2,4,2,4,1048576,0,0.710776,6567.54
762,1,8,2,4,2,8,524288,0,0.732188,5928.076
763,1,8,2,8,1,1,4194304,0,0.715432,7910.308
764,1,8,2,8,1,2,2097152,0,0.70807,8702.19
765,1,8,2,8,1,4,1048576,0,0.717942,6566.476
766,1,8,2,8,1,8,524288,0,0.71928,6286.644
767,1,8,4,1,1,1,4194304,0,0.549953,4300.954
768,1,8,4,1,1,2,2097152,0,0.541725,4327.82
769,1,8,4,1,1,4,1048576,0,0.557252,4589.83
770,1,8,4,1,1,8,524288,0,0.563622,4574.934
771,1,8,4,1,2,1,4194304,0,0.69668,4643.03
772,1,8,4,1,2,2,2097152,0,0.71696,4588.234
773,1,8,4,1,2,4,1048576,0,0.721116,4706.338
774,1,8,4,1,2,8,524288,0,0.71297,4841.732
775,1,8,4,1,4,1,4194304,0,0.699603,4920.468
776,1,8,4,1,4,2,2097152,0,0.698938,4978.722
777,1,8,4,1,4,4,1048576,0,0.70675,5030.06
778,1,8,4,1,4,8,524288,0,0.711072,5103.476
779,1,8,4,1,8,1,4194304,0,0.699236,5676.706
780,1,8,4,1,8,2,2097152,0,0.693751,5486.516
781,1,8,4,1,8,4,1048576,0,0.705552,5688.676
782,1,8,4,1,8,8,524288,0,0.709208,5810.504
783,1,8,4,2,1,1,4194304,0,0.688669,4713.786
784,1,8,4,2,1,2,2097152,0,0.697648,4665.64
785,1,8,4,2,1,4,1048576,0,0.697482,4812.472
786,1,8,4,2,1,8,524288,0,0.726744,4898.656
787,1,8,4,2,2,1,4194304,0,0.686871,5113.318
788,1,8,4,2,2,2,2097152,0,0.703162,5027.932
789,1,8,4,2,2,4,1048576,0,0.700336,5227.698
790,1,8,4,2,2,8,524288,0,0.72045,5205.62
791,1,8,4,2,4,1,4194304,0,0.690128,5697.188
792,1,8,4,2,4,2,2097152,0,0.712401,6003.62
793,1,8,4,2,4,4,1048576,0,0.704921,6756.134
794,1,8,4,2,4,8,524288,0,0.715891,5929.672
795,1,8,4,4,1,1,4194304,0,0.691163,5531.736
796,1,8,4,4,1,2,2097152,0,0.703134,5454.596
797,1,8,4,4,1,4,1048576,0,0.695985,5597.172
798,1,8,4,4,1,8,524288,0,0.714939,5257.756
799,1,8,4,4,2,1,4194304,0,0.715131,6743.632
800,1,8,4,4,2,2,2097152,0,0.704824,6388.256
801,1,8,4,4,2,4,1048576,0,0.703162,6301.008
802,1,8,4,4,2,8,524288,0,0.71646,6016.388
803,1,8,4,8,1,1,4194304,0,0.683349,6413.526
804,1,8,4,8,1,2,2097152,0,0.693823,6292.23
805,1,8,4,8,1,4,1048576,0,0.71311,6358.464
806,1,8,4,8,1,8,524288,0,0.710949,6127.31
807,1,8,8,1,1,1,4194304,0,0.544528,4362.666
808,1,8,8,1,1,2,2097152,0,0.546879,4396.182
809,1,8,8,1,1,4,1048576,0,0.553279,4372.774
810,1,8,8,1,1,8,524288,0,0.552626,4562.698
811,1,8,8,1,2,1,4194304,0,0.697903,4590.096
812,1,8,8,1,2,2,2097152,0,0.696754,4590.894
813,1,8,8,1,2,4,1048576,0,0.699216,4716.712
814,1,8,8,1,2,8,524288,0,0.732864,4754.484
815,1,8,8,1,4,1,4194304,0,0.698161,4947.068
816,1,8,8,1,4,2,2097152,0,0.694222,5069.694
817,1,8,8,1,4,4,1048576,0,0.705711,5206.95
818,1,8,8,1,4,8,524288,0,0.716543,5167.848
819,1,8,8,1,8,1,4194304,0,0.696649,6328.672
820,1,8,8,1,8,2,2097152,0,0.697142,6141.142
821,1,8,8,1,8,4,1048576,0,0.704855,6585.362
822,1,8,8,1,8,8,524288,0,0.705019,5905.998
823,1,8,8,2,1,1,4194304,0,0.699519,4627.602
824,1,8,8,2,1,2,2097152,0,0.697385,4675.482
825,1,8,8,2,1,4,1048576,0,0.708877,4790.394
826,1,8,8,2,1,8,524288,0,0.722995,4824.176
827,1,8,8,2,2,1,4194304,0,0.701021,4949.994
828,1,8,8,2,2,2,2097152,0,0.707914,5066.768
829,1,8,8,2,2,4,1048576,0,0.70217,5547.43
830,1,8,8,2,2,8,524288,0,0.705781,5138.322
831,1,8,8,2,4,1,4194304,0,0.701607,6367.508
832,1,8,8,2,4,2,2097152,0,0.691104,6070.918
833,1,8,8,2,4,4,1048576,0,0.720645,6967.338
834,1,8,8,2,4,8,524288,0,0.709977,5802.524
835,1,8,8,4,1,1,4194304,0,0.698205,5231.688
836,1,8,8,4,1,2,2097152,0,0.702638,5535.194
837,1,8,8,4,1,4,1048576,0,0.703787,5482.526
838,1,8,8,4,1,8,524288,0,0.728248,5202.96
839,1,8,8,4,2,1,4194304,0,0.690188,6391.448
840,1,8,8,4,2,2,2097152,0,0.693634,6567.274
841,1,8,8,4,2,4,1048576,0,0.713495,7029.316
842,1,8,8,4,2,8,524288,0,0.70775,5940.844
843,1,8,8,8,1,1,4194304,0,0.72595,6258.714
844,1,8,8,8,1,2,2097152,0,0.702966,7205.408
845,1,8,8,8,1,4,1048576,0,0.702966,7118.16
846,1,8,8,8,1,8,524288,0,0.71216,6109.754
847,2,1,1,1,1,1,4194304,0,0.554192,4270.364
848,2,1,1,1,1,2,2097152,0,0.562161,4328.884
849,2,1,1,1,1,4,1048576,0,0.557434,4212.11
850,2,1,1,1,1,8,524288,0,0.571211,4363.996
851,2,1,1,1,2,1,4194304,0,0.70505,4207.056
852,2,1,1,1,2,2,2097152,0,0.708591,4266.108
853,2,1,1,1,2,4,1048576,0,0.708759,4375.168
854,2,1,1,1,2,8,524288,0,0.708591,4423.58
855,2,1,1,1,4,1,4194304,0,0.684415,4445.126
856,2,1,1,1,4,2,2097152,0,0.702284,4549.93
857,2,1,1,1,4,4,1048576,0,0.697564,4713.786
858,2,1,1,1,4,8,524288,0,0.71813,4670.162
859,2,1,1,1,8,1,4194304,0,0.69517,5030.06
860,2,1,1,1,8,2,2097152,0,0.70225,5150.292
861,2,1,1,1,8,4,1048576,0,0.723995,5389.958
862,2,1,1,1,8,8,524288,0,0.720287,5173.434
863,2,1,1,2,1,1,4194304,0,0.706198,4140.024
864,2,1,1,2,1,2,2097152,0,0.70114,4284.462
865,2,1,1,2,1,4,1048576,0,0.7035,4389.798
866,2,1,1,2,1,8,524288,0,0.708728,4440.604
867,2,1,1,2,2,1,4194304,0,0.695608,4531.31
868,2,1,1,2,2,2,2097152,0,0.703701,4601.8
869,2,1,1,2,2,4,1048576,0,0.711119,4733.736
870,2,1,1,2,2,8,524288,0,0.715839,4727.618
871,2,1,1,2,4,1,4194304,0,0.688629,5113.052
872,2,1,1,2,4,2,2097152,0,0.69925,5263.608
873,2,1,1,2,4,4,1048576,0,0.707173,5388.096
874,2,1,1,2,4,8,524288,0,0.710544,5230.092
875,2,1,1,2,8,1,4194304,0,0.697193,6274.674
876,2,1,1,2,8,2,2097152,0,0.711015,6383.734
877,2,1,1,2,8,4,1048576,0,0.709498,6855.086
878,2,1,1,2,8,8,524288,0,0.717084,6104.966
879,2,1,1,4,1,1,4194304,0,0.697092,4529.714
880,2,1,1,4,1,2,2097152,0,0.694732,4669.896
881,2,1,1,4,1,4,1048576,0,0.699116,4755.548
882,2,1,1,4,1,8,524288,0,0.70721,4718.308
883,2,1,1,4,2,1,4194304,0,0.694765,5209.078
884,2,1,1,4,2,2,2097152,0,0.697969,5285.154
885,2,1,1,4,2,4,1048576,0,0.718199,5594.778
886,2,1,1,4,2,8,524288,0,0.718705,5224.772
887,2,1,1,4,4,1,4194304,0,0.695709,6301.806
888,2,1,1,4,4,2,2097152,0,0.704981,6519.394
889,2,1,1,4,4,4,1048576,0,0.716781,6613.558
890,2,1,1,4,4,8,524288,0,0.717624,6136.354
891,2,1,1,4,8,1,4194304,0,0.696013,8790.768
892,2,1,1,4,8,2,2097152,0,0.703261,8823.752
893,2,1,1,4,8,4,1048576,0,0.711689,8655.108
894,2,1,1,4,8,8,524288,0,0.719612,7845.138
895,2,1,1,8,1,1,4194304,0,0.695237,5139.386
896,2,1,1,8,1,2,2097152,0,0.699959,5521.894
897,2,1,1,8,1,4,1048576,0,0.718339,5668.194
898,2,1,1,8,1,8,524288,0,0.707884,5321.064
899,2,1,1,8,2,1,4194304,0,0.692911,6273.876
900,2,1,1,8,2,2,2097152,0,0.709264,6571.796
901,2,1,1,8,2,4,1048576,0,0.718199,6827.688
902,2,1,1,8,2,8,524288,0,0.717188,6162.688
903,2,1,1,8,4,1,4194304,0,0.699923,9033.892
904,2,1,1,8,4,2,2097152,0,0.710038,9266.11
905,2,1,1,8,4,4,1048576,0,0.717624,9401.504
906,2,1,1,8,4,8,524288,0,0.716444,8217.538
907,2,1,2,1,1,1,4194304,0,0.570127,4510.03
908,2,1,2,1,1,2,2097152,0,0.573075,4531.044
909,2,1,2,1,1,4,1048576,0,0.568519,4372.508
910,2,1,2,1,1,8,524288,0,0.57656,4523.862
911,2,1,2,1,2,1,4194304,0,0.699492,4877.376
912,2,1,2,1,2,2,2097152,0,0.703178,4899.72
913,2,1,2,1,2,4,1048576,0,0.705524,4469.864
914,2,1,2,1,2,8,524288,0,0.712393,4649.68
915,2,1,2,1,4,1,4194304,0,0.697413,5705.966
916,2,1,2,1,4,2,2097152,0,0.697581,5802.524
917,2,1,2,1,4,4,1048576,0,0.708805,4838.274
918,2,1,2,1,4,8,524288,0,0.727066,4892.538
919,2,1,2,1,8,1,4194304,0,0.70408,7405.706
920,2,1,2,1,8,2,2097152,0,0.707766,7948.08
921,2,1,2,1,8,4,1048576,0,0.698217,5846.148
922,2,1,2,1,8,8,524288,0,0.719659,5212.004
