n,knob_blockdim_x,knob_blockdim_y,knob_unroll_dct,knob_unroll_width,knob_unroll_height,knob_array_partition1,knob_array_partition2,knob_I_B,obj1,obj2
923,2,1,2,2,1,1,4194304,0,0.695272,4902.646
924,2,1,2,2,1,2,2097152,0,0.717391,4914.084
925,2,1,2,2,1,4,1048576,0,0.705996,4492.74
926,2,1,2,2,1,8,524288,0,0.705829,4654.202
927,2,1,2,2,2,1,4194304,0,0.701335,5749.058
928,2,1,2,2,2,2,2097152,0,0.699324,5889.506
929,2,1,2,2,2,4,1048576,0,0.71122,4975.264
930,2,1,2,2,2,8,524288,0,0.723953,4935.098
931,2,1,2,2,4,1,4194304,0,0.703946,7940.898
932,2,1,2,2,4,2,2097152,0,0.698753,8295.476
933,2,1,2,2,4,4,1048576,0,0.731421,6177.584
934,2,1,2,2,4,8,524288,0,0.714166,5390.224
935,2,1,2,2,8,1,4194304,0,0.715638,11346.23
936,2,1,2,2,8,2,2097152,0,0.712791,11526.844
937,2,1,2,2,8,4,1048576,0,0.725857,7329.364
938,2,1,2,2,8,8,524288,0,0.719156,6198.864
939,2,1,2,4,1,1,4194304,0,0.697282,5859.448
940,2,1,2,4,1,2,2097152,0,0.692255,5976.754
941,2,1,2,4,1,4,1048576,0,0.709515,5028.198
942,2,1,2,4,1,8,524288,0,0.721581,5039.636
943,2,1,2,4,2,1,4194304,0,0.706361,8277.388
944,2,1,2,4,2,2,2097152,0,0.71189,8245.202
945,2,1,2,4,2,4,1048576,0,0.710382,5969.04
946,2,1,2,4,2,8,524288,0,0.70301,5651.17
947,2,1,2,4,4,1,4194304,0,0.71249,11315.108
948,2,1,2,4,4,2,2097152,0,0.714333,11286.646
949,2,1,2,4,4,4,1048576,0,0.711317,7347.718
950,2,1,2,4,4,8,524288,0,0.710647,6565.412
951,2,1,2,4,8,1,4194304,0,0.717313,18240.152
952,2,1,2,4,8,2,2097152,0,0.751487,18865.783
953,2,1,2,4,8,4,1048576,0,0.712958,9518.544
954,2,1,2,4,8,8,524288,0,0.733227,8484.602
955,2,1,2,8,1,1,4194304,0,0.704823,8153.698
956,2,1,2,8,1,2,2097152,0,0.699796,8902.222
957,2,1,2,8,1,4,1048576,0,0.707672,6210.834
958,2,1,2,8,1,8,524288,0,0.706164,5612.068
959,2,1,2,8,2,1,4194304,0,0.722947,11730.866
960,2,1,2,8,2,2,2097152,0,0.71457,11867.324
961,2,1,2,8,2,4,1048576,0,0.718926,7152.474
962,2,1,2,8,2,8,524288,0,0.722277,6958.028
963,2,1,2,8,4,1,4194304,0,0.710312,18550.043
964,2,1,2,8,4,2,2097152,0,0.717348,20063.316
965,2,1,2,8,4,4,1048576,0,0.716678,10045.224
966,2,1,2,8,4,8,524288,0,0.758895,9269.834
967,2,1,4,1,1,1,4194304,0,0.55197,4414.004
968,2,1,4,1,1,2,2097152,0,0.546252,4482.898
969,2,1,4,1,1,4,1048576,0,0.554231,4453.106
970,2,1,4,1,1,8,524288,0,0.567262,4808.482
971,2,1,4,1,2,1,4194304,0,0.684459,4436.88
972,2,1,4,1,2,2,2097152,0,0.691285,4389.798
973,2,1,4,1,2,4,1048576,0,0.696946,4480.238
974,2,1,4,1,2,8,524288,0,0.726582,4655.532
975,2,1,4,1,4,1,4194304,0,0.698542,4501.518
976,2,1,4,1,4,2,2097152,0,0.695545,4414.004
977,2,1,4,1,4,4,1048576,0,0.700873,4561.9
978,2,1,4,1,4,8,524288,0,0.715356,4664.044
979,2,1,4,1,8,1,4194304,0,0.692681,4491.144
980,2,1,4,1,8,2,2097152,0,0.695678,4425.176
981,2,1,4,1,8,4,1048576,0,0.695345,4629.198
982,2,1,4,1,8,8,524288,0,0.716153,4662.448
983,2,1,4,2,1,1,4194304,0,0.70341,4586.638
984,2,1,4,2,1,2,2097152,0,0.701412,4558.708
985,2,1,4,2,1,4,1048576,0,0.702245,4629.73
986,2,1,4,2,1,8,524288,0,0.709739,4807.684
987,2,1,4,2,2,1,4194304,0,0.691784,4601.8
988,2,1,4,2,2,2,2097152,0,0.69245,4599.672
989,2,1,4,2,2,4,1048576,0,0.698777,4719.372
990,2,1,4,2,2,8,524288,0,0.709432,4788.266
991,2,1,4,2,4,1,4194304,0,0.692881,4679.206
992,2,1,4,2,4,2,2097152,0,0.69721,4624.41
993,2,1,4,2,4,4,1048576,0,0.705867,4764.326
994,2,1,4,2,4,8,524288,0,0.716188,4847.85
995,2,1,4,2,8,1,4194304,0,0.683358,4724.692
996,2,1,4,2,8,2,2097152,0,0.693679,4672.822
997,2,1,4,2,8,4,1048576,0,0.723811,4815.93
998,2,1,4,2,8,8,524288,0,0.70167,4903.444
999,2,1,4,4,1,1,4194304,0,0.70008,4867.8
1000,2,1,4,4,1,2,2097152,0,0.693252,4803.162
1001,2,1,4,4,1,4,1048576,0,0.706075,4964.89
1002,2,1,4,4,1,8,524288,0,0.728556,4980.052
1003,2,1,4,4,2,1,4194304,0,0.704937,4935.364
1004,2,1,4,4,2,2,2097152,0,0.692283,4956.112
1005,2,1,4,4,2,4,1048576,0,0.701607,5051.074
1006,2,1,4,4,2,8,524288,0,0.715759,5048.946
1007,2,1,4,4,4,1,4194304,0,0.723846,5428.794
1008,2,1,4,4,4,2,2097152,0,0.694213,5083.526
1009,2,1,4,4,4,4,1048576,0,0.706199,5527.48
1010,2,1,4,4,4,8,524288,0,0.751315,5275.578
1011,2,1,4,4,8,1,4194304,0,0.718816,5198.172
1012,2,1,4,4,8,2,2097152,0,0.697342,5065.97
1013,2,1,4,4,8,4,1048576,0,0.69551,5375.062
1014,2,1,4,8,1,1,4194304,0,0.690254,5696.922
1015,2,1,4,8,1,2,2097152,0,0.724392,5322.926
1016,2,1,4,8,1,4,1048576,0,0.713235,5597.438
1017,2,1,4,8,1,8,524288,0,0.71923,5441.828
1018,2,1,4,8,2,1,4194304,0,0.729245,5677.238
1019,2,1,4,8,2,2,2097152,0,0.703938,6079.696
1020,2,1,4,8,2,4,1048576,0,0.704104,6481.356
1021,2,1,4,8,2,8,524288,0,0.71809,5715.276
1022,2,1,4,8,4,1,4194304,0,0.718352,6439.062
1023,2,1,4,8,4,2,2097152,0,0.698708,6015.856
1024,2,1,4,8,4,4,1048576,0,0.700539,6566.21
1025,2,1,8,1,1,1,4194304,0,0.546189,4248.286
1026,2,1,8,1,1,2,2097152,0,0.549467,4435.55
1027,2,1,8,1,1,4,1048576,0,0.558909,4528.916
1028,2,1,8,1,1,8,524288,0,0.564548,4680.27
1029,2,1,8,1,2,1,4194304,0,0.703425,4480.504
1030,2,1,8,1,2,2,2097152,0,0.715116,4732.406
1031,2,1,8,1,2,4,1048576,0,0.702273,4853.436
1032,2,1,8,1,2,8,524288,0,0.726478,4904.508
1033,2,1,8,1,4,1,4194304,0,0.699898,5019.42
1034,2,1,8,1,4,2,2097152,0,0.712411,5135.928
1035,2,1,8,1,4,4,1048576,0,0.705002,5304.306
1036,2,1,8,1,4,8,524288,0,0.718502,5205.354
1037,2,1,8,1,8,1,4194304,0,0.694924,5804.386
1038,2,1,8,1,8,2,2097152,0,0.70793,6146.196
1039,2,1,8,1,8,4,1048576,0,0.697229,6270.684
1040,2,1,8,1,8,8,524288,0,0.709741,6294.624
1041,2,1,8,2,1,1,4194304,0,0.699777,4463.48
1042,2,1,8,2,1,2,2097152,0,0.698294,4658.99
1043,2,1,8,2,1,4,1048576,0,0.707847,4792.256
1044,2,1,8,2,1,8,524288,0,0.71674,4836.944
1045,2,1,8,2,2,1,4194304,0,0.69585,4978.456
1046,2,1,8,2,2,2,2097152,0,0.691899,5128.746
1047,2,1,8,2,2,4,1048576,0,0.704742,5275.844
1048,2,1,8,2,2,8,524288,0,0.716927,5260.682
1049,2,1,8,2,4,1,4194304,0,0.70319,5970.902
1050,2,1,8,2,4,2,2097152,0,0.704672,6131.034
1051,2,1,8,2,4,4,1048576,0,0.703849,6589.086
1052,2,1,8,2,4,8,524288,0,0.704836,6322.288
1053,2,1,8,2,8,1,4194304,0,0.712045,8107.414
1054,2,1,8,2,8,2,2097152,0,0.706283,8408.792
1055,2,1,8,2,8,4,1048576,0,0.71435,8524.236
1056,2,1,8,2,8,8,524288,0,0.716655,7796.194
1057,2,1,8,4,1,1,4194304,0,0.691377,4763.528
1058,2,1,8,4,1,2,2097152,0,0.696318,4910.094
1059,2,1,8,4,1,4,1048576,0,0.70834,5046.02
1060,2,1,8,4,1,8,524288,0,0.727609,5044.424
1061,2,1,8,4,2,1,4194304,0,0.703918,6470.716
1062,2,1,8,4,2,2,2097152,0,0.6863,6154.442
1063,2,1,8,4,2,4,1048576,0,0.70573,6637.232
1064,2,1,8,4,2,8,524288,0,0.711822,6145.93
1065,2,1,8,4,4,1,4194304,0,0.712574,7549.08
1066,2,1,8,4,4,2,2097152,0,0.7078,7663.726
1067,2,1,8,4,4,4,1048576,0,0.713398,7944.356
1068,2,1,8,4,4,8,524288,0,0.717843,7185.458
1069,2,1,8,4,8,1,4194304,0,0.74382,10975.692
1070,2,1,8,8,1,1,4194304,0,0.703564,5249.51
1071,2,1,8,8,1,2,2097152,0,0.697965,5713.414
1072,2,1,8,8,1,4,1048576,0,0.705046,5656.224
1073,2,1,8,8,1,8,524288,0,0.712622,5345.27
1074,2,1,8,8,2,1,4194304,0,0.731087,8407.462
1075,2,1,8,8,2,2,2097152,0,0.706882,9195.088
1076,2,1,8,8,2,4,1048576,0,0.736685,8825.082
1077,2,1,8,8,2,8,524288,0,0.708693,7726.502
1078,2,1,8,8,4,1,4194304,0,0.74929,10529.876
1079,2,2,1,1,1,1,4194304,0,0.703923,4079.376
1080,2,2,1,1,1,2,2097152,0,0.71133,4126.724
1081,2,2,1,1,1,4,1048576,0,0.708468,4231.262
1082,2,2,1,1,1,8,524288,0,0.718233,4273.822
1083,2,2,1,1,2,1,4194304,0,0.694696,4256.266
1084,2,2,1,1,2,2,2097152,0,0.710182,4295.9
1085,2,2,1,1,2,4,1048576,0,0.706142,4391.66
1086,2,2,1,1,2,8,524288,0,0.726005,4399.64
1087,2,2,1,1,4,1,4194304,0,0.692945,4388.468
1088,2,2,1,1,4,2,2097152,0,0.705064,4529.448
1089,2,2,1,1,4,4,1048576,0,0.698668,4752.888
1090,2,2,1,1,4,8,524288,0,0.711628,4650.478
1091,2,2,1,1,8,1,4194304,0,0.692911,4594.618
1092,2,2,1,1,8,2,2097152,0,0.692406,4697.826
1093,2,2,1,1,8,4,1048576,0,0.712771,4893.336
1094,2,2,1,1,8,8,524288,0,0.700653,4908.764
1095,2,2,1,2,1,1,4194304,0,0.705774,4205.194
1096,2,2,1,2,1,2,2097152,0,0.703417,4387.138
1097,2,2,1,2,1,4,1048576,0,0.707626,4484.494
1098,2,2,1,2,1,8,524288,0,0.722947,4468.268
1099,2,2,1,2,2,1,4194304,0,0.686279,4616.696
1100,2,2,1,2,2,2,2097152,0,0.699577,4659.256
1101,2,2,1,2,2,4,1048576,0,0.698567,4911.956
1102,2,2,1,2,2,8,524288,0,0.712875,4754.75
1103,2,2,1,2,4,1,4194304,0,0.697826,4881.1
1104,2,2,1,2,4,2,2097152,0,0.695637,5019.952
1105,2,2,1,2,4,4,1048576,0,0.705905,5179.286
1106,2,2,1,2,4,8,524288,0,0.708261,4976.328
1107,2,2,1,2,8,1,4194304,0,0.694257,5049.478
1108,2,2,1,2,8,2,2097152,0,0.705197,5219.452
1109,2,2,1,2,8,4,1048576,0,0.739363,5340.216
1110,2,2,1,2,8,8,524288,0,0.715968,5179.818
1111,2,2,1,4,1,1,4194304,0,0.694999,4621.484
1112,2,2,1,4,1,2,2097152,0,0.698366,4766.188
1113,2,2,1,4,1,4,1048576,0,0.697524,4898.124
1114,2,2,1,4,1,8,524288,0,0.713013,4828.432
1115,2,2,1,4,2,1,4194304,0,0.68207,5117.042
1116,2,2,1,4,2,2,2097152,0,0.701091,5237.274
1117,2,2,1,4,2,4,1048576,0,0.717083,5575.626
1118,2,2,1,4,2,8,524288,0,0.709845,5266.268
1119,2,2,1,4,4,1,4194304,0,0.697489,6021.708
1120,2,2,1,4,4,2,2097152,0,0.69042,6395.172
1121,2,2,1,4,4,4,1048576,0,0.717181,6594.406
1122,2,2,1,4,4,8,524288,0,0.705904,5981.276
1123,2,2,1,4,8,8,524288,0,0.717146,5790.022
1124,2,2,1,8,1,1,4194304,0,0.704595,5242.86
1125,2,2,1,8,1,2,2097152,0,0.692136,5718.734
1126,2,2,1,8,1,4,1048576,0,0.717222,5748.26
1127,2,2,1,8,1,8,524288,0,0.716717,5352.984
1128,2,2,1,8,2,1,4194304,0,0.709676,6360.06
1129,2,2,1,8,2,2,2097152,0,0.714726,7085.708
1130,2,2,1,8,2,4,1048576,0,0.731896,6998.726
1131,2,2,1,8,2,8,524288,0,0.713716,6047.776
1132,2,2,1,8,4,8,524288,0,0.722062,8025.22
1133,2,2,2,1,1,1,4194304,0,0.694854,4477.578
1134,2,2,2,1,1,2,2097152,0,0.712756,4473.322
1135,2,2,2,1,1,4,1048576,0,0.710079,4332.076
1136,2,2,2,1,1,8,524288,0,0.718278,4518.01
1137,2,2,2,1,2,1,4194304,0,0.693881,4946.004
1138,2,2,2,1,2,2,2097152,0,0.696223,5009.578
1139,2,2,2,1,2,4,1048576,0,0.718806,4632.922
1140,2,2,2,1,2,8,524288,0,0.71362,4712.19
1141,2,2,2,1,4,1,4194304,0,0.697828,5701.71
1142,2,2,2,1,4,2,2097152,0,0.697828,5826.73
1143,2,2,2,1,4,4,1048576,0,0.698831,4973.136
1144,2,2,2,1,4,8,524288,0,0.735128,4867.8
1145,2,2,2,1,8,1,4194304,0,0.707661,7554.932
1146,2,2,2,1,8,2,2097152,0,0.706658,8229.508
1147,2,2,2,1,8,4,1048576,0,0.706992,5655.426
1148,2,2,2,1,8,8,524288,0,0.721209,5218.122
1149,2,2,2,2,1,1,4194304,0,0.696359,5070.758
1150,2,2,2,2,1,2,2097152,0,0.696694,5166.784
1151,2,2,2,2,1,4,1048576,0,0.704892,4722.298
1152,2,2,2,2,1,8,524288,0,0.7156,4766.72
1153,2,2,2,2,2,1,4194304,0,0.695219,5896.688
1154,2,2,2,2,2,2,2097152,0,0.708434,6339.312
1155,2,2,2,2,2,4,1048576,0,0.714456,5054
1156,2,2,2,2,2,8,524288,0,0.7173,4975.796
1157,2,2,2,2,4,1,4194304,0,0.760217,8062.46
1158,2,2,2,2,4,2,2097152,0,0.710874,8304.254
1159,2,2,2,2,4,4,1048576,0,0.708365,5893.496
1160,2,2,2,2,4,8,524288,0,0.70803,5522.16
1161,2,2,2,2,8,1,4194304,0,0.719871,11778.214
1162,2,2,2,2,8,2,2097152,0,0.72171,12035.968
1163,2,2,2,2,8,4,1048576,0,0.708497,7682.878
1164,2,2,2,2,8,8,524288,0,0.725892,7011.228
1165,2,2,2,4,1,1,4194304,0,0.707736,6051.766
1166,2,2,2,4,1,2,2097152,0,0.716771,6678.728
1167,2,2,2,4,1,4,1048576,0,0.713257,5265.47
1168,2,2,2,4,1,8,524288,0,0.708405,5086.984
1169,2,2,2,4,2,1,4194304,0,0.698062,8052.086
1170,2,2,2,4,2,2,2097152,0,0.723489,8653.778
1171,2,2,2,4,2,4,1048576,0,0.708601,6045.914
1172,2,2,2,4,2,8,524288,0,0.713285,5645.318
1173,2,2,2,4,4,1,4194304,0,0.71472,12149.018
1174,2,2,2,4,4,2,2097152,0,0.724756,12063.632
1175,2,2,2,4,4,4,1048576,0,0.707863,7333.354
1176,2,2,2,4,4,8,524288,0,0.727098,6961.22
1177,2,2,2,4,8,8,524288,0,0.736094,9244.564
1178,2,2,2,8,1,1,4194304,0,0.726977,8704.584
1179,2,2,2,8,1,2,2097152,0,0.714094,8643.936
1180,2,2,2,8,1,4,1048576,0,0.702884,6629.784
1181,2,2,2,8,1,8,524288,0,0.734841,5828.326
1182,2,2,2,8,2,1,4194304,0,0.724994,12151.146
1183,2,2,2,8,2,2,2097152,0,0.709939,12402.25
1184,2,2,2,8,2,4,1048576,0,0.723322,7370.328
1185,2,2,2,8,2,8,524288,0,0.730013,7417.144
1186,2,2,2,8,4,8,524288,0,0.721411,8535.94
1187,2,2,4,1,1,1,4194304,0,0.69981,4337.662
1188,2,2,4,1,1,2,2097152,0,0.708788,4300.688
1189,2,2,4,1,1,4,1048576,0,0.704798,4382.616
1190,2,2,4,1,1,8,524288,0,0.735889,4615.1
1191,2,2,4,1,2,1,4194304,0,0.697345,4569.348
1192,2,2,4,1,2,2,2097152,0,0.715131,4526.788
1193,2,2,4,1,2,4,1048576,0,0.696015,4627.602
1194,2,2,4,1,2,8,524288,0,0.721282,4722.032
1195,2,2,4,1,4,1,4194304,0,0.70326,4744.908
1196,2,2,4,1,4,2,2097152,0,0.705254,4747.568
1197,2,2,4,1,4,4,1048576,0,0.704423,4997.874
1198,2,2,4,1,4,8,524288,0,0.711238,4885.09
1199,2,2,4,1,8,1,4194304,0,0.705718,5074.748
1200,2,2,4,1,8,2,2097152,0,0.695579,4998.938
1201,2,2,4,1,8,4,1048576,0,0.70871,5367.082
1202,2,2,4,1,8,8,524288,0,0.710039,5141.248
1203,2,2,4,2,1,1,4194304,0,0.690498,4683.728
1204,2,2,4,2,1,2,2097152,0,0.694821,4664.576
1205,2,2,4,2,1,4,1048576,0,0.703966,4733.736
1206,2,2,4,2,1,8,524288,0,0.726412,4832.156
1207,2,2,4,2,2,1,4194304,0,0.680887,5025.538
1208,2,2,4,2,2,2,2097152,0,0.693188,4992.82
1209,2,2,4,2,2,4,1048576,0,0.695848,5133.8
1210,2,2,4,2,2,8,524288,0,0.709479,5129.544
1211,2,2,4,2,4,1,4194304,0,0.682648,5535.992
1212,2,2,4,2,4,2,2097152,0,0.715393,5457.788
1213,2,2,4,2,4,4,1048576,0,0.708412,6107.36
1214,2,2,4,2,4,8,524288,0,0.719548,5531.47
1215,2,2,4,2,8,1,4194304,0,0.696576,7224.028
1216,2,2,4,2,8,2,2097152,0,0.697075,7161.518
1217,2,2,4,2,8,4,1048576,0,0.702227,7382.032
1218,2,2,4,2,8,8,524288,0,0.713529,6305.264
1219,2,2,4,4,1,1,4194304,0,0.688503,5168.646
1220,2,2,4,4,1,2,2097152,0,0.690332,5181.68
1221,2,2,4,4,1,4,1048576,0,0.694987,5393.948
1222,2,2,4,4,1,8,524288,0,0.714607,5260.682
1223,2,2,4,4,2,1,4194304,0,0.686206,6264.832
1224,2,2,4,4,2,2,2097152,0,0.703162,6049.638
1225,2,2,4,4,2,4,1048576,0,0.699339,6458.746
1226,2,2,4,4,2,8,524288,0,0.727764,6254.724
1227,2,2,4,4,4,1,4194304,0,0.725698,8307.18
1228,2,2,4,4,4,2,2097152,0,0.723371,8213.548
1229,2,2,4,4,4,4,1048576,0,0.705253,7559.454
1230,2,2,4,4,4,8,524288,0,0.762265,7545.622
1231,2,2,4,8,1,1,4194304,0,0.693158,6647.606
1232,2,2,4,8,1,2,2097152,0,0.696484,6078.366
1233,2,2,4,8,1,4,1048576,0,0.713609,6278.132
1234,2,2,4,8,1,8,524288,0,0.75451,5873.014
1235,2,2,4,8,2,1,4194304,0,0.692523,8496.572
1236,2,2,4,8,2,2,2097152,0,0.728429,7810.558
1237,2,2,4,8,2,4,1048576,0,0.727764,8798.216
1238,2,2,4,8,2,8,524288,0,0.743224,7359.954
1239,2,2,8,1,1,1,4194304,0,0.701459,4185.51
1240,2,2,8,1,1,2,2097152,0,0.706063,4410.014
1241,2,2,8,1,1,4,1048576,0,0.71708,4478.376
1242,2,2,8,1,1,8,524288,0,0.719053,4649.68
1243,2,2,8,1,2,1,4194304,0,0.698689,4515.616
1244,2,2,8,1,2,2,2097152,0,0.688496,4716.978
1245,2,2,8,1,2,4,1048576,0,0.700168,4834.55
1246,2,2,8,1,2,8,524288,0,0.716443,4877.376
1247,2,2,8,1,4,1,4194304,0,0.70355,5026.602
1248,2,2,8,1,4,2,2097152,0,0.693523,5338.354
1249,2,2,8,1,4,4,1048576,0,0.714235,5487.314
1250,2,2,8,1,4,8,524288,0,0.739714,5329.31
1251,2,2,8,1,8,1,4194304,0,0.706145,5699.316
1252,2,2,8,1,8,2,2097152,0,0.684119,5923.82
1253,2,2,8,1,8,4,1048576,0,0.702529,6525.778
1254,2,2,8,1,8,8,524288,0,0.725377,5929.14
1255,2,2,8,2,1,1,4194304,0,0.688797,4573.604
1256,2,2,8,2,1,2,2097152,0,0.701623,4794.916
1257,2,2,8,2,1,4,1048576,0,0.702774,4897.592
1258,2,2,8,2,1,8,524288,0,0.701951,4916.212
1259,2,2,8,2,2,1,4194304,0,0.693427,5074.748
1260,2,2,8,2,2,2,2097152,0,0.703784,5323.192
1261,2,2,8,2,2,4,1048576,0,0.705757,5446.616
1262,2,2,8,2,2,8,524288,0,0.718416,5361.496
1263,2,2,8,2,4,1,4194304,0,0.705522,6201.258
1264,2,2,8,2,4,2,2097152,0,0.69418,6341.972
1265,2,2,8,2,4,4,1048576,0,0.713741,6646.276
1266,2,2,8,2,4,8,524288,0,0.70881,6282.92
1267,2,2,8,2,8,1,4194304,0,0.723897,7970.158
1268,2,2,8,2,8,2,2097152,0,0.705323,7978.936
1269,2,2,8,2,8,4,1048576,0,0.719952,9017.666
1270,2,2,8,2,8,8,524288,0,0.742964,7308.35
1271,2,2,8,4,1,1,4194304,0,0.715106,4833.22
1272,2,2,8,4,1,2,2097152,0,0.699978,5159.868
1273,2,2,8,4,1,4,1048576,0,0.702938,5342.078
1274,2,2,8,4,1,8,524288,0,0.715599,5165.188
1275,2,2,8,4,2,1,4194304,0,0.700496,6719.958
1276,2,2,8,4,2,2,2097152,0,0.69803,6526.31
1277,2,2,8,4,2,4,1048576,0,0.705757,6849.234
1278,2,2,8,4,2,8,524288,0,0.707565,6354.74
1279,2,2,8,4,4,1,4194304,0,0.74185,8409.856
1280,2,2,8,4,4,2,2097152,0,0.739878,8418.634
1281,2,2,8,4,4,4,1048576,0,0.70996,8446.564
1282,2,2,8,4,4,8,524288,0,0.737248,8086.666
1283,2,2,8,8,1,1,4194304,0,0.696196,5688.41
1284,2,2,8,8,1,2,2097152,0,0.702773,6274.142
1285,2,2,8,8,1,4,1048576,0,0.701458,6088.208
1286,2,2,8,8,1,8,524288,0,0.724478,5779.382
1287,2,2,8,8,2,1,4194304,0,0.715456,9103.85
1288,2,2,8,8,2,2,2097152,0,0.708716,8325.268
1289,2,2,8,8,2,4,1048576,0,0.707894,9214.772
1290,2,2,8,8,2,8,524288,0,0.712497,8531.418
1291,2,4,1,1,1,1,4194304,0,0.701818,4121.67
1292,2,4,1,1,1,2,2097152,0,0.701146,4178.86
1293,2,4,1,1,1,4,1048576,0,0.716275,4279.142
1294,2,4,1,1,1,8,524288,0,0.717115,4329.15
1295,2,4,1,1,2,1,4194304,0,0.691429,4255.734
1296,2,4,1,1,2,2,2097152,0,0.702185,4328.618
1297,2,4,1,1,2,4,1048576,0,0.715631,4476.514
1298,2,4,1,1,2,8,524288,0,0.719664,4565.89
1299,2,4,1,1,4,1,4194304,0,0.692034,4547.802
1300,2,4,1,1,4,2,2097152,0,0.700604,4620.686
1301,2,4,1,1,4,4,1048576,0,0.696403,4754.218
1302,2,4,1,1,4,8,524288,0,0.707158,4721.5
1303,2,4,1,1,8,1,4194304,0,0.69284,5198.438
1304,2,4,1,1,8,2,2097152,0,0.702755,5329.842
1305,2,4,1,1,8,4,1048576,0,0.704435,5537.854
1306,2,4,1,1,8,8,524288,0,0.711829,5237.274
1307,2,4,1,2,1,1,4194304,0,0.692404,4336.066
1308,2,4,1,2,1,2,2097152,0,0.699968,4418.26
1309,2,4,1,2,1,4,1048576,0,0.709046,4468.268
1310,2,4,1,2,1,8,524288,0,0.71224,4619.09
1311,2,4,1,2,2,1,4194304,0,0.69479,4706.87
1312,2,4,1,2,2,2,2097152,0,0.694118,4714.052
1313,2,4,1,2,2,4,1048576,0,0.713277,4847.584
1314,2,4,1,2,2,8,524288,0,0.70958,4827.368
1315,2,4,1,2,4,1,4194304,0,0.682959,5215.196
1316,2,4,1,2,4,2,2097152,0,0.701948,5930.204
1317,2,4,1,2,4,4,1048576,0,0.714384,5928.608
1318,2,4,1,2,4,8,524288,0,0.707998,5463.64
1319,2,4,1,2,8,1,4194304,0,0.697041,6605.312
1320,2,4,1,2,8,2,2097152,0,0.701578,7308.084
1321,2,4,1,2,8,4,1048576,0,0.70914,6997.928
1322,2,4,1,2,8,8,524288,0,0.711829,6384.532
1323,2,4,1,4,1,1,4194304,0,0.693412,5098.688
1324,2,4,1,4,1,2,2097152,0,0.697783,4824.974
1325,2,4,1,4,1,4,1048576,0,0.704339,4989.628
1326,2,4,1,4,1,8,524288,0,0.722157,4918.872
1327,2,4,1,4,2,1,4194304,0,0.682857,5462.842
1328,2,4,1,4,2,2,2097152,0,0.695294,5629.358
1329,2,4,1,4,2,4,1048576,0,0.701176,5837.37
1330,2,4,1,4,2,8,524288,0,0.705882,5391.554
1331,2,4,1,4,4,1,4194304,0,0.7406,7261.8
1332,2,4,1,4,4,2,2097152,0,0.69405,7812.686
1333,2,4,1,4,4,4,1048576,0,0.711191,7051.394
1334,2,4,1,4,4,8,524288,0,0.714048,6717.564
1335,2,4,1,8,1,1,4194304,0,0.698791,6059.214
1336,2,4,1,8,1,2,2097152,0,0.703498,5810.77
1337,2,4,1,8,1,4,1048576,0,0.709045,6362.72
1338,2,4,1,8,1,8,524288,0,0.71661,5590.256
1339,2,4,1,8,2,1,4194304,0,0.707226,6730.864
1340,2,4,1,8,2,2,2097152,0,0.702857,7007.77
1341,2,4,1,8,2,4,1048576,0,0.710588,7578.872
1342,2,4,1,8,2,8,524288,0,0.743025,6615.154
1343,2,4,2,1,1,1,4194304,0,0.712642,4468.002
1344,2,4,2,1,1,2,2097152,0,0.699946,4512.69
1345,2,4,2,1,1,4,1048576,0,0.710637,4374.37
1346,2,4,2,1,1,8,524288,0,0.715983,4585.308
1347,2,4,2,1,2,1,4194304,0,0.696468,5099.22
1348,2,4,2,1,2,2,2097152,0,0.698138,5197.108
1349,2,4,2,1,2,4,1048576,0,0.706656,4794.916
1350,2,4,2,1,2,8,524288,0,0.712836,4850.776
1351,2,4,2,1,4,1,4194304,0,0.70141,6664.896
1352,2,4,2,1,4,2,2097152,0,0.705418,6705.328
1353,2,4,2,1,4,4,1048576,0,0.699573,5402.194
1354,2,4,2,1,4,8,524288,0,0.747503,5324.788
1355,2,4,2,1,8,1,4194304,0,0.731434,8342.558
1356,2,4,2,1,8,2,2097152,0,0.706886,8617.07
1357,2,4,2,1,8,4,1048576,0,0.707387,6470.716
1358,2,4,2,1,8,8,524288,0,0.735609,5959.198
1359,2,4,2,2,1,1,4194304,0,0.698776,5110.924
1360,2,4,2,2,1,2,2097152,0,0.702284,5178.754
1361,2,4,2,2,1,4,1048576,0,0.696437,4813.27
1362,2,4,2,2,1,8,524288,0,0.742042,4869.928
1363,2,4,2,2,2,1,4194304,0,0.690956,6532.694
1364,2,4,2,2,2,2,2097152,0,0.71651,6596.8
1365,2,4,2,2,2,4,1048576,0,0.712501,5397.938
1366,2,4,2,2,2,8,524288,0,0.717846,5242.594
1367,2,4,2,2,4,1,4194304,0,0.715438,8287.23
1368,2,4,2,2,4,2,2097152,0,0.705751,8699.264
1369,2,4,2,2,4,4,1048576,0,0.722619,6164.018
1370,2,4,2,2,4,8,524288,0,0.728965,5909.19
1371,2,4,2,2,8,1,4194304,0,0.709725,12013.092
1372,2,4,2,2,8,2,2097152,0,0.715403,12283.082
1373,2,4,2,2,8,4,1048576,0,0.726257,7888.762
1374,2,4,2,2,8,8,524288,0,0.74112,7028.784
1375,2,4,2,4,1,1,4194304,0,0.72684,6416.984
1376,2,4,2,4,1,2,2097152,0,0.715481,6692.028
1377,2,4,2,4,1,4,1048576,0,0.698275,5306.7
