n,knob_blockdim_x,knob_blockdim_y,knob_unroll_dct,knob_unroll_width,knob_unroll_height,knob_array_partition1,knob_array_partition2,knob_I_B,Latency,Area,FF
0533,1,4,8,1,2,4,1048576,0,0.699708,5194.714,234
0534,1,4,8,1,4,1,4194304,0,0.698325,5841.892,233
0535,1,4,8,1,4,2,2097152,0,0.697669,6304.200,231
0536,1,4,8,1,4,4,1048576,0,0.691432,6396.236,234
0537,1,4,8,1,8,1,4194304,0,0.689429,7626.486,233
0540,1,4,8,2,1,1,4194304,0,0.688191,5183.808,239
0541,1,4,8,2,1,2,2097152,0,0.695907,5317.074,231
0542,1,4,8,2,1,4,1048576,0,0.739576,5401.396,234
0543,1,4,8,2,2,1,4194304,0,0.733848,6229.986,239
0544,1,4,8,2,2,2,2097152,0,0.709063,6929.300,231
0545,1,4,8,2,2,4,1048576,0,0.700364,7197.162,234
0546,1,4,8,2,4,1,4194304,0,0.718019,8025.486,239
0552,1,4,8,4,1,1,4194304,0,0.692624,6162.954,239
0553,1,4,8,4,1,2,2097152,0,0.695743,6437.200,231
0554,1,4,8,4,1,4,1048576,0,0.723159,6600.524,234
0555,1,4,8,4,2,1,4194304,0,0.715300,8664.418,239
0564,1,4,8,8,1,1,4194304,0,0.691803,8005.004,239
0576,1,8,1,1,1,1,4194304,0,0.551229,4103.050,236
0577,1,8,1,1,1,2,2097152,0,0.561070,4371.178,236
0578,1,8,1,1,1,4,1048576,0,0.571450,4285.260,239
0579,1,8,1,1,2,1,4194304,0,0.693517,4195.618,233
0580,1,8,1,1,2,2,2097152,0,0.708330,4340.854,233
0581,1,8,1,1,2,4,1048576,0,0.706142,4423.580,236
0582,1,8,1,1,4,1,4194304,0,0.694965,4558.442,233
0583,1,8,1,1,4,2,2097152,0,0.700856,4707.402,233
0584,1,8,1,1,4,4,1048576,0,0.719538,4749.164,236
0585,1,8,1,1,8,1,4194304,0,0.697624,5173.700,233
0586,1,8,1,1,8,2,2097152,0,0.698297,5894.826,233
0587,1,8,1,1,8,4,1048576,0,0.707890,5425.336,236
0588,1,8,1,2,1,1,4194304,0,0.706953,4221.420,233
0589,1,8,1,2,1,2,2097152,0,0.699713,4349.898,233
0590,1,8,1,2,1,4,1048576,0,0.704595,4456.032,236
0591,1,8,1,2,2,1,4194304,0,0.698567,4628.666,233
0592,1,8,1,2,2,2,2097152,0,0.710013,4813.004,233
0593,1,8,1,2,2,4,1048576,0,0.714053,4849.712,236
0594,1,8,1,2,4,1,4194304,0,0.689073,5462.044,233
0595,1,8,1,2,4,2,2097152,0,0.705231,6057.352,233
0596,1,8,1,2,4,4,1048576,0,0.709944,5638.934,236
0600,1,8,1,4,1,1,4194304,0,0.693315,4757.942,233
0601,1,8,1,4,1,2,2097152,0,0.699881,4939.354,233
0602,1,8,1,4,1,4,1048576,0,0.697356,5044.956,236
0603,1,8,1,4,2,1,4194304,0,0.705131,5559.134,233
0604,1,8,1,4,2,2,2097152,0,0.705300,6199.662,233
0605,1,8,1,4,2,4,1048576,0,0.707488,6259.246,236
0612,1,8,1,8,1,1,4194304,0,0.693988,5524.820,233
0613,1,8,1,8,1,2,2097152,0,0.695335,5483.058,233
0614,1,8,1,8,1,4,1048576,0,0.715539,5730.704,236
0624,1,8,2,1,1,1,4194304,0,0.700447,5533.598,384
0625,1,8,2,1,1,2,2097152,0,0.703621,5610.472,384
0626,1,8,2,1,1,4,1048576,0,0.710971,4690.910,235
0627,1,8,2,1,2,1,4194304,0,0.709329,7506.254,536
0628,1,8,2,1,2,2,2097152,0,0.704485,7308.882,536
0629,1,8,2,1,2,4,1048576,0,0.705320,5224.772,235
0630,1,8,2,1,4,1,4194304,0,0.714102,10774.064,840
0631,1,8,2,1,4,2,2097152,0,0.728130,10975.692,840
0632,1,8,2,1,4,4,1048576,0,0.705752,6134.492,235
0633,1,8,2,1,8,1,4194304,0,0.721081,16886.744,1448
0634,1,8,2,1,8,2,2097152,0,0.729097,17210.199,1448
0635,1,8,2,1,8,4,1048576,0,0.724755,7881.846,235
0636,1,8,2,2,1,1,4194304,0,0.693764,7553.070,536
0637,1,8,2,2,1,2,2097152,0,0.712975,7367.136,536
0638,1,8,2,2,1,4,1048576,0,0.712808,5304.572,235
0639,1,8,2,2,2,1,4194304,0,0.712334,10498.488,840
0640,1,8,2,2,2,2,2097152,0,0.709662,10821.412,840
0641,1,8,2,2,2,4,1048576,0,0.712835,6488.804,235
0642,1,8,2,2,4,1,4194304,0,0.711597,17117.365,1448
0643,1,8,2,2,4,2,2097152,0,0.703914,17170.301,1448
0644,1,8,2,2,4,4,1048576,0,0.737315,8554.028,235
0648,1,8,2,4,1,1,4194304,0,0.699945,10659.950,840
0649,1,8,2,4,1,2,2097152,0,0.703119,10992.450,840
0650,1,8,2,4,1,4,1048576,0,0.726339,6425.496,235
0651,1,8,2,4,2,1,4194304,0,0.716510,16486.414,1448
0652,1,8,2,4,2,2,2097152,0,0.731875,17160.725,1448
0653,1,8,2,4,2,4,1048576,0,0.722355,8703.520,235
0660,1,8,2,8,1,1,4194304,0,0.749225,17516.100,1448
0661,1,8,2,8,1,2,2097152,0,0.726506,17053.793,1448
0662,1,8,2,8,1,4,1048576,0,0.709300,8723.204,235
0672,1,8,4,1,1,1,4194304,0,0.685670,4797.310,236
0673,1,8,4,1,1,2,2097152,0,0.689647,4695.166,236
0674,1,8,4,1,1,4,1048576,0,0.694785,4877.908,239
0675,1,8,4,1,2,1,4194304,0,0.697134,5223.176,231
0676,1,8,4,1,2,2,2097152,0,0.700614,5177.424,231
0677,1,8,4,1,2,4,1048576,0,0.692991,5416.292,234
0678,1,8,4,1,4,1,4194304,0,0.697396,6019.314,231
0679,1,8,4,1,4,2,2097152,0,0.705349,6461.672,231
0680,1,8,4,1,4,4,1048576,0,0.695905,6309.254,234
0681,1,8,4,1,8,1,4194304,0,0.715421,8053.416,231
0684,1,8,4,2,1,1,4194304,0,0.681028,5429.060,236
0685,1,8,4,2,1,2,2097152,0,0.694122,5391.820,236
0686,1,8,4,2,1,4,1048576,0,0.690144,6190.884,239
0687,1,8,4,2,2,1,4194304,0,0.712875,6867.322,236
0688,1,8,4,2,2,2,2097152,0,0.691168,6396.502,236
0689,1,8,4,2,2,4,1048576,0,0.712378,6466.726,239
0690,1,8,4,2,4,1,4194304,0,0.710485,8821.358,236
0696,1,8,4,4,1,1,4194304,0,0.709536,7125.342,236
0697,1,8,4,4,1,2,2097152,0,0.718486,6809.068,236
0698,1,8,4,4,1,4,1048576,0,0.703403,6880.622,239
0699,1,8,4,4,2,1,4194304,0,0.704093,9062.886,236
0708,1,8,4,8,1,1,4194304,0,0.712022,8135.610,236
0709,1,8,4,8,1,2,2097152,0,0.713845,9192.694,236
0720,1,8,8,1,1,1,4194304,0,0.686386,4766.720,231
0721,1,8,8,1,1,2,2097152,0,0.687535,4943.344,231
0722,1,8,8,1,1,4,1048576,0,0.703131,5174.232,234
0723,1,8,8,1,2,1,4194304,0,0.702170,5411.504,231
0724,1,8,8,1,2,2,2097152,0,0.689860,5955.740,231
0732,1,8,8,2,1,1,4194304,0,0.700340,5553.548,231
0733,1,8,8,2,1,2,2097152,0,0.693773,6022.240,231
0734,1,8,8,2,1,4,1048576,0,0.706742,6641.754,234
0735,1,8,8,2,2,1,4194304,0,0.698559,7524.076,231
0744,1,8,8,4,1,1,4194304,0,0.711831,7803.110,231
0768,2,1,1,1,1,1,4194304,0,0.418103,3823.484,192
0769,2,1,1,1,1,2,2097152,0,0.419731,3863.384,192
0770,2,1,1,1,1,4,1048576,0,0.423192,3948.238,192
0771,2,1,1,1,2,1,4194304,0,0.708004,4161.038,231
0772,2,1,1,1,2,2,2097152,0,0.706484,4194.288,231
0773,2,1,1,1,2,4,1048576,0,0.708848,4307.870,234
0774,2,1,1,1,4,1,4194304,0,0.695779,4285.260,231
0775,2,1,1,1,4,2,2097152,0,0.697130,4362.400,231
0776,2,1,1,1,4,4,1048576,0,0.714013,4512.158,234
0777,2,1,1,1,8,1,4194304,0,0.695576,4531.310,231
0778,2,1,1,1,8,2,2097152,0,0.695239,4658.192,231
0779,2,1,1,1,8,4,1048576,0,0.709251,4793.586,234
0780,2,1,1,2,1,1,4194304,0,0.696488,4177.796,231
0781,2,1,1,2,1,2,2097152,0,0.701047,4227.538,231
0782,2,1,1,2,1,4,1048576,0,0.711012,4336.066,234
0783,2,1,1,2,2,1,4194304,0,0.697028,4296.166,231
0784,2,1,1,2,2,2,2097152,0,0.713744,4396.714,231
0785,2,1,1,2,2,4,1048576,0,0.698716,4481.568,234
0786,2,1,1,2,4,1,4194304,0,0.692233,4729.480,231
0787,2,1,1,2,4,2,2097152,0,0.697973,4644.094,231
0788,2,1,1,2,4,4,1048576,0,0.720766,4786.936,234
0789,2,1,1,2,8,1,4194304,0,0.692199,5499.550,231
0790,2,1,1,2,8,2,2097152,0,0.695576,5249.510,231
0791,2,1,1,2,8,4,1048576,0,0.702835,6304.466,234
0792,2,1,1,4,1,1,4194304,0,0.696487,4404.960,231
0793,2,1,1,4,1,2,2097152,0,0.705607,4493.538,231
0794,2,1,1,4,1,4,1048576,0,0.710336,4570.412,234
0795,2,1,1,4,2,1,4194304,0,0.697365,5001.332,231
0796,2,1,1,4,2,2,2097152,0,0.715264,4901.050,231
0797,2,1,1,4,2,4,1048576,0,0.699729,4991.490,234
0798,2,1,1,4,4,1,4194304,0,0.695103,4891.740,231
0799,2,1,1,4,4,2,2097152,0,0.697973,4963.294,231
0800,2,1,1,4,4,4,1048576,0,0.712493,5142.046,234
0801,2,1,1,4,8,1,4194304,0,0.715328,6557.166,231
0802,2,1,1,4,8,2,2097152,0,0.697095,7173.488,231
0803,2,1,1,4,8,4,1048576,0,0.697770,7258.342,234
0804,2,1,1,8,1,1,4194304,0,0.685003,4879.770,231
0805,2,1,1,8,1,2,2097152,0,0.696994,5031.390,231
0806,2,1,1,8,1,4,1048576,0,0.703918,5063.842,234
0807,2,1,1,8,2,1,4194304,0,0.699729,5647.446,231
0808,2,1,1,8,2,2,2097152,0,0.701586,5724.852,231
0809,2,1,1,8,2,4,1048576,0,0.716108,5999.364,234
0810,2,1,1,8,4,1,4194304,0,0.690713,5809.706,231
0811,2,1,1,8,4,2,2097152,0,0.706415,5981.808,231
0812,2,1,1,8,4,4,1048576,0,0.715363,5993.778,234
0816,2,1,2,1,1,1,4194304,0,0.556457,4306.274,252
0817,2,1,2,1,1,2,2097152,0,0.559137,4464.544,252
0818,2,1,2,1,1,4,1048576,0,0.557395,4353.356,236
0819,2,1,2,1,2,1,4194304,0,0.700497,4537.960,271
0820,2,1,2,1,2,2,2097152,0,0.703848,4583.180,271
0821,2,1,2,1,2,4,1048576,0,0.713398,4442.732,236
0822,2,1,2,1,4,1,4194304,0,0.705120,5147.100,309
0823,2,1,2,1,4,2,2097152,0,0.695571,5212.536,309
0824,2,1,2,1,4,4,1048576,0,0.711318,4741.450,236
0825,2,1,2,1,8,1,4194304,0,0.711116,6594.672,385
0826,2,1,2,1,8,2,2097152,0,0.707598,7066.290,385
0827,2,1,2,1,8,4,1048576,0,0.711786,5668.194,236
0828,2,1,2,2,1,1,4194304,0,0.700634,4584.510,271
0829,2,1,2,2,1,2,2097152,0,0.717224,4605.258,271
0830,2,1,2,2,1,4,1048576,0,0.706331,4431.028,236
0831,2,1,2,2,2,1,4194304,0,0.700497,5151.622,309
0832,2,1,2,2,2,2,2097152,0,0.702340,5219.718,309
0833,2,1,2,2,2,4,1048576,0,0.711052,4855.564,236
0834,2,1,2,2,4,1,4194304,0,0.702941,6523.650,385
0835,2,1,2,2,4,2,2097152,0,0.711150,6669.152,385
0836,2,1,2,2,4,4,1048576,0,0.703444,5455.394,236
0837,2,1,2,2,8,1,4194304,0,0.743111,9072.994,537
0838,2,1,2,2,8,2,2097152,0,0.760868,9613.772,537
0839,2,1,2,2,8,4,1048576,0,0.709440,6688.570,236
0840,2,1,2,4,1,1,4194304,0,0.696612,5078.738,309
0841,2,1,2,4,1,2,2097152,0,0.702477,5131.406,309
0842,2,1,2,4,1,4,1048576,0,0.727278,4754.750,236
0843,2,1,2,4,2,1,4194304,0,0.712895,6546.792,385
0844,2,1,2,4,2,2,2097152,0,0.721104,6933.556,385
0845,2,1,2,4,2,4,1048576,0,0.707701,5456.192,236
0846,2,1,2,4,4,1,4194304,0,0.719191,9049.320,537
0847,2,1,2,4,4,2,2097152,0,0.706124,9362.402,537
0848,2,1,2,4,4,4,1048576,0,0.714835,6671.014,236
0849,2,1,2,4,8,1,4194304,0,0.731385,13301.330,841
0852,2,1,2,8,1,1,4194304,0,0.701471,5987.926,385
0853,2,1,2,8,1,2,2097152,0,0.720407,6042.190,385
0854,2,1,2,8,1,4,1048576,0,0.712364,5092.038,236
0855,2,1,2,8,2,1,4194304,0,0.715408,8530.088,537
0856,2,1,2,8,2,2,2097152,0,0.690444,9276.750,537
0857,2,1,2,8,2,4,1048576,0,0.709544,6708.786,236
0858,2,1,2,8,4,1,4194304,0,0.728572,13582.492,841
0860,2,1,2,8,4,4,1048576,0,0.726227,10045.490,236
0864,2,1,4,1,1,1,4194304,0,0.548228,4431.560,238
0865,2,1,4,1,1,2,2097152,0,0.549953,4361.070,238
0866,2,1,4,1,1,4,1048576,0,0.568002,4437.146,241
0867,2,1,4,1,2,1,4194304,0,0.698674,4564.560,233
0868,2,1,4,1,2,2,2097152,0,0.693023,4533.970,233
0869,2,1,4,1,2,4,1048576,0,0.703994,4652.606,236
0870,2,1,4,1,4,1,4194304,0,0.704423,4818.058,233
0871,2,1,4,1,4,2,2097152,0,0.705254,4791.724,233
0872,2,1,4,1,4,4,1048576,0,0.702096,4927.650,236
0873,2,1,4,1,8,1,4194304,0,0.698405,5266.534,233
0874,2,1,4,1,8,2,2097152,0,0.718516,5238.604,233
0875,2,1,4,1,8,4,1048576,0,0.693751,5433.316,236
0876,2,1,4,2,1,1,4194304,0,0.685843,4574.934,238
0877,2,1,4,2,1,2,2097152,0,0.697482,4590.894,238
0878,2,1,4,2,1,4,1048576,0,0.700973,4724.692,241
0879,2,1,4,2,2,1,4194304,0,0.687536,4910.626,238
0880,2,1,4,2,2,2,2097152,0,0.686373,4804.492,238
0881,2,1,4,2,2,4,1048576,0,0.693521,4978.988,241
0882,2,1,4,2,4,1,4194304,0,0.695779,5515.510,238
0883,2,1,4,2,4,2,2097152,0,0.704589,5629.358,238
0884,2,1,4,2,4,4,1048576,0,0.712900,5923.022,241
0885,2,1,4,2,8,1,4194304,0,0.692587,7203.280,238
0886,2,1,4,2,8,2,2097152,0,0.697740,6877.696,238
0887,2,1,4,2,8,4,1048576,0,0.702061,6945.526,241
0888,2,1,4,4,1,1,4194304,0,0.691828,5134.598,238
0889,2,1,4,4,1,2,2097152,0,0.692660,5245.254,238
0890,2,1,4,4,1,4,1048576,0,0.694821,5209.078,241
0891,2,1,4,4,2,1,4194304,0,0.703661,6282.654,238
0892,2,1,4,4,2,2,2097152,0,0.702165,5528.810,238
0893,2,1,4,4,2,4,1048576,0,0.701167,5985.532,241
0894,2,1,4,4,4,1,4194304,0,0.721210,7524.874,238
0895,2,1,4,4,4,2,2097152,0,0.711403,7713.468,238
0896,2,1,4,4,4,4,1048576,0,0.705253,8319.416,241
0900,2,1,4,8,1,1,4194304,0,0.699809,6200.992,238
0901,2,1,4,8,1,2,2097152,0,0.704298,6146.462,238
0902,2,1,4,8,1,4,1048576,0,0.708122,6493.326,241
0903,2,1,4,8,2,1,4194304,0,0.723442,8492.582,238
0904,2,1,4,8,2,2,2097152,0,0.708814,7925.470,238
0905,2,1,4,8,2,4,1048576,0,0.729260,7778.372,241
0912,2,1,8,1,1,1,4194304,0,0.544528,4362.666,233
0913,2,1,8,1,1,2,2097152,0,0.546879,4396.182,233
0914,2,1,8,1,1,4,1048576,0,0.553279,4372.774,236
0915,2,1,8,1,2,1,4194304,0,0.697903,4590.096,233
0916,2,1,8,1,2,2,2097152,0,0.696754,4590.894,233
0917,2,1,8,1,2,4,1048576,0,0.699216,4716.712,236
0918,2,1,8,1,4,1,4194304,0,0.698161,4947.068,233
0919,2,1,8,1,4,2,2097152,0,0.694222,5069.694,233
0920,2,1,8,1,4,4,1048576,0,0.705711,5206.950,236
0921,2,1,8,1,8,1,4194304,0,0.696649,6328.672,233
0922,2,1,8,1,8,2,2097152,0,0.697142,6141.142,233
0923,2,1,8,1,8,4,1048576,0,0.704855,6585.362,236
0924,2,1,8,2,1,1,4194304,0,0.699519,4627.602,233
0925,2,1,8,2,1,2,2097152,0,0.697385,4675.482,233
0926,2,1,8,2,1,4,1048576,0,0.708877,4790.394,236
0927,2,1,8,2,2,1,4194304,0,0.701021,4949.994,233
0928,2,1,8,2,2,2,2097152,0,0.707914,5066.768,233
0929,2,1,8,2,2,4,1048576,0,0.702170,5547.430,236
0930,2,1,8,2,4,1,4194304,0,0.701607,6367.508,233
0931,2,1,8,2,4,2,2097152,0,0.691104,6070.918,233
0932,2,1,8,2,4,4,1048576,0,0.720645,6967.338,236
0936,2,1,8,4,1,1,4194304,0,0.698205,5231.688,233
0937,2,1,8,4,1,2,2097152,0,0.702638,5535.194,233
0938,2,1,8,4,1,4,1048576,0,0.703787,5482.526,236
0939,2,1,8,4,2,1,4194304,0,0.690188,6391.448,233
0940,2,1,8,4,2,2,2097152,0,0.693634,6567.274,233
0941,2,1,8,4,2,4,1048576,0,0.713495,7029.316,236
0948,2,1,8,8,1,1,4194304,0,0.725950,6258.714,233
0949,2,1,8,8,1,2,2097152,0,0.702966,7205.408,233
0950,2,1,8,8,1,4,1048576,0,0.702966,7118.160,236
0960,2,2,1,1,1,1,4194304,0,0.554192,4270.364,233
0961,2,2,1,1,1,2,2097152,0,0.562161,4328.884,233
0962,2,2,1,1,1,4,1048576,0,0.557434,4212.110,236
0963,2,2,1,1,2,1,4194304,0,0.705050,4207.056,231
0964,2,2,1,1,2,2,2097152,0,0.708591,4266.108,231
0965,2,2,1,1,2,4,1048576,0,0.708759,4375.168,234
0966,2,2,1,1,4,1,4194304,0,0.684415,4445.126,231
0967,2,2,1,1,4,2,2097152,0,0.702284,4549.930,231
0968,2,2,1,1,4,4,1048576,0,0.697564,4713.786,234
0969,2,2,1,1,8,1,4194304,0,0.695170,5030.060,231
0970,2,2,1,1,8,2,2097152,0,0.702250,5150.292,231
0971,2,2,1,1,8,4,1048576,0,0.723995,5389.958,234
0972,2,2,1,2,1,1,4194304,0,0.706198,4140.024,231
0973,2,2,1,2,1,2,2097152,0,0.701140,4284.462,231
0974,2,2,1,2,1,4,1048576,0,0.703500,4389.798,234
0975,2,2,1,2,2,1,4194304,0,0.695608,4531.310,231
0976,2,2,1,2,2,2,2097152,0,0.703701,4601.800,231
0977,2,2,1,2,2,4,1048576,0,0.711119,4733.736,234
0978,2,2,1,2,4,1,4194304,0,0.688629,5113.052,231
0979,2,2,1,2,4,2,2097152,0,0.699250,5263.608,231
0980,2,2,1,2,4,4,1048576,0,0.707173,5388.096,234
0981,2,2,1,2,8,1,4194304,0,0.697193,6274.674,231
0982,2,2,1,2,8,2,2097152,0,0.711015,6383.734,231
0983,2,2,1,2,8,4,1048576,0,0.709498,6855.086,234
0984,2,2,1,4,1,1,4194304,0,0.697092,4529.714,231
0985,2,2,1,4,1,2,2097152,0,0.694732,4669.896,231
0986,2,2,1,4,1,4,1048576,0,0.699116,4755.548,234
0987,2,2,1,4,2,1,4194304,0,0.694765,5209.078,231
0988,2,2,1,4,2,2,2097152,0,0.697969,5285.154,231
0989,2,2,1,4,2,4,1048576,0,0.718199,5594.778,234
0990,2,2,1,4,4,1,4194304,0,0.695709,6301.806,231
0991,2,2,1,4,4,2,2097152,0,0.704981,6519.394,231
0992,2,2,1,4,4,4,1048576,0,0.716781,6613.558,234
0993,2,2,1,4,8,1,4194304,0,0.696013,8790.768,231
0995,2,2,1,4,8,4,1048576,0,0.711689,8655.108,234
0996,2,2,1,8,1,1,4194304,0,0.695237,5139.386,231
0997,2,2,1,8,1,2,2097152,0,0.699959,5521.894,231
0998,2,2,1,8,1,4,1048576,0,0.718339,5668.194,234
0999,2,2,1,8,2,1,4194304,0,0.692911,6273.876,231
1000,2,2,1,8,2,2,2097152,0,0.709264,6571.796,231
1001,2,2,1,8,2,4,1048576,0,0.718199,6827.688,234
1002,2,2,1,8,4,1,4194304,0,0.699923,9033.892,231
1004,2,2,1,8,4,4,1048576,0,0.717624,9401.504,234
1008,2,2,2,1,1,1,4194304,0,0.694854,4477.578,269
1009,2,2,2,1,1,2,2097152,0,0.712756,4473.322,269
1010,2,2,2,1,1,4,1048576,0,0.710079,4332.076,234
1011,2,2,2,1,2,1,4194304,0,0.693881,4946.004,307
1012,2,2,2,1,2,2,2097152,0,0.696223,5009.578,307
1013,2,2,2,1,2,4,1048576,0,0.718806,4632.922,234
1014,2,2,2,1,4,1,4194304,0,0.697828,5701.710,383
1015,2,2,2,1,4,2,2097152,0,0.697828,5826.730,383
1016,2,2,2,1,4,4,1048576,0,0.698831,4973.136,234
1017,2,2,2,1,8,1,4194304,0,0.707661,7554.932,535
1018,2,2,2,1,8,2,2097152,0,0.706658,8229.508,535
1019,2,2,2,1,8,4,1048576,0,0.706992,5655.426,234
1020,2,2,2,2,1,1,4194304,0,0.696359,5070.758,307
1021,2,2,2,2,1,2,2097152,0,0.696694,5166.784,307
1022,2,2,2,2,1,4,1048576,0,0.704892,4722.298,234
1023,2,2,2,2,2,1,4194304,0,0.695219,5896.688,383
1024,2,2,2,2,2,2,2097152,0,0.708434,6339.312,383
1025,2,2,2,2,2,4,1048576,0,0.714456,5054.000,234
1026,2,2,2,2,4,1,4194304,0,0.760217,8062.460,535
1027,2,2,2,2,4,2,2097152,0,0.710874,8304.254,535
1028,2,2,2,2,4,4,1048576,0,0.708365,5893.496,234
1029,2,2,2,2,8,1,4194304,0,0.719871,11778.214,839
1030,2,2,2,2,8,2,2097152,0,0.721710,12035.968,839
1031,2,2,2,2,8,4,1048576,0,0.708497,7682.878,234
1032,2,2,2,4,1,1,4194304,0,0.707736,6051.766,383
1033,2,2,2,4,1,2,2097152,0,0.716771,6678.728,383
1034,2,2,2,4,1,4,1048576,0,0.713257,5265.470,234
1035,2,2,2,4,2,1,4194304,0,0.698062,8052.086,535
1036,2,2,2,4,2,2,2097152,0,0.723489,8653.778,535
1037,2,2,2,4,2,4,1048576,0,0.708601,6045.914,234
1038,2,2,2,4,4,1,4194304,0,0.714720,12149.018,839
1039,2,2,2,4,4,2,2097152,0,0.724756,12063.632,839
1040,2,2,2,4,4,4,1048576,0,0.707863,7333.354,234
1044,2,2,2,8,1,1,4194304,0,0.726977,8704.584,535
1045,2,2,2,8,1,2,2097152,0,0.714094,8643.936,535
1046,2,2,2,8,1,4,1048576,0,0.702884,6629.784,234
1047,2,2,2,8,2,1,4194304,0,0.724994,12151.146,839
1048,2,2,2,8,2,2,2097152,0,0.709939,12402.250,839
1049,2,2,2,8,2,4,1048576,0,0.723322,7370.328,234
1056,2,2,4,1,1,1,4194304,0,0.699204,4343.514,237
1057,2,2,4,1,1,2,2097152,0,0.693560,4323.564,237
1058,2,2,4,1,1,4,1048576,0,0.708999,4418.260,240
1059,2,2,4,1,2,1,4194304,0,0.687614,4666.704,232
1060,2,2,4,1,2,2,2097152,0,0.693589,4668.300,232
1061,2,2,4,1,2,4,1048576,0,0.703548,4761.666,235
1062,2,2,4,1,4,1,4194304,0,0.697172,5237.806,232
1063,2,2,4,1,4,2,2097152,0,0.703146,5187.000,232
1064,2,2,4,1,4,4,1048576,0,0.701155,5488.910,235
1065,2,2,4,1,8,1,4194304,0,0.718544,6923.714,232
1066,2,2,4,1,8,2,2097152,0,0.707094,6959.624,232
1067,2,2,4,1,8,4,1048576,0,0.711741,6389.054,235
1068,2,2,4,2,1,1,4194304,0,0.690572,4557.910,237
1069,2,2,4,2,1,2,2097152,0,0.696880,4572.274,237
1070,2,2,4,2,1,4,1048576,0,0.691070,4672.822,240
1071,2,2,4,2,2,1,4194304,0,0.686286,5311.222,237
1072,2,2,4,2,2,2,2097152,0,0.686286,5205.620,237
1073,2,2,4,2,2,4,1048576,0,0.711016,5426.134,240
1074,2,2,4,2,4,1,4194304,0,0.690865,6336.386,237
1075,2,2,4,2,4,2,2097152,0,0.707129,6455.022,237
1076,2,2,4,2,4,4,1048576,0,0.707792,6751.080,240
1077,2,2,4,2,8,1,4194304,0,0.697635,8536.472,237
1080,2,2,4,4,1,1,4194304,0,0.698540,5045.222,237
1081,2,2,4,4,1,2,2097152,0,0.686089,4814.866,237
1082,2,2,4,4,1,4,1048576,0,0.693061,5042.562,240
1083,2,2,4,4,2,1,4194304,0,0.697572,6950.580,237
1084,2,2,4,4,2,2,2097152,0,0.712177,7002.716,237
1085,2,2,4,4,2,4,1048576,0,0.710683,7417.144,240
1086,2,2,4,4,4,1,4194304,0,0.712107,9556.316,237
1088,2,2,4,4,4,4,1048576,0,0.699494,9483.964,240
1092,2,2,4,8,1,1,4194304,0,0.684761,5437.306,237
1093,2,2,4,8,1,2,2097152,0,0.689409,5160.932,237
1094,2,2,4,8,1,4,1048576,0,0.711488,5423.208,240
1095,2,2,4,8,2,1,4194304,0,0.716492,8945.314,237
1096,2,2,4,8,2,2,2097152,0,0.714335,9677.612,237
1097,2,2,4,8,2,4,1048576,0,0.709688,8636.754,240
1104,2,2,8,1,1,1,4194304,0,0.687371,4300.954,232
1105,2,2,8,1,1,2,2097152,0,0.693281,4474.386,232
1106,2,2,8,1,1,4,1048576,0,0.702803,4605.524,235
1107,2,2,8,1,2,1,4194304,0,0.698231,4637.444,232
1108,2,2,8,1,2,2,2097152,0,0.697903,4856.362,232
1109,2,2,8,1,2,4,1048576,0,0.711526,4968.348,235
1110,2,2,8,1,4,1,4194304,0,0.706039,5838.434,232
1111,2,2,8,1,4,2,2097152,0,0.699967,5962.390,232
1112,2,2,8,1,4,4,1048576,0,0.701772,6389.586,235
1113,2,2,8,1,8,1,4194304,0,0.694516,7315.532,232
1114,2,2,8,1,8,2,2097152,0,0.700916,7958.986,232
1115,2,2,8,1,8,4,1048576,0,0.699275,7365.274,235
1116,2,2,8,2,1,1,4194304,0,0.697549,4655.798,232
1117,2,2,8,2,1,2,2097152,0,0.697385,4873.918,232
1118,2,2,8,2,1,4,1048576,0,0.710190,5033.784,235
1119,2,2,8,2,2,1,4194304,0,0.696261,5251.106,232
1120,2,2,8,2,2,2,2097152,0,0.689039,5677.770,232
1121,2,2,8,2,2,4,1048576,0,0.692322,5822.740,235
1122,2,2,8,2,4,1,4194304,0,0.700130,7382.032,232
1123,2,2,8,2,4,2,2097152,0,0.704726,8820.294,232
1124,2,2,8,2,4,4,1048576,0,0.705874,8202.908,235
1128,2,2,8,4,1,1,4194304,0,0.694758,6195.672,232
1129,2,2,8,4,1,2,2097152,0,0.694594,5952.548,232
1130,2,2,8,4,1,4,1048576,0,0.701325,6351.814,235
1131,2,2,8,4,2,1,4194304,0,0.702498,7287.336,232
1132,2,2,8,4,2,2,2097152,0,0.696096,7576.744,232
1133,2,2,8,4,2,4,1048576,0,0.706765,7803.642,235
1140,2,2,8,8,1,1,4194304,0,0.695086,7626.752,232
1141,2,2,8,8,1,2,2097152,0,0.702145,7604.674,232
1142,2,2,8,8,1,4,1048576,0,0.702638,8248.394,235
1152,2,4,1,1,1,1,4194304,0,0.552577,4085.494,236
1153,2,4,1,1,1,2,2097152,0,0.555408,4334.736,236
1154,2,4,1,1,1,4,1048576,0,0.557700,4246.690,239
1155,2,4,1,1,2,1,4194304,0,0.703786,4235.518,233
1156,2,4,1,1,2,2,2097152,0,0.705469,4350.430,233
1157,2,4,1,1,2,4,1048576,0,0.699914,4377.562,236
1158,2,4,1,1,4,1,4194304,0,0.692608,4453.904,233
