n,knob_blockdim_x,knob_blockdim_y,knob_unroll_dct,knob_unroll_width,knob_unroll_height,knob_array_partition1,knob_array_partition2,knob_I_B,Latency,Area,FF
1159,2,4,1,1,4,2,2097152,0,0.693955,4596.746,233
1160,2,4,1,1,4,4,1048576,0,0.703044,4693.570,236
1161,2,4,1,1,8,1,4194304,0,0.697624,4997.874,233
1162,2,4,1,1,8,2,2097152,0,0.719672,5214.398,233
1163,2,4,1,1,8,4,1048576,0,0.716642,5449.276,236
1164,2,4,1,2,1,1,4194304,0,0.687928,4188.436,233
1165,2,4,1,2,1,2,2097152,0,0.704932,4376.498,233
1166,2,4,1,2,1,4,1048576,0,0.704595,4426.506,236
1167,2,4,1,2,2,1,4194304,0,0.692844,4504.710,233
1168,2,4,1,2,2,2,2097152,0,0.699577,4630.794,233
1169,2,4,1,2,2,4,1048576,0,0.699913,4714.318,236
1170,2,4,1,2,4,1,4194304,0,0.687727,4948.664,233
1171,2,4,1,2,4,2,2097152,0,0.709439,5224.240,233
1172,2,4,1,2,4,4,1048576,0,0.696816,5483.856,236
1173,2,4,1,2,8,1,4194304,0,0.702672,6554.506,233
1174,2,4,1,2,8,2,2097152,0,0.716978,8459.598,233
1175,2,4,1,2,8,4,1048576,0,0.733136,6339.844,236
1176,2,4,1,4,1,1,4194304,0,0.693315,4483.696,233
1177,2,4,1,4,1,2,2097152,0,0.695504,4722.830,233
1178,2,4,1,4,1,4,1048576,0,0.717222,4799.970,236
1179,2,4,1,4,2,1,4194304,0,0.697220,5033.518,233
1180,2,4,1,4,2,2,2097152,0,0.697725,5168.912,233
1181,2,4,1,4,2,4,1048576,0,0.696883,5386.234,236
1182,2,4,1,4,4,1,4194304,0,0.708092,6567.806,233
1183,2,4,1,4,4,2,2097152,0,0.701360,6631.114,233
1184,2,4,1,4,4,4,1048576,0,0.711795,6773.158,236
1188,2,4,1,8,1,1,4194304,0,0.694830,5003.194,233
1189,2,4,1,8,1,2,2097152,0,0.697187,5248.446,233
1190,2,4,1,8,1,4,1048576,0,0.716549,5347.664,236
1191,2,4,1,8,2,1,4194304,0,0.703953,7094.220,233
1192,2,4,1,8,2,2,2097152,0,0.708161,8397.886,233
1193,2,4,1,8,2,4,1048576,0,0.716578,7129.066,236
1200,2,4,2,1,1,1,4194304,0,0.714145,4782.680,308
1201,2,4,2,1,1,2,2097152,0,0.712475,4825.506,308
1202,2,4,2,1,1,4,1048576,0,0.722331,4427.304,235
1203,2,4,2,1,2,1,4194304,0,0.693963,5745.068,384
1204,2,4,2,1,2,2,2097152,0,0.693295,5869.556,384
1205,2,4,2,1,2,4,1048576,0,0.702648,4885.356,235
1206,2,4,2,1,4,1,4194304,0,0.714102,7865.886,536
1207,2,4,2,1,4,2,2097152,0,0.708925,7862.694,536
1208,2,4,2,1,4,4,1048576,0,0.713267,5537.854,235
1209,2,4,2,1,8,1,4194304,0,0.709725,10911.320,840
1210,2,4,2,1,8,2,2097152,0,0.713399,11266.430,840
1211,2,4,2,1,8,4,1048576,0,0.706719,6484.814,235
1212,2,4,2,2,1,1,4194304,0,0.691426,5755.708,384
1213,2,4,2,2,1,2,2097152,0,0.691760,5911.052,384
1214,2,4,2,2,1,4,1048576,0,0.707463,4886.952,235
1215,2,4,2,2,2,1,4194304,0,0.713671,7739.802,536
1216,2,4,2,2,2,2,2097152,0,0.710998,7870.940,536
1217,2,4,2,2,2,4,1048576,0,0.706322,5622.442,235
1218,2,4,2,2,4,1,4194304,0,0.723287,10820.082,840
1219,2,4,2,2,4,2,2097152,0,0.713267,11055.492,840
1220,2,4,2,2,4,4,1048576,0,0.715104,6665.960,235
1221,2,4,2,2,8,1,4194304,0,0.756149,17891.957,1448
1223,2,4,2,2,8,4,1048576,0,0.728094,9194.024,235
1224,2,4,2,4,1,1,4194304,0,0.718655,7767.998,536
1225,2,4,2,4,1,2,2097152,0,0.709133,7642.446,536
1226,2,4,2,4,1,4,1048576,0,0.707629,5732.566,235
1227,2,4,2,4,2,1,4194304,0,0.708159,11436.138,840
1228,2,4,2,4,2,2,2097152,0,0.710831,10827.796,840
1229,2,4,2,4,2,4,1048576,0,0.705987,6909.616,235
1230,2,4,2,4,4,1,4194304,0,0.708924,16980.908,1448
1232,2,4,2,4,4,4,1048576,0,0.714268,7757.092,235
1236,2,4,2,8,1,1,4194304,0,0.706794,11334.526,840
1237,2,4,2,8,1,2,2097152,0,0.706961,11578.182,840
1238,2,4,2,8,1,4,1048576,0,0.716817,7124.810,235
1239,2,4,2,8,2,1,4194304,0,0.744736,17900.471,1448
1241,2,4,2,8,2,4,1048576,0,0.708994,9850.246,235
1248,2,4,4,1,1,1,4194304,0,0.691471,4575.732,237
1249,2,4,4,1,1,2,2097152,0,0.701581,4581.584,236
1250,2,4,4,1,1,4,1048576,0,0.695448,4652.606,240
1251,2,4,4,1,2,1,4194304,0,0.711882,5071.822,232
1252,2,4,4,1,2,2,2097152,0,0.695642,5033.518,231
1253,2,4,4,1,2,4,1048576,0,0.699785,5202.694,235
1254,2,4,4,1,4,1,4194304,0,0.689774,5932.332,232
1255,2,4,4,1,4,2,2097152,0,0.713137,5929.406,231
1256,2,4,4,1,4,4,1048576,0,0.694579,6567.806,235
1257,2,4,4,1,8,1,4194304,0,0.697196,7628.348,232
1258,2,4,4,1,8,2,2097152,0,0.705149,8167.264,231
1259,2,4,4,1,8,4,1048576,0,0.705977,7404.642,235
1260,2,4,4,2,1,1,4194304,0,0.694951,5068.630,237
1261,2,4,4,2,1,2,2097152,0,0.692299,5089.910,236
1262,2,4,4,2,1,4,1048576,0,0.709536,5142.578,240
1263,2,4,4,2,2,1,4194304,0,0.673934,6554.506,237
1264,2,4,4,2,2,2,2097152,0,0.693985,6392.246,236
1265,2,4,4,2,2,4,1048576,0,0.709396,6484.548,240
1266,2,4,4,2,4,1,4194304,0,0.720758,7911.106,237
1267,2,4,4,2,4,2,2097152,0,0.722581,7668.248,236
1268,2,4,4,2,4,4,1048576,0,0.723906,8770.020,240
1272,2,4,4,4,1,1,4194304,0,0.703237,6116.670,237
1273,2,4,4,4,1,2,2097152,0,0.711524,6027.560,236
1274,2,4,4,4,1,4,1048576,0,0.710861,6101.242,240
1275,2,4,4,4,2,1,4194304,0,0.696967,8550.038,237
1276,2,4,4,4,2,2,2097152,0,0.749331,8075.760,236
1277,2,4,4,4,2,4,1048576,0,0.712544,8264.886,240
1284,2,4,4,8,1,1,4194304,0,0.708541,8323.938,237
1285,2,4,4,8,1,2,2097152,0,0.730916,8749.804,236
1286,2,4,4,8,1,4,1048576,0,0.736883,8763.104,240
1296,2,4,8,1,1,1,4194304,0,0.736457,4544.610,239
1297,2,4,8,1,1,2,2097152,0,0.697550,4691.974,231
1298,2,4,8,1,1,4,1048576,0,0.701490,4788.532,234
1299,2,4,8,1,2,1,4194304,0,0.703155,4960.368,233
1300,2,4,8,1,2,2,2097152,0,0.701021,5133.268,231
1301,2,4,8,1,2,4,1048576,0,0.699708,5194.714,234
1302,2,4,8,1,4,1,4194304,0,0.698325,5841.892,233
1303,2,4,8,1,4,2,2097152,0,0.697669,6304.200,231
1304,2,4,8,1,4,4,1048576,0,0.691432,6396.236,234
1305,2,4,8,1,8,1,4194304,0,0.689429,7626.486,233
1306,2,4,8,1,8,2,2097152,0,0.692875,8072.568,231
1308,2,4,8,2,1,1,4194304,0,0.688191,5183.808,239
1309,2,4,8,2,1,2,2097152,0,0.695907,5317.074,231
1310,2,4,8,2,1,4,1048576,0,0.739576,5401.396,234
1311,2,4,8,2,2,1,4194304,0,0.733848,6229.986,239
1312,2,4,8,2,2,2,2097152,0,0.709063,6929.300,231
1313,2,4,8,2,2,4,1048576,0,0.700364,7197.162,234
1314,2,4,8,2,4,1,4194304,0,0.718019,8025.486,239
1320,2,4,8,4,1,1,4194304,0,0.692624,6162.954,239
1321,2,4,8,4,1,2,2097152,0,0.695743,6437.200,231
1322,2,4,8,4,1,4,1048576,0,0.723159,6600.524,234
1323,2,4,8,4,2,1,4194304,0,0.715300,8664.418,239
1332,2,4,8,8,1,1,4194304,0,0.691803,8005.004,239
1333,2,4,8,8,1,2,2097152,0,0.695250,9157.848,231
1344,2,8,1,1,1,1,4194304,0,0.551229,4103.050,236
1345,2,8,1,1,1,2,2097152,0,0.561070,4371.178,236
1346,2,8,1,1,1,4,1048576,0,0.571450,4285.260,239
1347,2,8,1,1,2,1,4194304,0,0.693517,4195.618,233
1348,2,8,1,1,2,2,2097152,0,0.708330,4340.854,233
1349,2,8,1,1,2,4,1048576,0,0.706142,4423.580,236
1350,2,8,1,1,4,1,4194304,0,0.694965,4558.442,233
1351,2,8,1,1,4,2,2097152,0,0.700856,4707.402,233
1352,2,8,1,1,4,4,1048576,0,0.719538,4749.164,236
1353,2,8,1,1,8,1,4194304,0,0.697624,5173.700,233
1354,2,8,1,1,8,2,2097152,0,0.698297,5894.826,233
1355,2,8,1,1,8,4,1048576,0,0.707890,5425.336,236
1356,2,8,1,2,1,1,4194304,0,0.706953,4221.420,233
1357,2,8,1,2,1,2,2097152,0,0.699713,4349.898,233
1358,2,8,1,2,1,4,1048576,0,0.704595,4456.032,236
1359,2,8,1,2,2,1,4194304,0,0.698567,4628.666,233
1360,2,8,1,2,2,2,2097152,0,0.710013,4813.004,233
1361,2,8,1,2,2,4,1048576,0,0.714053,4849.712,236
1362,2,8,1,2,4,1,4194304,0,0.689073,5462.044,233
1363,2,8,1,2,4,2,2097152,0,0.705231,6057.352,233
1364,2,8,1,2,4,4,1048576,0,0.709944,5638.934,236
1368,2,8,1,4,1,1,4194304,0,0.693315,4757.942,233
1369,2,8,1,4,1,2,2097152,0,0.699881,4939.354,233
1370,2,8,1,4,1,4,1048576,0,0.697356,5044.956,236
1371,2,8,1,4,2,1,4194304,0,0.705131,5559.134,233
1372,2,8,1,4,2,2,2097152,0,0.705300,6199.662,233
1373,2,8,1,4,2,4,1048576,0,0.707488,6259.246,236
1380,2,8,1,8,1,1,4194304,0,0.693988,5524.820,233
1381,2,8,1,8,1,2,2097152,0,0.695335,5483.058,233
1382,2,8,1,8,1,4,1048576,0,0.715539,5730.704,236
1392,2,8,2,1,1,1,4194304,0,0.700447,5533.598,384
1393,2,8,2,1,1,2,2097152,0,0.703621,5610.472,384
1394,2,8,2,1,1,4,1048576,0,0.710971,4690.910,235
1395,2,8,2,1,2,1,4194304,0,0.709329,7506.254,536
1396,2,8,2,1,2,2,2097152,0,0.704485,7308.882,536
1397,2,8,2,1,2,4,1048576,0,0.705320,5224.772,235
1398,2,8,2,1,4,1,4194304,0,0.714102,10774.064,840
1399,2,8,2,1,4,2,2097152,0,0.728130,10975.692,840
1400,2,8,2,1,4,4,1048576,0,0.705752,6134.492,235
1401,2,8,2,1,8,1,4194304,0,0.721081,16886.744,1448
1402,2,8,2,1,8,2,2097152,0,0.729097,17210.199,1448
1403,2,8,2,1,8,4,1048576,0,0.724755,7881.846,235
1404,2,8,2,2,1,1,4194304,0,0.693764,7553.070,536
1405,2,8,2,2,1,2,2097152,0,0.712975,7367.136,536
1406,2,8,2,2,1,4,1048576,0,0.712808,5304.572,235
1407,2,8,2,2,2,1,4194304,0,0.712334,10498.488,840
1408,2,8,2,2,2,2,2097152,0,0.709662,10821.412,840
1409,2,8,2,2,2,4,1048576,0,0.712835,6488.804,235
1410,2,8,2,2,4,1,4194304,0,0.711597,17117.365,1448
1411,2,8,2,2,4,2,2097152,0,0.703914,17170.301,1448
1412,2,8,2,2,4,4,1048576,0,0.737315,8554.028,235
1416,2,8,2,4,1,1,4194304,0,0.699945,10659.950,840
1417,2,8,2,4,1,2,2097152,0,0.703119,10992.450,840
1418,2,8,2,4,1,4,1048576,0,0.726339,6425.496,235
1419,2,8,2,4,2,1,4194304,0,0.716510,16486.414,1448
1420,2,8,2,4,2,2,2097152,0,0.731875,17160.725,1448
1421,2,8,2,4,2,4,1048576,0,0.722355,8703.520,235
1428,2,8,2,8,1,1,4194304,0,0.749225,17516.100,1448
1429,2,8,2,8,1,2,2097152,0,0.726506,17053.793,1448
1430,2,8,2,8,1,4,1048576,0,0.709300,8723.204,235
1440,2,8,4,1,1,1,4194304,0,0.685670,4797.310,236
1441,2,8,4,1,1,2,2097152,0,0.689647,4695.166,236
1442,2,8,4,1,1,4,1048576,0,0.694785,4877.908,239
1443,2,8,4,1,2,1,4194304,0,0.697134,5223.176,231
1444,2,8,4,1,2,2,2097152,0,0.700614,5177.424,231
1445,2,8,4,1,2,4,1048576,0,0.692991,5416.292,234
1446,2,8,4,1,4,1,4194304,0,0.697396,6019.314,231
1447,2,8,4,1,4,2,2097152,0,0.705349,6461.672,231
1448,2,8,4,1,4,4,1048576,0,0.695905,6309.254,234
1449,2,8,4,1,8,1,4194304,0,0.715421,8053.416,231
1450,2,8,4,1,8,2,2097152,0,0.697527,7556.794,231
1452,2,8,4,2,1,1,4194304,0,0.681028,5429.060,236
1453,2,8,4,2,1,2,2097152,0,0.694122,5391.820,236
1454,2,8,4,2,1,4,1048576,0,0.690144,6190.884,239
1455,2,8,4,2,2,1,4194304,0,0.712875,6867.322,236
1456,2,8,4,2,2,2,2097152,0,0.691168,6396.502,236
1457,2,8,4,2,2,4,1048576,0,0.712378,6466.726,239
1458,2,8,4,2,4,1,4194304,0,0.710485,8821.358,236
1459,2,8,4,2,4,2,2097152,0,0.722912,9040.808,236
1464,2,8,4,4,1,1,4194304,0,0.709536,7125.342,236
1465,2,8,4,4,1,2,2097152,0,0.718486,6809.068,236
1466,2,8,4,4,1,4,1048576,0,0.703403,6880.622,239
1467,2,8,4,4,2,1,4194304,0,0.704093,9062.886,236
1468,2,8,4,4,2,2,2097152,0,0.753805,9280.740,236
1476,2,8,4,8,1,1,4194304,0,0.712022,8135.610,236
1477,2,8,4,8,1,2,2097152,0,0.713845,9192.694,236
1488,2,8,8,1,1,1,4194304,0,0.686386,4766.720,231
1489,2,8,8,1,1,2,2097152,0,0.687535,4943.344,231
1490,2,8,8,1,1,4,1048576,0,0.703131,5174.232,234
1491,2,8,8,1,2,1,4194304,0,0.702170,5411.504,231
1492,2,8,8,1,2,2,2097152,0,0.689860,5955.740,231
1494,2,8,8,1,4,1,4194304,0,0.694058,6939.940,231
1500,2,8,8,2,1,1,4194304,0,0.700340,5553.548,231
1501,2,8,8,2,1,2,2097152,0,0.693773,6022.240,231
1502,2,8,8,2,1,4,1048576,0,0.706742,6641.754,234
1503,2,8,8,2,2,1,4194304,0,0.698559,7524.076,231
1512,2,8,8,4,1,1,4194304,0,0.711831,7803.110,231
1513,2,8,8,4,1,2,2097152,0,0.701325,7694.848,231
1536,4,1,1,1,1,1,4194304,0,0.418103,3823.484,192
1537,4,1,1,1,1,2,2097152,0,0.419731,3863.384,192
1538,4,1,1,1,1,4,1048576,0,0.423192,3948.238,192
1539,4,1,1,1,2,1,4194304,0,0.708004,4161.038,231
1540,4,1,1,1,2,2,2097152,0,0.706484,4194.288,231
1541,4,1,1,1,2,4,1048576,0,0.708848,4307.870,234
1542,4,1,1,1,4,1,4194304,0,0.695779,4285.260,231
1543,4,1,1,1,4,2,2097152,0,0.697130,4362.400,231
1544,4,1,1,1,4,4,1048576,0,0.714013,4512.158,234
1545,4,1,1,1,8,1,4194304,0,0.695576,4531.310,231
1546,4,1,1,1,8,2,2097152,0,0.695239,4658.192,231
1547,4,1,1,1,8,4,1048576,0,0.709251,4793.586,234
1548,4,1,1,2,1,1,4194304,0,0.696488,4177.796,231
1549,4,1,1,2,1,2,2097152,0,0.701047,4227.538,231
1550,4,1,1,2,1,4,1048576,0,0.711012,4336.066,234
1551,4,1,1,2,2,1,4194304,0,0.697028,4296.166,231
1552,4,1,1,2,2,2,2097152,0,0.713744,4396.714,231
1553,4,1,1,2,2,4,1048576,0,0.698716,4481.568,234
1554,4,1,1,2,4,1,4194304,0,0.692233,4729.480,231
1555,4,1,1,2,4,2,2097152,0,0.697973,4644.094,231
1556,4,1,1,2,4,4,1048576,0,0.720766,4786.936,234
1557,4,1,1,2,8,1,4194304,0,0.692199,5499.550,231
1558,4,1,1,2,8,2,2097152,0,0.695576,5249.510,231
1559,4,1,1,2,8,4,1048576,0,0.702835,6304.466,234
1560,4,1,1,4,1,1,4194304,0,0.696487,4404.960,231
1561,4,1,1,4,1,2,2097152,0,0.705607,4493.538,231
1562,4,1,1,4,1,4,1048576,0,0.710336,4570.412,234
1563,4,1,1,4,2,1,4194304,0,0.697365,5001.332,231
1564,4,1,1,4,2,2,2097152,0,0.715264,4901.050,231
1565,4,1,1,4,2,4,1048576,0,0.699729,4991.490,234
1566,4,1,1,4,4,1,4194304,0,0.695103,4891.740,231
1567,4,1,1,4,4,2,2097152,0,0.697973,4963.294,231
1568,4,1,1,4,4,4,1048576,0,0.712493,5142.046,234
1569,4,1,1,4,8,1,4194304,0,0.715328,6557.166,231
1570,4,1,1,4,8,2,2097152,0,0.697095,7173.488,231
1571,4,1,1,4,8,4,1048576,0,0.697770,7258.342,234
1572,4,1,1,8,1,1,4194304,0,0.685003,4879.770,231
1573,4,1,1,8,1,2,2097152,0,0.696994,5031.390,231
1574,4,1,1,8,1,4,1048576,0,0.703918,5063.842,234
1575,4,1,1,8,2,1,4194304,0,0.699729,5647.446,231
1576,4,1,1,8,2,2,2097152,0,0.701586,5724.852,231
1577,4,1,1,8,2,4,1048576,0,0.716108,5999.364,234
1578,4,1,1,8,4,1,4194304,0,0.690713,5809.706,231
1579,4,1,1,8,4,2,2097152,0,0.706415,5981.808,231
1580,4,1,1,8,4,4,1048576,0,0.715363,5993.778,234
1584,4,1,2,1,1,1,4194304,0,0.556457,4306.274,252
1585,4,1,2,1,1,2,2097152,0,0.559137,4464.544,252
1586,4,1,2,1,1,4,1048576,0,0.557395,4353.356,236
1587,4,1,2,1,2,1,4194304,0,0.700497,4537.960,271
1588,4,1,2,1,2,2,2097152,0,0.703848,4583.180,271
1589,4,1,2,1,2,4,1048576,0,0.713398,4442.732,236
1590,4,1,2,1,4,1,4194304,0,0.705120,5147.100,309
1591,4,1,2,1,4,2,2097152,0,0.695571,5212.536,309
1592,4,1,2,1,4,4,1048576,0,0.711318,4741.450,236
1593,4,1,2,1,8,1,4194304,0,0.711116,6594.672,385
1594,4,1,2,1,8,2,2097152,0,0.707598,7066.290,385
1595,4,1,2,1,8,4,1048576,0,0.711786,5668.194,236
1596,4,1,2,2,1,1,4194304,0,0.700634,4584.510,271
1597,4,1,2,2,1,2,2097152,0,0.717224,4605.258,271
1598,4,1,2,2,1,4,1048576,0,0.706331,4431.028,236
1599,4,1,2,2,2,1,4194304,0,0.700497,5151.622,309
1600,4,1,2,2,2,2,2097152,0,0.702340,5219.718,309
1601,4,1,2,2,2,4,1048576,0,0.711052,4855.564,236
1602,4,1,2,2,4,1,4194304,0,0.702941,6523.650,385
1603,4,1,2,2,4,2,2097152,0,0.711150,6669.152,385
1604,4,1,2,2,4,4,1048576,0,0.703444,5455.394,236
1605,4,1,2,2,8,1,4194304,0,0.743111,9072.994,537
1606,4,1,2,2,8,2,2097152,0,0.760868,9613.772,537
1607,4,1,2,2,8,4,1048576,0,0.709440,6688.570,236
1608,4,1,2,4,1,1,4194304,0,0.696612,5078.738,309
1609,4,1,2,4,1,2,2097152,0,0.702477,5131.406,309
1610,4,1,2,4,1,4,1048576,0,0.727278,4754.750,236
1611,4,1,2,4,2,1,4194304,0,0.712895,6546.792,385
1612,4,1,2,4,2,2,2097152,0,0.721104,6933.556,385
1613,4,1,2,4,2,4,1048576,0,0.707701,5456.192,236
1614,4,1,2,4,4,1,4194304,0,0.719191,9049.320,537
1615,4,1,2,4,4,2,2097152,0,0.706124,9362.402,537
1616,4,1,2,4,4,4,1048576,0,0.714835,6671.014,236
1617,4,1,2,4,8,1,4194304,0,0.731385,13301.330,841
1619,4,1,2,4,8,4,1048576,0,0.720161,9027.508,236
1620,4,1,2,8,1,1,4194304,0,0.701471,5987.926,385
1621,4,1,2,8,1,2,2097152,0,0.720407,6042.190,385
1622,4,1,2,8,1,4,1048576,0,0.712364,5092.038,236
1623,4,1,2,8,2,1,4194304,0,0.715408,8530.088,537
1624,4,1,2,8,2,2,2097152,0,0.690444,9276.750,537
1625,4,1,2,8,2,4,1048576,0,0.709544,6708.786,236
1626,4,1,2,8,4,1,4194304,0,0.728572,13582.492,841
1627,4,1,2,8,4,2,2097152,0,0.728908,13929.356,841
1628,4,1,2,8,4,4,1048576,0,0.726227,10045.490,236
1632,4,1,4,1,1,1,4194304,0,0.548228,4431.560,238
1633,4,1,4,1,1,2,2097152,0,0.549953,4361.070,238
1634,4,1,4,1,1,4,1048576,0,0.568002,4437.146,241
1635,4,1,4,1,2,1,4194304,0,0.698674,4564.560,233
1636,4,1,4,1,2,2,2097152,0,0.693023,4533.970,233
1637,4,1,4,1,2,4,1048576,0,0.703994,4652.606,236
1638,4,1,4,1,4,1,4194304,0,0.704423,4818.058,233
1639,4,1,4,1,4,2,2097152,0,0.705254,4791.724,233
1640,4,1,4,1,4,4,1048576,0,0.702096,4927.650,236
1641,4,1,4,1,8,1,4194304,0,0.698405,5266.534,233
1642,4,1,4,1,8,2,2097152,0,0.718516,5238.604,233
1643,4,1,4,1,8,4,1048576,0,0.693751,5433.316,236
1644,4,1,4,2,1,1,4194304,0,0.685843,4574.934,238
1645,4,1,4,2,1,2,2097152,0,0.697482,4590.894,238
1646,4,1,4,2,1,4,1048576,0,0.700973,4724.692,241
1647,4,1,4,2,2,1,4194304,0,0.687536,4910.626,238
1648,4,1,4,2,2,2,2097152,0,0.686373,4804.492,238
1649,4,1,4,2,2,4,1048576,0,0.693521,4978.988,241
1650,4,1,4,2,4,1,4194304,0,0.695779,5515.510,238
1651,4,1,4,2,4,2,2097152,0,0.704589,5629.358,238
1652,4,1,4,2,4,4,1048576,0,0.712900,5923.022,241
1653,4,1,4,2,8,1,4194304,0,0.692587,7203.280,238
1654,4,1,4,2,8,2,2097152,0,0.697740,6877.696,238
1655,4,1,4,2,8,4,1048576,0,0.702061,6945.526,241
1656,4,1,4,4,1,1,4194304,0,0.691828,5134.598,238
1657,4,1,4,4,1,2,2097152,0,0.692660,5245.254,238
1658,4,1,4,4,1,4,1048576,0,0.694821,5209.078,241
1659,4,1,4,4,2,1,4194304,0,0.703661,6282.654,238
1660,4,1,4,4,2,2,2097152,0,0.702165,5528.810,238
1661,4,1,4,4,2,4,1048576,0,0.701167,5985.532,241
1662,4,1,4,4,4,1,4194304,0,0.721210,7524.874,238
1663,4,1,4,4,4,2,2097152,0,0.711403,7713.468,238
1664,4,1,4,4,4,4,1048576,0,0.705253,8319.416,241
1668,4,1,4,8,1,1,4194304,0,0.699809,6200.992,238
1669,4,1,4,8,1,2,2097152,0,0.704298,6146.462,238
1670,4,1,4,8,1,4,1048576,0,0.708122,6493.326,241
1671,4,1,4,8,2,1,4194304,0,0.723442,8492.582,238
1672,4,1,4,8,2,2,2097152,0,0.708814,7925.470,238
1673,4,1,4,8,2,4,1048576,0,0.729260,7778.372,241
1680,4,1,8,1,1,1,4194304,0,0.544528,4362.666,233
1681,4,1,8,1,1,2,2097152,0,0.546879,4396.182,233
1682,4,1,8,1,1,4,1048576,0,0.553279,4372.774,236
1683,4,1,8,1,2,1,4194304,0,0.697903,4590.096,233
1684,4,1,8,1,2,2,2097152,0,0.696754,4590.894,233
1685,4,1,8,1,2,4,1048576,0,0.699216,4716.712,236
1686,4,1,8,1,4,1,4194304,0,0.698161,4947.068,233
1687,4,1,8,1,4,2,2097152,0,0.694222,5069.694,233
1688,4,1,8,1,4,4,1048576,0,0.705711,5206.950,236
1689,4,1,8,1,8,1,4194304,0,0.696649,6328.672,233
1690,4,1,8,1,8,2,2097152,0,0.697142,6141.142,233
1691,4,1,8,1,8,4,1048576,0,0.704855,6585.362,236
1692,4,1,8,2,1,1,4194304,0,0.699519,4627.602,233
1693,4,1,8,2,1,2,2097152,0,0.697385,4675.482,233
1694,4,1,8,2,1,4,1048576,0,0.708877,4790.394,236
1695,4,1,8,2,2,1,4194304,0,0.701021,4949.994,233
1696,4,1,8,2,2,2,2097152,0,0.707914,5066.768,233
1697,4,1,8,2,2,4,1048576,0,0.702170,5547.430,236
1698,4,1,8,2,4,1,4194304,0,0.701607,6367.508,233
1699,4,1,8,2,4,2,2097152,0,0.691104,6070.918,233
1700,4,1,8,2,4,4,1048576,0,0.720645,6967.338,236
1704,4,1,8,4,1,1,4194304,0,0.698205,5231.688,233
1705,4,1,8,4,1,2,2097152,0,0.702638,5535.194,233
1706,4,1,8,4,1,4,1048576,0,0.703787,5482.526,236
1707,4,1,8,4,2,1,4194304,0,0.690188,6391.448,233
1708,4,1,8,4,2,2,2097152,0,0.693634,6567.274,233
1709,4,1,8,4,2,4,1048576,0,0.713495,7029.316,236
1716,4,1,8,8,1,1,4194304,0,0.725950,6258.714,233
1717,4,1,8,8,1,2,2097152,0,0.702966,7205.408,233
1718,4,1,8,8,1,4,1048576,0,0.702966,7118.160,236
1728,4,2,1,1,1,1,4194304,0,0.554192,4270.364,233
1729,4,2,1,1,1,2,2097152,0,0.562161,4328.884,233
1730,4,2,1,1,1,4,1048576,0,0.557434,4212.110,236
1731,4,2,1,1,2,1,4194304,0,0.705050,4207.056,231
1732,4,2,1,1,2,2,2097152,0,0.708591,4266.108,231
1733,4,2,1,1,2,4,1048576,0,0.708759,4375.168,234
1734,4,2,1,1,4,1,4194304,0,0.684415,4445.126,231
1735,4,2,1,1,4,2,2097152,0,0.702284,4549.930,231
1736,4,2,1,1,4,4,1048576,0,0.697564,4713.786,234
1737,4,2,1,1,8,1,4194304,0,0.695170,5030.060,231
1738,4,2,1,1,8,2,2097152,0,0.702250,5150.292,231
1739,4,2,1,1,8,4,1048576,0,0.723995,5389.958,234
1740,4,2,1,2,1,1,4194304,0,0.706198,4140.024,231
1741,4,2,1,2,1,2,2097152,0,0.701140,4284.462,231
1742,4,2,1,2,1,4,1048576,0,0.703500,4389.798,234
1743,4,2,1,2,2,1,4194304,0,0.695608,4531.310,231
1744,4,2,1,2,2,2,2097152,0,0.703701,4601.800,231
1745,4,2,1,2,2,4,1048576,0,0.711119,4733.736,234
1746,4,2,1,2,4,1,4194304,0,0.688629,5113.052,231
1747,4,2,1,2,4,2,2097152,0,0.699250,5263.608,231
1748,4,2,1,2,4,4,1048576,0,0.707173,5388.096,234
1749,4,2,1,2,8,1,4194304,0,0.697193,6274.674,231
1750,4,2,1,2,8,2,2097152,0,0.711015,6383.734,231
1751,4,2,1,2,8,4,1048576,0,0.709498,6855.086,234
1752,4,2,1,4,1,1,4194304,0,0.697092,4529.714,231
1753,4,2,1,4,1,2,2097152,0,0.694732,4669.896,231
1754,4,2,1,4,1,4,1048576,0,0.699116,4755.548,234
1755,4,2,1,4,2,1,4194304,0,0.694765,5209.078,231
1756,4,2,1,4,2,2,2097152,0,0.697969,5285.154,231
1757,4,2,1,4,2,4,1048576,0,0.718199,5594.778,234
1758,4,2,1,4,4,1,4194304,0,0.695709,6301.806,231
1759,4,2,1,4,4,2,2097152,0,0.704981,6519.394,231
1760,4,2,1,4,4,4,1048576,0,0.716781,6613.558,234
1761,4,2,1,4,8,1,4194304,0,0.696013,8790.768,231
1763,4,2,1,4,8,4,1048576,0,0.711689,8655.108,234
1764,4,2,1,8,1,1,4194304,0,0.695237,5139.386,231
1765,4,2,1,8,1,2,2097152,0,0.699959,5521.894,231
1766,4,2,1,8,1,4,1048576,0,0.718339,5668.194,234
1767,4,2,1,8,2,1,4194304,0,0.692911,6273.876,231
1768,4,2,1,8,2,2,2097152,0,0.709264,6571.796,231
1769,4,2,1,8,2,4,1048576,0,0.718199,6827.688,234
1770,4,2,1,8,4,1,4194304,0,0.699923,9033.892,231
1771,4,2,1,8,4,2,2097152,0,0.710038,9266.110,231
