n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,obj1,obj2
1423,8,2,3,4,8,0.7026,5321
1424,8,2,3,4,16,0.7000,6328
1430,8,2,3,5,8,0.8031,6409
1431,8,2,3,5,16,0.7975,6995
1432,8,2,3,5,32,0.7913,9428
1435,8,2,4,1,2,0.5965,2003
1436,8,2,4,1,4,0.5620,2269
1437,8,2,4,1,8,0.5509,2394
1438,8,2,4,1,16,0.5513,2565
1439,8,2,4,1,32,0.5319,3077
1440,8,2,4,1,64,0.5452,3921
1441,8,2,4,1,128,0.5733,5831
1442,8,2,4,2,2,0.5703,2961
1443,8,2,4,2,4,0.6051,3450
1445,8,2,4,2,16,0.6036,4230
1450,8,2,4,3,4,0.6262,4522
1451,8,2,4,3,8,0.6661,5062
1452,8,2,4,3,16,0.6574,5643
1453,8,2,4,3,32,0.6586,7467
1454,8,2,4,3,64,0.6586,7467
1456,8,2,4,4,2,0.6895,5128
1457,8,2,4,4,4,0.6955,5801
1458,8,2,4,4,8,0.7137,6151
1459,8,2,4,4,16,0.6615,7098
1460,8,2,4,4,32,0.6454,9788
1464,8,2,4,5,4,0.7592,6598
1473,8,2,5,1,16,0.5638,2946
1474,8,2,5,1,32,0.5807,3582
1475,8,2,5,1,64,0.5639,4601
1476,8,2,5,1,128,0.6064,6942
1477,8,2,5,2,2,1.0103,4021
1478,8,2,5,2,4,0.5890,3870
1479,8,2,5,2,8,0.5833,4067
1480,8,2,5,2,16,0.6243,4656
1481,8,2,5,2,32,0.5906,6292
1482,8,2,5,2,64,0.6719,8389
1485,8,2,5,3,4,0.6481,5240
1486,8,2,5,3,8,0.6750,5690
1487,8,2,5,3,16,0.6713,6525
1488,8,2,5,3,32,0.6689,8953
1499,8,2,5,5,4,0.7727,7756
1500,8,2,5,5,8,0.7702,8608
1501,8,2,5,5,16,0.7702,8608
1505,8,3,1,1,2,0.6233,1915
1506,8,3,1,1,4,0.6369,1922
1508,8,3,1,1,16,0.6284,2002
1509,8,3,1,1,32,0.6390,2188
1510,8,3,1,1,64,0.6467,2408
1512,8,3,1,2,2,0.7153,2567
1514,8,3,1,2,8,0.6487,2693
1515,8,3,1,2,16,0.6531,2893
1516,8,3,1,2,32,0.6845,3239
1518,8,3,1,2,128,0.7059,4416
1519,8,3,1,3,2,0.8246,3414
1520,8,3,1,3,4,0.8645,3258
1521,8,3,1,3,8,0.8291,3384
1522,8,3,1,3,16,0.8671,3498
1523,8,3,1,3,32,0.8434,4245
1524,8,3,1,3,64,0.8216,5085
1525,8,3,1,3,128,0.8700,6059
1526,8,3,1,4,2,0.8394,3790
1527,8,3,1,4,4,0.8433,3876
1528,8,3,1,4,8,0.8600,3992
1529,8,3,1,4,16,0.8643,4326
1530,8,3,1,4,32,0.8015,5227
1531,8,3,1,4,64,0.8567,5703
1532,8,3,1,4,128,0.8567,5703
1533,8,3,1,5,2,0.8909,4463
1534,8,3,1,5,4,0.8391,5111
1537,8,3,1,5,32,0.8589,6294
1540,8,3,2,1,2,0.5947,2026
1541,8,3,2,1,4,0.5892,2105
1542,8,3,2,1,8,0.5783,2189
1543,8,3,2,1,16,0.5728,2325
1544,8,3,2,1,32,0.5864,2602
1545,8,3,2,1,64,0.5676,2971
1546,8,3,2,1,128,0.5833,3851
1547,8,3,2,2,2,0.6872,2997
1548,8,3,2,2,4,0.6817,3117
1549,8,3,2,2,8,0.6602,3255
1550,8,3,2,2,16,0.6657,3523
1551,8,3,2,2,32,0.6456,4027
1552,8,3,2,2,64,0.6710,4937
1553,8,3,2,2,128,0.6386,6712
1554,8,3,2,3,2,0.7640,3574
1555,8,3,2,3,4,0.7906,3877
1558,8,3,2,3,32,0.7954,5319
1559,8,3,2,3,64,0.7587,6623
1562,8,3,2,4,4,0.7852,4872
1563,8,3,2,4,8,0.7536,5015
1564,8,3,2,4,16,0.7694,5703
1565,8,3,2,4,32,0.7787,6640
1566,8,3,2,4,64,0.7787,6640
1567,8,3,2,4,128,0.7787,6640
1568,8,3,2,5,2,0.7860,5042
1569,8,3,2,5,4,0.7861,5768
1570,8,3,2,5,8,0.7834,5931
1571,8,3,2,5,16,0.7812,7191
1572,8,3,2,5,32,0.8084,7976
1575,8,3,3,1,2,0.9475,2418
1576,8,3,3,1,4,0.6172,2339
1579,8,3,3,1,32,0.5946,3017
1580,8,3,3,1,64,0.6180,3574
1582,8,3,3,2,2,0.9289,3569
1584,8,3,3,2,8,0.6880,3733
1585,8,3,3,2,16,0.6197,3983
1586,8,3,3,2,32,0.6517,4991
1587,8,3,3,2,64,0.6727,6152
1588,8,3,3,2,128,0.6727,6152
1589,8,3,3,3,2,1.1407,4579
1590,8,3,3,3,4,0.7504,4556
1591,8,3,3,3,8,0.8225,4786
1592,8,3,3,3,16,0.8044,5179
1593,8,3,3,3,32,0.7867,6635
1594,8,3,3,3,64,0.7842,8757
1599,8,3,3,4,16,0.7895,6391
1600,8,3,3,4,32,0.8063,8935
1604,8,3,3,5,4,0.8227,7490
1606,8,3,3,5,16,0.8199,8067
1607,8,3,3,5,32,0.8199,8067
1610,8,3,4,1,2,0.5624,2326
1611,8,3,4,1,4,0.5608,2568
1612,8,3,4,1,8,0.5400,2652
1613,8,3,4,1,16,0.5376,2767
1614,8,3,4,1,32,0.5358,3428
1615,8,3,4,1,64,0.5552,4203
1616,8,3,4,1,128,0.5463,6142
1617,8,3,4,2,2,0.5921,3272
1618,8,3,4,2,4,0.5973,3840
1624,8,3,4,3,2,0.7396,4312
1626,8,3,4,3,8,0.7489,5349
1628,8,3,4,3,32,0.7524,7824
1629,8,3,4,3,64,0.7524,7824
1631,8,3,4,4,2,0.7326,5434
1632,8,3,4,4,4,0.7296,6720
1633,8,3,4,4,8,0.7538,6756
1634,8,3,4,4,16,0.7832,7372
1635,8,3,4,4,32,0.7832,7372
1640,8,3,4,5,8,0.7608,8045
1642,8,3,4,5,32,0.7608,8045
1646,8,3,5,1,4,0.5699,2736
1647,8,3,5,1,8,0.5864,2819
1649,8,3,5,1,32,0.5911,3855
1650,8,3,5,1,64,0.5925,4968
1651,8,3,5,1,128,0.5811,7086
1652,8,3,5,2,2,0.9536,4502
1653,8,3,5,2,4,0.6495,4316
1654,8,3,5,2,8,0.6310,4574
1655,8,3,5,2,16,0.5920,5266
1656,8,3,5,2,32,0.6125,6632
1657,8,3,5,2,64,0.6511,8821
1663,8,3,5,3,32,0.6511,8821
1667,8,3,5,4,4,0.7858,7073
1668,8,3,5,4,8,0.7653,7712
1670,8,3,5,4,32,0.7653,7712
1674,8,3,5,5,4,0.7586,8728
1675,8,3,5,5,8,0.7709,9688
1680,8,4,1,1,2,0.6442,2054
1681,8,4,1,1,4,0.6824,2016
1682,8,4,1,1,8,0.6707,2036
1687,8,4,1,2,2,0.7154,3166
1690,8,4,1,2,16,0.7277,3320
1691,8,4,1,2,32,0.7750,3625
1692,8,4,1,2,64,0.7160,4068
1693,8,4,1,2,128,0.7217,4780
1694,8,4,1,3,2,0.8628,3735
1695,8,4,1,3,4,0.8358,3868
1696,8,4,1,3,8,0.8858,3615
1697,8,4,1,3,16,0.8506,3926
1698,8,4,1,3,32,0.8472,4452
1699,8,4,1,3,64,0.8501,4993
1700,8,4,1,3,128,0.8511,6257
1701,8,4,1,4,2,0.8396,4233
1702,8,4,1,4,4,0.9204,4647
1703,8,4,1,4,8,0.8454,5132
1704,8,4,1,4,16,0.8701,4860
1710,8,4,1,5,8,0.8651,5708
1711,8,4,1,5,16,0.8995,6055
1712,8,4,1,5,32,0.9064,6953
1715,8,4,2,1,2,0.6188,2136
1716,8,4,2,1,4,0.6085,2273
1717,8,4,2,1,8,0.6002,2207
1718,8,4,2,1,16,0.5761,2408
1719,8,4,2,1,32,0.6466,2831
1720,8,4,2,1,64,0.5898,3118
1721,8,4,2,1,128,0.5918,3977
1722,8,4,2,2,2,0.7270,3407
1723,8,4,2,2,4,0.6755,3734
1724,8,4,2,2,8,0.6444,3616
1725,8,4,2,2,16,0.7507,3866
1726,8,4,2,2,32,0.6868,4351
1727,8,4,2,2,64,0.6555,5322
1731,8,4,2,3,8,0.8101,4410
1732,8,4,2,3,16,0.7880,4730
1733,8,4,2,3,32,0.8006,5823
1735,8,4,2,3,128,0.8006,5823
1736,8,4,2,4,2,0.8109,4856
1737,8,4,2,4,4,0.7998,5562
1738,8,4,2,4,8,0.8215,5580
1739,8,4,2,4,16,0.7859,5863
1740,8,4,2,4,32,0.8067,7608
1741,8,4,2,4,64,0.8067,7608
1743,8,4,2,5,2,0.7696,6153
1744,8,4,2,5,4,0.8336,7068
1745,8,4,2,5,8,0.7746,7245
1746,8,4,2,5,16,0.8040,7394
1750,8,4,3,1,2,0.9794,2520
1752,8,4,3,1,8,0.6483,2534
1754,8,4,3,1,32,0.5893,3164
1756,8,4,3,1,128,0.6587,5049
1757,8,4,3,2,2,1.1284,3906
1758,8,4,3,2,4,0.7047,3909
1760,8,4,3,2,16,0.7338,4322
1761,8,4,3,2,32,0.7037,5453
1762,8,4,3,2,64,0.7171,6594
1763,8,4,3,2,128,0.7171,6594
1764,8,4,3,3,2,1.2061,4969
1765,8,4,3,3,4,0.7898,4860
1766,8,4,3,3,8,0.8059,5328
1767,8,4,3,3,16,0.8102,5759
1768,8,4,3,3,32,0.8350,7023
1774,8,4,3,4,16,0.8019,7181
1779,8,4,3,5,4,0.8193,7650
1785,8,4,4,1,2,0.5788,2376
1786,8,4,4,1,4,0.6386,2510
1787,8,4,4,1,8,0.6087,2855
1788,8,4,4,1,16,0.5720,3023
1789,8,4,4,1,32,0.6100,3573
1790,8,4,4,1,64,0.6072,4376
1791,8,4,4,1,128,0.5892,6239
1792,8,4,4,2,2,0.6690,3612
1793,8,4,4,2,4,0.6925,4192
1797,8,4,4,2,64,0.6855,7969
1799,8,4,4,3,2,0.7300,4746
1800,8,4,4,3,4,0.7552,5236
1803,8,4,4,3,32,0.7815,8212
1804,8,4,4,3,64,0.7815,8212
1806,8,4,4,4,2,0.7703,6334
1807,8,4,4,4,4,0.7355,6662
1808,8,4,4,4,8,0.7650,6978
1809,8,4,4,4,16,0.7684,8061
1810,8,4,4,4,32,0.7684,8061
1813,8,4,4,5,2,0.7636,7289
1814,8,4,4,5,4,0.7630,8884
1815,8,4,4,5,8,0.7927,9411
1820,8,4,5,1,2,0.9277,2891
1821,8,4,5,1,4,0.6122,2963
1823,8,4,5,1,16,0.5922,3080
1824,8,4,5,1,32,0.5898,4177
1826,8,4,5,1,128,0.5898,4177
1827,8,4,5,2,2,1.0500,4932
1828,8,4,5,2,4,0.6381,4717
1829,8,4,5,2,8,0.6647,4938
1830,8,4,5,2,16,0.6526,5563
1831,8,4,5,2,32,0.6886,7065
1835,8,4,5,3,4,0.7526,6291
1838,8,4,5,3,32,0.7693,9970
1842,8,4,5,4,4,0.7768,7939
1849,8,4,5,5,4,0.8115,9587
1855,8,5,1,1,2,0.8098,2388
1856,8,5,1,1,4,0.7677,2290
1857,8,5,1,1,8,0.7017,2408
1858,8,5,1,1,16,0.7281,2518
1861,8,5,1,1,128,0.7100,3104
1862,8,5,1,2,2,0.8913,3153
1863,8,5,1,2,4,0.8818,3221
1864,8,5,1,2,8,0.9210,3296
1865,8,5,1,2,16,0.9129,3425
1866,8,5,1,2,32,0.8882,3642
1867,8,5,1,2,64,0.9258,4091
1868,8,5,1,2,128,0.9012,4893
1869,8,5,1,3,2,0.9197,4239
1870,8,5,1,3,4,0.9404,4316
1871,8,5,1,3,8,0.9329,4520
1872,8,5,1,3,16,0.9144,4717
1873,8,5,1,3,32,0.9617,5043
1874,8,5,1,3,64,0.9377,5880
1875,8,5,1,3,128,0.9113,7059
1876,8,5,1,4,2,0.9299,5082
1877,8,5,1,4,4,0.9773,5803
1878,8,5,1,4,8,0.9474,5300
1879,8,5,1,4,16,0.9070,5914
1881,8,5,1,4,64,0.9311,7272
1884,8,5,1,5,4,0.9459,6337
1885,8,5,1,5,8,0.9262,6627
1887,8,5,1,5,32,0.9334,7696
1888,8,5,1,5,64,0.9572,9631
1892,8,5,2,1,8,0.6551,2617
1893,8,5,2,1,16,0.6459,2789
1894,8,5,2,1,32,0.6275,3001
1895,8,5,2,1,64,0.6186,3397
1896,8,5,2,1,128,0.6467,4233
1897,8,5,2,2,2,0.8317,3647
1898,8,5,2,2,4,0.8117,3599
1899,8,5,2,2,8,0.8353,3714
1900,8,5,2,2,16,0.8343,4016
1901,8,5,2,2,32,0.7977,4536
1902,8,5,2,2,64,0.8243,5544
1903,8,5,2,2,128,0.8444,7036
1906,8,5,2,3,8,0.8667,5059
1907,8,5,2,3,16,0.8546,5420
1908,8,5,2,3,32,0.8539,6631
1911,8,5,2,4,2,0.8540,5743
1912,8,5,2,4,4,0.8590,6379
1913,8,5,2,4,8,0.8688,6460
1914,8,5,2,4,16,0.8652,7002
1915,8,5,2,4,32,0.8858,8151
1916,8,5,2,4,64,0.8858,8151
1918,8,5,2,5,2,0.9070,6887
1919,8,5,2,5,4,0.8605,7914
1920,8,5,2,5,8,0.8802,7616
1921,8,5,2,5,16,0.8537,8225
1922,8,5,2,5,32,0.8537,8225
1925,8,5,3,1,2,0.9863,2810
1926,8,5,3,1,4,0.6561,2805
1928,8,5,3,1,16,0.6411,2951
1930,8,5,3,1,64,0.6463,3963
1934,8,5,3,2,8,0.8399,4176
1935,8,5,3,2,16,0.8526,4600
1936,8,5,3,2,32,0.8375,5597
1937,8,5,3,2,64,0.8446,6774
1938,8,5,3,2,128,0.8446,6774
1939,8,5,3,3,2,1.2802,5736
1940,8,5,3,3,4,0.9256,5610
1941,8,5,3,3,8,0.8909,5837
1942,8,5,3,3,16,0.8705,6380
1943,8,5,3,3,32,0.8992,7870
1944,8,5,3,3,64,0.8992,7870
1949,8,5,3,4,16,0.8759,8262
1954,8,5,3,5,4,0.8600,8616
1960,8,5,4,1,2,0.6774,2632
1961,8,5,4,1,4,0.6428,3060
1962,8,5,4,1,8,0.6440,3035
1963,8,5,4,1,16,0.6281,3283
1964,8,5,4,1,32,0.6145,3909
1965,8,5,4,1,64,0.6091,4688
1966,8,5,4,1,128,0.6091,4688
1967,8,5,4,2,2,0.8101,3951
1968,8,5,4,2,4,0.8101,4316
1969,8,5,4,2,8,0.8162,4467
1970,8,5,4,2,16,0.8262,5087
1971,8,5,4,2,32,0.7929,6304
1974,8,5,4,3,2,0.8346,5138
1975,8,5,4,3,4,0.8796,6136
1976,8,5,4,3,8,0.7959,6687
1978,8,5,4,3,32,0.8410,9095
1979,8,5,4,3,64,0.8410,9095
1981,8,5,4,4,2,0.8369,7196
1982,8,5,4,4,4,0.8208,7482
1983,8,5,4,4,8,0.8035,8161
1984,8,5,4,4,16,0.8157,9198
1996,8,5,5,1,4,0.6708,3144
1998,8,5,5,1,16,0.6485,3655
1999,8,5,5,1,32,0.6435,4312
2001,8,5,5,1,128,0.6462,7576
2002,8,5,5,2,2,1.1907,4903
2003,8,5,5,2,4,0.8087,4855
2004,8,5,5,2,8,0.8359,5042
2005,8,5,5,2,16,0.8246,5682
2006,8,5,5,2,32,0.8360,7350
2007,8,5,5,2,64,0.8360,7350
2011,8,5,5,3,8,0.8342,7214
2019,8,5,5,4,16,0.8342,7214
2030,16,1,1,1,2,0.5559,1362
2031,16,1,1,1,4,0.5035,1378
2032,16,1,1,1,8,0.5058,1429
2035,16,1,1,1,64,0.5198,1844
2036,16,1,1,1,128,0.4978,2215
2038,16,1,1,2,4,0.6324,1967
2039,16,1,1,2,8,0.6177,2099
2042,16,1,1,2,64,0.6021,2918
2044,16,1,1,3,2,0.6216,2203
2045,16,1,1,3,4,0.6405,2352
2046,16,1,1,3,8,0.6478,2558
2047,16,1,1,3,16,0.6480,2761
2048,16,1,1,3,32,0.6110,3028
2049,16,1,1,3,64,0.7324,3876
2050,16,1,1,3,128,0.6595,5096
2051,16,1,1,4,2,0.6592,2652
2052,16,1,1,4,4,0.6895,2912
2053,16,1,1,4,8,0.6289,2915
2054,16,1,1,4,16,0.6722,2994
2055,16,1,1,4,32,0.6688,3748
2056,16,1,1,4,64,0.6624,4753
2057,16,1,1,4,128,0.6811,6262
2059,16,1,1,5,4,0.6998,3362
2060,16,1,1,5,8,0.6823,3408
2061,16,1,1,5,16,0.6727,3801
2063,16,1,1,5,64,0.6633,5471
2065,16,1,2,1,2,0.4888,1527
2066,16,1,2,1,4,0.4813,1644
2067,16,1,2,1,8,0.4666,1614
2068,16,1,2,1,16,0.4873,1856
2069,16,1,2,1,32,0.4733,2003
2070,16,1,2,1,64,0.4767,2463
2071,16,1,2,1,128,0.4881,3387
2072,16,1,2,2,2,0.5730,2092
2073,16,1,2,2,4,0.5600,2360
2074,16,1,2,2,8,0.5730,2530
2075,16,1,2,2,16,0.5726,2846
2076,16,1,2,2,32,0.5671,3308
2077,16,1,2,2,64,0.6123,4209
2078,16,1,2,2,128,0.6123,4209
2079,16,1,2,3,2,0.6001,2671
2080,16,1,2,3,4,0.6073,3085
2082,16,1,2,3,16,0.5855,3566
2086,16,1,2,4,2,0.6409,3123
2088,16,1,2,4,8,0.6723,3964
2089,16,1,2,4,16,0.6399,4302
2090,16,1,2,4,32,0.5939,5465
2091,16,1,2,4,64,0.6285,7293
2093,16,1,2,5,2,0.6504,3608
2094,16,1,2,5,4,0.6197,4276
2095,16,1,2,5,8,0.6086,4693
2096,16,1,2,5,16,0.6138,5192
2097,16,1,2,5,32,0.5912,6740
2098,16,1,2,5,64,0.6455,9062
2101,16,1,3,1,4,0.4945,1770
2103,16,1,3,1,16,0.4774,2020
2105,16,1,3,1,64,0.4851,3159
2108,16,1,3,2,4,0.5789,2778
2109,16,1,3,2,8,0.5931,2883
2110,16,1,3,2,16,0.5863,3235
2112,16,1,3,2,64,0.5899,5373
2113,16,1,3,2,128,0.5899,5373
2114,16,1,3,3,2,0.7147,3704
2115,16,1,3,3,4,0.5843,3662
2116,16,1,3,3,8,0.6749,4011
2117,16,1,3,3,16,0.6519,4566
2118,16,1,3,3,32,0.6179,5764
2119,16,1,3,3,64,0.6402,7936
2120,16,1,3,3,128,0.6402,7936
2121,16,1,3,4,2,0.7606,4676
2122,16,1,3,4,4,0.6667,4455
2123,16,1,3,4,8,0.6987,4779
2126,16,1,3,4,64,0.6987,4779
2128,16,1,3,5,2,0.8343,5632
2131,16,1,3,5,16,0.7109,6768
2132,16,1,3,5,32,0.6541,8888
2135,16,1,4,1,2,0.4379,1743
2136,16,1,4,1,4,0.4567,1933
2137,16,1,4,1,8,0.4784,2077
2138,16,1,4,1,16,0.4413,2301
2139,16,1,4,1,32,0.5153,2994
2140,16,1,4,1,64,0.4673,3793
2141,16,1,4,1,128,0.4840,5599
2142,16,1,4,2,2,0.5286,2538
2143,16,1,4,2,4,0.5593,3070
2144,16,1,4,2,8,0.5384,3381
2146,16,1,4,2,32,0.5378,4986
2151,16,1,4,3,8,0.5735,4502
2152,16,1,4,3,16,0.5759,5113
2156,16,1,4,4,2,0.5739,4282
2157,16,1,4,4,4,0.5718,5071
2158,16,1,4,4,8,0.5926,5546
2159,16,1,4,4,16,0.6680,6363
2160,16,1,4,4,32,0.5949,8892
2161,16,1,4,4,64,0.5949,8892
2163,16,1,4,5,2,0.5806,5330
2164,16,1,4,5,4,0.5901,6147
2165,16,1,4,5,8,0.5853,6592
2167,16,1,4,5,32,0.5853,6592
2171,16,1,5,1,4,0.4664,2173
2172,16,1,5,1,8,0.4675,2301
2174,16,1,5,1,32,0.4622,3503
2177,16,1,5,2,2,0.6521,3628
2178,16,1,5,2,4,0.5883,3681
2179,16,1,5,2,8,0.5842,3749
2180,16,1,5,2,16,0.5886,4535
2181,16,1,5,2,32,0.5682,5936
2182,16,1,5,2,64,0.6110,8188
2184,16,1,5,3,2,0.6612,5058
2185,16,1,5,3,4,0.5841,5037
2186,16,1,5,3,8,0.6136,5180
2187,16,1,5,3,16,0.6272,6167
2192,16,1,5,4,4,0.6328,5803
2194,16,1,5,4,16,0.7151,7608
2198,16,1,5,5,2,0.7831,7566
2199,16,1,5,5,4,0.6223,7298
2200,16,1,5,5,8,0.6364,8050
2201,16,1,5,5,16,0.7023,9480
2205,16,2,1,1,2,0.6220,1588
2206,16,2,1,1,4,0.6340,1605
2207,16,2,1,1,8,0.6014,1686
2208,16,2,1,1,16,0.6164,1742
2211,16,2,1,1,128,0.6431,2476
2214,16,2,1,2,8,0.6642,2426
2215,16,2,1,2,16,0.6814,2581
2216,16,2,1,2,32,0.6947,2950
2217,16,2,1,2,64,0.6827,3290
2219,16,2,1,3,2,0.6924,2773
2220,16,2,1,3,4,0.7258,2923
2221,16,2,1,3,8,0.6845,3064
2222,16,2,1,3,16,0.6541,3116
2223,16,2,1,3,32,0.6805,3630
2224,16,2,1,3,64,0.6705,4247
2225,16,2,1,3,128,0.6730,5589
2226,16,2,1,4,2,0.7175,3488
2227,16,2,1,4,4,0.7708,3527
2228,16,2,1,4,8,0.7207,3643
2229,16,2,1,4,16,0.7294,3871
2230,16,2,1,4,32,0.6939,4574
2232,16,2,1,4,128,0.6939,4574
2237,16,2,1,5,32,0.8665,5243
2239,16,2,1,5,128,0.8665,5243
2241,16,2,2,1,4,0.5464,1938
2242,16,2,2,1,8,0.5806,1885
2243,16,2,2,1,16,0.5679,2086
2244,16,2,2,1,32,0.5661,2385
2245,16,2,2,1,64,0.5686,2710
2246,16,2,2,1,128,0.5829,3568
2247,16,2,2,2,2,0.6241,2471
2248,16,2,2,2,4,0.6384,2631
2249,16,2,2,2,8,0.5718,2795
2250,16,2,2,2,16,0.6409,3108
2251,16,2,2,2,32,0.6022,3608
2252,16,2,2,2,64,0.5855,4520
2253,16,2,2,2,128,0.6162,6248
2254,16,2,2,3,2,0.6406,3010
2257,16,2,2,3,16,0.6937,4104
2260,16,2,2,3,128,0.6937,4104
2261,16,2,2,4,2,0.7060,3727
2263,16,2,2,4,8,0.6815,4528
2265,16,2,2,4,32,0.6756,6222
2266,16,2,2,4,64,0.6775,7871
2268,16,2,2,5,2,0.8277,4123
2269,16,2,2,5,4,0.7523,4810
2270,16,2,2,5,8,0.7659,5191
2271,16,2,2,5,16,0.7743,5834
2272,16,2,2,5,32,0.7799,7292
2273,16,2,2,5,64,0.7799,7292
2276,16,2,3,1,4,0.5590,2022
2277,16,2,3,1,8,0.5851,2270
2278,16,2,3,1,16,0.5840,2348
2279,16,2,3,1,32,0.5730,2808
2281,16,2,3,1,128,0.5950,4757
2285,16,2,3,2,16,0.7169,3741
2286,16,2,3,2,32,0.6259,4538
2288,16,2,3,2,128,0.6259,4538
2289,16,2,3,3,2,0.8388,4175
2290,16,2,3,3,4,0.6373,4178
2291,16,2,3,3,8,0.6426,4453
2292,16,2,3,3,16,0.6740,4995
2293,16,2,3,3,32,0.6469,6544
2294,16,2,3,3,64,0.7052,8260
2296,16,2,3,4,2,0.9205,5074
2297,16,2,3,4,4,0.7175,5282
2299,16,2,3,4,16,0.7039,6113
2300,16,2,3,4,32,0.6837,8083
2310,16,2,4,1,2,0.5737,1999
2311,16,2,4,1,4,0.6102,2206
2312,16,2,4,1,8,0.5544,2328
2313,16,2,4,1,16,0.5354,2613
2314,16,2,4,1,32,0.5332,3216
2315,16,2,4,1,64,0.5389,3925
2316,16,2,4,1,128,0.5569,5795
2317,16,2,4,2,2,0.6029,3166
2318,16,2,4,2,4,0.5993,3391
2319,16,2,4,2,8,0.6449,3906
2320,16,2,4,2,16,0.6044,4141
2325,16,2,4,3,4,0.6452,4583
2326,16,2,4,3,8,0.6471,4857
2327,16,2,4,3,16,0.5908,5818
2329,16,2,4,3,64,0.5908,5818
2332,16,2,4,4,4,0.6855,5971
2333,16,2,4,4,8,0.6642,6188
2334,16,2,4,4,16,0.6733,7138
2335,16,2,4,4,32,0.6733,7138
2338,16,2,4,5,2,0.7191,6066
2347,16,2,5,1,8,0.5393,2643
2349,16,2,5,1,32,0.5585,3688
2350,16,2,5,1,64,0.5434,4773
2351,16,2,5,1,128,0.5434,4773
2352,16,2,5,2,2,0.6809,4146
2353,16,2,5,2,4,0.6199,3933
2354,16,2,5,2,8,0.6925,4167
2355,16,2,5,2,16,0.6507,4836
2356,16,2,5,2,32,0.5859,6353
2357,16,2,5,2,64,0.6096,8413
2359,16,2,5,3,2,0.7376,5453
2360,16,2,5,3,4,0.6205,5321
2361,16,2,5,3,8,0.6508,5634
2362,16,2,5,3,16,0.6547,6550
2366,16,2,5,4,2,0.7688,7066
2367,16,2,5,4,4,0.6631,6514
2368,16,2,5,4,8,0.6579,7287
2369,16,2,5,4,16,0.6871,8442
2376,16,2,5,5,16,0.8001,10125
2380,16,3,1,1,2,0.6336,1881
2381,16,3,1,1,4,0.6935,1969
2382,16,3,1,1,8,0.6458,1943
2383,16,3,1,1,16,0.6415,1955
2384,16,3,1,1,32,0.7161,2210
2385,16,3,1,1,64,0.6260,2303
2386,16,3,1,1,128,0.7083,2679
2388,16,3,1,2,4,0.7188,2691
2389,16,3,1,2,8,0.6855,2699
2390,16,3,1,2,16,0.6686,2750
2392,16,3,1,2,64,0.6834,3575
2396,16,3,1,3,8,0.8998,3425
2397,16,3,1,3,16,0.8038,3473
2398,16,3,1,3,32,0.8522,4089
2399,16,3,1,3,64,0.8210,4760
2400,16,3,1,3,128,0.8496,6086
2401,16,3,1,4,2,0.8556,3957
2402,16,3,1,4,4,0.8528,3952
2403,16,3,1,4,8,0.8469,4059
2404,16,3,1,4,16,0.8687,4283
2405,16,3,1,4,32,0.8228,4925
2408,16,3,1,5,2,0.8515,4497
2410,16,3,1,5,8,0.8423,5410
2411,16,3,1,5,16,0.8630,5384
2413,16,3,1,5,64,0.8708,7100
2415,16,3,2,1,2,0.6069,2081
2416,16,3,2,1,4,0.5983,2185
2417,16,3,2,1,8,0.5761,2181
2418,16,3,2,1,16,0.5838,2349
2419,16,3,2,1,32,0.6099,2756
2420,16,3,2,1,64,0.5854,3043
2421,16,3,2,1,128,0.5686,3850
2422,16,3,2,2,2,0.6400,2948
2423,16,3,2,2,4,0.6296,3395
2424,16,3,2,2,8,0.6570,3528
2425,16,3,2,2,16,0.6230,3492
2426,16,3,2,2,32,0.6253,4096
2427,16,3,2,2,64,0.6943,4785
2428,16,3,2,2,128,0.6943,4785
2431,16,3,2,3,8,0.7236,4047
2434,16,3,2,3,64,0.7185,6620
2435,16,3,2,3,128,0.7185,6620
2437,16,3,2,4,4,0.7937,4766
2440,16,3,2,4,32,0.7720,6979
2443,16,3,2,5,2,0.8055,5189
2444,16,3,2,5,4,0.7681,5923
2445,16,3,2,5,8,0.7773,6126
2446,16,3,2,5,16,0.7790,7353
2447,16,3,2,5,32,0.7744,9058
2448,16,3,2,5,64,0.7744,9058
2450,16,3,3,1,2,0.7910,2340
2457,16,3,3,2,2,0.8347,3494
2459,16,3,3,2,8,0.6163,3628
2460,16,3,3,2,16,0.6857,3989
2464,16,3,3,3,2,0.9608,4648
2465,16,3,3,3,4,0.7990,4358
2466,16,3,3,3,8,0.7943,4812
2467,16,3,3,3,16,0.7876,5376
2468,16,3,3,3,32,0.8009,6699
2469,16,3,3,3,64,0.7940,8733
2471,16,3,3,4,2,0.9724,5637
2480,16,3,3,5,8,0.7556,7413
2482,16,3,3,5,32,0.7556,7413
2485,16,3,4,1,2,0.5682,2262
2486,16,3,4,1,4,0.5921,2539
2487,16,3,4,1,8,0.5441,2624
2488,16,3,4,1,16,0.5659,2804
2489,16,3,4,1,32,0.5732,3464
2490,16,3,4,1,64,0.5457,4227
2491,16,3,4,1,128,0.5897,6086
2492,16,3,4,2,2,0.6446,3264
2493,16,3,4,2,4,0.6247,3857
2494,16,3,4,2,8,0.5802,3979
2499,16,3,4,3,2,0.7298,4503
2501,16,3,4,3,8,0.7201,5359
