Parameter,Throughput_Value,Tool,Parameter2,Area_Value,Flow
Throughput,38461.53846153846,catapult,Area,20515.250,catapult_asic_area
Throughput,34482.75862068965,catapult,Area,15427.734,catapult_asic_area
Throughput,40000.0,catapult,Area,14694.904,catapult_asic_area
Throughput,32258.06451612903,catapult,Area,16061.612,catapult_asic_area
Throughput,40000.0,catapult,Area,18705.918,catapult_asic_area
Throughput,40000.0,catapult,Area,21455.295,catapult_asic_area
Throughput,37037.03703703704,catapult,Area,13792.100,catapult_asic_area
Throughput,35714.28571428572,catapult,Area,14707.140,catapult_asic_area
Throughput,30303.0303030303,catapult,Area,18219.670,catapult_asic_area
Throughput,34482.75862068965,catapult,Area,19770.982,catapult_asic_area
Throughput,35714.28571428572,catapult,Area,21511.951,catapult_asic_area
Throughput,34482.75862068965,catapult,Area,16794.707,catapult_asic_area
Throughput,35714.28571428572,catapult,Area,14584.248,catapult_asic_area
Throughput,33333.333333333336,catapult,Area,16243.024,catapult_asic_area
Throughput,41666.666666666664,catapult,Area,15347.136,catapult_asic_area
Throughput,40000.0,catapult,Area,20897.492,catapult_asic_area
Throughput,37037.03703703704,catapult,Area,13668.410,catapult_asic_area
Throughput,22727.272727272728,catapult,Area,19977.398,catapult_asic_area
Throughput,23255.81395348837,catapult,Area,19189.506,catapult_asic_area
Throughput,22222.222222222223,catapult,Area,21656.391,catapult_asic_area
Throughput,25641.02564102564,catapult,Area,23443.910,catapult_asic_area
Throughput,24999.999999999996,catapult,Area,17734.221,catapult_asic_area
Throughput,23809.52380952381,catapult,Area,18267.283,catapult_asic_area
Throughput,23255.81395348837,catapult,Area,21506.365,catapult_asic_area
Throughput,27027.027027027027,catapult,Area,22919.357,catapult_asic_area
Throughput,20833.333333333332,catapult,Area,20227.172,catapult_asic_area
Throughput,21739.130434782608,catapult,Area,19351.500,catapult_asic_area
Throughput,24999.999999999996,catapult,Area,25297.664,catapult_asic_area
Throughput,24999.999999999996,catapult,Area,18001.551,catapult_asic_area
Throughput,24999.999999999996,catapult,Area,17453.590,catapult_asic_area
Throughput,22727.272727272728,catapult,Area,20906.803,catapult_asic_area
Throughput,27777.777777777777,catapult,Area,22853.922,catapult_asic_area
Throughput,18181.81818181818,catapult,Area,21264.039,catapult_asic_area
Throughput,17241.379310344826,catapult,Area,19703.418,catapult_asic_area
Throughput,16949.15254237288,catapult,Area,25927.553,catapult_asic_area
Throughput,23809.52380952381,catapult,Area,22273.510,catapult_asic_area
Throughput,18181.81818181818,catapult,Area,20072.094,catapult_asic_area
Throughput,18181.81818181818,catapult,Area,18969.523,catapult_asic_area
Throughput,17241.379310344826,catapult,Area,25457.529,catapult_asic_area
Throughput,23255.81395348837,catapult,Area,21258.453,catapult_asic_area
Throughput,15625.0,catapult,Area,22118.166,catapult_asic_area
Throughput,17857.14285714286,catapult,Area,19580.793,catapult_asic_area
Throughput,16949.15254237288,catapult,Area,26036.346,catapult_asic_area
Throughput,23255.81395348837,catapult,Area,23734.115,catapult_asic_area
Throughput,16949.15254237288,catapult,Area,20469.232,catapult_asic_area
Throughput,18181.81818181818,catapult,Area,18191.475,catapult_asic_area
Throughput,16666.666666666668,catapult,Area,24840.145,catapult_asic_area
Throughput,23255.81395348837,catapult,Area,21584.836,catapult_asic_area
Throughput,124.57954403886883,catapult,Area,23002.883,catapult_asic_area
Throughput,124.57954403886883,catapult,Area,19475.189,catapult_asic_area
Throughput,124.57954403886883,catapult,Area,17691.129,catapult_asic_area
Throughput,124.57954403886883,catapult,Area,16543.338,catapult_asic_area
Throughput,124.82836100362002,catapult,Area,16020.648,catapult_asic_area
Throughput,124.82836100362002,catapult,Area,15959.734,catapult_asic_area
Throughput,124.57954403886883,catapult,Area,15767.948,catapult_asic_area
Throughput,124.84394506866417,catapult,Area,23071.510,catapult_asic_area
Throughput,124.84394506866417,catapult,Area,19514.824,catapult_asic_area
Throughput,124.78163214374844,catapult,Area,17663.730,catapult_asic_area
Throughput,124.57954403886883,catapult,Area,16520.729,catapult_asic_area
Throughput,124.82836100362002,catapult,Area,16024.106,catapult_asic_area
Throughput,124.82836100362002,catapult,Area,15963.724,catapult_asic_area
Throughput,124.57954403886883,catapult,Area,15750.658,catapult_asic_area
Throughput,124.92192379762649,catapult,Area,27224.834,catapult_asic_area
Throughput,124.90632025980516,catapult,Area,19699.693,catapult_asic_area
Throughput,124.90632025980516,catapult,Area,17798.857,catapult_asic_area
Throughput,124.65719272001995,catapult,Area,16672.881,catapult_asic_area
Throughput,124.92192379762649,catapult,Area,16165.884,catapult_asic_area
Throughput,124.92192379762649,catapult,Area,16121.196,catapult_asic_area
Throughput,124.92192379762649,catapult,Area,15929.676,catapult_asic_area
Throughput,125.14078338130398,catapult,Area,29937.502,catapult_asic_area
Throughput,124.95314257153568,catapult,Area,19552.064,catapult_asic_area
Throughput,124.95314257153568,catapult,Area,17708.684,catapult_asic_area
Throughput,124.68827930174565,catapult,Area,16554.244,catapult_asic_area
Throughput,124.95314257153568,catapult,Area,16121.994,catapult_asic_area
Throughput,124.95314257153568,catapult,Area,16008.944,catapult_asic_area
Throughput,124.95314257153568,catapult,Area,15836.576,catapult_asic_area
Throughput,63.08352258390108,catapult,Area,26146.203,catapult_asic_area
Throughput,63.08352258390108,catapult,Area,21503.439,catapult_asic_area
Throughput,62.95247088448222,catapult,Area,19057.037,catapult_asic_area
Throughput,62.95247088448222,catapult,Area,17595.900,catapult_asic_area
Throughput,63.08352258390108,catapult,Area,17086.510,catapult_asic_area
Throughput,63.08352258390108,catapult,Area,16817.318,catapult_asic_area
Throughput,71.83391997701315,catapult,Area,16570.471,catapult_asic_area
Throughput,63.08352258390108,catapult,Area,26117.477,catapult_asic_area
Throughput,63.08352258390108,catapult,Area,21454.230,catapult_asic_area
Throughput,63.08352258390108,catapult,Area,18993.730,catapult_asic_area
Throughput,63.08750236578134,catapult,Area,17532.061,catapult_asic_area
Throughput,63.08352258390108,catapult,Area,17084.648,catapult_asic_area
Throughput,63.08750236578134,catapult,Area,16808.539,catapult_asic_area
Throughput,71.98387561186294,catapult,Area,16519.133,catapult_asic_area
Throughput,63.07556452630251,catapult,Area,30097.367,catapult_asic_area
Throughput,63.10342651605982,catapult,Area,21768.109,catapult_asic_area
Throughput,63.10342651605982,catapult,Area,19300.162,catapult_asic_area
Throughput,63.10342651605982,catapult,Area,17701.236,catapult_asic_area
Throughput,63.10342651605982,catapult,Area,17271.381,catapult_asic_area
Throughput,63.10342651605982,catapult,Area,17006.178,catapult_asic_area
Throughput,72.00979333189314,catapult,Area,16772.896,catapult_asic_area
Throughput,63.12732782021337,catapult,Area,25917.443,catapult_asic_area
Throughput,63.11537490532694,catapult,Area,21323.357,catapult_asic_area
Throughput,63.11537490532694,catapult,Area,18926.166,catapult_asic_area
Throughput,63.11537490532694,catapult,Area,17703.631,catapult_asic_area
Throughput,63.11537490532694,catapult,Area,16974.789,catapult_asic_area
Throughput,63.11537490532694,catapult,Area,16682.189,catapult_asic_area
Throughput,72.02535292422932,catapult,Area,16527.645,catapult_asic_area
Throughput,42.204777580822146,catapult,Area,26644.156,catapult_asic_area
Throughput,42.208340368056724,catapult,Area,20654.900,catapult_asic_area
Throughput,42.204777580822146,catapult,Area,18688.361,catapult_asic_area
Throughput,42.204777580822146,catapult,Area,17785.824,catapult_asic_area
Throughput,42.204777580822146,catapult,Area,16988.889,catapult_asic_area
Throughput,42.204777580822146,catapult,Area,16857.219,catapult_asic_area
Throughput,45.91579044033243,catapult,Area,16863.070,catapult_asic_area
Throughput,42.204777580822146,catapult,Area,26612.236,catapult_asic_area
Throughput,42.208340368056724,catapult,Area,20697.727,catapult_asic_area
Throughput,42.204777580822146,catapult,Area,18726.400,catapult_asic_area
Throughput,42.18697266284172,catapult,Area,17757.629,catapult_asic_area
Throughput,42.204777580822146,catapult,Area,17029.586,catapult_asic_area
Throughput,42.204777580822146,catapult,Area,16796.570,catapult_asic_area
Throughput,46.012975659135876,catapult,Area,16786.729,catapult_asic_area
Throughput,42.21546774738264,catapult,Area,20819.021,catapult_asic_area
Throughput,42.213685676896446,catapult,Area,18813.115,catapult_asic_area
Throughput,42.213685676896446,catapult,Area,17829.447,catapult_asic_area
Throughput,42.213685676896446,catapult,Area,17142.637,catapult_asic_area
Throughput,42.213685676896446,catapult,Area,16941.807,catapult_asic_area
Throughput,46.02356406480118,catapult,Area,16976.918,catapult_asic_area
Throughput,42.21903233977878,catapult,Area,20723.527,catapult_asic_area
Throughput,42.21903233977878,catapult,Area,18705.652,catapult_asic_area
Throughput,42.21903233977878,catapult,Area,17736.082,catapult_asic_area
Throughput,42.21903233977878,catapult,Area,17075.869,catapult_asic_area
Throughput,42.21903233977878,catapult,Area,16819.713,catapult_asic_area
Throughput,46.027800791678175,catapult,Area,16920.260,catapult_asic_area
Throughput,31.696725728232273,catapult,Area,23213.820,catapult_asic_area
Throughput,31.710797526557794,catapult,Area,20274.785,catapult_asic_area
Throughput,31.710797526557794,catapult,Area,18955.691,catapult_asic_area
Throughput,31.710797526557794,catapult,Area,18730.656,catapult_asic_area
Throughput,31.710797526557794,catapult,Area,18344.689,catapult_asic_area
Throughput,33.81462820816285,catapult,Area,18327.666,catapult_asic_area
Throughput,31.710797526557794,catapult,Area,23095.982,catapult_asic_area
Throughput,31.710797526557794,catapult,Area,20112.793,catapult_asic_area
Throughput,31.710797526557794,catapult,Area,18933.881,catapult_asic_area
Throughput,31.710797526557794,catapult,Area,18698.736,catapult_asic_area
Throughput,31.710797526557794,catapult,Area,18380.600,catapult_asic_area
Throughput,33.8123415046492,catapult,Area,18250.793,catapult_asic_area
Throughput,31.71582619727244,catapult,Area,23506.951,catapult_asic_area
Throughput,31.71582619727244,catapult,Area,20423.480,catapult_asic_area
Throughput,31.71582619727244,catapult,Area,19094.277,catapult_asic_area
Throughput,31.71582619727244,catapult,Area,18899.832,catapult_asic_area
Throughput,31.71582619727244,catapult,Area,18570.789,catapult_asic_area
Throughput,33.81805884342239,catapult,Area,18379.270,catapult_asic_area
Throughput,31.718844165318615,catapult,Area,23243.346,catapult_asic_area
Throughput,31.718844165318615,catapult,Area,20213.340,catapult_asic_area
Throughput,31.718844165318615,catapult,Area,18956.225,catapult_asic_area
Throughput,31.718844165318615,catapult,Area,18720.549,catapult_asic_area
Throughput,31.718844165318615,catapult,Area,18470.508,catapult_asic_area
Throughput,33.821490174857104,catapult,Area,18352.139,catapult_asic_area
Throughput,62.87331027978623,catapult,Area,25857.328,catapult_asic_area
Throughput,62.877263581488926,catapult,Area,21596.539,catapult_asic_area
Throughput,62.73919317397579,catapult,Area,19575.738,catapult_asic_area
Throughput,62.73919317397579,catapult,Area,18375.014,catapult_asic_area
Throughput,62.87331027978623,catapult,Area,17819.605,catapult_asic_area
Throughput,62.87331027978623,catapult,Area,17691.926,catapult_asic_area
Throughput,62.87331027978623,catapult,Area,17521.951,catapult_asic_area
Throughput,62.73919317397579,catapult,Area,25513.922,catapult_asic_area
Throughput,62.877263581488926,catapult,Area,21593.348,catapult_asic_area
Throughput,62.87331027978623,catapult,Area,19530.252,catapult_asic_area
Throughput,62.87331027978623,catapult,Area,18407.998,catapult_asic_area
Throughput,62.87331027978623,catapult,Area,17815.350,catapult_asic_area
Throughput,62.73919317397579,catapult,Area,17687.404,catapult_asic_area
Throughput,62.73919317397579,catapult,Area,17542.434,catapult_asic_area
Throughput,62.758880381573995,catapult,Area,29746.779,catapult_asic_area
Throughput,62.893081761006286,catapult,Area,21816.521,catapult_asic_area
Throughput,62.893081761006286,catapult,Area,19718.846,catapult_asic_area
Throughput,62.758880381573995,catapult,Area,18475.029,catapult_asic_area
Throughput,62.893081761006286,catapult,Area,17896.480,catapult_asic_area
Throughput,62.893081761006286,catapult,Area,17757.629,catapult_asic_area
Throughput,62.893081761006286,catapult,Area,17633.938,catapult_asic_area
Throughput,62.91682395872657,catapult,Area,25625.109,catapult_asic_area
Throughput,62.90495061961376,catapult,Area,21569.674,catapult_asic_area
Throughput,62.90099383570261,catapult,Area,19594.891,catapult_asic_area
Throughput,62.90495061961376,catapult,Area,18386.451,catapult_asic_area
Throughput,62.90495061961376,catapult,Area,17896.746,catapult_asic_area
Throughput,62.90099383570261,catapult,Area,17729.166,catapult_asic_area
Throughput,62.90495061961376,catapult,Area,17614.254,catapult_asic_area
Throughput,31.658593725266726,catapult,Area,23851.422,catapult_asic_area
Throughput,31.65759149043941,catapult,Area,20813.170,catapult_asic_area
Throughput,31.59158400202186,catapult,Area,19805.297,catapult_asic_area
Throughput,31.65759149043941,catapult,Area,19235.789,catapult_asic_area
Throughput,31.65759149043941,catapult,Area,18921.111,catapult_asic_area
Throughput,36.06853020739405,catapult,Area,18604.838,catapult_asic_area
Throughput,31.658593725266726,catapult,Area,28891.059,catapult_asic_area
Throughput,31.658593725266726,catapult,Area,24124.338,catapult_asic_area
Throughput,31.65759149043941,catapult,Area,20814.234,catapult_asic_area
Throughput,31.65759149043941,catapult,Area,19814.074,catapult_asic_area
Throughput,31.65759149043941,catapult,Area,19185.516,catapult_asic_area
Throughput,31.65759149043941,catapult,Area,18989.740,catapult_asic_area
Throughput,36.06853020739405,catapult,Area,18533.283,catapult_asic_area
Throughput,31.662603299243266,catapult,Area,24341.926,catapult_asic_area
Throughput,31.662603299243266,catapult,Area,21033.418,catapult_asic_area
Throughput,31.662603299243266,catapult,Area,20050.281,catapult_asic_area
Throughput,31.662603299243266,catapult,Area,19338.998,catapult_asic_area
Throughput,31.662603299243266,catapult,Area,19070.604,catapult_asic_area
Throughput,36.149369193507574,catapult,Area,18749.809,catapult_asic_area
Throughput,31.666613888976848,catapult,Area,24001.713,catapult_asic_area
Throughput,31.664608467116306,catapult,Area,20812.371,catapult_asic_area
Throughput,31.664608467116306,catapult,Area,19869.402,catapult_asic_area
Throughput,31.664608467116306,catapult,Area,19272.232,catapult_asic_area
Throughput,31.598571744557145,catapult,Area,18994.262,catapult_asic_area
Throughput,36.07763907929865,catapult,Area,18512.004,catapult_asic_area
Throughput,21.154619111082905,catapult,Area,23345.490,catapult_asic_area
Throughput,21.154619111082905,catapult,Area,21168.014,catapult_asic_area
Throughput,21.110407430863415,catapult,Area,20240.738,catapult_asic_area
Throughput,21.154619111082905,catapult,Area,19492.480,catapult_asic_area
Throughput,21.154619111082905,catapult,Area,19223.021,catapult_asic_area
Throughput,23.01972790681614,catapult,Area,19032.832,catapult_asic_area
Throughput,21.154619111082905,catapult,Area,23319.688,catapult_asic_area
Throughput,21.154619111082905,catapult,Area,21217.225,catapult_asic_area
Throughput,21.154619111082905,catapult,Area,20183.814,catapult_asic_area
Throughput,21.154619111082905,catapult,Area,19537.967,catapult_asic_area
Throughput,21.154619111082905,catapult,Area,19226.746,catapult_asic_area
Throughput,23.01972790681614,catapult,Area,19006.498,catapult_asic_area
Throughput,21.156856937333387,catapult,Area,23598.455,catapult_asic_area
Throughput,21.156856937333387,catapult,Area,21283.725,catapult_asic_area
Throughput,21.156856937333387,catapult,Area,20384.910,catapult_asic_area
Throughput,21.156856937333387,catapult,Area,19564.566,catapult_asic_area
Throughput,21.156856937333387,catapult,Area,19381.025,catapult_asic_area
Throughput,23.0701794859964,catapult,Area,19176.205,catapult_asic_area
Throughput,21.15775220040623,catapult,Area,23294.949,catapult_asic_area
Throughput,21.15775220040623,catapult,Area,21094.598,catapult_asic_area
Throughput,21.148355715343133,catapult,Area,20172.643,catapult_asic_area
Throughput,21.15775220040623,catapult,Area,19499.928,catapult_asic_area
Throughput,21.15775220040623,catapult,Area,19232.066,catapult_asic_area
Throughput,23.071776296057035,catapult,Area,19005.967,catapult_asic_area
Throughput,15.884614162721988,catapult,Area,25942.715,catapult_asic_area
Throughput,15.884614162721988,catapult,Area,22789.283,catapult_asic_area
Throughput,15.884614162721988,catapult,Area,21436.674,catapult_asic_area
Throughput,15.884614162721988,catapult,Area,21142.213,catapult_asic_area
Throughput,15.884614162721988,catapult,Area,20859.188,catapult_asic_area
Throughput,16.94025173214074,catapult,Area,20338.359,catapult_asic_area
Throughput,15.885371161697195,catapult,Area,23785.188,catapult_asic_area
Throughput,15.884614162721988,catapult,Area,22189.453,catapult_asic_area
Throughput,15.884614162721988,catapult,Area,21661.178,catapult_asic_area
Throughput,15.884614162721988,catapult,Area,21401.828,catapult_asic_area
Throughput,16.94025173214074,catapult,Area,20300.588,catapult_asic_area
Throughput,15.886632987004734,catapult,Area,27530.734,catapult_asic_area
Throughput,15.885875867765968,catapult,Area,23778.537,catapult_asic_area
Throughput,15.885875867765968,catapult,Area,22291.066,catapult_asic_area
Throughput,15.852633915124999,catapult,Area,22424.598,catapult_asic_area
Throughput,15.885875867765968,catapult,Area,21848.707,catapult_asic_area
Throughput,16.940825695844417,catapult,Area,20568.184,catapult_asic_area
Throughput,15.886380605906556,catapult,Area,23753.268,catapult_asic_area
Throughput,15.886380605906556,catapult,Area,22069.488,catapult_asic_area
Throughput,15.853387868987603,catapult,Area,21583.771,catapult_asic_area
Throughput,15.886380605906556,catapult,Area,21293.832,catapult_asic_area
Throughput,16.906456575766285,catapult,Area,20412.574,catapult_asic_area
Throughput,41.84100418410041,catapult,Area,24541.426,catapult_asic_area
Throughput,41.84100418410041,catapult,Area,21302.344,catapult_asic_area
Throughput,41.84275492698439,catapult,Area,19859.826,catapult_asic_area
Throughput,41.84275492698439,catapult,Area,18858.070,catapult_asic_area
Throughput,41.84275492698439,catapult,Area,18574.779,catapult_asic_area
Throughput,41.84275492698439,catapult,Area,18568.928,catapult_asic_area
Throughput,41.84275492698439,catapult,Area,18405.869,catapult_asic_area
Throughput,41.75365344467641,catapult,Area,24424.387,catapult_asic_area
Throughput,41.84275492698439,catapult,Area,21599.467,catapult_asic_area
Throughput,41.84100418410041,catapult,Area,19910.633,catapult_asic_area
Throughput,41.84275492698439,catapult,Area,18953.031,catapult_asic_area
Throughput,41.84275492698439,catapult,Area,18566.268,catapult_asic_area
Throughput,41.84275492698439,catapult,Area,18361.182,catapult_asic_area
Throughput,41.84275492698439,catapult,Area,18236.162,catapult_asic_area
Throughput,41.849759363883656,catapult,Area,21465.668,catapult_asic_area
Throughput,41.85151083954131,catapult,Area,20123.697,catapult_asic_area
Throughput,41.830502802643686,catapult,Area,19058.102,catapult_asic_area
Throughput,41.830502802643686,catapult,Area,18805.934,catapult_asic_area
Throughput,41.849759363883656,catapult,Area,18792.900,catapult_asic_area
Throughput,41.85151083954131,catapult,Area,18508.812,catapult_asic_area
Throughput,41.77458434288579,catapult,Area,25640.006,catapult_asic_area
Throughput,41.85501423070484,catapult,Area,21314.580,catapult_asic_area
Throughput,41.85501423070484,catapult,Area,20064.646,catapult_asic_area
Throughput,41.856766146247544,catapult,Area,19070.869,catapult_asic_area
Throughput,41.83575283437225,catapult,Area,18664.688,catapult_asic_area
Throughput,41.856766146247544,catapult,Area,18624.787,catapult_asic_area
Throughput,41.856766146247544,catapult,Area,18483.010,catapult_asic_area
Throughput,21.087259078065035,catapult,Area,24827.109,catapult_asic_area
Throughput,21.087259078065035,catapult,Area,21417.521,catapult_asic_area
Throughput,21.041999831664004,catapult,Area,20546.904,catapult_asic_area
Throughput,21.087259078065035,catapult,Area,19814.605,catapult_asic_area
Throughput,21.086369770580298,catapult,Area,19428.906,catapult_asic_area
Throughput,24.016523368077237,catapult,Area,20093.373,catapult_asic_area
Throughput,21.086369770580298,catapult,Area,24796.254,catapult_asic_area
Throughput,21.086369770580298,catapult,Area,21701.609,catapult_asic_area
Throughput,21.087259078065035,catapult,Area,20598.242,catapult_asic_area
Throughput,21.086369770580298,catapult,Area,19711.930,catapult_asic_area
Throughput,21.086369770580298,catapult,Area,19389.006,catapult_asic_area
Throughput,24.016523368077237,catapult,Area,20079.543,catapult_asic_area
Throughput,21.088148460565165,catapult,Area,24932.713,catapult_asic_area
Throughput,21.088148460565165,catapult,Area,21840.463,catapult_asic_area
Throughput,21.044213893390012,catapult,Area,20420.287,catapult_asic_area
Throughput,21.08948267498998,catapult,Area,20053.740,catapult_asic_area
Throughput,21.08948267498998,catapult,Area,19850.250,catapult_asic_area
Throughput,24.019407681406573,catapult,Area,20224.512,catapult_asic_area
Throughput,21.08948267498998,catapult,Area,25004.799,catapult_asic_area
Throughput,21.08948267498998,catapult,Area,21359.268,catapult_asic_area
Throughput,21.09081705825284,catapult,Area,20772.205,catapult_asic_area
Throughput,21.08948267498998,catapult,Area,19924.996,catapult_asic_area
Throughput,21.09081705825284,catapult,Area,19432.098,catapult_asic_area
Throughput,24.02113860196973,catapult,Area,19846.525,catapult_asic_area
Throughput,14.095426034251886,catapult,Area,23892.652,catapult_asic_area
Throughput,14.094631354916913,catapult,Area,21789.123,catapult_asic_area
Throughput,14.095426034251886,catapult,Area,20706.238,catapult_asic_area
Throughput,14.095426034251886,catapult,Area,20374.270,catapult_asic_area
Throughput,14.095426034251886,catapult,Area,19957.182,catapult_asic_area
Throughput,15.334600993682143,catapult,Area,20237.547,catapult_asic_area
Throughput,14.095426034251886,catapult,Area,22416.885,catapult_asic_area
Throughput,14.095426034251886,catapult,Area,21077.840,catapult_asic_area
Throughput,14.094631354916913,catapult,Area,20338.627,catapult_asic_area
Throughput,14.094631354916913,catapult,Area,19855.570,catapult_asic_area
Throughput,15.366648226688795,catapult,Area,20268.934,catapult_asic_area
Throughput,14.089269612263301,catapult,Area,21975.059,catapult_asic_area
Throughput,14.095624718087507,catapult,Area,21393.051,catapult_asic_area
Throughput,14.066280312834074,catapult,Area,20200.572,catapult_asic_area
Throughput,14.09622080320266,catapult,Area,20199.242,catapult_asic_area
Throughput,15.335776833775515,catapult,Area,20470.029,catapult_asic_area
Throughput,14.09622080320266,catapult,Area,24767.793,catapult_asic_area
Throughput,14.09622080320266,catapult,Area,21768.643,catapult_asic_area
Throughput,14.096816938735234,catapult,Area,20753.586,catapult_asic_area
Throughput,14.09622080320266,catapult,Area,20150.830,catapult_asic_area
Throughput,14.09622080320266,catapult,Area,19684.000,catapult_asic_area
Throughput,15.368537529968648,catapult,Area,20101.619,catapult_asic_area
Throughput,10.585483068519832,catapult,Area,23047.570,catapult_asic_area
Throughput,10.585483068519832,catapult,Area,21981.176,catapult_asic_area
Throughput,10.562896768809878,catapult,Area,21746.830,catapult_asic_area
Throughput,10.585483068519832,catapult,Area,21458.221,catapult_asic_area
Throughput,11.287191295318074,catapult,Area,22148.490,catapult_asic_area
Throughput,10.585483068519832,catapult,Area,23444.176,catapult_asic_area
Throughput,10.584922835912526,catapult,Area,22442.951,catapult_asic_area
Throughput,10.585483068519832,catapult,Area,21767.844,catapult_asic_area
Throughput,10.585483068519832,catapult,Area,21462.742,catapult_asic_area
Throughput,11.286681715575622,catapult,Area,22280.691,catapult_asic_area
Throughput,10.586043360433603,catapult,Area,23147.320,catapult_asic_area
Throughput,10.586043360433603,catapult,Area,22528.869,catapult_asic_area
Throughput,10.585483068519832,catapult,Area,21874.244,catapult_asic_area
Throughput,10.586043360433603,catapult,Area,21451.570,catapult_asic_area
Throughput,11.287318697443423,catapult,Area,22481.787,catapult_asic_area
Throughput,10.585819236550718,catapult,Area,22984.795,catapult_asic_area
Throughput,10.586379564052889,catapult,Area,21983.305,catapult_asic_area
Throughput,10.585819236550718,catapult,Area,21767.312,catapult_asic_area
Throughput,10.586379564052889,catapult,Area,21538.818,catapult_asic_area
Throughput,11.264051904751177,catapult,Area,21853.762,catapult_asic_area
Throughput,31.491103763186903,catapult,Area,26623.143,catapult_asic_area
Throughput,31.489120508864186,catapult,Area,23425.023,catapult_asic_area
Throughput,31.489120508864186,catapult,Area,22032.248,catapult_asic_area
Throughput,31.489120508864186,catapult,Area,21473.383,catapult_asic_area
Throughput,31.489120508864186,catapult,Area,21419.916,catapult_asic_area
Throughput,31.491103763186903,catapult,Area,21110.025,catapult_asic_area
Throughput,31.491103763186903,catapult,Area,26547.863,catapult_asic_area
Throughput,31.489120508864186,catapult,Area,23930.424,catapult_asic_area
Throughput,31.491103763186903,catapult,Area,22324.051,catapult_asic_area
Throughput,31.491103763186903,catapult,Area,21424.438,catapult_asic_area
Throughput,31.489120508864186,catapult,Area,21383.740,catapult_asic_area
Throughput,31.489120508864186,catapult,Area,21085.555,catapult_asic_area
Throughput,31.496062992125985,catapult,Area,26131.309,catapult_asic_area
Throughput,31.428751021434408,catapult,Area,24191.369,catapult_asic_area
Throughput,31.49407911312673,catapult,Area,22458.646,catapult_asic_area
Throughput,31.49407911312673,catapult,Area,21685.916,catapult_asic_area
Throughput,31.49407911312673,catapult,Area,21525.783,catapult_asic_area
Throughput,31.428751021434408,catapult,Area,21210.043,catapult_asic_area
Throughput,31.498047121078496,catapult,Area,26780.348,catapult_asic_area
Throughput,31.498047121078496,catapult,Area,23545.521,catapult_asic_area
Throughput,31.498047121078496,catapult,Area,22192.381,catapult_asic_area
Throughput,31.49705502535513,catapult,Area,21584.305,catapult_asic_area
Throughput,31.43171460003143,catapult,Area,21535.094,catapult_asic_area
Throughput,31.43171460003143,catapult,Area,21037.408,catapult_asic_area
Throughput,15.842839036755388,catapult,Area,28824.025,catapult_asic_area
Throughput,15.842086085895792,catapult,Area,24462.158,catapult_asic_area
Throughput,15.809026954390955,catapult,Area,23153.438,catapult_asic_area
Throughput,15.809026954390955,catapult,Area,22181.475,catapult_asic_area
Throughput,15.842839036755388,catapult,Area,21703.473,catapult_asic_area
Throughput,18.089397803947108,catapult,Area,22185.465,catapult_asic_area
Throughput,15.842839036755388,catapult,Area,28521.318,catapult_asic_area
Throughput,15.835061994267708,catapult,Area,24546.746,catapult_asic_area
Throughput,15.809026954390955,catapult,Area,22762.684,catapult_asic_area
Throughput,15.809026954390955,catapult,Area,22070.818,catapult_asic_area
Throughput,15.809026954390955,catapult,Area,21826.363,catapult_asic_area
Throughput,18.089397803947108,catapult,Area,22123.486,catapult_asic_area
Throughput,15.844094113919036,catapult,Area,29045.072,catapult_asic_area
Throughput,15.84334104375931,catapult,Area,24769.920,catapult_asic_area
Throughput,15.844094113919036,catapult,Area,23138.010,catapult_asic_area
Throughput,15.844094113919036,catapult,Area,22244.250,catapult_asic_area
Throughput,15.810276679841897,catapult,Area,21997.402,catapult_asic_area
Throughput,18.05314846909301,catapult,Area,22751.777,catapult_asic_area
Throughput,15.844094113919036,catapult,Area,29118.223,catapult_asic_area
Throughput,15.844094113919036,catapult,Area,24989.369,catapult_asic_area
Throughput,15.844847255672455,catapult,Area,23641.016,catapult_asic_area
Throughput,15.844847255672455,catapult,Area,22622.236,catapult_asic_area
Throughput,15.844847255672455,catapult,Area,22678.895,catapult_asic_area
Throughput,18.054126270559134,catapult,Area,22329.104,catapult_asic_area
Throughput,10.583802548579653,catapult,Area,25500.621,catapult_asic_area
Throughput,10.561223412120059,catapult,Area,23115.135,catapult_asic_area
Throughput,10.561223412120059,catapult,Area,22398.529,catapult_asic_area
Throughput,10.583242493835261,catapult,Area,22617.715,catapult_asic_area
Throughput,11.517022158750633,catapult,Area,23104.494,catapult_asic_area
Throughput,10.583242493835261,catapult,Area,25156.418,catapult_asic_area
Throughput,10.561223412120059,catapult,Area,23817.107,catapult_asic_area
Throughput,10.583242493835261,catapult,Area,23028.418,catapult_asic_area
Throughput,10.583802548579653,catapult,Area,22651.762,catapult_asic_area
Throughput,11.541080475954159,catapult,Area,22924.678,catapult_asic_area
Throughput,10.584362662602272,catapult,Area,25923.562,catapult_asic_area
Throughput,10.584362662602272,catapult,Area,23222.863,catapult_asic_area
Throughput,10.584362662602272,catapult,Area,22159.928,catapult_asic_area
Throughput,10.584362662602272,catapult,Area,22805.775,catapult_asic_area
Throughput,11.517685405940822,catapult,Area,23213.021,catapult_asic_area
Throughput,10.584698759473305,catapult,Area,23775.611,catapult_asic_area
Throughput,10.584698759473305,catapult,Area,23077.096,catapult_asic_area
