n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2
1986,256,2,2,3,1,8,0,0.028518,653
1987,256,2,2,3,1,16,0,0.0204,936
1988,256,2,2,3,1,32,0,0.0204,936
1989,256,2,2,3,1,64,0,0.0204,936
1990,256,2,2,3,1,128,0,0.0204,936
1991,256,2,2,3,1,256,0,0.0204,936
1992,256,2,2,3,2,2,0,0.030383,614
1993,256,2,2,3,2,4,0,0.029539,592
1994,256,2,2,3,2,8,0,0.031251,595
1995,256,2,2,3,2,16,0,0.020768,760
1996,256,2,2,3,2,32,0,0.020768,760
1997,256,2,2,3,2,64,0,0.020768,760
1998,256,2,2,3,2,128,0,0.020768,760
1999,256,2,2,3,2,256,0,0.020768,760
2000,256,2,2,3,3,2,0,0.030589,709
2001,256,2,2,3,3,4,0,0.029769,627
2002,256,2,2,3,3,8,0,0.030312,640
2003,256,2,2,3,3,16,0,0.020915,910
2004,256,2,2,3,3,32,0,0.020915,910
2005,256,2,2,3,3,64,0,0.020915,910
2006,256,2,2,3,3,128,0,0.020915,910
2007,256,2,2,3,3,256,0,0.020915,910
2008,256,2,2,3,4,2,0,0.029754,670
2009,256,2,2,3,4,4,0,0.030943,501
2010,256,2,2,3,4,8,0,0.029409,625
2011,256,2,2,3,4,16,0,0.019496,860
2012,256,2,2,3,4,32,0,0.019496,860
2013,256,2,2,3,4,64,0,0.019496,860
2014,256,2,2,3,4,128,0,0.019496,860
2015,256,2,2,3,4,256,0,0.019496,860
2016,256,2,2,4,1,2,0,0.044279,736
2017,256,2,2,4,1,4,0,0.039687,736
2018,256,2,2,4,1,8,0,0.03066,693
2019,256,2,2,4,1,16,0,0.032311,905
2020,256,2,2,4,1,32,0,0.032311,905
2021,256,2,2,4,1,64,0,0.032311,905
2022,256,2,2,4,1,128,0,0.032311,905
2023,256,2,2,4,1,256,0,0.032311,905
2024,256,2,2,4,2,2,0,0.041348,653
2025,256,2,2,4,2,4,0,0.038758,668
2026,256,2,2,4,2,8,0,0.030732,652
2027,256,2,2,4,2,16,0,0.032689,883
2028,256,2,2,4,2,32,0,0.032689,883
2029,256,2,2,4,2,64,0,0.032689,883
2030,256,2,2,4,2,128,0,0.032689,883
2031,256,2,2,4,2,256,0,0.032689,883
2032,256,2,2,4,3,2,0,0.041488,724
2033,256,2,2,4,3,4,0,0.040028,675
2034,256,2,2,4,3,8,0,0.031378,658
2035,256,2,2,4,3,16,0,0.030772,890
2036,256,2,2,4,3,32,0,0.030772,890
2037,256,2,2,4,3,64,0,0.030772,890
2038,256,2,2,4,3,128,0,0.030772,890
2039,256,2,2,4,3,256,0,0.030772,890
2040,256,2,2,4,4,2,0,0.040602,623
2041,256,2,2,4,4,4,0,0.039985,647
2042,256,2,2,4,4,8,0,0.030783,612
2043,256,2,2,4,4,16,0,0.030085,773
2044,256,2,2,4,4,32,0,0.030085,773
2045,256,2,2,4,4,64,0,0.030085,773
2046,256,2,2,4,4,128,0,0.030085,773
2047,256,2,2,4,4,256,0,0.030085,773
2048,256,2,3,1,1,2,0,0.015349,523
2049,256,2,3,1,1,4,0,0.014557,567
2050,256,2,3,1,1,8,0,0.015074,576
2051,256,2,3,1,1,16,0,0.009881,399
2052,256,2,3,1,1,32,0,0.009881,399
2053,256,2,3,1,1,64,0,0.009881,399
2054,256,2,3,1,1,128,0,0.009881,399
2055,256,2,3,1,1,256,0,0.009881,399
2056,256,2,3,1,2,2,0,0.015024,461
2057,256,2,3,1,2,4,0,0.014267,452
2058,256,2,3,1,2,8,0,0.017379,531
2059,256,2,3,1,2,16,0,0.009756,347
2060,256,2,3,1,2,32,0,0.009756,347
2061,256,2,3,1,2,64,0,0.009756,347
2062,256,2,3,1,2,128,0,0.009756,347
2063,256,2,3,1,2,256,0,0.009756,347
2064,256,2,3,1,3,2,0,0.017055,618
2065,256,2,3,1,3,4,0,0.015726,474
2066,256,2,3,1,3,8,0,0.016302,580
2067,256,2,3,1,3,16,0,0.010605,558
2068,256,2,3,1,3,32,0,0.010605,558
2069,256,2,3,1,3,64,0,0.010605,558
2070,256,2,3,1,3,128,0,0.010605,558
2071,256,2,3,1,3,256,0,0.010605,558
2072,256,2,3,1,4,2,0,0.015287,499
2073,256,2,3,1,4,4,0,0.016782,427
2074,256,2,3,1,4,8,0,0.016038,489
2075,256,2,3,1,4,16,0,0.009846,297
2076,256,2,3,1,4,32,0,0.009846,297
2077,256,2,3,1,4,64,0,0.009846,297
2078,256,2,3,1,4,128,0,0.009846,297
2079,256,2,3,1,4,256,0,0.009846,297
2080,256,2,3,2,1,2,0,0.030574,616
2081,256,2,3,2,1,4,0,0.021674,578
2082,256,2,3,2,1,8,0,0.02404,592
2083,256,2,3,2,1,16,0,0.01841,575
2084,256,2,3,2,1,32,0,0.01841,575
2085,256,2,3,2,1,64,0,0.01841,575
2086,256,2,3,2,1,128,0,0.01841,575
2088,256,2,3,2,2,2,0,0.032584,567
2089,256,2,3,2,2,4,0,0.022409,520
2090,256,2,3,2,2,8,0,0.025345,536
2091,256,2,3,2,2,16,0,0.018093,527
2092,256,2,3,2,2,32,0,0.018093,527
2093,256,2,3,2,2,64,0,0.018093,527
2094,256,2,3,2,2,128,0,0.018093,527
2095,256,2,3,2,2,256,0,0.018093,527
2096,256,2,3,2,3,2,0,0.031018,622
2097,256,2,3,2,3,4,0,0.027421,545
2098,256,2,3,2,3,8,0,0.02407,572
2099,256,2,3,2,3,16,0,0.018012,668
2100,256,2,3,2,3,32,0,0.018012,668
2101,256,2,3,2,3,64,0,0.018012,668
2102,256,2,3,2,3,128,0,0.018012,668
2103,256,2,3,2,3,256,0,0.018012,668
2104,256,2,3,2,4,2,0,0.029994,549
2105,256,2,3,2,4,4,0,0.022533,464
2106,256,2,3,2,4,8,0,0.023884,474
2107,256,2,3,2,4,16,0,0.01798,471
2108,256,2,3,2,4,32,0,0.01798,471
2109,256,2,3,2,4,64,0,0.01798,471
2110,256,2,3,2,4,128,0,0.01798,471
2111,256,2,3,2,4,256,0,0.01798,471
2112,256,2,3,3,1,2,0,0.048541,737
2113,256,2,3,3,1,4,0,0.043425,654
2114,256,2,3,3,1,8,0,0.044373,701
2115,256,2,3,3,1,16,0,0.031398,982
2116,256,2,3,3,1,32,0,0.031398,982
2117,256,2,3,3,1,64,0,0.031398,982
2118,256,2,3,3,1,128,0,0.031398,982
2119,256,2,3,3,1,256,0,0.031398,982
2120,256,2,3,3,2,2,0,0.044649,738
2121,256,2,3,3,2,4,0,0.044429,634
2122,256,2,3,3,2,8,0,0.044034,652
2123,256,2,3,3,2,16,0,0.030236,803
2124,256,2,3,3,2,32,0,0.030236,803
2126,256,2,3,3,2,128,0,0.030236,803
2127,256,2,3,3,2,256,0,0.030236,803
2128,256,2,3,3,3,2,0,0.046562,810
2130,256,2,3,3,3,8,0,0.047644,692
2131,256,2,3,3,3,16,0,0.031453,887
2132,256,2,3,3,3,32,0,0.031453,887
2133,256,2,3,3,3,64,0,0.031453,887
2134,256,2,3,3,3,128,0,0.031453,887
2135,256,2,3,3,3,256,0,0.031453,887
2136,256,2,3,3,4,2,0,0.048535,734
2137,256,2,3,3,4,4,0,0.047889,564
2138,256,2,3,3,4,8,0,0.043675,609
2139,256,2,3,3,4,16,0,0.032115,704
2140,256,2,3,3,4,32,0,0.032115,704
2141,256,2,3,3,4,64,0,0.030789,709
2142,256,2,3,3,4,128,0,0.032115,704
2143,256,2,3,3,4,256,0,0.032115,704
2144,256,2,3,4,1,2,0,0.061378,801
2145,256,2,3,4,1,4,0,0.055361,799
2146,256,2,3,4,1,8,0,0.048782,765
2147,256,2,3,4,1,16,0,0.046367,880
2148,256,2,3,4,1,32,0,0.046367,880
2149,256,2,3,4,1,64,0,0.046367,880
2150,256,2,3,4,1,128,0,0.046367,880
2151,256,2,3,4,1,256,0,0.046367,880
2152,256,2,3,4,2,2,0,0.061062,757
2153,256,2,3,4,2,4,0,0.052877,717
2154,256,2,3,4,2,8,0,0.045177,698
2155,256,2,3,4,2,16,0,0.044769,808
2156,256,2,3,4,2,32,0,0.044769,808
2157,256,2,3,4,2,64,0,0.044769,808
2158,256,2,3,4,2,128,0,0.044769,808
2159,256,2,3,4,2,256,0,0.044769,808
2160,256,2,3,4,3,2,0,0.063066,861
2161,256,2,3,4,3,4,0,0.05448,704
2162,256,2,3,4,3,8,0,0.05054,761
2163,256,2,3,4,3,16,0,0.044556,996
2164,256,2,3,4,3,32,0,0.044556,996
2165,256,2,3,4,3,64,0,0.044556,996
2166,256,2,3,4,3,128,0,0.044556,996
2167,256,2,3,4,3,256,0,0.044556,996
2168,256,2,3,4,4,2,0,0.059327,771
2169,256,2,3,4,4,4,0,0.052049,667
2170,256,2,3,4,4,8,0,0.047509,722
2171,256,2,3,4,4,16,0,0.044343,806
2172,256,2,3,4,4,32,0,0.044343,806
2173,256,2,3,4,4,64,0,0.044343,806
2174,256,2,3,4,4,128,0,0.044343,806
2175,256,2,3,4,4,256,0,0.044343,806
2176,256,2,4,1,1,2,0,0.023095,710
2177,256,2,4,1,1,4,0,0.02135,663
2178,256,2,4,1,1,8,0,0.023069,748
2179,256,2,4,1,1,16,0,0.015119,435
2180,256,2,4,1,1,32,0,0.015119,435
2181,256,2,4,1,1,64,0,0.015119,435
2182,256,2,4,1,1,128,0,0.015119,435
2183,256,2,4,1,1,256,0,0.015119,435
2184,256,2,4,1,2,2,0,0.021263,642
2185,256,2,4,1,2,4,0,0.021186,589
2186,256,2,4,1,2,8,0,0.02197,647
2187,256,2,4,1,2,16,0,0.013025,489
2188,256,2,4,1,2,32,0,0.013025,489
2189,256,2,4,1,2,64,0,0.013025,489
2190,256,2,4,1,2,128,0,0.013025,489
2191,256,2,4,1,2,256,0,0.013025,489
2192,256,2,4,1,3,2,0,0.021775,708
2193,256,2,4,1,3,4,0,0.022987,549
2194,256,2,4,1,3,8,0,0.023673,667
2195,256,2,4,1,3,16,0,0.013663,555
2196,256,2,4,1,3,32,0,0.013663,555
2197,256,2,4,1,3,64,0,0.013663,555
2198,256,2,4,1,3,128,0,0.013663,555
2199,256,2,4,1,3,256,0,0.013663,555
2200,256,2,4,1,4,2,0,0.022371,634
2201,256,2,4,1,4,4,0,0.02193,613
2202,256,2,4,1,4,8,0,0.021096,608
2203,256,2,4,1,4,16,0,0.013223,421
2204,256,2,4,1,4,32,0,0.013223,421
2205,256,2,4,1,4,64,0,0.013223,421
2206,256,2,4,1,4,128,0,0.013223,421
2207,256,2,4,1,4,256,0,0.013223,421
2208,256,2,4,2,1,2,0,0.043362,751
2209,256,2,4,2,1,4,0,0.032077,745
2210,256,2,4,2,1,8,0,0.032111,770
2211,256,2,4,2,1,16,0,0.02458,660
2212,256,2,4,2,1,32,0,0.02458,660
2213,256,2,4,2,1,64,0,0.02458,660
2214,256,2,4,2,1,128,0,0.02458,660
2215,256,2,4,2,1,256,0,0.02458,660
2216,256,2,4,2,2,2,0,0.046705,675
2217,256,2,4,2,2,4,0,0.032789,717
2218,256,2,4,2,2,8,0,0.031317,720
2219,256,2,4,2,2,16,0,0.025019,671
2220,256,2,4,2,2,32,0,0.025019,671
2221,256,2,4,2,2,64,0,0.025019,671
2222,256,2,4,2,2,128,0,0.025019,671
2223,256,2,4,2,2,256,0,0.025019,671
2225,256,2,4,2,3,4,0,0.033593,729
2226,256,2,4,2,3,8,0,0.033136,753
2227,256,2,4,2,3,16,0,0.024078,718
2228,256,2,4,2,3,32,0,0.024078,718
2229,256,2,4,2,3,64,0,0.024078,718
2230,256,2,4,2,3,128,0,0.024078,718
2231,256,2,4,2,3,256,0,0.024078,718
2232,256,2,4,2,4,2,0,0.042716,708
2233,256,2,4,2,4,4,0,0.032147,628
2234,256,2,4,2,4,8,0,0.033401,659
2235,256,2,4,2,4,16,0,0.024885,592
2236,256,2,4,2,4,32,0,0.024885,592
2237,256,2,4,2,4,64,0,0.024885,592
2238,256,2,4,2,4,128,0,0.024885,592
2239,256,2,4,2,4,256,0,0.024885,592
2240,256,2,4,3,1,2,0,0.065791,935
2241,256,2,4,3,1,4,0,0.066092,833
2242,256,2,4,3,1,8,0,0.063427,809
2243,256,2,4,3,1,16,0,0.042998,1010
2244,256,2,4,3,1,32,0,0.042998,1010
2245,256,2,4,3,1,64,0,0.042998,1010
2246,256,2,4,3,1,128,0,0.042998,1010
2247,256,2,4,3,1,256,0,0.042998,1010
2248,256,2,4,3,2,2,0,0.063836,873
2249,256,2,4,3,2,4,0,0.062148,773
2250,256,2,4,3,2,8,0,0.064834,771
2251,256,2,4,3,2,16,0,0.043218,997
2252,256,2,4,3,2,32,0,0.043218,997
2253,256,2,4,3,2,64,0,0.043218,997
2254,256,2,4,3,2,128,0,0.043218,997
2255,256,2,4,3,2,256,0,0.043218,997
2256,256,2,4,3,3,2,0,0.062306,926
2257,256,2,4,3,3,4,0,0.062621,783
2258,256,2,4,3,3,8,0,0.062361,784
2259,256,2,4,3,3,16,0,0.040381,1124
2260,256,2,4,3,3,32,0,0.040381,1124
2261,256,2,4,3,3,64,0,0.040381,1124
2262,256,2,4,3,3,128,0,0.040381,1124
2263,256,2,4,3,3,256,0,0.040381,1124
2264,256,2,4,3,4,2,0,0.064882,889
2265,256,2,4,3,4,4,0,0.06197,762
2266,256,2,4,3,4,8,0,0.064349,776
2268,256,2,4,3,4,32,0,0.043918,947
2269,256,2,4,3,4,64,0,0.043918,947
2270,256,2,4,3,4,128,0,0.043918,947
2271,256,2,4,3,4,256,0,0.043918,947
2272,256,2,4,4,1,2,0,0.081042,950
2273,256,2,4,4,1,4,0,0.080353,904
2274,256,2,4,4,1,8,0,0.064548,995
2275,256,2,4,4,1,16,0,0.062713,1097
2276,256,2,4,4,1,32,0,0.062713,1097
2277,256,2,4,4,1,64,0,0.062713,1097
2278,256,2,4,4,1,128,0,0.062713,1097
2279,256,2,4,4,1,256,0,0.062713,1097
2280,256,2,4,4,2,2,0,0.087427,965
2281,256,2,4,4,2,4,0,0.080033,892
2282,256,2,4,4,2,8,0,0.064684,950
2283,256,2,4,4,2,16,0,0.05779,1094
2284,256,2,4,4,2,32,0,0.05779,1094
2285,256,2,4,4,2,64,0,0.05779,1094
2286,256,2,4,4,2,128,0,0.05779,1094
2287,256,2,4,4,2,256,0,0.05779,1094
2288,256,2,4,4,3,2,0,0.083721,1029
2289,256,2,4,4,3,4,0,0.075713,916
2290,256,2,4,4,3,8,0,0.062005,967
2291,256,2,4,4,3,16,0,0.062192,1208
2292,256,2,4,4,3,32,0,0.062192,1208
2294,256,2,4,4,3,128,0,0.062192,1208
2295,256,2,4,4,3,256,0,0.062192,1208
2296,256,2,4,4,4,2,0,0.088061,936
2297,256,2,4,4,4,4,0,0.078932,811
2298,256,2,4,4,4,8,0,0.063966,938
2299,256,2,4,4,4,16,0,0.058973,1316
2300,256,2,4,4,4,32,0,0.058973,1316
2301,256,2,4,4,4,64,0,0.058973,1316
2302,256,2,4,4,4,128,0,0.058973,1316
2303,256,2,4,4,4,256,0,0.058973,1316
2304,256,3,1,1,1,2,0,0.00652,492
2305,256,3,1,1,1,4,0,0.006305,578
2306,256,3,1,1,1,8,0,0.007421,550
2307,256,3,1,1,1,16,0,0.003633,353
2308,256,3,1,1,1,32,0,0.003633,353
2309,256,3,1,1,1,64,0,0.003633,353
2310,256,3,1,1,1,128,0,0.003633,353
2311,256,3,1,1,1,256,0,0.003633,353
2312,256,3,1,1,2,2,0,0.007048,422
2313,256,3,1,1,2,4,0,0.00669,531
2314,256,3,1,1,2,8,0,0.006157,541
2315,256,3,1,1,2,16,0,0.004219,353
2316,256,3,1,1,2,32,0,0.004219,353
2317,256,3,1,1,2,64,0,0.004219,353
2318,256,3,1,1,2,128,0,0.004219,353
2319,256,3,1,1,2,256,0,0.004219,353
2320,256,3,1,1,3,2,0,0.006921,561
2321,256,3,1,1,3,4,0,0.006438,537
2322,256,3,1,1,3,8,0,0.00659,560
2323,256,3,1,1,3,16,0,0.004249,508
2324,256,3,1,1,3,32,0,0.004249,508
2325,256,3,1,1,3,64,0,0.004249,508
2326,256,3,1,1,3,128,0,0.004249,508
2327,256,3,1,1,3,256,0,0.004249,508
2328,256,3,1,1,4,2,0,0.006918,406
2329,256,3,1,1,4,4,0,0.006747,409
2330,256,3,1,1,4,8,0,0.005992,505
2331,256,3,1,1,4,16,0,0.004092,302
2332,256,3,1,1,4,32,0,0.004092,302
2333,256,3,1,1,4,64,0,0.004092,302
2334,256,3,1,1,4,128,0,0.004092,302
2335,256,3,1,1,4,256,0,0.004092,302
2336,256,3,1,2,1,2,0,0.013262,521
2337,256,3,1,2,1,4,0,0.01046,585
2338,256,3,1,2,1,8,0,0.010123,571
2339,256,3,1,2,1,16,0,0.009073,529
2340,256,3,1,2,1,32,0,0.009073,529
2341,256,3,1,2,1,64,0,0.009073,529
2342,256,3,1,2,1,128,0,0.009073,529
2343,256,3,1,2,1,256,0,0.009073,529
2344,256,3,1,2,2,2,0,0.013773,447
2345,256,3,1,2,2,4,0,0.010742,509
2346,256,3,1,2,2,8,0,0.010943,510
2347,256,3,1,2,2,16,0,0.009167,523
2348,256,3,1,2,2,32,0,0.009167,523
2349,256,3,1,2,2,64,0,0.009167,523
2350,256,3,1,2,2,128,0,0.009167,523
2351,256,3,1,2,2,256,0,0.009167,523
2352,256,3,1,2,3,2,0,0.016636,617
2353,256,3,1,2,3,4,0,0.013005,581
2354,256,3,1,2,3,8,0,0.012693,610
2355,256,3,1,2,3,16,0,0.009225,577
2356,256,3,1,2,3,32,0,0.009225,577
2357,256,3,1,2,3,64,0,0.009225,577
2358,256,3,1,2,3,128,0,0.009225,577
2359,256,3,1,2,3,256,0,0.009225,577
2360,256,3,1,2,4,2,0,0.01446,485
2361,256,3,1,2,4,4,0,0.010492,448
2362,256,3,1,2,4,8,0,0.010266,497
2363,256,3,1,2,4,16,0,0.009149,437
2364,256,3,1,2,4,32,0,0.009149,437
2365,256,3,1,2,4,64,0,0.009149,437
2366,256,3,1,2,4,128,0,0.009149,437
2367,256,3,1,2,4,256,0,0.009149,437
2368,256,3,1,3,1,2,0,0.024946,639
2369,256,3,1,3,1,4,0,0.024113,634
2370,256,3,1,3,1,8,0,0.023318,632
2371,256,3,1,3,1,16,0,0.01376,797
2372,256,3,1,3,1,32,0,0.01376,797
2373,256,3,1,3,1,64,0,0.01376,797
2374,256,3,1,3,1,128,0,0.01376,797
2375,256,3,1,3,1,256,0,0.01376,797
2376,256,3,1,3,2,2,0,0.023256,650
2377,256,3,1,3,2,4,0,0.022754,641
2378,256,3,1,3,2,8,0,0.021867,637
2379,256,3,1,3,2,16,0,0.013969,719
2380,256,3,1,3,2,32,0,0.013969,719
2381,256,3,1,3,2,64,0,0.013711,726
2382,256,3,1,3,2,128,0,0.013969,719
2383,256,3,1,3,2,256,0,0.013969,719
2384,256,3,1,3,3,2,0,0.025082,712
2385,256,3,1,3,3,4,0,0.023985,639
2386,256,3,1,3,3,8,0,0.02265,637
2387,256,3,1,3,3,16,0,0.014011,943
2388,256,3,1,3,3,32,0,0.014011,943
2389,256,3,1,3,3,64,0,0.014066,927
2390,256,3,1,3,3,128,0,0.014011,943
2391,256,3,1,3,3,256,0,0.014011,943
2392,256,3,1,3,4,2,0,0.023712,571
2393,256,3,1,3,4,4,0,0.023868,604
2394,256,3,1,3,4,8,0,0.022043,595
2395,256,3,1,3,4,16,0,0.013337,729
2396,256,3,1,3,4,32,0,0.013626,721
2397,256,3,1,3,4,64,0,0.013337,729
2398,256,3,1,3,4,128,0,0.013337,729
2399,256,3,1,3,4,256,0,0.013337,729
2400,256,3,1,4,1,2,0,0.031833,718
2401,256,3,1,4,1,4,0,0.029826,728
2402,256,3,1,4,1,8,0,0.023657,722
2403,256,3,1,4,1,16,0,0.022721,873
2404,256,3,1,4,1,32,0,0.022721,873
2405,256,3,1,4,1,64,0,0.022721,873
2406,256,3,1,4,1,128,0,0.022721,873
2407,256,3,1,4,1,256,0,0.022721,873
2408,256,3,1,4,2,2,0,0.031149,656
2409,256,3,1,4,2,4,0,0.02919,653
2410,256,3,1,4,2,8,0,0.024563,677
2411,256,3,1,4,2,16,0,0.023944,871
2412,256,3,1,4,2,32,0,0.023944,871
2413,256,3,1,4,2,64,0,0.023944,871
2414,256,3,1,4,2,128,0,0.023944,871
2415,256,3,1,4,2,256,0,0.023944,871
2416,256,3,1,4,3,2,0,0.032239,734
2417,256,3,1,4,3,4,0,0.030179,679
2418,256,3,1,4,3,8,0,0.024328,730
2419,256,3,1,4,3,16,0,0.024441,1045
2420,256,3,1,4,3,32,0,0.024441,1045
2421,256,3,1,4,3,64,0,0.024441,1045
2422,256,3,1,4,3,128,0,0.024441,1045
2423,256,3,1,4,3,256,0,0.024441,1045
2424,256,3,1,4,4,2,0,0.031574,622
2425,256,3,1,4,4,4,0,0.0288,639
2426,256,3,1,4,4,8,0,0.024627,633
2427,256,3,1,4,4,16,0,0.022807,890
2428,256,3,1,4,4,32,0,0.022807,890
2429,256,3,1,4,4,64,0,0.022807,890
2430,256,3,1,4,4,128,0,0.02302,893
2431,256,3,1,4,4,256,0,0.022807,890
2432,256,3,2,1,1,2,0,0.010711,651
2433,256,3,2,1,1,4,0,0.010962,627
2434,256,3,2,1,1,8,0,0.010546,711
2435,256,3,2,1,1,16,0,0.006583,455
2436,256,3,2,1,1,32,0,0.006583,455
2437,256,3,2,1,1,64,0,0.006583,455
2438,256,3,2,1,1,128,0,0.006583,455
2439,256,3,2,1,1,256,0,0.006583,455
2440,256,3,2,1,2,2,0,0.011785,568
2441,256,3,2,1,2,4,0,0.010817,552
2442,256,3,2,1,2,8,0,0.010707,641
2443,256,3,2,1,2,16,0,0.007346,412
2444,256,3,2,1,2,32,0,0.007346,412
2445,256,3,2,1,2,64,0,0.007346,412
2446,256,3,2,1,2,128,0,0.007346,412
2447,256,3,2,1,2,256,0,0.007346,412
2448,256,3,2,1,3,2,0,0.011022,706
2449,256,3,2,1,3,4,0,0.010388,590
2450,256,3,2,1,3,8,0,0.011598,697
2451,256,3,2,1,3,16,0,0.007167,529
2452,256,3,2,1,3,32,0,0.007167,529
2453,256,3,2,1,3,64,0,0.007167,529
2454,256,3,2,1,3,128,0,0.007167,529
2455,256,3,2,1,3,256,0,0.007167,529
2456,256,3,2,1,4,2,0,0.011565,609
2457,256,3,2,1,4,4,0,0.011591,539
2458,256,3,2,1,4,8,0,0.011293,610
2459,256,3,2,1,4,16,0,0.007559,350
2460,256,3,2,1,4,32,0,0.007559,350
2461,256,3,2,1,4,64,0,0.007559,350
2462,256,3,2,1,4,128,0,0.007559,350
2463,256,3,2,1,4,256,0,0.007559,350
2465,256,3,2,2,1,4,0,0.016518,686
2466,256,3,2,2,1,8,0,0.017292,801
2467,256,3,2,2,1,16,0,0.012443,578
2468,256,3,2,2,1,32,0,0.012443,578
2469,256,3,2,2,1,64,0,0.012476,574
2470,256,3,2,2,1,128,0,0.012443,578
2471,256,3,2,2,1,256,0,0.012443,578
2472,256,3,2,2,2,2,0,0.022383,633
2473,256,3,2,2,2,4,0,0.016735,642
2474,256,3,2,2,2,8,0,0.016439,742
2476,256,3,2,2,2,32,0,0.012366,560
2477,256,3,2,2,2,64,0,0.012366,560
2478,256,3,2,2,2,128,0,0.012366,560
2479,256,3,2,2,2,256,0,0.012366,560
2480,256,3,2,2,3,2,0,0.022855,740
2481,256,3,2,2,3,4,0,0.017323,699
2482,256,3,2,2,3,8,0,0.017022,758
2483,256,3,2,2,3,16,0,0.012648,705
2484,256,3,2,2,3,32,0,0.012648,705
2485,256,3,2,2,3,64,0,0.012648,705
2486,256,3,2,2,3,128,0,0.012648,705
2487,256,3,2,2,3,256,0,0.012648,705
2488,256,3,2,2,4,2,0,0.022568,638
2489,256,3,2,2,4,4,0,0.016642,606
2490,256,3,2,2,4,8,0,0.016594,677
2491,256,3,2,2,4,16,0,0.01242,558
2492,256,3,2,2,4,32,0,0.01242,558
2493,256,3,2,2,4,64,0,0.012514,567
2494,256,3,2,2,4,128,0,0.01242,558
2495,256,3,2,2,4,256,0,0.01242,558
2496,256,3,2,3,1,2,0,0.033765,863
2497,256,3,2,3,1,4,0,0.031161,761
2498,256,3,2,3,1,8,0,0.031566,868
2499,256,3,2,3,1,16,0,0.021193,1004
2500,256,3,2,3,1,32,0,0.021193,1004
2501,256,3,2,3,1,64,0,0.021193,1004
2502,256,3,2,3,1,128,0,0.021193,1004
2503,256,3,2,3,1,256,0,0.021193,1004
2504,256,3,2,3,2,2,0,0.031596,799
2505,256,3,2,3,2,4,0,0.031692,718
2506,256,3,2,3,2,8,0,0.029967,804
2507,256,3,2,3,2,16,0,0.019971,868
2508,256,3,2,3,2,32,0,0.019971,868
2509,256,3,2,3,2,64,0,0.019971,868
2510,256,3,2,3,2,128,0,0.019971,868
2511,256,3,2,3,2,256,0,0.019971,868
2512,256,3,2,3,3,2,0,0.032132,913
2513,256,3,2,3,3,4,0,0.03334,726
2514,256,3,2,3,3,8,0,0.032863,864
2515,256,3,2,3,3,16,0,0.020083,983
2516,256,3,2,3,3,32,0,0.020083,983
2517,256,3,2,3,3,64,0,0.020083,983
2518,256,3,2,3,3,128,0,0.020083,983
2519,256,3,2,3,3,256,0,0.020083,983
2520,256,3,2,3,4,2,0,0.030388,767
2521,256,3,2,3,4,4,0,0.031376,715
2522,256,3,2,3,4,8,0,0.030759,779
2523,256,3,2,3,4,16,0,0.020082,894
2524,256,3,2,3,4,32,0,0.020082,894
2525,256,3,2,3,4,64,0,0.020082,894
2526,256,3,2,3,4,128,0,0.020082,894
2527,256,3,2,3,4,256,0,0.020082,894
2528,256,3,2,4,1,2,0,0.04206,849
2529,256,3,2,4,1,4,0,0.041217,915
2530,256,3,2,4,1,8,0,0.0323,991
2531,256,3,2,4,1,16,0,0.030812,925
2532,256,3,2,4,1,32,0,0.030812,925
2533,256,3,2,4,1,64,0,0.030812,925
2534,256,3,2,4,1,128,0,0.030812,925
2535,256,3,2,4,1,256,0,0.030812,925
2536,256,3,2,4,2,2,0,0.042489,826
2537,256,3,2,4,2,4,0,0.040942,843
2538,256,3,2,4,2,8,0,0.032241,932
2539,256,3,2,4,2,16,0,0.030716,995
2540,256,3,2,4,2,32,0,0.030645,975
2541,256,3,2,4,2,64,0,0.030716,995
2542,256,3,2,4,2,128,0,0.030716,995
2543,256,3,2,4,2,256,0,0.030716,995
2544,256,3,2,4,3,2,0,0.041988,929
2545,256,3,2,4,3,4,0,0.03977,849
2546,256,3,2,4,3,8,0,0.03228,991
2547,256,3,2,4,3,16,0,0.030573,1018
2548,256,3,2,4,3,32,0,0.030573,1018
2549,256,3,2,4,3,64,0,0.030573,1018
2550,256,3,2,4,3,128,0,0.030573,1018
2551,256,3,2,4,3,256,0,0.030573,1018
2552,256,3,2,4,4,2,0,0.04174,885
2553,256,3,2,4,4,4,0,0.039878,790
2554,256,3,2,4,4,8,0,0.031061,908
2555,256,3,2,4,4,16,0,0.030953,855
2556,256,3,2,4,4,32,0,0.030953,855
2557,256,3,2,4,4,64,0,0.030953,855
2558,256,3,2,4,4,128,0,0.030953,855
2559,256,3,2,4,4,256,0,0.030953,855
2560,256,3,3,1,1,2,0,0.017037,627
2561,256,3,3,1,1,4,0,0.015679,615
2562,256,3,3,1,1,8,0,0.01633,722
2563,256,3,3,1,1,16,0,0.010686,400
2564,256,3,3,1,1,32,0,0.010686,400
2565,256,3,3,1,1,64,0,0.010686,400
2566,256,3,3,1,1,128,0,0.010686,400
2567,256,3,3,1,1,256,0,0.010686,400
2568,256,3,3,1,2,2,0,0.016844,561
2569,256,3,3,1,2,4,0,0.017155,579
2570,256,3,3,1,2,8,0,0.016171,678
2571,256,3,3,1,2,16,0,0.010233,360
