n,knob_blockdim_x,knob_blockdim_y,knob_unroll_dct,knob_unroll_width,knob_unroll_height,knob_array_partition1,knob_array_partition2,knob_I_B,obj1,obj2,lut,ff,dsp,bram
0456,1,4,2,4,1,1,4194304,0,1.465708,235,1168,546,1,0
0457,1,4,2,4,1,2,2097152,0,1.609205,324,1615,551,1,0
0458,1,4,2,4,1,4,1048576,0,1.513819,365,1807,254,1,0
0459,1,4,2,4,2,1,4194304,0,1.526884,411,1926,862,1,0
0460,1,4,2,4,2,2,2097152,0,1.548763,494,2604,869,1,0
0461,1,4,2,4,2,4,1048576,0,1.639955,563,2787,266,1,0
0462,1,4,2,4,4,1,4194304,0,1.610569,678,3070,1476,1,0
0463,1,4,2,4,4,2,2097152,0,1.607396,914,5249,1495,1,0
0464,1,4,2,4,4,4,1048576,0,1.625766,839,4172,278,1,0
0468,1,4,2,8,1,1,4194304,0,1.574626,403,1818,855,1,0
0469,1,4,2,8,1,2,2097152,0,1.576630,537,2699,862,1,0
0470,1,4,2,8,1,4,1048576,0,1.644954,539,2753,264,1,0
0471,1,4,2,8,2,1,4194304,0,1.531560,735,3157,1484,1,0
0472,1,4,2,8,2,2,2097152,0,1.519034,1020,5285,1498,1,0
0473,1,4,2,8,2,4,1048576,0,1.561456,772,4287,280,1,0
0480,1,4,4,1,1,1,4194304,0,1.510893,128,720,238,1,0
0481,1,4,4,1,1,2,2097152,0,1.620614,192,920,242,1,0
0482,1,4,4,1,1,4,1048576,0,1.636690,270,1196,242,1,0
0483,1,4,4,1,2,1,4194304,0,1.414649,183,964,246,1,0
0484,1,4,4,1,2,2,2097152,0,1.524514,243,1129,248,1,0
0485,1,4,4,1,2,4,1048576,0,1.528657,343,1645,260,1,0
0486,1,4,4,1,4,1,4194304,0,1.537784,262,1457,247,1,0
0487,1,4,4,1,4,2,2097152,0,1.504646,331,1703,248,1,0
0488,1,4,4,1,4,4,1048576,0,1.505971,502,2288,253,1,0
0489,1,4,4,1,8,1,4194304,0,1.616408,340,1979,256,1,0
0490,1,4,4,1,8,2,2097152,0,1.608289,505,2931,261,1,0
0491,1,4,4,1,8,4,1048576,0,1.553945,710,3586,268,1,0
0492,1,4,4,2,1,1,4194304,0,1.534427,181,1002,246,1,0
0493,1,4,4,2,1,2,2097152,0,1.530947,238,1180,247,1,0
0494,1,4,4,2,1,4,1048576,0,1.569730,351,1657,250,1,0
0495,1,4,4,2,2,1,4194304,0,1.540918,270,1527,249,1,0
0496,1,4,4,2,2,2,2097152,0,1.564945,351,1778,253,1,0
0497,1,4,4,2,2,4,1048576,0,1.586819,515,2420,256,1,0
0498,1,4,4,2,4,1,4194304,0,1.545239,377,2134,258,1,0
0499,1,4,4,2,4,2,2097152,0,1.563797,524,2782,262,1,0
0500,1,4,4,2,4,4,1048576,0,1.588319,735,3717,278,1,0
0501,1,4,4,2,8,1,4194304,0,1.610939,594,3503,276,1,0
0504,1,4,4,4,1,1,4194304,0,1.476749,279,1498,251,1,0
0505,1,4,4,4,1,2,2097152,0,1.631716,343,1781,255,1,0
0506,1,4,4,4,1,4,1048576,0,1.603375,532,2398,259,1,0
0507,1,4,4,4,2,1,4194304,0,1.621120,422,2404,265,1,0
0508,1,4,4,4,2,2,2097152,0,1.605709,587,3038,263,1,0
0509,1,4,4,4,2,4,1048576,0,1.567430,758,3877,272,1,0
0510,1,4,4,4,4,1,4194304,0,1.589644,584,3236,277,1,0
0516,1,4,4,8,1,1,4194304,0,1.540890,412,2362,260,1,0
0517,1,4,4,8,1,2,2097152,0,1.576690,562,3164,268,1,0
0518,1,4,4,8,1,4,1048576,0,1.598071,773,4132,280,1,0
0519,1,4,4,8,2,1,4194304,0,1.550031,699,3860,294,1,0
0528,1,4,8,1,1,1,4194304,0,1.559924,124,678,344,1,0
0529,1,4,8,1,1,2,2097152,0,1.583071,208,1043,349,1,0
0530,1,4,8,1,1,4,1048576,0,1.527747,304,1413,353,1,0
0531,1,4,8,1,2,1,4194304,0,1.353623,149,823,240,1,0
0532,1,4,8,1,2,2,2097152,0,1.476068,232,1181,242,1,0
0533,1,4,8,1,2,4,1048576,0,1.522682,343,1713,255,1,0
0534,1,4,8,1,4,1,4194304,0,1.371869,205,1126,241,1,0
0535,1,4,8,1,4,2,2097152,0,1.535331,338,1624,244,1,0
0536,1,4,8,1,4,4,1048576,0,1.600486,552,2605,254,1,0
0537,1,4,8,1,8,1,4194304,0,1.456974,338,1831,245,1,0
0538,1,4,8,1,8,2,2097152,0,1.548383,515,2627,245,1,0
0540,1,4,8,2,1,1,4194304,0,1.492778,191,984,468,1,0
0541,1,4,8,2,1,2,2097152,0,1.482599,237,1323,470,1,0
0542,1,4,8,2,1,4,1048576,0,1.520358,402,1963,483,1,0
0543,1,4,8,2,2,1,4194304,0,1.522024,222,1260,241,1,0
0544,1,4,8,2,2,2,2097152,0,1.579307,353,1844,245,1,0
0545,1,4,8,2,2,4,1048576,0,1.587350,586,2868,254,1,0
0546,1,4,8,2,4,1,4194304,0,1.524662,348,1924,242,1,0
0547,1,4,8,2,4,2,2097152,0,1.546982,535,2815,246,1,0
0552,1,4,8,4,1,1,4194304,0,1.449273,225,1257,241,1,0
0553,1,4,8,4,1,2,2097152,0,1.547774,366,1862,243,1,0
0554,1,4,8,4,1,4,1048576,0,1.541863,550,2608,250,1,0
0555,1,4,8,4,2,1,4194304,0,1.577501,380,1969,242,1,0
0556,1,4,8,4,2,2,2097152,0,1.517100,629,3466,248,1,0
0564,1,4,8,8,1,1,4194304,0,1.478166,384,2160,242,1,0
0565,1,4,8,8,1,2,2097152,0,1.571742,594,3349,247,1,0
0576,1,8,1,1,1,1,4194304,0,1.528392,89,482,303,1,0
0577,1,8,1,1,1,2,2097152,0,1.580921,147,593,305,1,0
0578,1,8,1,1,1,4,1048576,0,1.581763,152,793,317,1,0
0579,1,8,1,1,2,1,4194304,0,1.375420,118,588,243,1,0
0580,1,8,1,1,2,2,2097152,0,1.485844,170,757,244,1,0
0581,1,8,1,1,2,4,1048576,0,1.498469,231,964,254,1,0
0582,1,8,1,1,4,1,4194304,0,1.404068,153,764,243,1,0
0583,1,8,1,1,4,2,2097152,0,1.618499,216,991,245,1,0
0584,1,8,1,1,4,4,1048576,0,1.488056,360,1423,254,1,0
0585,1,8,1,1,8,1,4194304,0,1.516932,223,1108,244,1,0
0586,1,8,1,1,8,2,2097152,0,1.553118,318,1580,247,1,0
0587,1,8,1,1,8,4,1048576,0,1.543019,508,2261,258,1,0
0588,1,8,1,2,1,1,4194304,0,1.418788,104,521,242,1,0
0589,1,8,1,2,1,2,2097152,0,1.646918,166,710,244,1,0
0590,1,8,1,2,1,4,1048576,0,1.558696,242,928,251,1,0
0591,1,8,1,2,2,1,4194304,0,1.484497,141,750,243,1,0
0592,1,8,1,2,2,2,2097152,0,1.643399,233,1056,246,1,0
0593,1,8,1,2,2,4,1048576,0,1.615793,324,1392,256,1,0
0594,1,8,1,2,4,1,4194304,0,1.593250,235,1266,244,1,0
0595,1,8,1,2,4,2,2097152,0,1.565647,310,1710,250,1,0
0596,1,8,1,2,4,4,1048576,0,1.626408,481,2289,255,1,0
0600,1,8,1,4,1,1,4194304,0,1.568461,149,838,243,1,0
0601,1,8,1,4,1,2,2097152,0,1.508861,231,1110,245,1,0
0602,1,8,1,4,1,4,1048576,0,1.541018,313,1416,252,1,0
0603,1,8,1,4,2,1,4194304,0,1.505537,222,1224,244,1,0
0604,1,8,1,4,2,2,2097152,0,1.623704,368,1755,246,1,0
0605,1,8,1,4,2,4,1048576,0,1.586840,470,2289,256,1,0
0606,1,8,1,4,4,1,4194304,0,1.543429,329,1713,247,1,0
0612,1,8,1,8,1,1,4194304,0,1.546068,225,1223,244,1,0
0613,1,8,1,8,1,2,2097152,0,1.558527,397,2316,250,1,0
0614,1,8,1,8,1,4,1048576,0,1.574858,535,2932,255,1,0
0624,1,8,2,1,1,1,4194304,0,1.516828,155,846,470,1,0
0625,1,8,2,1,1,2,2097152,0,1.655481,218,1020,472,1,0
0626,1,8,2,1,1,4,1048576,0,1.520503,221,1167,331,1,0
0627,1,8,2,1,2,1,4194304,0,1.437363,222,1067,545,1,0
0628,1,8,2,1,2,2,2097152,0,1.430182,299,1444,550,1,0
0629,1,8,2,1,2,4,1048576,0,1.499828,379,1676,259,1,0
0630,1,8,2,1,4,1,4194304,0,1.504858,395,1615,853,1,0
0631,1,8,2,1,4,2,2097152,0,1.644639,441,2270,857,1,0
0632,1,8,2,1,4,4,1048576,0,1.598547,487,2496,262,1,0
0633,1,8,2,1,8,1,4194304,0,1.483910,584,3001,1476,1,0
0634,1,8,2,1,8,2,2097152,0,1.537849,837,3991,1476,1,0
0635,1,8,2,1,8,4,1048576,0,1.615669,838,4082,268,1,0
0636,1,8,2,2,1,1,4194304,0,1.574793,221,1085,545,1,0
0637,1,8,2,2,1,2,2097152,0,1.616055,318,1483,548,1,0
0638,1,8,2,2,1,4,1048576,0,1.465709,332,1648,253,1,0
0639,1,8,2,2,2,1,4194304,0,1.530058,348,1768,853,1,0
0640,1,8,2,2,2,2,2097152,0,1.560956,442,2371,855,1,0
0641,1,8,2,2,2,4,1048576,0,1.616573,532,2498,268,1,0
0642,1,8,2,2,4,1,4194304,0,1.644972,685,2888,1475,1,0
0643,1,8,2,2,4,2,2097152,0,1.558632,780,4296,1477,1,0
0644,1,8,2,2,4,4,1048576,0,1.625600,751,4307,281,1,0
0648,1,8,2,4,1,1,4194304,0,1.501791,377,1689,855,1,0
0649,1,8,2,4,1,2,2097152,0,1.520835,492,2688,863,1,0
0650,1,8,2,4,1,4,1048576,0,1.574793,526,2617,260,1,0
0651,1,8,2,4,2,1,4194304,0,1.601708,656,2925,1472,1,0
0652,1,8,2,4,2,2,2097152,0,1.611562,852,4309,1485,1,0
0653,1,8,2,4,2,4,1048576,0,1.613900,757,3947,277,1,0
0660,1,8,2,8,1,1,4194304,0,1.571452,715,3030,1477,1,0
0661,1,8,2,8,1,2,2097152,0,1.575795,898,5042,1482,1,0
0662,1,8,2,8,1,4,1048576,0,1.553410,846,4529,276,1,0
0672,1,8,4,1,1,1,4194304,0,1.551997,168,940,353,1,0
0673,1,8,4,1,1,2,2097152,0,1.618127,227,1113,355,1,0
0674,1,8,4,1,1,4,1048576,0,1.572880,305,1460,361,1,0
0675,1,8,4,1,2,1,4194304,0,1.574392,193,1048,245,1,0
0676,1,8,4,1,2,2,2097152,0,1.580358,260,1247,247,1,0
0677,1,8,4,1,2,4,1048576,0,1.501315,404,2050,255,1,0
0678,1,8,4,1,4,1,4194304,0,1.484100,260,1456,246,1,0
0679,1,8,4,1,4,2,2097152,0,1.621790,366,1764,251,1,0
0680,1,8,4,1,4,4,1048576,0,1.521215,580,2883,259,1,0
0681,1,8,4,1,8,1,4194304,0,1.516666,397,2160,254,1,0
0682,1,8,4,1,8,2,2097152,0,1.546821,544,2651,255,1,0
0684,1,8,4,2,1,1,4194304,0,1.442938,205,1162,245,1,0
0685,1,8,4,2,1,2,2097152,0,1.535090,302,1466,247,1,0
0686,1,8,4,2,1,4,1048576,0,1.578846,410,2139,255,1,0
0687,1,8,4,2,2,1,4194304,0,1.544232,279,1620,253,1,0
0688,1,8,4,2,2,2,2097152,0,1.556991,371,2065,255,1,0
0689,1,8,4,2,2,4,1048576,0,1.585990,573,3000,260,1,0
0690,1,8,4,2,4,1,4194304,0,1.604060,455,2621,263,1,0
0691,1,8,4,2,4,2,2097152,0,1.500337,626,3160,269,1,0
0696,1,8,4,4,1,1,4194304,0,1.589950,330,1812,254,1,0
0697,1,8,4,4,1,2,2097152,0,1.567575,429,2202,259,1,0
0698,1,8,4,4,1,4,1048576,0,1.634700,632,3169,264,1,0
0699,1,8,4,4,2,1,4194304,0,1.605046,509,2796,262,1,0
0700,1,8,4,4,2,2,2097152,0,1.586984,655,3500,270,1,0
0701,1,8,4,4,2,4,1048576,0,1.581019,870,4687,272,1,0
0708,1,8,4,8,1,1,4194304,0,1.524979,494,2734,268,1,0
0709,1,8,4,8,1,2,2097152,0,1.490339,659,3661,273,1,0
0720,1,8,8,1,1,1,4194304,0,1.460930,159,814,240,1,0
0721,1,8,8,1,1,2,2097152,0,1.509032,207,1092,242,1,0
0722,1,8,8,1,1,4,1048576,0,1.513793,307,1644,249,1,0
0723,1,8,8,1,2,1,4194304,0,1.503806,209,1109,241,1,0
0724,1,8,8,1,2,2,2097152,0,1.522190,304,1541,245,1,0
0726,1,8,8,1,4,1,4194304,0,1.483306,279,1560,242,1,0
0732,1,8,8,2,1,1,4194304,0,1.511657,222,1173,241,1,0
0733,1,8,8,2,1,2,2097152,0,1.552699,353,1665,245,1,0
0734,1,8,8,2,1,4,1048576,0,1.553356,480,2432,252,1,0
0735,1,8,8,2,2,1,4194304,0,1.496419,338,1902,244,1,0
0744,1,8,8,4,1,1,4194304,0,1.589308,368,1961,242,1,0
0745,1,8,8,4,1,2,2097152,0,1.509194,550,2780,247,1,0
0756,1,8,8,8,1,1,4194304,0,1.593248,547,3205,243,1,0
0768,2,1,1,1,1,1,4194304,0,1.308533,87,415,248,1,0
0769,2,1,1,1,1,2,2097152,0,1.278471,115,515,251,1,0
0770,2,1,1,1,1,4,1048576,0,1.398718,159,652,260,1,0
0771,2,1,1,1,2,1,4194304,0,1.197342,93,429,265,1,0
0772,2,1,1,1,2,2,2097152,0,1.356233,133,543,267,1,0
0773,2,1,1,1,2,4,1048576,0,1.301694,197,683,276,1,0
0774,2,1,1,1,4,1,4194304,0,1.286710,126,616,234,1,0
0775,2,1,1,1,4,2,2097152,0,1.435962,164,704,234,1,0
0776,2,1,1,1,4,4,1048576,0,1.395779,245,903,241,1,0
0777,2,1,1,1,8,1,4194304,0,1.346244,150,743,240,1,0
0778,2,1,1,1,8,2,2097152,0,1.484853,208,923,242,1,0
0779,2,1,1,1,8,4,1048576,0,1.451762,269,1176,250,1,0
0780,2,1,1,2,1,1,4194304,0,1.329643,90,432,266,1,0
0781,2,1,1,2,1,2,2097152,0,1.453099,115,529,268,1,0
0782,2,1,1,2,1,4,1048576,0,1.339438,151,675,277,1,0
0783,2,1,1,2,2,1,4194304,0,1.485237,119,609,301,1,0
0784,2,1,1,2,2,2,2097152,0,1.671313,176,725,303,1,0
0785,2,1,1,2,2,4,1048576,0,1.666248,229,920,310,1,0
0786,2,1,1,2,4,1,4194304,0,1.519366,122,684,240,1,0
0787,2,1,1,2,4,2,2097152,0,1.580317,198,867,242,1,0
0788,2,1,1,2,4,4,1048576,0,1.560900,212,1148,249,1,0
0789,2,1,1,2,8,1,4194304,0,1.563188,172,951,241,1,0
0790,2,1,1,2,8,2,2097152,0,1.617889,256,1247,244,1,0
0791,2,1,1,2,8,4,1048576,0,1.592733,371,1544,254,1,0
0792,2,1,1,4,1,1,4194304,0,1.450396,121,613,235,1,0
0793,2,1,1,4,1,2,2097152,0,1.629584,166,758,234,1,0
0794,2,1,1,4,1,4,1048576,0,1.625193,172,925,241,1,0
0795,2,1,1,4,2,1,4194304,0,1.434580,139,759,240,1,0
0796,2,1,1,4,2,2,2097152,0,1.658311,173,956,242,1,0
0797,2,1,1,4,2,4,1048576,0,1.578105,307,1245,249,1,0
0798,2,1,1,4,4,1,4194304,0,1.563939,166,851,241,1,0
0799,2,1,1,4,4,2,2097152,0,1.574576,213,1105,243,1,0
0800,2,1,1,4,4,4,1048576,0,1.617460,328,1548,254,1,0
0801,2,1,1,4,8,1,4194304,0,1.543772,242,1293,242,1,0
0802,2,1,1,4,8,2,2097152,0,1.676641,377,1845,248,1,0
0803,2,1,1,4,8,4,1048576,0,1.621602,524,2418,253,1,0
0804,2,1,1,8,1,1,4194304,0,1.433338,152,778,240,1,0
0805,2,1,1,8,1,2,2097152,0,1.663699,192,951,242,1,0
0806,2,1,1,8,1,4,1048576,0,1.620464,304,1184,249,1,0
0807,2,1,1,8,2,1,4194304,0,1.578105,194,1061,241,1,0
0808,2,1,1,8,2,2,2097152,0,1.588236,250,1328,244,1,0
0809,2,1,1,8,2,4,1048576,0,1.620994,366,1692,252,1,0
0810,2,1,1,8,4,1,4194304,0,1.611382,223,1206,242,1,0
0811,2,1,1,8,4,2,2097152,0,1.647513,343,1676,246,1,0
0812,2,1,1,8,4,4,1048576,0,1.621512,426,2337,254,1,0
0816,2,1,2,1,1,1,4194304,0,1.274582,103,480,278,1,0
0817,2,1,2,1,1,2,2097152,0,1.310610,112,572,280,1,0
0818,2,1,2,1,1,4,1048576,0,1.460088,196,785,271,1,0
0819,2,1,2,1,2,1,4194304,0,1.248531,108,509,323,1,0
0820,2,1,2,1,2,2,2097152,0,1.318564,165,641,325,1,0
0821,2,1,2,1,2,4,1048576,0,1.300804,205,853,296,1,0
0822,2,1,2,1,4,1,4194304,0,1.344904,154,800,414,1,0
0823,2,1,2,1,4,2,2097152,0,1.648462,229,1263,422,1,0
0824,2,1,2,1,4,4,1048576,0,1.643604,311,1432,355,1,0
0825,2,1,2,1,8,1,4194304,0,1.388226,210,1101,394,1,0
0826,2,1,2,1,8,2,2097152,0,1.518052,340,1739,406,1,0
0827,2,1,2,1,8,4,1048576,0,1.569145,430,1833,259,1,0
0828,2,1,2,2,1,1,4194304,0,1.329043,102,514,324,1,0
0829,2,1,2,2,1,2,2097152,0,1.461092,145,748,326,1,0
0830,2,1,2,2,1,4,1048576,0,1.462936,235,852,297,1,0
0831,2,1,2,2,2,1,4194304,0,1.608244,145,798,415,1,0
0832,2,1,2,2,2,2,2097152,0,1.635051,201,1007,418,1,0
0833,2,1,2,2,2,4,1048576,0,1.573731,254,1204,352,1,0
0834,2,1,2,2,4,1,4194304,0,1.453293,200,1130,396,1,0
0835,2,1,2,2,4,2,2097152,0,1.604067,339,1627,400,1,0
0836,2,1,2,2,4,4,1048576,0,1.571566,368,1918,263,1,0
0837,2,1,2,2,8,1,4194304,0,1.574337,333,1693,554,1,0
0838,2,1,2,2,8,2,2097152,0,1.648548,648,4003,656,1,0
0839,2,1,2,2,8,4,1048576,0,1.592429,715,4342,381,1,0
0840,2,1,2,4,1,1,4194304,0,1.553761,145,762,417,1,0
0841,2,1,2,4,1,2,2097152,0,1.539852,200,899,419,1,0
0842,2,1,2,4,1,4,1048576,0,1.568173,246,1169,352,1,0
0843,2,1,2,4,2,1,4194304,0,1.587133,227,1114,397,1,0
0844,2,1,2,4,2,2,2097152,0,1.532850,347,1562,397,1,0
0845,2,1,2,4,2,4,1048576,0,1.556138,357,1796,255,1,0
0846,2,1,2,4,4,1,4194304,0,1.601050,328,1736,562,1,0
0847,2,1,2,4,4,2,2097152,0,1.588821,563,3201,657,1,0
0848,2,1,2,4,4,4,1048576,0,1.603563,716,3773,382,1,0
0849,2,1,2,4,8,1,4194304,0,1.609683,560,2835,875,1,0
0850,2,1,2,4,8,2,2097152,0,1.578357,820,4702,890,1,0
0851,2,1,2,4,8,4,1048576,0,1.580870,891,4835,313,1,0
0852,2,1,2,8,1,1,4194304,0,1.525105,196,998,396,1,0
0853,2,1,2,8,1,2,2097152,0,1.568843,237,1302,398,1,0
0854,2,1,2,8,1,4,1048576,0,1.445507,271,1454,255,1,0
0855,2,1,2,8,2,1,4194304,0,1.559153,340,1701,556,1,0
0856,2,1,2,8,2,2,2097152,0,1.531509,476,2649,591,1,0
0857,2,1,2,8,2,4,1048576,0,1.571887,547,2933,295,1,0
0858,2,1,2,8,4,1,4194304,0,1.496514,604,3118,878,1,0
0859,2,1,2,8,4,2,2097152,0,1.560509,939,5129,972,1,0
0860,2,1,2,8,4,4,1048576,0,1.588486,969,5336,390,1,0
0864,2,1,4,1,1,1,4194304,0,1.294041,101,544,280,1,0
0865,2,1,4,1,1,2,2097152,0,1.393468,129,687,282,1,0
0866,2,1,4,1,1,4,1048576,0,1.382993,235,960,284,1,0
0867,2,1,4,1,2,1,4194304,0,1.487613,114,643,239,1,0
0868,2,1,4,1,2,2,2097152,0,1.456528,162,776,241,1,0
0869,2,1,4,1,2,4,1048576,0,1.461016,214,1062,245,1,0
0870,2,1,4,1,4,1,4194304,0,1.403361,158,894,250,1,0
0871,2,1,4,1,4,2,2097152,0,1.508243,213,971,249,1,0
0872,2,1,4,1,4,4,1048576,0,1.432948,312,1363,252,1,0
0873,2,1,4,1,8,1,4194304,0,1.441021,219,1175,252,1,0
0874,2,1,4,1,8,2,2097152,0,1.567339,292,1407,254,1,0
0875,2,1,4,1,8,4,1048576,0,1.616370,403,1871,260,1,0
0876,2,1,4,2,1,1,4194304,0,1.538948,143,760,324,1,0
0877,2,1,4,2,1,2,2097152,0,1.551585,191,896,326,1,0
0878,2,1,4,2,1,4,1048576,0,1.643197,247,1225,332,1,0
0879,2,1,4,2,2,1,4194304,0,1.453368,168,929,247,1,0
0880,2,1,4,2,2,2,2097152,0,1.582530,220,1088,249,1,0
0881,2,1,4,2,2,4,1048576,0,1.464838,272,1488,251,1,0
0882,2,1,4,2,4,1,4194304,0,1.547469,235,1304,252,1,0
0883,2,1,4,2,4,2,2097152,0,1.560434,328,1684,257,1,0
0884,2,1,4,2,4,4,1048576,0,1.602985,476,2233,260,1,0
0885,2,1,4,2,8,1,4194304,0,1.543072,333,1841,261,1,0
0886,2,1,4,2,8,2,2097152,0,1.550218,525,2667,266,1,0
0887,2,1,4,2,8,4,1048576,0,1.619195,658,3500,277,1,0
0888,2,1,4,4,1,1,4194304,0,1.498878,182,1008,247,1,0
0889,2,1,4,4,1,2,2097152,0,1.585835,253,1263,249,1,0
0890,2,1,4,4,1,4,1048576,0,1.598471,357,1645,256,1,0
0891,2,1,4,4,2,1,4194304,0,1.563579,263,1434,252,1,0
0892,2,1,4,4,2,2,2097152,0,1.573387,444,2211,279,1,0
0893,2,1,4,4,2,4,1048576,0,1.549450,518,2629,291,1,0
0894,2,1,4,4,4,1,4194304,0,1.576556,397,2152,265,1,0
0895,2,1,4,4,4,2,2097152,0,1.597666,543,2751,262,1,0
0896,2,1,4,4,4,4,1048576,0,1.600990,683,3609,277,1,0
0900,2,1,4,8,1,1,4194304,0,1.542938,268,1545,248,1,0
0901,2,1,4,8,1,2,2097152,0,1.615097,339,1824,254,1,0
0902,2,1,4,8,1,4,1048576,0,1.574362,450,2461,256,1,0
0903,2,1,4,8,2,1,4194304,0,1.523517,412,2408,262,1,0
0904,2,1,4,8,2,2,2097152,0,1.570893,663,3711,312,1,0
0905,2,1,4,8,2,4,1048576,0,1.549948,807,4392,319,1,0
0912,2,1,8,1,1,1,4194304,0,1.571580,104,590,307,1,0
0913,2,1,8,1,1,2,2097152,0,1.529553,201,882,310,1,0
0914,2,1,8,1,1,4,1048576,0,1.556969,294,1377,318,1,0
0915,2,1,8,1,2,1,4194304,0,1.306188,135,717,242,1,0
0916,2,1,8,1,2,2,2097152,0,1.501180,177,870,244,1,0
0917,2,1,8,1,2,4,1048576,0,1.457356,275,1330,255,1,0
0918,2,1,8,1,4,1,4194304,0,1.371377,180,910,243,1,0
0919,2,1,8,1,4,2,2097152,0,1.551251,255,1225,245,1,0
0920,2,1,8,1,4,4,1048576,0,1.578987,365,1698,253,1,0
0921,2,1,8,1,8,1,4194304,0,1.429403,250,1410,244,1,0
0922,2,1,8,1,8,2,2097152,0,1.505386,385,1898,247,1,0
0923,2,1,8,1,8,4,1048576,0,1.567584,534,2636,259,1,0
0924,2,1,8,2,1,1,4194304,0,1.471272,128,695,242,1,0
0925,2,1,8,2,1,2,2097152,0,1.455840,183,926,245,1,0
0926,2,1,8,2,1,4,1048576,0,1.519537,319,1319,253,1,0
0927,2,1,8,2,2,1,4194304,0,1.440777,164,895,243,1,0
0928,2,1,8,2,2,2,2097152,0,1.531872,249,1228,245,1,0
0929,2,1,8,2,2,4,1048576,0,1.570116,296,1685,252,1,0
0930,2,1,8,2,4,1,4194304,0,1.546654,251,1385,246,1,0
0931,2,1,8,2,4,2,2097152,0,1.510876,377,1875,248,1,0
0932,2,1,8,2,4,4,1048576,0,1.585879,517,2606,253,1,0
0936,2,1,8,4,1,1,4194304,0,1.477181,173,943,243,1,0
0937,2,1,8,4,1,2,2097152,0,1.555982,256,1273,245,1,0
0938,2,1,8,4,1,4,1048576,0,1.499672,334,1717,252,1,0
0939,2,1,8,4,2,1,4194304,0,1.569623,261,1464,246,1,0
0940,2,1,8,4,2,2,2097152,0,1.472455,365,1856,248,1,0
0941,2,1,8,4,2,4,1048576,0,1.563550,582,2796,257,1,0
0948,2,1,8,8,1,1,4194304,0,1.476853,274,1501,244,1,0
0949,2,1,8,8,1,2,2097152,0,1.550072,394,1987,246,1,0
0950,2,1,8,8,1,4,1048576,0,1.521506,565,2623,255,1,0
0960,2,2,1,1,1,1,4194304,0,1.390139,92,420,256,1,0
0961,2,2,1,1,1,2,2097152,0,1.257601,109,539,258,1,0
0962,2,2,1,1,1,4,1048576,0,1.310380,180,651,267,1,0
0963,2,2,1,1,2,1,4194304,0,1.229876,93,428,281,1,0
0964,2,2,1,1,2,2,2097152,0,1.373516,129,525,283,1,0
0965,2,2,1,1,2,4,1048576,0,1.322601,197,698,292,1,0
0966,2,2,1,1,4,1,4194304,0,1.509928,136,680,332,1,0
0967,2,2,1,1,4,2,2097152,0,1.502848,178,854,334,1,0
0968,2,2,1,1,4,4,1048576,0,1.653386,208,984,341,1,0
0969,2,2,1,1,8,1,4194304,0,1.416132,167,888,240,1,0
0970,2,2,1,1,8,2,2097152,0,1.548288,235,1051,242,1,0
0971,2,2,1,1,8,4,1048576,0,1.582507,358,1347,251,1,0
0972,2,2,1,2,1,1,4194304,0,1.311559,86,436,282,1,0
0973,2,2,1,2,1,2,2097152,0,1.552186,133,560,284,1,0
0974,2,2,1,2,1,4,1048576,0,1.423695,190,678,293,1,0
0975,2,2,1,2,2,1,4194304,0,1.559303,135,697,333,1,0
0976,2,2,1,2,2,2,2097152,0,1.662649,228,956,335,1,0
0977,2,2,1,2,2,4,1048576,0,1.631291,260,1050,346,1,0
0978,2,2,1,2,4,1,4194304,0,1.509253,164,851,240,1,0
0979,2,2,1,2,4,2,2097152,0,1.461546,251,1113,242,1,0
0980,2,2,1,2,4,4,1048576,0,1.617478,314,1433,251,1,0
0981,2,2,1,2,8,1,4194304,0,1.594812,254,1310,241,1,0
0982,2,2,1,2,8,2,2097152,0,1.562278,359,1673,243,1,0
0983,2,2,1,2,8,4,1048576,0,1.640662,459,2279,256,1,0
0984,2,2,1,4,1,1,4194304,0,1.575119,140,778,335,1,0
0985,2,2,1,4,1,2,2097152,0,1.662466,192,856,337,1,0
0986,2,2,1,4,1,4,1048576,0,1.553029,269,1092,346,1,0
0987,2,2,1,4,2,1,4194304,0,1.537722,175,904,240,1,0
0988,2,2,1,4,2,2,2097152,0,1.564360,224,1109,242,1,0
0989,2,2,1,4,2,4,1048576,0,1.599258,320,1417,251,1,0
0990,2,2,1,4,4,1,4194304,0,1.601463,260,1293,241,1,0
0991,2,2,1,4,4,2,2097152,0,1.651024,319,1618,243,1,0
0992,2,2,1,4,4,4,1048576,0,1.564376,471,2257,256,1,0
0993,2,2,1,4,8,1,4194304,0,1.565312,337,1894,245,1,0
0994,2,2,1,4,8,2,2097152,0,1.648247,517,2546,250,1,0
0995,2,2,1,4,8,4,1048576,0,1.645887,670,3306,256,1,0
0996,2,2,1,8,1,1,4194304,0,1.583381,155,823,240,1,0
0997,2,2,1,8,1,2,2097152,0,1.557244,235,1104,242,1,0
0998,2,2,1,8,1,4,1048576,0,1.649482,327,1463,249,1,0
0999,2,2,1,8,2,1,4194304,0,1.583916,256,1339,241,1,0
1000,2,2,1,8,2,2,2097152,0,1.627413,341,1730,243,1,0
1001,2,2,1,8,2,4,1048576,0,1.653544,481,2314,258,1,0
1002,2,2,1,8,4,1,4194304,0,1.524930,355,1987,248,1,0
1003,2,2,1,8,4,2,2097152,0,1.636189,525,2659,248,1,0
