n,knob_PARTITION_FACTOR,knob_SUBDIM_X,knob_UNROLL_FACTOR1,knob_UNROLL_FACTOR2,obj1,obj2
0796,4,1,4,5,73.500,376
0797,4,1,4,6,73.500,376
0798,4,1,4,7,73.500,376
0799,4,1,4,8,73.500,376
0800,4,1,5,1,71.144,541
0801,4,1,5,2,71.144,541
0802,4,1,5,3,71.144,541
0803,4,1,5,4,71.144,541
0804,4,1,5,5,71.144,541
0805,4,1,5,6,71.144,541
0806,4,1,5,7,71.144,541
0807,4,1,5,8,71.144,541
0808,4,1,6,1,73.654,588
0809,4,1,6,2,73.654,588
0810,4,1,6,3,73.654,588
0811,4,1,6,4,73.654,588
0812,4,1,6,5,73.654,588
0813,4,1,6,6,73.654,588
0814,4,1,6,7,73.654,588
0815,4,1,6,8,73.654,588
0816,4,1,7,1,71.943,685
0817,4,1,7,2,71.943,685
0818,4,1,7,3,71.943,685
0819,4,1,7,4,71.943,685
0820,4,1,7,5,71.943,685
0821,4,1,7,6,71.943,685
0822,4,1,7,7,71.943,685
0823,4,1,7,8,71.943,685
0824,4,1,8,1,74.169,596
0825,4,1,8,2,74.169,596
0826,4,1,8,3,74.169,596
0827,4,1,8,4,74.169,596
0828,4,1,8,5,74.169,596
0829,4,1,8,6,74.169,596
0830,4,1,8,7,74.169,596
0831,4,1,8,8,74.169,596
0832,4,2,1,1,70.893,232
0833,4,2,1,2,70.399,259
0834,4,2,1,3,70.399,259
0835,4,2,1,4,70.399,259
0836,4,2,1,5,70.399,259
0837,4,2,1,6,70.399,259
0838,4,2,1,7,70.399,259
0839,4,2,1,8,70.399,259
0840,4,2,2,1,70.100,282
0841,4,2,2,2,71.798,377
0842,4,2,2,3,71.798,377
0843,4,2,2,4,71.798,377
0844,4,2,2,5,71.798,377
0845,4,2,2,6,71.798,377
0846,4,2,2,7,71.798,377
0847,4,2,2,8,71.798,377
0848,4,2,3,1,73.547,452
0849,4,2,3,2,69.674,580
0850,4,2,3,3,69.674,580
0851,4,2,3,4,69.674,580
0852,4,2,3,5,69.674,580
0853,4,2,3,6,69.674,580
0854,4,2,3,7,69.674,580
0855,4,2,3,8,69.674,580
0856,4,2,4,1,72.738,432
0857,4,2,4,2,73.868,584
0858,4,2,4,3,73.868,584
0859,4,2,4,4,73.868,584
0860,4,2,4,5,73.868,584
0861,4,2,4,6,73.868,584
0862,4,2,4,7,73.868,584
0863,4,2,4,8,73.868,584
0864,4,2,5,1,72.704,615
0865,4,2,5,2,71.470,933
0866,4,2,5,3,71.470,933
0867,4,2,5,4,71.470,933
0868,4,2,5,5,71.470,933
0869,4,2,5,6,71.470,933
0870,4,2,5,7,71.470,933
0871,4,2,5,8,71.470,933
0872,4,2,6,1,71.913,660
0873,4,2,6,2,71.462,1030
0874,4,2,6,3,71.462,1030
0875,4,2,6,4,71.462,1030
0876,4,2,6,5,71.462,1030
0877,4,2,6,6,71.462,1030
0878,4,2,6,7,71.462,1030
0879,4,2,6,8,71.462,1030
0880,4,2,7,1,70.606,821
0881,4,2,7,2,72.562,1265
0882,4,2,7,3,72.562,1265
0883,4,2,7,4,72.562,1265
0884,4,2,7,5,72.562,1265
0885,4,2,7,6,72.562,1265
0886,4,2,7,7,72.562,1265
0887,4,2,7,8,72.562,1265
0888,4,2,8,1,71.096,675
0889,4,2,8,2,72.071,1074
0890,4,2,8,3,72.071,1074
0891,4,2,8,4,72.071,1074
0892,4,2,8,5,72.071,1074
0893,4,2,8,6,72.071,1074
0894,4,2,8,7,72.071,1074
0895,4,2,8,8,72.071,1074
0896,4,4,1,1,71.744,220
0897,4,4,1,2,69.935,336
0898,4,4,1,3,108.678,398
0899,4,4,1,4,71.531,374
0900,4,4,1,5,71.531,374
0901,4,4,1,6,71.531,374
0902,4,4,1,7,71.531,374
0903,4,4,1,8,71.531,374
0904,4,4,2,1,69.813,291
0905,4,4,2,2,71.090,407
0906,4,4,2,3,105.453,680
0907,4,4,2,4,71.891,585
0908,4,4,2,5,71.891,585
0909,4,4,2,6,71.891,585
0910,4,4,2,7,71.891,585
0911,4,4,2,8,71.891,585
0912,4,4,3,1,71.705,419
0913,4,4,3,2,71.331,622
0914,4,4,3,3,107.710,1025
0915,4,4,3,4,69.682,999
0916,4,4,3,5,69.682,999
0917,4,4,3,6,69.682,999
0918,4,4,3,7,69.682,999
0919,4,4,3,8,69.682,999
0920,4,4,4,1,71.618,429
0921,4,4,4,2,75.069,672
0922,4,4,4,3,107.374,1370
0923,4,4,4,4,72.570,1086
0924,4,4,4,5,72.570,1086
0925,4,4,4,6,72.570,1086
0926,4,4,4,7,72.570,1086
0927,4,4,4,8,72.570,1086
0928,4,4,5,1,70.862,577
0929,4,4,5,2,72.035,904
0930,4,4,5,3,110.482,1721
0931,4,4,5,4,75.441,1723
0932,4,4,5,5,75.441,1723
0933,4,4,5,6,75.441,1723
0934,4,4,5,7,75.441,1723
0935,4,4,5,8,75.441,1723
0936,4,4,6,1,71.214,629
0937,4,4,6,2,71.021,1050
0938,4,4,6,3,107.594,1906
0939,4,4,6,4,75.965,1896
0940,4,4,6,5,75.965,1896
0941,4,4,6,6,75.965,1896
0942,4,4,6,7,75.965,1896
0943,4,4,6,8,75.965,1896
0944,4,4,7,1,72.806,796
0945,4,4,7,2,74.486,1266
0946,4,4,7,3,110.651,2290
0947,4,4,7,4,73.199,2222
0948,4,4,7,5,73.199,2222
0949,4,4,7,6,73.199,2222
0950,4,4,7,7,73.199,2222
0951,4,4,7,8,73.199,2222
0952,4,4,8,1,71.996,660
0953,4,4,8,2,71.630,1293
0954,4,4,8,3,113.808,2526
0955,4,4,8,4,73.119,2073
0956,4,4,8,5,73.119,2073
0957,4,4,8,6,73.119,2073
0958,4,4,8,7,73.119,2073
0959,4,4,8,8,73.119,2073
0960,4,8,1,1,72.801,230
0961,4,8,1,2,71.568,295
0962,4,8,1,3,79.262,417
0963,4,8,1,4,71.265,451
0964,4,8,1,5,89.220,566
0965,4,8,1,6,107.212,724
0966,4,8,1,7,124.993,732
0967,4,8,1,8,73.352,607
0968,4,8,2,1,82.079,333
0969,4,8,2,2,70.375,411
0970,4,8,2,3,80.663,684
0971,4,8,2,4,70.751,649
0972,4,8,2,5,92.035,1017
0973,4,8,2,6,106.902,1195
0974,4,8,2,7,128.859,1433
0975,4,8,2,8,75.415,1084
0976,4,8,3,1,72.657,416
0977,4,8,3,2,70.813,611
0978,4,8,3,3,81.998,1027
0979,4,8,3,4,71.585,1104
0980,4,8,3,5,93.927,1617
0981,4,8,3,6,108.231,1797
0982,4,8,3,7,127.401,2134
0983,4,8,3,8,72.888,1824
0984,4,8,4,1,71.780,420
0985,4,8,4,2,71.174,686
0986,4,8,4,3,78.738,1358
0987,4,8,4,4,73.106,1320
0988,4,8,4,5,92.873,2061
0989,4,8,4,6,109.442,2357
0990,4,8,4,7,127.008,2714
0991,4,8,4,8,70.773,2026
0992,4,8,5,1,70.509,576
0993,4,8,5,2,70.737,927
0994,4,8,5,3,82.850,1753
0995,4,8,5,4,73.202,1695
0996,4,8,5,5,94.347,2477
0997,4,8,5,6,110.798,2796
0998,4,8,5,7,137.316,3496
0999,4,8,5,8,75.579,3184
1000,4,8,6,1,71.404,673
1001,4,8,6,2,70.230,996
1002,4,8,6,3,80.307,2096
1003,4,8,6,4,72.197,1945
1004,4,8,6,5,92.543,3006
1005,4,8,6,6,111.908,3554
1006,4,8,6,7,146.328,4192
1007,4,8,6,8,78.949,3544
1008,4,8,7,1,70.956,794
1009,4,8,7,2,73.152,1286
1010,4,8,7,3,83.218,2251
1011,4,8,7,4,71.551,2370
1012,4,8,7,5,93.649,3508
1013,4,8,7,6,110.024,4002
1014,4,8,7,7,133.104,4713
1015,4,8,7,8,82.971,4280
1016,4,8,8,1,72.519,701
1017,4,8,8,2,73.133,1294
1018,4,8,8,3,81.939,2562
1019,4,8,8,4,70.553,2298
1020,4,8,8,5,94.796,3880
1021,4,8,8,6,113.516,4298
1022,4,8,8,7,132.905,5282
1023,4,8,8,8,73.781,3705
1024,4,16,1,1,71.607,232
1025,4,16,1,2,72.144,279
1026,4,16,1,3,81.589,415
1027,4,16,1,4,74.058,427
1028,4,16,1,5,89.031,583
1029,4,16,1,6,82.440,642
1030,4,16,1,7,93.370,753
1031,4,16,1,8,70.989,661
1032,4,16,2,1,71.435,279
1033,4,16,2,2,70.941,410
1034,4,16,2,3,87.565,683
1035,4,16,2,4,70.535,690
1036,4,16,2,5,92.673,1103
1037,4,16,2,6,82.227,1186
1038,4,16,2,7,99.191,1437
1039,4,16,2,8,71.823,1280
1040,4,16,3,1,72.383,432
1041,4,16,3,2,69.379,616
1042,4,16,3,3,82.519,986
1043,4,16,3,4,71.792,1054
1044,4,16,3,5,90.022,1615
1045,4,16,3,6,80.440,1779
1046,4,16,3,7,96.148,2070
1047,4,16,3,8,72.831,1920
1048,4,16,4,1,71.048,508
1049,4,16,4,2,70.202,675
1050,4,16,4,3,83.184,1384
1051,4,16,4,4,72.202,1255
1052,4,16,4,5,92.147,2046
1053,4,16,4,6,82.846,2291
1054,4,16,4,7,98.176,2633
1055,4,16,4,8,72.837,2475
1056,4,16,5,1,71.405,599
1057,4,16,5,2,71.616,912
1058,4,16,5,3,85.065,1657
1059,4,16,5,4,71.957,1703
1060,4,16,5,5,93.560,2650
1061,4,16,5,6,86.245,2924
1062,4,16,5,7,97.527,3547
1063,4,16,5,8,77.346,3171
1064,4,16,6,1,70.354,632
1065,4,16,6,2,71.571,1064
1066,4,16,6,3,83.815,1930
1067,4,16,6,4,69.634,1893
1068,4,16,6,5,95.878,3080
1069,4,16,6,6,83.583,3473
1070,4,16,6,7,100.311,4102
1071,4,16,6,8,72.418,3613
1072,4,16,7,1,72.868,781
1073,4,16,7,2,73.207,1303
1074,4,16,7,3,82.629,2326
1075,4,16,7,4,73.875,2283
1076,4,16,7,5,99.407,3572
1077,4,16,7,6,87.504,4024
1078,4,16,7,7,99.582,4719
1079,4,16,7,8,76.359,4280
1080,4,16,8,1,69.346,686
1081,4,16,8,2,75.144,1340
1082,4,16,8,3,81.666,2441
1083,4,16,8,4,72.417,2334
1084,4,16,8,5,95.166,3914
1085,4,16,8,6,84.983,4105
1086,4,16,8,7,102.440,4852
1087,4,16,8,8,82.980,4319
1088,4,32,1,1,73.472,218
1089,4,32,1,2,72.668,294
1090,4,32,1,3,75.701,384
1091,4,32,1,4,73.362,442
1092,4,32,1,5,78.850,608
1093,4,32,1,6,82.698,614
1094,4,32,1,7,78.004,736
1095,4,32,1,8,71.367,686
1096,4,32,2,1,73.060,293
1097,4,32,2,2,71.663,404
1098,4,32,2,3,74.558,691
1099,4,32,2,4,72.159,670
1100,4,32,2,5,79.198,1039
1101,4,32,2,6,79.313,1211
1102,4,32,2,7,80.138,1435
1103,4,32,2,8,73.688,1252
1104,4,32,3,1,74.635,395
1105,4,32,3,2,73.169,588
1106,4,32,3,3,75.216,1023
1107,4,32,3,4,71.327,1043
1108,4,32,3,5,77.847,1582
1109,4,32,3,6,80.621,1861
1110,4,32,3,7,81.457,2196
1111,4,32,3,8,71.301,1908
1112,4,32,4,1,72.681,458
1113,4,32,4,2,72.084,657
1114,4,32,4,3,75.063,1338
1115,4,32,4,4,76.431,1331
1116,4,32,4,5,84.576,2019
1117,4,32,4,6,81.750,2259
1118,4,32,4,7,81.285,2650
1119,4,32,4,8,70.336,2349
1120,4,32,5,1,73.597,575
1121,4,32,5,2,70.764,922
1122,4,32,5,3,76.007,1713
1123,4,32,5,4,71.278,1693
1124,4,32,5,5,80.604,2628
1125,4,32,5,6,81.078,2896
1126,4,32,5,7,89.084,3473
1127,4,32,5,8,80.174,3056
1128,4,32,6,1,72.398,631
1129,4,32,6,2,72.187,1052
1130,4,32,6,3,75.648,1978
1131,4,32,6,4,70.259,1944
1132,4,32,6,5,84.558,2994
1133,4,32,6,6,83.462,3405
1134,4,32,6,7,84.144,4059
1135,4,32,6,8,74.144,3412
1136,4,32,7,1,72.557,752
1137,4,32,7,2,70.240,1289
1138,4,32,7,3,76.974,2246
1139,4,32,7,4,71.682,2322
1140,4,32,7,5,80.256,3640
1141,4,32,7,6,83.960,3932
1142,4,32,7,7,82.908,4447
1143,4,32,7,8,79.960,4155
1144,4,32,8,1,73.206,718
1145,4,32,8,2,71.181,1363
1146,4,32,8,3,75.808,2362
1147,4,32,8,4,72.331,2357
1148,4,32,8,5,83.485,3874
1149,4,32,8,6,85.415,4277
1150,4,32,8,7,83.381,5119
1151,4,32,8,8,76.017,4334
1152,8,1,1,1,72.535,263
1153,8,1,1,2,72.535,263
1154,8,1,1,3,72.535,263
1155,8,1,1,4,72.535,263
1156,8,1,1,5,72.535,263
1157,8,1,1,6,72.535,263
1158,8,1,1,7,72.535,263
1159,8,1,1,8,72.535,263
1160,8,1,2,1,71.886,309
1161,8,1,2,2,71.886,309
1162,8,1,2,3,71.886,309
1163,8,1,2,4,71.886,309
1164,8,1,2,5,71.886,309
1165,8,1,2,6,71.886,309
1166,8,1,2,7,71.886,309
1167,8,1,2,8,71.886,309
1168,8,1,3,1,71.962,417
1169,8,1,3,2,71.962,417
1170,8,1,3,3,71.962,417
1171,8,1,3,4,71.962,417
1172,8,1,3,5,71.962,417
1173,8,1,3,6,71.962,417
1174,8,1,3,7,71.962,417
1175,8,1,3,8,71.962,417
1176,8,1,4,1,71.961,449
1177,8,1,4,2,71.961,449
1178,8,1,4,3,71.961,449
1179,8,1,4,4,71.961,449
1180,8,1,4,5,71.961,449
1181,8,1,4,6,71.961,449
1182,8,1,4,7,71.961,449
1183,8,1,4,8,71.961,449
1184,8,1,5,1,71.651,631
1185,8,1,5,2,71.651,631
1186,8,1,5,3,71.651,631
1187,8,1,5,4,71.651,631
1188,8,1,5,5,71.651,631
1189,8,1,5,6,71.651,631
1190,8,1,5,7,71.651,631
1191,8,1,5,8,71.651,631
1192,8,1,6,1,71.814,700
1193,8,1,6,2,71.814,700
1194,8,1,6,3,71.814,700
1195,8,1,6,4,71.814,700
1196,8,1,6,5,71.814,700
1197,8,1,6,6,71.814,700
1198,8,1,6,7,71.814,700
1199,8,1,6,8,71.814,700
1200,8,1,7,1,71.573,859
1201,8,1,7,2,71.573,859
1202,8,1,7,3,71.573,859
1203,8,1,7,4,71.573,859
1204,8,1,7,5,71.573,859
1205,8,1,7,6,71.573,859
1206,8,1,7,7,71.573,859
1207,8,1,7,8,71.573,859
1208,8,1,8,1,70.456,719
1209,8,1,8,2,70.456,719
1210,8,1,8,3,70.456,719
1211,8,1,8,4,70.456,719
1212,8,1,8,5,70.456,719
1213,8,1,8,6,70.456,719
1214,8,1,8,7,70.456,719
1215,8,1,8,8,70.456,719
1216,8,2,1,1,70.480,280
1217,8,2,1,2,71.619,334
1218,8,2,1,3,71.619,334
1219,8,2,1,4,71.619,334
1220,8,2,1,5,71.619,334
1221,8,2,1,6,71.619,334
1222,8,2,1,7,71.619,334
1223,8,2,1,8,71.619,334
1224,8,2,2,1,71.751,313
1225,8,2,2,2,69.795,431
1226,8,2,2,3,69.795,431
1227,8,2,2,4,69.795,431
1228,8,2,2,5,69.795,431
1229,8,2,2,6,69.795,431
1230,8,2,2,7,69.795,431
1231,8,2,2,8,69.795,431
1232,8,2,3,1,72.893,437
1233,8,2,3,2,72.442,659
1234,8,2,3,3,72.442,659
1235,8,2,3,4,72.442,659
1236,8,2,3,5,72.442,659
1237,8,2,3,6,72.442,659
1238,8,2,3,7,72.442,659
1239,8,2,3,8,72.442,659
1240,8,2,4,1,72.841,513
1241,8,2,4,2,68.616,746
1242,8,2,4,3,68.616,746
1243,8,2,4,4,68.616,746
1244,8,2,4,5,68.616,746
1245,8,2,4,6,68.616,746
1246,8,2,4,7,68.616,746
1247,8,2,4,8,68.616,746
1248,8,2,5,1,73.306,660
1249,8,2,5,2,72.390,1178
1250,8,2,5,3,72.390,1178
1251,8,2,5,4,72.390,1178
1252,8,2,5,5,72.390,1178
1253,8,2,5,6,72.390,1178
1254,8,2,5,7,72.390,1178
1255,8,2,5,8,72.390,1178
1256,8,2,6,1,71.904,723
1257,8,2,6,2,72.089,1262
1258,8,2,6,3,72.089,1262
1259,8,2,6,4,72.089,1262
1260,8,2,6,5,72.089,1262
1261,8,2,6,6,72.089,1262
1262,8,2,6,7,72.089,1262
1263,8,2,6,8,72.089,1262
1264,8,2,7,1,71.973,943
1265,8,2,7,2,71.900,1657
1266,8,2,7,3,71.900,1657
1267,8,2,7,4,71.900,1657
1268,8,2,7,5,71.900,1657
1269,8,2,7,6,71.900,1657
1270,8,2,7,7,71.900,1657
1271,8,2,7,8,71.900,1657
1272,8,2,8,1,69.179,865
1273,8,2,8,2,71.375,1358
1274,8,2,8,3,71.375,1358
1275,8,2,8,4,71.375,1358
1276,8,2,8,5,71.375,1358
1277,8,2,8,6,71.375,1358
1278,8,2,8,7,71.375,1358
1279,8,2,8,8,71.375,1358
1280,8,4,1,1,71.873,264
1281,8,4,1,2,70.201,316
1282,8,4,1,3,107.530,467
1283,8,4,1,4,70.766,433
1284,8,4,1,5,70.766,433
1285,8,4,1,6,70.766,433
1286,8,4,1,7,70.766,433
1287,8,4,1,8,70.766,433
1288,8,4,2,1,72.401,336
1289,8,4,2,2,70.677,484
1290,8,4,2,3,107.710,812
1291,8,4,2,4,69.553,719
1292,8,4,2,5,69.553,719
1293,8,4,2,6,69.553,719
1294,8,4,2,7,69.553,719
1295,8,4,2,8,69.553,719
1296,8,4,3,1,70.329,445
1297,8,4,3,2,72.414,700
1298,8,4,3,3,105.286,1190
1299,8,4,3,4,71.986,1274
1300,8,4,3,5,71.986,1274
1301,8,4,3,6,71.986,1274
1302,8,4,3,7,71.986,1274
1303,8,4,3,8,71.986,1274
1304,8,4,4,1,69.056,539
1305,8,4,4,2,69.920,851
1306,8,4,4,3,109.992,1689
1307,8,4,4,4,72.174,1317
1308,8,4,4,5,72.174,1317
1309,8,4,4,6,72.174,1317
1310,8,4,4,7,72.174,1317
1311,8,4,4,8,72.174,1317
1312,8,4,5,1,74.197,689
1313,8,4,5,2,69.310,1096
1314,8,4,5,3,107.258,2080
1315,8,4,5,4,70.962,2177
1316,8,4,5,5,70.962,2177
1317,8,4,5,6,70.962,2177
1318,8,4,5,7,70.962,2177
1319,8,4,5,8,70.962,2177
1320,8,4,6,1,70.406,736
1321,8,4,6,2,75.027,1298
1322,8,4,6,3,111.333,2472
1323,8,4,6,4,73.576,2455
1324,8,4,6,5,73.576,2455
1325,8,4,6,6,73.576,2455
1326,8,4,6,7,73.576,2455
1327,8,4,6,8,73.576,2455
1328,8,4,7,1,72.462,913
1329,8,4,7,2,72.999,1604
1330,8,4,7,3,113.591,2826
1331,8,4,7,4,71.883,2849
1332,8,4,7,5,71.883,2849
1333,8,4,7,6,71.883,2849
1334,8,4,7,7,71.883,2849
1335,8,4,7,8,71.883,2849
1336,8,4,8,1,71.807,880
1337,8,4,8,2,71.321,1647
1338,8,4,8,3,111.564,3076
1339,8,4,8,4,73.936,2589
1340,8,4,8,5,73.936,2589
1341,8,4,8,6,73.936,2589
1342,8,4,8,7,73.936,2589
1343,8,4,8,8,73.936,2589
1344,8,8,1,1,70.644,243
1345,8,8,1,2,69.883,356
1346,8,8,1,3,77.821,449
1347,8,8,1,4,71.849,478
1348,8,8,1,5,91.251,673
1349,8,8,1,6,107.522,752
1350,8,8,1,7,123.730,890
1351,8,8,1,8,69.992,714
1352,8,8,2,1,74.350,312
1353,8,8,2,2,70.065,501
1354,8,8,2,3,81.369,820
1355,8,8,2,4,70.321,827
1356,8,8,2,5,89.542,1278
1357,8,8,2,6,111.737,1433
1358,8,8,2,7,132.590,1767
1359,8,8,2,8,69.553,1311
1360,8,8,3,1,71.652,440
1361,8,8,3,2,72.352,675
1362,8,8,3,3,79.977,1182
1363,8,8,3,4,71.611,1351
1364,8,8,3,5,93.304,2016
1365,8,8,3,6,112.022,2238
1366,8,8,3,7,127.626,2687
1367,8,8,3,8,70.524,2377
1368,8,8,4,1,72.674,512
1369,8,8,4,2,69.884,825
1370,8,8,4,3,80.808,1592
1371,8,8,4,4,72.452,1612
1372,8,8,4,5,94.700,2451
1373,8,8,4,6,105.264,2852
1374,8,8,4,7,131.115,3311
1375,8,8,4,8,74.563,2599
1376,8,8,5,1,73.655,669
1377,8,8,5,2,70.789,1116
1378,8,8,5,3,81.216,2018
1379,8,8,5,4,70.314,2093
1380,8,8,5,5,93.090,3158
1381,8,8,5,6,119.398,3546
1382,8,8,5,7,131.720,4149
1383,8,8,5,8,74.952,3813
1384,8,8,6,1,72.728,705
1385,8,8,6,2,76.970,1391
1386,8,8,6,3,81.391,2386
1387,8,8,6,4,74.217,2505
1388,8,8,6,5,94.950,3591
1389,8,8,6,6,108.581,4203
1390,8,8,6,7,135.406,4783
1391,8,8,6,8,73.629,4391
1392,8,8,7,1,71.627,893
1393,8,8,7,2,73.780,1626
1394,8,8,7,3,81.999,2773
1395,8,8,7,4,70.872,2901
1396,8,8,7,5,98.162,4198
1397,8,8,7,6,117.516,4746
1399,8,8,7,8,81.553,5297
1400,8,8,8,1,71.195,872
1401,8,8,8,2,71.010,1615
1402,8,8,8,3,82.229,3091
1403,8,8,8,4,72.899,3013
1404,8,8,8,5,95.613,4621
1405,8,8,8,6,117.462,5200
1406,8,8,8,7,136.982,6153
1407,8,8,8,8,72.758,4684
1408,8,16,1,1,70.884,261
1409,8,16,1,2,73.003,337
1410,8,16,1,3,79.993,472
1411,8,16,1,4,71.024,502
1412,8,16,1,5,92.040,725
1413,8,16,1,6,80.777,735
1414,8,16,1,7,92.050,873
1415,8,16,1,8,74.401,852
1416,8,16,2,1,73.086,328
1417,8,16,2,2,71.955,532
1418,8,16,2,3,78.804,782
1419,8,16,2,4,72.521,829
1420,8,16,2,5,91.319,1274
1421,8,16,2,6,81.134,1421
1422,8,16,2,7,96.563,1777
1423,8,16,2,8,71.729,1619
1424,8,16,3,1,71.902,437
1425,8,16,3,2,71.889,732
1426,8,16,3,3,83.003,1166
1427,8,16,3,4,73.245,1280
1428,8,16,3,5,91.687,1950
1429,8,16,3,6,80.991,2184
1430,8,16,3,7,102.443,2628
1431,8,16,3,8,74.868,2431
1432,8,16,4,1,69.656,516
1433,8,16,4,2,71.844,848
1434,8,16,4,3,79.935,1597
1435,8,16,4,4,72.409,1600
1436,8,16,4,5,89.342,2478
1437,8,16,4,6,81.598,2871
1438,8,16,4,7,97.386,3371
1439,8,16,4,8,73.800,3040
1440,8,16,5,1,69.583,668
1441,8,16,5,2,71.685,1095
1442,8,16,5,3,79.853,2012
1443,8,16,5,4,72.542,2152
1444,8,16,5,5,92.270,3154
1445,8,16,5,6,85.723,3473
1446,8,16,5,7,104.207,4145
1447,8,16,5,8,71.200,3895
1448,8,16,6,1,74.489,729
1449,8,16,6,2,73.092,1322
1450,8,16,6,3,82.684,2411
1451,8,16,6,4,71.732,2429
1452,8,16,6,5,99.112,3660
1453,8,16,6,6,89.463,4117
1454,8,16,6,7,103.944,4792
1455,8,16,6,8,72.006,4380
1456,8,16,7,1,70.263,881
1457,8,16,7,2,73.319,1637
1458,8,16,7,3,83.519,2824
1459,8,16,7,4,72.672,2934
1460,8,16,7,5,96.473,4262
1461,8,16,7,6,89.138,4801
1462,8,16,7,7,108.530,5680
1463,8,16,7,8,80.717,5275
1464,8,16,8,1,70.232,840
1465,8,16,8,2,72.694,1680
1466,8,16,8,3,83.803,3108
1467,8,16,8,4,73.827,3055
1468,8,16,8,5,96.154,4624
1469,8,16,8,6,84.190,5168
1470,8,16,8,7,108.341,6236
1471,8,16,8,8,74.015,5674
1472,8,32,1,1,70.970,233
1473,8,32,1,2,73.596,363
1474,8,32,1,3,74.044,446
1475,8,32,1,4,72.193,507
1476,8,32,1,5,77.694,668
1477,8,32,1,6,77.128,807
1478,8,32,1,7,78.211,884
1479,8,32,1,8,70.327,839
1480,8,32,2,1,68.624,338
1481,8,32,2,2,71.775,489
1482,8,32,2,3,75.249,821
1483,8,32,2,4,71.549,833
1484,8,32,2,5,78.907,1224
1485,8,32,2,6,81.286,1473
1486,8,32,2,7,82.667,1706
1487,8,32,2,8,73.800,1578
1488,8,32,3,1,77.025,460
1489,8,32,3,2,69.421,709
1490,8,32,3,3,74.853,1200
1491,8,32,3,4,71.336,1260
1492,8,32,3,5,80.874,1969
1493,8,32,3,6,84.972,2235
1494,8,32,3,7,80.808,2614
1495,8,32,3,8,73.613,2410
1496,8,32,4,1,73.627,528
1497,8,32,4,2,72.084,852
1498,8,32,4,3,75.772,1603
1499,8,32,4,4,70.543,1626
1500,8,32,4,5,79.894,2506
1501,8,32,4,6,83.925,2863
1502,8,32,4,7,83.786,3396
1503,8,32,4,8,70.430,3080
1504,8,32,5,1,73.546,652
1505,8,32,5,2,72.896,1090
1506,8,32,5,3,72.984,2068
1507,8,32,5,4,70.375,2120
1508,8,32,5,5,87.843,3208
1509,8,32,5,6,82.151,3550
1510,8,32,5,7,82.192,4155
1511,8,32,5,8,73.469,3883
1512,8,32,6,1,77.144,737
1513,8,32,6,2,69.342,1346
1514,8,32,6,3,73.822,2360
1515,8,32,6,4,73.457,2452
1516,8,32,6,5,82.771,3642
1517,8,32,6,6,85.967,4090
1518,8,32,6,7,89.372,4843
1519,8,32,6,8,72.708,4389
1520,8,32,7,1,75.145,880
1521,8,32,7,2,72.286,1620
1522,8,32,7,3,80.387,2760
1523,8,32,7,4,71.390,2937
1524,8,32,7,5,87.365,4240
1525,8,32,7,6,88.187,4793
1527,8,32,7,8,73.272,5259
1528,8,32,8,1,69.931,824
1529,8,32,8,2,71.001,1548
1530,8,32,8,3,73.237,3035
1531,8,32,8,4,70.663,2833
1532,8,32,8,5,83.090,4524
1533,8,32,8,6,85.502,5189
1534,8,32,8,7,88.580,6342
1535,8,32,8,8,81.553,5215
1536,16,1,1,1,71.581,272
1537,16,1,1,2,71.581,272
1538,16,1,1,3,71.581,272
1539,16,1,1,4,71.581,272
1540,16,1,1,5,71.581,272
1541,16,1,1,6,71.581,272
1542,16,1,1,7,71.581,272
1543,16,1,1,8,71.581,272
1544,16,1,2,1,70.433,380
1545,16,1,2,2,70.433,380
1546,16,1,2,3,70.433,380
1547,16,1,2,4,70.433,380
1548,16,1,2,5,70.433,380
1549,16,1,2,6,70.433,380
1550,16,1,2,7,70.433,380
1551,16,1,2,8,70.433,380
1552,16,1,3,1,70.019,509
1553,16,1,3,2,70.019,509
1554,16,1,3,3,70.019,509
1555,16,1,3,4,70.019,509
1556,16,1,3,5,70.019,509
1557,16,1,3,6,70.019,509
1558,16,1,3,7,70.019,509
1559,16,1,3,8,70.019,509
1560,16,1,4,1,72.107,552
1561,16,1,4,2,72.107,552
1562,16,1,4,3,72.107,552
1563,16,1,4,4,72.107,552
1564,16,1,4,5,72.107,552
1565,16,1,4,6,72.107,552
1566,16,1,4,7,72.107,552
1567,16,1,4,8,72.107,552
1568,16,1,5,1,71.394,773
1569,16,1,5,2,71.394,773
1570,16,1,5,3,71.394,773
1571,16,1,5,4,71.394,773
1572,16,1,5,5,71.394,773
1573,16,1,5,6,71.394,773
1574,16,1,5,7,71.394,773
1575,16,1,5,8,71.394,773
1576,16,1,6,1,75.124,919
1577,16,1,6,2,75.124,919
1578,16,1,6,3,75.124,919
1579,16,1,6,4,75.124,919
1580,16,1,6,5,75.124,919
1581,16,1,6,6,75.124,919
1582,16,1,6,7,75.124,919
1583,16,1,6,8,75.124,919
1584,16,1,7,1,72.098,1047
1585,16,1,7,2,72.098,1047
1586,16,1,7,3,72.098,1047
1587,16,1,7,4,72.098,1047
1588,16,1,7,5,72.098,1047
1589,16,1,7,6,72.098,1047
1590,16,1,7,7,72.098,1047
1591,16,1,7,8,72.098,1047
1592,16,1,8,1,70.774,953
1593,16,1,8,2,70.774,953
