n,knob_PARTITION_FACTOR,knob_SUBDIM_X,knob_UNROLL_FACTOR1,knob_UNROLL_FACTOR2,obj1,obj2
1594,16,1,8,3,70.774,953
1595,16,1,8,4,70.774,953
1596,16,1,8,5,70.774,953
1597,16,1,8,6,70.774,953
1598,16,1,8,7,70.774,953
1599,16,1,8,8,70.774,953
1600,16,2,1,1,72.389,305
1601,16,2,1,2,71.516,415
1602,16,2,1,3,71.516,415
1603,16,2,1,4,71.516,415
1604,16,2,1,5,71.516,415
1605,16,2,1,6,71.516,415
1606,16,2,1,7,71.516,415
1607,16,2,1,8,71.516,415
1608,16,2,2,1,71.931,420
1609,16,2,2,2,73.242,559
1610,16,2,2,3,73.242,559
1611,16,2,2,4,73.242,559
1612,16,2,2,5,73.242,559
1613,16,2,2,6,73.242,559
1614,16,2,2,7,73.242,559
1615,16,2,2,8,73.242,559
1616,16,2,3,1,71.277,567
1617,16,2,3,2,71.084,852
1618,16,2,3,3,71.084,852
1619,16,2,3,4,71.084,852
1620,16,2,3,5,71.084,852
1621,16,2,3,6,71.084,852
1622,16,2,3,7,71.084,852
1623,16,2,3,8,71.084,852
1624,16,2,4,1,71.775,683
1625,16,2,4,2,72.003,901
1626,16,2,4,3,72.003,901
1627,16,2,4,4,72.003,901
1628,16,2,4,5,72.003,901
1629,16,2,4,6,72.003,901
1630,16,2,4,7,72.003,901
1631,16,2,4,8,72.003,901
1632,16,2,5,1,73.650,877
1633,16,2,5,2,71.092,1398
1634,16,2,5,3,71.092,1398
1635,16,2,5,4,71.092,1398
1636,16,2,5,5,71.092,1398
1637,16,2,5,6,71.092,1398
1638,16,2,5,7,71.092,1398
1639,16,2,5,8,71.092,1398
1640,16,2,6,1,72.266,995
1641,16,2,6,2,71.883,1545
1642,16,2,6,3,71.883,1545
1643,16,2,6,4,71.883,1545
1644,16,2,6,5,71.883,1545
1645,16,2,6,6,71.883,1545
1646,16,2,6,7,71.883,1545
1647,16,2,6,8,71.883,1545
1648,16,2,7,1,73.822,1187
1649,16,2,7,2,74.883,1873
1650,16,2,7,3,74.883,1873
1651,16,2,7,4,74.883,1873
1652,16,2,7,5,74.883,1873
1653,16,2,7,6,74.883,1873
1654,16,2,7,7,74.883,1873
1655,16,2,7,8,74.883,1873
1656,16,2,8,1,70.950,1071
1657,16,2,8,2,76.076,1648
1658,16,2,8,3,76.076,1648
1659,16,2,8,4,76.076,1648
1660,16,2,8,5,76.076,1648
1661,16,2,8,6,76.076,1648
1662,16,2,8,7,76.076,1648
1663,16,2,8,8,76.076,1648
1664,16,4,1,1,72.509,272
1665,16,4,1,2,71.851,397
1666,16,4,1,3,105.880,549
1667,16,4,1,4,70.569,556
1668,16,4,1,5,70.569,556
1669,16,4,1,6,70.569,556
1670,16,4,1,7,70.569,556
1671,16,4,1,8,70.569,556
1672,16,4,2,1,78.436,401
1673,16,4,2,2,71.133,622
1674,16,4,2,3,108.354,947
1675,16,4,2,4,73.670,891
1676,16,4,2,5,73.670,891
1677,16,4,2,6,73.670,891
1678,16,4,2,7,73.670,891
1679,16,4,2,8,73.670,891
1680,16,4,3,1,71.894,538
1681,16,4,3,2,71.279,925
1682,16,4,3,3,105.763,1459
1683,16,4,3,4,69.906,1575
1684,16,4,3,5,69.906,1575
1685,16,4,3,6,69.906,1575
1686,16,4,3,7,69.906,1575
1687,16,4,3,8,69.906,1575
1688,16,4,4,1,72.701,636
1689,16,4,4,2,68.863,1059
1690,16,4,4,3,107.632,2042
1691,16,4,4,4,71.590,1679
1692,16,4,4,5,71.590,1679
1693,16,4,4,6,71.590,1679
1694,16,4,4,7,71.590,1679
1695,16,4,4,8,71.590,1679
1696,16,4,5,1,70.415,842
1697,16,4,5,2,74.674,1408
1698,16,4,5,3,113.061,2377
1699,16,4,5,4,72.492,2612
1700,16,4,5,5,72.492,2612
1701,16,4,5,6,72.492,2612
1702,16,4,5,7,72.492,2612
1703,16,4,5,8,72.492,2612
1704,16,4,6,1,73.200,901
1705,16,4,6,2,74.081,1576
1706,16,4,6,3,110.779,2797
1707,16,4,6,4,74.590,3117
1708,16,4,6,5,74.590,3117
1709,16,4,6,6,74.590,3117
1710,16,4,6,7,74.590,3117
1711,16,4,6,8,74.590,3117
1712,16,4,7,1,70.330,1153
1713,16,4,7,2,71.091,2085
1714,16,4,7,3,119.304,3231
1715,16,4,7,4,76.216,3531
1716,16,4,7,5,76.216,3531
1717,16,4,7,6,76.216,3531
1718,16,4,7,7,76.216,3531
1719,16,4,7,8,76.216,3531
1720,16,4,8,1,74.025,1111
1721,16,4,8,2,70.565,2002
1722,16,4,8,3,116.477,3618
1723,16,4,8,4,76.222,3277
1724,16,4,8,5,76.222,3277
1725,16,4,8,6,76.222,3277
1726,16,4,8,7,76.222,3277
1727,16,4,8,8,76.222,3277
1728,16,8,1,1,69.965,281
1729,16,8,1,2,71.052,425
1730,16,8,1,3,78.991,595
1731,16,8,1,4,71.970,629
1732,16,8,1,5,90.273,861
1733,16,8,1,6,107.805,946
1734,16,8,1,7,122.120,1110
1735,16,8,1,8,71.427,962
1736,16,8,2,1,71.711,411
1737,16,8,2,2,73.091,678
1738,16,8,2,3,82.017,997
1739,16,8,2,4,73.003,1030
1740,16,8,2,5,87.930,1594
1741,16,8,2,6,106.838,1775
1742,16,8,2,7,127.309,2008
1743,16,8,2,8,72.810,1636
1744,16,8,3,1,73.036,566
1745,16,8,3,2,70.633,864
1746,16,8,3,3,88.168,1418
1747,16,8,3,4,71.559,1600
1748,16,8,3,5,90.263,2279
1749,16,8,3,6,107.792,2702
1750,16,8,3,7,132.636,3107
1751,16,8,3,8,74.066,2898
1752,16,8,4,1,70.490,625
1753,16,8,4,2,71.578,1052
1754,16,8,4,3,81.050,1896
1755,16,8,4,4,74.584,2110
1756,16,8,4,5,91.444,2912
1757,16,8,4,6,115.953,3240
1758,16,8,4,7,131.852,3908
1759,16,8,4,8,75.234,3098
1760,16,8,5,1,71.395,867
1761,16,8,5,2,71.949,1407
1762,16,8,5,3,81.284,2373
1763,16,8,5,4,74.018,2795
1764,16,8,5,5,96.571,3744
1765,16,8,5,6,113.712,4088
1766,16,8,5,7,135.300,4907
1767,16,8,5,8,78.244,4771
1768,16,8,6,1,71.670,916
1769,16,8,6,2,70.660,1608
1770,16,8,6,3,82.503,2848
1771,16,8,6,4,72.369,3212
1772,16,8,6,5,96.669,4211
1773,16,8,6,6,120.972,4953
1774,16,8,6,7,142.086,5795
1775,16,8,6,8,77.514,5514
1776,16,8,7,1,74.395,1085
1777,16,8,7,2,71.364,2065
1778,16,8,7,3,80.549,3193
1779,16,8,7,4,76.967,3792
1780,16,8,7,5,96.335,5101
1781,16,8,7,6,112.590,5661
1783,16,8,7,8,79.232,6447
1784,16,8,8,1,71.694,1103
1785,16,8,8,2,70.563,2126
1786,16,8,8,3,89.202,3608
1787,16,8,8,4,71.687,4022
1788,16,8,8,5,96.515,5513
1789,16,8,8,6,117.462,6576
1790,16,8,8,7,137.689,7509
1791,16,8,8,8,82.299,5919
1792,16,16,1,1,72.544,317
1793,16,16,1,2,70.459,435
1794,16,16,1,3,81.550,562
1795,16,16,1,4,73.319,621
1796,16,16,1,5,89.848,825
1797,16,16,1,6,83.948,984
1798,16,16,1,7,95.547,1151
1799,16,16,1,8,70.671,1123
1800,16,16,2,1,71.968,387
1801,16,16,2,2,71.079,633
1802,16,16,2,3,80.989,970
1803,16,16,2,4,71.377,1168
1804,16,16,2,5,92.458,1607
1805,16,16,2,6,82.962,1842
1806,16,16,2,7,95.378,2058
1807,16,16,2,8,72.356,2014
1808,16,16,3,1,71.962,522
1809,16,16,3,2,71.519,882
1810,16,16,3,3,82.007,1454
1811,16,16,3,4,72.978,1621
1812,16,16,3,5,92.235,2298
1813,16,16,3,6,82.984,2573
1814,16,16,3,7,100.345,3071
1815,16,16,3,8,71.739,2954
1816,16,16,4,1,71.719,650
1817,16,16,4,2,72.892,1040
1818,16,16,4,3,80.602,1910
1819,16,16,4,4,71.291,2022
1820,16,16,4,5,91.233,2915
1821,16,16,4,6,85.505,3412
1822,16,16,4,7,100.556,3861
1823,16,16,4,8,79.146,3773
1824,16,16,5,1,72.583,860
1825,16,16,5,2,70.937,1490
1826,16,16,5,3,85.897,2405
1827,16,16,5,4,71.829,2606
1828,16,16,5,5,97.213,3667
1829,16,16,5,6,87.870,4131
1830,16,16,5,7,106.824,4871
1831,16,16,5,8,71.913,4788
1832,16,16,6,1,71.644,873
1833,16,16,6,2,71.407,1592
1834,16,16,6,3,85.478,2840
1835,16,16,6,4,73.494,3291
1836,16,16,6,5,98.897,4225
1837,16,16,6,6,88.950,4802
1838,16,16,6,7,104.203,5831
1839,16,16,6,8,73.948,5498
1840,16,16,7,1,73.237,1181
1841,16,16,7,2,71.806,2090
1842,16,16,7,3,86.749,3225
1843,16,16,7,4,72.294,3513
1844,16,16,7,5,101.287,5174
1845,16,16,7,6,90.163,5980
1846,16,16,7,7,103.475,6732
1847,16,16,7,8,75.877,6513
1848,16,16,8,1,72.218,1064
1849,16,16,8,2,71.156,1903
1850,16,16,8,3,83.629,3481
1851,16,16,8,4,72.374,3555
1852,16,16,8,5,98.174,5621
1853,16,16,8,6,82.826,6181
1854,16,16,8,7,104.527,7474
1855,16,16,8,8,76.465,6616
1856,16,32,1,1,72.647,280
1857,16,32,1,2,71.121,398
1858,16,32,1,3,73.804,534
1859,16,32,1,4,70.551,648
1860,16,32,1,5,77.873,898
1861,16,32,1,6,80.628,942
1862,16,32,1,7,82.451,1178
1863,16,32,1,8,73.602,1116
1864,16,32,2,1,70.335,427
1865,16,32,2,2,69.144,599
1866,16,32,2,3,76.366,971
1867,16,32,2,4,71.076,1146
1868,16,32,2,5,80.740,1501
1869,16,32,2,6,80.183,1792
1870,16,32,2,7,82.507,2066
1871,16,32,2,8,72.416,2126
1872,16,32,3,1,72.142,587
1873,16,32,3,2,70.539,892
1874,16,32,3,3,73.975,1429
1875,16,32,3,4,71.757,1613
1876,16,32,3,5,78.627,2312
1877,16,32,3,6,81.066,2689
1878,16,32,3,7,79.548,3069
1879,16,32,3,8,72.100,2948
1880,16,32,4,1,71.985,648
1881,16,32,4,2,69.204,1044
1882,16,32,4,3,75.639,1856
1883,16,32,4,4,71.712,1894
1884,16,32,4,5,81.436,2885
1885,16,32,4,6,85.018,3360
1886,16,32,4,7,83.466,3861
1887,16,32,4,8,76.774,3631
1888,16,32,5,1,72.118,852
1889,16,32,5,2,73.515,1436
1890,16,32,5,3,73.853,2464
1891,16,32,5,4,72.181,2759
1892,16,32,5,5,83.932,3694
1893,16,32,5,6,85.662,4191
1894,16,32,5,7,87.382,4989
1895,16,32,5,8,74.053,4814
1896,16,32,6,1,71.048,877
1897,16,32,6,2,72.514,1597
1898,16,32,6,3,74.921,2809
1899,16,32,6,4,74.412,2960
1900,16,32,6,5,85.498,4256
1901,16,32,6,6,87.417,4781
1902,16,32,6,7,87.012,5805
1903,16,32,6,8,75.365,5450
1904,16,32,7,1,71.637,1126
1905,16,32,7,2,73.258,2063
1906,16,32,7,3,81.496,3267
1907,16,32,7,4,72.490,3531
1908,16,32,7,5,89.152,4993
1909,16,32,7,6,85.479,5803
1911,16,32,7,8,77.261,6456
1912,16,32,8,1,71.607,1107
1913,16,32,8,2,69.093,1828
1914,16,32,8,3,77.403,3514
1915,16,32,8,4,73.620,3334
1916,16,32,8,5,89.596,5424
1917,16,32,8,6,85.734,6340
1918,16,32,8,7,89.878,7702
1919,16,32,8,8,77.547,6990
1920,32,1,1,1,70.970,357
1921,32,1,1,2,70.970,357
1922,32,1,1,3,70.970,357
1923,32,1,1,4,70.970,357
1924,32,1,1,5,70.970,357
1925,32,1,1,6,70.970,357
1926,32,1,1,7,70.970,357
1927,32,1,1,8,70.970,357
1928,32,1,2,1,71.671,589
1929,32,1,2,2,71.671,589
1930,32,1,2,3,71.671,589
1931,32,1,2,4,71.671,589
1932,32,1,2,5,71.671,589
1933,32,1,2,6,71.671,589
1934,32,1,2,7,71.671,589
1935,32,1,2,8,71.671,589
1936,32,1,3,1,74.343,867
1937,32,1,3,2,74.343,867
1938,32,1,3,3,74.343,867
1939,32,1,3,4,74.343,867
1940,32,1,3,5,74.343,867
1941,32,1,3,6,74.343,867
1942,32,1,3,7,74.343,867
1943,32,1,3,8,74.343,867
1944,32,1,4,1,72.460,890
1945,32,1,4,2,72.460,890
1946,32,1,4,3,72.460,890
1947,32,1,4,4,72.460,890
1948,32,1,4,5,72.460,890
1949,32,1,4,6,72.460,890
1950,32,1,4,7,72.460,890
1951,32,1,4,8,72.460,890
1952,32,1,5,1,74.032,1308
1953,32,1,5,2,74.032,1308
1954,32,1,5,3,74.032,1308
1955,32,1,5,4,74.032,1308
1956,32,1,5,5,74.032,1308
1957,32,1,5,6,74.032,1308
1958,32,1,5,7,74.032,1308
1959,32,1,5,8,74.032,1308
1960,32,1,6,1,72.493,1524
1961,32,1,6,2,72.493,1524
1962,32,1,6,3,72.493,1524
1963,32,1,6,4,72.493,1524
1964,32,1,6,5,72.493,1524
1965,32,1,6,6,72.493,1524
1966,32,1,6,7,72.493,1524
1967,32,1,6,8,72.493,1524
1968,32,1,7,1,76.155,1796
1969,32,1,7,2,76.155,1796
1970,32,1,7,3,76.155,1796
1971,32,1,7,4,76.155,1796
1972,32,1,7,5,76.155,1796
1973,32,1,7,6,76.155,1796
1974,32,1,7,7,76.155,1796
1975,32,1,7,8,76.155,1796
1976,32,1,8,1,71.186,1608
1977,32,1,8,2,71.186,1608
1978,32,1,8,3,71.186,1608
1979,32,1,8,4,71.186,1608
1980,32,1,8,5,71.186,1608
1981,32,1,8,6,71.186,1608
1982,32,1,8,7,71.186,1608
1983,32,1,8,8,71.186,1608
1984,32,2,1,1,71.392,402
1985,32,2,1,2,73.055,592
1986,32,2,1,3,73.055,592
1987,32,2,1,4,73.055,592
1988,32,2,1,5,73.055,592
1989,32,2,1,6,73.055,592
1990,32,2,1,7,73.055,592
1991,32,2,1,8,73.055,592
1992,32,2,2,1,72.370,621
1993,32,2,2,2,72.167,943
1994,32,2,2,3,72.167,943
1995,32,2,2,4,72.167,943
1996,32,2,2,5,72.167,943
1997,32,2,2,6,72.167,943
1998,32,2,2,7,72.167,943
1999,32,2,2,8,72.167,943
2000,32,2,3,1,71.802,891
2001,32,2,3,2,68.531,1509
2002,32,2,3,3,68.531,1509
2003,32,2,3,4,68.531,1509
2004,32,2,3,5,68.531,1509
2005,32,2,3,6,68.531,1509
2006,32,2,3,7,68.531,1509
2007,32,2,3,8,68.531,1509
2008,32,2,4,1,74.277,1071
2009,32,2,4,2,71.883,1602
2010,32,2,4,3,71.883,1602
2011,32,2,4,4,71.883,1602
2012,32,2,4,5,71.883,1602
2013,32,2,4,6,71.883,1602
2014,32,2,4,7,71.883,1602
2015,32,2,4,8,71.883,1602
2016,32,2,5,1,71.002,1395
2017,32,2,5,2,71.943,2433
2018,32,2,5,3,71.943,2433
2019,32,2,5,4,71.943,2433
2020,32,2,5,5,71.943,2433
2021,32,2,5,6,71.943,2433
2022,32,2,5,7,71.943,2433
2023,32,2,5,8,71.943,2433
2024,32,2,6,1,70.271,1551
2025,32,2,6,2,70.164,2713
2026,32,2,6,3,70.164,2713
2027,32,2,6,4,70.164,2713
2028,32,2,6,5,70.164,2713
2029,32,2,6,6,70.164,2713
2030,32,2,6,7,70.164,2713
2031,32,2,6,8,70.164,2713
2032,32,2,7,1,71.621,1831
2033,32,2,7,2,71.891,3326
2034,32,2,7,3,71.891,3326
2035,32,2,7,4,71.891,3326
2036,32,2,7,5,71.891,3326
2037,32,2,7,6,71.891,3326
2038,32,2,7,7,71.891,3326
2039,32,2,7,8,71.891,3326
2040,32,2,8,1,69.265,1926
2041,32,2,8,2,72.458,2950
2042,32,2,8,3,72.458,2950
2043,32,2,8,4,72.458,2950
2044,32,2,8,5,72.458,2950
2045,32,2,8,6,72.458,2950
2046,32,2,8,7,72.458,2950
2047,32,2,8,8,72.458,2950
2048,32,4,1,1,71.589,408
2049,32,4,1,2,72.316,613
2050,32,4,1,3,107.195,876
2051,32,4,1,4,70.397,942
2052,32,4,1,5,70.397,942
2053,32,4,1,6,70.397,942
2054,32,4,1,7,70.397,942
2055,32,4,1,8,70.397,942
2056,32,4,2,1,72.710,603
2057,32,4,2,2,71.881,1063
2058,32,4,2,3,110.250,1649
2059,32,4,2,4,71.212,1585
2060,32,4,2,5,71.212,1585
2061,32,4,2,6,71.212,1585
2062,32,4,2,7,71.212,1585
2063,32,4,2,8,71.212,1585
2064,32,4,3,1,72.066,876
2065,32,4,3,2,69.259,1534
2066,32,4,3,3,107.169,2428
2067,32,4,3,4,71.479,2712
2068,32,4,3,5,71.479,2712
2069,32,4,3,6,71.479,2712
2070,32,4,3,7,71.479,2712
2071,32,4,3,8,71.479,2712
2072,32,4,4,1,74.051,1093
2073,32,4,4,2,68.691,1874
2074,32,4,4,3,110.984,3213
2075,32,4,4,4,71.633,2903
2076,32,4,4,5,71.633,2903
2077,32,4,4,6,71.633,2903
2078,32,4,4,7,71.633,2903
2079,32,4,4,8,71.633,2903
2080,32,4,5,1,71.472,1391
2081,32,4,5,2,70.298,2452
2082,32,4,5,3,120.063,3965
2083,32,4,5,4,75.535,4642
2084,32,4,5,5,75.535,4642
2085,32,4,5,6,75.535,4642
2086,32,4,5,7,75.535,4642
2087,32,4,5,8,75.535,4642
2088,32,4,6,1,70.355,1543
2089,32,4,6,2,70.419,2829
2090,32,4,6,3,113.242,4729
2091,32,4,6,4,70.834,5285
2092,32,4,6,5,70.834,5285
2093,32,4,6,6,70.834,5285
2094,32,4,6,7,70.834,5285
2095,32,4,6,8,70.834,5285
2096,32,4,7,1,70.313,1807
2097,32,4,7,2,71.589,3481
2098,32,4,7,3,120.168,5547
2099,32,4,7,4,77.109,6367
2100,32,4,7,5,77.109,6367
2101,32,4,7,6,77.109,6367
2102,32,4,7,7,77.109,6367
2103,32,4,7,8,77.109,6367
2104,32,4,8,1,72.709,1925
2105,32,4,8,2,74.725,3737
2106,32,4,8,3,113.150,6030
2107,32,4,8,4,72.587,5693
2108,32,4,8,5,72.587,5693
2109,32,4,8,6,72.587,5693
2110,32,4,8,7,72.587,5693
2111,32,4,8,8,72.587,5693
2112,32,8,1,1,72.157,393
2113,32,8,1,2,69.668,614
2114,32,8,1,3,83.333,894
2115,32,8,1,4,73.835,1035
2116,32,8,1,5,91.283,1381
2117,32,8,1,6,109.597,1568
2118,32,8,1,7,126.227,1881
2119,32,8,1,8,70.894,1606
2120,32,8,2,1,71.686,614
2121,32,8,2,2,68.991,1072
2122,32,8,2,3,80.373,1632
2123,32,8,2,4,69.865,1894
2124,32,8,2,5,89.263,2538
2125,32,8,2,6,110.474,3023
2126,32,8,2,7,123.985,3583
2127,32,8,2,8,70.541,2928
2128,32,8,3,1,72.124,900
2129,32,8,3,2,72.017,1529
2130,32,8,3,3,81.089,2409
2131,32,8,3,4,73.871,2816
2132,32,8,3,5,90.735,3908
2133,32,8,3,6,111.029,4538
2134,32,8,3,7,133.658,5319
2135,32,8,3,8,72.149,5291
2136,32,8,4,1,70.654,1115
2137,32,8,4,2,71.543,1918
2138,32,8,4,3,79.000,3127
2139,32,8,4,4,71.644,3712
2140,32,8,4,5,96.988,5114
2141,32,8,4,6,120.943,5841
2142,32,8,4,7,139.675,6742
2143,32,8,4,8,75.921,5723
2144,32,8,5,1,70.294,1356
2145,32,8,5,2,73.462,2436
2146,32,8,5,3,82.531,3960
2147,32,8,5,4,74.139,4717
2148,32,8,5,5,102.084,6226
2149,32,8,5,6,110.489,7383
2150,32,8,5,7,136.669,8561
2151,32,8,5,8,75.107,8626
2152,32,8,6,1,69.985,1541
2153,32,8,6,2,70.076,2800
2154,32,8,6,3,84.456,4772
2155,32,8,6,4,76.185,5611
2156,32,8,6,5,102.407,7350
2157,32,8,6,6,113.494,8879
2158,32,8,6,7,139.513,10393
2159,32,8,6,8,74.841,10290
2160,32,8,7,1,71.446,1838
2161,32,8,7,2,72.155,3457
2162,32,8,7,3,84.398,5510
2163,32,8,7,4,75.866,6378
2164,32,8,7,5,99.086,8878
2165,32,8,7,6,121.345,10478
2166,32,8,7,7,144.251,11738
2167,32,8,7,8,79.378,11970
2168,32,8,8,1,71.883,1833
2169,32,8,8,2,72.317,3214
2170,32,8,8,3,84.753,6010
2171,32,8,8,4,74.292,5890
2172,32,8,8,5,102.296,9982
2173,32,8,8,6,121.085,11240
2174,32,8,8,7,143.856,12678
2175,32,8,8,8,77.976,9838
2176,32,16,1,1,70.377,372
2177,32,16,1,2,72.995,608
2178,32,16,1,3,81.279,914
2179,32,16,1,4,73.852,1076
2180,32,16,1,5,93.050,1360
2181,32,16,1,6,86.124,1580
2182,32,16,1,7,95.480,1790
2183,32,16,1,8,71.608,1933
2184,32,16,2,1,74.401,597
2185,32,16,2,2,74.173,1055
2186,32,16,2,3,79.896,1663
2187,32,16,2,4,71.266,1893
2188,32,16,2,5,89.052,2579
2189,32,16,2,6,80.003,2988
2190,32,16,2,7,102.700,3567
2191,32,16,2,8,73.027,3705
2192,32,16,3,1,73.741,890
2193,32,16,3,2,72.989,1527
2194,32,16,3,3,80.266,2358
2195,32,16,3,4,71.165,2810
2196,32,16,3,5,94.449,3868
2197,32,16,3,6,81.233,4450
2198,32,16,3,7,97.840,5264
2199,32,16,3,8,71.224,5553
2200,32,16,4,1,72.424,1077
2201,32,16,4,2,72.841,1803
2202,32,16,4,3,80.186,3160
2203,32,16,4,4,72.804,3315
2204,32,16,4,5,91.394,5110
2205,32,16,4,6,85.863,5770
2206,32,16,4,7,106.919,6815
2207,32,16,4,8,73.164,6405
2208,32,16,5,1,70.709,1345
2209,32,16,5,2,70.937,2400
2210,32,16,5,3,92.918,3959
2211,32,16,5,4,75.164,4749
2212,32,16,5,5,94.581,6257
2213,32,16,5,6,87.928,7263
2214,32,16,5,7,100.765,8457
2215,32,16,5,8,76.014,8969
2216,32,16,6,1,72.357,1561
2217,32,16,6,2,69.688,2847
2218,32,16,6,3,85.498,4680
2219,32,16,6,4,71.603,5552
2220,32,16,6,5,102.927,7381
2221,32,16,6,6,88.225,8869
2222,32,16,6,7,107.690,10265
2223,32,16,6,8,78.753,10694
2224,32,16,7,1,72.335,1849
2225,32,16,7,2,71.643,3417
2226,32,16,7,3,89.380,5482
2227,32,16,7,4,71.623,6430
2228,32,16,7,5,101.191,8759
2229,32,16,7,6,90.792,10229
2230,32,16,7,7,108.011,11814
2231,32,16,7,8,76.728,12125
2232,32,16,8,1,74.367,1804
2233,32,16,8,2,75.196,2957
2234,32,16,8,3,83.648,6000
2235,32,16,8,4,77.420,5910
2236,32,16,8,5,98.378,9766
2237,32,16,8,6,90.437,11386
2238,32,16,8,7,107.472,12539
2239,32,16,8,8,77.204,12475
2240,32,32,1,1,71.512,380
2241,32,32,1,2,70.493,607
2242,32,32,1,3,77.935,888
2243,32,32,1,4,70.981,1096
2244,32,32,1,5,79.104,1382
2245,32,32,1,6,79.381,1566
2246,32,32,1,7,82.150,1814
2247,32,32,1,8,70.748,1896
2248,32,32,2,1,70.627,608
2249,32,32,2,2,72.780,1032
2250,32,32,2,3,73.937,1631
2251,32,32,2,4,71.153,1884
2252,32,32,2,5,78.211,2596
2253,32,32,2,6,81.305,2952
2254,32,32,2,7,78.700,3600
2255,32,32,2,8,72.227,3689
2256,32,32,3,1,72.262,880
2257,32,32,3,2,69.456,1489
2258,32,32,3,3,72.823,2362
2259,32,32,3,4,70.580,2793
2260,32,32,3,5,75.496,3891
2261,32,32,3,6,81.443,4535
2262,32,32,3,7,87.916,5367
2263,32,32,3,8,75.676,5572
2264,32,32,4,1,70.240,1079
2265,32,32,4,2,72.522,1623
2266,32,32,4,3,71.890,3156
2267,32,32,4,4,72.924,3535
2268,32,32,4,5,89.220,5081
2269,32,32,4,6,83.635,5846
2270,32,32,4,7,89.041,6805
2271,32,32,4,8,75.166,6822
2272,32,32,5,1,71.482,1362
2273,32,32,5,2,73.369,2404
2274,32,32,5,3,75.023,3996
2275,32,32,5,4,73.118,4731
2276,32,32,5,5,86.377,6265
2277,32,32,5,6,82.171,7289
2278,32,32,5,7,85.549,8595
2279,32,32,5,8,73.658,8904
2280,32,32,6,1,71.684,1533
2281,32,32,6,2,68.886,2795
2282,32,32,6,3,75.684,4690
2283,32,32,6,4,73.492,5552
2284,32,32,6,5,89.400,7407
2285,32,32,6,6,85.154,8965
2286,32,32,6,7,87.275,10315
2287,32,32,6,8,76.121,10507
2288,32,32,7,1,71.431,1805
2289,32,32,7,2,71.014,3437
2290,32,32,7,3,74.766,5498
2291,32,32,7,4,71.828,6401
2292,32,32,7,5,89.800,8643
2293,32,32,7,6,90.672,10283
2294,32,32,7,7,88.164,11733
2295,32,32,7,8,80.845,12194
2296,32,32,8,1,70.627,1792
2297,32,32,8,2,73.623,2908
2298,32,32,8,3,76.206,5988
2299,32,32,8,4,71.944,5500
2300,32,32,8,5,85.271,9843
2301,32,32,8,6,90.946,11450
2302,32,32,8,7,89.680,12577
2303,32,32,8,8,77.753,11696
