Parameter,Throughput_Value,Tool,Parameter2,Area_Value,Parameter3,FF_Value,Flow
Throughput,41666.666666666664,catapult,Area,5703.040,FF,286,catapult_asic_area
Throughput,43478.260869565216,catapult,Area,6069.588,FF,299,catapult_asic_area
Throughput,40000.0,catapult,Area,6189.820,FF,311,catapult_asic_area
Throughput,41666.666666666664,catapult,Area,7574.882,FF,339,catapult_asic_area
Throughput,40000.0,catapult,Area,7868.546,FF,353,catapult_asic_area
Throughput,18181.81818181818,catapult,Area,4560.836,FF,224,catapult_asic_area
Throughput,17241.379310344826,catapult,Area,4648.616,FF,256,catapult_asic_area
Throughput,18181.81818181818,catapult,Area,4832.156,FF,226,catapult_asic_area
Throughput,17241.379310344826,catapult,Area,4997.342,FF,258,catapult_asic_area
Throughput,17857.14285714286,catapult,Area,5375.328,FF,230,catapult_asic_area
Throughput,16393.44262295082,catapult,Area,5522.426,FF,262,catapult_asic_area
Throughput,17857.14285714286,catapult,Area,5914.776,FF,245,catapult_asic_area
Throughput,16666.666666666668,catapult,Area,5936.322,FF,277,catapult_asic_area
Throughput,17543.859649122805,catapult,Area,7394.800,FF,280,catapult_asic_area
Throughput,16393.44262295082,catapult,Area,7462.896,FF,312,catapult_asic_area
Throughput,49999.99999999999,catapult,Area,4392.192,FF,202,catapult_asic_area
Throughput,40000.0,catapult,Area,5144.706,FF,297,catapult_asic_area
Throughput,45454.545454545456,catapult,Area,5242.594,FF,262,catapult_asic_area
Throughput,38461.53846153846,catapult,Area,5306.434,FF,268,catapult_asic_area
Throughput,45454.545454545456,catapult,Area,5936.056,FF,267,catapult_asic_area
Throughput,40000.0,catapult,Area,5995.108,FF,273,catapult_asic_area
Throughput,45454.545454545456,catapult,Area,6468.854,FF,285,catapult_asic_area
Throughput,38461.53846153846,catapult,Area,6457.416,FF,299,catapult_asic_area
Throughput,43478.260869565216,catapult,Area,8399.216,FF,337,catapult_asic_area
Throughput,38461.53846153846,catapult,Area,8241.212,FF,353,catapult_asic_area
Throughput,49999.99999999999,catapult,Area,4392.192,FF,202,catapult_asic_area
Throughput,40000.0,catapult,Area,5144.706,FF,297,catapult_asic_area
Throughput,45454.545454545456,catapult,Area,5242.594,FF,262,catapult_asic_area
Throughput,38461.53846153846,catapult,Area,5306.434,FF,268,catapult_asic_area
Throughput,45454.545454545456,catapult,Area,5936.056,FF,267,catapult_asic_area
Throughput,40000.0,catapult,Area,5995.108,FF,273,catapult_asic_area
