n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_part1,knob_array_part2,knob_I_B,obj1,obj2,FF
2328,16,1,2,3,64,8,0,0.001015,14392.196,1360
2329,16,1,2,3,64,16,0,0.001013,11289.572,978
2330,16,1,2,3,32,1,0,0.001042,16208.444,1394
2331,16,1,2,3,32,2,0,0.001032,16555.043,1439
2332,16,1,2,3,32,4,0,0.001058,16357.138,1396
2333,16,1,2,3,32,8,0,0.001019,15989.526,1394
2334,16,1,2,3,32,16,0,0.001029,12952.338,1012
2335,16,1,2,4,512,1,0,0.000777,14942.816,1568
2336,16,1,2,4,512,2,0,0.000777,14942.816,1568
2337,16,1,2,4,512,4,0,0.000777,14942.816,1568
2338,16,1,2,4,512,8,0,0.000833,14745.444,1566
2339,16,1,2,4,512,16,0,0.000820,10763.690,1026
2340,16,1,2,4,256,1,0,0.000839,15467.634,1578
2341,16,1,2,4,256,2,0,0.000839,15467.634,1578
2342,16,1,2,4,256,4,0,0.000839,15467.634,1578
2343,16,1,2,4,256,8,0,0.000820,15212.540,1576
2344,16,1,2,4,256,16,0,0.000837,10942.708,1036
2345,16,1,2,4,128,1,0,0.000805,15628.564,1582
2346,16,1,2,4,128,2,0,0.000805,15628.564,1582
2347,16,1,2,4,128,4,0,0.000805,15628.564,1582
2348,16,1,2,4,128,8,0,0.000802,15662.346,1580
2349,16,1,2,4,128,16,0,0.000782,11616.220,1040
2350,16,1,2,4,64,1,0,0.000826,15936.060,1596
2351,16,1,2,4,64,2,0,0.000826,15936.060,1596
2352,16,1,2,4,64,4,0,0.000826,15936.060,1596
2353,16,1,2,4,64,8,0,0.000832,15954.680,1596
2354,16,1,2,4,64,16,0,0.000821,11948.454,1056
2355,16,1,2,4,32,1,0,0.000834,17707.887,1642
2356,16,1,2,4,32,2,0,0.000834,17707.887,1642
2357,16,1,2,4,32,4,0,0.000834,17707.887,1642
2358,16,1,2,4,32,8,0,0.000828,17779.973,1642
2359,16,1,2,4,32,16,0,0.000819,13651.918,1102
2360,16,1,3,1,512,1,0,0.000915,13496.840,1471
2361,16,1,3,1,512,2,0,0.000933,13089.062,1420
2362,16,1,3,1,512,4,0,0.000915,13145.454,1423
2363,16,1,3,1,512,8,0,0.000926,13121.780,1417
2364,16,1,3,1,512,16,0,0.000937,8572.382,817
2365,16,1,3,1,256,1,0,0.000938,13621.594,1472
2366,16,1,3,1,256,2,0,0.000948,13423.424,1422
2367,16,1,3,1,256,4,0,0.000948,13391.238,1425
2368,16,1,3,1,256,8,0,0.000915,13403.474,1419
2369,16,1,3,1,256,16,0,0.000906,8829.604,819
2370,16,1,3,1,128,1,0,0.000945,14075.922,1473
2371,16,1,3,1,128,2,0,0.000951,13661.760,1423
2372,16,1,3,1,128,4,0,0.000948,13645.002,1425
2373,16,1,3,1,128,8,0,0.000932,13733.314,1423
2374,16,1,3,1,128,16,0,0.000935,9196.684,823
2375,16,1,3,1,64,1,0,0.000962,14601.804,1479
2376,16,1,3,1,64,2,0,0.000951,13942.922,1428
2377,16,1,3,1,64,4,0,0.000974,13997.718,1431
2378,16,1,3,1,64,8,0,0.000930,13971.384,1428
2379,16,1,3,1,64,16,0,0.000934,9638.244,828
2380,16,1,3,1,32,1,0,0.000952,16017.456,1491
2381,16,1,3,1,32,2,0,0.000931,15359.638,1440
2382,16,1,3,1,32,4,0,0.000958,15313.088,1443
2383,16,1,3,1,32,8,0,0.000947,15297.660,1440
2384,16,1,3,1,32,16,0,0.000941,10955.742,840
2385,16,1,3,2,512,1,0,0.000867,13741.028,1485
2386,16,1,3,2,512,2,0,0.000867,13741.028,1485
2387,16,1,3,2,512,4,0,0.000852,13663.356,1481
2388,16,1,3,2,512,8,0,0.000843,13726.398,1485
2389,16,1,3,2,512,16,0,0.000862,9213.442,899
2390,16,1,3,2,256,1,0,0.000856,14018.466,1487
2391,16,1,3,2,256,2,0,0.000856,14018.466,1487
2392,16,1,3,2,256,4,0,0.000875,13901.692,1483
2393,16,1,3,2,256,8,0,0.000875,14005.698,1487
2394,16,1,3,2,256,16,0,0.000866,9528.918,901
2395,16,1,3,2,128,1,0,0.000898,14340.060,1487
2396,16,1,3,2,128,2,0,0.000898,14340.060,1487
2397,16,1,3,2,128,4,0,0.000902,14292.712,1485
2398,16,1,3,2,128,8,0,0.000902,14359.744,1487
2399,16,1,3,2,128,16,0,0.000847,9957.444,905
2400,16,1,3,2,64,1,0,0.000899,14868.070,1495
2401,16,1,3,2,64,2,0,0.000899,14868.070,1495
2402,16,1,3,2,64,4,0,0.000886,14759.276,1491
2403,16,1,3,2,64,8,0,0.000849,14781.886,1498
2404,16,1,3,2,64,16,0,0.000861,10331.174,911
2405,16,1,3,2,32,1,0,0.000953,16330.272,1518
2406,16,1,3,2,32,2,0,0.000953,16330.272,1518
2407,16,1,3,2,32,4,0,0.000918,16247.280,1514
2408,16,1,3,2,32,8,0,0.000888,16320.430,1521
2409,16,1,3,2,32,16,0,0.000909,11831.414,934
2410,16,1,3,3,512,1,0,0.001006,13301.596,1342
2411,16,1,3,3,512,2,0,0.001005,13863.122,1387
2412,16,1,3,3,512,4,0,0.001025,13635.958,1344
2413,16,1,3,3,512,8,0,0.001002,13611.486,1342
2414,16,1,3,3,512,16,0,0.001006,10295.264,961
2415,16,1,3,3,256,1,0,0.001010,13739.432,1344
2416,16,1,3,3,256,2,0,0.000996,14359.478,1389
2417,16,1,3,3,256,4,0,0.001021,13850.886,1346
2418,16,1,3,3,256,8,0,0.001019,14058.366,1344
2419,16,1,3,3,256,16,0,0.001012,10387.300,963
2420,16,1,3,3,128,1,0,0.001017,13912.332,1347
2421,16,1,3,3,128,2,0,0.001011,14359.212,1392
2422,16,1,3,3,128,4,0,0.001028,14042.406,1347
2423,16,1,3,3,128,8,0,0.001029,14582.386,1347
2424,16,1,3,3,128,16,0,0.001021,10784.438,967
2425,16,1,3,3,64,1,0,0.001042,14373.044,1360
2426,16,1,3,3,64,2,0,0.001004,14831.096,1405
2427,16,1,3,3,64,4,0,0.001030,14599.144,1362
2428,16,1,3,3,64,8,0,0.001015,14392.196,1360
2429,16,1,3,3,64,16,0,0.001013,11289.572,978
2430,16,1,3,3,32,1,0,0.001042,16208.444,1394
2431,16,1,3,3,32,2,0,0.001032,16555.043,1439
2432,16,1,3,3,32,4,0,0.001058,16357.138,1396
2433,16,1,3,3,32,8,0,0.001019,15989.526,1394
2434,16,1,3,3,32,16,0,0.001029,12952.338,1012
2435,16,1,3,4,512,1,0,0.000777,14942.816,1568
2436,16,1,3,4,512,2,0,0.000777,14942.816,1568
2437,16,1,3,4,512,4,0,0.000777,14942.816,1568
2438,16,1,3,4,512,8,0,0.000833,14745.444,1566
2439,16,1,3,4,512,16,0,0.000820,10763.690,1026
2440,16,1,3,4,256,1,0,0.000839,15467.634,1578
2441,16,1,3,4,256,2,0,0.000839,15467.634,1578
2442,16,1,3,4,256,4,0,0.000839,15467.634,1578
2443,16,1,3,4,256,8,0,0.000820,15212.540,1576
2444,16,1,3,4,256,16,0,0.000837,10942.708,1036
2445,16,1,3,4,128,1,0,0.000805,15628.564,1582
2446,16,1,3,4,128,2,0,0.000805,15628.564,1582
2447,16,1,3,4,128,4,0,0.000805,15628.564,1582
2448,16,1,3,4,128,8,0,0.000802,15662.346,1580
2449,16,1,3,4,128,16,0,0.000782,11616.220,1040
2450,16,1,3,4,64,1,0,0.000826,15936.060,1596
2451,16,1,3,4,64,2,0,0.000826,15936.060,1596
2452,16,1,3,4,64,4,0,0.000826,15936.060,1596
2453,16,1,3,4,64,8,0,0.000832,15954.680,1596
2454,16,1,3,4,64,16,0,0.000821,11948.454,1056
2455,16,1,3,4,32,1,0,0.000834,17707.887,1642
2456,16,1,3,4,32,2,0,0.000834,17707.887,1642
2457,16,1,3,4,32,4,0,0.000834,17707.887,1642
2458,16,1,3,4,32,8,0,0.000828,17779.973,1642
2459,16,1,3,4,32,16,0,0.000819,13651.918,1102
2460,16,1,4,1,512,1,0,0.000915,13496.840,1471
2461,16,1,4,1,512,2,0,0.000933,13089.062,1420
2462,16,1,4,1,512,4,0,0.000915,13145.454,1423
2463,16,1,4,1,512,8,0,0.000926,13121.780,1417
2464,16,1,4,1,512,16,0,0.000937,8572.382,817
2465,16,1,4,1,256,1,0,0.000938,13621.594,1472
2466,16,1,4,1,256,2,0,0.000948,13423.424,1422
2467,16,1,4,1,256,4,0,0.000948,13391.238,1425
2468,16,1,4,1,256,8,0,0.000915,13403.474,1419
2469,16,1,4,1,256,16,0,0.000906,8829.604,819
2470,16,1,4,1,128,1,0,0.000945,14075.922,1473
2471,16,1,4,1,128,2,0,0.000951,13661.760,1423
2472,16,1,4,1,128,4,0,0.000948,13645.002,1425
2473,16,1,4,1,128,8,0,0.000932,13733.314,1423
2474,16,1,4,1,128,16,0,0.000935,9196.684,823
2475,16,1,4,1,64,1,0,0.000962,14601.804,1479
2476,16,1,4,1,64,2,0,0.000951,13942.922,1428
2477,16,1,4,1,64,4,0,0.000974,13997.718,1431
2478,16,1,4,1,64,8,0,0.000930,13971.384,1428
2479,16,1,4,1,64,16,0,0.000934,9638.244,828
2480,16,1,4,1,32,1,0,0.000952,16017.456,1491
2481,16,1,4,1,32,2,0,0.000931,15359.638,1440
2482,16,1,4,1,32,4,0,0.000958,15313.088,1443
2483,16,1,4,1,32,8,0,0.000947,15297.660,1440
2484,16,1,4,1,32,16,0,0.000941,10955.742,840
2485,16,1,4,2,512,1,0,0.000867,13741.028,1485
2486,16,1,4,2,512,2,0,0.000867,13741.028,1485
2487,16,1,4,2,512,4,0,0.000852,13663.356,1481
2488,16,1,4,2,512,8,0,0.000843,13726.398,1485
2489,16,1,4,2,512,16,0,0.000862,9213.442,899
2490,16,1,4,2,256,1,0,0.000856,14018.466,1487
2491,16,1,4,2,256,2,0,0.000856,14018.466,1487
2492,16,1,4,2,256,4,0,0.000875,13901.692,1483
2493,16,1,4,2,256,8,0,0.000875,14005.698,1487
2494,16,1,4,2,256,16,0,0.000866,9528.918,901
2495,16,1,4,2,128,1,0,0.000898,14340.060,1487
2496,16,1,4,2,128,2,0,0.000898,14340.060,1487
2497,16,1,4,2,128,4,0,0.000902,14292.712,1485
2498,16,1,4,2,128,8,0,0.000902,14359.744,1487
2499,16,1,4,2,128,16,0,0.000847,9957.444,905
2500,16,1,4,2,64,1,0,0.000899,14868.070,1495
2501,16,1,4,2,64,2,0,0.000899,14868.070,1495
2502,16,1,4,2,64,4,0,0.000886,14759.276,1491
2503,16,1,4,2,64,8,0,0.000849,14781.886,1498
2504,16,1,4,2,64,16,0,0.000861,10331.174,911
2505,16,1,4,2,32,1,0,0.000953,16330.272,1518
2506,16,1,4,2,32,2,0,0.000953,16330.272,1518
2507,16,1,4,2,32,4,0,0.000918,16247.280,1514
2508,16,1,4,2,32,8,0,0.000888,16320.430,1521
2509,16,1,4,2,32,16,0,0.000909,11831.414,934
2510,16,1,4,3,512,1,0,0.001006,13301.596,1342
2511,16,1,4,3,512,2,0,0.001005,13863.122,1387
2512,16,1,4,3,512,4,0,0.001025,13635.958,1344
2513,16,1,4,3,512,8,0,0.001002,13611.486,1342
2514,16,1,4,3,512,16,0,0.001006,10295.264,961
2515,16,1,4,3,256,1,0,0.001010,13739.432,1344
2516,16,1,4,3,256,2,0,0.000996,14359.478,1389
2517,16,1,4,3,256,4,0,0.001021,13850.886,1346
2518,16,1,4,3,256,8,0,0.001019,14058.366,1344
2519,16,1,4,3,256,16,0,0.001012,10387.300,963
2520,16,1,4,3,128,1,0,0.001017,13912.332,1347
2521,16,1,4,3,128,2,0,0.001011,14359.212,1392
2522,16,1,4,3,128,4,0,0.001028,14042.406,1347
2523,16,1,4,3,128,8,0,0.001029,14582.386,1347
2524,16,1,4,3,128,16,0,0.001021,10784.438,967
2525,16,1,4,3,64,1,0,0.001042,14373.044,1360
2526,16,1,4,3,64,2,0,0.001004,14831.096,1405
2527,16,1,4,3,64,4,0,0.001030,14599.144,1362
2528,16,1,4,3,64,8,0,0.001015,14392.196,1360
2529,16,1,4,3,64,16,0,0.001013,11289.572,978
2530,16,1,4,3,32,1,0,0.001042,16208.444,1394
2531,16,1,4,3,32,2,0,0.001032,16555.043,1439
2532,16,1,4,3,32,4,0,0.001058,16357.138,1396
2533,16,1,4,3,32,8,0,0.001019,15989.526,1394
2534,16,1,4,3,32,16,0,0.001029,12952.338,1012
2535,16,1,4,4,512,1,0,0.000777,14942.816,1568
2536,16,1,4,4,512,2,0,0.000777,14942.816,1568
2537,16,1,4,4,512,4,0,0.000777,14942.816,1568
2538,16,1,4,4,512,8,0,0.000833,14745.444,1566
2539,16,1,4,4,512,16,0,0.000820,10763.690,1026
2540,16,1,4,4,256,1,0,0.000839,15467.634,1578
2541,16,1,4,4,256,2,0,0.000839,15467.634,1578
2542,16,1,4,4,256,4,0,0.000839,15467.634,1578
2543,16,1,4,4,256,8,0,0.000820,15212.540,1576
2544,16,1,4,4,256,16,0,0.000837,10942.708,1036
2545,16,1,4,4,128,1,0,0.000805,15628.564,1582
2546,16,1,4,4,128,2,0,0.000805,15628.564,1582
2547,16,1,4,4,128,4,0,0.000805,15628.564,1582
2548,16,1,4,4,128,8,0,0.000802,15662.346,1580
2549,16,1,4,4,128,16,0,0.000782,11616.220,1040
2550,16,1,4,4,64,1,0,0.000826,15936.060,1596
2551,16,1,4,4,64,2,0,0.000826,15936.060,1596
2552,16,1,4,4,64,4,0,0.000826,15936.060,1596
2553,16,1,4,4,64,8,0,0.000832,15954.680,1596
2554,16,1,4,4,64,16,0,0.000821,11948.454,1056
2555,16,1,4,4,32,1,0,0.000834,17707.887,1642
2556,16,1,4,4,32,2,0,0.000834,17707.887,1642
2557,16,1,4,4,32,4,0,0.000834,17707.887,1642
2558,16,1,4,4,32,8,0,0.000828,17779.973,1642
2559,16,1,4,4,32,16,0,0.000819,13651.918,1102
2560,16,2,1,1,512,1,0,0.000886,13695.276,1433
2561,16,2,1,1,512,2,0,0.000893,13214.348,1382
2562,16,2,1,1,512,4,0,0.000878,13308.512,1385
2563,16,2,1,1,512,8,0,0.000874,13242.278,1379
2564,16,2,1,1,512,16,0,0.000879,8949.038,843
2565,16,2,1,1,256,1,0,0.000907,13979.098,1438
2566,16,2,1,1,256,2,0,0.000899,13519.716,1388
2567,16,2,1,1,256,4,0,0.000900,13560.946,1391
2568,16,2,1,1,256,8,0,0.000887,13618.668,1385
2569,16,2,1,1,256,16,0,0.000881,9306.542,849
2570,16,2,1,1,128,1,0,0.000900,14437.948,1439
2571,16,2,1,1,128,2,0,0.000898,14067.144,1389
2572,16,2,1,1,128,4,0,0.000891,14264.250,1391
2573,16,2,1,1,128,8,0,0.000884,14125.930,1389
2574,16,2,1,1,128,16,0,0.000906,9716.980,853
2575,16,2,1,1,64,1,0,0.000925,15039.108,1453
2576,16,2,1,1,64,2,0,0.000905,14325.430,1402
2577,16,2,1,1,64,4,0,0.000904,14539.826,1405
2578,16,2,1,1,64,8,0,0.000889,14327.558,1402
2579,16,2,1,1,64,16,0,0.000897,10156.412,866
2580,16,2,1,1,32,1,0,0.000895,16407.943,1473
2581,16,2,1,1,32,2,0,0.000895,15852.536,1422
2582,16,2,1,1,32,4,0,0.000920,16000.432,1425
2583,16,2,1,1,32,8,0,0.000903,15997.506,1422
2584,16,2,1,1,32,16,0,0.000915,11557.434,886
2585,16,2,1,2,512,1,0,0.000847,14168.224,1455
2586,16,2,1,2,512,2,0,0.000847,14168.224,1455
2587,16,2,1,2,512,4,0,0.000848,14116.620,1451
2588,16,2,1,2,512,8,0,0.000848,14159.446,1455
2589,16,2,1,2,512,16,0,0.000832,9710.064,925
2590,16,2,1,2,256,1,0,0.000862,14617.764,1456
2591,16,2,1,2,256,2,0,0.000862,14617.764,1456
2592,16,2,1,2,256,4,0,0.000861,14429.170,1452
2593,16,2,1,2,256,8,0,0.000858,14468.272,1456
2594,16,2,1,2,256,16,0,0.000859,10031.658,934
2595,16,2,1,2,128,1,0,0.000914,14821.520,1455
2596,16,2,1,2,128,2,0,0.000914,14821.520,1455
2597,16,2,1,2,128,4,0,0.000916,14771.778,1453
2598,16,2,1,2,128,8,0,0.000923,14623.882,1455
2599,16,2,1,2,128,16,0,0.000845,10592.918,937
2600,16,2,1,2,64,1,0,0.000912,15276.380,1470
2601,16,2,1,2,64,2,0,0.000912,15276.380,1470
2602,16,2,1,2,64,4,0,0.000922,15271.858,1466
2603,16,2,1,2,64,8,0,0.000953,15331.176,1473
2604,16,2,1,2,64,16,0,0.000834,11043.256,950
2605,16,2,1,2,32,1,0,0.000922,16930.102,1500
2606,16,2,1,2,32,2,0,0.000922,16930.102,1500
2607,16,2,1,2,32,4,0,0.000926,16823.701,1496
2608,16,2,1,2,32,8,0,0.000924,16895.256,1503
2609,16,2,1,2,32,16,0,0.000833,12445.342,981
2610,16,2,1,3,512,1,0,0.001058,14971.544,1418
2611,16,2,1,3,512,2,0,0.001054,15574.566,1463
2612,16,2,1,3,512,4,0,0.001097,14983.780,1420
2613,16,2,1,3,512,8,0,0.001100,15061.984,1418
2614,16,2,1,3,512,16,0,0.001025,10587.864,981
2615,16,2,1,3,256,1,0,0.001069,15416.562,1429
2616,16,2,1,3,256,2,0,0.001080,15957.606,1474
2617,16,2,1,3,256,4,0,0.001115,15343.412,1431
2618,16,2,1,3,256,8,0,0.001125,15311.226,1429
2619,16,2,1,3,256,16,0,0.001032,10960.264,992
2620,16,2,1,3,128,1,0,0.001072,16008.412,1432
2621,16,2,1,3,128,2,0,0.001076,16556.105,1477
2622,16,2,1,3,128,4,0,0.001119,15815.030,1432
2623,16,2,1,3,128,8,0,0.001103,15785.238,1432
2624,16,2,1,3,128,16,0,0.001052,11537.484,996
2625,16,2,1,3,64,1,0,0.001096,16507.693,1453
2626,16,2,1,3,64,2,0,0.001079,17041.289,1498
2627,16,2,1,3,64,4,0,0.001114,16512.748,1455
2628,16,2,1,3,64,8,0,0.001107,16219.882,1453
2629,16,2,1,3,64,16,0,0.001043,12138.910,1015
2630,16,2,1,3,32,1,0,0.001104,18310.908,1495
2631,16,2,1,3,32,2,0,0.001083,18772.152,1540
2632,16,2,1,3,32,4,0,0.001124,17974.152,1497
2633,16,2,1,3,32,8,0,0.001134,17941.434,1495
2634,16,2,1,3,32,16,0,0.001038,13650.854,1057
2635,16,2,1,4,512,1,0,0.000867,15977.024,1534
2636,16,2,1,4,512,2,0,0.000877,15763.426,1534
2637,16,2,1,4,512,4,0,0.000877,15763.426,1534
2638,16,2,1,4,512,8,0,0.000863,15408.316,1532
2639,16,2,1,4,512,16,0,0.000822,11822.636,1076
2640,16,2,1,4,256,1,0,0.000874,16752.945,1536
2641,16,2,1,4,256,2,0,0.000882,16711.717,1536
2642,16,2,1,4,256,4,0,0.000882,16711.717,1536
2643,16,2,1,4,256,8,0,0.000846,15953.350,1534
2644,16,2,1,4,256,16,0,0.000823,12294.520,1078
2645,16,2,1,4,128,1,0,0.000876,16834.873,1540
2646,16,2,1,4,128,2,0,0.000872,16969.203,1540
2647,16,2,1,4,128,4,0,0.000872,16969.203,1540
2648,16,2,1,4,128,8,0,0.000883,16276.274,1538
2649,16,2,1,4,128,16,0,0.000839,12940.634,1082
2650,16,2,1,4,64,1,0,0.000868,17524.611,1562
2651,16,2,1,4,64,2,0,0.000873,17635.268,1562
2652,16,2,1,4,64,4,0,0.000873,17635.268,1562
2653,16,2,1,4,64,8,0,0.000881,16851.365,1562
2654,16,2,1,4,64,16,0,0.000847,13359.052,1106
2655,16,2,1,4,32,1,0,0.000882,19571.482,1615
2656,16,2,1,4,32,2,0,0.000879,19451.781,1615
2657,16,2,1,4,32,4,0,0.000879,19451.781,1615
2658,16,2,1,4,32,8,0,0.000863,18846.365,1615
2659,16,2,1,4,32,16,0,0.000830,15213.338,1159
2660,16,2,2,1,512,1,0,0.000886,13695.276,1433
2661,16,2,2,1,512,2,0,0.000893,13214.348,1382
2662,16,2,2,1,512,4,0,0.000878,13308.512,1385
2663,16,2,2,1,512,8,0,0.000874,13242.278,1379
2664,16,2,2,1,512,16,0,0.000879,8949.038,843
2665,16,2,2,1,256,1,0,0.000907,13979.098,1438
2666,16,2,2,1,256,2,0,0.000899,13519.716,1388
2667,16,2,2,1,256,4,0,0.000900,13560.946,1391
2668,16,2,2,1,256,8,0,0.000887,13618.668,1385
2669,16,2,2,1,256,16,0,0.000881,9306.542,849
2670,16,2,2,1,128,1,0,0.000900,14437.948,1439
2671,16,2,2,1,128,2,0,0.000898,14067.144,1389
2672,16,2,2,1,128,4,0,0.000891,14264.250,1391
2673,16,2,2,1,128,8,0,0.000884,14125.930,1389
2674,16,2,2,1,128,16,0,0.000906,9716.980,853
2675,16,2,2,1,64,1,0,0.000925,15039.108,1453
2676,16,2,2,1,64,2,0,0.000905,14325.430,1402
2677,16,2,2,1,64,4,0,0.000904,14539.826,1405
2678,16,2,2,1,64,8,0,0.000889,14327.558,1402
2679,16,2,2,1,64,16,0,0.000897,10156.412,866
2680,16,2,2,1,32,1,0,0.000895,16407.943,1473
2681,16,2,2,1,32,2,0,0.000895,15852.536,1422
2682,16,2,2,1,32,4,0,0.000920,16000.432,1425
2683,16,2,2,1,32,8,0,0.000903,15997.506,1422
2684,16,2,2,1,32,16,0,0.000915,11557.434,886
2685,16,2,2,2,512,1,0,0.000847,14168.224,1455
2686,16,2,2,2,512,2,0,0.000847,14168.224,1455
2687,16,2,2,2,512,4,0,0.000848,14116.620,1451
2688,16,2,2,2,512,8,0,0.000848,14159.446,1455
2689,16,2,2,2,512,16,0,0.000832,9710.064,925
2690,16,2,2,2,256,1,0,0.000862,14617.764,1456
2691,16,2,2,2,256,2,0,0.000862,14617.764,1456
2692,16,2,2,2,256,4,0,0.000861,14429.170,1452
2693,16,2,2,2,256,8,0,0.000858,14468.272,1456
2694,16,2,2,2,256,16,0,0.000859,10031.658,934
2695,16,2,2,2,128,1,0,0.000914,14821.520,1455
2696,16,2,2,2,128,2,0,0.000914,14821.520,1455
2697,16,2,2,2,128,4,0,0.000916,14771.778,1453
2698,16,2,2,2,128,8,0,0.000923,14623.882,1455
2699,16,2,2,2,128,16,0,0.000845,10592.918,937
2700,16,2,2,2,64,1,0,0.000912,15276.380,1470
2701,16,2,2,2,64,2,0,0.000912,15276.380,1470
2702,16,2,2,2,64,4,0,0.000922,15271.858,1466
2703,16,2,2,2,64,8,0,0.000953,15331.176,1473
2704,16,2,2,2,64,16,0,0.000834,11043.256,950
2705,16,2,2,2,32,1,0,0.000922,16930.102,1500
2706,16,2,2,2,32,2,0,0.000922,16930.102,1500
2707,16,2,2,2,32,4,0,0.000926,16823.701,1496
2708,16,2,2,2,32,8,0,0.000924,16895.256,1503
2709,16,2,2,2,32,16,0,0.000833,12445.342,981
2710,16,2,2,3,512,1,0,0.001058,14971.544,1418
2711,16,2,2,3,512,2,0,0.001054,15574.566,1463
2712,16,2,2,3,512,4,0,0.001097,14983.780,1420
2713,16,2,2,3,512,8,0,0.001100,15061.984,1418
2714,16,2,2,3,512,16,0,0.001025,10587.864,981
2715,16,2,2,3,256,1,0,0.001069,15416.562,1429
2716,16,2,2,3,256,2,0,0.001080,15957.606,1474
2717,16,2,2,3,256,4,0,0.001115,15343.412,1431
2718,16,2,2,3,256,8,0,0.001125,15311.226,1429
2719,16,2,2,3,256,16,0,0.001032,10960.264,992
2720,16,2,2,3,128,1,0,0.001072,16008.412,1432
2721,16,2,2,3,128,2,0,0.001076,16556.105,1477
2722,16,2,2,3,128,4,0,0.001119,15815.030,1432
2723,16,2,2,3,128,8,0,0.001103,15785.238,1432
2724,16,2,2,3,128,16,0,0.001052,11537.484,996
2725,16,2,2,3,64,1,0,0.001096,16507.693,1453
2726,16,2,2,3,64,2,0,0.001079,17041.289,1498
2727,16,2,2,3,64,4,0,0.001114,16512.748,1455
2728,16,2,2,3,64,8,0,0.001107,16219.882,1453
2729,16,2,2,3,64,16,0,0.001043,12138.910,1015
2730,16,2,2,3,32,1,0,0.001104,18310.908,1495
2731,16,2,2,3,32,2,0,0.001083,18772.152,1540
2732,16,2,2,3,32,4,0,0.001124,17974.152,1497
2733,16,2,2,3,32,8,0,0.001134,17941.434,1495
2734,16,2,2,3,32,16,0,0.001038,13650.854,1057
2735,16,2,2,4,512,1,0,0.000867,15977.024,1534
2736,16,2,2,4,512,2,0,0.000877,15763.426,1534
2737,16,2,2,4,512,4,0,0.000877,15763.426,1534
2738,16,2,2,4,512,8,0,0.000863,15408.316,1532
2739,16,2,2,4,512,16,0,0.000822,11822.636,1076
2740,16,2,2,4,256,1,0,0.000874,16752.945,1536
2741,16,2,2,4,256,2,0,0.000882,16711.717,1536
2742,16,2,2,4,256,4,0,0.000882,16711.717,1536
2743,16,2,2,4,256,8,0,0.000846,15953.350,1534
2744,16,2,2,4,256,16,0,0.000823,12294.520,1078
2745,16,2,2,4,128,1,0,0.000876,16834.873,1540
2746,16,2,2,4,128,2,0,0.000872,16969.203,1540
2747,16,2,2,4,128,4,0,0.000872,16969.203,1540
2748,16,2,2,4,128,8,0,0.000883,16276.274,1538
2749,16,2,2,4,128,16,0,0.000839,12940.634,1082
2750,16,2,2,4,64,1,0,0.000868,17524.611,1562
2751,16,2,2,4,64,2,0,0.000873,17635.268,1562
2752,16,2,2,4,64,4,0,0.000873,17635.268,1562
2753,16,2,2,4,64,8,0,0.000881,16851.365,1562
2754,16,2,2,4,64,16,0,0.000847,13359.052,1106
2755,16,2,2,4,32,1,0,0.000882,19571.482,1615
2756,16,2,2,4,32,2,0,0.000879,19451.781,1615
2757,16,2,2,4,32,4,0,0.000879,19451.781,1615
2758,16,2,2,4,32,8,0,0.000863,18846.365,1615
2759,16,2,2,4,32,16,0,0.000830,15213.338,1159
2760,16,2,3,1,512,1,0,0.000886,13695.276,1433
2761,16,2,3,1,512,2,0,0.000893,13214.348,1382
2762,16,2,3,1,512,4,0,0.000878,13308.512,1385
2763,16,2,3,1,512,8,0,0.000874,13242.278,1379
2764,16,2,3,1,512,16,0,0.000879,8949.038,843
2765,16,2,3,1,256,1,0,0.000907,13979.098,1438
2766,16,2,3,1,256,2,0,0.000899,13519.716,1388
2767,16,2,3,1,256,4,0,0.000900,13560.946,1391
2768,16,2,3,1,256,8,0,0.000887,13618.668,1385
2769,16,2,3,1,256,16,0,0.000881,9306.542,849
2770,16,2,3,1,128,1,0,0.000900,14437.948,1439
2771,16,2,3,1,128,2,0,0.000898,14067.144,1389
2772,16,2,3,1,128,4,0,0.000891,14264.250,1391
2773,16,2,3,1,128,8,0,0.000884,14125.930,1389
2774,16,2,3,1,128,16,0,0.000906,9716.980,853
2775,16,2,3,1,64,1,0,0.000925,15039.108,1453
2776,16,2,3,1,64,2,0,0.000905,14325.430,1402
2777,16,2,3,1,64,4,0,0.000904,14539.826,1405
2778,16,2,3,1,64,8,0,0.000889,14327.558,1402
2779,16,2,3,1,64,16,0,0.000897,10156.412,866
2780,16,2,3,1,32,1,0,0.000895,16407.943,1473
2781,16,2,3,1,32,2,0,0.000895,15852.536,1422
2782,16,2,3,1,32,4,0,0.000920,16000.432,1425
2783,16,2,3,1,32,8,0,0.000903,15997.506,1422
2784,16,2,3,1,32,16,0,0.000915,11557.434,886
2785,16,2,3,2,512,1,0,0.000847,14168.224,1455
2786,16,2,3,2,512,2,0,0.000847,14168.224,1455
2787,16,2,3,2,512,4,0,0.000848,14116.620,1451
2788,16,2,3,2,512,8,0,0.000848,14159.446,1455
2789,16,2,3,2,512,16,0,0.000832,9710.064,925
2790,16,2,3,2,256,1,0,0.000862,14617.764,1456
2791,16,2,3,2,256,2,0,0.000862,14617.764,1456
2792,16,2,3,2,256,4,0,0.000861,14429.170,1452
2793,16,2,3,2,256,8,0,0.000858,14468.272,1456
