n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_part1,knob_array_part2,knob_I_B,obj1,obj2,FF
1069,4,3,2,4,256,2,0,0.000027,6797.630,338
1070,4,3,2,4,256,4,0,0.000028,9212.910,393
1071,4,3,2,4,128,1,0,0.000026,7419.538,330
1072,4,3,2,4,128,2,0,0.000026,7419.538,330
1073,4,3,2,4,128,4,0,0.000030,9683.198,384
1074,4,3,2,4,64,1,0,0.000027,8286.432,366
1075,4,3,2,4,64,2,0,0.000027,8286.432,366
1076,4,3,2,4,64,4,0,0.000030,10369.212,426
1077,4,3,2,4,32,1,0,0.000027,11601.324,452
1078,4,3,2,4,32,2,0,0.000027,11601.324,452
1079,4,3,2,4,32,4,0,0.000032,13114.598,507
1080,4,3,3,1,512,1,0,0.000115,6164.550,427
1081,4,3,3,1,512,2,0,0.000115,6161.092,427
1082,4,3,3,1,512,4,0,0.000119,5691.868,371
1083,4,3,3,1,256,1,0,0.000118,6430.816,429
1084,4,3,3,1,256,2,0,0.000117,6436.402,429
1085,4,3,3,1,256,4,0,0.000119,6061.874,373
1086,4,3,3,1,128,1,0,0.000120,7394.268,433
1087,4,3,3,1,128,2,0,0.000119,7341.068,433
1088,4,3,3,1,128,4,0,0.000121,6546.526,377
1089,4,3,3,1,64,1,0,0.000117,7300.902,448
1090,4,3,3,1,64,2,0,0.000116,7307.818,448
1091,4,3,3,1,64,4,0,0.000119,7015.484,392
1092,4,3,3,1,32,1,0,0.000120,8879.080,482
1093,4,3,3,1,32,2,0,0.000121,8882.006,482
1094,4,3,3,1,32,4,0,0.000120,8497.636,426
1095,4,3,3,2,512,1,0,0.000105,6021.442,392
1096,4,3,3,2,512,2,0,0.000105,6021.442,392
1097,4,3,3,2,512,4,0,0.000104,6639.360,457
1098,4,3,3,2,256,1,0,0.000108,6427.624,394
1099,4,3,3,2,256,2,0,0.000108,6427.624,394
1100,4,3,3,2,256,4,0,0.000106,7107.786,459
1101,4,3,3,2,128,1,0,0.000106,6946.324,398
1102,4,3,3,2,128,2,0,0.000106,6946.324,398
1103,4,3,3,2,128,4,0,0.000106,8026.284,463
1104,4,3,3,2,64,1,0,0.000106,7261.534,414
1105,4,3,3,2,64,2,0,0.000106,7261.534,414
1106,4,3,3,2,64,4,0,0.000107,8071.770,479
1107,4,3,3,2,32,1,0,0.000109,9148.006,459
1108,4,3,3,2,32,2,0,0.000109,9148.006,459
1109,4,3,3,2,32,4,0,0.000110,9935.632,525
1110,4,3,3,3,512,1,0,0.000170,7283.878,482
1111,4,3,3,3,512,2,0,0.000170,7283.878,482
1112,4,3,3,3,512,4,0,0.000168,6811.728,426
1113,4,3,3,3,256,1,0,0.000175,7819.070,484
1114,4,3,3,3,256,2,0,0.000175,7819.070,484
1115,4,3,3,3,256,4,0,0.000165,7530.726,428
1116,4,3,3,3,128,1,0,0.000169,8806.196,488
1117,4,3,3,3,128,2,0,0.000169,8751.666,488
1118,4,3,3,3,128,4,0,0.000168,8298.668,432
1119,4,3,3,3,64,1,0,0.000171,9072.994,509
1120,4,3,3,3,64,2,0,0.000175,9270.100,509
1121,4,3,3,3,64,4,0,0.000169,8607.494,454
1122,4,3,3,3,32,1,0,0.000175,11917.864,566
1123,4,3,3,3,32,2,0,0.000174,11656.918,566
1124,4,3,3,3,32,4,0,0.000175,10649.842,510
1125,4,3,3,4,512,1,0,0.000026,5484.920,275
1126,4,3,3,4,512,2,0,0.000026,5484.920,275
1127,4,3,3,4,512,4,0,0.000027,8540.728,406
1128,4,3,3,4,256,1,0,0.000027,6797.630,338
1129,4,3,3,4,256,2,0,0.000027,6797.630,338
1130,4,3,3,4,256,4,0,0.000028,9212.910,393
1131,4,3,3,4,128,1,0,0.000026,7419.538,330
1132,4,3,3,4,128,2,0,0.000026,7419.538,330
1133,4,3,3,4,128,4,0,0.000030,9683.198,384
1134,4,3,3,4,64,1,0,0.000027,8286.432,366
1135,4,3,3,4,64,2,0,0.000027,8286.432,366
1136,4,3,3,4,64,4,0,0.000030,10369.212,426
1137,4,3,3,4,32,1,0,0.000027,11601.324,452
1138,4,3,3,4,32,2,0,0.000027,11601.324,452
1139,4,3,3,4,32,4,0,0.000032,13114.598,507
1140,4,3,4,1,512,1,0,0.000115,6164.550,427
1141,4,3,4,1,512,2,0,0.000115,6161.092,427
1142,4,3,4,1,512,4,0,0.000119,5691.868,371
1143,4,3,4,1,256,1,0,0.000118,6430.816,429
1144,4,3,4,1,256,2,0,0.000117,6436.402,429
1145,4,3,4,1,256,4,0,0.000119,6061.874,373
1146,4,3,4,1,128,1,0,0.000120,7394.268,433
1147,4,3,4,1,128,2,0,0.000119,7341.068,433
1148,4,3,4,1,128,4,0,0.000121,6546.526,377
1149,4,3,4,1,64,1,0,0.000117,7300.902,448
1150,4,3,4,1,64,2,0,0.000116,7307.818,448
1151,4,3,4,1,64,4,0,0.000119,7015.484,392
1152,4,3,4,1,32,1,0,0.000120,8879.080,482
1153,4,3,4,1,32,2,0,0.000121,8882.006,482
1154,4,3,4,1,32,4,0,0.000120,8497.636,426
1155,4,3,4,2,512,1,0,0.000105,6021.442,392
1156,4,3,4,2,512,2,0,0.000105,6021.442,392
1157,4,3,4,2,512,4,0,0.000104,6639.360,457
1158,4,3,4,2,256,1,0,0.000108,6427.624,394
1159,4,3,4,2,256,2,0,0.000108,6427.624,394
1160,4,3,4,2,256,4,0,0.000106,7107.786,459
1161,4,3,4,2,128,1,0,0.000106,6946.324,398
1162,4,3,4,2,128,2,0,0.000106,6946.324,398
1163,4,3,4,2,128,4,0,0.000106,8026.284,463
1164,4,3,4,2,64,1,0,0.000106,7261.534,414
1165,4,3,4,2,64,2,0,0.000106,7261.534,414
1166,4,3,4,2,64,4,0,0.000107,8071.770,479
1167,4,3,4,2,32,1,0,0.000109,9148.006,459
1168,4,3,4,2,32,2,0,0.000109,9148.006,459
1169,4,3,4,2,32,4,0,0.000110,9935.632,525
1170,4,3,4,3,512,1,0,0.000170,7283.878,482
1171,4,3,4,3,512,2,0,0.000170,7283.878,482
1172,4,3,4,3,512,4,0,0.000168,6811.728,426
1173,4,3,4,3,256,1,0,0.000175,7819.070,484
1174,4,3,4,3,256,2,0,0.000175,7819.070,484
1175,4,3,4,3,256,4,0,0.000165,7530.726,428
1176,4,3,4,3,128,1,0,0.000169,8806.196,488
1177,4,3,4,3,128,2,0,0.000169,8751.666,488
1178,4,3,4,3,128,4,0,0.000168,8298.668,432
1179,4,3,4,3,64,1,0,0.000171,9072.994,509
1180,4,3,4,3,64,2,0,0.000175,9270.100,509
1181,4,3,4,3,64,4,0,0.000169,8607.494,454
1182,4,3,4,3,32,1,0,0.000175,11917.864,566
1183,4,3,4,3,32,2,0,0.000174,11656.918,566
1184,4,3,4,3,32,4,0,0.000175,10649.842,510
1185,4,3,4,4,512,1,0,0.000026,5484.920,275
1186,4,3,4,4,512,2,0,0.000026,5484.920,275
1187,4,3,4,4,512,4,0,0.000027,8540.728,406
1188,4,3,4,4,256,1,0,0.000027,6797.630,338
1189,4,3,4,4,256,2,0,0.000027,6797.630,338
1190,4,3,4,4,256,4,0,0.000028,9212.910,393
1191,4,3,4,4,128,1,0,0.000026,7419.538,330
1192,4,3,4,4,128,2,0,0.000026,7419.538,330
1193,4,3,4,4,128,4,0,0.000030,9683.198,384
1194,4,3,4,4,64,1,0,0.000027,8286.432,366
1195,4,3,4,4,64,2,0,0.000027,8286.432,366
1196,4,3,4,4,64,4,0,0.000030,10369.212,426
1197,4,3,4,4,32,1,0,0.000027,11601.324,452
1198,4,3,4,4,32,2,0,0.000027,11601.324,452
1199,4,3,4,4,32,4,0,0.000032,13114.598,507
1200,8,1,1,1,512,1,0,0.000312,8266.748,777
1201,8,1,1,1,512,2,0,0.000307,8233.498,774
1202,8,1,1,1,512,4,0,0.000307,8282.974,780
1203,8,1,1,1,512,8,0,0.000308,6143.270,494
1204,8,1,1,1,256,1,0,0.000314,8514.660,779
1205,8,1,1,1,256,2,0,0.000311,8489.656,776
1206,8,1,1,1,256,4,0,0.000311,8556.688,782
1207,8,1,1,1,256,8,0,0.000309,6567.540,496
1208,8,1,1,1,128,1,0,0.000316,8852.480,780
1209,8,1,1,1,128,2,0,0.000308,8892.380,780
1210,8,1,1,1,128,4,0,0.000314,8848.756,782
1211,8,1,1,1,128,8,0,0.000306,6707.722,500
1212,8,1,1,1,64,1,0,0.000320,9300.690,785
1213,8,1,1,1,64,2,0,0.000311,9202.004,785
1214,8,1,1,1,64,4,0,0.000317,9303.084,788
1215,8,1,1,1,64,8,0,0.000311,7149.282,505
1216,8,1,1,1,32,1,0,0.000312,10582.544,797
1217,8,1,1,1,32,2,0,0.000316,10529.078,797
1218,8,1,1,1,32,4,0,0.000319,10543.708,797
1219,8,1,1,1,32,8,0,0.000318,8483.538,514
1220,8,1,1,2,512,1,0,0.000270,8803.536,839
1221,8,1,1,2,512,2,0,0.000270,8803.536,839
1222,8,1,1,2,512,4,0,0.000272,8817.900,837
1223,8,1,1,2,512,8,0,0.000272,6787.522,577
1224,8,1,1,2,256,1,0,0.000276,9158.114,841
1225,8,1,1,2,256,2,0,0.000276,9158.114,841
1226,8,1,1,2,256,4,0,0.000274,9348.038,839
1227,8,1,1,2,256,8,0,0.000279,7271.110,579
1228,8,1,1,2,128,1,0,0.000271,9502.850,843
1229,8,1,1,2,128,2,0,0.000271,9502.850,843
1230,8,1,1,2,128,4,0,0.000282,9491.146,843
1231,8,1,1,2,128,8,0,0.000273,7793.534,583
1232,8,1,1,2,64,1,0,0.000295,9873.654,849
1233,8,1,1,2,64,2,0,0.000295,9873.654,849
1234,8,1,1,2,64,4,0,0.000288,9875.782,849
1235,8,1,1,2,64,8,0,0.000289,7853.650,589
1236,8,1,1,2,32,1,0,0.000288,11402.356,873
1237,8,1,1,2,32,2,0,0.000288,11402.356,873
1238,8,1,1,2,32,4,0,0.000290,11378.416,873
1239,8,1,1,2,32,8,0,0.000290,9377.298,613
1240,8,1,1,3,512,1,0,0.000332,9226.476,818
1241,8,1,1,3,512,2,0,0.000329,10818.752,1057
1242,8,1,1,3,512,4,0,0.000329,9225.412,838
1243,8,1,1,3,512,8,0,0.000326,7639.254,636
1244,8,1,1,3,256,1,0,0.000330,9818.858,820
1245,8,1,1,3,256,2,0,0.000334,11174.128,1059
1246,8,1,1,3,256,4,0,0.000330,9818.060,840
1247,8,1,1,3,256,8,0,0.000329,8111.670,638
1248,8,1,1,3,128,1,0,0.000340,10100.552,824
1249,8,1,1,3,128,2,0,0.000323,11639.894,1063
1250,8,1,1,3,128,4,0,0.000331,9994.684,843
1251,8,1,1,3,128,8,0,0.000325,8733.578,642
1252,8,1,1,3,64,1,0,0.000341,10429.860,836
1253,8,1,1,3,64,2,0,0.000334,12043.948,1075
1254,8,1,1,3,64,4,0,0.000327,10309.362,856
1255,8,1,1,3,64,8,0,0.000330,8922.438,653
1256,8,1,1,3,32,1,0,0.000332,12182.534,870
1257,8,1,1,3,32,2,0,0.000327,13658.036,1109
1258,8,1,1,3,32,4,0,0.000335,12095.020,890
1259,8,1,1,3,32,8,0,0.000331,10426.136,687
1260,8,1,1,4,512,1,0,0.000216,8446.830,711
1261,8,1,1,4,512,2,0,0.000216,8446.830,711
1262,8,1,1,4,512,4,0,0.000216,8446.830,711
1263,8,1,1,4,512,8,0,0.000215,8431.402,711
1264,8,1,1,4,256,1,0,0.000217,8984.416,713
1265,8,1,1,4,256,2,0,0.000217,8984.416,713
1266,8,1,1,4,256,4,0,0.000217,8984.416,713
1267,8,1,1,4,256,8,0,0.000219,8946.112,713
1268,8,1,1,4,128,1,0,0.000223,9590.896,717
1269,8,1,1,4,128,2,0,0.000223,9590.896,717
1270,8,1,1,4,128,4,0,0.000223,9590.896,717
1271,8,1,1,4,128,8,0,0.000223,9441.404,717
1272,8,1,1,4,64,1,0,0.000218,9737.462,733
1273,8,1,1,4,64,2,0,0.000218,9737.462,733
1274,8,1,1,4,64,4,0,0.000218,9737.462,733
1275,8,1,1,4,64,8,0,0.000218,9677.878,733
1276,8,1,1,4,32,1,0,0.000218,11477.102,779
1277,8,1,1,4,32,2,0,0.000218,11477.102,779
1278,8,1,1,4,32,4,0,0.000218,11477.102,779
1279,8,1,1,4,32,8,0,0.000219,11371.234,779
1280,8,1,2,1,512,1,0,0.000312,8266.748,777
1281,8,1,2,1,512,2,0,0.000307,8233.498,774
1282,8,1,2,1,512,4,0,0.000307,8282.974,780
1283,8,1,2,1,512,8,0,0.000308,6143.270,494
1284,8,1,2,1,256,1,0,0.000314,8514.660,779
1285,8,1,2,1,256,2,0,0.000311,8489.656,776
1286,8,1,2,1,256,4,0,0.000311,8556.688,782
1287,8,1,2,1,256,8,0,0.000309,6567.540,496
1288,8,1,2,1,128,1,0,0.000316,8852.480,780
1289,8,1,2,1,128,2,0,0.000308,8892.380,780
1290,8,1,2,1,128,4,0,0.000314,8848.756,782
1291,8,1,2,1,128,8,0,0.000306,6707.722,500
1292,8,1,2,1,64,1,0,0.000320,9300.690,785
1293,8,1,2,1,64,2,0,0.000311,9202.004,785
1294,8,1,2,1,64,4,0,0.000317,9303.084,788
1295,8,1,2,1,64,8,0,0.000311,7149.282,505
1296,8,1,2,1,32,1,0,0.000312,10582.544,797
1297,8,1,2,1,32,2,0,0.000316,10529.078,797
1298,8,1,2,1,32,4,0,0.000319,10543.708,797
1299,8,1,2,1,32,8,0,0.000318,8483.538,514
1300,8,1,2,2,512,1,0,0.000270,8803.536,839
1301,8,1,2,2,512,2,0,0.000270,8803.536,839
1302,8,1,2,2,512,4,0,0.000272,8817.900,837
1303,8,1,2,2,512,8,0,0.000272,6787.522,577
1304,8,1,2,2,256,1,0,0.000276,9158.114,841
1305,8,1,2,2,256,2,0,0.000276,9158.114,841
1306,8,1,2,2,256,4,0,0.000274,9348.038,839
1307,8,1,2,2,256,8,0,0.000279,7271.110,579
1308,8,1,2,2,128,1,0,0.000271,9502.850,843
1309,8,1,2,2,128,2,0,0.000271,9502.850,843
1310,8,1,2,2,128,4,0,0.000282,9491.146,843
1311,8,1,2,2,128,8,0,0.000273,7793.534,583
1312,8,1,2,2,64,1,0,0.000295,9873.654,849
1313,8,1,2,2,64,2,0,0.000295,9873.654,849
1314,8,1,2,2,64,4,0,0.000288,9875.782,849
1315,8,1,2,2,64,8,0,0.000289,7853.650,589
1316,8,1,2,2,32,1,0,0.000288,11402.356,873
1317,8,1,2,2,32,2,0,0.000288,11402.356,873
1318,8,1,2,2,32,4,0,0.000290,11378.416,873
1319,8,1,2,2,32,8,0,0.000290,9377.298,613
1320,8,1,2,3,512,1,0,0.000332,9226.476,818
1321,8,1,2,3,512,2,0,0.000329,10818.752,1057
1322,8,1,2,3,512,4,0,0.000329,9225.412,838
1323,8,1,2,3,512,8,0,0.000326,7639.254,636
1324,8,1,2,3,256,1,0,0.000330,9818.858,820
1325,8,1,2,3,256,2,0,0.000334,11174.128,1059
1326,8,1,2,3,256,4,0,0.000330,9818.060,840
1327,8,1,2,3,256,8,0,0.000329,8111.670,638
1328,8,1,2,3,128,1,0,0.000340,10100.552,824
1329,8,1,2,3,128,2,0,0.000323,11639.894,1063
1330,8,1,2,3,128,4,0,0.000331,9994.684,843
1331,8,1,2,3,128,8,0,0.000325,8733.578,642
1332,8,1,2,3,64,1,0,0.000341,10429.860,836
1333,8,1,2,3,64,2,0,0.000334,12043.948,1075
1334,8,1,2,3,64,4,0,0.000327,10309.362,856
1335,8,1,2,3,64,8,0,0.000330,8922.438,653
1336,8,1,2,3,32,1,0,0.000332,12182.534,870
1337,8,1,2,3,32,2,0,0.000327,13658.036,1109
1338,8,1,2,3,32,4,0,0.000335,12095.020,890
1339,8,1,2,3,32,8,0,0.000331,10426.136,687
1340,8,1,2,4,512,1,0,0.000216,8446.830,711
1341,8,1,2,4,512,2,0,0.000216,8446.830,711
1342,8,1,2,4,512,4,0,0.000216,8446.830,711
1343,8,1,2,4,512,8,0,0.000215,8431.402,711
1344,8,1,2,4,256,1,0,0.000217,8984.416,713
1345,8,1,2,4,256,2,0,0.000217,8984.416,713
1346,8,1,2,4,256,4,0,0.000217,8984.416,713
1347,8,1,2,4,256,8,0,0.000219,8946.112,713
1348,8,1,2,4,128,1,0,0.000223,9590.896,717
1349,8,1,2,4,128,2,0,0.000223,9590.896,717
1350,8,1,2,4,128,4,0,0.000223,9590.896,717
1351,8,1,2,4,128,8,0,0.000223,9441.404,717
1352,8,1,2,4,64,1,0,0.000218,9737.462,733
1353,8,1,2,4,64,2,0,0.000218,9737.462,733
1354,8,1,2,4,64,4,0,0.000218,9737.462,733
1355,8,1,2,4,64,8,0,0.000218,9677.878,733
1356,8,1,2,4,32,1,0,0.000218,11477.102,779
1357,8,1,2,4,32,2,0,0.000218,11477.102,779
1358,8,1,2,4,32,4,0,0.000218,11477.102,779
1359,8,1,2,4,32,8,0,0.000219,11371.234,779
1360,8,1,3,1,512,1,0,0.000312,8266.748,777
1361,8,1,3,1,512,2,0,0.000307,8233.498,774
1362,8,1,3,1,512,4,0,0.000307,8282.974,780
1363,8,1,3,1,512,8,0,0.000308,6143.270,494
1364,8,1,3,1,256,1,0,0.000314,8514.660,779
1365,8,1,3,1,256,2,0,0.000311,8489.656,776
1366,8,1,3,1,256,4,0,0.000311,8556.688,782
1367,8,1,3,1,256,8,0,0.000309,6567.540,496
1368,8,1,3,1,128,1,0,0.000316,8852.480,780
1369,8,1,3,1,128,2,0,0.000308,8892.380,780
1370,8,1,3,1,128,4,0,0.000314,8848.756,782
1371,8,1,3,1,128,8,0,0.000306,6707.722,500
1372,8,1,3,1,64,1,0,0.000320,9300.690,785
1373,8,1,3,1,64,2,0,0.000311,9202.004,785
1374,8,1,3,1,64,4,0,0.000317,9303.084,788
1375,8,1,3,1,64,8,0,0.000311,7149.282,505
1376,8,1,3,1,32,1,0,0.000312,10582.544,797
1377,8,1,3,1,32,2,0,0.000316,10529.078,797
1378,8,1,3,1,32,4,0,0.000319,10543.708,797
1379,8,1,3,1,32,8,0,0.000318,8483.538,514
1380,8,1,3,2,512,1,0,0.000270,8803.536,839
1381,8,1,3,2,512,2,0,0.000270,8803.536,839
1382,8,1,3,2,512,4,0,0.000272,8817.900,837
1383,8,1,3,2,512,8,0,0.000272,6787.522,577
1384,8,1,3,2,256,1,0,0.000276,9158.114,841
1385,8,1,3,2,256,2,0,0.000276,9158.114,841
1386,8,1,3,2,256,4,0,0.000274,9348.038,839
1387,8,1,3,2,256,8,0,0.000279,7271.110,579
1388,8,1,3,2,128,1,0,0.000271,9502.850,843
1389,8,1,3,2,128,2,0,0.000271,9502.850,843
1390,8,1,3,2,128,4,0,0.000282,9491.146,843
1391,8,1,3,2,128,8,0,0.000273,7793.534,583
1392,8,1,3,2,64,1,0,0.000295,9873.654,849
1393,8,1,3,2,64,2,0,0.000295,9873.654,849
1394,8,1,3,2,64,4,0,0.000288,9875.782,849
1395,8,1,3,2,64,8,0,0.000289,7853.650,589
1396,8,1,3,2,32,1,0,0.000288,11402.356,873
1397,8,1,3,2,32,2,0,0.000288,11402.356,873
1398,8,1,3,2,32,4,0,0.000290,11378.416,873
1399,8,1,3,2,32,8,0,0.000290,9377.298,613
1400,8,1,3,3,512,1,0,0.000332,9226.476,818
1401,8,1,3,3,512,2,0,0.000329,10818.752,1057
1402,8,1,3,3,512,4,0,0.000329,9225.412,838
1403,8,1,3,3,512,8,0,0.000326,7639.254,636
1404,8,1,3,3,256,1,0,0.000330,9818.858,820
1405,8,1,3,3,256,2,0,0.000334,11174.128,1059
1406,8,1,3,3,256,4,0,0.000330,9818.060,840
1407,8,1,3,3,256,8,0,0.000329,8111.670,638
1408,8,1,3,3,128,1,0,0.000340,10100.552,824
1409,8,1,3,3,128,2,0,0.000323,11639.894,1063
1410,8,1,3,3,128,4,0,0.000331,9994.684,843
1411,8,1,3,3,128,8,0,0.000325,8733.578,642
1412,8,1,3,3,64,1,0,0.000341,10429.860,836
1413,8,1,3,3,64,2,0,0.000334,12043.948,1075
1414,8,1,3,3,64,4,0,0.000327,10309.362,856
1415,8,1,3,3,64,8,0,0.000330,8922.438,653
1416,8,1,3,3,32,1,0,0.000332,12182.534,870
1417,8,1,3,3,32,2,0,0.000327,13658.036,1109
1418,8,1,3,3,32,4,0,0.000335,12095.020,890
1419,8,1,3,3,32,8,0,0.000331,10426.136,687
1420,8,1,3,4,512,1,0,0.000216,8446.830,711
1421,8,1,3,4,512,2,0,0.000216,8446.830,711
1422,8,1,3,4,512,4,0,0.000216,8446.830,711
1423,8,1,3,4,512,8,0,0.000215,8431.402,711
1424,8,1,3,4,256,1,0,0.000217,8984.416,713
1425,8,1,3,4,256,2,0,0.000217,8984.416,713
1426,8,1,3,4,256,4,0,0.000217,8984.416,713
1427,8,1,3,4,256,8,0,0.000219,8946.112,713
1428,8,1,3,4,128,1,0,0.000223,9590.896,717
1429,8,1,3,4,128,2,0,0.000223,9590.896,717
1430,8,1,3,4,128,4,0,0.000223,9590.896,717
1431,8,1,3,4,128,8,0,0.000223,9441.404,717
1432,8,1,3,4,64,1,0,0.000218,9737.462,733
1433,8,1,3,4,64,2,0,0.000218,9737.462,733
1434,8,1,3,4,64,4,0,0.000218,9737.462,733
1435,8,1,3,4,64,8,0,0.000218,9677.878,733
1436,8,1,3,4,32,1,0,0.000218,11477.102,779
1437,8,1,3,4,32,2,0,0.000218,11477.102,779
1438,8,1,3,4,32,4,0,0.000218,11477.102,779
1439,8,1,3,4,32,8,0,0.000219,11371.234,779
1440,8,1,4,1,512,1,0,0.000312,8266.748,777
1441,8,1,4,1,512,2,0,0.000307,8233.498,774
1442,8,1,4,1,512,4,0,0.000307,8282.974,780
1443,8,1,4,1,512,8,0,0.000308,6143.270,494
1444,8,1,4,1,256,1,0,0.000314,8514.660,779
1445,8,1,4,1,256,2,0,0.000311,8489.656,776
1446,8,1,4,1,256,4,0,0.000311,8556.688,782
1447,8,1,4,1,256,8,0,0.000309,6567.540,496
1448,8,1,4,1,128,1,0,0.000316,8852.480,780
1449,8,1,4,1,128,2,0,0.000308,8892.380,780
1450,8,1,4,1,128,4,0,0.000314,8848.756,782
1451,8,1,4,1,128,8,0,0.000306,6707.722,500
1452,8,1,4,1,64,1,0,0.000320,9300.690,785
1453,8,1,4,1,64,2,0,0.000311,9202.004,785
1454,8,1,4,1,64,4,0,0.000317,9303.084,788
1455,8,1,4,1,64,8,0,0.000311,7149.282,505
1456,8,1,4,1,32,1,0,0.000312,10582.544,797
1457,8,1,4,1,32,2,0,0.000316,10529.078,797
1458,8,1,4,1,32,4,0,0.000319,10543.708,797
1459,8,1,4,1,32,8,0,0.000318,8483.538,514
1460,8,1,4,2,512,1,0,0.000270,8803.536,839
1461,8,1,4,2,512,2,0,0.000270,8803.536,839
1462,8,1,4,2,512,4,0,0.000272,8817.900,837
1463,8,1,4,2,512,8,0,0.000272,6787.522,577
1464,8,1,4,2,256,1,0,0.000276,9158.114,841
1465,8,1,4,2,256,2,0,0.000276,9158.114,841
1466,8,1,4,2,256,4,0,0.000274,9348.038,839
1467,8,1,4,2,256,8,0,0.000279,7271.110,579
1468,8,1,4,2,128,1,0,0.000271,9502.850,843
1469,8,1,4,2,128,2,0,0.000271,9502.850,843
1470,8,1,4,2,128,4,0,0.000282,9491.146,843
1471,8,1,4,2,128,8,0,0.000273,7793.534,583
1472,8,1,4,2,64,1,0,0.000295,9873.654,849
1473,8,1,4,2,64,2,0,0.000295,9873.654,849
1474,8,1,4,2,64,4,0,0.000288,9875.782,849
1475,8,1,4,2,64,8,0,0.000289,7853.650,589
1476,8,1,4,2,32,1,0,0.000288,11402.356,873
1477,8,1,4,2,32,2,0,0.000288,11402.356,873
1478,8,1,4,2,32,4,0,0.000290,11378.416,873
1479,8,1,4,2,32,8,0,0.000290,9377.298,613
1480,8,1,4,3,512,1,0,0.000332,9226.476,818
1481,8,1,4,3,512,2,0,0.000329,10818.752,1057
1482,8,1,4,3,512,4,0,0.000329,9225.412,838
1483,8,1,4,3,512,8,0,0.000326,7639.254,636
1484,8,1,4,3,256,1,0,0.000330,9818.858,820
1485,8,1,4,3,256,2,0,0.000334,11174.128,1059
1486,8,1,4,3,256,4,0,0.000330,9818.060,840
1487,8,1,4,3,256,8,0,0.000329,8111.670,638
1488,8,1,4,3,128,1,0,0.000340,10100.552,824
1489,8,1,4,3,128,2,0,0.000323,11639.894,1063
1490,8,1,4,3,128,4,0,0.000331,9994.684,843
1491,8,1,4,3,128,8,0,0.000325,8733.578,642
1492,8,1,4,3,64,1,0,0.000341,10429.860,836
1493,8,1,4,3,64,2,0,0.000334,12043.948,1075
1494,8,1,4,3,64,4,0,0.000327,10309.362,856
1495,8,1,4,3,64,8,0,0.000330,8922.438,653
1496,8,1,4,3,32,1,0,0.000332,12182.534,870
1497,8,1,4,3,32,2,0,0.000327,13658.036,1109
1498,8,1,4,3,32,4,0,0.000335,12095.020,890
1499,8,1,4,3,32,8,0,0.000331,10426.136,687
1500,8,1,4,4,512,1,0,0.000216,8446.830,711
1501,8,1,4,4,512,2,0,0.000216,8446.830,711
1502,8,1,4,4,512,4,0,0.000216,8446.830,711
1503,8,1,4,4,512,8,0,0.000215,8431.402,711
1504,8,1,4,4,256,1,0,0.000217,8984.416,713
1505,8,1,4,4,256,2,0,0.000217,8984.416,713
1506,8,1,4,4,256,4,0,0.000217,8984.416,713
1507,8,1,4,4,256,8,0,0.000219,8946.112,713
1508,8,1,4,4,128,1,0,0.000223,9590.896,717
1509,8,1,4,4,128,2,0,0.000223,9590.896,717
1510,8,1,4,4,128,4,0,0.000223,9590.896,717
1511,8,1,4,4,128,8,0,0.000223,9441.404,717
1512,8,1,4,4,64,1,0,0.000218,9737.462,733
1513,8,1,4,4,64,2,0,0.000218,9737.462,733
1514,8,1,4,4,64,4,0,0.000218,9737.462,733
1515,8,1,4,4,64,8,0,0.000218,9677.878,733
1516,8,1,4,4,32,1,0,0.000218,11477.102,779
1517,8,1,4,4,32,2,0,0.000218,11477.102,779
1518,8,1,4,4,32,4,0,0.000218,11477.102,779
1519,8,1,4,4,32,8,0,0.000219,11371.234,779
1520,8,2,1,1,512,1,0,0.000290,8401.876,740
1521,8,2,1,1,512,2,0,0.000290,8377.936,737
1522,8,2,1,1,512,4,0,0.000293,8428.210,743
1523,8,2,1,1,512,8,0,0.000299,6499.976,521
1524,8,2,1,1,256,1,0,0.000297,8705.648,742
1525,8,2,1,1,256,2,0,0.000296,8633.296,739
1526,8,2,1,1,256,4,0,0.000296,8746.878,745
1527,8,2,1,1,256,8,0,0.000298,6850.032,523
1528,8,2,1,1,128,1,0,0.000295,9088.156,743
1529,8,2,1,1,128,2,0,0.000298,9052.512,743
1530,8,2,1,1,128,4,0,0.000298,9063.418,745
1531,8,2,1,1,128,8,0,0.000298,7274.834,527
1532,8,2,1,1,64,1,0,0.000306,9534.238,756
1533,8,2,1,1,64,2,0,0.000297,9624.146,756
1534,8,2,1,1,64,4,0,0.000295,9598.078,759
1535,8,2,1,1,64,8,0,0.000299,7762.412,540
1536,8,2,1,1,32,1,0,0.000295,10985.534,776
1537,8,2,1,1,32,2,0,0.000296,10910.788,776
1538,8,2,1,1,32,4,0,0.000295,10987.928,779
1539,8,2,1,1,32,8,0,0.000297,9080.442,560
1540,8,2,1,2,512,1,0,0.000264,9094.540,806
1541,8,2,1,2,512,2,0,0.000264,9094.540,806
1542,8,2,1,2,512,4,0,0.000265,9173.808,804
1543,8,2,1,2,512,8,0,0.000267,7242.648,600
1544,8,2,1,2,256,1,0,0.000268,9436.882,807
1545,8,2,1,2,256,2,0,0.000268,9436.882,807
1546,8,2,1,2,256,4,0,0.000268,9573.074,805
1547,8,2,1,2,256,8,0,0.000272,7727.300,609
