n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_part1,knob_array_part2,knob_I_B,obj1,obj2
489,4,1,1,1,64,1,0,0.000129,6810.664
490,4,1,1,1,64,2,0,0.000127,6801.62
491,4,1,1,1,64,4,0,0.000126,5919.032
492,4,1,1,1,32,1,0,0.000129,8157.688
493,4,1,1,1,32,2,0,0.000129,8158.22
494,4,1,1,1,32,4,0,0.000128,7292.922
495,4,1,1,2,512,1,0,9.1E-05,5858.65
496,4,1,1,2,512,2,0,9.1E-05,5858.65
497,4,1,1,2,512,4,0,9E-05,5852
498,4,1,1,2,256,1,0,9.1E-05,6157.9
499,4,1,1,2,256,2,0,9.1E-05,6157.9
500,4,1,1,2,256,4,0,9.1E-05,6177.052
501,4,1,1,2,128,1,0,9E-05,6559.028
502,4,1,1,2,128,2,0,9E-05,6559.028
503,4,1,1,2,128,4,0,9.1E-05,6553.708
504,4,1,1,2,64,1,0,9.2E-05,6977.712
505,4,1,1,2,64,2,0,9.2E-05,6977.712
506,4,1,1,2,64,4,0,9.1E-05,6930.896
507,4,1,1,2,32,1,0,9.4E-05,8498.434
508,4,1,1,2,32,2,0,9.4E-05,8498.434
509,4,1,1,2,32,4,0,9.3E-05,8377.138
510,4,1,1,3,512,1,0,0.000175,6685.378
511,4,1,1,3,512,2,0,0.000175,6685.378
512,4,1,1,3,512,4,0,0.000175,6003.62
513,4,1,1,3,256,1,0,0.000176,6998.194
514,4,1,1,3,256,2,0,0.000176,6998.194
515,4,1,1,3,256,4,0,0.000174,6385.862
516,4,1,1,3,128,1,0,0.000176,7448
517,4,1,1,3,128,2,0,0.000176,7404.376
518,4,1,1,3,128,4,0,0.000179,6923.182
519,4,1,1,3,64,1,0,0.000168,8112.468
520,4,1,1,3,64,2,0,0.000168,8090.39
521,4,1,1,3,64,4,0,0.000168,7043.946
522,4,1,1,3,32,1,0,0.000167,10258.024
523,4,1,1,3,32,2,0,0.000167,10211.74
524,4,1,1,3,32,4,0,0.000165,8699.53
525,4,1,1,4,512,1,0,3.8E-05,4855.032
526,4,1,1,4,512,2,0,3.8E-05,4855.032
527,4,1,1,4,512,4,0,3.4E-05,5447.946
528,4,1,1,4,256,1,0,3.4E-05,5402.726
529,4,1,1,4,256,2,0,3.4E-05,5402.726
530,4,1,1,4,256,4,0,3.5E-05,5788.426
531,4,1,1,4,128,1,0,3.4E-05,6028.624
532,4,1,1,4,128,2,0,3.4E-05,6028.624
533,4,1,1,4,128,4,0,3.5E-05,6357.134
534,4,1,1,4,64,1,0,3.5E-05,6340.11
535,4,1,1,4,64,2,0,3.5E-05,6340.11
536,4,1,1,4,64,4,0,3.5E-05,6679.26
537,4,1,1,4,32,1,0,3.5E-05,8034.264
538,4,1,1,4,32,2,0,3.5E-05,8034.264
539,4,1,1,4,32,4,0,3.6E-05,8424.752
540,4,1,2,1,512,1,0,0.000125,5809.44
541,4,1,2,1,512,2,0,0.000126,5806.514
542,4,1,2,1,512,4,0,0.000124,4908.232
543,4,1,2,1,256,1,0,0.000124,6163.22
544,4,1,2,1,256,2,0,0.000124,6163.22
545,4,1,2,1,256,4,0,0.000124,5216.526
546,4,1,2,1,128,1,0,0.000125,6410.6
547,4,1,2,1,128,2,0,0.000128,6423.368
548,4,1,2,1,128,4,0,0.000126,5518.968
549,4,1,2,1,64,1,0,0.000129,6810.664
550,4,1,2,1,64,2,0,0.000127,6801.62
551,4,1,2,1,64,4,0,0.000126,5919.032
552,4,1,2,1,32,1,0,0.000129,8157.688
553,4,1,2,1,32,2,0,0.000129,8158.22
554,4,1,2,1,32,4,0,0.000128,7292.922
555,4,1,2,2,512,1,0,9.1E-05,5858.65
556,4,1,2,2,512,2,0,9.1E-05,5858.65
557,4,1,2,2,512,4,0,9E-05,5852
558,4,1,2,2,256,1,0,9.1E-05,6157.9
559,4,1,2,2,256,2,0,9.1E-05,6157.9
560,4,1,2,2,256,4,0,9.1E-05,6177.052
561,4,1,2,2,128,1,0,9E-05,6559.028
562,4,1,2,2,128,2,0,9E-05,6559.028
563,4,1,2,2,128,4,0,9.1E-05,6553.708
564,4,1,2,2,64,1,0,9.2E-05,6977.712
565,4,1,2,2,64,2,0,9.2E-05,6977.712
566,4,1,2,2,64,4,0,9.1E-05,6930.896
567,4,1,2,2,32,1,0,9.4E-05,8498.434
568,4,1,2,2,32,2,0,9.4E-05,8498.434
569,4,1,2,2,32,4,0,9.3E-05,8377.138
570,4,1,2,3,512,1,0,0.000175,6685.378
571,4,1,2,3,512,2,0,0.000175,6685.378
572,4,1,2,3,512,4,0,0.000175,6003.62
573,4,1,2,3,256,1,0,0.000176,6998.194
574,4,1,2,3,256,2,0,0.000176,6998.194
575,4,1,2,3,256,4,0,0.000174,6385.862
576,4,1,2,3,128,1,0,0.000176,7448
577,4,1,2,3,128,2,0,0.000176,7404.376
578,4,1,2,3,128,4,0,0.000179,6923.182
579,4,1,2,3,64,1,0,0.000168,8112.468
580,4,1,2,3,64,2,0,0.000168,8090.39
581,4,1,2,3,64,4,0,0.000168,7043.946
582,4,1,2,3,32,1,0,0.000167,10258.024
583,4,1,2,3,32,2,0,0.000167,10211.74
584,4,1,2,3,32,4,0,0.000165,8699.53
585,4,1,2,4,512,1,0,3.8E-05,4855.032
586,4,1,2,4,512,2,0,3.8E-05,4855.032
587,4,1,2,4,512,4,0,3.4E-05,5447.946
588,4,1,2,4,256,1,0,3.4E-05,5402.726
589,4,1,2,4,256,2,0,3.4E-05,5402.726
590,4,1,2,4,256,4,0,3.5E-05,5788.426
591,4,1,2,4,128,1,0,3.4E-05,6028.624
592,4,1,2,4,128,2,0,3.4E-05,6028.624
593,4,1,2,4,128,4,0,3.5E-05,6357.134
594,4,1,2,4,64,1,0,3.5E-05,6340.11
595,4,1,2,4,64,2,0,3.5E-05,6340.11
596,4,1,2,4,64,4,0,3.5E-05,6679.26
597,4,1,2,4,32,1,0,3.5E-05,8034.264
598,4,1,2,4,32,2,0,3.5E-05,8034.264
599,4,1,2,4,32,4,0,3.6E-05,8424.752
600,4,1,3,1,512,1,0,0.000125,5809.44
601,4,1,3,1,512,2,0,0.000126,5806.514
602,4,1,3,1,512,4,0,0.000124,4908.232
603,4,1,3,1,256,1,0,0.000124,6163.22
604,4,1,3,1,256,2,0,0.000124,6163.22
605,4,1,3,1,256,4,0,0.000124,5216.526
606,4,1,3,1,128,1,0,0.000125,6410.6
607,4,1,3,1,128,2,0,0.000128,6423.368
608,4,1,3,1,128,4,0,0.000126,5518.968
609,4,1,3,1,64,1,0,0.000129,6810.664
610,4,1,3,1,64,2,0,0.000127,6801.62
611,4,1,3,1,64,4,0,0.000126,5919.032
612,4,1,3,1,32,1,0,0.000129,8157.688
613,4,1,3,1,32,2,0,0.000129,8158.22
614,4,1,3,1,32,4,0,0.000128,7292.922
615,4,1,3,2,512,1,0,9.1E-05,5858.65
616,4,1,3,2,512,2,0,9.1E-05,5858.65
617,4,1,3,2,512,4,0,9E-05,5852
618,4,1,3,2,256,1,0,9.1E-05,6157.9
619,4,1,3,2,256,2,0,9.1E-05,6157.9
620,4,1,3,2,256,4,0,9.1E-05,6177.052
621,4,1,3,2,128,1,0,9E-05,6559.028
622,4,1,3,2,128,2,0,9E-05,6559.028
623,4,1,3,2,128,4,0,9.1E-05,6553.708
624,4,1,3,2,64,1,0,9.2E-05,6977.712
625,4,1,3,2,64,2,0,9.2E-05,6977.712
626,4,1,3,2,64,4,0,9.1E-05,6930.896
627,4,1,3,2,32,1,0,9.4E-05,8498.434
628,4,1,3,2,32,2,0,9.4E-05,8498.434
629,4,1,3,2,32,4,0,9.3E-05,8377.138
630,4,1,3,3,512,1,0,0.000175,6685.378
631,4,1,3,3,512,2,0,0.000175,6685.378
632,4,1,3,3,512,4,0,0.000175,6003.62
633,4,1,3,3,256,1,0,0.000176,6998.194
634,4,1,3,3,256,2,0,0.000176,6998.194
635,4,1,3,3,256,4,0,0.000174,6385.862
636,4,1,3,3,128,1,0,0.000176,7448
637,4,1,3,3,128,2,0,0.000176,7404.376
638,4,1,3,3,128,4,0,0.000179,6923.182
639,4,1,3,3,64,1,0,0.000168,8112.468
640,4,1,3,3,64,2,0,0.000168,8090.39
641,4,1,3,3,64,4,0,0.000168,7043.946
642,4,1,3,3,32,1,0,0.000167,10258.024
643,4,1,3,3,32,2,0,0.000167,10211.74
644,4,1,3,3,32,4,0,0.000165,8699.53
645,4,1,3,4,512,1,0,3.8E-05,4855.032
646,4,1,3,4,512,2,0,3.8E-05,4855.032
647,4,1,3,4,512,4,0,3.4E-05,5447.946
648,4,1,3,4,256,1,0,3.4E-05,5402.726
649,4,1,3,4,256,2,0,3.4E-05,5402.726
650,4,1,3,4,256,4,0,3.5E-05,5788.426
651,4,1,3,4,128,1,0,3.4E-05,6028.624
652,4,1,3,4,128,2,0,3.4E-05,6028.624
653,4,1,3,4,128,4,0,3.5E-05,6357.134
654,4,1,3,4,64,1,0,3.5E-05,6340.11
655,4,1,3,4,64,2,0,3.5E-05,6340.11
656,4,1,3,4,64,4,0,3.5E-05,6679.26
657,4,1,3,4,32,1,0,3.5E-05,8034.264
658,4,1,3,4,32,2,0,3.5E-05,8034.264
659,4,1,3,4,32,4,0,3.6E-05,8424.752
660,4,1,4,1,512,1,0,0.000125,5809.44
661,4,1,4,1,512,2,0,0.000126,5806.514
662,4,1,4,1,512,4,0,0.000124,4908.232
663,4,1,4,1,256,1,0,0.000124,6163.22
664,4,1,4,1,256,2,0,0.000124,6163.22
665,4,1,4,1,256,4,0,0.000124,5216.526
666,4,1,4,1,128,1,0,0.000125,6410.6
667,4,1,4,1,128,2,0,0.000128,6423.368
668,4,1,4,1,128,4,0,0.000126,5518.968
669,4,1,4,1,64,1,0,0.000129,6810.664
670,4,1,4,1,64,2,0,0.000127,6801.62
671,4,1,4,1,64,4,0,0.000126,5919.032
672,4,1,4,1,32,1,0,0.000129,8157.688
673,4,1,4,1,32,2,0,0.000129,8158.22
674,4,1,4,1,32,4,0,0.000128,7292.922
675,4,1,4,2,512,1,0,9.1E-05,5858.65
676,4,1,4,2,512,2,0,9.1E-05,5858.65
677,4,1,4,2,512,4,0,9E-05,5852
678,4,1,4,2,256,1,0,9.1E-05,6157.9
679,4,1,4,2,256,2,0,9.1E-05,6157.9
680,4,1,4,2,256,4,0,9.1E-05,6177.052
681,4,1,4,2,128,1,0,9E-05,6559.028
682,4,1,4,2,128,2,0,9E-05,6559.028
683,4,1,4,2,128,4,0,9.1E-05,6553.708
684,4,1,4,2,64,1,0,9.2E-05,6977.712
685,4,1,4,2,64,2,0,9.2E-05,6977.712
686,4,1,4,2,64,4,0,9.1E-05,6930.896
687,4,1,4,2,32,1,0,9.4E-05,8498.434
688,4,1,4,2,32,2,0,9.4E-05,8498.434
689,4,1,4,2,32,4,0,9.3E-05,8377.138
690,4,1,4,3,512,1,0,0.000175,6685.378
691,4,1,4,3,512,2,0,0.000175,6685.378
692,4,1,4,3,512,4,0,0.000175,6003.62
693,4,1,4,3,256,1,0,0.000176,6998.194
694,4,1,4,3,256,2,0,0.000176,6998.194
695,4,1,4,3,256,4,0,0.000174,6385.862
696,4,1,4,3,128,1,0,0.000176,7448
697,4,1,4,3,128,2,0,0.000176,7404.376
698,4,1,4,3,128,4,0,0.000179,6923.182
699,4,1,4,3,64,1,0,0.000168,8112.468
700,4,1,4,3,64,2,0,0.000168,8090.39
701,4,1,4,3,64,4,0,0.000168,7043.946
702,4,1,4,3,32,1,0,0.000167,10258.024
703,4,1,4,3,32,2,0,0.000167,10211.74
704,4,1,4,3,32,4,0,0.000165,8699.53
705,4,1,4,4,512,1,0,3.8E-05,4855.032
706,4,1,4,4,512,2,0,3.8E-05,4855.032
707,4,1,4,4,512,4,0,3.4E-05,5447.946
708,4,1,4,4,256,1,0,3.4E-05,5402.726
709,4,1,4,4,256,2,0,3.4E-05,5402.726
710,4,1,4,4,256,4,0,3.5E-05,5788.426
711,4,1,4,4,128,1,0,3.4E-05,6028.624
712,4,1,4,4,128,2,0,3.4E-05,6028.624
713,4,1,4,4,128,4,0,3.5E-05,6357.134
714,4,1,4,4,64,1,0,3.5E-05,6340.11
715,4,1,4,4,64,2,0,3.5E-05,6340.11
716,4,1,4,4,64,4,0,3.5E-05,6679.26
717,4,1,4,4,32,1,0,3.5E-05,8034.264
718,4,1,4,4,32,2,0,3.5E-05,8034.264
719,4,1,4,4,32,4,0,3.6E-05,8424.752
720,4,2,1,1,512,1,0,0.000113,5826.198
721,4,2,1,1,512,2,0,0.000114,5826.464
722,4,2,1,1,512,4,0,0.000117,5171.572
723,4,2,1,1,256,1,0,0.000113,6249.67
724,4,2,1,1,256,2,0,0.000113,6249.67
725,4,2,1,1,256,4,0,0.000117,5552.218
726,4,2,1,1,128,1,0,0.000117,6545.462
727,4,2,1,1,128,2,0,0.000114,6670.748
728,4,2,1,1,128,4,0,0.000118,5934.726
729,4,2,1,1,64,1,0,0.000118,7100.338
730,4,2,1,1,64,2,0,0.00012,7107.254
731,4,2,1,1,64,4,0,0.00012,6410.866
732,4,2,1,1,32,1,0,0.000118,8429.274
733,4,2,1,1,32,2,0,0.000119,8511.734
734,4,2,1,1,32,4,0,0.000119,7759.22
735,4,2,1,2,512,1,0,0.000103,5704.902
736,4,2,1,2,512,2,0,0.000103,5704.902
737,4,2,1,2,512,4,0,0.000105,5944.302
738,4,2,1,2,256,1,0,0.000104,6039.796
739,4,2,1,2,256,2,0,0.000104,6039.796
740,4,2,1,2,256,4,0,0.000106,6345.962
741,4,2,1,2,128,1,0,0.000107,6681.388
742,4,2,1,2,128,2,0,0.000107,6681.388
743,4,2,1,2,128,4,0,0.000109,6900.04
744,4,2,1,2,64,1,0,0.000104,7097.412
745,4,2,1,2,64,2,0,0.000104,7097.412
746,4,2,1,2,64,4,0,0.000108,7233.072
747,4,2,1,2,32,1,0,0.000114,8528.226
748,4,2,1,2,32,2,0,0.000114,8528.226
749,4,2,1,2,32,4,0,0.000106,8691.816
750,4,2,1,3,512,1,0,0.000167,6943.93
751,4,2,1,3,512,2,0,0.000167,6943.93
752,4,2,1,3,512,4,0,0.000162,6003.088
753,4,2,1,3,256,1,0,0.000169,6921.32
754,4,2,1,3,256,2,0,0.000169,6921.32
755,4,2,1,3,256,4,0,0.000167,6407.94
756,4,2,1,3,128,1,0,0.000167,7891.954
757,4,2,1,3,128,2,0,0.000167,7919.086
758,4,2,1,3,128,4,0,0.000168,6945.26
759,4,2,1,3,64,1,0,0.000171,8479.814
760,4,2,1,3,64,2,0,0.00017,8546.58
761,4,2,1,3,64,4,0,0.000173,7437.892
762,4,2,1,3,32,1,0,0.000172,10659.684
763,4,2,1,3,32,2,0,0.000172,10625.104
764,4,2,1,3,32,4,0,0.000174,8984.416
765,4,2,1,4,512,1,0,2.5E-05,5259.086
766,4,2,1,4,512,2,0,2.5E-05,5259.086
767,4,2,1,4,512,4,0,2.8E-05,7742.462
768,4,2,1,4,256,1,0,2.7E-05,6019.846
769,4,2,1,4,256,2,0,2.7E-05,6019.846
770,4,2,1,4,256,4,0,2.5E-05,8427.146
771,4,2,1,4,128,1,0,2.8E-05,7192.374
772,4,2,1,4,128,2,0,2.8E-05,7192.374
773,4,2,1,4,128,4,0,2.6E-05,8702.19
774,4,2,1,4,64,1,0,2.8E-05,7650.958
775,4,2,1,4,64,2,0,2.8E-05,7650.958
776,4,2,1,4,64,4,0,2.6E-05,9170.35
777,4,2,1,4,32,1,0,2.8E-05,9494.604
778,4,2,1,4,32,2,0,2.8E-05,9494.604
779,4,2,1,4,32,4,0,2.7E-05,11225.2
780,4,2,2,1,512,1,0,0.000113,5826.198
781,4,2,2,1,512,2,0,0.000114,5826.464
782,4,2,2,1,512,4,0,0.000117,5171.572
783,4,2,2,1,256,1,0,0.000113,6249.67
784,4,2,2,1,256,2,0,0.000113,6249.67
785,4,2,2,1,256,4,0,0.000117,5552.218
786,4,2,2,1,128,1,0,0.000117,6545.462
787,4,2,2,1,128,2,0,0.000114,6670.748
788,4,2,2,1,128,4,0,0.000118,5934.726
789,4,2,2,1,64,1,0,0.000118,7100.338
790,4,2,2,1,64,2,0,0.00012,7107.254
791,4,2,2,1,64,4,0,0.00012,6410.866
792,4,2,2,1,32,1,0,0.000118,8429.274
793,4,2,2,1,32,2,0,0.000119,8511.734
794,4,2,2,1,32,4,0,0.000119,7759.22
795,4,2,2,2,512,1,0,0.000103,5704.902
796,4,2,2,2,512,2,0,0.000103,5704.902
797,4,2,2,2,512,4,0,0.000105,5944.302
798,4,2,2,2,256,1,0,0.000104,6039.796
799,4,2,2,2,256,2,0,0.000104,6039.796
800,4,2,2,2,256,4,0,0.000106,6345.962
801,4,2,2,2,128,1,0,0.000107,6681.388
802,4,2,2,2,128,2,0,0.000107,6681.388
803,4,2,2,2,128,4,0,0.000109,6900.04
804,4,2,2,2,64,1,0,0.000104,7097.412
805,4,2,2,2,64,2,0,0.000104,7097.412
806,4,2,2,2,64,4,0,0.000108,7233.072
807,4,2,2,2,32,1,0,0.000114,8528.226
808,4,2,2,2,32,2,0,0.000114,8528.226
809,4,2,2,2,32,4,0,0.000106,8691.816
810,4,2,2,3,512,1,0,0.000167,6943.93
811,4,2,2,3,512,2,0,0.000167,6943.93
812,4,2,2,3,512,4,0,0.000162,6003.088
813,4,2,2,3,256,1,0,0.000169,6921.32
814,4,2,2,3,256,2,0,0.000169,6921.32
815,4,2,2,3,256,4,0,0.000167,6407.94
816,4,2,2,3,128,1,0,0.000167,7891.954
817,4,2,2,3,128,2,0,0.000167,7919.086
818,4,2,2,3,128,4,0,0.000168,6945.26
819,4,2,2,3,64,1,0,0.000171,8479.814
820,4,2,2,3,64,2,0,0.00017,8546.58
821,4,2,2,3,64,4,0,0.000173,7437.892
822,4,2,2,3,32,1,0,0.000172,10659.684
823,4,2,2,3,32,2,0,0.000172,10625.104
824,4,2,2,3,32,4,0,0.000174,8984.416
825,4,2,2,4,512,1,0,2.5E-05,5259.086
826,4,2,2,4,512,2,0,2.5E-05,5259.086
827,4,2,2,4,512,4,0,2.8E-05,7742.462
828,4,2,2,4,256,1,0,2.7E-05,6019.846
829,4,2,2,4,256,2,0,2.7E-05,6019.846
830,4,2,2,4,256,4,0,2.5E-05,8427.146
831,4,2,2,4,128,1,0,2.8E-05,7192.374
832,4,2,2,4,128,2,0,2.8E-05,7192.374
833,4,2,2,4,128,4,0,2.6E-05,8702.19
834,4,2,2,4,64,1,0,2.8E-05,7650.958
835,4,2,2,4,64,2,0,2.8E-05,7650.958
836,4,2,2,4,64,4,0,2.6E-05,9170.35
837,4,2,2,4,32,1,0,2.8E-05,9494.604
838,4,2,2,4,32,2,0,2.8E-05,9494.604
839,4,2,2,4,32,4,0,2.7E-05,11225.2
840,4,2,3,1,512,1,0,0.000113,5826.198
841,4,2,3,1,512,2,0,0.000114,5826.464
842,4,2,3,1,512,4,0,0.000117,5171.572
843,4,2,3,1,256,1,0,0.000113,6249.67
844,4,2,3,1,256,2,0,0.000113,6249.67
845,4,2,3,1,256,4,0,0.000117,5552.218
846,4,2,3,1,128,1,0,0.000117,6545.462
847,4,2,3,1,128,2,0,0.000114,6670.748
848,4,2,3,1,128,4,0,0.000118,5934.726
849,4,2,3,1,64,1,0,0.000118,7100.338
850,4,2,3,1,64,2,0,0.00012,7107.254
851,4,2,3,1,64,4,0,0.00012,6410.866
852,4,2,3,1,32,1,0,0.000118,8429.274
853,4,2,3,1,32,2,0,0.000119,8511.734
854,4,2,3,1,32,4,0,0.000119,7759.22
855,4,2,3,2,512,1,0,0.000103,5704.902
856,4,2,3,2,512,2,0,0.000103,5704.902
857,4,2,3,2,512,4,0,0.000105,5944.302
858,4,2,3,2,256,1,0,0.000104,6039.796
859,4,2,3,2,256,2,0,0.000104,6039.796
860,4,2,3,2,256,4,0,0.000106,6345.962
861,4,2,3,2,128,1,0,0.000107,6681.388
862,4,2,3,2,128,2,0,0.000107,6681.388
863,4,2,3,2,128,4,0,0.000109,6900.04
864,4,2,3,2,64,1,0,0.000104,7097.412
865,4,2,3,2,64,2,0,0.000104,7097.412
866,4,2,3,2,64,4,0,0.000108,7233.072
867,4,2,3,2,32,1,0,0.000114,8528.226
868,4,2,3,2,32,2,0,0.000114,8528.226
869,4,2,3,2,32,4,0,0.000106,8691.816
870,4,2,3,3,512,1,0,0.000167,6943.93
871,4,2,3,3,512,2,0,0.000167,6943.93
872,4,2,3,3,512,4,0,0.000162,6003.088
873,4,2,3,3,256,1,0,0.000169,6921.32
874,4,2,3,3,256,2,0,0.000169,6921.32
875,4,2,3,3,256,4,0,0.000167,6407.94
876,4,2,3,3,128,1,0,0.000167,7891.954
877,4,2,3,3,128,2,0,0.000167,7919.086
878,4,2,3,3,128,4,0,0.000168,6945.26
879,4,2,3,3,64,1,0,0.000171,8479.814
880,4,2,3,3,64,2,0,0.00017,8546.58
881,4,2,3,3,64,4,0,0.000173,7437.892
882,4,2,3,3,32,1,0,0.000172,10659.684
883,4,2,3,3,32,2,0,0.000172,10625.104
884,4,2,3,3,32,4,0,0.000174,8984.416
885,4,2,3,4,512,1,0,2.5E-05,5259.086
886,4,2,3,4,512,2,0,2.5E-05,5259.086
887,4,2,3,4,512,4,0,2.8E-05,7742.462
888,4,2,3,4,256,1,0,2.7E-05,6019.846
889,4,2,3,4,256,2,0,2.7E-05,6019.846
890,4,2,3,4,256,4,0,2.5E-05,8427.146
891,4,2,3,4,128,1,0,2.8E-05,7192.374
892,4,2,3,4,128,2,0,2.8E-05,7192.374
893,4,2,3,4,128,4,0,2.6E-05,8702.19
894,4,2,3,4,64,1,0,2.8E-05,7650.958
895,4,2,3,4,64,2,0,2.8E-05,7650.958
896,4,2,3,4,64,4,0,2.6E-05,9170.35
897,4,2,3,4,32,1,0,2.8E-05,9494.604
898,4,2,3,4,32,2,0,2.8E-05,9494.604
899,4,2,3,4,32,4,0,2.7E-05,11225.2
900,4,2,4,1,512,1,0,0.000113,5826.198
901,4,2,4,1,512,2,0,0.000114,5826.464
902,4,2,4,1,512,4,0,0.000117,5171.572
903,4,2,4,1,256,1,0,0.000113,6249.67
904,4,2,4,1,256,2,0,0.000113,6249.67
905,4,2,4,1,256,4,0,0.000117,5552.218
906,4,2,4,1,128,1,0,0.000117,6545.462
907,4,2,4,1,128,2,0,0.000114,6670.748
908,4,2,4,1,128,4,0,0.000118,5934.726
909,4,2,4,1,64,1,0,0.000118,7100.338
910,4,2,4,1,64,2,0,0.00012,7107.254
911,4,2,4,1,64,4,0,0.00012,6410.866
912,4,2,4,1,32,1,0,0.000118,8429.274
913,4,2,4,1,32,2,0,0.000119,8511.734
914,4,2,4,1,32,4,0,0.000119,7759.22
915,4,2,4,2,512,1,0,0.000103,5704.902
916,4,2,4,2,512,2,0,0.000103,5704.902
917,4,2,4,2,512,4,0,0.000105,5944.302
918,4,2,4,2,256,1,0,0.000104,6039.796
919,4,2,4,2,256,2,0,0.000104,6039.796
920,4,2,4,2,256,4,0,0.000106,6345.962
921,4,2,4,2,128,1,0,0.000107,6681.388
922,4,2,4,2,128,2,0,0.000107,6681.388
923,4,2,4,2,128,4,0,0.000109,6900.04
924,4,2,4,2,64,1,0,0.000104,7097.412
925,4,2,4,2,64,2,0,0.000104,7097.412
926,4,2,4,2,64,4,0,0.000108,7233.072
927,4,2,4,2,32,1,0,0.000114,8528.226
928,4,2,4,2,32,2,0,0.000114,8528.226
929,4,2,4,2,32,4,0,0.000106,8691.816
930,4,2,4,3,512,1,0,0.000167,6943.93
931,4,2,4,3,512,2,0,0.000167,6943.93
932,4,2,4,3,512,4,0,0.000162,6003.088
933,4,2,4,3,256,1,0,0.000169,6921.32
934,4,2,4,3,256,2,0,0.000169,6921.32
935,4,2,4,3,256,4,0,0.000167,6407.94
936,4,2,4,3,128,1,0,0.000167,7891.954
937,4,2,4,3,128,2,0,0.000167,7919.086
938,4,2,4,3,128,4,0,0.000168,6945.26
939,4,2,4,3,64,1,0,0.000171,8479.814
940,4,2,4,3,64,2,0,0.00017,8546.58
941,4,2,4,3,64,4,0,0.000173,7437.892
942,4,2,4,3,32,1,0,0.000172,10659.684
943,4,2,4,3,32,2,0,0.000172,10625.104
944,4,2,4,3,32,4,0,0.000174,8984.416
945,4,2,4,4,512,1,0,2.5E-05,5259.086
946,4,2,4,4,512,2,0,2.5E-05,5259.086
947,4,2,4,4,512,4,0,2.8E-05,7742.462
948,4,2,4,4,256,1,0,2.7E-05,6019.846
949,4,2,4,4,256,2,0,2.7E-05,6019.846
950,4,2,4,4,256,4,0,2.5E-05,8427.146
951,4,2,4,4,128,1,0,2.8E-05,7192.374
952,4,2,4,4,128,2,0,2.8E-05,7192.374
953,4,2,4,4,128,4,0,2.6E-05,8702.19
954,4,2,4,4,64,1,0,2.8E-05,7650.958
955,4,2,4,4,64,2,0,2.8E-05,7650.958
956,4,2,4,4,64,4,0,2.6E-05,9170.35
957,4,2,4,4,32,1,0,2.8E-05,9494.604
958,4,2,4,4,32,2,0,2.8E-05,9494.604
959,4,2,4,4,32,4,0,2.7E-05,11225.2
960,4,3,1,1,512,1,0,0.000115,6164.55
961,4,3,1,1,512,2,0,0.000115,6161.092
962,4,3,1,1,512,4,0,0.000119,5691.868
963,4,3,1,1,256,1,0,0.000118,6430.816
964,4,3,1,1,256,2,0,0.000117,6436.402
965,4,3,1,1,256,4,0,0.000119,6061.874
966,4,3,1,1,128,1,0,0.00012,7394.268
967,4,3,1,1,128,2,0,0.000119,7341.068
968,4,3,1,1,128,4,0,0.000121,6546.526
969,4,3,1,1,64,1,0,0.000117,7300.902
970,4,3,1,1,64,2,0,0.000116,7307.818
971,4,3,1,1,64,4,0,0.000119,7015.484
972,4,3,1,1,32,1,0,0.00012,8879.08
973,4,3,1,1,32,2,0,0.000121,8882.006
974,4,3,1,1,32,4,0,0.00012,8497.636
975,4,3,1,2,512,1,0,0.000105,6021.442
976,4,3,1,2,512,2,0,0.000105,6021.442
977,4,3,1,2,512,4,0,0.000104,6639.36
978,4,3,1,2,256,1,0,0.000108,6427.624
979,4,3,1,2,256,2,0,0.000108,6427.624
980,4,3,1,2,256,4,0,0.000106,7107.786
981,4,3,1,2,128,1,0,0.000106,6946.324
982,4,3,1,2,128,2,0,0.000106,6946.324
983,4,3,1,2,128,4,0,0.000106,8026.284
984,4,3,1,2,64,1,0,0.000106,7261.534
985,4,3,1,2,64,2,0,0.000106,7261.534
986,4,3,1,2,64,4,0,0.000107,8071.77
987,4,3,1,2,32,1,0,0.000109,9148.006
988,4,3,1,2,32,2,0,0.000109,9148.006
989,4,3,1,2,32,4,0,0.00011,9935.632
990,4,3,1,3,512,1,0,0.00017,7283.878
991,4,3,1,3,512,2,0,0.00017,7283.878
992,4,3,1,3,512,4,0,0.000168,6811.728
993,4,3,1,3,256,1,0,0.000175,7819.07
994,4,3,1,3,256,2,0,0.000175,7819.07
995,4,3,1,3,256,4,0,0.000165,7530.726
996,4,3,1,3,128,1,0,0.000169,8806.196
997,4,3,1,3,128,2,0,0.000169,8751.666
998,4,3,1,3,128,4,0,0.000168,8298.668
999,4,3,1,3,64,1,0,0.000171,9072.994
1000,4,3,1,3,64,2,0,0.000175,9270.1
1001,4,3,1,3,64,4,0,0.000169,8607.494
1002,4,3,1,3,32,1,0,0.000175,11917.864
1003,4,3,1,3,32,2,0,0.000174,11656.918
1004,4,3,1,3,32,4,0,0.000175,10649.842
1005,4,3,1,4,512,1,0,2.6E-05,5484.92
1006,4,3,1,4,512,2,0,2.6E-05,5484.92
1007,4,3,1,4,512,4,0,2.7E-05,8540.728
1008,4,3,1,4,256,1,0,2.7E-05,6797.63
1009,4,3,1,4,256,2,0,2.7E-05,6797.63
1010,4,3,1,4,256,4,0,2.8E-05,9212.91
