n,knob_KNOB_HIST_SIZE,knob_KNOB_NUM_HIST,knob_KNOB_UNROLL_LLM,knob_KNOB_UNROLL_LP,knob_I_B,knob_KNOB_DATA_BLOCK_INTERLEAVE,obj1,obj2
0519,256,4,4,3,0,2048,0.000331,1236.634
0520,256,4,4,3,0,4096,0.000331,1240.890
0521,256,4,4,3,0,8192,0.000344,1240.624
0522,256,4,4,3,0,16384,0.000343,1291.430
0523,256,4,4,3,0,32768,0.000334,1248.072
0524,256,4,4,3,0,65536,0.000368,1162.686
0525,256,4,5,1,0,1024,0.000274,1310.316
0526,256,4,5,1,0,2048,0.000300,1314.838
0527,256,4,5,1,0,4096,0.000296,1313.242
0528,256,4,5,1,0,8192,0.000296,1313.242
0529,256,4,5,1,0,16384,0.000292,1226.260
0530,256,4,5,1,0,32768,0.000293,1255.786
0531,256,4,5,1,0,65536,0.000297,1166.144
0532,256,4,5,2,0,1024,0.000375,1356.334
0533,256,4,5,2,0,2048,0.000364,1366.974
0534,256,4,5,2,0,4096,0.000357,1368.570
0535,256,4,5,2,0,8192,0.000325,1364.048
0536,256,4,5,2,0,16384,0.000346,1385.062
0537,256,4,5,2,0,32768,0.000361,1364.048
0538,256,4,5,2,0,65536,0.000387,1225.462
0539,256,4,5,3,0,1024,0.000438,1210.034
0540,256,4,5,3,0,2048,0.000434,1150.716
0541,256,4,5,3,0,4096,0.000423,1210.300
0542,256,4,5,3,0,8192,0.000440,1193.808
0543,256,4,5,3,0,16384,0.000446,1273.608
0544,256,4,5,3,0,32768,0.000437,1202.320
0545,256,4,5,3,0,65536,0.000456,1166.942
0546,256,4,6,1,0,1024,0.000278,1133.160
0547,256,4,6,1,0,2048,0.000284,1135.288
0548,256,4,6,1,0,4096,0.000286,1136.352
0549,256,4,6,1,0,8192,0.000276,1136.352
0550,256,4,6,1,0,16384,0.000291,1099.910
0551,256,4,6,1,0,32768,0.000297,1221.472
0552,256,4,6,1,0,65536,0.000310,1137.416
0553,256,4,6,2,0,1024,0.000227,1074.374
0554,256,4,6,2,0,2048,0.000227,1072.778
0555,256,4,6,2,0,4096,0.000225,1073.842
0556,256,4,6,2,0,8192,0.000230,1080.226
0557,256,4,6,2,0,16384,0.000221,1095.654
0558,256,4,6,2,0,32768,0.000212,918.498
0559,256,4,6,2,0,65536,0.000223,963.452
0560,256,4,6,3,0,1024,0.000403,1651.062
0561,256,4,6,3,0,2048,0.000390,1555.568
0562,256,4,6,3,0,4096,0.000368,1562.484
0563,256,4,6,3,0,8192,0.000368,1556.898
0564,256,4,6,3,0,16384,0.000416,1674.736
0565,256,4,6,3,0,32768,0.000422,1474.704
0566,256,4,6,3,0,65536,0.000396,1531.096
0567,256,4,7,1,0,1024,0.000334,1175.188
0568,256,4,7,1,0,2048,0.000356,1168.538
0569,256,4,7,1,0,4096,0.000353,1168.272
0570,256,4,7,1,0,8192,0.000374,1165.346
0571,256,4,7,1,0,16384,0.000359,1195.404
0572,256,4,7,1,0,32768,0.000353,1182.104
0573,256,4,7,1,0,65536,0.000361,1100.708
0574,256,4,7,2,0,1024,0.000232,1254.190
0575,256,4,7,2,0,2048,0.000235,1251.530
0576,256,4,7,2,0,4096,0.000243,1242.486
0577,256,4,7,2,0,8192,0.000234,1243.284
0578,256,4,7,2,0,16384,0.000250,1237.166
0579,256,4,7,2,0,32768,0.000222,1219.344
0580,256,4,7,2,0,65536,0.000211,969.038
0581,256,4,7,3,0,1024,0.000400,1324.946
0582,256,4,7,3,0,2048,0.000399,1314.040
0583,256,4,7,3,0,4096,0.000400,1327.872
0584,256,4,7,3,0,8192,0.000390,1316.966
0585,256,4,7,3,0,16384,0.000415,1333.724
0586,256,4,7,3,0,32768,0.000395,1490.664
0587,256,4,7,3,0,65536,0.000432,1612.758
0588,256,5,1,1,0,1024,0.000269,890.302
0589,256,5,1,1,0,2048,0.000273,897.750
0590,256,5,1,1,0,4096,0.000275,878.864
0591,256,5,1,1,0,8192,0.000293,984.998
0592,256,5,1,1,0,16384,0.000274,869.022
0593,256,5,1,1,0,32768,0.000274,864.766
0594,256,5,1,1,0,65536,0.000274,864.766
0595,256,5,1,2,0,1024,0.000439,1130.500
0596,256,5,1,2,0,2048,0.000439,1129.702
0597,256,5,1,2,0,4096,0.000439,1129.702
0598,256,5,1,2,0,8192,0.000437,1126.244
0599,256,5,1,2,0,16384,0.000410,1157.898
0600,256,5,1,2,0,32768,0.000423,1094.856
0601,256,5,1,2,0,65536,0.000438,1030.484
0602,256,5,1,3,0,1024,0.000454,1218.014
0603,256,5,1,3,0,2048,0.000459,1189.286
0604,256,5,1,3,0,4096,0.000408,1292.760
0605,256,5,1,3,0,8192,0.000410,1299.942
0606,256,5,1,3,0,16384,0.000411,1366.176
0607,256,5,1,3,0,32768,0.000408,1290.632
0608,256,5,1,3,0,65536,0.000448,1247.274
0609,256,5,2,1,0,1024,0.000250,868.490
0610,256,5,2,1,0,2048,0.000253,871.416
0611,256,5,2,1,0,4096,0.000256,867.160
0612,256,5,2,1,0,8192,0.000251,912.646
0613,256,5,2,1,0,16384,0.000250,874.874
0614,256,5,2,1,0,32768,0.000253,853.860
0615,256,5,2,1,0,65536,0.000243,746.662
0616,256,5,2,2,0,1024,0.000372,1013.726
0617,256,5,2,2,0,2048,0.000362,1009.470
0618,256,5,2,2,0,4096,0.000362,1010.002
0619,256,5,2,2,0,8192,0.000362,1003.086
0620,256,5,2,2,0,16384,0.000370,1033.676
0621,256,5,2,2,0,32768,0.000375,998.830
0622,256,5,2,2,0,65536,0.000365,1000.426
0623,256,5,2,3,0,1024,0.000395,1271.480
0624,256,5,2,3,0,2048,0.000380,1258.978
0625,256,5,2,3,0,4096,0.000384,1262.968
0626,256,5,2,3,0,8192,0.000387,1289.834
0627,256,5,2,3,0,16384,0.000393,1313.508
0628,256,5,2,3,0,32768,0.000383,1265.894
0629,256,5,2,3,0,65536,0.000419,1128.904
0630,256,5,3,1,0,1024,0.000287,1279.460
0631,256,5,3,1,0,2048,0.000287,1279.460
0632,256,5,3,1,0,4096,0.000289,1281.056
0633,256,5,3,1,0,8192,0.000305,1288.504
0634,256,5,3,1,0,16384,0.000291,1195.670
0635,256,5,3,1,0,32768,0.000290,1194.872
0636,256,5,3,1,0,65536,0.000307,1169.336
0637,256,5,3,2,0,1024,0.000391,1230.782
0638,256,5,3,2,0,2048,0.000404,1234.506
0639,256,5,3,2,0,4096,0.000404,1233.442
0640,256,5,3,2,0,8192,0.000408,1232.112
0641,256,5,3,2,0,16384,0.000409,1206.576
0642,256,5,3,2,0,32768,0.000407,1183.434
0643,256,5,3,2,0,65536,0.000396,1044.050
0644,256,5,3,3,0,1024,0.000469,1312.444
0645,256,5,3,3,0,2048,0.000479,1285.046
0646,256,5,3,3,0,4096,0.000445,1171.730
0647,256,5,3,3,0,8192,0.000435,1170.932
0648,256,5,3,3,0,16384,0.000434,1231.580
0649,256,5,3,3,0,32768,0.000422,1164.814
0650,256,5,3,3,0,65536,0.000424,1091.930
0651,256,5,4,1,0,1024,0.000292,1031.016
0652,256,5,4,1,0,2048,0.000304,1033.410
0653,256,5,4,1,0,4096,0.000296,1032.080
0654,256,5,4,1,0,8192,0.000304,1033.410
0655,256,5,4,1,0,16384,0.000303,1033.676
0656,256,5,4,1,0,32768,0.000307,1029.420
0657,256,5,4,1,0,65536,0.000314,948.290
0658,256,5,4,2,0,1024,0.000344,1312.710
0659,256,5,4,2,0,2048,0.000349,1284.514
0660,256,5,4,2,0,4096,0.000345,1290.366
0661,256,5,4,2,0,8192,0.000343,1289.568
0662,256,5,4,2,0,16384,0.000343,1307.922
0663,256,5,4,2,0,32768,0.000333,1282.918
0664,256,5,4,2,0,65536,0.000387,1062.404
0665,256,5,4,3,0,1024,0.000358,1257.382
0666,256,5,4,3,0,2048,0.000331,1236.634
0667,256,5,4,3,0,4096,0.000331,1240.890
0668,256,5,4,3,0,8192,0.000344,1240.624
0669,256,5,4,3,0,16384,0.000343,1291.430
0670,256,5,4,3,0,32768,0.000334,1248.072
0671,256,5,4,3,0,65536,0.000368,1162.686
0672,256,5,5,1,0,1024,0.000274,1310.316
0673,256,5,5,1,0,2048,0.000300,1314.838
0674,256,5,5,1,0,4096,0.000296,1313.242
0675,256,5,5,1,0,8192,0.000296,1313.242
0676,256,5,5,1,0,16384,0.000292,1226.260
0677,256,5,5,1,0,32768,0.000293,1255.786
0678,256,5,5,1,0,65536,0.000297,1166.144
0679,256,5,5,2,0,1024,0.000375,1356.334
0680,256,5,5,2,0,2048,0.000364,1366.974
0681,256,5,5,2,0,4096,0.000357,1368.570
0682,256,5,5,2,0,8192,0.000325,1364.048
0683,256,5,5,2,0,16384,0.000346,1385.062
0684,256,5,5,2,0,32768,0.000361,1364.048
0685,256,5,5,2,0,65536,0.000387,1225.462
0686,256,5,5,3,0,1024,0.000438,1210.034
0687,256,5,5,3,0,2048,0.000434,1150.716
0688,256,5,5,3,0,4096,0.000423,1210.300
0689,256,5,5,3,0,8192,0.000440,1193.808
0690,256,5,5,3,0,16384,0.000446,1273.608
0691,256,5,5,3,0,32768,0.000437,1202.320
0692,256,5,5,3,0,65536,0.000456,1166.942
0693,256,5,6,1,0,1024,0.000278,1133.160
0694,256,5,6,1,0,2048,0.000284,1135.288
0695,256,5,6,1,0,4096,0.000286,1136.352
0696,256,5,6,1,0,8192,0.000276,1136.352
0697,256,5,6,1,0,16384,0.000291,1099.910
0698,256,5,6,1,0,32768,0.000297,1221.472
0699,256,5,6,1,0,65536,0.000310,1137.416
0700,256,5,6,2,0,1024,0.000227,1074.374
0701,256,5,6,2,0,2048,0.000227,1072.778
0702,256,5,6,2,0,4096,0.000225,1073.842
0703,256,5,6,2,0,8192,0.000230,1080.226
0704,256,5,6,2,0,16384,0.000221,1095.654
0705,256,5,6,2,0,32768,0.000212,918.498
0706,256,5,6,2,0,65536,0.000223,963.452
0707,256,5,6,3,0,1024,0.000403,1651.062
0708,256,5,6,3,0,2048,0.000390,1555.568
0709,256,5,6,3,0,4096,0.000368,1562.484
0710,256,5,6,3,0,8192,0.000368,1556.898
0711,256,5,6,3,0,16384,0.000416,1674.736
0712,256,5,6,3,0,32768,0.000422,1474.704
0713,256,5,6,3,0,65536,0.000396,1531.096
0714,256,5,7,1,0,1024,0.000334,1175.188
0715,256,5,7,1,0,2048,0.000356,1168.538
0716,256,5,7,1,0,4096,0.000353,1168.272
0717,256,5,7,1,0,8192,0.000374,1165.346
0718,256,5,7,1,0,16384,0.000359,1195.404
0719,256,5,7,1,0,32768,0.000353,1182.104
0720,256,5,7,1,0,65536,0.000361,1100.708
0721,256,5,7,2,0,1024,0.000232,1254.190
0722,256,5,7,2,0,2048,0.000235,1251.530
0723,256,5,7,2,0,4096,0.000243,1242.486
0724,256,5,7,2,0,8192,0.000234,1243.284
0725,256,5,7,2,0,16384,0.000250,1237.166
0726,256,5,7,2,0,32768,0.000222,1219.344
0727,256,5,7,2,0,65536,0.000211,969.038
0728,256,5,7,3,0,1024,0.000400,1324.946
0729,256,5,7,3,0,2048,0.000399,1314.040
0730,256,5,7,3,0,4096,0.000400,1327.872
0731,256,5,7,3,0,8192,0.000390,1316.966
0732,256,5,7,3,0,16384,0.000415,1333.724
0733,256,5,7,3,0,32768,0.000395,1490.664
0734,256,5,7,3,0,65536,0.000432,1612.758
0735,256,6,1,1,0,1024,0.000269,890.302
0736,256,6,1,1,0,2048,0.000273,897.750
0737,256,6,1,1,0,4096,0.000275,878.864
0738,256,6,1,1,0,8192,0.000293,984.998
0739,256,6,1,1,0,16384,0.000274,869.022
0740,256,6,1,1,0,32768,0.000274,864.766
0741,256,6,1,1,0,65536,0.000274,864.766
0742,256,6,1,2,0,1024,0.000439,1130.500
0743,256,6,1,2,0,2048,0.000439,1129.702
0744,256,6,1,2,0,4096,0.000439,1129.702
0745,256,6,1,2,0,8192,0.000437,1126.244
0746,256,6,1,2,0,16384,0.000410,1157.898
0747,256,6,1,2,0,32768,0.000423,1094.856
0748,256,6,1,2,0,65536,0.000438,1030.484
0749,256,6,1,3,0,1024,0.000454,1218.014
0750,256,6,1,3,0,2048,0.000459,1189.286
0751,256,6,1,3,0,4096,0.000408,1292.760
0752,256,6,1,3,0,8192,0.000410,1299.942
0753,256,6,1,3,0,16384,0.000411,1366.176
0754,256,6,1,3,0,32768,0.000408,1290.632
0755,256,6,1,3,0,65536,0.000448,1247.274
0756,256,6,2,1,0,1024,0.000250,868.490
0757,256,6,2,1,0,2048,0.000253,871.416
0758,256,6,2,1,0,4096,0.000256,867.160
0759,256,6,2,1,0,8192,0.000251,912.646
0760,256,6,2,1,0,16384,0.000250,874.874
0761,256,6,2,1,0,32768,0.000253,853.860
0762,256,6,2,1,0,65536,0.000243,746.662
0763,256,6,2,2,0,1024,0.000372,1013.726
0764,256,6,2,2,0,2048,0.000362,1009.470
0765,256,6,2,2,0,4096,0.000362,1010.002
0766,256,6,2,2,0,8192,0.000362,1003.086
0767,256,6,2,2,0,16384,0.000370,1033.676
0768,256,6,2,2,0,32768,0.000375,998.830
0769,256,6,2,2,0,65536,0.000365,1000.426
0770,256,6,2,3,0,1024,0.000395,1271.480
0771,256,6,2,3,0,2048,0.000380,1258.978
0772,256,6,2,3,0,4096,0.000384,1262.968
0773,256,6,2,3,0,8192,0.000387,1289.834
0774,256,6,2,3,0,16384,0.000393,1313.508
0775,256,6,2,3,0,32768,0.000383,1265.894
0776,256,6,2,3,0,65536,0.000419,1128.904
0777,256,6,3,1,0,1024,0.000287,1279.460
0778,256,6,3,1,0,2048,0.000287,1279.460
0779,256,6,3,1,0,4096,0.000289,1281.056
0780,256,6,3,1,0,8192,0.000305,1288.504
0781,256,6,3,1,0,16384,0.000291,1195.670
0782,256,6,3,1,0,32768,0.000290,1194.872
0783,256,6,3,1,0,65536,0.000307,1169.336
0784,256,6,3,2,0,1024,0.000391,1230.782
0785,256,6,3,2,0,2048,0.000404,1234.506
0786,256,6,3,2,0,4096,0.000404,1233.442
0787,256,6,3,2,0,8192,0.000408,1232.112
0788,256,6,3,2,0,16384,0.000409,1206.576
0789,256,6,3,2,0,32768,0.000407,1183.434
0790,256,6,3,2,0,65536,0.000396,1044.050
0791,256,6,3,3,0,1024,0.000469,1312.444
0792,256,6,3,3,0,2048,0.000479,1285.046
0793,256,6,3,3,0,4096,0.000445,1171.730
0794,256,6,3,3,0,8192,0.000435,1170.932
0795,256,6,3,3,0,16384,0.000434,1231.580
0796,256,6,3,3,0,32768,0.000422,1164.814
0797,256,6,3,3,0,65536,0.000424,1091.930
0798,256,6,4,1,0,1024,0.000292,1031.016
0799,256,6,4,1,0,2048,0.000304,1033.410
0800,256,6,4,1,0,4096,0.000296,1032.080
0801,256,6,4,1,0,8192,0.000304,1033.410
0802,256,6,4,1,0,16384,0.000303,1033.676
0803,256,6,4,1,0,32768,0.000307,1029.420
0804,256,6,4,1,0,65536,0.000314,948.290
0805,256,6,4,2,0,1024,0.000344,1312.710
0806,256,6,4,2,0,2048,0.000349,1284.514
0807,256,6,4,2,0,4096,0.000345,1290.366
0808,256,6,4,2,0,8192,0.000343,1289.568
0809,256,6,4,2,0,16384,0.000343,1307.922
0810,256,6,4,2,0,32768,0.000333,1282.918
0811,256,6,4,2,0,65536,0.000387,1062.404
0812,256,6,4,3,0,1024,0.000358,1257.382
0813,256,6,4,3,0,2048,0.000331,1236.634
0814,256,6,4,3,0,4096,0.000331,1240.890
0815,256,6,4,3,0,8192,0.000344,1240.624
0816,256,6,4,3,0,16384,0.000343,1291.430
0817,256,6,4,3,0,32768,0.000334,1248.072
0818,256,6,4,3,0,65536,0.000368,1162.686
0819,256,6,5,1,0,1024,0.000274,1310.316
0820,256,6,5,1,0,2048,0.000300,1314.838
0821,256,6,5,1,0,4096,0.000296,1313.242
0822,256,6,5,1,0,8192,0.000296,1313.242
0823,256,6,5,1,0,16384,0.000292,1226.260
0824,256,6,5,1,0,32768,0.000293,1255.786
0825,256,6,5,1,0,65536,0.000297,1166.144
0826,256,6,5,2,0,1024,0.000375,1356.334
0827,256,6,5,2,0,2048,0.000364,1366.974
0828,256,6,5,2,0,4096,0.000357,1368.570
0829,256,6,5,2,0,8192,0.000325,1364.048
0830,256,6,5,2,0,16384,0.000346,1385.062
0831,256,6,5,2,0,32768,0.000361,1364.048
0832,256,6,5,2,0,65536,0.000387,1225.462
0833,256,6,5,3,0,1024,0.000438,1210.034
0834,256,6,5,3,0,2048,0.000434,1150.716
0835,256,6,5,3,0,4096,0.000423,1210.300
0836,256,6,5,3,0,8192,0.000440,1193.808
0837,256,6,5,3,0,16384,0.000446,1273.608
0838,256,6,5,3,0,32768,0.000437,1202.320
0839,256,6,5,3,0,65536,0.000456,1166.942
0841,256,6,6,1,0,2048,0.000284,1135.288
0842,256,6,6,1,0,4096,0.000286,1136.352
0843,256,6,6,1,0,8192,0.000276,1136.352
0844,256,6,6,1,0,16384,0.000291,1099.910
0845,256,6,6,1,0,32768,0.000297,1221.472
0846,256,6,6,1,0,65536,0.000310,1137.416
0847,256,6,6,2,0,1024,0.000227,1074.374
0848,256,6,6,2,0,2048,0.000227,1072.778
0849,256,6,6,2,0,4096,0.000225,1073.842
0850,256,6,6,2,0,8192,0.000230,1080.226
0851,256,6,6,2,0,16384,0.000221,1095.654
0852,256,6,6,2,0,32768,0.000212,918.498
0853,256,6,6,2,0,65536,0.000223,963.452
0854,256,6,6,3,0,1024,0.000403,1651.062
0855,256,6,6,3,0,2048,0.000390,1555.568
0856,256,6,6,3,0,4096,0.000368,1562.484
0857,256,6,6,3,0,8192,0.000368,1556.898
0858,256,6,6,3,0,16384,0.000416,1674.736
0859,256,6,6,3,0,32768,0.000422,1474.704
0860,256,6,6,3,0,65536,0.000396,1531.096
0861,256,6,7,1,0,1024,0.000334,1175.188
0862,256,6,7,1,0,2048,0.000356,1168.538
0863,256,6,7,1,0,4096,0.000353,1168.272
0864,256,6,7,1,0,8192,0.000374,1165.346
0865,256,6,7,1,0,16384,0.000359,1195.404
0866,256,6,7,1,0,32768,0.000353,1182.104
0867,256,6,7,1,0,65536,0.000361,1100.708
0868,256,6,7,2,0,1024,0.000232,1254.190
0869,256,6,7,2,0,2048,0.000235,1251.530
0870,256,6,7,2,0,4096,0.000243,1242.486
0871,256,6,7,2,0,8192,0.000234,1243.284
0872,256,6,7,2,0,16384,0.000250,1237.166
0873,256,6,7,2,0,32768,0.000222,1219.344
0874,256,6,7,2,0,65536,0.000211,969.038
0875,256,6,7,3,0,1024,0.000400,1324.946
0876,256,6,7,3,0,2048,0.000399,1314.040
0877,256,6,7,3,0,4096,0.000400,1327.872
0878,256,6,7,3,0,8192,0.000390,1316.966
0879,256,6,7,3,0,16384,0.000415,1333.724
0880,256,6,7,3,0,32768,0.000395,1490.664
0881,256,6,7,3,0,65536,0.000432,1612.758
0882,256,7,1,1,0,1024,0.000269,890.302
0883,256,7,1,1,0,2048,0.000273,897.750
0884,256,7,1,1,0,4096,0.000275,878.864
0885,256,7,1,1,0,8192,0.000293,984.998
0886,256,7,1,1,0,16384,0.000274,869.022
0887,256,7,1,1,0,32768,0.000274,864.766
0888,256,7,1,1,0,65536,0.000274,864.766
0889,256,7,1,2,0,1024,0.000439,1130.500
0890,256,7,1,2,0,2048,0.000439,1129.702
0891,256,7,1,2,0,4096,0.000439,1129.702
0892,256,7,1,2,0,8192,0.000437,1126.244
0893,256,7,1,2,0,16384,0.000410,1157.898
0894,256,7,1,2,0,32768,0.000423,1094.856
0895,256,7,1,2,0,65536,0.000438,1030.484
0896,256,7,1,3,0,1024,0.000454,1218.014
0897,256,7,1,3,0,2048,0.000459,1189.286
0898,256,7,1,3,0,4096,0.000408,1292.760
0899,256,7,1,3,0,8192,0.000410,1299.942
0900,256,7,1,3,0,16384,0.000411,1366.176
0901,256,7,1,3,0,32768,0.000408,1290.632
0902,256,7,1,3,0,65536,0.000448,1247.274
0903,256,7,2,1,0,1024,0.000250,868.490
0904,256,7,2,1,0,2048,0.000253,871.416
0905,256,7,2,1,0,4096,0.000256,867.160
0906,256,7,2,1,0,8192,0.000251,912.646
0907,256,7,2,1,0,16384,0.000250,874.874
0908,256,7,2,1,0,32768,0.000253,853.860
0909,256,7,2,1,0,65536,0.000243,746.662
0910,256,7,2,2,0,1024,0.000372,1013.726
0911,256,7,2,2,0,2048,0.000362,1009.470
0912,256,7,2,2,0,4096,0.000362,1010.002
0913,256,7,2,2,0,8192,0.000362,1003.086
0914,256,7,2,2,0,16384,0.000370,1033.676
0915,256,7,2,2,0,32768,0.000375,998.830
0916,256,7,2,2,0,65536,0.000365,1000.426
0917,256,7,2,3,0,1024,0.000395,1271.480
0918,256,7,2,3,0,2048,0.000380,1258.978
0919,256,7,2,3,0,4096,0.000384,1262.968
0920,256,7,2,3,0,8192,0.000387,1289.834
0921,256,7,2,3,0,16384,0.000393,1313.508
0922,256,7,2,3,0,32768,0.000383,1265.894
0923,256,7,2,3,0,65536,0.000419,1128.904
0924,256,7,3,1,0,1024,0.000287,1279.460
0925,256,7,3,1,0,2048,0.000287,1279.460
0926,256,7,3,1,0,4096,0.000289,1281.056
0927,256,7,3,1,0,8192,0.000305,1288.504
0928,256,7,3,1,0,16384,0.000291,1195.670
0929,256,7,3,1,0,32768,0.000290,1194.872
0930,256,7,3,1,0,65536,0.000307,1169.336
0931,256,7,3,2,0,1024,0.000391,1230.782
0932,256,7,3,2,0,2048,0.000404,1234.506
0933,256,7,3,2,0,4096,0.000404,1233.442
0934,256,7,3,2,0,8192,0.000408,1232.112
0935,256,7,3,2,0,16384,0.000409,1206.576
0936,256,7,3,2,0,32768,0.000407,1183.434
0937,256,7,3,2,0,65536,0.000396,1044.050
0938,256,7,3,3,0,1024,0.000469,1312.444
0939,256,7,3,3,0,2048,0.000479,1285.046
0940,256,7,3,3,0,4096,0.000445,1171.730
0941,256,7,3,3,0,8192,0.000435,1170.932
0942,256,7,3,3,0,16384,0.000434,1231.580
0943,256,7,3,3,0,32768,0.000422,1164.814
0944,256,7,3,3,0,65536,0.000424,1091.930
0945,256,7,4,1,0,1024,0.000292,1031.016
0946,256,7,4,1,0,2048,0.000304,1033.410
0947,256,7,4,1,0,4096,0.000296,1032.080
0948,256,7,4,1,0,8192,0.000304,1033.410
0949,256,7,4,1,0,16384,0.000303,1033.676
0950,256,7,4,1,0,32768,0.000307,1029.420
0951,256,7,4,1,0,65536,0.000314,948.290
0952,256,7,4,2,0,1024,0.000344,1312.710
0953,256,7,4,2,0,2048,0.000349,1284.514
0954,256,7,4,2,0,4096,0.000345,1290.366
0955,256,7,4,2,0,8192,0.000343,1289.568
0956,256,7,4,2,0,16384,0.000343,1307.922
0957,256,7,4,2,0,32768,0.000333,1282.918
0958,256,7,4,2,0,65536,0.000387,1062.404
0959,256,7,4,3,0,1024,0.000358,1257.382
0960,256,7,4,3,0,2048,0.000331,1236.634
0961,256,7,4,3,0,4096,0.000331,1240.890
0962,256,7,4,3,0,8192,0.000344,1240.624
0963,256,7,4,3,0,16384,0.000343,1291.430
0964,256,7,4,3,0,32768,0.000334,1248.072
0965,256,7,4,3,0,65536,0.000368,1162.686
0966,256,7,5,1,0,1024,0.000274,1310.316
0967,256,7,5,1,0,2048,0.000300,1314.838
0968,256,7,5,1,0,4096,0.000296,1313.242
0969,256,7,5,1,0,8192,0.000296,1313.242
0970,256,7,5,1,0,16384,0.000292,1226.260
0971,256,7,5,1,0,32768,0.000293,1255.786
0972,256,7,5,1,0,65536,0.000297,1166.144
0973,256,7,5,2,0,1024,0.000375,1356.334
0974,256,7,5,2,0,2048,0.000364,1366.974
0975,256,7,5,2,0,4096,0.000357,1368.570
0976,256,7,5,2,0,8192,0.000325,1364.048
0977,256,7,5,2,0,16384,0.000346,1385.062
0978,256,7,5,2,0,32768,0.000361,1364.048
0979,256,7,5,2,0,65536,0.000387,1225.462
0980,256,7,5,3,0,1024,0.000438,1210.034
0981,256,7,5,3,0,2048,0.000434,1150.716
0982,256,7,5,3,0,4096,0.000423,1210.300
0983,256,7,5,3,0,8192,0.000440,1193.808
0984,256,7,5,3,0,16384,0.000446,1273.608
0985,256,7,5,3,0,32768,0.000437,1202.320
0986,256,7,5,3,0,65536,0.000456,1166.942
0987,256,7,6,1,0,1024,0.000278,1133.160
0988,256,7,6,1,0,2048,0.000284,1135.288
0989,256,7,6,1,0,4096,0.000286,1136.352
0990,256,7,6,1,0,8192,0.000276,1136.352
0991,256,7,6,1,0,16384,0.000291,1099.910
0992,256,7,6,1,0,32768,0.000297,1221.472
0993,256,7,6,1,0,65536,0.000310,1137.416
0994,256,7,6,2,0,1024,0.000227,1074.374
0995,256,7,6,2,0,2048,0.000227,1072.778
0996,256,7,6,2,0,4096,0.000225,1073.842
0997,256,7,6,2,0,8192,0.000230,1080.226
0998,256,7,6,2,0,16384,0.000221,1095.654
0999,256,7,6,2,0,32768,0.000212,918.498
1000,256,7,6,2,0,65536,0.000223,963.452
1001,256,7,6,3,0,1024,0.000403,1651.062
1002,256,7,6,3,0,2048,0.000390,1555.568
1003,256,7,6,3,0,4096,0.000368,1562.484
1004,256,7,6,3,0,8192,0.000368,1556.898
1005,256,7,6,3,0,16384,0.000416,1674.736
1006,256,7,6,3,0,32768,0.000422,1474.704
1007,256,7,6,3,0,65536,0.000396,1531.096
1008,256,7,7,1,0,1024,0.000334,1175.188
1009,256,7,7,1,0,2048,0.000356,1168.538
1010,256,7,7,1,0,4096,0.000353,1168.272
1011,256,7,7,1,0,8192,0.000374,1165.346
1012,256,7,7,1,0,16384,0.000359,1195.404
1013,256,7,7,1,0,32768,0.000353,1182.104
1014,256,7,7,1,0,65536,0.000361,1100.708
1015,256,7,7,2,0,1024,0.000232,1254.190
1016,256,7,7,2,0,2048,0.000235,1251.530
1017,256,7,7,2,0,4096,0.000243,1242.486
1018,256,7,7,2,0,8192,0.000234,1243.284
1019,256,7,7,2,0,16384,0.000250,1237.166
1020,256,7,7,2,0,32768,0.000222,1219.344
1021,256,7,7,2,0,65536,0.000211,969.038
1022,256,7,7,3,0,1024,0.000400,1324.946
1023,256,7,7,3,0,2048,0.000399,1314.040
1024,256,7,7,3,0,4096,0.000400,1327.872
1025,256,7,7,3,0,8192,0.000390,1316.966
1026,256,7,7,3,0,16384,0.000415,1333.724
1027,256,7,7,3,0,32768,0.000395,1490.664
1028,256,7,7,3,0,65536,0.000432,1612.758
1029,256,8,1,1,0,1024,0.000269,890.302
1030,256,8,1,1,0,2048,0.000273,897.750
1031,256,8,1,1,0,4096,0.000275,878.864
1032,256,8,1,1,0,8192,0.000293,984.998
1033,256,8,1,1,0,16384,0.000274,869.022
1034,256,8,1,1,0,32768,0.000274,864.766
1035,256,8,1,1,0,65536,0.000274,864.766
1036,256,8,1,2,0,1024,0.000439,1130.500
1037,256,8,1,2,0,2048,0.000439,1129.702
1038,256,8,1,2,0,4096,0.000439,1129.702
1039,256,8,1,2,0,8192,0.000437,1126.244
1040,256,8,1,2,0,16384,0.000410,1157.898
1041,256,8,1,2,0,32768,0.000423,1094.856
1042,256,8,1,2,0,65536,0.000438,1030.484
1043,256,8,1,3,0,1024,0.000454,1218.014
1044,256,8,1,3,0,2048,0.000459,1189.286
1045,256,8,1,3,0,4096,0.000408,1292.760
1046,256,8,1,3,0,8192,0.000410,1299.942
1047,256,8,1,3,0,16384,0.000411,1366.176
1048,256,8,1,3,0,32768,0.000408,1290.632
1049,256,8,1,3,0,65536,0.000448,1247.274
1050,256,8,2,1,0,1024,0.000250,868.490
1051,256,8,2,1,0,2048,0.000253,871.416
1052,256,8,2,1,0,4096,0.000256,867.160
1053,256,8,2,1,0,8192,0.000251,912.646
1054,256,8,2,1,0,16384,0.000250,874.874
1055,256,8,2,1,0,32768,0.000253,853.860
1056,256,8,2,1,0,65536,0.000243,746.662
