n,knob_dimx_part_factor,knob_unroll_factor,knob_subdim_x,knob_I_B,obj1,obj2LUT_LLUT_MCLB_REG
0000,2073600,1,1,0,0.7593,1947,4522,0,286
0001,2073600,1,2,0,0.6978,1872,4359,0,309
0002,2073600,1,4,0,0.7436,2172,4401,0,283
0003,2073600,1,8,0,0.6494,1865,4418,0,287
0004,2073600,1,16,0,0.6627,2135,4377,0,284
0005,2073600,1,32,0,0.6255,1956,4420,0,287
0006,2073600,2,1,0,0.7490,1890,4628,0,323
0007,2073600,2,2,0,0.7215,1929,4692,0,325
0008,2073600,2,4,0,0.6781,2202,4703,0,327
0009,2073600,2,8,0,0.6493,2241,4716,0,335
0010,2073600,2,16,0,0.6350,2172,4714,0,334
0011,2073600,2,32,0,0.6415,2128,4654,0,337
0012,2073600,3,1,0,0.7770,1944,4527,0,336
0013,2073600,3,2,0,0.7140,2045,4521,0,344
0014,2073600,3,4,0,0.7478,2111,4634,0,332
0015,2073600,3,8,0,0.6461,2050,4700,0,336
0016,2073600,3,16,0,0.7253,2132,4631,0,337
0017,2073600,3,32,0,0.6291,1961,4686,0,338
0018,2073600,4,1,0,0.7662,2101,4960,0,320
0019,2073600,4,2,0,0.7276,2173,5012,0,384
0020,2073600,4,4,0,0.7051,2197,5004,0,370
0021,2073600,4,8,0,0.6455,2128,4916,0,375
0022,2073600,4,16,0,0.6341,2098,4960,0,377
0023,2073600,4,32,0,0.6290,2092,4894,0,379
0024,2073600,5,1,0,0.7809,2085,4523,0,368
0025,2073600,5,2,0,0.7269,1933,4605,0,382
0026,2073600,5,4,0,0.8328,2317,4718,0,370
0027,2073600,5,8,0,0.7420,2123,4751,0,374
0028,2073600,5,16,0,0.7223,2281,4726,0,375
0029,2073600,5,32,0,0.6291,2086,4747,0,376
0030,2073600,6,1,0,0.7689,2041,4672,0,382
0031,2073600,6,2,0,0.7235,2081,4893,0,399
0032,2073600,6,4,0,0.7049,2279,4821,0,401
0033,2073600,6,8,0,0.6506,2231,4822,0,406
0034,2073600,6,16,0,0.6788,2303,4834,0,408
