n,knob_MAT_SIZE,knob_UNROLL_FACTOR1,knob_UNROLL_FACTOR2,knob_UNROLL_FACTOR3,knob_SUBDIM_X,knob_SUBDIM_Y,B,knob_DATA_BLOCK,obj1,obj2
496,1024,1,2,4,8,1,0,262144,5.135703,98
497,1024,1,2,4,8,2,0,1048576,11.391376,27
498,1024,1,2,4,8,2,0,524288,14.347474,55
499,1024,1,2,4,8,2,0,262144,18.672761,105
500,1024,1,2,4,8,4,0,1048576,11.821799,29
501,1024,1,2,4,8,4,0,524288,5.314554,46
502,1024,1,2,4,8,4,0,262144,6.242202,94
503,1024,1,2,4,8,8,0,1048576,9.605024,36
504,1024,1,2,4,8,8,0,524288,4.348985,52
505,1024,1,2,4,8,8,0,262144,5.076403,94
506,1024,1,2,4,8,16,0,1048576,4.749582,32
507,1024,1,2,4,8,16,0,524288,4.820536,75
508,1024,1,2,4,8,16,0,262144,6.998592,156
509,1024,1,2,4,16,1,0,1048576,6.488944,33
510,1024,1,2,4,16,1,0,524288,8.360895,73
511,1024,1,2,4,16,1,0,262144,6.696939,122
512,1024,1,2,4,16,2,0,1048576,6.530879,35
513,1024,1,2,4,16,2,0,524288,5.772484,64
514,1024,1,2,4,16,2,0,262144,6.599409,110
515,1024,1,2,4,16,4,0,1048576,7.749163,36
516,1024,1,2,4,16,4,0,524288,7.121691,59
517,1024,1,2,4,16,4,0,262144,5.720412,119
518,1024,1,2,4,16,8,0,1048576,4.594214,38
519,1024,1,2,4,16,8,0,524288,5.651937,69
520,1024,1,2,4,16,8,0,262144,3.897665,137
521,1024,1,2,4,16,16,0,1048576,6.688958,40
522,1024,1,2,4,16,16,0,524288,4.766427,66
523,1024,1,2,4,16,16,0,262144,10.829051,112
524,1024,1,2,8,1,1,0,1048576,6.623776,40
525,1024,1,2,8,1,1,0,524288,5.34927,59
526,1024,1,2,8,1,1,0,262144,6.148691,110
527,1024,1,2,8,1,2,0,1048576,7.174056,34
528,1024,1,2,8,1,2,0,524288,5.056867,61
529,1024,1,2,8,1,2,0,262144,5.668746,96
530,1024,1,2,8,1,4,0,1048576,5.780575,41
531,1024,1,2,8,1,4,0,524288,5.608598,81
532,1024,1,2,8,1,4,0,262144,4.297274,126
533,1024,1,2,8,1,8,0,1048576,6.466126,33
534,1024,1,2,8,1,8,0,524288,6.016351,52
535,1024,1,2,8,1,8,0,262144,9.827351,131
536,1024,1,2,8,1,16,0,1048576,8.263257,41
537,1024,1,2,8,1,16,0,524288,6.031858,59
538,1024,1,2,8,1,16,0,262144,9.930526,102
539,1024,1,2,8,2,1,0,1048576,5.366923,39
540,1024,1,2,8,2,1,0,524288,4.622071,62
541,1024,1,2,8,2,1,0,262144,11.491999,109
542,1024,1,2,8,2,2,0,1048576,5.987495,47
543,1024,1,2,8,2,2,0,524288,6.234735,87
544,1024,1,2,8,2,2,0,262144,5.342523,117
545,1024,1,2,8,2,4,0,1048576,6.860842,45
546,1024,1,2,8,2,4,0,524288,5.557354,66
547,1024,1,2,8,2,4,0,262144,6.13292,106
548,1024,1,2,8,2,8,0,1048576,6.288199,41
549,1024,1,2,8,2,8,0,524288,5.559563,60
550,1024,1,2,8,2,8,0,262144,5.977558,99
551,1024,1,2,8,2,16,0,1048576,5.912785,41
552,1024,1,2,8,2,16,0,524288,6.048023,70
553,1024,1,2,8,2,16,0,262144,5.917219,104
554,1024,1,2,8,4,1,0,1048576,8.543237,38
555,1024,1,2,8,4,1,0,524288,4.0231,62
556,1024,1,2,8,4,1,0,262144,4.024714,113
557,1024,1,2,8,4,2,0,1048576,7.712071,35
558,1024,1,2,8,4,2,0,524288,10.695866,68
559,1024,1,2,8,4,2,0,262144,12.739251,104
560,1024,1,2,8,4,4,0,1048576,9.101897,37
561,1024,1,2,8,4,4,0,524288,3.635716,72
562,1024,1,2,8,4,4,0,262144,4.323191,173
563,1024,1,2,8,4,8,0,1048576,3.470067,39
564,1024,1,2,8,4,8,0,524288,3.723344,81
565,1024,1,2,8,4,8,0,262144,3.658815,103
566,1024,1,2,8,4,16,0,1048576,5.528938,40
567,1024,1,2,8,4,16,0,524288,3.671396,62
568,1024,1,2,8,4,16,0,262144,7.031746,108
569,1024,1,2,8,8,1,0,1048576,4.046266,47
570,1024,1,2,8,8,1,0,524288,4.85115,61
571,1024,1,2,8,8,1,0,262144,5.83079,123
572,1024,1,2,8,8,2,0,1048576,4.837303,42
573,1024,1,2,8,8,2,0,524288,3.353369,68
574,1024,1,2,8,8,2,0,262144,4.155016,113
575,1024,1,2,8,8,4,0,1048576,4.56366,33
576,1024,1,2,8,8,4,0,524288,4.61957,54
577,1024,1,2,8,8,4,0,262144,3.943407,126
578,1024,1,2,8,8,8,0,1048576,4.598381,37
579,1024,1,2,8,8,8,0,524288,4.067476,58
580,1024,1,2,8,8,8,0,262144,4.847033,111
581,1024,1,2,8,8,16,0,1048576,5.127221,40
582,1024,1,2,8,8,16,0,524288,4.820782,55
583,1024,1,2,8,8,16,0,262144,7.065856,94
584,1024,1,2,8,16,1,0,1048576,4.488194,39
585,1024,1,2,8,16,1,0,524288,4.248847,68
586,1024,1,2,8,16,1,0,262144,8.389376,130
587,1024,1,2,8,16,2,0,1048576,4.974331,41
588,1024,1,2,8,16,2,0,524288,4.739138,55
589,1024,1,2,8,16,2,0,262144,8.609743,117
590,1024,1,2,8,16,4,0,1048576,5.421419,39
591,1024,1,2,8,16,4,0,524288,3.955168,74
592,1024,1,2,8,16,4,0,262144,7.229634,106
593,1024,1,2,8,16,8,0,1048576,5.318645,43
594,1024,1,2,8,16,8,0,524288,4.79971,65
595,1024,1,2,8,16,8,0,262144,4.209138,118
596,1024,1,2,8,16,16,0,1048576,4.753134,43
597,1024,1,2,8,16,16,0,524288,4.215487,63
598,1024,1,2,8,16,16,0,262144,4.25077,102
599,1024,1,4,1,1,1,0,1048576,7.186716,37
600,1024,1,4,1,1,1,0,524288,3.215322,51
601,1024,1,4,1,1,1,0,262144,2.869574,111
602,1024,1,4,1,1,2,0,1048576,6.248599,29
603,1024,1,4,1,1,2,0,524288,8.34606,46
604,1024,1,4,1,1,2,0,262144,10.751431,146
605,1024,1,4,1,1,4,0,1048576,3.20869,37
606,1024,1,4,1,1,4,0,524288,3.425202,74
607,1024,1,4,1,1,4,0,262144,2.748769,107
608,1024,1,4,1,1,8,0,1048576,3.838977,43
609,1024,1,4,1,1,8,0,524288,3.299628,53
610,1024,1,4,1,1,8,0,262144,4.296435,115
611,1024,1,4,1,1,16,0,1048576,4.118316,44
612,1024,1,4,1,1,16,0,524288,3.709576,79
613,1024,1,4,1,1,16,0,262144,3.61277,101
614,1024,1,4,1,2,1,0,1048576,3.970959,43
615,1024,1,4,1,2,1,0,524288,3.834029,77
616,1024,1,4,1,2,1,0,262144,3.883437,161
617,1024,1,4,1,2,2,0,1048576,3.375802,46
618,1024,1,4,1,2,2,0,524288,3.088099,67
619,1024,1,4,1,2,2,0,262144,4.10447,124
620,1024,1,4,1,2,4,0,1048576,3.549959,40
621,1024,1,4,1,2,4,0,524288,3.835085,91
622,1024,1,4,1,2,4,0,262144,3.565485,143
623,1024,1,4,1,2,8,0,1048576,3.544371,45
624,1024,1,4,1,2,8,0,524288,3.567229,86
625,1024,1,4,1,2,8,0,262144,3.436803,142
626,1024,1,4,1,2,16,0,1048576,5.065219,45
627,1024,1,4,1,2,16,0,524288,3.824325,84
628,1024,1,4,1,2,16,0,262144,4.842169,141
629,1024,1,4,1,4,1,0,1048576,15.457636,33
630,1024,1,4,1,4,1,0,524288,8.676783,59
631,1024,1,4,1,4,1,0,262144,7.97387,112
632,1024,1,4,1,4,2,0,1048576,19.110871,35
633,1024,1,4,1,4,2,0,524288,21.029105,42
634,1024,1,4,1,4,2,0,262144,26.847746,105
635,1024,1,4,1,4,4,0,1048576,17.345278,30
636,1024,1,4,1,4,4,0,524288,7.509534,50
637,1024,1,4,1,4,4,0,262144,11.421478,104
638,1024,1,4,1,4,8,0,1048576,16.759359,30
639,1024,1,4,1,4,8,0,524288,7.029527,44
640,1024,1,4,1,4,8,0,262144,11.435995,104
641,1024,1,4,1,4,16,0,1048576,16.72401,32
642,1024,1,4,1,4,16,0,524288,7.728395,52
643,1024,1,4,1,4,16,0,262144,10.970503,112
644,1024,1,4,1,8,1,0,1048576,9.429752,39
645,1024,1,4,1,8,1,0,524288,8.714058,57
646,1024,1,4,1,8,1,0,262144,6.963509,97
647,1024,1,4,1,8,2,0,1048576,9.048287,30
648,1024,1,4,1,8,2,0,524288,8.627087,57
649,1024,1,4,1,8,2,0,262144,10.240435,95
650,1024,1,4,1,8,4,0,1048576,7.745882,28
651,1024,1,4,1,8,4,0,524288,8.021773,54
652,1024,1,4,1,8,4,0,262144,8.838967,101
653,1024,1,4,1,8,8,0,1048576,8.008984,34
654,1024,1,4,1,8,8,0,524288,11.995007,60
655,1024,1,4,1,8,8,0,262144,9.913007,93
656,1024,1,4,1,8,16,0,1048576,6.312053,31
657,1024,1,4,1,8,16,0,524288,9.086329,61
658,1024,1,4,1,8,16,0,262144,8.895453,89
659,1024,1,4,1,16,1,0,1048576,8.378097,43
660,1024,1,4,1,16,1,0,524288,6.556771,58
661,1024,1,4,1,16,1,0,262144,11.830556,116
662,1024,1,4,1,16,2,0,1048576,11.503234,35
663,1024,1,4,1,16,2,0,524288,9.340972,60
664,1024,1,4,1,16,2,0,262144,9.303367,90
665,1024,1,4,1,16,4,0,1048576,9.365598,39
666,1024,1,4,1,16,4,0,524288,9.452899,75
667,1024,1,4,1,16,4,0,262144,6.998009,96
668,1024,1,4,1,16,8,0,1048576,9.495865,37
669,1024,1,4,1,16,8,0,524288,9.331333,64
670,1024,1,4,1,16,8,0,262144,8.276983,93
671,1024,1,4,1,16,16,0,1048576,7.792363,36
672,1024,1,4,1,16,16,0,524288,9.467326,67
673,1024,1,4,1,16,16,0,262144,7.963479,121
674,1024,1,4,2,1,1,0,1048576,9.512412,42
675,1024,1,4,2,1,1,0,524288,9.779959,62
676,1024,1,4,2,1,1,0,262144,7.623468,130
677,1024,1,4,2,1,2,0,1048576,10.664281,43
678,1024,1,4,2,1,2,0,524288,8.607383,65
679,1024,1,4,2,1,2,0,262144,16.037784,135
680,1024,1,4,2,1,4,0,1048576,12.612704,46
681,1024,1,4,2,1,4,0,524288,10.926121,54
682,1024,1,4,2,1,4,0,262144,14.816086,147
683,1024,1,4,2,1,8,0,1048576,9.267173,50
684,1024,1,4,2,1,8,0,524288,7.964397,58
685,1024,1,4,2,1,8,0,262144,8.192718,98
686,1024,1,4,2,1,16,0,1048576,12.010553,44
687,1024,1,4,2,1,16,0,524288,7.588037,66
688,1024,1,4,2,1,16,0,262144,7.834829,109
689,1024,1,4,2,2,1,0,1048576,8.757946,45
690,1024,1,4,2,2,1,0,524288,9.857121,72
691,1024,1,4,2,2,1,0,262144,7.739355,100
692,1024,1,4,2,2,2,0,1048576,9.408168,46
693,1024,1,4,2,2,2,0,524288,10.900991,69
694,1024,1,4,2,2,2,0,262144,9.881961,122
695,1024,1,4,2,2,4,0,1048576,9.633941,46
696,1024,1,4,2,2,4,0,524288,11.198278,65
697,1024,1,4,2,2,4,0,262144,9.078741,115
698,1024,1,4,2,2,8,0,1048576,10.173546,48
699,1024,1,4,2,2,8,0,524288,8.702914,59
700,1024,1,4,2,2,8,0,262144,9.518813,112
701,1024,1,4,2,2,16,0,1048576,9.618123,40
702,1024,1,4,2,2,16,0,524288,11.006713,70
703,1024,1,4,2,2,16,0,262144,8.512516,122
704,1024,1,4,2,4,1,0,1048576,9.73805,31
705,1024,1,4,2,4,1,0,524288,4.221685,51
706,1024,1,4,2,4,1,0,262144,5.135703,98
707,1024,1,4,2,4,2,0,1048576,11.391376,27
708,1024,1,4,2,4,2,0,524288,14.347474,55
709,1024,1,4,2,4,2,0,262144,18.672761,105
710,1024,1,4,2,4,4,0,1048576,11.821799,29
711,1024,1,4,2,4,4,0,524288,5.314554,46
712,1024,1,4,2,4,4,0,262144,6.242202,94
713,1024,1,4,2,4,8,0,1048576,9.605024,36
714,1024,1,4,2,4,8,0,524288,4.348985,52
715,1024,1,4,2,4,8,0,262144,5.076403,94
716,1024,1,4,2,4,16,0,1048576,4.749582,32
717,1024,1,4,2,4,16,0,524288,4.820536,75
718,1024,1,4,2,4,16,0,262144,6.998592,156
719,1024,1,4,2,8,1,0,1048576,6.488944,33
720,1024,1,4,2,8,1,0,524288,8.360895,73
721,1024,1,4,2,8,1,0,262144,6.696939,122
722,1024,1,4,2,8,2,0,1048576,6.530879,35
723,1024,1,4,2,8,2,0,524288,5.772484,64
724,1024,1,4,2,8,2,0,262144,6.599409,110
725,1024,1,4,2,8,4,0,1048576,7.749163,36
726,1024,1,4,2,8,4,0,524288,7.121691,59
727,1024,1,4,2,8,4,0,262144,5.720412,119
728,1024,1,4,2,8,8,0,1048576,4.594214,38
729,1024,1,4,2,8,8,0,524288,5.651937,69
730,1024,1,4,2,8,8,0,262144,3.897665,137
731,1024,1,4,2,8,16,0,1048576,6.688958,40
732,1024,1,4,2,8,16,0,524288,4.766427,66
733,1024,1,4,2,8,16,0,262144,10.829051,112
734,1024,1,4,2,16,1,0,1048576,6.623776,40
735,1024,1,4,2,16,1,0,524288,5.34927,59
736,1024,1,4,2,16,1,0,262144,6.148691,110
737,1024,1,4,2,16,2,0,1048576,7.174056,34
738,1024,1,4,2,16,2,0,524288,5.056867,61
739,1024,1,4,2,16,2,0,262144,5.668746,96
740,1024,1,4,2,16,4,0,1048576,6.019193,37
741,1024,1,4,2,16,4,0,524288,6.692053,74
742,1024,1,4,2,16,4,0,262144,5.956852,117
743,1024,1,4,2,16,8,0,1048576,8.782711,44
744,1024,1,4,2,16,8,0,524288,6.944919,106
745,1024,1,4,2,16,8,0,262144,5.789045,123
746,1024,1,4,2,16,16,0,1048576,6.488644,47
747,1024,1,4,2,16,16,0,524288,7.415919,98
748,1024,1,4,2,16,16,0,262144,5.878835,121
749,1024,1,4,4,1,1,0,1048576,5.743783,40
750,1024,1,4,4,1,1,0,524288,5.448945,65
751,1024,1,4,4,1,1,0,262144,5.650676,115
752,1024,1,4,4,1,2,0,1048576,6.036207,38
753,1024,1,4,4,1,2,0,524288,5.937323,65
754,1024,1,4,4,1,2,0,262144,5.380565,107
755,1024,1,4,4,1,4,0,1048576,7.254245,34
756,1024,1,4,4,1,4,0,524288,6.432098,66
757,1024,1,4,4,1,4,0,262144,6.245905,100
758,1024,1,4,4,1,8,0,1048576,6.588948,47
759,1024,1,4,4,1,8,0,524288,7.42941,69
760,1024,1,4,4,1,8,0,262144,6.534135,118
761,1024,1,4,4,1,16,0,1048576,7.539184,41
762,1024,1,4,4,1,16,0,524288,7.949284,59
763,1024,1,4,4,1,16,0,262144,7.694357,120
764,1024,1,4,4,2,1,0,1048576,8.543237,38
765,1024,1,4,4,2,1,0,524288,4.0231,62
766,1024,1,4,4,2,1,0,262144,4.024714,113
767,1024,1,4,4,2,2,0,1048576,7.712071,35
768,1024,1,4,4,2,2,0,524288,10.695866,68
769,1024,1,4,4,2,2,0,262144,12.739251,104
770,1024,1,4,4,2,4,0,1048576,9.101897,37
771,1024,1,4,4,2,4,0,524288,3.635716,72
772,1024,1,4,4,2,4,0,262144,4.323191,173
773,1024,1,4,4,2,8,0,1048576,3.470067,39
774,1024,1,4,4,2,8,0,524288,3.274865,80
775,1024,1,4,4,2,8,0,262144,3.658815,103
776,1024,1,4,4,2,16,0,1048576,5.528938,40
777,1024,1,4,4,2,16,0,524288,3.671396,62
778,1024,1,4,4,2,16,0,262144,7.031746,108
779,1024,1,4,4,4,1,0,1048576,4.046266,47
780,1024,1,4,4,4,1,0,524288,4.85115,61
781,1024,1,4,4,4,1,0,262144,5.83079,123
782,1024,1,4,4,4,2,0,1048576,4.837303,42
783,1024,1,4,4,4,2,0,524288,3.353369,68
784,1024,1,4,4,4,2,0,262144,4.155016,113
785,1024,1,4,4,4,4,0,1048576,4.56366,33
786,1024,1,4,4,4,4,0,524288,4.61957,54
787,1024,1,4,4,4,4,0,262144,3.943407,126
788,1024,1,4,4,4,8,0,1048576,4.598381,37
789,1024,1,4,4,4,8,0,524288,4.067476,58
790,1024,1,4,4,4,8,0,262144,4.847033,111
791,1024,1,4,4,4,16,0,1048576,5.854613,41
792,1024,1,4,4,4,16,0,524288,4.843361,73
793,1024,1,4,4,4,16,0,262144,5.638492,120
794,1024,1,4,4,8,1,0,1048576,6.713947,54
795,1024,1,4,4,8,1,0,524288,6.87817,108
796,1024,1,4,4,8,1,0,262144,5.901564,140
797,1024,1,4,4,8,2,0,1048576,6.308212,56
798,1024,1,4,4,8,2,0,524288,6.975152,77
799,1024,1,4,4,8,2,0,262144,7.302742,206
800,1024,1,4,4,8,4,0,1048576,4.127092,47
801,1024,1,4,4,8,4,0,524288,3.702932,99
802,1024,1,4,4,8,4,0,262144,3.956138,123
803,1024,1,4,4,8,8,0,1048576,4.212,55
804,1024,1,4,4,8,8,0,524288,5.144895,78
805,1024,1,4,4,8,8,0,262144,5.529233,127
806,1024,1,4,4,8,16,0,1048576,3.872133,55
807,1024,1,4,4,8,16,0,524288,5.644411,101
808,1024,1,4,4,8,16,0,262144,7.25542,174
809,1024,1,4,4,16,1,0,1048576,7.186716,37
810,1024,1,4,4,16,1,0,524288,3.215322,51
811,1024,1,4,4,16,1,0,262144,2.869574,111
812,1024,1,4,4,16,2,0,1048576,6.248599,29
813,1024,1,4,4,16,2,0,524288,8.34606,46
814,1024,1,4,4,16,2,0,262144,10.751431,146
815,1024,1,4,4,16,4,0,1048576,3.20869,37
816,1024,1,4,4,16,4,0,524288,3.425202,74
817,1024,1,4,4,16,4,0,262144,2.748769,107
818,1024,1,4,4,16,8,0,1048576,3.838977,43
819,1024,1,4,4,16,8,0,524288,3.299628,53
820,1024,1,4,4,16,8,0,262144,4.296435,115
821,1024,1,4,4,16,16,0,1048576,4.118316,44
822,1024,1,4,4,16,16,0,524288,3.709576,79
823,1024,1,4,4,16,16,0,262144,3.61277,101
824,1024,1,4,8,1,1,0,1048576,3.970959,43
825,1024,1,4,8,1,1,0,524288,3.834029,77
826,1024,1,4,8,1,1,0,262144,3.883437,161
827,1024,1,4,8,1,2,0,1048576,3.472599,42
828,1024,1,4,8,1,2,0,524288,2.663267,84
829,1024,1,4,8,1,2,0,262144,3.022224,136
830,1024,1,4,8,1,4,0,1048576,6.718808,78
831,1024,1,4,8,1,4,0,524288,6.173964,110
832,1024,1,4,8,1,4,0,262144,6.466147,217
833,1024,1,4,8,1,8,0,1048576,2.927972,51
834,1024,1,4,8,1,8,0,524288,4.086794,89
835,1024,1,4,8,1,8,0,262144,4.116369,141
836,1024,1,4,8,1,16,0,1048576,5.889976,75
837,1024,1,4,8,1,16,0,524288,6.374103,116
838,1024,1,4,8,1,16,0,262144,7.243555,199
839,1024,1,4,8,2,1,0,1048576,8.107975,41
840,1024,1,4,8,2,1,0,524288,8.552866,56
841,1024,1,4,8,2,1,0,262144,7.044106,88
842,1024,1,4,8,2,2,0,1048576,9.048287,30
843,1024,1,4,8,2,2,0,524288,7.100235,60
844,1024,1,4,8,2,2,0,262144,10.127613,95
845,1024,1,4,8,2,4,0,1048576,7.745882,28
846,1024,1,4,8,2,4,0,524288,9.492023,49
847,1024,1,4,8,2,4,0,262144,9.216133,96
848,1024,1,4,8,2,8,0,1048576,9.365642,34
849,1024,1,4,8,2,8,0,524288,6.521362,49
850,1024,1,4,8,2,8,0,262144,9.913007,93
851,1024,1,4,8,2,16,0,1048576,9.586554,30
852,1024,1,4,8,2,16,0,524288,9.050128,55
853,1024,1,4,8,2,16,0,262144,8.895453,89
854,1024,1,4,8,4,1,0,1048576,8.55217,32
855,1024,1,4,8,4,1,0,524288,7.633449,51
856,1024,1,4,8,4,1,0,262144,7.191818,93
857,1024,1,4,8,4,2,0,1048576,7.761581,32
858,1024,1,4,8,4,2,0,524288,8.837071,56
859,1024,1,4,8,4,2,0,262144,7.148626,95
860,1024,1,4,8,4,4,0,1048576,8.251644,43
861,1024,1,4,8,4,4,0,524288,8.234184,59
862,1024,1,4,8,4,4,0,262144,7.385623,93
863,1024,1,4,8,4,8,0,1048576,8.656415,34
864,1024,1,4,8,4,8,0,524288,10.194288,63
865,1024,1,4,8,4,8,0,262144,9.133223,88
866,1024,1,4,8,4,16,0,1048576,6.97298,34
867,1024,1,4,8,4,16,0,524288,7.30534,56
868,1024,1,4,8,4,16,0,262144,10.592743,96
869,1024,1,4,8,8,1,0,1048576,7.780724,34
870,1024,1,4,8,8,1,0,524288,7.31962,60
871,1024,1,4,8,8,1,0,262144,6.590883,94
872,1024,1,4,8,8,2,0,1048576,10.148185,43
873,1024,1,4,8,8,2,0,524288,11.848326,57
874,1024,1,4,8,8,2,0,262144,7.345962,99
875,1024,1,4,8,8,4,0,1048576,8.613584,32
876,1024,1,4,8,8,4,0,524288,6.982383,54
877,1024,1,4,8,8,4,0,262144,8.575162,100
878,1024,1,4,8,8,8,0,1048576,7.634371,34
879,1024,1,4,8,8,8,0,524288,8.860303,64
880,1024,1,4,8,8,8,0,262144,8.971141,114
881,1024,1,4,8,8,16,0,1048576,8.920266,34
882,1024,1,4,8,8,16,0,524288,8.19282,58
883,1024,1,4,8,8,16,0,262144,9.947249,97
884,1024,1,4,8,16,1,0,1048576,7.287227,34
885,1024,1,4,8,16,1,0,524288,10.015101,51
886,1024,1,4,8,16,1,0,262144,9.125156,96
887,1024,1,4,8,16,2,0,1048576,8.703666,38
888,1024,1,4,8,16,2,0,524288,8.797699,57
889,1024,1,4,8,16,2,0,262144,8.959435,100
890,1024,1,4,8,16,4,0,1048576,9.284054,37
891,1024,1,4,8,16,4,0,524288,9.563484,63
892,1024,1,4,8,16,4,0,262144,10.136315,104
893,1024,1,4,8,16,8,0,1048576,8.782881,35
894,1024,1,4,8,16,8,0,524288,8.03726,54
895,1024,1,4,8,16,8,0,262144,9.777043,91
896,1024,1,4,8,16,16,0,1048576,9.344698,37
897,1024,1,4,8,16,16,0,524288,10.954264,64
898,1024,1,4,8,16,16,0,262144,8.51852,107
899,1024,1,8,1,1,1,0,1048576,9.150858,40
900,1024,1,8,1,1,1,0,524288,8.373777,49
901,1024,1,8,1,1,1,0,262144,9.860227,94
902,1024,1,8,1,1,2,0,1048576,8.553139,38
903,1024,1,8,1,1,2,0,524288,8.835235,58
904,1024,1,8,1,1,2,0,262144,8.963118,94
905,1024,1,8,1,1,4,0,1048576,7.58994,36
906,1024,1,8,1,1,4,0,524288,9.559902,65
907,1024,1,8,1,1,4,0,262144,8.808941,101
908,1024,1,8,1,1,8,0,1048576,8.856685,34
909,1024,1,8,1,1,8,0,524288,9.350403,63
910,1024,1,8,1,1,8,0,262144,10.001975,99
911,1024,1,8,1,1,16,0,1048576,7.91938,36
912,1024,1,8,1,1,16,0,524288,7.988502,63
913,1024,1,8,1,1,16,0,262144,7.320325,93
914,1024,1,8,1,2,1,0,1048576,4.749582,32
915,1024,1,8,1,2,1,0,524288,5.93644,83
916,1024,1,8,1,2,1,0,262144,6.796482,158
917,1024,1,8,1,2,2,0,1048576,6.488944,33
918,1024,1,8,1,2,2,0,524288,5.344975,81
919,1024,1,8,1,2,2,0,262144,10.010339,117
920,1024,1,8,1,2,4,0,1048576,7.063126,36
921,1024,1,8,1,2,4,0,524288,4.75596,76
922,1024,1,8,1,2,4,0,262144,6.126554,118
923,1024,1,8,1,2,8,0,1048576,5.03751,37
924,1024,1,8,1,2,8,0,524288,6.013084,77
925,1024,1,8,1,2,8,0,262144,5.633941,122
926,1024,1,8,1,2,16,0,1048576,5.830374,36
927,1024,1,8,1,2,16,0,524288,5.830374,92
928,1024,1,8,1,2,16,0,262144,6.952592,159
929,1024,1,8,1,4,1,0,1048576,7.685289,48
930,1024,1,8,1,4,1,0,524288,5.840142,85
931,1024,1,8,1,4,1,0,262144,5.167861,121
932,1024,1,8,1,4,2,0,1048576,7.336403,35
933,1024,1,8,1,4,2,0,524288,5.091171,69
934,1024,1,8,1,4,2,0,262144,6.31086,158
935,1024,1,8,1,4,4,0,1048576,5.194318,39
936,1024,1,8,1,4,4,0,524288,5.540163,61
937,1024,1,8,1,4,4,0,262144,4.908331,160
938,1024,1,8,1,4,8,0,1048576,5.613485,40
939,1024,1,8,1,4,8,0,524288,5.069342,49
940,1024,1,8,1,4,8,0,262144,7.312586,119
941,1024,1,8,1,4,16,0,1048576,5.769782,28
942,1024,1,8,1,4,16,0,524288,5.779459,85
943,1024,1,8,1,4,16,0,262144,4.973867,133
944,1024,1,8,1,8,1,0,1048576,6.514473,34
945,1024,1,8,1,8,1,0,524288,5.346849,81
946,1024,1,8,1,8,1,0,262144,6.528183,122
947,1024,1,8,1,8,2,0,1048576,5.467048,42
948,1024,1,8,1,8,2,0,524288,6.509446,63
949,1024,1,8,1,8,2,0,262144,6.797769,129
950,1024,1,8,1,8,4,0,1048576,5.034777,47
951,1024,1,8,1,8,4,0,524288,5.565998,62
952,1024,1,8,1,8,4,0,262144,6.867169,127
953,1024,1,8,1,8,8,0,1048576,8.016998,36
954,1024,1,8,1,8,8,0,524288,5.617221,75
955,1024,1,8,1,8,8,0,262144,5.914774,127
956,1024,1,8,1,8,16,0,1048576,6.093862,37
957,1024,1,8,1,8,16,0,524288,6.507431,86
958,1024,1,8,1,8,16,0,262144,9.290455,122
959,1024,1,8,1,16,1,0,1048576,5.579994,41
960,1024,1,8,1,16,1,0,524288,5.965892,69
961,1024,1,8,1,16,1,0,262144,5.475758,127
962,1024,1,8,1,16,2,0,1048576,6.1724,47
963,1024,1,8,1,16,2,0,524288,4.041094,63
964,1024,1,8,1,16,2,0,262144,9.336024,134
965,1024,1,8,1,16,4,0,1048576,5.827606,32
966,1024,1,8,1,16,4,0,524288,4.8261,78
967,1024,1,8,1,16,4,0,262144,6.582365,123
968,1024,1,8,1,16,8,0,1048576,4.930771,33
969,1024,1,8,1,16,8,0,524288,7.083128,83
970,1024,1,8,1,16,8,0,262144,6.537041,122
971,1024,1,8,1,16,16,0,1048576,5.939191,37
972,1024,1,8,1,16,16,0,524288,6.061168,87
973,1024,1,8,1,16,16,0,262144,6.972672,177
974,1024,1,8,2,1,1,0,1048576,3.80078,34
975,1024,1,8,2,1,1,0,524288,3.339395,80
976,1024,1,8,2,1,1,0,262144,4.118587,110
977,1024,1,8,2,1,2,0,1048576,4.319701,41
978,1024,1,8,2,1,2,0,524288,3.772749,73
979,1024,1,8,2,1,2,0,262144,5.639027,96
980,1024,1,8,2,1,4,0,1048576,4.137005,47
981,1024,1,8,2,1,4,0,524288,4.881397,62
982,1024,1,8,2,1,4,0,262144,10.587842,112
983,1024,1,8,2,1,8,0,1048576,3.898553,32
984,1024,1,8,2,1,8,0,524288,2.983998,86
985,1024,1,8,2,1,8,0,262144,2.890446,105
986,1024,1,8,2,1,16,0,1048576,5.157704,41
987,1024,1,8,2,1,16,0,524288,2.825206,69
988,1024,1,8,2,1,16,0,262144,10.212324,108
989,1024,1,8,2,2,1,0,1048576,3.805383,49
990,1024,1,8,2,2,1,0,524288,4.255645,67
991,1024,1,8,2,2,1,0,262144,5.319136,106
992,1024,1,8,2,2,2,0,1048576,4.667369,40
993,1024,1,8,2,2,2,0,524288,3.999218,72
994,1024,1,8,2,2,2,0,262144,5.069227,108
995,1024,1,8,2,2,4,0,1048576,4.803799,41
996,1024,1,8,2,2,4,0,524288,4.232168,87
997,1024,1,8,2,2,4,0,262144,4.503124,116
998,1024,1,8,2,2,8,0,1048576,4.69671,44
999,1024,1,8,2,2,8,0,524288,5.174113,96
1000,1024,1,8,2,2,8,0,262144,4.839594,118
1001,1024,1,8,2,2,16,0,1048576,3.827991,41
1002,1024,1,8,2,2,16,0,524288,3.155026,76
1003,1024,1,8,2,2,16,0,262144,10.349453,124
