n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_part1,knob_array_part2,knob_I_B,obj1,obj2
854,8,1,3,4,512,4,0,4.8E-05,107
855,8,1,3,4,512,8,0,4.8E-05,107
856,8,1,3,4,256,1,0,3.7E-05,150
857,8,1,3,4,256,2,0,3.7E-05,150
858,8,1,3,4,256,4,0,5.1E-05,187
859,8,1,3,4,256,8,0,5.1E-05,187
860,8,1,3,4,128,1,0,4.6E-05,222
861,8,1,3,4,128,2,0,4.6E-05,222
862,8,1,3,4,128,4,0,5.9E-05,287
863,8,1,3,4,128,8,0,5.9E-05,287
864,8,1,4,1,512,1,0,0.000146,119
865,8,1,4,1,512,2,0,0.000147,113
866,8,1,4,1,512,4,0,0.000153,93
867,8,1,4,1,512,8,0,0.000153,93
868,8,1,4,1,256,1,0,0.000175,178
869,8,1,4,1,256,2,0,0.000171,171
870,8,1,4,1,256,4,0,0.000146,131
871,8,1,4,1,256,8,0,0.000146,131
872,8,1,4,1,128,1,0,0.000226,236
873,8,1,4,1,128,2,0,0.000204,262
874,8,1,4,1,128,4,0,0.000204,193
875,8,1,4,1,128,8,0,0.000204,193
876,8,1,4,2,512,1,0,0.00015,121
877,8,1,4,2,512,2,0,0.00015,121
878,8,1,4,2,512,4,0,0.000164,103
879,8,1,4,2,512,8,0,0.000164,103
880,8,1,4,2,256,1,0,0.00018,193
881,8,1,4,2,256,2,0,0.00018,193
882,8,1,4,2,256,4,0,0.000173,183
883,8,1,4,2,256,8,0,0.000173,183
884,8,1,4,2,128,1,0,0.000171,202
885,8,1,4,2,128,2,0,0.000167,201
886,8,1,4,2,128,4,0,0.000166,205
887,8,1,4,2,128,8,0,0.000166,205
888,8,1,4,3,512,1,0,0.000246,148
889,8,1,4,3,512,2,0,0.000246,148
890,8,1,4,3,512,4,0,0.000256,131
891,8,1,4,3,512,8,0,0.000256,131
892,8,1,4,3,256,1,0,0.000253,220
893,8,1,4,3,256,2,0,0.000253,220
894,8,1,4,3,256,4,0,0.000255,171
895,8,1,4,3,256,8,0,0.000255,171
896,8,1,4,3,128,1,0,0.000286,315
897,8,1,4,3,128,2,0,0.000275,279
898,8,1,4,3,128,4,0,0.000261,256
899,8,1,4,3,128,8,0,0.000261,256
900,8,1,4,4,512,1,0,3.9E-05,91
901,8,1,4,4,512,2,0,3.9E-05,91
902,8,1,4,4,512,4,0,4.8E-05,107
903,8,1,4,4,512,8,0,4.8E-05,107
904,8,1,4,4,256,1,0,3.7E-05,150
905,8,1,4,4,256,2,0,3.7E-05,150
906,8,1,4,4,256,4,0,5.1E-05,187
907,8,1,4,4,256,8,0,5.1E-05,187
908,8,1,4,4,128,1,0,4.6E-05,222
909,8,1,4,4,128,2,0,4.6E-05,222
910,8,1,4,4,128,4,0,5.9E-05,287
911,8,1,4,4,128,8,0,5.9E-05,287
912,8,2,1,1,512,1,0,0.000148,142
913,8,2,1,1,512,2,0,0.000144,146
914,8,2,1,1,512,4,0,0.000158,118
915,8,2,1,1,512,8,0,0.000158,118
916,8,2,1,1,256,1,0,0.000153,204
917,8,2,1,1,256,2,0,0.000145,201
918,8,2,1,1,256,4,0,0.000137,137
919,8,2,1,1,256,8,0,0.000137,137
920,8,2,1,1,128,1,0,0.000176,252
921,8,2,1,1,128,2,0,0.000174,280
922,8,2,1,1,128,4,0,0.000158,233
923,8,2,1,1,128,8,0,0.000158,233
924,8,2,1,2,512,1,0,0.000146,129
925,8,2,1,2,512,2,0,0.000146,129
926,8,2,1,2,512,4,0,0.00015,115
927,8,2,1,2,512,8,0,0.00015,115
928,8,2,1,2,256,1,0,0.000138,196
929,8,2,1,2,256,2,0,0.000138,196
930,8,2,1,2,256,4,0,0.000159,201
931,8,2,1,2,256,8,0,0.000159,201
932,8,2,1,2,128,1,0,0.000159,248
933,8,2,1,2,128,2,0,0.000159,248
934,8,2,1,2,128,4,0,0.000158,279
935,8,2,1,2,128,8,0,0.000158,279
936,8,2,1,3,512,1,0,0.000243,174
937,8,2,1,3,512,2,0,0.000243,174
938,8,2,1,3,512,4,0,0.000246,139
939,8,2,1,3,512,8,0,0.000246,139
940,8,2,1,3,256,1,0,0.000261,255
941,8,2,1,3,256,2,0,0.000261,255
942,8,2,1,3,256,4,0,0.00025,198
943,8,2,1,3,256,8,0,0.00025,198
944,8,2,1,3,128,1,0,0.000273,295
945,8,2,1,3,128,2,0,0.000262,275
946,8,2,1,3,128,4,0,0.000262,270
947,8,2,1,3,128,8,0,0.000262,270
948,8,2,1,4,512,1,0,3.7E-05,147
949,8,2,1,4,512,2,0,3.7E-05,147
950,8,2,1,4,512,4,0,4E-05,152
951,8,2,1,4,512,8,0,4E-05,152
952,8,2,1,4,256,1,0,3.5E-05,241
953,8,2,1,4,256,2,0,3.6E-05,238
954,8,2,1,4,256,4,0,4.2E-05,261
955,8,2,1,4,256,8,0,4.2E-05,261
956,8,2,1,4,128,1,0,4E-05,325
957,8,2,1,4,128,2,0,4E-05,325
958,8,2,1,4,128,4,0,4.4E-05,348
959,8,2,1,4,128,8,0,4.4E-05,348
960,8,2,2,1,512,1,0,0.000148,142
961,8,2,2,1,512,2,0,0.000144,146
962,8,2,2,1,512,4,0,0.000158,118
963,8,2,2,1,512,8,0,0.000158,118
964,8,2,2,1,256,1,0,0.000153,204
965,8,2,2,1,256,2,0,0.00015,197
966,8,2,2,1,256,4,0,0.000137,137
967,8,2,2,1,256,8,0,0.000137,137
968,8,2,2,1,128,1,0,0.000176,252
969,8,2,2,1,128,2,0,0.000174,280
970,8,2,2,1,128,4,0,0.000158,233
971,8,2,2,1,128,8,0,0.000158,233
972,8,2,2,2,512,1,0,0.000146,129
973,8,2,2,2,512,2,0,0.000146,129
974,8,2,2,2,512,4,0,0.00015,115
975,8,2,2,2,512,8,0,0.00015,115
976,8,2,2,2,256,1,0,0.000138,196
977,8,2,2,2,256,2,0,0.000138,196
978,8,2,2,2,256,4,0,0.000159,201
979,8,2,2,2,256,8,0,0.000159,201
980,8,2,2,2,128,1,0,0.000159,248
981,8,2,2,2,128,2,0,0.000159,248
982,8,2,2,2,128,4,0,0.000158,279
983,8,2,2,2,128,8,0,0.000158,279
984,8,2,2,3,512,1,0,0.000243,174
985,8,2,2,3,512,2,0,0.000243,174
986,8,2,2,3,512,4,0,0.000246,139
987,8,2,2,3,512,8,0,0.000246,139
988,8,2,2,3,256,1,0,0.000261,255
989,8,2,2,3,256,2,0,0.000261,255
990,8,2,2,3,256,4,0,0.00025,198
991,8,2,2,3,256,8,0,0.00025,198
992,8,2,2,3,128,1,0,0.000273,295
993,8,2,2,3,128,2,0,0.000262,275
994,8,2,2,3,128,4,0,0.000262,270
995,8,2,2,3,128,8,0,0.000262,270
996,8,2,2,4,512,1,0,3.7E-05,147
997,8,2,2,4,512,2,0,3.7E-05,147
998,8,2,2,4,512,4,0,4E-05,152
999,8,2,2,4,512,8,0,4E-05,152
1000,8,2,2,4,256,1,0,3.6E-05,238
1001,8,2,2,4,256,2,0,3.6E-05,238
1002,8,2,2,4,256,4,0,4.2E-05,261
1003,8,2,2,4,256,8,0,4.2E-05,261
1004,8,2,2,4,128,1,0,4E-05,325
1005,8,2,2,4,128,2,0,4E-05,325
1006,8,2,2,4,128,4,0,4.4E-05,348
1007,8,2,2,4,128,8,0,4.4E-05,348
1008,8,2,3,1,512,1,0,0.000148,142
1009,8,2,3,1,512,2,0,0.000144,146
1010,8,2,3,1,512,4,0,0.000158,118
1011,8,2,3,1,512,8,0,0.000158,118
1012,8,2,3,1,256,1,0,0.000153,204
1013,8,2,3,1,256,2,0,0.000145,201
1014,8,2,3,1,256,4,0,0.000137,137
1015,8,2,3,1,256,8,0,0.000137,137
1016,8,2,3,1,128,1,0,0.000176,252
1017,8,2,3,1,128,2,0,0.000174,280
1018,8,2,3,1,128,4,0,0.000158,233
1019,8,2,3,1,128,8,0,0.000158,233
1020,8,2,3,2,512,1,0,0.000146,129
1021,8,2,3,2,512,2,0,0.000146,129
1022,8,2,3,2,512,4,0,0.00015,115
1023,8,2,3,2,512,8,0,0.00015,115
1024,8,2,3,2,256,1,0,0.000138,196
1025,8,2,3,2,256,2,0,0.000138,196
1026,8,2,3,2,256,4,0,0.000159,201
1027,8,2,3,2,256,8,0,0.000159,201
1028,8,2,3,2,128,1,0,0.000159,248
1029,8,2,3,2,128,2,0,0.000159,248
1030,8,2,3,2,128,4,0,0.000158,279
1031,8,2,3,2,128,8,0,0.000158,279
1032,8,2,3,3,512,1,0,0.000243,174
1033,8,2,3,3,512,2,0,0.000243,174
1034,8,2,3,3,512,4,0,0.000246,139
1035,8,2,3,3,512,8,0,0.000246,139
1036,8,2,3,3,256,1,0,0.000261,255
1037,8,2,3,3,256,2,0,0.000261,255
1038,8,2,3,3,256,4,0,0.00025,198
1039,8,2,3,3,256,8,0,0.00025,198
1040,8,2,3,3,128,1,0,0.000273,295
1041,8,2,3,3,128,2,0,0.000262,275
1042,8,2,3,3,128,4,0,0.000262,270
1043,8,2,3,3,128,8,0,0.000262,270
1044,8,2,3,4,512,1,0,3.7E-05,147
1045,8,2,3,4,512,2,0,3.7E-05,147
1046,8,2,3,4,512,4,0,4E-05,152
1047,8,2,3,4,512,8,0,4E-05,152
1048,8,2,3,4,256,1,0,3.6E-05,238
1049,8,2,3,4,256,2,0,3.6E-05,238
1050,8,2,3,4,256,4,0,4.2E-05,261
1051,8,2,3,4,256,8,0,4.2E-05,261
1052,8,2,3,4,128,1,0,4E-05,325
1053,8,2,3,4,128,2,0,4E-05,325
1054,8,2,3,4,128,4,0,4.4E-05,348
1055,8,2,3,4,128,8,0,4.4E-05,348
1056,8,2,4,1,512,1,0,0.000148,142
1057,8,2,4,1,512,2,0,0.000144,146
1058,8,2,4,1,512,4,0,0.000158,118
1059,8,2,4,1,512,8,0,0.000158,118
1060,8,2,4,1,256,1,0,0.000153,204
1061,8,2,4,1,256,2,0,0.000145,201
1062,8,2,4,1,256,4,0,0.000137,137
1063,8,2,4,1,256,8,0,0.000137,137
1064,8,2,4,1,128,1,0,0.000184,266
1065,8,2,4,1,128,2,0,0.000174,280
1066,8,2,4,1,128,4,0,0.000158,233
1067,8,2,4,1,128,8,0,0.000158,233
1068,8,2,4,2,512,1,0,0.000146,129
1069,8,2,4,2,512,2,0,0.000146,129
1070,8,2,4,2,512,4,0,0.00015,115
1071,8,2,4,2,512,8,0,0.00015,115
1072,8,2,4,2,256,1,0,0.000138,196
1073,8,2,4,2,256,2,0,0.000138,196
1074,8,2,4,2,256,4,0,0.000159,201
1075,8,2,4,2,256,8,0,0.000159,201
1076,8,2,4,2,128,1,0,0.000159,248
1077,8,2,4,2,128,2,0,0.000159,248
1078,8,2,4,2,128,4,0,0.000158,279
1079,8,2,4,2,128,8,0,0.000158,279
1080,8,2,4,3,512,1,0,0.000243,174
1081,8,2,4,3,512,2,0,0.000243,174
1082,8,2,4,3,512,4,0,0.000246,139
1083,8,2,4,3,512,8,0,0.000246,139
1084,8,2,4,3,256,1,0,0.000261,255
1085,8,2,4,3,256,2,0,0.000261,255
1086,8,2,4,3,256,4,0,0.00025,198
1087,8,2,4,3,256,8,0,0.00025,198
1088,8,2,4,3,128,1,0,0.000273,295
1089,8,2,4,3,128,2,0,0.000262,275
1090,8,2,4,3,128,4,0,0.000262,270
1091,8,2,4,3,128,8,0,0.000262,270
1092,8,2,4,4,512,1,0,3.7E-05,147
1093,8,2,4,4,512,2,0,3.7E-05,147
1094,8,2,4,4,512,4,0,4E-05,152
1095,8,2,4,4,512,8,0,4E-05,152
1096,8,2,4,4,256,1,0,3.6E-05,238
1097,8,2,4,4,256,2,0,3.6E-05,238
1098,8,2,4,4,256,4,0,4.2E-05,261
1099,8,2,4,4,256,8,0,4.2E-05,261
1100,8,2,4,4,128,1,0,4E-05,325
1101,8,2,4,4,128,2,0,4E-05,325
1102,8,2,4,4,128,4,0,4.4E-05,348
1103,8,2,4,4,128,8,0,4.4E-05,348
1104,8,3,1,1,512,1,0,0.000139,141
1105,8,3,1,1,512,2,0,0.000135,144
1106,8,3,1,1,512,4,0,0.000146,115
1107,8,3,1,1,512,8,0,0.000146,115
1108,8,3,1,1,256,1,0,0.00019,217
1109,8,3,1,1,256,2,0,0.000178,205
1110,8,3,1,1,256,4,0,0.000184,203
1111,8,3,1,1,256,8,0,0.000184,203
1112,8,3,1,1,128,1,0,0.000188,334
1113,8,3,1,1,128,2,0,0.000176,329
1114,8,3,1,1,128,4,0,0.000217,288
1115,8,3,1,1,128,8,0,0.000217,288
1116,8,3,1,2,512,1,0,0.000152,158
1117,8,3,1,2,512,2,0,0.000152,158
1118,8,3,1,2,512,4,0,0.000142,150
1119,8,3,1,2,512,8,0,0.000138,147
1120,8,3,1,2,256,1,0,0.000167,219
1121,8,3,1,2,256,2,0,0.000167,219
1122,8,3,1,2,256,4,0,0.000169,226
1123,8,3,1,2,256,8,0,0.000169,226
1124,8,3,1,2,128,1,0,0.000183,367
1125,8,3,1,2,128,2,0,0.000183,367
1126,8,3,1,2,128,4,0,0.000172,357
1127,8,3,1,2,128,8,0,0.000172,357
1128,8,3,1,3,512,1,0,0.000296,230
1129,8,3,1,3,512,2,0,0.000296,230
1130,8,3,1,3,512,4,0,0.000281,177
1131,8,3,1,3,512,8,0,0.000281,177
1132,8,3,1,3,256,1,0,0.0003,321
1133,8,3,1,3,256,2,0,0.0003,321
1134,8,3,1,3,256,4,0,0.000305,245
1135,8,3,1,3,256,8,0,0.000305,245
1136,8,3,1,3,128,1,0,0.000291,403
1137,8,3,1,3,128,2,0,0.000309,417
1138,8,3,1,3,128,4,0,0.000312,398
1139,8,3,1,3,128,8,0,0.000312,398
1140,8,3,1,4,512,1,0,3.4E-05,163
1141,8,3,1,4,512,2,0,3.4E-05,163
1142,8,3,1,4,512,4,0,3.9E-05,165
1143,8,3,1,4,512,8,0,3.9E-05,165
1144,8,3,1,4,256,1,0,4E-05,251
1145,8,3,1,4,256,2,0,4E-05,251
1146,8,3,1,4,256,4,0,4E-05,303
1147,8,3,1,4,256,8,0,4E-05,303
1148,8,3,1,4,128,1,0,3.8E-05,390
1149,8,3,1,4,128,2,0,3.8E-05,390
1150,8,3,1,4,128,4,0,4.5E-05,449
1151,8,3,1,4,128,8,0,4.5E-05,456
1152,8,3,2,1,512,1,0,0.000139,141
1153,8,3,2,1,512,2,0,0.000135,144
1154,8,3,2,1,512,4,0,0.000146,115
1155,8,3,2,1,512,8,0,0.000146,115
1156,8,3,2,1,256,1,0,0.00019,217
1157,8,3,2,1,256,2,0,0.000181,208
1158,8,3,2,1,256,4,0,0.000184,203
1159,8,3,2,1,256,8,0,0.000184,203
1160,8,3,2,1,128,1,0,0.000185,335
1161,8,3,2,1,128,2,0,0.000176,329
1162,8,3,2,1,128,4,0,0.000217,288
1163,8,3,2,1,128,8,0,0.000217,288
1164,8,3,2,2,512,1,0,0.000152,158
1165,8,3,2,2,512,2,0,0.000152,158
1166,8,3,2,2,512,4,0,0.000138,147
1167,8,3,2,2,512,8,0,0.000138,147
1168,8,3,2,2,256,1,0,0.000167,219
1169,8,3,2,2,256,2,0,0.000167,219
1170,8,3,2,2,256,4,0,0.000169,226
1171,8,3,2,2,256,8,0,0.000169,226
1172,8,3,2,2,128,1,0,0.000183,367
1173,8,3,2,2,128,2,0,0.000183,367
1174,8,3,2,2,128,4,0,0.000172,357
1175,8,3,2,2,128,8,0,0.000172,357
1176,8,3,2,3,512,1,0,0.000296,230
1177,8,3,2,3,512,2,0,0.000296,230
1178,8,3,2,3,512,4,0,0.000281,177
1179,8,3,2,3,512,8,0,0.000281,177
1180,8,3,2,3,256,1,0,0.0003,321
1181,8,3,2,3,256,2,0,0.0003,321
1182,8,3,2,3,256,4,0,0.000305,245
1183,8,3,2,3,256,8,0,0.000305,245
1184,8,3,2,3,128,1,0,0.000291,403
1185,8,3,2,3,128,2,0,0.000309,417
1186,8,3,2,3,128,4,0,0.000312,398
1187,8,3,2,3,128,8,0,0.000312,398
1188,8,3,2,4,512,1,0,3.4E-05,163
1189,8,3,2,4,512,2,0,3.4E-05,163
1190,8,3,2,4,512,4,0,3.9E-05,165
1191,8,3,2,4,512,8,0,3.9E-05,165
1192,8,3,2,4,256,1,0,4E-05,251
1193,8,3,2,4,256,2,0,4E-05,251
1194,8,3,2,4,256,4,0,4E-05,303
1195,8,3,2,4,256,8,0,4E-05,303
1196,8,3,2,4,128,1,0,3.8E-05,390
1197,8,3,2,4,128,2,0,3.8E-05,393
1198,8,3,2,4,128,4,0,4.5E-05,449
1199,8,3,2,4,128,8,0,4.5E-05,449
1200,8,3,3,1,512,1,0,0.000139,141
1201,8,3,3,1,512,2,0,0.000135,144
1202,8,3,3,1,512,4,0,0.000146,115
1203,8,3,3,1,512,8,0,0.000146,115
1204,8,3,3,1,256,1,0,0.00019,217
1205,8,3,3,1,256,2,0,0.000178,205
1206,8,3,3,1,256,4,0,0.000184,203
1207,8,3,3,1,256,8,0,0.000184,203
1208,8,3,3,1,128,1,0,0.000188,334
1209,8,3,3,1,128,2,0,0.000176,329
1210,8,3,3,1,128,4,0,0.000217,288
1211,8,3,3,1,128,8,0,0.000217,288
1212,8,3,3,2,512,1,0,0.000152,158
1213,8,3,3,2,512,2,0,0.000152,158
1214,8,3,3,2,512,4,0,0.000138,147
1215,8,3,3,2,512,8,0,0.000138,147
1216,8,3,3,2,256,1,0,0.000167,219
1217,8,3,3,2,256,2,0,0.000167,219
1218,8,3,3,2,256,4,0,0.000169,226
1219,8,3,3,2,256,8,0,0.000169,226
1220,8,3,3,2,128,1,0,0.000182,365
1221,8,3,3,2,128,2,0,0.000183,367
1222,8,3,3,2,128,4,0,0.000172,357
1223,8,3,3,2,128,8,0,0.000172,357
1224,8,3,3,3,512,1,0,0.000296,230
1225,8,3,3,3,512,2,0,0.000296,230
1226,8,3,3,3,512,4,0,0.000281,177
1227,8,3,3,3,512,8,0,0.000281,177
1228,8,3,3,3,256,1,0,0.0003,321
1229,8,3,3,3,256,2,0,0.0003,321
1230,8,3,3,3,256,4,0,0.000305,245
1231,8,3,3,3,256,8,0,0.000305,245
1232,8,3,3,3,128,1,0,0.000291,403
1233,8,3,3,3,128,2,0,0.000309,417
1234,8,3,3,3,128,4,0,0.000312,398
1235,8,3,3,3,128,8,0,0.000312,398
1236,8,3,3,4,512,1,0,3.4E-05,163
1237,8,3,3,4,512,2,0,3.4E-05,163
1238,8,3,3,4,512,4,0,3.9E-05,165
1239,8,3,3,4,512,8,0,3.9E-05,165
1240,8,3,3,4,256,1,0,4E-05,251
1241,8,3,3,4,256,2,0,4E-05,251
1242,8,3,3,4,256,4,0,4E-05,303
1243,8,3,3,4,256,8,0,4E-05,303
1244,8,3,3,4,128,1,0,3.8E-05,390
1245,8,3,3,4,128,2,0,3.8E-05,390
1246,8,3,3,4,128,4,0,4.5E-05,449
1247,8,3,3,4,128,8,0,4.5E-05,449
1248,8,3,4,1,512,1,0,0.000139,141
1249,8,3,4,1,512,2,0,0.000135,144
1250,8,3,4,1,512,4,0,0.000146,115
1251,8,3,4,1,512,8,0,0.000146,115
1252,8,3,4,1,256,1,0,0.00019,217
1253,8,3,4,1,256,2,0,0.000178,205
1254,8,3,4,1,256,4,0,0.000184,203
1255,8,3,4,1,256,8,0,0.000184,203
1256,8,3,4,1,128,1,0,0.000188,334
1257,8,3,4,1,128,2,0,0.000176,329
1258,8,3,4,1,128,4,0,0.000217,288
1259,8,3,4,1,128,8,0,0.000217,288
1260,8,3,4,2,512,1,0,0.000152,158
1261,8,3,4,2,512,2,0,0.00015,156
1262,8,3,4,2,512,4,0,0.000138,147
1263,8,3,4,2,512,8,0,0.000138,147
1264,8,3,4,2,256,1,0,0.000167,219
1265,8,3,4,2,256,2,0,0.000167,219
1266,8,3,4,2,256,4,0,0.000169,226
1267,8,3,4,2,256,8,0,0.000169,226
1268,8,3,4,2,128,1,0,0.000183,367
1269,8,3,4,2,128,2,0,0.000183,367
1270,8,3,4,2,128,4,0,0.000172,357
1271,8,3,4,2,128,8,0,0.000172,357
1272,8,3,4,3,512,1,0,0.000296,230
1273,8,3,4,3,512,2,0,0.000296,230
1274,8,3,4,3,512,4,0,0.000281,177
1275,8,3,4,3,512,8,0,0.000281,177
1276,8,3,4,3,256,1,0,0.0003,321
1277,8,3,4,3,256,2,0,0.0003,321
1278,8,3,4,3,256,4,0,0.000305,245
1279,8,3,4,3,256,8,0,0.000305,245
1280,8,3,4,3,128,1,0,0.000291,403
1281,8,3,4,3,128,2,0,0.000309,417
1282,8,3,4,3,128,4,0,0.000312,398
1283,8,3,4,3,128,8,0,0.000312,398
1284,8,3,4,4,512,1,0,3.4E-05,163
1285,8,3,4,4,512,2,0,3.4E-05,163
1286,8,3,4,4,512,4,0,3.9E-05,165
1287,8,3,4,4,512,8,0,4E-05,178
1288,8,3,4,4,256,1,0,4E-05,251
1289,8,3,4,4,256,2,0,4E-05,251
1290,8,3,4,4,256,4,0,4E-05,303
1291,8,3,4,4,256,8,0,4E-05,303
1292,8,3,4,4,128,1,0,3.8E-05,390
1293,8,3,4,4,128,2,0,3.8E-05,390
1294,8,3,4,4,128,4,0,4.5E-05,449
1295,8,3,4,4,128,8,0,4.5E-05,449
1296,16,1,1,1,512,1,0,0.000146,119
1297,16,1,1,1,512,2,0,0.000147,113
1298,16,1,1,1,512,4,0,0.000153,93
1299,16,1,1,1,512,8,0,0.000153,93
1300,16,1,1,1,512,16,0,0.000153,93
1301,16,1,1,1,256,1,0,0.000175,178
1302,16,1,1,1,256,2,0,0.000171,171
1303,16,1,1,1,256,4,0,0.000146,131
1304,16,1,1,1,256,8,0,0.000146,131
1305,16,1,1,1,256,16,0,0.000146,131
1306,16,1,1,1,128,1,0,0.000226,236
1307,16,1,1,1,128,2,0,0.000204,262
1308,16,1,1,1,128,4,0,0.000204,193
1309,16,1,1,1,128,8,0,0.000204,193
1310,16,1,1,1,128,16,0,0.000204,193
1311,16,1,1,2,512,1,0,0.00015,121
1312,16,1,1,2,512,2,0,0.00015,121
1313,16,1,1,2,512,4,0,0.000164,103
1314,16,1,1,2,512,8,0,0.000164,103
1315,16,1,1,2,512,16,0,0.000164,103
1316,16,1,1,2,256,1,0,0.00018,193
1317,16,1,1,2,256,2,0,0.00018,193
1318,16,1,1,2,256,4,0,0.000173,183
1319,16,1,1,2,256,8,0,0.000173,183
1320,16,1,1,2,256,16,0,0.000173,183
1321,16,1,1,2,128,1,0,0.000171,202
1322,16,1,1,2,128,2,0,0.000171,202
1323,16,1,1,2,128,4,0,0.000166,205
1324,16,1,1,2,128,8,0,0.000166,205
1325,16,1,1,2,128,16,0,0.000166,205
1326,16,1,1,3,512,1,0,0.000246,148
1327,16,1,1,3,512,2,0,0.000246,148
1328,16,1,1,3,512,4,0,0.000256,131
1329,16,1,1,3,512,8,0,0.000256,131
1330,16,1,1,3,512,16,0,0.000256,131
1331,16,1,1,3,256,1,0,0.000253,220
1332,16,1,1,3,256,2,0,0.000253,220
1333,16,1,1,3,256,4,0,0.000255,171
1334,16,1,1,3,256,8,0,0.000255,171
1335,16,1,1,3,256,16,0,0.000255,171
1336,16,1,1,3,128,1,0,0.000286,315
1337,16,1,1,3,128,2,0,0.000277,284
1338,16,1,1,3,128,4,0,0.000261,256
1339,16,1,1,3,128,8,0,0.000261,256
1340,16,1,1,3,128,16,0,0.000261,256
1341,16,1,1,4,512,1,0,3.9E-05,91
1342,16,1,1,4,512,2,0,3.9E-05,91
1343,16,1,1,4,512,4,0,4.8E-05,107
1344,16,1,1,4,512,8,0,4.8E-05,107
1345,16,1,1,4,512,16,0,4.8E-05,107
1346,16,1,1,4,256,1,0,3.7E-05,150
1347,16,1,1,4,256,2,0,3.7E-05,150
1348,16,1,1,4,256,4,0,5.1E-05,187
1349,16,1,1,4,256,8,0,5.1E-05,187
1350,16,1,1,4,256,16,0,5.1E-05,187
1351,16,1,1,4,128,1,0,4.6E-05,222
1352,16,1,1,4,128,2,0,4.6E-05,222
1353,16,1,1,4,128,4,0,5.9E-05,287
1354,16,1,1,4,128,8,0,5.9E-05,287
1355,16,1,1,4,128,16,0,5.9E-05,287
1356,16,1,2,1,512,1,0,0.000146,119
1357,16,1,2,1,512,2,0,0.000147,113
1358,16,1,2,1,512,4,0,0.000153,93
1359,16,1,2,1,512,8,0,0.000153,93
1360,16,1,2,1,512,16,0,0.000153,93
1361,16,1,2,1,256,1,0,0.000175,178
1362,16,1,2,1,256,2,0,0.000171,171
1363,16,1,2,1,256,4,0,0.000146,131
1364,16,1,2,1,256,8,0,0.000146,131
1365,16,1,2,1,256,16,0,0.000146,131
1366,16,1,2,1,128,1,0,0.000226,236
1367,16,1,2,1,128,2,0,0.000204,262
1368,16,1,2,1,128,4,0,0.000204,193
1369,16,1,2,1,128,8,0,0.000204,193
1370,16,1,2,1,128,16,0,0.000204,193
1371,16,1,2,2,512,1,0,0.00015,121
1372,16,1,2,2,512,2,0,0.00015,121
1373,16,1,2,2,512,4,0,0.000164,103
1374,16,1,2,2,512,8,0,0.000164,103
1375,16,1,2,2,512,16,0,0.000164,103
1376,16,1,2,2,256,1,0,0.00018,193
1377,16,1,2,2,256,2,0,0.00018,193
1378,16,1,2,2,256,4,0,0.000173,183
1379,16,1,2,2,256,8,0,0.000173,183
1380,16,1,2,2,256,16,0,0.000173,183
1381,16,1,2,2,128,1,0,0.000171,202
1382,16,1,2,2,128,2,0,0.000171,202
1383,16,1,2,2,128,4,0,0.000166,205
1384,16,1,2,2,128,8,0,0.000166,205
1385,16,1,2,2,128,16,0,0.000166,205
1386,16,1,2,3,512,1,0,0.000246,148
1387,16,1,2,3,512,2,0,0.000246,148
1388,16,1,2,3,512,4,0,0.000256,131
1389,16,1,2,3,512,8,0,0.000256,131
1390,16,1,2,3,512,16,0,0.000256,131
1391,16,1,2,3,256,1,0,0.000253,220
1392,16,1,2,3,256,2,0,0.000253,220
1393,16,1,2,3,256,4,0,0.000255,171
1394,16,1,2,3,256,8,0,0.000255,171
1395,16,1,2,3,256,16,0,0.000255,171
1396,16,1,2,3,128,1,0,0.000286,315
1397,16,1,2,3,128,2,0,0.000277,284
1398,16,1,2,3,128,4,0,0.000261,256
1399,16,1,2,3,128,8,0,0.000261,256
1400,16,1,2,3,128,16,0,0.000261,256
1401,16,1,2,4,512,1,0,3.9E-05,91
1402,16,1,2,4,512,2,0,3.9E-05,91
1403,16,1,2,4,512,4,0,4.8E-05,107
1404,16,1,2,4,512,8,0,4.8E-05,107
1405,16,1,2,4,512,16,0,4.8E-05,107
1406,16,1,2,4,256,1,0,3.7E-05,150
1407,16,1,2,4,256,2,0,3.7E-05,150
1408,16,1,2,4,256,4,0,5.1E-05,187
1409,16,1,2,4,256,8,0,5.1E-05,187
1410,16,1,2,4,256,16,0,5.1E-05,187
1411,16,1,2,4,128,1,0,4.6E-05,222
1412,16,1,2,4,128,2,0,4.6E-05,222
1413,16,1,2,4,128,4,0,5.9E-05,287
1414,16,1,2,4,128,8,0,5.9E-05,287
1415,16,1,2,4,128,16,0,5.9E-05,287
1416,16,1,3,1,512,1,0,0.000146,119
1417,16,1,3,1,512,2,0,0.000147,113
1418,16,1,3,1,512,4,0,0.000153,93
1419,16,1,3,1,512,8,0,0.000153,93
1420,16,1,3,1,512,16,0,0.000153,93
1421,16,1,3,1,256,1,0,0.000175,178
1422,16,1,3,1,256,2,0,0.000171,171
1423,16,1,3,1,256,4,0,0.000146,131
1424,16,1,3,1,256,8,0,0.000146,131
1425,16,1,3,1,256,16,0,0.000146,131
1426,16,1,3,1,128,1,0,0.000226,236
1427,16,1,3,1,128,2,0,0.000204,262
1428,16,1,3,1,128,4,0,0.000204,193
1429,16,1,3,1,128,8,0,0.000204,193
