n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_part1,knob_array_part2,knob_I_B,obj1,obj2
1430,16,1,3,1,128,16,0,0.000204,193
1431,16,1,3,2,512,1,0,0.00015,121
1432,16,1,3,2,512,2,0,0.00015,121
1433,16,1,3,2,512,4,0,0.000164,103
1434,16,1,3,2,512,8,0,0.000164,103
1435,16,1,3,2,512,16,0,0.000164,103
1436,16,1,3,2,256,1,0,0.00018,193
1437,16,1,3,2,256,2,0,0.00018,193
1438,16,1,3,2,256,4,0,0.000173,183
1439,16,1,3,2,256,8,0,0.000173,183
1440,16,1,3,2,256,16,0,0.000173,183
1441,16,1,3,2,128,1,0,0.000171,202
1442,16,1,3,2,128,2,0,0.000171,202
1443,16,1,3,2,128,4,0,0.000166,205
1444,16,1,3,2,128,8,0,0.000166,205
1445,16,1,3,2,128,16,0,0.000166,205
1446,16,1,3,3,512,1,0,0.000246,148
1447,16,1,3,3,512,2,0,0.000246,148
1448,16,1,3,3,512,4,0,0.000256,131
1449,16,1,3,3,512,8,0,0.000256,131
1450,16,1,3,3,512,16,0,0.000256,131
1451,16,1,3,3,256,1,0,0.000253,220
1452,16,1,3,3,256,2,0,0.000253,220
1453,16,1,3,3,256,4,0,0.000255,171
1454,16,1,3,3,256,8,0,0.000255,171
1455,16,1,3,3,256,16,0,0.000255,171
1456,16,1,3,3,128,1,0,0.000286,315
1457,16,1,3,3,128,2,0,0.000277,284
1458,16,1,3,3,128,4,0,0.000261,256
1459,16,1,3,3,128,8,0,0.000261,256
1460,16,1,3,3,128,16,0,0.000261,256
1461,16,1,3,4,512,1,0,3.9E-05,91
1462,16,1,3,4,512,2,0,3.9E-05,91
1463,16,1,3,4,512,4,0,4.8E-05,107
1464,16,1,3,4,512,8,0,4.8E-05,107
1465,16,1,3,4,512,16,0,4.8E-05,107
1466,16,1,3,4,256,1,0,3.7E-05,150
1467,16,1,3,4,256,2,0,3.7E-05,150
1468,16,1,3,4,256,4,0,5.1E-05,187
1469,16,1,3,4,256,8,0,5.1E-05,187
1470,16,1,3,4,256,16,0,5.1E-05,187
1471,16,1,3,4,128,1,0,4.6E-05,222
1472,16,1,3,4,128,2,0,4.6E-05,222
1473,16,1,3,4,128,4,0,5.9E-05,287
1474,16,1,3,4,128,8,0,5.9E-05,287
1475,16,1,3,4,128,16,0,5.9E-05,287
1476,16,1,4,1,512,1,0,0.000146,119
1477,16,1,4,1,512,2,0,0.000147,113
1478,16,1,4,1,512,4,0,0.000153,93
1479,16,1,4,1,512,8,0,0.000153,93
1480,16,1,4,1,512,16,0,0.000153,93
1481,16,1,4,1,256,1,0,0.000175,178
1482,16,1,4,1,256,2,0,0.000171,171
1483,16,1,4,1,256,4,0,0.000146,131
1484,16,1,4,1,256,8,0,0.000146,131
1485,16,1,4,1,256,16,0,0.000146,131
1486,16,1,4,1,128,1,0,0.000226,236
1487,16,1,4,1,128,2,0,0.000204,262
1488,16,1,4,1,128,4,0,0.000204,193
1489,16,1,4,1,128,8,0,0.0002,188
1490,16,1,4,1,128,16,0,0.000204,193
1491,16,1,4,2,512,1,0,0.00015,121
1492,16,1,4,2,512,2,0,0.00015,121
1493,16,1,4,2,512,4,0,0.000164,103
1494,16,1,4,2,512,8,0,0.000164,103
1495,16,1,4,2,512,16,0,0.000164,103
1496,16,1,4,2,256,1,0,0.00018,193
1497,16,1,4,2,256,2,0,0.00018,193
1498,16,1,4,2,256,4,0,0.000173,183
1499,16,1,4,2,256,8,0,0.000173,183
1500,16,1,4,2,256,16,0,0.000173,183
1501,16,1,4,2,128,1,0,0.000171,202
1502,16,1,4,2,128,2,0,0.000171,202
1503,16,1,4,2,128,4,0,0.000166,205
1504,16,1,4,2,128,8,0,0.000166,205
1505,16,1,4,2,128,16,0,0.000166,205
1506,16,1,4,3,512,1,0,0.000246,148
1507,16,1,4,3,512,2,0,0.000246,148
1508,16,1,4,3,512,4,0,0.000256,131
1509,16,1,4,3,512,8,0,0.000256,131
1510,16,1,4,3,512,16,0,0.000256,131
1511,16,1,4,3,256,1,0,0.000253,220
1512,16,1,4,3,256,2,0,0.000253,220
1513,16,1,4,3,256,4,0,0.000255,171
1514,16,1,4,3,256,8,0,0.000255,171
1515,16,1,4,3,256,16,0,0.000255,171
1516,16,1,4,3,128,1,0,0.000286,315
1517,16,1,4,3,128,2,0,0.000277,284
1518,16,1,4,3,128,4,0,0.000261,256
1519,16,1,4,3,128,8,0,0.000261,256
1520,16,1,4,3,128,16,0,0.000261,256
1521,16,1,4,4,512,1,0,3.9E-05,91
1522,16,1,4,4,512,2,0,3.9E-05,91
1523,16,1,4,4,512,4,0,4.8E-05,107
1524,16,1,4,4,512,8,0,4.8E-05,107
1525,16,1,4,4,512,16,0,4.8E-05,107
1526,16,1,4,4,256,1,0,3.7E-05,150
1527,16,1,4,4,256,2,0,3.7E-05,150
1528,16,1,4,4,256,4,0,5.1E-05,187
1529,16,1,4,4,256,8,0,5.1E-05,187
1530,16,1,4,4,256,16,0,5.1E-05,187
1531,16,1,4,4,128,1,0,4.6E-05,222
1532,16,1,4,4,128,2,0,4.6E-05,222
1533,16,1,4,4,128,4,0,5.9E-05,287
1534,16,1,4,4,128,8,0,5.9E-05,287
1535,16,1,4,4,128,16,0,5.9E-05,287
1536,16,2,1,1,512,1,0,0.000148,142
1537,16,2,1,1,512,2,0,0.000144,146
1538,16,2,1,1,512,4,0,0.000158,118
1539,16,2,1,1,512,8,0,0.000158,118
1540,16,2,1,1,512,16,0,0.000158,118
1541,16,2,1,1,256,1,0,0.000153,204
1542,16,2,1,1,256,2,0,0.000145,201
1543,16,2,1,1,256,4,0,0.000137,137
1544,16,2,1,1,256,8,0,0.000137,137
1545,16,2,1,1,256,16,0,0.000137,137
1546,16,2,1,1,128,1,0,0.000176,252
1547,16,2,1,1,128,2,0,0.000174,280
1548,16,2,1,1,128,4,0,0.000158,233
1549,16,2,1,1,128,8,0,0.000158,233
1550,16,2,1,1,128,16,0,0.000158,233
1551,16,2,1,2,512,1,0,0.000146,129
1552,16,2,1,2,512,2,0,0.000146,129
1553,16,2,1,2,512,4,0,0.00015,115
1554,16,2,1,2,512,8,0,0.00015,115
1555,16,2,1,2,512,16,0,0.00015,115
1556,16,2,1,2,256,1,0,0.000138,196
1557,16,2,1,2,256,2,0,0.000138,196
1558,16,2,1,2,256,4,0,0.000159,201
1559,16,2,1,2,256,8,0,0.000159,201
1560,16,2,1,2,256,16,0,0.000159,201
1561,16,2,1,2,128,1,0,0.000159,248
1562,16,2,1,2,128,2,0,0.000159,248
1563,16,2,1,2,128,4,0,0.000158,279
1564,16,2,1,2,128,8,0,0.000158,279
1565,16,2,1,2,128,16,0,0.000158,279
1566,16,2,1,3,512,1,0,0.000243,174
1567,16,2,1,3,512,2,0,0.000243,174
1568,16,2,1,3,512,4,0,0.000246,139
1569,16,2,1,3,512,8,0,0.000246,139
1570,16,2,1,3,512,16,0,0.000246,139
1571,16,2,1,3,256,1,0,0.000264,252
1572,16,2,1,3,256,2,0,0.000261,255
1573,16,2,1,3,256,4,0,0.00025,198
1574,16,2,1,3,256,8,0,0.00025,198
1575,16,2,1,3,256,16,0,0.00025,198
1576,16,2,1,3,128,1,0,0.000273,295
1577,16,2,1,3,128,2,0,0.000262,275
1578,16,2,1,3,128,4,0,0.000262,270
1579,16,2,1,3,128,8,0,0.000262,270
1580,16,2,1,3,128,16,0,0.000262,270
1581,16,2,1,4,512,1,0,3.7E-05,147
1582,16,2,1,4,512,2,0,3.7E-05,147
1583,16,2,1,4,512,4,0,4E-05,152
1584,16,2,1,4,512,8,0,4E-05,152
1585,16,2,1,4,512,16,0,4E-05,152
1586,16,2,1,4,256,1,0,3.6E-05,238
1587,16,2,1,4,256,2,0,3.6E-05,238
1588,16,2,1,4,256,4,0,4.2E-05,261
1589,16,2,1,4,256,8,0,4.2E-05,261
1590,16,2,1,4,256,16,0,4.2E-05,261
1591,16,2,1,4,128,1,0,4E-05,325
1592,16,2,1,4,128,2,0,4E-05,325
1593,16,2,1,4,128,4,0,4.4E-05,348
1594,16,2,1,4,128,8,0,4.4E-05,348
1595,16,2,1,4,128,16,0,4.4E-05,348
1596,16,2,2,1,512,1,0,0.000148,142
1597,16,2,2,1,512,2,0,0.000144,146
1598,16,2,2,1,512,4,0,0.000158,118
1599,16,2,2,1,512,8,0,0.000158,118
1600,16,2,2,1,512,16,0,0.000158,118
1601,16,2,2,1,256,1,0,0.000153,204
1602,16,2,2,1,256,2,0,0.000145,201
1603,16,2,2,1,256,4,0,0.000137,137
1604,16,2,2,1,256,8,0,0.000137,137
1605,16,2,2,1,256,16,0,0.000137,137
1606,16,2,2,1,128,1,0,0.000176,252
1607,16,2,2,1,128,2,0,0.000174,280
1608,16,2,2,1,128,4,0,0.000158,233
1609,16,2,2,1,128,8,0,0.000158,233
1610,16,2,2,1,128,16,0,0.000158,233
1611,16,2,2,2,512,1,0,0.000146,129
1612,16,2,2,2,512,2,0,0.000146,129
1613,16,2,2,2,512,4,0,0.00015,115
1614,16,2,2,2,512,8,0,0.00015,115
1615,16,2,2,2,512,16,0,0.00015,115
1616,16,2,2,2,256,1,0,0.000138,196
1617,16,2,2,2,256,2,0,0.000138,196
1618,16,2,2,2,256,4,0,0.000159,201
1619,16,2,2,2,256,8,0,0.000159,201
1620,16,2,2,2,256,16,0,0.000159,201
1621,16,2,2,2,128,1,0,0.000159,248
1622,16,2,2,2,128,2,0,0.000159,248
1623,16,2,2,2,128,4,0,0.000158,279
1624,16,2,2,2,128,8,0,0.000158,279
1625,16,2,2,2,128,16,0,0.000158,279
1626,16,2,2,3,512,1,0,0.000243,174
1627,16,2,2,3,512,2,0,0.000243,174
1628,16,2,2,3,512,4,0,0.000246,139
1629,16,2,2,3,512,8,0,0.000246,139
1630,16,2,2,3,512,16,0,0.000246,139
1631,16,2,2,3,256,1,0,0.000261,255
1632,16,2,2,3,256,2,0,0.000261,255
1633,16,2,2,3,256,4,0,0.00025,198
1634,16,2,2,3,256,8,0,0.00025,198
1635,16,2,2,3,256,16,0,0.00025,198
1636,16,2,2,3,128,1,0,0.000273,295
1637,16,2,2,3,128,2,0,0.000262,275
1638,16,2,2,3,128,4,0,0.000262,270
1639,16,2,2,3,128,8,0,0.000262,270
1640,16,2,2,3,128,16,0,0.000262,270
1641,16,2,2,4,512,1,0,3.7E-05,147
1642,16,2,2,4,512,2,0,3.7E-05,147
1643,16,2,2,4,512,4,0,4E-05,152
1644,16,2,2,4,512,8,0,4E-05,152
1645,16,2,2,4,512,16,0,4.2E-05,159
1646,16,2,2,4,256,1,0,3.6E-05,238
1647,16,2,2,4,256,2,0,3.6E-05,238
1648,16,2,2,4,256,4,0,4.2E-05,261
1649,16,2,2,4,256,8,0,4.2E-05,261
1650,16,2,2,4,256,16,0,4.2E-05,261
1651,16,2,2,4,128,1,0,3.8E-05,338
1652,16,2,2,4,128,2,0,4E-05,325
1653,16,2,2,4,128,4,0,4.4E-05,348
1654,16,2,2,4,128,8,0,4.4E-05,348
1655,16,2,2,4,128,16,0,4.4E-05,348
1656,16,2,3,1,512,1,0,0.000148,142
1657,16,2,3,1,512,2,0,0.000144,146
1658,16,2,3,1,512,4,0,0.000158,118
1659,16,2,3,1,512,8,0,0.000158,118
1660,16,2,3,1,512,16,0,0.000158,118
1661,16,2,3,1,256,1,0,0.000153,204
1662,16,2,3,1,256,2,0,0.000145,201
1663,16,2,3,1,256,4,0,0.000137,137
1664,16,2,3,1,256,8,0,0.000137,137
1665,16,2,3,1,256,16,0,0.000137,137
1666,16,2,3,1,128,1,0,0.000176,252
1667,16,2,3,1,128,2,0,0.000174,280
1668,16,2,3,1,128,4,0,0.000158,233
1669,16,2,3,1,128,8,0,0.000158,233
1670,16,2,3,1,128,16,0,0.000153,230
1671,16,2,3,2,512,1,0,0.000146,129
1672,16,2,3,2,512,2,0,0.000146,129
1673,16,2,3,2,512,4,0,0.00015,115
1674,16,2,3,2,512,8,0,0.00015,115
1675,16,2,3,2,512,16,0,0.00015,115
1676,16,2,3,2,256,1,0,0.000138,196
1677,16,2,3,2,256,2,0,0.000138,196
1678,16,2,3,2,256,4,0,0.000159,201
1679,16,2,3,2,256,8,0,0.000159,201
1680,16,2,3,2,256,16,0,0.000159,201
1681,16,2,3,2,128,1,0,0.000159,248
1682,16,2,3,2,128,2,0,0.000159,248
1683,16,2,3,2,128,4,0,0.000158,279
1684,16,2,3,2,128,8,0,0.000158,279
1685,16,2,3,2,128,16,0,0.000158,279
1686,16,2,3,3,512,1,0,0.000243,174
1687,16,2,3,3,512,2,0,0.000243,174
1688,16,2,3,3,512,4,0,0.000246,139
1689,16,2,3,3,512,8,0,0.000246,139
1690,16,2,3,3,512,16,0,0.000246,139
1691,16,2,3,3,256,1,0,0.000261,255
1692,16,2,3,3,256,2,0,0.000261,255
1693,16,2,3,3,256,4,0,0.00025,198
1694,16,2,3,3,256,8,0,0.00025,198
1695,16,2,3,3,256,16,0,0.00025,198
1696,16,2,3,3,128,1,0,0.000273,295
1697,16,2,3,3,128,2,0,0.000262,275
1698,16,2,3,3,128,4,0,0.000262,270
1699,16,2,3,3,128,8,0,0.000262,270
1700,16,2,3,3,128,16,0,0.000262,270
1701,16,2,3,4,512,1,0,3.7E-05,147
1702,16,2,3,4,512,2,0,3.7E-05,147
1703,16,2,3,4,512,4,0,4E-05,152
1704,16,2,3,4,512,8,0,4E-05,152
1705,16,2,3,4,512,16,0,4E-05,152
1706,16,2,3,4,256,1,0,3.6E-05,238
1707,16,2,3,4,256,2,0,3.6E-05,238
1708,16,2,3,4,256,4,0,4.2E-05,261
1709,16,2,3,4,256,8,0,4.2E-05,261
1710,16,2,3,4,256,16,0,4.2E-05,261
1711,16,2,3,4,128,1,0,4E-05,325
1712,16,2,3,4,128,2,0,4E-05,325
1713,16,2,3,4,128,4,0,4.4E-05,348
1714,16,2,3,4,128,8,0,4.4E-05,348
1715,16,2,3,4,128,16,0,4.4E-05,348
1716,16,2,4,1,512,1,0,0.000148,142
1717,16,2,4,1,512,2,0,0.000143,151
1718,16,2,4,1,512,4,0,0.000158,118
1719,16,2,4,1,512,8,0,0.000158,118
1720,16,2,4,1,512,16,0,0.000158,118
1721,16,2,4,1,256,1,0,0.000153,204
1722,16,2,4,1,256,2,0,0.000145,201
1723,16,2,4,1,256,4,0,0.000137,137
1724,16,2,4,1,256,8,0,0.000137,137
1725,16,2,4,1,256,16,0,0.000137,137
1726,16,2,4,1,128,1,0,0.000176,252
1727,16,2,4,1,128,2,0,0.000174,280
1728,16,2,4,1,128,4,0,0.000158,233
1729,16,2,4,1,128,8,0,0.000158,233
1730,16,2,4,1,128,16,0,0.000158,233
1731,16,2,4,2,512,1,0,0.000146,129
1732,16,2,4,2,512,2,0,0.000146,129
1733,16,2,4,2,512,4,0,0.00015,115
1734,16,2,4,2,512,8,0,0.00015,115
1735,16,2,4,2,512,16,0,0.00015,115
1736,16,2,4,2,256,1,0,0.000138,196
1737,16,2,4,2,256,2,0,0.000138,196
1738,16,2,4,2,256,4,0,0.000159,201
1739,16,2,4,2,256,8,0,0.000159,201
1740,16,2,4,2,256,16,0,0.000159,201
1741,16,2,4,2,128,1,0,0.000159,248
1742,16,2,4,2,128,2,0,0.000159,248
1743,16,2,4,2,128,4,0,0.000158,279
1744,16,2,4,2,128,8,0,0.000158,279
1745,16,2,4,2,128,16,0,0.000158,279
1746,16,2,4,3,512,1,0,0.000243,174
1747,16,2,4,3,512,2,0,0.000243,174
1748,16,2,4,3,512,4,0,0.000246,139
1749,16,2,4,3,512,8,0,0.000246,139
1750,16,2,4,3,512,16,0,0.000246,139
1751,16,2,4,3,256,1,0,0.000261,255
1752,16,2,4,3,256,2,0,0.000261,255
1753,16,2,4,3,256,4,0,0.00025,198
1754,16,2,4,3,256,8,0,0.00025,198
1755,16,2,4,3,256,16,0,0.00025,198
1756,16,2,4,3,128,1,0,0.000273,295
1757,16,2,4,3,128,2,0,0.000262,275
1758,16,2,4,3,128,4,0,0.000262,270
1759,16,2,4,3,128,8,0,0.000262,270
1760,16,2,4,3,128,16,0,0.000262,270
1761,16,2,4,4,512,1,0,3.7E-05,147
1762,16,2,4,4,512,2,0,3.7E-05,147
1763,16,2,4,4,512,4,0,4E-05,152
1764,16,2,4,4,512,8,0,4E-05,152
1765,16,2,4,4,512,16,0,4E-05,152
1766,16,2,4,4,256,1,0,3.6E-05,238
1767,16,2,4,4,256,2,0,3.6E-05,238
1768,16,2,4,4,256,4,0,4.2E-05,261
1769,16,2,4,4,256,8,0,4.2E-05,261
1770,16,2,4,4,256,16,0,4.2E-05,261
1771,16,2,4,4,128,1,0,4E-05,325
1772,16,2,4,4,128,2,0,4E-05,325
1773,16,2,4,4,128,4,0,4.4E-05,348
1774,16,2,4,4,128,8,0,4.4E-05,348
1775,16,2,4,4,128,16,0,4.4E-05,348
1776,16,3,1,1,512,1,0,0.000139,141
1777,16,3,1,1,512,2,0,0.000135,144
1778,16,3,1,1,512,4,0,0.000146,115
1779,16,3,1,1,512,8,0,0.000146,115
1780,16,3,1,1,512,16,0,0.000146,115
1781,16,3,1,1,256,1,0,0.00019,217
1782,16,3,1,1,256,2,0,0.000178,205
1783,16,3,1,1,256,4,0,0.000184,203
1784,16,3,1,1,256,8,0,0.000184,203
1785,16,3,1,1,256,16,0,0.000184,203
1786,16,3,1,1,128,1,0,0.000188,334
1787,16,3,1,1,128,2,0,0.000176,329
1788,16,3,1,1,128,4,0,0.000217,288
1789,16,3,1,1,128,8,0,0.000217,288
1790,16,3,1,1,128,16,0,0.000217,288
1791,16,3,1,2,512,1,0,0.000152,158
1792,16,3,1,2,512,2,0,0.000152,158
1793,16,3,1,2,512,4,0,0.000138,147
1794,16,3,1,2,512,8,0,0.000138,147
1795,16,3,1,2,512,16,0,0.000138,147
1796,16,3,1,2,256,1,0,0.000167,219
1797,16,3,1,2,256,2,0,0.000167,219
1798,16,3,1,2,256,4,0,0.000169,226
1799,16,3,1,2,256,8,0,0.000169,226
1800,16,3,1,2,256,16,0,0.000169,226
1801,16,3,1,2,128,1,0,0.000183,367
1802,16,3,1,2,128,2,0,0.000183,367
1803,16,3,1,2,128,4,0,0.000172,357
1804,16,3,1,2,128,8,0,0.000172,357
1805,16,3,1,2,128,16,0,0.000172,357
1806,16,3,1,3,512,1,0,0.000296,230
1807,16,3,1,3,512,2,0,0.000296,230
1808,16,3,1,3,512,4,0,0.000281,177
1809,16,3,1,3,512,8,0,0.000281,177
1810,16,3,1,3,512,16,0,0.000281,177
1811,16,3,1,3,256,1,0,0.0003,321
1812,16,3,1,3,256,2,0,0.0003,321
1813,16,3,1,3,256,4,0,0.000305,245
1814,16,3,1,3,256,8,0,0.000305,245
1815,16,3,1,3,256,16,0,0.000305,245
1816,16,3,1,3,128,1,0,0.000291,403
1817,16,3,1,3,128,2,0,0.000309,417
1818,16,3,1,3,128,4,0,0.000312,398
1819,16,3,1,3,128,8,0,0.000312,398
1820,16,3,1,3,128,16,0,0.000312,398
1821,16,3,1,4,512,1,0,3.4E-05,163
1822,16,3,1,4,512,2,0,3.4E-05,163
1823,16,3,1,4,512,4,0,3.9E-05,165
1824,16,3,1,4,512,8,0,3.9E-05,165
1825,16,3,1,4,512,16,0,3.9E-05,165
1826,16,3,1,4,256,1,0,4E-05,251
1827,16,3,1,4,256,2,0,4E-05,251
1828,16,3,1,4,256,4,0,4E-05,303
1829,16,3,1,4,256,8,0,4E-05,303
1830,16,3,1,4,256,16,0,4E-05,303
1831,16,3,1,4,128,1,0,3.8E-05,390
1832,16,3,1,4,128,2,0,3.8E-05,390
1833,16,3,1,4,128,4,0,4.5E-05,449
1834,16,3,1,4,128,8,0,4.5E-05,449
1835,16,3,1,4,128,16,0,4.5E-05,449
1836,16,3,2,1,512,1,0,0.000139,141
1837,16,3,2,1,512,2,0,0.000135,144
1838,16,3,2,1,512,4,0,0.000146,115
1839,16,3,2,1,512,8,0,0.000146,115
1840,16,3,2,1,512,16,0,0.000146,115
1841,16,3,2,1,256,1,0,0.00019,217
1842,16,3,2,1,256,2,0,0.000178,205
1843,16,3,2,1,256,4,0,0.000184,203
1844,16,3,2,1,256,8,0,0.000184,203
1845,16,3,2,1,256,16,0,0.000184,203
1846,16,3,2,1,128,1,0,0.000188,334
1847,16,3,2,1,128,2,0,0.000176,329
1848,16,3,2,1,128,4,0,0.000217,288
1849,16,3,2,1,128,8,0,0.000217,288
1850,16,3,2,1,128,16,0,0.000217,288
1851,16,3,2,2,512,1,0,0.000152,158
1852,16,3,2,2,512,2,0,0.000152,158
1853,16,3,2,2,512,4,0,0.000138,147
1854,16,3,2,2,512,8,0,0.000138,147
1855,16,3,2,2,512,16,0,0.000138,147
1856,16,3,2,2,256,1,0,0.000167,219
1857,16,3,2,2,256,2,0,0.000167,219
1858,16,3,2,2,256,4,0,0.000169,226
1859,16,3,2,2,256,8,0,0.000169,226
1860,16,3,2,2,256,16,0,0.000169,226
1861,16,3,2,2,128,1,0,0.000182,365
1862,16,3,2,2,128,2,0,0.000183,367
1863,16,3,2,2,128,4,0,0.000172,357
1864,16,3,2,2,128,8,0,0.000172,357
1865,16,3,2,2,128,16,0,0.000172,357
1866,16,3,2,3,512,1,0,0.000296,230
1867,16,3,2,3,512,2,0,0.000296,230
1868,16,3,2,3,512,4,0,0.000281,177
1869,16,3,2,3,512,8,0,0.000281,177
1870,16,3,2,3,512,16,0,0.000281,177
1871,16,3,2,3,256,1,0,0.0003,321
1872,16,3,2,3,256,2,0,0.0003,321
1873,16,3,2,3,256,4,0,0.000305,245
1874,16,3,2,3,256,8,0,0.000305,245
1875,16,3,2,3,256,16,0,0.000305,245
1876,16,3,2,3,128,1,0,0.000291,403
1877,16,3,2,3,128,2,0,0.000309,417
1878,16,3,2,3,128,4,0,0.000312,398
1879,16,3,2,3,128,8,0,0.000297,397
1880,16,3,2,3,128,16,0,0.000312,398
1881,16,3,2,4,512,1,0,3.4E-05,163
1882,16,3,2,4,512,2,0,3.4E-05,163
1883,16,3,2,4,512,4,0,3.9E-05,165
1884,16,3,2,4,512,8,0,3.9E-05,165
1885,16,3,2,4,512,16,0,3.9E-05,165
1886,16,3,2,4,256,1,0,4E-05,251
1887,16,3,2,4,256,2,0,4E-05,251
1888,16,3,2,4,256,4,0,4E-05,303
1889,16,3,2,4,256,8,0,4E-05,303
1890,16,3,2,4,256,16,0,4E-05,303
1891,16,3,2,4,128,1,0,3.8E-05,390
1892,16,3,2,4,128,2,0,3.8E-05,390
1893,16,3,2,4,128,4,0,4.5E-05,449
1894,16,3,2,4,128,8,0,4.5E-05,449
1895,16,3,2,4,128,16,0,4.5E-05,449
1896,16,3,3,1,512,1,0,0.000139,141
1897,16,3,3,1,512,2,0,0.000135,144
1898,16,3,3,1,512,4,0,0.000146,115
1899,16,3,3,1,512,8,0,0.000146,115
1900,16,3,3,1,512,16,0,0.000146,115
1901,16,3,3,1,256,1,0,0.00019,217
1902,16,3,3,1,256,2,0,0.000178,205
1903,16,3,3,1,256,4,0,0.000184,203
1904,16,3,3,1,256,8,0,0.000184,203
1905,16,3,3,1,256,16,0,0.000184,203
1906,16,3,3,1,128,1,0,0.000188,334
1907,16,3,3,1,128,2,0,0.000176,329
1908,16,3,3,1,128,4,0,0.000217,288
1909,16,3,3,1,128,8,0,0.000217,288
1910,16,3,3,1,128,16,0,0.000217,288
1911,16,3,3,2,512,1,0,0.000152,158
1912,16,3,3,2,512,2,0,0.000152,158
1913,16,3,3,2,512,4,0,0.000138,147
1914,16,3,3,2,512,8,0,0.000138,147
1915,16,3,3,2,512,16,0,0.000138,147
1916,16,3,3,2,256,1,0,0.000167,219
1917,16,3,3,2,256,2,0,0.000167,219
1918,16,3,3,2,256,4,0,0.000169,226
1919,16,3,3,2,256,8,0,0.000169,226
1920,16,3,3,2,256,16,0,0.000169,226
1921,16,3,3,2,128,1,0,0.000182,365
1922,16,3,3,2,128,2,0,0.000183,367
1923,16,3,3,2,128,4,0,0.000174,361
1924,16,3,3,2,128,8,0,0.000172,357
1925,16,3,3,2,128,16,0,0.000172,357
1926,16,3,3,3,512,1,0,0.000296,230
1927,16,3,3,3,512,2,0,0.000296,230
1928,16,3,3,3,512,4,0,0.000281,177
1929,16,3,3,3,512,8,0,0.000281,177
1930,16,3,3,3,512,16,0,0.000287,181
1931,16,3,3,3,256,1,0,0.0003,321
1932,16,3,3,3,256,2,0,0.0003,321
1933,16,3,3,3,256,4,0,0.000305,245
1934,16,3,3,3,256,8,0,0.000305,245
1935,16,3,3,3,256,16,0,0.000305,245
1936,16,3,3,3,128,1,0,0.000291,403
1937,16,3,3,3,128,2,0,0.000309,417
1938,16,3,3,3,128,4,0,0.000312,398
1939,16,3,3,3,128,8,0,0.000312,398
1940,16,3,3,3,128,16,0,0.000312,398
1941,16,3,3,4,512,1,0,3.4E-05,163
1942,16,3,3,4,512,2,0,3.4E-05,163
1943,16,3,3,4,512,4,0,3.9E-05,165
1944,16,3,3,4,512,8,0,3.9E-05,165
1945,16,3,3,4,512,16,0,3.9E-05,165
1946,16,3,3,4,256,1,0,4E-05,251
1947,16,3,3,4,256,2,0,4E-05,251
1948,16,3,3,4,256,4,0,4E-05,303
1949,16,3,3,4,256,8,0,4E-05,303
1950,16,3,3,4,256,16,0,4E-05,303
1951,16,3,3,4,128,1,0,3.8E-05,390
1952,16,3,3,4,128,2,0,3.8E-05,390
1953,16,3,3,4,128,4,0,4.5E-05,449
1954,16,3,3,4,128,8,0,4.5E-05,449
1955,16,3,3,4,128,16,0,4.5E-05,449
1956,16,3,4,1,512,1,0,0.000139,141
1957,16,3,4,1,512,2,0,0.000135,144
1958,16,3,4,1,512,4,0,0.000146,115
1959,16,3,4,1,512,8,0,0.000146,115
1960,16,3,4,1,512,16,0,0.000146,115
1961,16,3,4,1,256,1,0,0.00019,217
1962,16,3,4,1,256,2,0,0.000178,205
1963,16,3,4,1,256,4,0,0.000184,203
1964,16,3,4,1,256,8,0,0.000184,203
1965,16,3,4,1,256,16,0,0.000184,203
1966,16,3,4,1,128,1,0,0.000188,334
1967,16,3,4,1,128,2,0,0.000176,329
1968,16,3,4,1,128,4,0,0.000217,288
1969,16,3,4,1,128,8,0,0.000217,288
1970,16,3,4,1,128,16,0,0.000217,288
1971,16,3,4,2,512,1,0,0.000152,158
1972,16,3,4,2,512,2,0,0.000152,158
1973,16,3,4,2,512,4,0,0.000138,147
1974,16,3,4,2,512,8,0,0.000138,147
1975,16,3,4,2,512,16,0,0.000138,147
1976,16,3,4,2,256,1,0,0.000167,219
1977,16,3,4,2,256,2,0,0.000167,219
1978,16,3,4,2,256,4,0,0.000169,226
1979,16,3,4,2,256,8,0,0.000169,226
1980,16,3,4,2,256,16,0,0.000169,226
1981,16,3,4,2,128,1,0,0.000183,367
1982,16,3,4,2,128,2,0,0.000183,367
1983,16,3,4,2,128,4,0,0.000172,357
1984,16,3,4,2,128,8,0,0.000172,357
1985,16,3,4,2,128,16,0,0.000172,357
1986,16,3,4,3,512,1,0,0.000296,230
1987,16,3,4,3,512,2,0,0.000296,230
1988,16,3,4,3,512,4,0,0.000281,177
1989,16,3,4,3,512,8,0,0.000281,177
1990,16,3,4,3,512,16,0,0.000281,177
1991,16,3,4,3,256,1,0,0.000296,322
1992,16,3,4,3,256,2,0,0.0003,321
1993,16,3,4,3,256,4,0,0.000305,245
1994,16,3,4,3,256,8,0,0.000305,245
1995,16,3,4,3,256,16,0,0.000305,245
1996,16,3,4,3,128,1,0,0.000291,403
1997,16,3,4,3,128,2,0,0.000309,417
1998,16,3,4,3,128,4,0,0.000312,398
1999,16,3,4,3,128,8,0,0.000312,398
2000,16,3,4,3,128,16,0,0.000312,398
