n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2,FF
5512,64,2,3,3,57600,0,0.11215,47843.824,2112
5513,64,2,3,3,28800,0,0.113575,60198.992,3504
5516,64,2,3,4,460800,0,0.113855,31742.047,1064
5517,64,2,3,4,230400,0,0.110854,32517.969,1099
5518,64,2,3,4,115200,0,0.115187,37679.164,1443
5519,64,2,3,4,57600,0,0.112559,44533.453,2118
5523,64,2,3,5,460800,0,0.113248,34375.18,1114
5524,64,2,3,5,230400,0,0.116448,36640.703,1220
5530,64,2,4,1,460800,0,0.116705,24839.346,641
5531,64,2,4,1,230400,0,0.116635,24850.518,650
5532,64,2,4,1,115200,0,0.113785,25664.744,680
5533,64,2,4,1,57600,0,0.114042,27712.412,738
5534,64,2,4,1,28800,0,0.116494,31805.354,851
5535,64,2,4,1,14400,0,0.115864,42923.887,1065
5537,64,2,4,2,460800,0,0.112769,29288.994,859
5538,64,2,4,2,230400,0,0.116459,28879.887,941
5539,64,2,4,2,115200,0,0.115584,32793.809,1234
5540,64,2,4,2,57600,0,0.11486,40147.91,1921
5541,64,2,4,2,28800,0,0.114381,52658.156,3290
5542,64,2,4,2,14400,0,0.11312,81527.938,6023
5544,64,2,4,3,460800,0,0.115257,32007.248,992
5545,64,2,4,3,230400,0,0.111847,34087.633,1096
5546,64,2,4,3,115200,0,0.115864,37737.688,1305
5548,64,2,4,3,28800,0,0.113575,60198.992,3504
5551,64,2,4,4,460800,0,0.113855,31742.047,1064
5552,64,2,4,4,230400,0,0.110854,32517.969,1099
5553,64,2,4,4,115200,0,0.115187,37679.164,1443
5554,64,2,4,4,57600,0,0.112559,44533.453,2118
5558,64,2,4,5,460800,0,0.113248,34375.18,1114
5559,64,2,4,5,230400,0,0.116448,36640.703,1220
5560,64,2,4,5,115200,0,0.113809,39903.191,1415
5565,64,2,5,1,460800,0,0.116705,24839.346,641
5566,64,2,5,1,230400,0,0.116635,24850.518,650
5567,64,2,5,1,115200,0,0.113785,25664.744,680
5568,64,2,5,1,57600,0,0.114042,27712.412,738
5569,64,2,5,1,28800,0,0.116494,31805.354,851
5570,64,2,5,1,14400,0,0.115864,42923.887,1065
5572,64,2,5,2,460800,0,0.112769,29288.994,859
5573,64,2,5,2,230400,0,0.116459,28879.887,941
5574,64,2,5,2,115200,0,0.115584,32793.809,1234
5575,64,2,5,2,57600,0,0.11486,40147.91,1921
5579,64,2,5,3,460800,0,0.115257,32007.248,992
5580,64,2,5,3,230400,0,0.111847,34087.633,1096
5581,64,2,5,3,115200,0,0.115864,37737.688,1305
5583,64,2,5,3,28800,0,0.113575,60198.992,3504
5586,64,2,5,4,460800,0,0.113855,31742.047,1064
5587,64,2,5,4,230400,0,0.110854,32517.969,1099
5588,64,2,5,4,115200,0,0.115187,37679.164,1443
5589,64,2,5,4,57600,0,0.112559,44533.453,2118
5593,64,2,5,5,460800,0,0.113248,34375.18,1114
5594,64,2,5,5,230400,0,0.116448,36640.703,1220
5595,64,2,5,5,115200,0,0.113809,39903.191,1415
5600,64,3,1,1,460800,0,0.130109,30167.061,1123
5601,64,3,1,1,230400,0,0.132919,28501.635,1133
5602,64,3,1,1,115200,0,0.128578,29939.631,1155
5603,64,3,1,1,57600,0,0.131468,31206.057,1210
5604,64,3,1,1,28800,0,0.131108,31678.738,1230
5605,64,3,1,1,14400,0,0.132986,35376.672,1409
5606,64,3,1,1,7200,0,0.133106,38442.055,1545
5607,64,3,1,2,460800,0,0.122333,33248.938,1444
5608,64,3,1,2,230400,0,0.122137,36118.277,1454
5609,64,3,1,2,115200,0,0.12215,36430.828,1477
5610,64,3,1,2,57600,0,0.117621,34139.504,1540
5611,64,3,1,2,28800,0,0.119983,39991.77,1683
5612,64,3,1,2,14400,0,0.121574,41549.996,1845
5614,64,3,1,3,460800,0,0.132083,35856.004,1442
5615,64,3,1,3,230400,0,0.130165,35367.891,1452
5616,64,3,1,3,115200,0,0.128234,36855.363,1483
5617,64,3,1,3,57600,0,0.12657,39537.973,1548
5618,64,3,1,3,28800,0,0.132855,41397.848,1629
5619,64,3,1,3,14400,0,0.128115,44553.402,1800
5621,64,3,1,4,460800,0,0.132533,41380.555,1699
5622,64,3,1,4,230400,0,0.133039,38834.938,1709
5623,64,3,1,4,115200,0,0.127313,40570.852,1740
5624,64,3,1,4,57600,0,0.132826,41590.43,1810
5625,64,3,1,4,28800,0,0.1324,45969.59,1884
5628,64,3,1,5,460800,0,0.130882,36584.574,1761
5629,64,3,1,5,230400,0,0.127606,38001.559,1771
5630,64,3,1,5,115200,0,0.127273,39117.43,1802
5631,64,3,1,5,57600,0,0.131121,40231.703,1867
5632,64,3,1,5,28800,0,0.126994,43700.344,1951
5635,64,3,2,1,460800,0,0.135043,30277.184,986
5636,64,3,2,1,230400,0,0.135624,32391.617,1003
5637,64,3,2,1,115200,0,0.134103,32936.652,1064
5638,64,3,2,1,57600,0,0.1329,35401.141,1196
5639,64,3,2,1,28800,0,0.133522,38667.09,1350
5640,64,3,2,1,14400,0,0.134573,47060.188,1647
5642,64,3,2,2,460800,0,0.122158,33718.426,1291
5643,64,3,2,2,230400,0,0.126647,36937.559,1317
5644,64,3,2,2,115200,0,0.126137,37550.422,1366
5645,64,3,2,2,57600,0,0.127157,43052.367,1499
5646,64,3,2,2,28800,0,0.121763,52108.336,1695
5649,64,3,2,3,460800,0,0.136235,37686.613,1341
5650,64,3,2,3,230400,0,0.137839,38937.613,1364
5651,64,3,2,3,115200,0,0.132252,36851.375,1426
5652,64,3,2,3,57600,0,0.135225,41782.48,1535
5653,64,3,2,3,28800,0,0.137632,50556.758,1743
5656,64,3,2,4,460800,0,0.134504,41666.238,1546
5657,64,3,2,4,230400,0,0.138237,39445.406,1566
5658,64,3,2,4,115200,0,0.133425,44884.309,1609
5659,64,3,2,4,57600,0,0.138251,47803.656,1718
5663,64,3,2,5,460800,0,0.13207,38000.492,1598
5664,64,3,2,5,230400,0,0.136094,40599.848,1621
5665,64,3,2,5,115200,0,0.136633,39352.305,1683
5666,64,3,2,5,57600,0,0.136868,46182.652,1797
5670,64,3,3,1,460800,0,0.129801,28700.602,995
5671,64,3,3,1,230400,0,0.126236,31535.363,1025
5672,64,3,3,1,115200,0,0.129892,31792.586,1075
5673,64,3,3,1,57600,0,0.129853,36368.316,1220
5674,64,3,3,1,28800,0,0.130048,40067.312,1413
5675,64,3,3,1,14400,0,0.124896,54316.668,1777
5677,64,3,3,2,460800,0,0.117413,37228.031,1266
5678,64,3,3,2,230400,0,0.115552,38578.777,1495
5679,64,3,3,2,115200,0,0.114561,42742.211,1846
5680,64,3,3,2,57600,0,0.116912,57230.699,3132
5681,64,3,3,2,28800,0,0.117079,80029.023,5370
5684,64,3,3,3,460800,0,0.129218,41669.164,1381
5685,64,3,3,3,230400,0,0.125601,40326.664,1527
5691,64,3,3,4,460800,0,0.128929,40134.078,1488
5692,64,3,3,4,230400,0,0.129488,43441.523,1682
5698,64,3,3,5,460800,0,0.128799,45175.047,1686
5699,64,3,3,5,230400,0,0.129879,46057.633,1942
5705,64,3,4,1,460800,0,0.129801,28700.602,995
5706,64,3,4,1,230400,0,0.126236,31535.363,1025
5707,64,3,4,1,115200,0,0.129892,31792.586,1075
5708,64,3,4,1,57600,0,0.129853,36368.316,1220
5709,64,3,4,1,28800,0,0.130048,40067.312,1413
5710,64,3,4,1,14400,0,0.124896,54316.668,1777
5712,64,3,4,2,460800,0,0.117413,37228.031,1266
5713,64,3,4,2,230400,0,0.115552,38578.777,1495
5714,64,3,4,2,115200,0,0.114561,42742.211,1846
5719,64,3,4,3,460800,0,0.129218,41669.164,1381
5720,64,3,4,3,230400,0,0.125601,40326.664,1527
5726,64,3,4,4,460800,0,0.128929,40134.078,1488
5727,64,3,4,4,230400,0,0.129488,43441.523,1682
5728,64,3,4,4,115200,0,0.127355,50004.543,2229
5733,64,3,4,5,460800,0,0.128799,45175.047,1686
5734,64,3,4,5,230400,0,0.129879,46057.633,1942
5740,64,3,5,1,460800,0,0.129801,28700.602,995
5741,64,3,5,1,230400,0,0.126236,31535.363,1025
5742,64,3,5,1,115200,0,0.129892,31792.586,1075
5743,64,3,5,1,57600,0,0.129853,36368.316,1220
5744,64,3,5,1,28800,0,0.130048,40067.312,1413
5745,64,3,5,1,14400,0,0.124896,54316.668,1777
5747,64,3,5,2,460800,0,0.117413,37228.031,1266
5748,64,3,5,2,230400,0,0.115552,38578.777,1495
5749,64,3,5,2,115200,0,0.114561,42742.211,1846
5751,64,3,5,2,28800,0,0.117079,80029.023,5370
5754,64,3,5,3,460800,0,0.129218,41669.164,1381
5755,64,3,5,3,230400,0,0.125601,40326.664,1527
5761,64,3,5,4,460800,0,0.128929,40134.078,1488
5762,64,3,5,4,230400,0,0.129488,43441.523,1682
5763,64,3,5,4,115200,0,0.127355,50004.543,2229
5764,64,3,5,4,57600,0,0.126093,64153.082,3379
5775,64,4,1,1,460800,0,0.114013,28887.865,1299
5776,64,4,1,1,230400,0,0.114299,30741.887,1309
5777,64,4,1,1,115200,0,0.111151,30914.254,1336
5778,64,4,1,1,57600,0,0.114059,32831.316,1389
5779,64,4,1,1,28800,0,0.112216,34528.395,1482
5780,64,4,1,1,14400,0,0.11383,35168.391,1598
5781,64,4,1,1,7200,0,0.114425,37700.18,1696
5782,64,4,1,2,460800,0,0.109527,35674.855,1742
5783,64,4,1,2,230400,0,0.10976,38424.496,1752
5784,64,4,1,2,115200,0,0.110926,38767.105,1776
5785,64,4,1,2,57600,0,0.110382,39685.871,1834
5786,64,4,1,2,28800,0,0.107684,42861.645,1942
5787,64,4,1,2,14400,0,0.111015,43411.465,2107
5789,64,4,1,3,460800,0,0.114334,37974.691,1878
5790,64,4,1,3,230400,0,0.110476,38997.461,1888
5791,64,4,1,3,115200,0,0.114253,39109.98,1919
5792,64,4,1,3,57600,0,0.113979,40731.516,1990
5793,64,4,1,3,28800,0,0.108976,47623.844,2090
5794,64,4,1,3,14400,0,0.11375,45761.309,2248
5796,64,4,1,4,460800,0,0.109704,42085.988,2054
5797,64,4,1,4,230400,0,0.108307,41649.215,2064
5798,64,4,1,4,115200,0,0.108141,44923.41,2088
5799,64,4,1,4,57600,0,0.110114,44201.219,2152
5803,64,4,1,5,460800,0,0.11217,44089.766,2151
5804,64,4,1,5,230400,0,0.113544,41563.297,2161
5805,64,4,1,5,115200,0,0.11399,41906.172,2192
5806,64,4,1,5,57600,0,0.114242,45189.676,2263
5810,64,4,2,1,460800,0,0.11254,30652.775,1202
5811,64,4,2,1,230400,0,0.110394,31695.23,1195
5812,64,4,2,1,115200,0,0.112302,31593.885,1227
5813,64,4,2,1,57600,0,0.111614,34172.488,1331
5814,64,4,2,1,28800,0,0.111557,37975.488,1453
5815,64,4,2,1,14400,0,0.112573,37481.793,1683
5817,64,4,2,2,460800,0,0.109402,37214.199,1587
5818,64,4,2,2,230400,0,0.106359,35731.516,1603
5819,64,4,2,2,115200,0,0.108921,37945.699,1631
5820,64,4,2,2,57600,0,0.109216,40864.25,1676
5821,64,4,2,2,28800,0,0.107081,41600.008,1773
5822,64,4,2,2,14400,0,0.109358,45550.371,1973
5824,64,4,2,3,460800,0,0.110247,38192.281,1735
5825,64,4,2,3,230400,0,0.107491,38105.562,1751
5826,64,4,2,3,115200,0,0.112811,39573.883,1791
5827,64,4,2,3,57600,0,0.11272,42062.312,1876
5831,64,4,2,4,460800,0,0.103604,41572.344,1877
5832,64,4,2,4,230400,0,0.106369,43142.273,1905
5833,64,4,2,4,115200,0,0.105484,42273.254,1930
5834,64,4,2,4,57600,0,0.104041,45742.426,1979
5838,64,4,2,5,460800,0,0.112935,40574.043,1994
5839,64,4,2,5,230400,0,0.112664,40295.012,2010
5840,64,4,2,5,115200,0,0.107785,43224.469,2048
5841,64,4,2,5,57600,0,0.109648,45969.59,2135
5845,64,4,3,1,460800,0,0.121919,32024.537,1304
5846,64,4,3,1,230400,0,0.116752,32213.664,1323
5847,64,4,3,1,115200,0,0.121784,34387.684,1382
5848,64,4,3,1,57600,0,0.121284,38931.762,1461
5849,64,4,3,1,28800,0,0.121565,45205.902,1754
5850,64,4,3,1,14400,0,0.121845,52434.984,2073
5852,64,4,3,2,460800,0,0.118659,39073.273,1744
5853,64,4,3,2,230400,0,0.113888,38672.941,1768
5854,64,4,3,2,115200,0,0.118576,41921.336,1817
5855,64,4,3,2,57600,0,0.116084,46077.051,1896
5856,64,4,3,2,28800,0,0.118695,56677.684,2121
5859,64,4,3,3,460800,0,0.121968,40253.781,1939
5860,64,4,3,3,230400,0,0.117424,42433.383,1977
5861,64,4,3,3,115200,0,0.116581,44722.848,2040
5862,64,4,3,3,57600,0,0.122102,49654.219,2155
5866,64,4,3,4,460800,0,0.115102,46518.613,2073
5867,64,4,3,4,230400,0,0.113277,46017.734,2093
5868,64,4,3,4,115200,0,0.118349,50251.656,2144
5869,64,4,3,4,57600,0,0.11714,56892.879,2227
5873,64,4,3,5,460800,0,0.118645,43409.605,2211
5874,64,4,3,5,230400,0,0.117912,46440.941,2251
5875,64,4,3,5,115200,0,0.12132,47779.719,2318
5876,64,4,3,5,57600,0,0.11939,52491.641,2449
5880,64,4,4,1,460800,0,0.110853,30319.479,1162
5881,64,4,4,1,230400,0,0.107522,31811.473,1164
5882,64,4,4,1,115200,0,0.10916,30262.021,1206
5883,64,4,4,1,57600,0,0.111243,36278.676,1266
5887,64,4,4,2,460800,0,0.105201,33924.043,1454
5888,64,4,4,2,230400,0,0.106119,35400.344,1712
5889,64,4,4,2,115200,0,0.103193,43288.574,2405
5890,64,4,4,2,57600,0,0.106097,56131.852,3846
5894,64,4,4,3,460800,0,0.107233,39065.559,1654
5895,64,4,4,3,230400,0,0.105862,43826.16,1892
5896,64,4,4,3,115200,0,0.111287,50908.145,2622
5901,64,4,4,4,460800,0,0.107436,38829.883,1795
5902,64,4,4,4,230400,0,0.106335,43499.246,2072
5903,64,4,4,4,115200,0,0.106475,53086.684,2813
5904,64,4,4,4,57600,0,0.105806,69913.578,4265
5908,64,4,4,5,460800,0,0.109182,42665.336,1937
5915,64,4,5,1,460800,0,0.110853,30319.479,1162
5916,64,4,5,1,230400,0,0.107522,31811.473,1164
5917,64,4,5,1,115200,0,0.10916,30262.021,1206
5918,64,4,5,1,57600,0,0.111243,36278.676,1266
5919,64,4,5,1,28800,0,0.110764,37721.727,1398
5920,64,4,5,1,14400,0,0.109293,41841.27,1629
5922,64,4,5,2,460800,0,0.105201,33924.043,1454
5923,64,4,5,2,230400,0,0.106119,35400.344,1712
5924,64,4,5,2,115200,0,0.103193,43288.574,2405
5925,64,4,5,2,57600,0,0.106097,56131.852,3846
5929,64,4,5,3,460800,0,0.107233,39065.559,1654
5930,64,4,5,3,230400,0,0.105862,43826.16,1892
5931,64,4,5,3,115200,0,0.111287,50908.145,2622
5932,64,4,5,3,57600,0,0.107043,69061.844,4210
5933,64,4,5,3,28800,0,0.109004,100065.211,7143
5936,64,4,5,4,460800,0,0.107436,38829.883,1795
5937,64,4,5,4,230400,0,0.106335,43499.246,2072
5943,64,4,5,5,460800,0,0.109182,42665.336,1937
5957,64,5,1,2,460800,0,0.122429,41250.215,2116
5958,64,5,1,2,230400,0,0.12532,43859.676,2121
5959,64,5,1,2,115200,0,0.128237,42454.398,2149
5960,64,5,1,2,57600,0,0.126779,46642.301,2208
5961,64,5,1,2,28800,0,0.127204,49339.809,2334
5962,64,5,1,2,14400,0,0.128018,51670.234,2412
5963,64,5,1,2,7200,0,0.128895,60877.824,2889
5964,64,5,1,3,460800,0,0.125204,45464.453,2298
5965,64,5,1,3,230400,0,0.129011,44659.008,2303
5966,64,5,1,3,115200,0,0.125036,46264.848,2331
5967,64,5,1,3,57600,0,0.125423,47463.445,2391
5968,64,5,1,3,28800,0,0.125591,50236.227,2484
5971,64,5,1,4,460800,0,0.123707,49892.555,2509
5972,64,5,1,4,230400,0,0.127914,50524.84,2512
5973,64,5,1,4,115200,0,0.127579,51070.672,2535
5974,64,5,1,4,57600,0,0.123862,52307.305,2589
5978,64,5,1,5,460800,0,0.128805,49233.406,2650
5979,64,5,1,5,230400,0,0.123604,48928.57,2655
5980,64,5,1,5,115200,0,0.125772,49438.762,2683
5981,64,5,1,5,57600,0,0.128043,52418.227,2744
5982,64,5,1,5,28800,0,0.127385,54732.426,2831
5992,64,5,2,2,460800,0,0.127799,42933.73,2023
5993,64,5,2,2,230400,0,0.126365,45275.859,2044
5994,64,5,2,2,115200,0,0.130771,46421.258,2090
5995,64,5,2,2,57600,0,0.131521,48182.707,2191
5996,64,5,2,2,28800,0,0.130508,55054.816,2476
5999,64,5,2,3,460800,0,0.131481,48479.031,2240
6000,64,5,2,3,230400,0,0.125497,46672.094,2251
6001,64,5,2,3,115200,0,0.128982,47790.094,2300
6002,64,5,2,3,57600,0,0.125984,51083.438,2449
6006,64,5,2,4,460800,0,0.12743,52648.848,2508
6007,64,5,2,4,230400,0,0.125944,51318.848,2529
6008,64,5,2,4,115200,0,0.130639,55171.324,2571
6009,64,5,2,4,57600,0,0.128653,59224.898,2691
6013,64,5,2,5,460800,0,0.131363,54012.895,2556
6014,64,5,2,5,230400,0,0.126312,50856.805,2567
6015,64,5,2,5,115200,0,0.125707,52788.496,2617
6016,64,5,2,5,57600,0,0.129758,56115.625,2769
6017,64,5,2,5,28800,0,0.129982,70234.906,3107
6020,64,5,3,1,460800,0,0.130867,38172.062,1611
6021,64,5,3,1,230400,0,0.12533,34966.496,1661
6022,64,5,3,1,115200,0,0.130631,37529.406,1729
6023,64,5,3,1,57600,0,0.130815,39833.5,1881
6024,64,5,3,1,28800,0,0.130553,47688.215,2129
6027,64,5,3,2,460800,0,0.130723,47348.797,2239
6028,64,5,3,2,230400,0,0.125958,50428.016,2265
6029,64,5,3,2,115200,0,0.128209,52548.035,2346
6030,64,5,3,2,57600,0,0.129623,56111.637,2544
6031,64,5,3,2,28800,0,0.124989,58082.164,2756
6034,64,5,3,3,460800,0,0.125369,51535.371,2373
6035,64,5,3,3,230400,0,0.130527,53102.91,2415
6036,64,5,3,3,115200,0,0.127607,56986.242,2511
6037,64,5,3,3,57600,0,0.124387,61646.828,2703
6041,64,5,3,4,460800,0,0.13088,57861.648,2581
6042,64,5,3,4,230400,0,0.130828,56008.695,2615
6043,64,5,3,4,115200,0,0.124767,61434.562,2688
6044,64,5,3,4,57600,0,0.130697,63840.797,2801
6055,64,5,4,1,460800,0,0.13821,34666.449,1488
6056,64,5,4,1,230400,0,0.135776,37365.02,1533
6057,64,5,4,1,115200,0,0.131642,39881.379,1664
6058,64,5,4,1,57600,0,0.136523,45368.43,1863
6059,64,5,4,1,28800,0,0.13514,54967.57,2165
6062,64,5,4,2,460800,0,0.134241,44560.32,1775
6063,64,5,4,2,230400,0,0.133273,45276.926,1824
6064,64,5,4,2,115200,0,0.137007,47746.734,1916
6065,64,5,4,2,57600,0,0.138113,53415.195,2115
6069,64,5,4,3,460800,0,0.138279,43062.207,1981
6070,64,5,4,3,230400,0,0.138224,47324.594,2060
6071,64,5,4,3,115200,0,0.136786,51136.637,2200
6072,64,5,4,3,57600,0,0.132001,60486.805,2422
6077,64,5,4,4,230400,0,0.137601,51255.008,2125
6083,64,5,4,5,460800,0,0.13774,48909.422,2326
6091,64,5,5,1,230400,0,0.125185,40664.75,1547
6092,64,5,5,1,115200,0,0.121619,41433.488,1649
6093,64,5,5,1,57600,0,0.121657,45278.52,1890
6094,64,5,5,1,28800,0,0.125991,48975.121,2097
6097,64,5,5,2,460800,0,0.125663,49324.379,1909
6098,64,5,5,2,230400,0,0.125336,49252.559,2332
6099,64,5,5,2,115200,0,0.124693,60670.875,2974
6100,64,5,5,2,57600,0,0.12211,83037.75,5251
6101,64,5,5,2,28800,0,0.125991,122738.25,9161
6111,64,5,5,4,460800,0,0.123786,50243.41,2185
6118,64,5,5,5,460800,0,0.122148,58672.152,2602
6125,128,1,1,1,460800,0,0.150326,23441.25,458
6126,128,1,1,1,230400,0,0.147028,25452.742,461
6127,128,1,1,1,115200,0,0.147706,22039.963,474
6128,128,1,1,1,57600,0,0.146652,22110.186,521
6129,128,1,1,1,28800,0,0.150235,25908.4,597
6130,128,1,1,1,14400,0,0.149272,32598.033,792
6131,128,1,1,1,7200,0,0.145432,39737.473,855
6132,128,1,1,2,460800,0,0.142295,23695.279,569
6133,128,1,1,2,230400,0,0.145667,24500.463,578
6134,128,1,1,2,115200,0,0.143244,26513.018,644
6135,128,1,1,2,57600,0,0.145375,31310.859,981
6136,128,1,1,2,28800,0,0.145754,37530.207,1565
6137,128,1,1,2,14400,0,0.142178,53515.742,2724
6139,128,1,1,3,460800,0,0.143324,25954.418,627
6140,128,1,1,3,230400,0,0.150491,26658.785,654
6141,128,1,1,3,115200,0,0.150506,28193.074,749
6142,128,1,1,3,57600,0,0.150296,31606.119,1088
6143,128,1,1,3,28800,0,0.143595,38440.191,1714
6146,128,1,1,4,460800,0,0.150506,26776.357,712
6147,128,1,1,4,230400,0,0.148429,28979.637,675
6148,128,1,1,4,115200,0,0.148971,29556.855,771
6149,128,1,1,4,57600,0,0.148564,34228.348,1078
6150,128,1,1,4,28800,0,0.140479,44295.383,1666
6151,128,1,1,4,14400,0,0.149437,58408.547,2795
6153,128,1,1,5,460800,0,0.150491,26624.473,705
6154,128,1,1,5,230400,0,0.150552,27725.18,726
6155,128,1,1,5,115200,0,0.148594,28895.58,814
6156,128,1,1,5,57600,0,0.146908,34093.484,1156
6157,128,1,1,5,28800,0,0.150491,42984.535,1778
6160,128,1,2,1,460800,0,0.150326,23441.25,458
6161,128,1,2,1,230400,0,0.147028,25452.742,461
6162,128,1,2,1,115200,0,0.147706,22039.963,474
6163,128,1,2,1,57600,0,0.146652,22110.186,521
6164,128,1,2,1,28800,0,0.150235,25908.4,597
6165,128,1,2,1,14400,0,0.149272,32598.033,792
6166,128,1,2,1,7200,0,0.145432,39737.473,855
6167,128,1,2,2,460800,0,0.142295,23695.279,569
6168,128,1,2,2,230400,0,0.145667,24500.463,578
6169,128,1,2,2,115200,0,0.143244,26513.018,644
6170,128,1,2,2,57600,0,0.145375,31310.859,981
6171,128,1,2,2,28800,0,0.145754,37530.207,1565
6172,128,1,2,2,14400,0,0.142178,53515.742,2724
6174,128,1,2,3,460800,0,0.143324,25954.418,627
6175,128,1,2,3,230400,0,0.150491,26658.785,654
6176,128,1,2,3,115200,0,0.150506,28193.074,749
6177,128,1,2,3,57600,0,0.150296,31606.119,1088
6178,128,1,2,3,28800,0,0.143595,38440.191,1714
6179,128,1,2,3,14400,0,0.143475,55612.887,2944
6181,128,1,2,4,460800,0,0.150506,26776.357,712
6182,128,1,2,4,230400,0,0.148429,28979.637,675
6183,128,1,2,4,115200,0,0.148971,29556.855,771
6184,128,1,2,4,57600,0,0.148564,34228.348,1078
6185,128,1,2,4,28800,0,0.140479,44295.383,1666
6186,128,1,2,4,14400,0,0.149437,58408.547,2795
6188,128,1,2,5,460800,0,0.150491,26624.473,705
6189,128,1,2,5,230400,0,0.150552,27725.18,726
6190,128,1,2,5,115200,0,0.148594,28895.58,814
6192,128,1,2,5,28800,0,0.150491,42984.535,1778
6195,128,1,3,1,460800,0,0.150326,23441.25,458
6196,128,1,3,1,230400,0,0.147028,25452.742,461
6197,128,1,3,1,115200,0,0.147706,22039.963,474
6198,128,1,3,1,57600,0,0.146652,22110.186,521
6199,128,1,3,1,28800,0,0.150235,25908.4,597
6200,128,1,3,1,14400,0,0.149272,32598.033,792
6201,128,1,3,1,7200,0,0.145432,39737.473,855
6202,128,1,3,2,460800,0,0.142295,23695.279,569
6203,128,1,3,2,230400,0,0.145667,24500.463,578
6204,128,1,3,2,115200,0,0.143244,26513.018,644
6205,128,1,3,2,57600,0,0.145375,31310.859,981
6206,128,1,3,2,28800,0,0.145754,37530.207,1565
6207,128,1,3,2,14400,0,0.142178,53515.742,2724
6209,128,1,3,3,460800,0,0.143324,25954.418,627
6210,128,1,3,3,230400,0,0.150491,26658.785,654
6211,128,1,3,3,115200,0,0.150506,28193.074,749
6212,128,1,3,3,57600,0,0.150296,31606.119,1088
6213,128,1,3,3,28800,0,0.143595,38440.191,1714
6214,128,1,3,3,14400,0,0.143475,55612.887,2944
6216,128,1,3,4,460800,0,0.150506,26776.357,712
6217,128,1,3,4,230400,0,0.148429,28979.637,675
6218,128,1,3,4,115200,0,0.148971,29556.855,771
6219,128,1,3,4,57600,0,0.148564,34228.348,1078
6220,128,1,3,4,28800,0,0.140479,44295.383,1666
6223,128,1,3,5,460800,0,0.150491,26624.473,705
6224,128,1,3,5,230400,0,0.150552,27725.18,726
6225,128,1,3,5,115200,0,0.148594,28895.58,814
6226,128,1,3,5,57600,0,0.146908,34093.484,1156
6227,128,1,3,5,28800,0,0.150491,42984.535,1778
6230,128,1,4,1,460800,0,0.150326,23441.25,458
6231,128,1,4,1,230400,0,0.147028,25452.742,461
6232,128,1,4,1,115200,0,0.147706,22039.963,474
6233,128,1,4,1,57600,0,0.146652,22110.186,521
6234,128,1,4,1,28800,0,0.150235,25908.4,597
6235,128,1,4,1,14400,0,0.149272,32598.033,792
6236,128,1,4,1,7200,0,0.145432,39737.473,855
6237,128,1,4,2,460800,0,0.142295,23695.279,569
6238,128,1,4,2,230400,0,0.145667,24500.463,578
6239,128,1,4,2,115200,0,0.143244,26513.018,644
6240,128,1,4,2,57600,0,0.145375,31310.859,981
6241,128,1,4,2,28800,0,0.145754,37530.207,1565
6242,128,1,4,2,14400,0,0.142178,53515.742,2724
6243,128,1,4,2,7200,0,0.145827,78060.094,5157
6244,128,1,4,3,460800,0,0.143324,25954.418,627
6245,128,1,4,3,230400,0,0.150491,26658.785,654
6246,128,1,4,3,115200,0,0.150506,28193.074,749
6247,128,1,4,3,57600,0,0.150296,31606.119,1088
6248,128,1,4,3,28800,0,0.143595,38440.191,1714
6249,128,1,4,3,14400,0,0.143475,55612.887,2944
6251,128,1,4,4,460800,0,0.150506,26776.357,712
6252,128,1,4,4,230400,0,0.148429,28979.637,675
6253,128,1,4,4,115200,0,0.148971,29556.855,771
6254,128,1,4,4,57600,0,0.148564,34228.348,1078
6255,128,1,4,4,28800,0,0.140479,44295.383,1666
6256,128,1,4,4,14400,0,0.149437,58408.547,2795
6258,128,1,4,5,460800,0,0.150491,26624.473,705
6259,128,1,4,5,230400,0,0.150552,27725.18,726
6260,128,1,4,5,115200,0,0.148594,28895.58,814
6261,128,1,4,5,57600,0,0.146908,34093.484,1156
6262,128,1,4,5,28800,0,0.150491,42984.535,1778
6265,128,1,5,1,460800,0,0.150326,23441.25,458
6266,128,1,5,1,230400,0,0.147028,25452.742,461
6267,128,1,5,1,115200,0,0.147706,22039.963,474
6268,128,1,5,1,57600,0,0.146652,22110.186,521
6269,128,1,5,1,28800,0,0.150235,25908.4,597
6270,128,1,5,1,14400,0,0.149272,32598.033,792
6271,128,1,5,1,7200,0,0.145432,39737.473,855
6272,128,1,5,2,460800,0,0.142295,23695.279,569
6273,128,1,5,2,230400,0,0.145667,24500.463,578
6274,128,1,5,2,115200,0,0.143244,26513.018,644
6275,128,1,5,2,57600,0,0.145375,31310.859,981
6276,128,1,5,2,28800,0,0.145754,37530.207,1565
6277,128,1,5,2,14400,0,0.142178,53515.742,2724
6279,128,1,5,3,460800,0,0.143324,25954.418,627
6280,128,1,5,3,230400,0,0.150491,26658.785,654
6281,128,1,5,3,115200,0,0.150506,28193.074,749
6282,128,1,5,3,57600,0,0.150296,31606.119,1088
6283,128,1,5,3,28800,0,0.143595,38440.191,1714
6284,128,1,5,3,14400,0,0.143475,55612.887,2944
6286,128,1,5,4,460800,0,0.150506,26776.357,712
