n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2,FF
1848,4,1,3,5,460800,0,0.150491,26624.473,705
1849,4,1,3,5,230400,0,0.150552,27725.18,726
1850,4,1,3,5,115200,0,0.148594,28895.58,814
1852,4,1,3,5,28800,0,0.150491,42984.535,1778
1855,4,1,4,1,460800,0,0.150326,23441.25,458
1856,4,1,4,1,230400,0,0.147028,25452.742,461
1857,4,1,4,1,115200,0,0.147706,22039.963,474
1858,4,1,4,1,57600,0,0.146652,22110.186,521
1859,4,1,4,1,28800,0,0.150235,25908.4,597
1860,4,1,4,1,14400,0,0.149272,32598.033,792
1861,4,1,4,1,7200,0,0.145432,39737.473,855
1862,4,1,4,2,460800,0,0.142295,23695.279,569
1863,4,1,4,2,230400,0,0.145667,24500.463,578
1864,4,1,4,2,115200,0,0.143244,26513.018,644
1865,4,1,4,2,57600,0,0.145375,31310.859,981
1866,4,1,4,2,28800,0,0.145754,37530.207,1565
1867,4,1,4,2,14400,0,0.142178,53515.742,2724
1869,4,1,4,3,460800,0,0.143324,25954.418,627
1870,4,1,4,3,230400,0,0.150491,26658.785,654
1871,4,1,4,3,115200,0,0.150506,28193.074,749
1872,4,1,4,3,57600,0,0.150296,31606.119,1088
1873,4,1,4,3,28800,0,0.143595,38440.191,1714
1876,4,1,4,4,460800,0,0.150506,26776.357,712
1877,4,1,4,4,230400,0,0.148429,28979.637,675
1878,4,1,4,4,115200,0,0.148971,29556.855,771
1879,4,1,4,4,57600,0,0.148564,34228.348,1078
1880,4,1,4,4,28800,0,0.140479,44295.383,1666
1883,4,1,4,5,460800,0,0.150491,26624.473,705
1884,4,1,4,5,230400,0,0.150552,27725.18,726
1885,4,1,4,5,115200,0,0.148594,28895.58,814
1887,4,1,4,5,28800,0,0.150491,42984.535,1778
1890,4,1,5,1,460800,0,0.150326,23441.25,458
1891,4,1,5,1,230400,0,0.147028,25452.742,461
1892,4,1,5,1,115200,0,0.147706,22039.963,474
1893,4,1,5,1,57600,0,0.146652,22110.186,521
1894,4,1,5,1,28800,0,0.150235,25908.4,597
1895,4,1,5,1,14400,0,0.149272,32598.033,792
1896,4,1,5,1,7200,0,0.145432,39737.473,855
1897,4,1,5,2,460800,0,0.142295,23695.279,569
1898,4,1,5,2,230400,0,0.145667,24500.463,578
1899,4,1,5,2,115200,0,0.143244,26513.018,644
1900,4,1,5,2,57600,0,0.145375,31310.859,981
1901,4,1,5,2,28800,0,0.145754,37530.207,1565
1902,4,1,5,2,14400,0,0.142178,53515.742,2724
1904,4,1,5,3,460800,0,0.143324,25954.418,627
1905,4,1,5,3,230400,0,0.150491,26658.785,654
1906,4,1,5,3,115200,0,0.150506,28193.074,749
1907,4,1,5,3,57600,0,0.150296,31606.119,1088
1908,4,1,5,3,28800,0,0.143595,38440.191,1714
1911,4,1,5,4,460800,0,0.150506,26776.357,712
1912,4,1,5,4,230400,0,0.148429,28979.637,675
1913,4,1,5,4,115200,0,0.148971,29556.855,771
1914,4,1,5,4,57600,0,0.148564,34228.348,1078
1918,4,1,5,5,460800,0,0.150491,26624.473,705
1919,4,1,5,5,230400,0,0.150552,27725.18,726
1920,4,1,5,5,115200,0,0.148594,28895.58,814
1922,4,1,5,5,28800,0,0.150491,42984.535,1778
1925,4,2,1,1,460800,0,0.119379,24138.969,729
1926,4,2,1,1,230400,0,0.119811,25356.717,735
1927,4,2,1,1,115200,0,0.1154,24996.818,755
1928,4,2,1,1,57600,0,0.116958,27318.199,809
1929,4,2,1,1,28800,0,0.115856,30769.816,924
1930,4,2,1,1,14400,0,0.116803,31640.967,1060
1931,4,2,1,1,7200,0,0.119595,34427.848,1146
1932,4,2,1,2,460800,0,0.116012,28515.467,916
1933,4,2,1,2,230400,0,0.119523,28759.121,924
1934,4,2,1,2,115200,0,0.116695,29711.137,950
1935,4,2,1,2,57600,0,0.119655,29962.771,1003
1936,4,2,1,2,28800,0,0.119811,34834.562,1114
1937,4,2,1,2,14400,0,0.119835,34075.664,1184
1939,4,2,1,3,460800,0,0.119583,31403.162,1015
1940,4,2,1,3,230400,0,0.118852,29515.094,1021
1941,4,2,1,3,115200,0,0.119415,30462.32,1039
1942,4,2,1,3,57600,0,0.116095,32662.406,1097
1943,4,2,1,3,28800,0,0.115664,37172.172,1217
1944,4,2,1,3,14400,0,0.115652,35678.047,1350
1946,4,2,1,4,460800,0,0.117026,32836.902,1113
1947,4,2,1,4,230400,0,0.119427,32686.879,1114
1948,4,2,1,4,115200,0,0.118065,32908.191,1135
1949,4,2,1,4,57600,0,0.116273,35600.641,1185
1950,4,2,1,4,28800,0,0.116345,42845.949,1271
1951,4,2,1,4,14400,0,0.114601,39019.805,1351
1953,4,2,1,5,460800,0,0.11558,31722.629,1159
1954,4,2,1,5,230400,0,0.119475,30262.287,1165
1955,4,2,1,5,115200,0,0.118205,32428.326,1189
1956,4,2,1,5,57600,0,0.119715,34598.09,1243
1960,4,2,2,1,460800,0,0.116705,24839.346,641
1961,4,2,2,1,230400,0,0.116635,24850.518,650
1962,4,2,2,1,115200,0,0.113785,25664.744,680
1963,4,2,2,1,57600,0,0.114042,27712.412,738
1964,4,2,2,1,28800,0,0.116494,31805.354,851
1965,4,2,2,1,14400,0,0.115864,42923.887,1065
1967,4,2,2,2,460800,0,0.112769,29288.994,859
1968,4,2,2,2,230400,0,0.116459,28879.887,941
1969,4,2,2,2,115200,0,0.115584,32793.809,1234
1970,4,2,2,2,57600,0,0.11486,40147.91,1921
1974,4,2,2,3,460800,0,0.115257,32007.248,992
1975,4,2,2,3,230400,0,0.111847,34087.633,1096
1976,4,2,2,3,115200,0,0.115864,37737.688,1305
1978,4,2,2,3,28800,0,0.113575,60198.992,3504
1981,4,2,2,4,460800,0,0.113855,31742.047,1064
1982,4,2,2,4,230400,0,0.110854,32517.969,1099
1983,4,2,2,4,115200,0,0.115187,37679.164,1443
1984,4,2,2,4,57600,0,0.112559,44533.453,2118
1988,4,2,2,5,460800,0,0.113248,34375.18,1114
1989,4,2,2,5,230400,0,0.116448,36640.703,1220
1995,4,2,3,1,460800,0,0.116705,24839.346,641
1996,4,2,3,1,230400,0,0.116635,24850.518,650
1997,4,2,3,1,115200,0,0.113785,25664.744,680
1998,4,2,3,1,57600,0,0.114042,27712.412,738
1999,4,2,3,1,28800,0,0.116494,31805.354,851
2000,4,2,3,1,14400,0,0.115864,42923.887,1065
2002,4,2,3,2,460800,0,0.112769,29288.994,859
2003,4,2,3,2,230400,0,0.116459,28879.887,941
2004,4,2,3,2,115200,0,0.115584,32793.809,1234
2005,4,2,3,2,57600,0,0.11486,40147.91,1921
2009,4,2,3,3,460800,0,0.115257,32007.248,992
2010,4,2,3,3,230400,0,0.111847,34087.633,1096
2011,4,2,3,3,115200,0,0.115864,37737.688,1305
2013,4,2,3,3,28800,0,0.113575,60198.992,3504
2016,4,2,3,4,460800,0,0.113855,31742.047,1064
2017,4,2,3,4,230400,0,0.110854,32517.969,1099
2018,4,2,3,4,115200,0,0.115187,37679.164,1443
2019,4,2,3,4,57600,0,0.112559,44533.453,2118
2023,4,2,3,5,460800,0,0.113248,34375.18,1114
2024,4,2,3,5,230400,0,0.116448,36640.703,1220
2030,4,2,4,1,460800,0,0.116705,24839.346,641
2031,4,2,4,1,230400,0,0.116635,24850.518,650
2032,4,2,4,1,115200,0,0.113785,25664.744,680
2033,4,2,4,1,57600,0,0.114042,27712.412,738
2034,4,2,4,1,28800,0,0.116494,31805.354,851
2035,4,2,4,1,14400,0,0.115864,42923.887,1065
2037,4,2,4,2,460800,0,0.112769,29288.994,859
2038,4,2,4,2,230400,0,0.116459,28879.887,941
2039,4,2,4,2,115200,0,0.115584,32793.809,1234
2040,4,2,4,2,57600,0,0.11486,40147.91,1921
2044,4,2,4,3,460800,0,0.115257,32007.248,992
2045,4,2,4,3,230400,0,0.111847,34087.633,1096
2046,4,2,4,3,115200,0,0.115864,37737.688,1305
2051,4,2,4,4,460800,0,0.113855,31742.047,1064
2052,4,2,4,4,230400,0,0.110854,32517.969,1099
2053,4,2,4,4,115200,0,0.115187,37679.164,1443
2054,4,2,4,4,57600,0,0.112559,44533.453,2118
2058,4,2,4,5,460800,0,0.113248,34375.18,1114
2059,4,2,4,5,230400,0,0.116448,36640.703,1220
2065,4,2,5,1,460800,0,0.116705,24839.346,641
2066,4,2,5,1,230400,0,0.116635,24850.518,650
2067,4,2,5,1,115200,0,0.113785,25664.744,680
2068,4,2,5,1,57600,0,0.114042,27712.412,738
2069,4,2,5,1,28800,0,0.116494,31805.354,851
2070,4,2,5,1,14400,0,0.115864,42923.887,1065
2072,4,2,5,2,460800,0,0.112769,29288.994,859
2073,4,2,5,2,230400,0,0.116459,28879.887,941
2074,4,2,5,2,115200,0,0.115584,32793.809,1234
2075,4,2,5,2,57600,0,0.11486,40147.91,1921
2076,4,2,5,2,28800,0,0.114381,52658.156,3290
2079,4,2,5,3,460800,0,0.115257,32007.248,992
2080,4,2,5,3,230400,0,0.111847,34087.633,1096
2081,4,2,5,3,115200,0,0.115864,37737.688,1305
2083,4,2,5,3,28800,0,0.113575,60198.992,3504
2086,4,2,5,4,460800,0,0.113855,31742.047,1064
2087,4,2,5,4,230400,0,0.110854,32517.969,1099
2088,4,2,5,4,115200,0,0.115187,37679.164,1443
2089,4,2,5,4,57600,0,0.112559,44533.453,2118
2093,4,2,5,5,460800,0,0.113248,34375.18,1114
2094,4,2,5,5,230400,0,0.116448,36640.703,1220
2100,4,3,1,1,460800,0,0.130109,30167.061,1123
2101,4,3,1,1,230400,0,0.132919,28501.635,1133
2102,4,3,1,1,115200,0,0.128578,29939.631,1155
2103,4,3,1,1,57600,0,0.131468,31206.057,1210
2104,4,3,1,1,28800,0,0.131108,31678.738,1230
2105,4,3,1,1,14400,0,0.132986,35376.672,1409
2106,4,3,1,1,7200,0,0.133106,38442.055,1545
2107,4,3,1,2,460800,0,0.122333,33248.938,1444
2108,4,3,1,2,230400,0,0.122137,36118.277,1454
2109,4,3,1,2,115200,0,0.12215,36430.828,1477
2110,4,3,1,2,57600,0,0.117621,34139.504,1540
2111,4,3,1,2,28800,0,0.119983,39991.77,1683
2112,4,3,1,2,14400,0,0.121574,41549.996,1845
2114,4,3,1,3,460800,0,0.132083,35856.004,1442
2115,4,3,1,3,230400,0,0.130165,35367.891,1452
2116,4,3,1,3,115200,0,0.128234,36855.363,1483
2117,4,3,1,3,57600,0,0.12657,39537.973,1548
2118,4,3,1,3,28800,0,0.132855,41397.848,1629
2119,4,3,1,3,14400,0,0.128115,44553.402,1800
2121,4,3,1,4,460800,0,0.132533,41380.555,1699
2122,4,3,1,4,230400,0,0.133039,38834.938,1709
2123,4,3,1,4,115200,0,0.127313,40570.852,1740
2124,4,3,1,4,57600,0,0.132826,41590.43,1810
2125,4,3,1,4,28800,0,0.1324,45969.59,1884
2128,4,3,1,5,460800,0,0.130882,36584.574,1761
2129,4,3,1,5,230400,0,0.127606,38001.559,1771
2130,4,3,1,5,115200,0,0.127273,39117.43,1802
2131,4,3,1,5,57600,0,0.131121,40231.703,1867
2132,4,3,1,5,28800,0,0.126994,43700.344,1951
2135,4,3,2,1,460800,0,0.135043,30277.184,986
2136,4,3,2,1,230400,0,0.135624,32391.617,1003
2137,4,3,2,1,115200,0,0.134103,32936.652,1064
2138,4,3,2,1,57600,0,0.1329,35401.141,1196
2139,4,3,2,1,28800,0,0.133522,38667.09,1350
2140,4,3,2,1,14400,0,0.134573,47060.188,1647
2142,4,3,2,2,460800,0,0.122158,33718.426,1291
2143,4,3,2,2,230400,0,0.126647,36937.559,1317
2144,4,3,2,2,115200,0,0.126137,37550.422,1366
2145,4,3,2,2,57600,0,0.127157,43052.367,1499
2146,4,3,2,2,28800,0,0.121763,52108.336,1695
2149,4,3,2,3,460800,0,0.136235,37686.613,1341
2150,4,3,2,3,230400,0,0.137839,38937.613,1364
2151,4,3,2,3,115200,0,0.132252,36851.375,1426
2152,4,3,2,3,57600,0,0.135225,41782.48,1535
2153,4,3,2,3,28800,0,0.137632,50556.758,1743
2156,4,3,2,4,460800,0,0.134504,41666.238,1546
2157,4,3,2,4,230400,0,0.138237,39445.406,1566
2158,4,3,2,4,115200,0,0.133425,44884.309,1609
2159,4,3,2,4,57600,0,0.138251,47803.656,1718
2163,4,3,2,5,460800,0,0.13207,38000.492,1598
2164,4,3,2,5,230400,0,0.136094,40599.848,1621
2165,4,3,2,5,115200,0,0.136633,39352.305,1683
2170,4,3,3,1,460800,0,0.129801,28700.602,995
2171,4,3,3,1,230400,0,0.126236,31535.363,1025
2172,4,3,3,1,115200,0,0.129892,31792.586,1075
2173,4,3,3,1,57600,0,0.129853,36368.316,1220
2174,4,3,3,1,28800,0,0.130048,40067.312,1413
2177,4,3,3,2,460800,0,0.117413,37228.031,1266
2178,4,3,3,2,230400,0,0.115552,38578.777,1495
2179,4,3,3,2,115200,0,0.114561,42742.211,1846
2184,4,3,3,3,460800,0,0.129218,41669.164,1381
2185,4,3,3,3,230400,0,0.125601,40326.664,1527
2191,4,3,3,4,460800,0,0.128929,40134.078,1488
2192,4,3,3,4,230400,0,0.129488,43441.523,1682
2205,4,3,4,1,460800,0,0.129801,28700.602,995
2206,4,3,4,1,230400,0,0.126236,31535.363,1025
2207,4,3,4,1,115200,0,0.129892,31792.586,1075
2208,4,3,4,1,57600,0,0.129853,36368.316,1220
2209,4,3,4,1,28800,0,0.130048,40067.312,1413
2210,4,3,4,1,14400,0,0.124896,54316.668,1777
2212,4,3,4,2,460800,0,0.117413,37228.031,1266
2213,4,3,4,2,230400,0,0.115552,38578.777,1495
2214,4,3,4,2,115200,0,0.114561,42742.211,1846
2219,4,3,4,3,460800,0,0.129218,41669.164,1381
2220,4,3,4,3,230400,0,0.125601,40326.664,1527
2226,4,3,4,4,460800,0,0.128929,40134.078,1488
2227,4,3,4,4,230400,0,0.129488,43441.523,1682
2233,4,3,4,5,460800,0,0.128799,45175.047,1686
2240,4,3,5,1,460800,0,0.129801,28700.602,995
2241,4,3,5,1,230400,0,0.126236,31535.363,1025
2242,4,3,5,1,115200,0,0.129892,31792.586,1075
2243,4,3,5,1,57600,0,0.129853,36368.316,1220
2244,4,3,5,1,28800,0,0.130048,40067.312,1413
2247,4,3,5,2,460800,0,0.117413,37228.031,1266
2248,4,3,5,2,230400,0,0.115552,38578.777,1495
2249,4,3,5,2,115200,0,0.114561,42742.211,1846
2254,4,3,5,3,460800,0,0.129218,41669.164,1381
2255,4,3,5,3,230400,0,0.125601,40326.664,1527
2261,4,3,5,4,460800,0,0.128929,40134.078,1488
2262,4,3,5,4,230400,0,0.129488,43441.523,1682
2268,4,3,5,5,460800,0,0.128799,45175.047,1686
2275,4,4,1,1,460800,0,0.114013,28887.865,1299
2276,4,4,1,1,230400,0,0.114299,30741.887,1309
2277,4,4,1,1,115200,0,0.111151,30914.254,1336
2278,4,4,1,1,57600,0,0.114059,32831.316,1389
2279,4,4,1,1,28800,0,0.112216,34528.395,1482
2280,4,4,1,1,14400,0,0.11383,35168.391,1598
2281,4,4,1,1,7200,0,0.114425,37700.18,1696
2282,4,4,1,2,460800,0,0.109527,35674.855,1742
2283,4,4,1,2,230400,0,0.10976,38424.496,1752
2284,4,4,1,2,115200,0,0.110926,38767.105,1776
2285,4,4,1,2,57600,0,0.110382,39685.871,1834
2286,4,4,1,2,28800,0,0.107684,42861.645,1942
2287,4,4,1,2,14400,0,0.111015,43411.465,2107
2289,4,4,1,3,460800,0,0.114334,37974.691,1878
2290,4,4,1,3,230400,0,0.110476,38997.461,1888
2291,4,4,1,3,115200,0,0.114253,39109.98,1919
2292,4,4,1,3,57600,0,0.113979,40731.516,1990
2294,4,4,1,3,14400,0,0.11375,45761.309,2248
2296,4,4,1,4,460800,0,0.109704,42085.988,2054
2297,4,4,1,4,230400,0,0.108307,41649.215,2064
2298,4,4,1,4,115200,0,0.108141,44923.41,2088
2299,4,4,1,4,57600,0,0.110114,44201.219,2152
2304,4,4,1,5,230400,0,0.113544,41563.297,2161
2305,4,4,1,5,115200,0,0.11399,41906.172,2192
2306,4,4,1,5,57600,0,0.114242,45189.676,2263
2310,4,4,2,1,460800,0,0.11254,30652.775,1202
2311,4,4,2,1,230400,0,0.110394,31695.23,1195
2312,4,4,2,1,115200,0,0.112302,31593.885,1227
2313,4,4,2,1,57600,0,0.111614,34172.488,1331
2314,4,4,2,1,28800,0,0.111557,37975.488,1453
2315,4,4,2,1,14400,0,0.112573,37481.793,1683
2317,4,4,2,2,460800,0,0.109402,37214.199,1587
2318,4,4,2,2,230400,0,0.106359,35731.516,1603
2319,4,4,2,2,115200,0,0.108921,37945.699,1631
2320,4,4,2,2,57600,0,0.109216,40864.25,1676
2321,4,4,2,2,28800,0,0.107081,41600.008,1773
2324,4,4,2,3,460800,0,0.110247,38192.281,1735
2325,4,4,2,3,230400,0,0.107491,38105.562,1751
2326,4,4,2,3,115200,0,0.112811,39573.883,1791
2327,4,4,2,3,57600,0,0.11272,42062.312,1876
2331,4,4,2,4,460800,0,0.103604,41572.344,1877
2332,4,4,2,4,230400,0,0.106369,43142.273,1905
2333,4,4,2,4,115200,0,0.105484,42273.254,1930
2338,4,4,2,5,460800,0,0.112935,40574.043,1994
2339,4,4,2,5,230400,0,0.112664,40295.012,2010
2340,4,4,2,5,115200,0,0.107785,43224.469,2048
2345,4,4,3,1,460800,0,0.121919,32024.537,1304
2346,4,4,3,1,230400,0,0.116752,32213.664,1323
2347,4,4,3,1,115200,0,0.121784,34387.684,1382
2348,4,4,3,1,57600,0,0.121284,38931.762,1461
2349,4,4,3,1,28800,0,0.121565,45205.902,1754
2352,4,4,3,2,460800,0,0.118659,39073.273,1744
2353,4,4,3,2,230400,0,0.113888,38672.941,1768
2354,4,4,3,2,115200,0,0.118576,41921.336,1817
2355,4,4,3,2,57600,0,0.116084,46077.051,1896
2356,4,4,3,2,28800,0,0.118695,56677.684,2121
2359,4,4,3,3,460800,0,0.121968,40253.781,1939
2360,4,4,3,3,230400,0,0.117424,42433.383,1977
2361,4,4,3,3,115200,0,0.116581,44722.848,2040
2362,4,4,3,3,57600,0,0.122102,49654.219,2155
2366,4,4,3,4,460800,0,0.115102,46518.613,2073
2367,4,4,3,4,230400,0,0.113277,46017.734,2093
2368,4,4,3,4,115200,0,0.118349,50251.656,2144
2373,4,4,3,5,460800,0,0.118645,43409.605,2211
2374,4,4,3,5,230400,0,0.117912,46440.941,2251
2380,4,4,4,1,460800,0,0.110853,30319.479,1162
2381,4,4,4,1,230400,0,0.107522,31811.473,1164
2382,4,4,4,1,115200,0,0.10916,30262.021,1206
2383,4,4,4,1,57600,0,0.111243,36278.676,1266
2384,4,4,4,1,28800,0,0.110764,37721.727,1398
2387,4,4,4,2,460800,0,0.105201,33924.043,1454
2388,4,4,4,2,230400,0,0.106119,35400.344,1712
2389,4,4,4,2,115200,0,0.103193,43288.574,2405
2390,4,4,4,2,57600,0,0.106097,56131.852,3846
2394,4,4,4,3,460800,0,0.107233,39065.559,1654
2395,4,4,4,3,230400,0,0.105862,43826.16,1892
2396,4,4,4,3,115200,0,0.111287,50908.145,2622
2401,4,4,4,4,460800,0,0.107436,38829.883,1795
2402,4,4,4,4,230400,0,0.106335,43499.246,2072
2403,4,4,4,4,115200,0,0.106475,53086.684,2813
2408,4,4,4,5,460800,0,0.109182,42665.336,1937
2415,4,4,5,1,460800,0,0.110853,30319.479,1162
2416,4,4,5,1,230400,0,0.107522,31811.473,1164
2417,4,4,5,1,115200,0,0.10916,30262.021,1206
2418,4,4,5,1,57600,0,0.111243,36278.676,1266
2422,4,4,5,2,460800,0,0.105201,33924.043,1454
2423,4,4,5,2,230400,0,0.106119,35400.344,1712
2424,4,4,5,2,115200,0,0.103193,43288.574,2405
2425,4,4,5,2,57600,0,0.106097,56131.852,3846
2429,4,4,5,3,460800,0,0.107233,39065.559,1654
2430,4,4,5,3,230400,0,0.105862,43826.16,1892
2431,4,4,5,3,115200,0,0.111287,50908.145,2622
2436,4,4,5,4,460800,0,0.107436,38829.883,1795
2437,4,4,5,4,230400,0,0.106335,43499.246,2072
2443,4,4,5,5,460800,0,0.109182,42665.336,1937
2457,4,5,1,2,460800,0,0.122429,41250.215,2116
2458,4,5,1,2,230400,0,0.12532,43859.676,2121
2459,4,5,1,2,115200,0,0.128237,42454.398,2149
2460,4,5,1,2,57600,0,0.126779,46642.301,2208
2461,4,5,1,2,28800,0,0.127204,49339.809,2334
2462,4,5,1,2,14400,0,0.128018,51670.234,2412
2464,4,5,1,3,460800,0,0.125204,45464.453,2298
2465,4,5,1,3,230400,0,0.129011,44659.008,2303
2466,4,5,1,3,115200,0,0.125036,46264.848,2331
2467,4,5,1,3,57600,0,0.125423,47463.445,2391
2468,4,5,1,3,28800,0,0.125591,50236.227,2484
2471,4,5,1,4,460800,0,0.123707,49892.555,2509
2472,4,5,1,4,230400,0,0.127914,50524.84,2512
2473,4,5,1,4,115200,0,0.127579,51070.672,2535
2478,4,5,1,5,460800,0,0.128805,49233.406,2650
2492,4,5,2,2,460800,0,0.127799,42933.73,2023
2493,4,5,2,2,230400,0,0.126365,45275.859,2044
2494,4,5,2,2,115200,0,0.130771,46421.258,2090
2495,4,5,2,2,57600,0,0.131521,48182.707,2191
2496,4,5,2,2,28800,0,0.130508,55054.816,2476
2499,4,5,2,3,460800,0,0.131481,48479.031,2240
2500,4,5,2,3,230400,0,0.125497,46672.094,2251
2501,4,5,2,3,115200,0,0.128982,47790.094,2300
2502,4,5,2,3,57600,0,0.125984,51083.438,2449
2506,4,5,2,4,460800,0,0.12743,52648.848,2508
2507,4,5,2,4,230400,0,0.125944,51318.848,2529
2520,4,5,3,1,460800,0,0.130867,38172.062,1611
2521,4,5,3,1,230400,0,0.12533,34966.496,1661
2522,4,5,3,1,115200,0,0.130631,37529.406,1729
2523,4,5,3,1,57600,0,0.130815,39833.5,1881
2524,4,5,3,1,28800,0,0.130553,47688.215,2129
2527,4,5,3,2,460800,0,0.130723,47348.797,2239
2528,4,5,3,2,230400,0,0.125958,50428.016,2265
2529,4,5,3,2,115200,0,0.128209,52548.035,2346
2530,4,5,3,2,57600,0,0.129623,56111.637,2544
2534,4,5,3,3,460800,0,0.125369,51535.371,2373
2535,4,5,3,3,230400,0,0.130527,53102.91,2415
2536,4,5,3,3,115200,0,0.127607,56986.242,2511
2541,4,5,3,4,460800,0,0.13088,57861.648,2581
2555,4,5,4,1,460800,0,0.13821,34666.449,1488
2556,4,5,4,1,230400,0,0.135776,37365.02,1533
2557,4,5,4,1,115200,0,0.131642,39881.379,1664
2558,4,5,4,1,57600,0,0.136523,45368.43,1863
2562,4,5,4,2,460800,0,0.134241,44560.32,1775
2563,4,5,4,2,230400,0,0.133273,45276.926,1824
2564,4,5,4,2,115200,0,0.137007,47746.734,1916
2565,4,5,4,2,57600,0,0.138113,53415.195,2115
2569,4,5,4,3,460800,0,0.138279,43062.207,1981
2570,4,5,4,3,230400,0,0.138224,47324.594,2060
2571,4,5,4,3,115200,0,0.136786,51136.637,2200
2577,4,5,4,4,230400,0,0.137601,51255.008,2125
2591,4,5,5,1,230400,0,0.125185,40664.75,1547
2592,4,5,5,1,115200,0,0.121619,41433.488,1649
2594,4,5,5,1,28800,0,0.125991,48975.121,2097
2597,4,5,5,2,460800,0,0.125663,49324.379,1909
2598,4,5,5,2,230400,0,0.125336,49252.559,2332
2625,8,1,1,1,460800,0,0.150326,23441.25,458
2626,8,1,1,1,230400,0,0.147028,25452.742,461
2627,8,1,1,1,115200,0,0.147706,22039.963,474
2628,8,1,1,1,57600,0,0.146652,22110.186,521
2629,8,1,1,1,28800,0,0.150235,25908.4,597
2630,8,1,1,1,14400,0,0.149272,32598.033,792
2631,8,1,1,1,7200,0,0.145432,39737.473,855
2632,8,1,1,2,460800,0,0.142295,23695.279,569
2633,8,1,1,2,230400,0,0.145667,24500.463,578
2634,8,1,1,2,115200,0,0.143244,26513.018,644
2635,8,1,1,2,57600,0,0.145375,31310.859,981
2636,8,1,1,2,28800,0,0.145754,37530.207,1565
2637,8,1,1,2,14400,0,0.142178,53515.742,2724
2639,8,1,1,3,460800,0,0.143324,25954.418,627
2640,8,1,1,3,230400,0,0.150491,26658.785,654
2641,8,1,1,3,115200,0,0.150506,28193.074,749
2642,8,1,1,3,57600,0,0.150296,31606.119,1088
2643,8,1,1,3,28800,0,0.143595,38440.191,1714
2646,8,1,1,4,460800,0,0.150506,26776.357,712
2647,8,1,1,4,230400,0,0.148429,28979.637,675
2648,8,1,1,4,115200,0,0.148971,29556.855,771
2649,8,1,1,4,57600,0,0.148564,34228.348,1078
2650,8,1,1,4,28800,0,0.140479,44295.383,1666
2653,8,1,1,5,460800,0,0.150491,26624.473,705
2654,8,1,1,5,230400,0,0.150552,27725.18,726
2655,8,1,1,5,115200,0,0.148594,28895.58,814
2657,8,1,1,5,28800,0,0.150491,42984.535,1778
2660,8,1,2,1,460800,0,0.150326,23441.25,458
2661,8,1,2,1,230400,0,0.147028,25452.742,461
2662,8,1,2,1,115200,0,0.147706,22039.963,474
2663,8,1,2,1,57600,0,0.146652,22110.186,521
2664,8,1,2,1,28800,0,0.150235,25908.4,597
2665,8,1,2,1,14400,0,0.149272,32598.033,792
2666,8,1,2,1,7200,0,0.145432,39737.473,855
2667,8,1,2,2,460800,0,0.142295,23695.279,569
2668,8,1,2,2,230400,0,0.145667,24500.463,578
2669,8,1,2,2,115200,0,0.143244,26513.018,644
2670,8,1,2,2,57600,0,0.145375,31310.859,981
2671,8,1,2,2,28800,0,0.145754,37530.207,1565
2672,8,1,2,2,14400,0,0.142178,53515.742,2724
2674,8,1,2,3,460800,0,0.143324,25954.418,627
2675,8,1,2,3,230400,0,0.150491,26658.785,654
2676,8,1,2,3,115200,0,0.150506,28193.074,749
2677,8,1,2,3,57600,0,0.150296,31606.119,1088
2678,8,1,2,3,28800,0,0.143595,38440.191,1714
2681,8,1,2,4,460800,0,0.150506,26776.357,712
2682,8,1,2,4,230400,0,0.148429,28979.637,675
2683,8,1,2,4,115200,0,0.148971,29556.855,771
2684,8,1,2,4,57600,0,0.148564,34228.348,1078
2688,8,1,2,5,460800,0,0.150491,26624.473,705
2689,8,1,2,5,230400,0,0.150552,27725.18,726
2690,8,1,2,5,115200,0,0.148594,28895.58,814
2692,8,1,2,5,28800,0,0.150491,42984.535,1778
2695,8,1,3,1,460800,0,0.150326,23441.25,458
2696,8,1,3,1,230400,0,0.147028,25452.742,461
2697,8,1,3,1,115200,0,0.147706,22039.963,474
2698,8,1,3,1,57600,0,0.146652,22110.186,521
2699,8,1,3,1,28800,0,0.150235,25908.4,597
2700,8,1,3,1,14400,0,0.149272,32598.033,792
2701,8,1,3,1,7200,0,0.145432,39737.473,855
2702,8,1,3,2,460800,0,0.142295,23695.279,569
2703,8,1,3,2,230400,0,0.145667,24500.463,578
2704,8,1,3,2,115200,0,0.143244,26513.018,644
2705,8,1,3,2,57600,0,0.145375,31310.859,981
2706,8,1,3,2,28800,0,0.145754,37530.207,1565
2707,8,1,3,2,14400,0,0.142178,53515.742,2724
2709,8,1,3,3,460800,0,0.143324,25954.418,627
2710,8,1,3,3,230400,0,0.150491,26658.785,654
2711,8,1,3,3,115200,0,0.150506,28193.074,749
2712,8,1,3,3,57600,0,0.150296,31606.119,1088
2713,8,1,3,3,28800,0,0.143595,38440.191,1714
2716,8,1,3,4,460800,0,0.150506,26776.357,712
2717,8,1,3,4,230400,0,0.148429,28979.637,675
2718,8,1,3,4,115200,0,0.148971,29556.855,771
2719,8,1,3,4,57600,0,0.148564,34228.348,1078
2720,8,1,3,4,28800,0,0.140479,44295.383,1666
