Parameter,Throughput_Value,Tool,Parameter2,Area_Value,Parameter3,FF_Value,Flow
Throughput,8.353172117111473,catapult,Area,34598.090,FF,1243,catapult_asic_latency
Throughput,8.568613169958441,catapult,Area,24839.346,FF,641,catapult_asic_latency
Throughput,8.573755733699146,catapult,Area,24850.518,FF,650,catapult_asic_latency
Throughput,8.788504635936196,catapult,Area,25664.744,FF,680,catapult_asic_latency
Throughput,8.768699251153084,catapult,Area,27712.412,FF,738,catapult_asic_latency
Throughput,8.584133088399403,catapult,Area,31805.354,FF,851,catapult_asic_latency
Throughput,8.63080853414348,catapult,Area,42923.887,FF,1065,catapult_asic_latency
Throughput,8.867685268114464,catapult,Area,29288.994,FF,859,catapult_asic_latency
Throughput,8.586712920426931,catapult,Area,28879.887,FF,941,catapult_asic_latency
Throughput,8.651716500553709,catapult,Area,32793.809,FF,1234,catapult_asic_latency
Throughput,8.706251088281386,catapult,Area,40147.910,FF,1921,catapult_asic_latency
Throughput,8.676262613116775,catapult,Area,32007.248,FF,992,catapult_asic_latency
Throughput,8.940785179754485,catapult,Area,34087.633,FF,1096,catapult_asic_latency
Throughput,8.63080853414348,catapult,Area,37737.688,FF,1305,catapult_asic_latency
Throughput,8.783101313073647,catapult,Area,31742.047,FF,1064,catapult_asic_latency
Throughput,9.020874303137461,catapult,Area,32517.969,FF,1099,catapult_asic_latency
Throughput,8.681535242692318,catapult,Area,37679.164,FF,1443,catapult_asic_latency
Throughput,8.884229604029887,catapult,Area,44533.453,FF,2118,catapult_asic_latency
Throughput,8.83017801638881,catapult,Area,34375.180,FF,1114,catapult_asic_latency
Throughput,8.587524045067326,catapult,Area,36640.703,FF,1220,catapult_asic_latency
Throughput,8.786651319315697,catapult,Area,39903.191,FF,1415,catapult_asic_latency
Throughput,8.568613169958441,catapult,Area,24839.346,FF,641,catapult_asic_latency
Throughput,8.573755733699146,catapult,Area,24850.518,FF,650,catapult_asic_latency
Throughput,8.788504635936196,catapult,Area,25664.744,FF,680,catapult_asic_latency
Throughput,8.768699251153084,catapult,Area,27712.412,FF,738,catapult_asic_latency
Throughput,8.584133088399403,catapult,Area,31805.354,FF,851,catapult_asic_latency
Throughput,8.63080853414348,catapult,Area,42923.887,FF,1065,catapult_asic_latency
Throughput,8.867685268114464,catapult,Area,29288.994,FF,859,catapult_asic_latency
Throughput,8.586712920426931,catapult,Area,28879.887,FF,941,catapult_asic_latency
Throughput,8.651716500553709,catapult,Area,32793.809,FF,1234,catapult_asic_latency
Throughput,8.706251088281386,catapult,Area,40147.910,FF,1921,catapult_asic_latency
Throughput,8.742710764899766,catapult,Area,52658.156,FF,3290,catapult_asic_latency
Throughput,8.676262613116775,catapult,Area,32007.248,FF,992,catapult_asic_latency
Throughput,8.940785179754485,catapult,Area,34087.633,FF,1096,catapult_asic_latency
Throughput,8.63080853414348,catapult,Area,37737.688,FF,1305,catapult_asic_latency
Throughput,8.804754567466432,catapult,Area,60198.992,FF,3504,catapult_asic_latency
Throughput,8.783101313073647,catapult,Area,31742.047,FF,1064,catapult_asic_latency
Throughput,9.020874303137461,catapult,Area,32517.969,FF,1099,catapult_asic_latency
Throughput,8.681535242692318,catapult,Area,37679.164,FF,1443,catapult_asic_latency
Throughput,8.884229604029887,catapult,Area,44533.453,FF,2118,catapult_asic_latency
Throughput,8.83017801638881,catapult,Area,34375.180,FF,1114,catapult_asic_latency
Throughput,8.587524045067326,catapult,Area,36640.703,FF,1220,catapult_asic_latency
Throughput,8.568613169958441,catapult,Area,24839.346,FF,641,catapult_asic_latency
Throughput,8.573755733699146,catapult,Area,24850.518,FF,650,catapult_asic_latency
Throughput,8.788504635936196,catapult,Area,25664.744,FF,680,catapult_asic_latency
Throughput,8.768699251153084,catapult,Area,27712.412,FF,738,catapult_asic_latency
Throughput,8.584133088399403,catapult,Area,31805.354,FF,851,catapult_asic_latency
Throughput,8.63080853414348,catapult,Area,42923.887,FF,1065,catapult_asic_latency
Throughput,8.867685268114464,catapult,Area,29288.994,FF,859,catapult_asic_latency
Throughput,8.586712920426931,catapult,Area,28879.887,FF,941,catapult_asic_latency
Throughput,8.651716500553709,catapult,Area,32793.809,FF,1234,catapult_asic_latency
Throughput,8.706251088281386,catapult,Area,40147.910,FF,1921,catapult_asic_latency
Throughput,8.676262613116775,catapult,Area,32007.248,FF,992,catapult_asic_latency
Throughput,8.940785179754485,catapult,Area,34087.633,FF,1096,catapult_asic_latency
Throughput,8.63080853414348,catapult,Area,37737.688,FF,1305,catapult_asic_latency
Throughput,8.804754567466432,catapult,Area,60198.992,FF,3504,catapult_asic_latency
Throughput,8.783101313073647,catapult,Area,31742.047,FF,1064,catapult_asic_latency
Throughput,9.020874303137461,catapult,Area,32517.969,FF,1099,catapult_asic_latency
Throughput,8.681535242692318,catapult,Area,37679.164,FF,1443,catapult_asic_latency
Throughput,8.884229604029887,catapult,Area,44533.453,FF,2118,catapult_asic_latency
Throughput,8.83017801638881,catapult,Area,34375.180,FF,1114,catapult_asic_latency
Throughput,8.587524045067326,catapult,Area,36640.703,FF,1220,catapult_asic_latency
Throughput,8.568613169958441,catapult,Area,24839.346,FF,641,catapult_asic_latency
Throughput,8.573755733699146,catapult,Area,24850.518,FF,650,catapult_asic_latency
Throughput,8.788504635936196,catapult,Area,25664.744,FF,680,catapult_asic_latency
Throughput,8.768699251153084,catapult,Area,27712.412,FF,738,catapult_asic_latency
Throughput,8.584133088399403,catapult,Area,31805.354,FF,851,catapult_asic_latency
Throughput,8.63080853414348,catapult,Area,42923.887,FF,1065,catapult_asic_latency
Throughput,8.867685268114464,catapult,Area,29288.994,FF,859,catapult_asic_latency
Throughput,8.586712920426931,catapult,Area,28879.887,FF,941,catapult_asic_latency
Throughput,8.651716500553709,catapult,Area,32793.809,FF,1234,catapult_asic_latency
Throughput,8.706251088281386,catapult,Area,40147.910,FF,1921,catapult_asic_latency
Throughput,8.742710764899766,catapult,Area,52658.156,FF,3290,catapult_asic_latency
Throughput,8.676262613116775,catapult,Area,32007.248,FF,992,catapult_asic_latency
Throughput,8.940785179754485,catapult,Area,34087.633,FF,1096,catapult_asic_latency
Throughput,8.63080853414348,catapult,Area,37737.688,FF,1305,catapult_asic_latency
Throughput,8.804754567466432,catapult,Area,60198.992,FF,3504,catapult_asic_latency
Throughput,8.783101313073647,catapult,Area,31742.047,FF,1064,catapult_asic_latency
Throughput,9.020874303137461,catapult,Area,32517.969,FF,1099,catapult_asic_latency
Throughput,8.681535242692318,catapult,Area,37679.164,FF,1443,catapult_asic_latency
Throughput,8.884229604029887,catapult,Area,44533.453,FF,2118,catapult_asic_latency
Throughput,8.83017801638881,catapult,Area,34375.180,FF,1114,catapult_asic_latency
Throughput,8.587524045067326,catapult,Area,36640.703,FF,1220,catapult_asic_latency
Throughput,7.68586339146408,catapult,Area,30167.061,FF,1123,catapult_asic_latency
Throughput,7.5233788999315365,catapult,Area,28501.635,FF,1133,catapult_asic_latency
Throughput,7.777380267230786,catapult,Area,29939.631,FF,1155,catapult_asic_latency
Throughput,7.606413728055497,catapult,Area,31206.057,FF,1210,catapult_asic_latency
Throughput,7.6272996308386976,catapult,Area,31678.738,FF,1230,catapult_asic_latency
Throughput,7.519588528115742,catapult,Area,35376.672,FF,1409,catapult_asic_latency
Throughput,7.512809339924571,catapult,Area,38442.055,FF,1545,catapult_asic_latency
Throughput,8.174409194575462,catapult,Area,33248.938,FF,1444,catapult_asic_latency
Throughput,8.187527121183589,catapult,Area,36118.277,FF,1454,catapult_asic_latency
Throughput,8.186655751125665,catapult,Area,36430.828,FF,1477,catapult_asic_latency
Throughput,8.501883167121518,catapult,Area,34139.504,FF,1540,catapult_asic_latency
Throughput,8.334514056157955,catapult,Area,39991.770,FF,1683,catapult_asic_latency
