n,knob_blockdim_x,knob_blockdim_y,knob_unroll_dct,knob_unroll_width,knob_unroll_height,knob_array_partition1,knob_array_partition2,knob_I_B,obj1,obj2,lut,ff,dsp,bram
0525,1,4,1,1,8,2,2097152,0,1.890137,239,1154,268,1,0
0526,1,4,1,1,8,4,1048576,0,2.024088,457,1956,283,1,0
0528,1,4,1,2,1,1,4194304,0,2.077796,126,587,346,1,0
0529,1,4,1,2,1,2,2097152,0,1.940987,161,779,348,1,0
0530,1,4,1,2,1,4,1048576,0,1.913908,201,959,359,1,0
0532,1,4,1,2,2,1,4194304,0,1.879032,150,726,265,1,0
0533,1,4,1,2,2,2,2097152,0,1.967793,207,901,267,1,0
0534,1,4,1,2,2,4,1048576,0,1.725291,318,1298,278,1,0
0536,1,4,1,2,4,1,4194304,0,1.917040,217,1068,266,1,0
0537,1,4,1,2,4,2,2097152,0,2.149401,266,1341,268,1,0
0538,1,4,1,2,4,4,1048576,0,2.007442,489,2060,283,1,0
0540,1,4,1,2,8,1,4194304,0,1.917679,325,1782,274,1,0
0541,1,4,1,2,8,2,2097152,0,2.089531,486,2422,276,1,0
0542,1,4,1,2,8,4,1048576,0,1.944987,655,3069,284,1,0
0544,1,4,1,4,1,1,4194304,0,1.886357,147,698,265,1,0
0545,1,4,1,4,1,2,2097152,0,1.899073,209,959,267,1,0
0546,1,4,1,4,1,4,1048576,0,1.787931,297,1269,276,1,0
0548,1,4,1,4,2,1,4194304,0,1.941658,221,1060,266,1,0
0549,1,4,1,4,2,2,2097152,0,2.024533,348,1795,268,1,0
0550,1,4,1,4,2,4,1048576,0,2.041013,483,2064,278,1,0
0552,1,4,1,4,4,1,4194304,0,2.079716,320,1636,267,1,0
0553,1,4,1,4,4,2,2097152,0,2.030513,447,2199,271,1,0
0554,1,4,1,4,4,4,1048576,0,1.975659,607,3084,284,1,0
0560,1,4,1,8,1,1,4194304,0,1.899544,215,1036,266,1,0
0561,1,4,1,8,1,2,2097152,0,2.131718,281,1313,270,1,0
0562,1,4,1,8,1,4,1048576,0,1.989023,451,2005,277,1,0
0564,1,4,1,8,2,1,4194304,0,2.100108,328,1758,273,1,0
0565,1,4,1,8,2,2,2097152,0,2.111880,592,3268,281,1,0
0566,1,4,1,8,2,4,1048576,0,2.159674,663,3219,291,1,0
0576,1,4,2,1,1,1,4194304,0,1.532889,96,434,320,1,0
0577,1,4,2,1,1,2,2097152,0,1.641895,128,543,322,1,0
0578,1,4,2,1,1,4,1048576,0,1.547658,183,755,314,1,0
0580,1,4,2,1,2,1,4194304,0,1.976609,153,707,385,1,0
0581,1,4,2,1,2,2,2097152,0,1.982937,214,900,387,1,0
0582,1,4,2,1,2,4,1048576,0,2.103414,235,1118,358,1,0
0584,1,4,2,1,4,1,4194304,0,1.920690,187,925,341,1,0
0585,1,4,2,1,4,2,2097152,0,1.871237,248,1109,347,1,0
0586,1,4,2,1,4,4,1048576,0,1.859753,353,1546,279,1,0
0588,1,4,2,1,8,1,4194304,0,1.911717,283,1375,423,1,0
0589,1,4,2,1,8,2,2097152,0,2.027493,369,1857,431,1,0
0590,1,4,2,1,8,4,1048576,0,2.021400,484,2279,287,1,0
0592,1,4,2,2,1,1,4194304,0,1.858735,125,630,295,1,0
0593,1,4,2,2,1,2,2097152,0,1.929765,157,756,297,1,0
0594,1,4,2,2,1,4,1048576,0,1.994231,258,1082,266,1,0
0596,1,4,2,2,2,1,4194304,0,1.923167,181,965,341,1,0
0597,1,4,2,2,2,2,2097152,0,1.826833,217,1138,343,1,0
0598,1,4,2,2,2,4,1048576,0,1.876055,363,1583,283,1,0
0600,1,4,2,2,4,1,4194304,0,2.081938,292,1415,425,1,0
0601,1,4,2,2,4,2,2097152,0,1.905689,370,1833,431,1,0
0602,1,4,2,2,4,4,1048576,0,1.988188,486,2339,293,1,0
0604,1,4,2,2,8,1,4194304,0,1.973823,492,2310,584,1,0
0605,1,4,2,2,8,2,2097152,0,2.003118,583,3289,602,1,0
0606,1,4,2,2,8,4,1048576,0,1.958589,732,3643,303,1,0
0608,1,4,2,4,1,1,4194304,0,1.808334,186,870,343,1,0
0609,1,4,2,4,1,2,2097152,0,1.857328,249,1173,343,1,0
0610,1,4,2,4,1,4,1048576,0,1.921325,308,1316,274,1,0
0612,1,4,2,4,2,1,4194304,0,1.997468,300,1418,423,1,0
0613,1,4,2,4,2,2,2097152,0,2.047393,432,2108,430,1,0
0614,1,4,2,4,2,4,1048576,0,1.980357,496,2472,294,1,0
0616,1,4,2,4,4,1,4194304,0,2.103968,487,2441,589,1,0
0617,1,4,2,4,4,2,2097152,0,2.149671,558,3031,586,1,0
0618,1,4,2,4,4,4,1048576,0,1.956547,690,3593,300,1,0
0624,1,4,2,8,1,1,4194304,0,2.033145,219,1034,423,1,0
0625,1,4,2,8,1,2,2097152,0,1.931171,285,1378,426,1,0
0626,1,4,2,8,1,4,1048576,0,1.861548,421,1806,286,1,0
0628,1,4,2,8,2,1,4194304,0,1.998640,479,2395,596,1,0
0629,1,4,2,8,2,2,2097152,0,2.117475,814,4631,613,1,0
0630,1,4,2,8,2,4,1048576,0,2.068956,790,3969,313,1,0
0640,1,4,4,1,1,1,4194304,0,1.601179,87,476,303,1,0
0641,1,4,4,1,1,2,2097152,0,1.773875,145,620,305,1,0
0642,1,4,4,1,1,4,1048576,0,1.483325,218,871,312,1,0
0644,1,4,4,1,2,1,4194304,0,2.086070,147,747,351,1,0
0645,1,4,4,1,2,2,2097152,0,1.957033,192,945,358,1,0
0646,1,4,4,1,2,4,1048576,0,2.307978,297,1317,366,1,0
0648,1,4,4,1,4,1,4194304,0,1.820867,194,959,265,1,0
0649,1,4,4,1,4,2,2097152,0,1.871965,243,1145,267,1,0
0650,1,4,4,1,4,4,1048576,0,1.953395,349,1608,274,1,0
0652,1,4,4,1,8,1,4194304,0,2.032888,260,1310,266,1,0
0653,1,4,4,1,8,2,2097152,0,1.906663,324,1645,268,1,0
0654,1,4,4,1,8,4,1048576,0,1.890564,469,2392,279,1,0
0656,1,4,4,2,1,1,4194304,0,2.287530,144,758,352,1,0
0657,1,4,4,2,1,2,2097152,0,2.052523,225,984,360,1,0
0658,1,4,4,2,1,4,1048576,0,2.166876,274,1229,361,1,0
0660,1,4,4,2,2,1,4194304,0,1.773392,188,1009,265,1,0
0661,1,4,4,2,2,2,2097152,0,1.986199,243,1173,267,1,0
0662,1,4,4,2,2,4,1048576,0,1.871162,407,1695,274,1,0
0664,1,4,4,2,4,1,4194304,0,1.955727,293,1510,271,1,0
0665,1,4,4,2,4,2,2097152,0,1.871264,353,1775,276,1,0
0666,1,4,4,2,4,4,1048576,0,1.978360,495,2458,282,1,0
0668,1,4,4,2,8,1,4194304,0,2.078150,375,2103,280,1,0
0669,1,4,4,2,8,2,2097152,0,2.133913,595,3117,285,1,0
0670,1,4,4,2,8,4,1048576,0,2.024254,684,3545,292,1,0
0672,1,4,4,4,1,1,4194304,0,1.900829,204,986,265,1,0
0673,1,4,4,4,1,2,2097152,0,2.012149,254,1276,272,1,0
0674,1,4,4,4,1,4,1048576,0,1.858589,364,1625,274,1,0
0676,1,4,4,4,2,1,4194304,0,1.896129,296,1597,271,1,0
0677,1,4,4,4,2,2,2097152,0,1.985499,406,2114,281,1,0
0678,1,4,4,4,2,4,1048576,0,2.028200,501,2507,282,1,0
0680,1,4,4,4,4,1,4194304,0,2.124654,460,2366,288,1,0
0681,1,4,4,4,4,2,2097152,0,2.109488,571,2998,290,1,0
0682,1,4,4,4,4,4,1048576,0,2.045090,724,3737,298,1,0
0688,1,4,4,8,1,1,4194304,0,1.906663,310,1588,275,1,0
0689,1,4,4,8,1,2,2097152,0,2.113432,362,1758,275,1,0
0690,1,4,4,8,1,4,1048576,0,1.987177,520,2371,284,1,0
0692,1,4,4,8,2,1,4194304,0,1.935330,469,2625,279,1,0
0693,1,4,4,8,2,2,2097152,0,2.058067,724,4244,310,1,0
0694,1,4,4,8,2,4,1048576,0,2.105669,808,4178,307,1,0
0704,1,4,8,1,1,1,4194304,0,1.623794,84,435,304,1,0
0705,1,4,8,1,1,2,2097152,0,1.737814,145,625,306,1,0
0706,1,4,8,1,1,4,1048576,0,1.819917,257,921,317,1,0
0708,1,4,8,1,2,1,4194304,0,2.018760,124,686,353,1,0
0709,1,4,8,1,2,2,2097152,0,2.018760,204,969,356,1,0
0710,1,4,8,1,2,4,1048576,0,2.008354,304,1371,364,1,0
0712,1,4,8,1,4,1,4194304,0,1.827855,155,798,265,1,0
0713,1,4,8,1,4,2,2097152,0,2.046133,228,1051,267,1,0
0714,1,4,8,1,4,4,1048576,0,1.962892,333,1561,274,1,0
0716,1,4,8,1,8,1,4194304,0,1.782933,241,1231,266,1,0
0717,1,4,8,1,8,2,2097152,0,1.854842,315,1579,268,1,0
0718,1,4,8,1,8,4,1048576,0,1.912647,480,2273,277,1,0
0720,1,4,8,2,1,1,4194304,0,1.928385,135,683,354,1,0
0721,1,4,8,2,1,2,2097152,0,2.057437,231,946,357,1,0
0722,1,4,8,2,1,4,1048576,0,2.014189,309,1374,367,1,0
0724,1,4,8,2,2,1,4194304,0,1.863132,166,846,265,1,0
0725,1,4,8,2,2,2,2097152,0,2.063852,220,1043,268,1,0
0726,1,4,8,2,2,4,1048576,0,2.057608,319,1597,278,1,0
0728,1,4,8,2,4,1,4194304,0,1.944623,226,1143,266,1,0
0729,1,4,8,2,4,2,2097152,0,2.043589,305,1492,268,1,0
0730,1,4,8,2,4,4,1048576,0,1.949479,529,2307,277,1,0
0732,1,4,8,2,8,1,4194304,0,2.067101,339,1863,272,1,0
0733,1,4,8,2,8,2,2097152,0,1.933918,568,3122,277,1,0
0734,1,4,8,2,8,4,1048576,0,2.099703,667,3512,286,1,0
0736,1,4,8,4,1,1,4194304,0,1.819684,153,829,265,1,0
0737,1,4,8,4,1,2,2097152,0,1.984122,243,1238,267,1,0
0738,1,4,8,4,1,4,1048576,0,1.847206,372,1717,276,1,0
0740,1,4,8,4,2,1,4194304,0,1.890881,255,1289,266,1,0
0741,1,4,8,4,2,2,2097152,0,2.041421,380,1928,271,1,0
0742,1,4,8,4,2,4,1048576,0,2.019221,501,2373,277,1,0
0744,1,4,8,4,4,1,4194304,0,1.978151,345,1838,267,1,0
0745,1,4,8,4,4,2,2097152,0,1.987862,431,2284,270,1,0
0746,1,4,8,4,4,4,1048576,0,2.150647,647,3213,282,1,0
0752,1,4,8,8,1,1,4194304,0,1.811589,252,1282,266,1,0
0753,1,4,8,8,1,2,2097152,0,1.955906,353,1842,270,1,0
0754,1,4,8,8,1,4,1048576,0,1.991754,489,2400,281,1,0
0756,1,4,8,8,2,1,4194304,0,1.717448,400,2110,271,1,0
0757,1,4,8,8,2,2,2097152,0,2.034252,658,3835,283,1,0
0758,1,4,8,8,2,4,1048576,0,1.890881,759,3816,282,1,0
0768,1,8,1,1,1,1,4194304,0,1.964300,139,590,335,1,0
0769,1,8,1,1,1,2,2097152,0,2.065553,137,625,337,1,0
0770,1,8,1,1,1,4,1048576,0,2.001269,210,910,344,1,0
0772,1,8,1,1,2,1,4194304,0,1.820174,124,595,265,1,0
0773,1,8,1,1,2,2,2097152,0,1.993927,202,864,267,1,0
0774,1,8,1,1,2,4,1048576,0,1.922589,278,1151,278,1,0
0776,1,8,1,1,4,1,4194304,0,1.898678,167,842,266,1,0
0777,1,8,1,1,4,2,2097152,0,1.880786,233,1142,270,1,0
0778,1,8,1,1,4,4,1048576,0,1.923868,389,1629,277,1,0
0780,1,8,1,1,8,1,4194304,0,2.102716,278,1397,267,1,0
0781,1,8,1,1,8,2,2097152,0,1.931570,341,1670,271,1,0
0782,1,8,1,1,8,4,1048576,0,1.902849,544,2428,281,1,0
0784,1,8,1,2,1,1,4194304,0,1.824665,139,697,265,1,0
0785,1,8,1,2,1,2,2097152,0,1.790521,187,807,267,1,0
0786,1,8,1,2,1,4,1048576,0,1.844680,321,1238,278,1,0
0788,1,8,1,2,2,1,4194304,0,1.901164,209,910,266,1,0
0789,1,8,1,2,2,2,2097152,0,2.094458,230,1168,269,1,0
0790,1,8,1,2,2,4,1048576,0,1.998635,379,1668,281,1,0
0792,1,8,1,2,4,1,4194304,0,1.886671,252,1271,267,1,0
0793,1,8,1,2,4,2,2097152,0,1.900090,327,1669,271,1,0
0794,1,8,1,2,4,4,1048576,0,1.967891,504,2417,280,1,0
0796,1,8,1,2,8,1,4194304,0,1.913207,445,2379,271,1,0
0800,1,8,1,4,1,1,4194304,0,1.940987,188,954,266,1,0
0801,1,8,1,4,1,2,2097152,0,2.008331,264,1226,270,1,0
0802,1,8,1,4,1,4,1048576,0,1.907079,392,1775,277,1,0
0804,1,8,1,4,2,1,4194304,0,1.987804,306,1501,267,1,0
0805,1,8,1,4,2,2,2097152,0,2.154024,356,1862,269,1,0
0806,1,8,1,4,2,4,1048576,0,2.035598,583,2826,283,1,0
0808,1,8,1,4,4,1,4194304,0,2.163997,305,1550,268,1,0
0816,1,8,1,8,1,1,4194304,0,1.974659,275,1464,267,1,0
0817,1,8,1,8,1,2,2097152,0,1.912495,398,2189,271,1,0
0818,1,8,1,8,1,4,1048576,0,1.969243,591,3063,282,1,0
0820,1,8,1,8,2,1,4194304,0,2.046428,429,2294,275,1,0
0832,1,8,2,1,1,1,4194304,0,1.966571,131,629,355,1,0
0833,1,8,2,1,1,2,2097152,0,2.013455,150,749,357,1,0
0834,1,8,2,1,1,4,1048576,0,2.049087,256,1078,345,1,0
0836,1,8,2,1,2,1,4194304,0,1.839960,171,831,303,1,0
0837,1,8,2,1,2,2,2097152,0,1.962780,211,997,305,1,0
0838,1,8,2,1,2,4,1048576,0,1.973327,327,1401,277,1,0
0840,1,8,2,1,4,1,4194304,0,1.929830,228,1165,345,1,0
0841,1,8,2,1,4,2,2097152,0,1.945065,297,1519,350,1,0
0842,1,8,2,1,4,4,1048576,0,1.897956,450,2061,281,1,0
0844,1,8,2,1,8,1,4194304,0,2.016478,394,2014,429,1,0
0845,1,8,2,1,8,2,2097152,0,2.074835,486,2495,432,1,0
0846,1,8,2,1,8,4,1048576,0,1.981323,637,3287,298,1,0
0848,1,8,2,2,1,1,4194304,0,1.899056,166,812,303,1,0
0849,1,8,2,2,1,2,2097152,0,1.867643,206,1018,305,1,0
0850,1,8,2,2,1,4,1048576,0,1.859907,299,1451,274,1,0
0852,1,8,2,2,2,1,4194304,0,1.891524,243,1220,345,1,0
0853,1,8,2,2,2,2,2097152,0,1.941918,311,1603,354,1,0
0854,1,8,2,2,2,4,1048576,0,2.010594,427,2160,286,1,0
0856,1,8,2,2,4,1,4194304,0,2.054750,361,1898,431,1,0
0857,1,8,2,2,4,2,2097152,0,2.017719,491,2623,435,1,0
0858,1,8,2,2,4,4,1048576,0,1.984438,688,3403,298,1,0
0860,1,8,2,2,8,1,4194304,0,2.120769,578,3163,594,1,0
0864,1,8,2,4,1,1,4194304,0,1.938204,230,1111,346,1,0
0865,1,8,2,4,1,2,2097152,0,1.905619,307,1590,349,1,0
0866,1,8,2,4,1,4,1048576,0,1.958599,465,2053,284,1,0
0868,1,8,2,4,2,1,4194304,0,2.109506,360,1906,428,1,0
0869,1,8,2,4,2,2,2097152,0,2.006375,491,2559,439,1,0
0870,1,8,2,4,2,4,1048576,0,2.159900,689,3456,297,1,0
0872,1,8,2,4,4,1,4194304,0,2.026156,579,3051,593,1,0
0880,1,8,2,8,1,1,4194304,0,2.033848,359,1784,432,1,0
0881,1,8,2,8,1,2,2097152,0,2.098783,447,2467,441,1,0
0882,1,8,2,8,1,4,1048576,0,2.010171,623,3198,297,1,0
0884,1,8,2,8,2,1,4194304,0,2.222950,626,3231,594,1,0
0896,1,8,4,1,1,1,4194304,0,2.003749,133,678,339,1,0
0897,1,8,4,1,1,2,2097152,0,2.069560,191,853,345,1,0
0898,1,8,4,1,1,4,1048576,0,2.195816,322,1241,348,1,0
0900,1,8,4,1,2,1,4194304,0,1.899164,174,915,266,1,0
0901,1,8,4,1,2,2,2097152,0,1.903364,260,1149,267,1,0
0902,1,8,4,1,2,4,1048576,0,1.895897,383,1679,282,1,0
0904,1,8,4,1,4,1,4194304,0,1.844433,249,1355,271,1,0
0905,1,8,4,1,4,2,2097152,0,1.950129,360,1683,272,1,0
0906,1,8,4,1,4,4,1048576,0,1.912097,444,2205,286,1,0
0908,1,8,4,1,8,1,4194304,0,2.090050,374,1944,283,1,0
0909,1,8,4,1,8,2,2097152,0,2.015389,463,2360,284,1,0
0910,1,8,4,1,8,4,1048576,0,2.114548,678,3279,287,1,0
0912,1,8,4,2,1,1,4194304,0,2.002814,192,979,266,1,0
0913,1,8,4,2,1,2,2097152,0,1.910398,232,1109,267,1,0
0914,1,8,4,2,1,4,1048576,0,1.937470,329,1541,277,1,0
0916,1,8,4,2,2,1,4194304,0,1.911763,254,1352,269,1,0
0917,1,8,4,2,2,2,2097152,0,1.873962,357,1640,273,1,0
0918,1,8,4,2,2,4,1048576,0,1.945364,472,2180,283,1,0
0920,1,8,4,2,4,1,4194304,0,2.030158,352,1956,280,1,0
0921,1,8,4,2,4,2,2097152,0,2.085689,465,2401,279,1,0
0922,1,8,4,2,4,4,1048576,0,2.130021,662,3139,284,1,0
0924,1,8,4,2,8,1,4194304,0,2.153278,533,3054,290,1,0
0928,1,8,4,4,1,1,4194304,0,1.902463,272,1442,270,1,0
0929,1,8,4,4,1,2,2097152,0,2.011215,327,1617,273,1,0
0930,1,8,4,4,1,4,1048576,0,1.891261,514,2404,290,1,0
0932,1,8,4,4,2,1,4194304,0,2.094235,391,2119,281,1,0
0933,1,8,4,4,2,2,2097152,0,2.101936,520,2601,287,1,0
0934,1,8,4,4,2,4,1048576,0,2.009299,685,3322,295,1,0
0936,1,8,4,4,4,1,4194304,0,2.143320,558,3057,294,1,0
0944,1,8,4,8,1,1,4194304,0,2.080527,363,1951,285,1,0
0945,1,8,4,8,1,2,2097152,0,1.914131,486,2525,286,1,0
0946,1,8,4,8,1,4,1048576,0,1.941903,702,3461,298,1,0
0948,1,8,4,8,2,1,4194304,0,2.007666,519,2848,294,1,0
0960,1,8,8,1,1,1,4194304,0,1.915666,133,643,339,1,0
0961,1,8,8,1,1,2,2097152,0,2.055357,194,940,341,1,0
0962,1,8,8,1,1,4,1048576,0,1.896932,292,1315,349,1,0
0964,1,8,8,1,2,1,4194304,0,1.802085,137,709,265,1,0
0965,1,8,8,1,2,2,2097152,0,1.759767,200,944,267,1,0
0966,1,8,8,1,2,4,1048576,0,1.904063,285,1428,276,1,0
0968,1,8,8,1,4,1,4194304,0,1.845659,224,1123,266,1,0
0969,1,8,8,1,4,2,2097152,0,1.979309,288,1348,268,1,0
0970,1,8,8,1,4,4,1048576,0,1.941850,451,2317,280,1,0
0972,1,8,8,1,8,1,4194304,0,1.999586,262,1337,267,1,0
0973,1,8,8,1,8,2,2097152,0,2.020858,405,2176,271,1,0
0974,1,8,8,1,8,4,1048576,0,1.897849,618,3181,278,1,0
0976,1,8,8,2,1,1,4194304,0,1.840731,157,777,265,1,0
0977,1,8,8,2,1,2,2097152,0,1.786844,198,995,267,1,0
0978,1,8,8,2,1,4,1048576,0,1.886755,290,1483,276,1,0
0980,1,8,8,2,2,1,4194304,0,1.912618,217,1172,266,1,0
0981,1,8,8,2,2,2,2097152,0,1.938286,294,1596,269,1,0
0982,1,8,8,2,2,4,1048576,0,1.988004,461,2213,281,1,0
0984,1,8,8,2,4,1,4194304,0,1.911095,303,1585,267,1,0
0985,1,8,8,2,4,2,2097152,0,2.047520,418,2186,271,1,0
0986,1,8,8,2,4,4,1048576,0,1.939999,654,3153,283,1,0
0988,1,8,8,2,8,1,4194304,0,2.072881,441,2461,273,1,0
0992,1,8,8,4,1,1,4194304,0,1.878429,210,1044,266,1,0
0993,1,8,8,4,1,2,2097152,0,1.880741,289,1510,270,1,0
0994,1,8,8,4,1,4,1048576,0,1.901325,451,2209,283,1,0
0996,1,8,8,4,2,1,4194304,0,1.967885,316,1799,267,1,0
0997,1,8,8,4,2,2,2097152,0,2.002340,434,2363,271,1,0
0998,1,8,8,4,2,4,1048576,0,2.074720,640,3235,282,1,0
1000,1,8,8,4,4,1,4194304,0,2.018847,479,2643,271,1,0
1008,1,8,8,8,1,1,4194304,0,1.888836,300,1606,267,1,0
1009,1,8,8,8,1,2,2097152,0,1.999386,462,2319,271,1,0
1010,1,8,8,8,1,4,1048576,0,2.010025,655,3276,281,1,0
1012,1,8,8,8,2,1,4194304,0,2.007890,497,2720,276,1,0
1024,2,1,1,1,1,1,4194304,0,1.582949,81,352,282,1,0
1025,2,1,1,1,1,2,2097152,0,1.624202,128,447,284,1,0
1026,2,1,1,1,1,4,1048576,0,1.652254,147,575,294,1,0
1028,2,1,1,1,2,1,4194304,0,1.623505,85,378,310,1,0
1029,2,1,1,1,2,2,2097152,0,1.713778,102,479,312,1,0
1030,2,1,1,1,2,4,1048576,0,1.678187,153,624,321,1,0
1032,2,1,1,1,4,1,4194304,0,1.971026,135,596,367,1,0
1033,2,1,1,1,4,2,2097152,0,2.231457,164,724,369,1,0
1034,2,1,1,1,4,4,1048576,0,1.954764,207,1010,376,1,0
1036,2,1,1,1,8,1,4194304,0,1.897898,157,815,263,1,0
1037,2,1,1,1,8,2,2097152,0,1.795615,208,1093,265,1,0
1038,2,1,1,1,8,4,1048576,0,1.879044,292,1337,272,1,0
1040,2,1,1,2,1,1,4194304,0,1.664512,93,375,255,1,0
1041,2,1,1,2,1,2,2097152,0,1.716844,125,471,257,1,0
1042,2,1,1,2,1,4,1048576,0,1.647067,148,633,266,1,0
1044,2,1,1,2,2,1,4194304,0,1.888196,132,627,368,1,0
1045,2,1,1,2,2,2,2097152,0,1.913651,182,791,370,1,0
1046,2,1,1,2,2,4,1048576,0,1.969041,237,978,377,1,0
1048,2,1,1,2,4,1,4194304,0,1.891835,181,802,263,1,0
1049,2,1,1,2,4,2,2097152,0,1.898670,225,1027,265,1,0
1050,2,1,1,2,4,4,1048576,0,1.952642,319,1347,274,1,0
1052,2,1,1,2,8,1,4194304,0,1.965300,234,1211,264,1,0
1053,2,1,1,2,8,2,2097152,0,1.895540,279,1426,268,1,0
1054,2,1,1,2,8,4,1048576,0,1.904260,454,2022,279,1,0
1056,2,1,1,4,1,1,4194304,0,2.102975,119,602,370,1,0
1057,2,1,1,4,1,2,2097152,0,1.978036,176,747,372,1,0
1058,2,1,1,4,1,4,1048576,0,1.952813,227,948,379,1,0
1060,2,1,1,4,2,1,4194304,0,1.789201,163,795,263,1,0
1061,2,1,1,4,2,2,2097152,0,2.030558,188,961,265,1,0
1062,2,1,1,4,2,4,1048576,0,1.872167,276,1386,272,1,0
1064,2,1,1,4,4,1,4194304,0,1.963718,261,1279,264,1,0
1065,2,1,1,4,4,2,2097152,0,1.969139,310,1584,267,1,0
1066,2,1,1,4,4,4,1048576,0,2.061291,469,2191,280,1,0
1068,2,1,1,4,8,1,4194304,0,2.175994,358,1816,269,1,0
1069,2,1,1,4,8,2,2097152,0,2.133808,465,2527,272,1,0
1070,2,1,1,4,8,4,1048576,0,2.046844,688,3465,283,1,0
1072,2,1,1,8,1,1,4194304,0,1.884214,154,782,263,1,0
1073,2,1,1,8,1,2,2097152,0,1.815380,199,916,265,1,0
1074,2,1,1,8,1,4,1048576,0,1.912266,330,1334,274,1,0
1076,2,1,1,8,2,1,4194304,0,2.060727,226,1159,264,1,0
1077,2,1,1,8,2,2,2097152,0,2.105982,289,1491,266,1,0
1078,2,1,1,8,2,4,1048576,0,1.893144,507,2194,285,1,0
1080,2,1,1,8,4,1,4194304,0,2.078260,401,2045,268,1,0
1081,2,1,1,8,4,2,2097152,0,1.929780,508,2721,274,1,0
1082,2,1,1,8,4,4,1048576,0,2.046914,695,3443,284,1,0
1088,2,1,2,1,1,1,4194304,0,1.520522,90,421,322,1,0
1089,2,1,2,1,1,2,2097152,0,1.647017,121,547,325,1,0
1090,2,1,2,1,1,4,1048576,0,1.902354,207,745,297,1,0
1092,2,1,2,1,2,1,4194304,0,1.733608,112,545,332,1,0
1093,2,1,2,1,2,2,2097152,0,1.880970,166,711,334,1,0
1094,2,1,2,1,2,4,1048576,0,1.802831,221,880,265,1,0
1096,2,1,2,1,4,1,4194304,0,2.159585,153,677,527,1,0
1097,2,1,2,1,4,2,2097152,0,2.122748,210,985,529,1,0
1098,2,1,2,1,4,4,1048576,0,1.998391,269,1152,388,1,0
1100,2,1,2,1,8,1,4194304,0,1.803815,236,1143,571,1,0
1101,2,1,2,1,8,2,2097152,0,1.874438,315,1514,575,1,0
1102,2,1,2,1,8,4,1048576,0,1.857310,385,1696,281,1,0
1104,2,1,2,2,1,1,4194304,0,1.735023,110,527,332,1,0
1105,2,1,2,2,1,2,2097152,0,1.810591,171,796,334,1,0
1106,2,1,2,2,1,4,1048576,0,1.810591,201,851,265,1,0
1108,2,1,2,2,2,1,4194304,0,1.820428,179,927,416,1,0
1109,2,1,2,2,2,2,2097152,0,1.822775,238,1095,419,1,0
1110,2,1,2,2,2,4,1048576,0,1.798841,271,1366,275,1,0
1112,2,1,2,2,4,1,4194304,0,1.820301,246,1147,571,1,0
1113,2,1,2,2,4,2,2097152,0,1.863240,296,1506,574,1,0
1114,2,1,2,2,4,4,1048576,0,1.822413,377,1802,281,1,0
1116,2,1,2,2,8,1,4194304,0,1.957964,423,1855,884,1,0
1117,2,1,2,2,8,2,2097152,0,2.101087,497,2523,890,1,0
1118,2,1,2,2,8,4,1048576,0,1.970165,536,2581,289,1,0
1120,2,1,2,4,1,1,4194304,0,1.767878,161,784,416,1,0
1121,2,1,2,4,1,2,2097152,0,1.753562,229,971,418,1,0
1122,2,1,2,4,1,4,1048576,0,1.866446,280,1116,273,1,0
1124,2,1,2,4,2,1,4194304,0,1.994774,234,1061,571,1,0
1125,2,1,2,4,2,2,2097152,0,1.988204,300,1480,577,1,0
1126,2,1,2,4,2,4,1048576,0,1.794147,372,1572,280,1,0
1128,2,1,2,4,4,1,4194304,0,2.106087,407,1866,885,1,0
1129,2,1,2,4,4,2,2097152,0,2.136824,505,2550,890,1,0
1130,2,1,2,4,4,4,1048576,0,1.998858,557,2701,295,1,0
1132,2,1,2,4,8,1,4194304,0,2.151531,727,3088,1503,1,0
1133,2,1,2,4,8,2,2097152,0,2.071523,863,4487,1509,1,0
1134,2,1,2,4,8,4,1048576,0,1.991750,871,4441,305,1,0
1136,2,1,2,8,1,1,4194304,0,1.699585,207,952,569,1,0
1137,2,1,2,8,1,2,2097152,0,1.793224,261,1233,571,1,0
1138,2,1,2,8,1,4,1048576,0,1.912913,286,1395,281,1,0
1140,2,1,2,8,2,1,4194304,0,1.921328,408,1816,887,1,0
1141,2,1,2,8,2,2,2097152,0,2.048040,500,2562,888,1,0
1142,2,1,2,8,2,4,1048576,0,2.032788,474,2505,293,1,0
1144,2,1,2,8,4,1,4194304,0,2.111014,730,3141,1510,1,0
1145,2,1,2,8,4,2,2097152,0,2.019975,881,4847,1506,1,0
1146,2,1,2,8,4,4,1048576,0,2.060567,876,4296,307,1,0
1152,2,1,4,1,1,1,4194304,0,1.575408,98,499,289,1,0
1153,2,1,4,1,1,2,2097152,0,1.597370,138,589,291,1,0
1154,2,1,4,1,1,4,1048576,0,1.772597,211,871,300,1,0
1156,2,1,4,1,2,1,4194304,0,1.949887,137,712,323,1,0
1157,2,1,4,1,2,2,2097152,0,1.938674,189,868,324,1,0
1158,2,1,4,1,2,4,1048576,0,1.970444,264,1155,332,1,0
1160,2,1,4,1,4,1,4194304,0,1.797452,189,966,265,1,0
1161,2,1,4,1,4,2,2097152,0,1.833190,235,1085,266,1,0
1162,2,1,4,1,4,4,1048576,0,1.892989,329,1533,276,1,0
1164,2,1,4,1,8,1,4194304,0,2.043581,258,1378,274,1,0
