n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,tmpsize,size,knob_I_B,obj1,obj2
7949,20,200,4,2,1,2,4,400,40000,0,0.759806,161
7950,20,200,4,2,1,3,1,400,40000,0,0.54676,140
7951,20,200,4,2,1,3,2,400,40000,0,0.561911,127
7952,20,200,4,2,1,3,3,400,40000,0,0.616708,159
7953,20,200,4,2,1,3,4,400,40000,0,0.706449,156
7954,20,200,4,2,1,4,1,400,40000,0,0.657715,158
7955,20,200,4,2,1,4,2,400,40000,0,0.674809,145
7956,20,200,4,2,1,4,3,400,40000,0,0.617101,170
7957,20,200,4,2,1,4,4,400,40000,0,0.821486,180
7958,20,200,4,2,2,1,1,400,40000,0,0.545591,126
7959,20,200,4,2,2,1,2,400,40000,0,0.706003,148
7960,20,200,4,2,2,1,3,400,40000,0,0.524261,129
7961,20,200,4,2,2,1,4,400,40000,0,0.750324,145
7962,20,200,4,2,2,2,1,400,40000,0,0.549279,135
7963,20,200,4,2,2,2,2,400,40000,0,0.648025,151
7964,20,200,4,2,2,2,3,400,40000,0,0.554786,129
7965,20,200,4,2,2,2,4,400,40000,0,0.828,160
7966,20,200,4,2,2,3,1,400,40000,0,0.625751,164
7967,20,200,4,2,2,3,2,400,40000,0,0.726535,186
7968,20,200,4,2,2,3,3,400,40000,0,0.595905,187
