Parameter,Throughput_Value,Tool,Resource_Type,Resource_Value,Paramter3,FF_Value,Flow
Throughput,2.61832196981598,catapult,BRAM,0,FF,363,catapult_fpga_latency
Throughput,2.59297097428291,catapult,CLB,480,FF,366,catapult_fpga_latency
Throughput,2.59297097428291,catapult,LUT,2977,FF,366,catapult_fpga_latency
Throughput,2.59297097428291,catapult,FF,366,FF,366,catapult_fpga_latency
Throughput,2.59297097428291,catapult,DSP,1,FF,366,catapult_fpga_latency
Throughput,2.59297097428291,catapult,BRAM,0,FF,366,catapult_fpga_latency
Throughput,2.95033987915408,catapult,CLB,532,FF,367,catapult_fpga_latency
Throughput,2.95033987915408,catapult,LUT,3117,FF,367,catapult_fpga_latency
Throughput,2.95033987915408,catapult,FF,367,FF,367,catapult_fpga_latency
Throughput,2.95033987915408,catapult,DSP,1,FF,367,catapult_fpga_latency
Throughput,2.95033987915408,catapult,BRAM,0,FF,367,catapult_fpga_latency
Throughput,3.04535446403284,catapult,CLB,534,FF,368,catapult_fpga_latency
Throughput,3.04535446403284,catapult,LUT,2980,FF,368,catapult_fpga_latency
Throughput,3.04535446403284,catapult,FF,368,FF,368,catapult_fpga_latency
Throughput,3.04535446403284,catapult,DSP,1,FF,368,catapult_fpga_latency
Throughput,3.04535446403284,catapult,BRAM,0,FF,368,catapult_fpga_latency
Throughput,1.74649609221499,catapult,CLB,601,FF,506,catapult_fpga_latency
Throughput,1.74649609221499,catapult,LUT,3704,FF,506,catapult_fpga_latency
Throughput,1.74649609221499,catapult,FF,506,FF,506,catapult_fpga_latency
Throughput,1.74649609221499,catapult,DSP,1,FF,506,catapult_fpga_latency
Throughput,1.74649609221499,catapult,BRAM,0,FF,506,catapult_fpga_latency
Throughput,2.30336729264512,catapult,CLB,621,FF,469,catapult_fpga_latency
Throughput,2.30336729264512,catapult,LUT,3560,FF,469,catapult_fpga_latency
Throughput,2.30336729264512,catapult,FF,469,FF,469,catapult_fpga_latency
Throughput,2.30336729264512,catapult,DSP,1,FF,469,catapult_fpga_latency
Throughput,2.30336729264512,catapult,BRAM,0,FF,469,catapult_fpga_latency
Throughput,3.08275660095257,catapult,CLB,497,FF,371,catapult_fpga_latency
Throughput,3.08275660095257,catapult,LUT,2428,FF,371,catapult_fpga_latency
Throughput,3.08275660095257,catapult,FF,371,FF,371,catapult_fpga_latency
Throughput,3.08275660095257,catapult,DSP,1,FF,371,catapult_fpga_latency
Throughput,3.08275660095257,catapult,BRAM,0,FF,371,catapult_fpga_latency
Throughput,1.95566124818124,catapult,CLB,480,FF,374,catapult_fpga_latency
Throughput,1.95566124818124,catapult,LUT,2527,FF,374,catapult_fpga_latency
Throughput,1.95566124818124,catapult,FF,374,FF,374,catapult_fpga_latency
Throughput,1.95566124818124,catapult,DSP,1,FF,374,catapult_fpga_latency
Throughput,1.95566124818124,catapult,BRAM,0,FF,374,catapult_fpga_latency
Throughput,3.26828359550415,catapult,CLB,486,FF,375,catapult_fpga_latency
Throughput,3.26828359550415,catapult,LUT,2402,FF,375,catapult_fpga_latency
Throughput,3.26828359550415,catapult,FF,375,FF,375,catapult_fpga_latency
Throughput,3.26828359550415,catapult,DSP,1,FF,375,catapult_fpga_latency
Throughput,3.26828359550415,catapult,BRAM,0,FF,375,catapult_fpga_latency
Throughput,3.46883769655302,catapult,CLB,481,FF,376,catapult_fpga_latency
Throughput,3.46883769655302,catapult,LUT,2383,FF,376,catapult_fpga_latency
Throughput,3.46883769655302,catapult,FF,376,FF,376,catapult_fpga_latency
Throughput,3.46883769655302,catapult,DSP,1,FF,376,catapult_fpga_latency
Throughput,3.46883769655302,catapult,BRAM,0,FF,376,catapult_fpga_latency
Throughput,2.11687253252045,catapult,CLB,627,FF,436,catapult_fpga_latency
Throughput,2.11687253252045,catapult,LUT,3757,FF,436,catapult_fpga_latency
Throughput,2.11687253252045,catapult,FF,436,FF,436,catapult_fpga_latency
Throughput,2.11687253252045,catapult,DSP,1,FF,436,catapult_fpga_latency
Throughput,2.11687253252045,catapult,BRAM,0,FF,436,catapult_fpga_latency
Throughput,2.27560798556354,catapult,CLB,577,FF,471,catapult_fpga_latency
Throughput,2.27560798556354,catapult,LUT,3567,FF,471,catapult_fpga_latency
Throughput,2.27560798556354,catapult,FF,471,FF,471,catapult_fpga_latency
Throughput,2.27560798556354,catapult,DSP,1,FF,471,catapult_fpga_latency
Throughput,2.27560798556354,catapult,BRAM,0,FF,471,catapult_fpga_latency
Throughput,2.86762196713132,catapult,CLB,515,FF,398,catapult_fpga_latency
Throughput,2.86762196713132,catapult,LUT,2810,FF,398,catapult_fpga_latency
Throughput,2.86762196713132,catapult,FF,398,FF,398,catapult_fpga_latency
Throughput,2.86762196713132,catapult,DSP,1,FF,398,catapult_fpga_latency
Throughput,2.86762196713132,catapult,BRAM,0,FF,398,catapult_fpga_latency
Throughput,2.51951998105321,catapult,CLB,473,FF,401,catapult_fpga_latency
Throughput,2.51951998105321,catapult,LUT,2826,FF,401,catapult_fpga_latency
Throughput,2.51951998105321,catapult,FF,401,FF,401,catapult_fpga_latency
Throughput,2.51951998105321,catapult,DSP,1,FF,401,catapult_fpga_latency
Throughput,2.51951998105321,catapult,BRAM,0,FF,401,catapult_fpga_latency
Throughput,3.22060154395638,catapult,CLB,592,FF,402,catapult_fpga_latency
Throughput,3.22060154395638,catapult,LUT,2902,FF,402,catapult_fpga_latency
Throughput,3.22060154395638,catapult,FF,402,FF,402,catapult_fpga_latency
Throughput,3.22060154395638,catapult,DSP,1,FF,402,catapult_fpga_latency
Throughput,3.22060154395638,catapult,BRAM,0,FF,402,catapult_fpga_latency
Throughput,3.30121253536424,catapult,CLB,500,FF,403,catapult_fpga_latency
Throughput,3.30121253536424,catapult,LUT,2781,FF,403,catapult_fpga_latency
Throughput,3.30121253536424,catapult,FF,403,FF,403,catapult_fpga_latency
Throughput,3.30121253536424,catapult,DSP,1,FF,403,catapult_fpga_latency
Throughput,3.30121253536424,catapult,BRAM,0,FF,403,catapult_fpga_latency
Throughput,1.7189898528029,catapult,CLB,728,FF,536,catapult_fpga_latency
Throughput,1.7189898528029,catapult,LUT,4145,FF,536,catapult_fpga_latency
Throughput,1.7189898528029,catapult,FF,536,FF,536,catapult_fpga_latency
Throughput,1.7189898528029,catapult,DSP,1,FF,536,catapult_fpga_latency
Throughput,1.7189898528029,catapult,BRAM,0,FF,536,catapult_fpga_latency
Throughput,2.33494833926799,catapult,CLB,498,FF,499,catapult_fpga_latency
Throughput,2.33494833926799,catapult,LUT,3071,FF,499,catapult_fpga_latency
Throughput,2.33494833926799,catapult,FF,499,FF,499,catapult_fpga_latency
Throughput,2.33494833926799,catapult,DSP,1,FF,499,catapult_fpga_latency
Throughput,2.33494833926799,catapult,BRAM,0,FF,499,catapult_fpga_latency
Throughput,3.04936618923757,catapult,CLB,537,FF,407,catapult_fpga_latency
Throughput,3.04936618923757,catapult,LUT,2453,FF,407,catapult_fpga_latency
Throughput,3.04936618923757,catapult,FF,407,FF,407,catapult_fpga_latency
Throughput,3.04936618923757,catapult,DSP,1,FF,407,catapult_fpga_latency
Throughput,3.04936618923757,catapult,BRAM,0,FF,407,catapult_fpga_latency
Throughput,2.27546817757754,catapult,CLB,472,FF,410,catapult_fpga_latency
Throughput,2.27546817757754,catapult,LUT,2582,FF,410,catapult_fpga_latency
Throughput,2.27546817757754,catapult,FF,410,FF,410,catapult_fpga_latency
Throughput,2.27546817757754,catapult,DSP,1,FF,410,catapult_fpga_latency
Throughput,2.27546817757754,catapult,BRAM,0,FF,410,catapult_fpga_latency
Throughput,3.17488538663754,catapult,CLB,472,FF,411,catapult_fpga_latency
Throughput,3.17488538663754,catapult,LUT,2484,FF,411,catapult_fpga_latency
Throughput,3.17488538663754,catapult,FF,411,FF,411,catapult_fpga_latency
Throughput,3.17488538663754,catapult,DSP,1,FF,411,catapult_fpga_latency
Throughput,3.17488538663754,catapult,BRAM,0,FF,411,catapult_fpga_latency
Throughput,3.1103425109173,catapult,CLB,479,FF,412,catapult_fpga_latency
Throughput,3.1103425109173,catapult,LUT,2504,FF,412,catapult_fpga_latency
Throughput,3.1103425109173,catapult,FF,412,FF,412,catapult_fpga_latency
Throughput,3.1103425109173,catapult,DSP,1,FF,412,catapult_fpga_latency
Throughput,3.1103425109173,catapult,BRAM,0,FF,412,catapult_fpga_latency
Throughput,2.08594075928244,catapult,CLB,881,FF,464,catapult_fpga_latency
Throughput,2.08594075928244,catapult,LUT,5546,FF,464,catapult_fpga_latency
Throughput,2.08594075928244,catapult,FF,464,FF,464,catapult_fpga_latency
Throughput,2.08594075928244,catapult,DSP,1,FF,464,catapult_fpga_latency
Throughput,2.08594075928244,catapult,BRAM,0,FF,464,catapult_fpga_latency
Throughput,2.44246767394034,catapult,CLB,835,FF,414,catapult_fpga_latency
Throughput,2.44246767394034,catapult,LUT,5197,FF,414,catapult_fpga_latency
Throughput,2.44246767394034,catapult,FF,414,FF,414,catapult_fpga_latency
Throughput,2.44246767394034,catapult,DSP,1,FF,414,catapult_fpga_latency
Throughput,2.44246767394034,catapult,BRAM,0,FF,414,catapult_fpga_latency
Throughput,2.68868520604739,catapult,CLB,685,FF,318,catapult_fpga_latency
Throughput,2.68868520604739,catapult,LUT,4267,FF,318,catapult_fpga_latency
Throughput,2.68868520604739,catapult,FF,318,FF,318,catapult_fpga_latency
Throughput,2.68868520604739,catapult,DSP,1,FF,318,catapult_fpga_latency
Throughput,2.68868520604739,catapult,BRAM,0,FF,318,catapult_fpga_latency
Throughput,2.98541327075907,catapult,CLB,664,FF,321,catapult_fpga_latency
Throughput,2.98541327075907,catapult,LUT,4139,FF,321,catapult_fpga_latency
Throughput,2.98541327075907,catapult,FF,321,FF,321,catapult_fpga_latency
Throughput,2.98541327075907,catapult,DSP,1,FF,321,catapult_fpga_latency
Throughput,2.98541327075907,catapult,BRAM,0,FF,321,catapult_fpga_latency
Throughput,2.94735725211989,catapult,CLB,724,FF,325,catapult_fpga_latency
Throughput,2.94735725211989,catapult,LUT,4430,FF,325,catapult_fpga_latency
Throughput,2.94735725211989,catapult,FF,325,FF,325,catapult_fpga_latency
Throughput,2.94735725211989,catapult,DSP,1,FF,325,catapult_fpga_latency
Throughput,2.94735725211989,catapult,BRAM,0,FF,325,catapult_fpga_latency
Throughput,3.05578643719748,catapult,CLB,774,FF,304,catapult_fpga_latency
Throughput,3.05578643719748,catapult,LUT,4201,FF,304,catapult_fpga_latency
Throughput,3.05578643719748,catapult,FF,304,FF,304,catapult_fpga_latency
Throughput,3.05578643719748,catapult,DSP,1,FF,304,catapult_fpga_latency
Throughput,3.05578643719748,catapult,BRAM,0,FF,304,catapult_fpga_latency
Throughput,2.2045417970102,catapult,CLB,232,FF,291,catapult_fpga_latency
Throughput,2.2045417970102,catapult,LUT,1483,FF,291,catapult_fpga_latency
Throughput,2.2045417970102,catapult,FF,291,FF,291,catapult_fpga_latency
Throughput,2.2045417970102,catapult,DSP,1,FF,291,catapult_fpga_latency
Throughput,2.2045417970102,catapult,BRAM,0,FF,291,catapult_fpga_latency
Throughput,2.70468370076461,catapult,CLB,202,FF,262,catapult_fpga_latency
Throughput,2.70468370076461,catapult,LUT,1307,FF,262,catapult_fpga_latency
Throughput,2.70468370076461,catapult,FF,262,FF,262,catapult_fpga_latency
Throughput,2.70468370076461,catapult,DSP,1,FF,262,catapult_fpga_latency
Throughput,2.70468370076461,catapult,BRAM,0,FF,262,catapult_fpga_latency
Throughput,3.08551504959965,catapult,CLB,181,FF,230,catapult_fpga_latency
Throughput,3.08551504959965,catapult,LUT,1117,FF,230,catapult_fpga_latency
Throughput,3.08551504959965,catapult,FF,230,FF,230,catapult_fpga_latency
Throughput,3.08551504959965,catapult,DSP,1,FF,230,catapult_fpga_latency
Throughput,3.08551504959965,catapult,BRAM,0,FF,230,catapult_fpga_latency
Throughput,3.44562629426338,catapult,CLB,159,FF,231,catapult_fpga_latency
Throughput,3.44562629426338,catapult,LUT,1044,FF,231,catapult_fpga_latency
Throughput,3.44562629426338,catapult,FF,231,FF,231,catapult_fpga_latency
Throughput,3.44562629426338,catapult,DSP,1,FF,231,catapult_fpga_latency
Throughput,3.44562629426338,catapult,BRAM,0,FF,231,catapult_fpga_latency
Throughput,3.50251655814703,catapult,CLB,181,FF,232,catapult_fpga_latency
Throughput,3.50251655814703,catapult,LUT,1083,FF,232,catapult_fpga_latency
Throughput,3.50251655814703,catapult,FF,232,FF,232,catapult_fpga_latency
Throughput,3.50251655814703,catapult,DSP,1,FF,232,catapult_fpga_latency
Throughput,3.50251655814703,catapult,BRAM,0,FF,232,catapult_fpga_latency
Throughput,3.58223925776003,catapult,CLB,172,FF,233,catapult_fpga_latency
Throughput,3.58223925776003,catapult,LUT,1024,FF,233,catapult_fpga_latency
Throughput,3.58223925776003,catapult,FF,233,FF,233,catapult_fpga_latency
Throughput,3.58223925776003,catapult,DSP,1,FF,233,catapult_fpga_latency
Throughput,3.58223925776003,catapult,BRAM,0,FF,233,catapult_fpga_latency
Throughput,2.21301607534877,catapult,CLB,295,FF,329,catapult_fpga_latency
Throughput,2.21301607534877,catapult,LUT,1773,FF,329,catapult_fpga_latency
Throughput,2.21301607534877,catapult,FF,329,FF,329,catapult_fpga_latency
Throughput,2.21301607534877,catapult,DSP,1,FF,329,catapult_fpga_latency
Throughput,2.21301607534877,catapult,BRAM,0,FF,329,catapult_fpga_latency
Throughput,2.85142371586133,catapult,CLB,267,FF,292,catapult_fpga_latency
Throughput,2.85142371586133,catapult,LUT,1599,FF,292,catapult_fpga_latency
Throughput,2.85142371586133,catapult,FF,292,FF,292,catapult_fpga_latency
Throughput,2.85142371586133,catapult,DSP,1,FF,292,catapult_fpga_latency
Throughput,2.85142371586133,catapult,BRAM,0,FF,292,catapult_fpga_latency
Throughput,2.70976273317508,catapult,CLB,201,FF,264,catapult_fpga_latency
Throughput,2.70976273317508,catapult,LUT,1250,FF,264,catapult_fpga_latency
Throughput,2.70976273317508,catapult,FF,264,FF,264,catapult_fpga_latency
Throughput,2.70976273317508,catapult,DSP,1,FF,264,catapult_fpga_latency
Throughput,2.70976273317508,catapult,BRAM,0,FF,264,catapult_fpga_latency
Throughput,3.50911668514801,catapult,CLB,205,FF,265,catapult_fpga_latency
Throughput,3.50911668514801,catapult,LUT,1251,FF,265,catapult_fpga_latency
Throughput,3.50911668514801,catapult,FF,265,FF,265,catapult_fpga_latency
Throughput,3.50911668514801,catapult,DSP,1,FF,265,catapult_fpga_latency
Throughput,3.50911668514801,catapult,BRAM,0,FF,265,catapult_fpga_latency
Throughput,3.16067613183812,catapult,CLB,220,FF,266,catapult_fpga_latency
Throughput,3.16067613183812,catapult,LUT,1252,FF,266,catapult_fpga_latency
Throughput,3.16067613183812,catapult,FF,266,FF,266,catapult_fpga_latency
Throughput,3.16067613183812,catapult,DSP,1,FF,266,catapult_fpga_latency
Throughput,3.16067613183812,catapult,BRAM,0,FF,266,catapult_fpga_latency
Throughput,3.48264597510605,catapult,CLB,197,FF,267,catapult_fpga_latency
Throughput,3.48264597510605,catapult,LUT,1215,FF,267,catapult_fpga_latency
Throughput,3.48264597510605,catapult,FF,267,FF,267,catapult_fpga_latency
Throughput,3.48264597510605,catapult,DSP,1,FF,267,catapult_fpga_latency
Throughput,3.48264597510605,catapult,BRAM,0,FF,267,catapult_fpga_latency
Throughput,2.24817111279974,catapult,CLB,248,FF,342,catapult_fpga_latency
Throughput,2.24817111279974,catapult,LUT,1561,FF,342,catapult_fpga_latency
Throughput,2.24817111279974,catapult,FF,342,FF,342,catapult_fpga_latency
Throughput,2.24817111279974,catapult,DSP,1,FF,342,catapult_fpga_latency
Throughput,2.24817111279974,catapult,BRAM,0,FF,342,catapult_fpga_latency
Throughput,2.66254150236567,catapult,CLB,217,FF,311,catapult_fpga_latency
Throughput,2.66254150236567,catapult,LUT,1387,FF,311,catapult_fpga_latency
Throughput,2.66254150236567,catapult,FF,311,FF,311,catapult_fpga_latency
Throughput,2.66254150236567,catapult,DSP,1,FF,311,catapult_fpga_latency
Throughput,2.66254150236567,catapult,BRAM,0,FF,311,catapult_fpga_latency
Throughput,3.06621491100311,catapult,CLB,236,FF,281,catapult_fpga_latency
Throughput,3.06621491100311,catapult,LUT,1356,FF,281,catapult_fpga_latency
Throughput,3.06621491100311,catapult,FF,281,FF,281,catapult_fpga_latency
Throughput,3.06621491100311,catapult,DSP,1,FF,281,catapult_fpga_latency
Throughput,3.06621491100311,catapult,BRAM,0,FF,281,catapult_fpga_latency
Throughput,3.16293545713906,catapult,CLB,199,FF,282,catapult_fpga_latency
Throughput,3.16293545713906,catapult,LUT,1160,FF,282,catapult_fpga_latency
Throughput,3.16293545713906,catapult,FF,282,FF,282,catapult_fpga_latency
Throughput,3.16293545713906,catapult,DSP,1,FF,282,catapult_fpga_latency
Throughput,3.16293545713906,catapult,BRAM,0,FF,282,catapult_fpga_latency
Throughput,2.97305814707124,catapult,CLB,204,FF,283,catapult_fpga_latency
Throughput,2.97305814707124,catapult,LUT,1275,FF,283,catapult_fpga_latency
Throughput,2.97305814707124,catapult,FF,283,FF,283,catapult_fpga_latency
Throughput,2.97305814707124,catapult,DSP,1,FF,283,catapult_fpga_latency
Throughput,2.97305814707124,catapult,BRAM,0,FF,283,catapult_fpga_latency
Throughput,3.14260842784728,catapult,CLB,198,FF,284,catapult_fpga_latency
Throughput,3.14260842784728,catapult,LUT,1240,FF,284,catapult_fpga_latency
Throughput,3.14260842784728,catapult,FF,284,FF,284,catapult_fpga_latency
Throughput,3.14260842784728,catapult,DSP,1,FF,284,catapult_fpga_latency
Throughput,3.14260842784728,catapult,BRAM,0,FF,284,catapult_fpga_latency
Throughput,2.28212027230259,catapult,CLB,338,FF,384,catapult_fpga_latency
Throughput,2.28212027230259,catapult,LUT,2071,FF,384,catapult_fpga_latency
Throughput,2.28212027230259,catapult,FF,384,FF,384,catapult_fpga_latency
Throughput,2.28212027230259,catapult,DSP,1,FF,384,catapult_fpga_latency
Throughput,2.28212027230259,catapult,BRAM,0,FF,384,catapult_fpga_latency
Throughput,2.51438858869883,catapult,CLB,367,FF,320,catapult_fpga_latency
Throughput,2.51438858869883,catapult,LUT,2267,FF,320,catapult_fpga_latency
Throughput,2.51438858869883,catapult,FF,320,FF,320,catapult_fpga_latency
Throughput,2.51438858869883,catapult,DSP,1,FF,320,catapult_fpga_latency
Throughput,2.51438858869883,catapult,BRAM,0,FF,320,catapult_fpga_latency
Throughput,2.82015053963581,catapult,CLB,329,FF,299,catapult_fpga_latency
Throughput,2.82015053963581,catapult,LUT,2086,FF,299,catapult_fpga_latency
Throughput,2.82015053963581,catapult,FF,299,FF,299,catapult_fpga_latency
Throughput,2.82015053963581,catapult,DSP,1,FF,299,catapult_fpga_latency
Throughput,2.82015053963581,catapult,BRAM,0,FF,299,catapult_fpga_latency
Throughput,3.18621515873724,catapult,CLB,334,FF,300,catapult_fpga_latency
Throughput,3.18621515873724,catapult,LUT,2058,FF,300,catapult_fpga_latency
Throughput,3.18621515873724,catapult,FF,300,FF,300,catapult_fpga_latency
Throughput,3.18621515873724,catapult,DSP,1,FF,300,catapult_fpga_latency
Throughput,3.18621515873724,catapult,BRAM,0,FF,300,catapult_fpga_latency
Throughput,3.37325012649688,catapult,CLB,326,FF,301,catapult_fpga_latency
Throughput,3.37325012649688,catapult,LUT,1972,FF,301,catapult_fpga_latency
Throughput,3.37325012649688,catapult,FF,301,FF,301,catapult_fpga_latency
Throughput,3.37325012649688,catapult,DSP,1,FF,301,catapult_fpga_latency
Throughput,3.37325012649688,catapult,BRAM,0,FF,301,catapult_fpga_latency
Throughput,3.40052776190865,catapult,CLB,314,FF,302,catapult_fpga_latency
Throughput,3.40052776190865,catapult,LUT,1997,FF,302,catapult_fpga_latency
Throughput,3.40052776190865,catapult,FF,302,FF,302,catapult_fpga_latency
Throughput,3.40052776190865,catapult,DSP,1,FF,302,catapult_fpga_latency
Throughput,3.40052776190865,catapult,BRAM,0,FF,302,catapult_fpga_latency
Throughput,2.1745275838824,catapult,CLB,274,FF,372,catapult_fpga_latency
Throughput,2.1745275838824,catapult,LUT,1732,FF,372,catapult_fpga_latency
Throughput,2.1745275838824,catapult,FF,372,FF,372,catapult_fpga_latency
Throughput,2.1745275838824,catapult,DSP,1,FF,372,catapult_fpga_latency
Throughput,2.1745275838824,catapult,BRAM,0,FF,372,catapult_fpga_latency
Throughput,2.40244280384295,catapult,CLB,260,FF,347,catapult_fpga_latency
Throughput,2.40244280384295,catapult,LUT,1684,FF,347,catapult_fpga_latency
Throughput,2.40244280384295,catapult,FF,347,FF,347,catapult_fpga_latency
Throughput,2.40244280384295,catapult,DSP,1,FF,347,catapult_fpga_latency
Throughput,2.40244280384295,catapult,BRAM,0,FF,347,catapult_fpga_latency
Throughput,2.83066401716515,catapult,CLB,236,FF,316,catapult_fpga_latency
Throughput,2.83066401716515,catapult,LUT,1453,FF,316,catapult_fpga_latency
Throughput,2.83066401716515,catapult,FF,316,FF,316,catapult_fpga_latency
Throughput,2.83066401716515,catapult,DSP,1,FF,316,catapult_fpga_latency
Throughput,2.83066401716515,catapult,BRAM,0,FF,316,catapult_fpga_latency
Throughput,3.156456057397,catapult,CLB,256,FF,317,catapult_fpga_latency
Throughput,3.156456057397,catapult,LUT,1517,FF,317,catapult_fpga_latency
Throughput,3.156456057397,catapult,FF,317,FF,317,catapult_fpga_latency
Throughput,3.156456057397,catapult,DSP,1,FF,317,catapult_fpga_latency
Throughput,3.156456057397,catapult,BRAM,0,FF,317,catapult_fpga_latency
Throughput,3.25613047966058,catapult,CLB,245,FF,318,catapult_fpga_latency
Throughput,3.25613047966058,catapult,LUT,1360,FF,318,catapult_fpga_latency
Throughput,3.25613047966058,catapult,FF,318,FF,318,catapult_fpga_latency
Throughput,3.25613047966058,catapult,DSP,1,FF,318,catapult_fpga_latency
Throughput,3.25613047966058,catapult,BRAM,0,FF,318,catapult_fpga_latency
Throughput,3.45623712551671,catapult,CLB,232,FF,319,catapult_fpga_latency
Throughput,3.45623712551671,catapult,LUT,1368,FF,319,catapult_fpga_latency
Throughput,3.45623712551671,catapult,FF,319,FF,319,catapult_fpga_latency
Throughput,3.45623712551671,catapult,DSP,1,FF,319,catapult_fpga_latency
Throughput,3.45623712551671,catapult,BRAM,0,FF,319,catapult_fpga_latency
Throughput,2.29696547890582,catapult,CLB,307,FF,305,catapult_fpga_latency
Throughput,2.29696547890582,catapult,LUT,1950,FF,305,catapult_fpga_latency
Throughput,2.29696547890582,catapult,FF,305,FF,305,catapult_fpga_latency
Throughput,2.29696547890582,catapult,DSP,1,FF,305,catapult_fpga_latency
Throughput,2.29696547890582,catapult,BRAM,0,FF,305,catapult_fpga_latency
Throughput,2.47012385200994,catapult,CLB,310,FF,354,catapult_fpga_latency
Throughput,2.47012385200994,catapult,LUT,2015,FF,354,catapult_fpga_latency
Throughput,2.47012385200994,catapult,FF,354,FF,354,catapult_fpga_latency
Throughput,2.47012385200994,catapult,DSP,1,FF,354,catapult_fpga_latency
Throughput,2.47012385200994,catapult,BRAM,0,FF,354,catapult_fpga_latency
Throughput,2.95798478412627,catapult,CLB,282,FF,334,catapult_fpga_latency
Throughput,2.95798478412627,catapult,LUT,1698,FF,334,catapult_fpga_latency
Throughput,2.95798478412627,catapult,FF,334,FF,334,catapult_fpga_latency
Throughput,2.95798478412627,catapult,DSP,1,FF,334,catapult_fpga_latency
Throughput,2.95798478412627,catapult,BRAM,0,FF,334,catapult_fpga_latency
Throughput,3.28034482984851,catapult,CLB,288,FF,335,catapult_fpga_latency
Throughput,3.28034482984851,catapult,LUT,1686,FF,335,catapult_fpga_latency
Throughput,3.28034482984851,catapult,FF,335,FF,335,catapult_fpga_latency
Throughput,3.28034482984851,catapult,DSP,1,FF,335,catapult_fpga_latency
Throughput,3.28034482984851,catapult,BRAM,0,FF,335,catapult_fpga_latency
Throughput,3.57168369169226,catapult,CLB,286,FF,336,catapult_fpga_latency
Throughput,3.57168369169226,catapult,LUT,1793,FF,336,catapult_fpga_latency
Throughput,3.57168369169226,catapult,FF,336,FF,336,catapult_fpga_latency
Throughput,3.57168369169226,catapult,DSP,1,FF,336,catapult_fpga_latency
Throughput,3.57168369169226,catapult,BRAM,0,FF,336,catapult_fpga_latency
Throughput,3.61065576730046,catapult,CLB,271,FF,337,catapult_fpga_latency
Throughput,3.61065576730046,catapult,LUT,1651,FF,337,catapult_fpga_latency
Throughput,3.61065576730046,catapult,FF,337,FF,337,catapult_fpga_latency
Throughput,3.61065576730046,catapult,DSP,1,FF,337,catapult_fpga_latency
Throughput,3.61065576730046,catapult,BRAM,0,FF,337,catapult_fpga_latency
Throughput,2.08890810684347,catapult,CLB,293,FF,402,catapult_fpga_latency
Throughput,2.08890810684347,catapult,LUT,1754,FF,402,catapult_fpga_latency
Throughput,2.08890810684347,catapult,FF,402,FF,402,catapult_fpga_latency
Throughput,2.08890810684347,catapult,DSP,1,FF,402,catapult_fpga_latency
Throughput,2.08890810684347,catapult,BRAM,0,FF,402,catapult_fpga_latency
Throughput,2.41880670589971,catapult,CLB,256,FF,383,catapult_fpga_latency
Throughput,2.41880670589971,catapult,LUT,1641,FF,383,catapult_fpga_latency
Throughput,2.41880670589971,catapult,FF,383,FF,383,catapult_fpga_latency
Throughput,2.41880670589971,catapult,DSP,1,FF,383,catapult_fpga_latency
Throughput,2.41880670589971,catapult,BRAM,0,FF,383,catapult_fpga_latency
Throughput,2.81086003884609,catapult,CLB,246,FF,352,catapult_fpga_latency
Throughput,2.81086003884609,catapult,LUT,1450,FF,352,catapult_fpga_latency
Throughput,2.81086003884609,catapult,FF,352,FF,352,catapult_fpga_latency
Throughput,2.81086003884609,catapult,DSP,1,FF,352,catapult_fpga_latency
Throughput,2.81086003884609,catapult,BRAM,0,FF,352,catapult_fpga_latency
Throughput,3.15263481454626,catapult,CLB,237,FF,353,catapult_fpga_latency
Throughput,3.15263481454626,catapult,LUT,1414,FF,353,catapult_fpga_latency
Throughput,3.15263481454626,catapult,FF,353,FF,353,catapult_fpga_latency
Throughput,3.15263481454626,catapult,DSP,1,FF,353,catapult_fpga_latency
Throughput,3.15263481454626,catapult,BRAM,0,FF,353,catapult_fpga_latency
Throughput,3.35672973961847,catapult,CLB,234,FF,354,catapult_fpga_latency
Throughput,3.35672973961847,catapult,LUT,1447,FF,354,catapult_fpga_latency
Throughput,3.35672973961847,catapult,FF,354,FF,354,catapult_fpga_latency
Throughput,3.35672973961847,catapult,DSP,1,FF,354,catapult_fpga_latency
Throughput,3.35672973961847,catapult,BRAM,0,FF,354,catapult_fpga_latency
Throughput,3.40993176726534,catapult,CLB,236,FF,355,catapult_fpga_latency
Throughput,3.40993176726534,catapult,LUT,1394,FF,355,catapult_fpga_latency
Throughput,3.40993176726534,catapult,FF,355,FF,355,catapult_fpga_latency
Throughput,3.40993176726534,catapult,DSP,1,FF,355,catapult_fpga_latency
Throughput,3.40993176726534,catapult,BRAM,0,FF,355,catapult_fpga_latency
Throughput,2.0179313378683,catapult,CLB,486,FF,317,catapult_fpga_latency
Throughput,2.0179313378683,catapult,LUT,3189,FF,317,catapult_fpga_latency
Throughput,2.0179313378683,catapult,FF,317,FF,317,catapult_fpga_latency
Throughput,2.0179313378683,catapult,DSP,1,FF,317,catapult_fpga_latency
Throughput,2.0179313378683,catapult,BRAM,0,FF,317,catapult_fpga_latency
Throughput,2.48161126055926,catapult,CLB,487,FF,275,catapult_fpga_latency
Throughput,2.48161126055926,catapult,LUT,3097,FF,275,catapult_fpga_latency
Throughput,2.48161126055926,catapult,FF,275,FF,275,catapult_fpga_latency
Throughput,2.48161126055926,catapult,DSP,1,FF,275,catapult_fpga_latency
Throughput,2.48161126055926,catapult,BRAM,0,FF,275,catapult_fpga_latency
