Parameter,Throughput_Value,Tool,Resource_Type,Resource_Value,Paramter3,FF_Value,Flow
Throughput,3.52421665474307,catapult,DSP,1,FF,284,catapult_fpga_latency
Throughput,3.52421665474307,catapult,BRAM,0,FF,284,catapult_fpga_latency
Throughput,3.2093147150289,catapult,CLB,249,FF,284,catapult_fpga_latency
Throughput,3.2093147150289,catapult,LUT,1485,FF,284,catapult_fpga_latency
Throughput,3.2093147150289,catapult,FF,284,FF,284,catapult_fpga_latency
Throughput,3.2093147150289,catapult,DSP,1,FF,284,catapult_fpga_latency
Throughput,3.2093147150289,catapult,BRAM,0,FF,284,catapult_fpga_latency
Throughput,2.07900640126071,catapult,CLB,190,FF,318,catapult_fpga_latency
Throughput,2.07900640126071,catapult,LUT,1176,FF,318,catapult_fpga_latency
Throughput,2.07900640126071,catapult,FF,318,FF,318,catapult_fpga_latency
Throughput,2.07900640126071,catapult,DSP,1,FF,318,catapult_fpga_latency
Throughput,2.07900640126071,catapult,BRAM,0,FF,318,catapult_fpga_latency
Throughput,2.52056783352154,catapult,CLB,199,FF,337,catapult_fpga_latency
Throughput,2.52056783352154,catapult,LUT,1219,FF,337,catapult_fpga_latency
Throughput,2.52056783352154,catapult,FF,337,FF,337,catapult_fpga_latency
Throughput,2.52056783352154,catapult,DSP,1,FF,337,catapult_fpga_latency
Throughput,2.52056783352154,catapult,BRAM,0,FF,337,catapult_fpga_latency
Throughput,2.8843130864169,catapult,CLB,174,FF,307,catapult_fpga_latency
Throughput,2.8843130864169,catapult,LUT,1049,FF,307,catapult_fpga_latency
Throughput,2.8843130864169,catapult,FF,307,FF,307,catapult_fpga_latency
Throughput,2.8843130864169,catapult,DSP,1,FF,307,catapult_fpga_latency
Throughput,2.8843130864169,catapult,BRAM,0,FF,307,catapult_fpga_latency
Throughput,3.12588892466295,catapult,CLB,173,FF,304,catapult_fpga_latency
Throughput,3.12588892466295,catapult,LUT,1062,FF,304,catapult_fpga_latency
Throughput,3.12588892466295,catapult,FF,304,FF,304,catapult_fpga_latency
Throughput,3.12588892466295,catapult,DSP,1,FF,304,catapult_fpga_latency
Throughput,3.12588892466295,catapult,BRAM,0,FF,304,catapult_fpga_latency
Throughput,3.13769787107199,catapult,CLB,176,FF,304,catapult_fpga_latency
Throughput,3.13769787107199,catapult,LUT,1086,FF,304,catapult_fpga_latency
Throughput,3.13769787107199,catapult,FF,304,FF,304,catapult_fpga_latency
Throughput,3.13769787107199,catapult,DSP,1,FF,304,catapult_fpga_latency
Throughput,3.13769787107199,catapult,BRAM,0,FF,304,catapult_fpga_latency
Throughput,3.35333036004708,catapult,CLB,174,FF,304,catapult_fpga_latency
Throughput,3.35333036004708,catapult,LUT,1078,FF,304,catapult_fpga_latency
Throughput,3.35333036004708,catapult,FF,304,FF,304,catapult_fpga_latency
Throughput,3.35333036004708,catapult,DSP,1,FF,304,catapult_fpga_latency
Throughput,3.35333036004708,catapult,BRAM,0,FF,304,catapult_fpga_latency
Throughput,2.2507061590574,catapult,CLB,224,FF,253,catapult_fpga_latency
Throughput,2.2507061590574,catapult,LUT,1418,FF,253,catapult_fpga_latency
Throughput,2.2507061590574,catapult,FF,253,FF,253,catapult_fpga_latency
Throughput,2.2507061590574,catapult,DSP,1,FF,253,catapult_fpga_latency
Throughput,2.2507061590574,catapult,BRAM,0,FF,253,catapult_fpga_latency
Throughput,2.61694471704285,catapult,CLB,209,FF,354,catapult_fpga_latency
Throughput,2.61694471704285,catapult,LUT,1292,FF,354,catapult_fpga_latency
Throughput,2.61694471704285,catapult,FF,354,FF,354,catapult_fpga_latency
Throughput,2.61694471704285,catapult,DSP,1,FF,354,catapult_fpga_latency
Throughput,2.61694471704285,catapult,BRAM,0,FF,354,catapult_fpga_latency
Throughput,2.96720056495499,catapult,CLB,211,FF,316,catapult_fpga_latency
Throughput,2.96720056495499,catapult,LUT,1299,FF,316,catapult_fpga_latency
Throughput,2.96720056495499,catapult,FF,316,FF,316,catapult_fpga_latency
Throughput,2.96720056495499,catapult,DSP,1,FF,316,catapult_fpga_latency
Throughput,2.96720056495499,catapult,BRAM,0,FF,316,catapult_fpga_latency
Throughput,3.2232070910556,catapult,CLB,210,FF,317,catapult_fpga_latency
Throughput,3.2232070910556,catapult,LUT,1251,FF,317,catapult_fpga_latency
Throughput,3.2232070910556,catapult,FF,317,FF,317,catapult_fpga_latency
Throughput,3.2232070910556,catapult,DSP,1,FF,317,catapult_fpga_latency
Throughput,3.2232070910556,catapult,BRAM,0,FF,317,catapult_fpga_latency
Throughput,3.32816358589657,catapult,CLB,211,FF,318,catapult_fpga_latency
Throughput,3.32816358589657,catapult,LUT,1282,FF,318,catapult_fpga_latency
Throughput,3.32816358589657,catapult,FF,318,FF,318,catapult_fpga_latency
Throughput,3.32816358589657,catapult,DSP,1,FF,318,catapult_fpga_latency
Throughput,3.32816358589657,catapult,BRAM,0,FF,318,catapult_fpga_latency
Throughput,3.39073853676069,catapult,CLB,205,FF,319,catapult_fpga_latency
Throughput,3.39073853676069,catapult,LUT,1245,FF,319,catapult_fpga_latency
Throughput,3.39073853676069,catapult,FF,319,FF,319,catapult_fpga_latency
Throughput,3.39073853676069,catapult,DSP,1,FF,319,catapult_fpga_latency
Throughput,3.39073853676069,catapult,BRAM,0,FF,319,catapult_fpga_latency
Throughput,2.13698044662891,catapult,CLB,205,FF,348,catapult_fpga_latency
Throughput,2.13698044662891,catapult,LUT,1238,FF,348,catapult_fpga_latency
Throughput,2.13698044662891,catapult,FF,348,FF,348,catapult_fpga_latency
Throughput,2.13698044662891,catapult,DSP,1,FF,348,catapult_fpga_latency
Throughput,2.13698044662891,catapult,BRAM,0,FF,348,catapult_fpga_latency
Throughput,2.53263939014043,catapult,CLB,210,FF,373,catapult_fpga_latency
Throughput,2.53263939014043,catapult,LUT,1250,FF,373,catapult_fpga_latency
Throughput,2.53263939014043,catapult,FF,373,FF,373,catapult_fpga_latency
Throughput,2.53263939014043,catapult,DSP,1,FF,373,catapult_fpga_latency
Throughput,2.53263939014043,catapult,BRAM,0,FF,373,catapult_fpga_latency
Throughput,2.93042010502626,catapult,CLB,183,FF,343,catapult_fpga_latency
Throughput,2.93042010502626,catapult,LUT,1064,FF,343,catapult_fpga_latency
Throughput,2.93042010502626,catapult,FF,343,FF,343,catapult_fpga_latency
Throughput,2.93042010502626,catapult,DSP,1,FF,343,catapult_fpga_latency
Throughput,2.93042010502626,catapult,BRAM,0,FF,343,catapult_fpga_latency
Throughput,2.99862662900392,catapult,CLB,177,FF,340,catapult_fpga_latency
Throughput,2.99862662900392,catapult,LUT,1087,FF,340,catapult_fpga_latency
Throughput,2.99862662900392,catapult,FF,340,FF,340,catapult_fpga_latency
Throughput,2.99862662900392,catapult,DSP,1,FF,340,catapult_fpga_latency
Throughput,2.99862662900392,catapult,BRAM,0,FF,340,catapult_fpga_latency
Throughput,3.23555486530385,catapult,CLB,192,FF,340,catapult_fpga_latency
Throughput,3.23555486530385,catapult,LUT,1105,FF,340,catapult_fpga_latency
Throughput,3.23555486530385,catapult,FF,340,FF,340,catapult_fpga_latency
Throughput,3.23555486530385,catapult,DSP,1,FF,340,catapult_fpga_latency
Throughput,3.23555486530385,catapult,BRAM,0,FF,340,catapult_fpga_latency
Throughput,3.22222043209976,catapult,CLB,188,FF,340,catapult_fpga_latency
Throughput,3.22222043209976,catapult,LUT,1095,FF,340,catapult_fpga_latency
Throughput,3.22222043209976,catapult,FF,340,FF,340,catapult_fpga_latency
Throughput,3.22222043209976,catapult,DSP,1,FF,340,catapult_fpga_latency
Throughput,3.22222043209976,catapult,BRAM,0,FF,340,catapult_fpga_latency
Throughput,2.37006138458986,catapult,CLB,292,FF,269,catapult_fpga_latency
Throughput,2.37006138458986,catapult,LUT,1881,FF,269,catapult_fpga_latency
Throughput,2.37006138458986,catapult,FF,269,FF,269,catapult_fpga_latency
Throughput,2.37006138458986,catapult,DSP,1,FF,269,catapult_fpga_latency
Throughput,2.37006138458986,catapult,BRAM,0,FF,269,catapult_fpga_latency
Throughput,2.59429618041773,catapult,CLB,329,FF,265,catapult_fpga_latency
Throughput,2.59429618041773,catapult,LUT,2078,FF,265,catapult_fpga_latency
Throughput,2.59429618041773,catapult,FF,265,FF,265,catapult_fpga_latency
Throughput,2.59429618041773,catapult,DSP,1,FF,265,catapult_fpga_latency
Throughput,2.59429618041773,catapult,BRAM,0,FF,265,catapult_fpga_latency
Throughput,2.66032445317031,catapult,CLB,305,FF,224,catapult_fpga_latency
Throughput,2.66032445317031,catapult,LUT,1852,FF,224,catapult_fpga_latency
Throughput,2.66032445317031,catapult,FF,224,FF,224,catapult_fpga_latency
Throughput,2.66032445317031,catapult,DSP,1,FF,224,catapult_fpga_latency
Throughput,2.66032445317031,catapult,BRAM,0,FF,224,catapult_fpga_latency
Throughput,3.16408635424478,catapult,CLB,282,FF,222,catapult_fpga_latency
Throughput,3.16408635424478,catapult,LUT,1819,FF,222,catapult_fpga_latency
Throughput,3.16408635424478,catapult,FF,222,FF,222,catapult_fpga_latency
Throughput,3.16408635424478,catapult,DSP,1,FF,222,catapult_fpga_latency
Throughput,3.16408635424478,catapult,BRAM,0,FF,222,catapult_fpga_latency
Throughput,3.46966816093709,catapult,CLB,290,FF,219,catapult_fpga_latency
Throughput,3.46966816093709,catapult,LUT,1871,FF,219,catapult_fpga_latency
Throughput,3.46966816093709,catapult,FF,219,FF,219,catapult_fpga_latency
Throughput,3.46966816093709,catapult,DSP,1,FF,219,catapult_fpga_latency
Throughput,3.46966816093709,catapult,BRAM,0,FF,219,catapult_fpga_latency
Throughput,3.37257890991504,catapult,CLB,308,FF,222,catapult_fpga_latency
Throughput,3.37257890991504,catapult,LUT,1924,FF,222,catapult_fpga_latency
Throughput,3.37257890991504,catapult,FF,222,FF,222,catapult_fpga_latency
Throughput,3.37257890991504,catapult,DSP,1,FF,222,catapult_fpga_latency
Throughput,3.37257890991504,catapult,BRAM,0,FF,222,catapult_fpga_latency
Throughput,2.1397010837586,catapult,CLB,175,FF,279,catapult_fpga_latency
Throughput,2.1397010837586,catapult,LUT,1126,FF,279,catapult_fpga_latency
Throughput,2.1397010837586,catapult,FF,279,FF,279,catapult_fpga_latency
Throughput,2.1397010837586,catapult,DSP,1,FF,279,catapult_fpga_latency
Throughput,2.1397010837586,catapult,BRAM,0,FF,279,catapult_fpga_latency
Throughput,2.5269435354467,catapult,CLB,151,FF,292,catapult_fpga_latency
Throughput,2.5269435354467,catapult,LUT,1019,FF,292,catapult_fpga_latency
Throughput,2.5269435354467,catapult,FF,292,FF,292,catapult_fpga_latency
Throughput,2.5269435354467,catapult,DSP,1,FF,292,catapult_fpga_latency
Throughput,2.5269435354467,catapult,BRAM,0,FF,292,catapult_fpga_latency
Throughput,3.03930120386721,catapult,CLB,150,FF,225,catapult_fpga_latency
Throughput,3.03930120386721,catapult,LUT,970,FF,225,catapult_fpga_latency
Throughput,3.03930120386721,catapult,FF,225,FF,225,catapult_fpga_latency
Throughput,3.03930120386721,catapult,DSP,1,FF,225,catapult_fpga_latency
Throughput,3.03930120386721,catapult,BRAM,0,FF,225,catapult_fpga_latency
Throughput,3.08136023566243,catapult,CLB,163,FF,228,catapult_fpga_latency
Throughput,3.08136023566243,catapult,LUT,987,FF,228,catapult_fpga_latency
Throughput,3.08136023566243,catapult,FF,228,FF,228,catapult_fpga_latency
Throughput,3.08136023566243,catapult,DSP,1,FF,228,catapult_fpga_latency
Throughput,3.08136023566243,catapult,BRAM,0,FF,228,catapult_fpga_latency
Throughput,3.58891169841657,catapult,CLB,149,FF,229,catapult_fpga_latency
Throughput,3.58891169841657,catapult,LUT,937,FF,229,catapult_fpga_latency
Throughput,3.58891169841657,catapult,FF,229,FF,229,catapult_fpga_latency
Throughput,3.58891169841657,catapult,DSP,1,FF,229,catapult_fpga_latency
Throughput,3.58891169841657,catapult,BRAM,0,FF,229,catapult_fpga_latency
Throughput,3.33868636046461,catapult,CLB,176,FF,239,catapult_fpga_latency
Throughput,3.33868636046461,catapult,LUT,1010,FF,239,catapult_fpga_latency
Throughput,3.33868636046461,catapult,FF,239,FF,239,catapult_fpga_latency
Throughput,3.33868636046461,catapult,DSP,1,FF,239,catapult_fpga_latency
Throughput,3.33868636046461,catapult,BRAM,0,FF,239,catapult_fpga_latency
Throughput,2.17175545164912,catapult,CLB,279,FF,291,catapult_fpga_latency
Throughput,2.17175545164912,catapult,LUT,1653,FF,291,catapult_fpga_latency
Throughput,2.17175545164912,catapult,FF,291,FF,291,catapult_fpga_latency
Throughput,2.17175545164912,catapult,DSP,1,FF,291,catapult_fpga_latency
Throughput,2.17175545164912,catapult,BRAM,0,FF,291,catapult_fpga_latency
Throughput,2.4952714605822,catapult,CLB,209,FF,322,catapult_fpga_latency
Throughput,2.4952714605822,catapult,LUT,1329,FF,322,catapult_fpga_latency
Throughput,2.4952714605822,catapult,FF,322,FF,322,catapult_fpga_latency
Throughput,2.4952714605822,catapult,DSP,1,FF,322,catapult_fpga_latency
Throughput,2.4952714605822,catapult,BRAM,0,FF,322,catapult_fpga_latency
Throughput,2.94011284153086,catapult,CLB,189,FF,266,catapult_fpga_latency
Throughput,2.94011284153086,catapult,LUT,1174,FF,266,catapult_fpga_latency
Throughput,2.94011284153086,catapult,FF,266,FF,266,catapult_fpga_latency
Throughput,2.94011284153086,catapult,DSP,1,FF,266,catapult_fpga_latency
Throughput,2.94011284153086,catapult,BRAM,0,FF,266,catapult_fpga_latency
Throughput,3.29301584269922,catapult,CLB,189,FF,274,catapult_fpga_latency
Throughput,3.29301584269922,catapult,LUT,1163,FF,274,catapult_fpga_latency
Throughput,3.29301584269922,catapult,FF,274,FF,274,catapult_fpga_latency
Throughput,3.29301584269922,catapult,DSP,1,FF,274,catapult_fpga_latency
Throughput,3.29301584269922,catapult,BRAM,0,FF,274,catapult_fpga_latency
Throughput,3.20546724493296,catapult,CLB,185,FF,272,catapult_fpga_latency
Throughput,3.20546724493296,catapult,LUT,1139,FF,272,catapult_fpga_latency
Throughput,3.20546724493296,catapult,FF,272,FF,272,catapult_fpga_latency
Throughput,3.20546724493296,catapult,DSP,1,FF,272,catapult_fpga_latency
Throughput,3.20546724493296,catapult,BRAM,0,FF,272,catapult_fpga_latency
Throughput,3.59138641881312,catapult,CLB,184,FF,273,catapult_fpga_latency
Throughput,3.59138641881312,catapult,LUT,1102,FF,273,catapult_fpga_latency
Throughput,3.59138641881312,catapult,FF,273,FF,273,catapult_fpga_latency
Throughput,3.59138641881312,catapult,DSP,1,FF,273,catapult_fpga_latency
Throughput,3.59138641881312,catapult,BRAM,0,FF,273,catapult_fpga_latency
Throughput,2.20190596980747,catapult,CLB,266,FF,309,catapult_fpga_latency
Throughput,2.20190596980747,catapult,LUT,1674,FF,309,catapult_fpga_latency
Throughput,2.20190596980747,catapult,FF,309,FF,309,catapult_fpga_latency
Throughput,2.20190596980747,catapult,DSP,1,FF,309,catapult_fpga_latency
Throughput,2.20190596980747,catapult,BRAM,0,FF,309,catapult_fpga_latency
Throughput,2.64031282426342,catapult,CLB,182,FF,338,catapult_fpga_latency
Throughput,2.64031282426342,catapult,LUT,1195,FF,338,catapult_fpga_latency
Throughput,2.64031282426342,catapult,FF,338,FF,338,catapult_fpga_latency
Throughput,2.64031282426342,catapult,DSP,1,FF,338,catapult_fpga_latency
Throughput,2.64031282426342,catapult,BRAM,0,FF,338,catapult_fpga_latency
Throughput,2.90418231294888,catapult,CLB,176,FF,273,catapult_fpga_latency
Throughput,2.90418231294888,catapult,LUT,1122,FF,273,catapult_fpga_latency
Throughput,2.90418231294888,catapult,FF,273,FF,273,catapult_fpga_latency
Throughput,2.90418231294888,catapult,DSP,1,FF,273,catapult_fpga_latency
Throughput,2.90418231294888,catapult,BRAM,0,FF,273,catapult_fpga_latency
Throughput,3.16221532156568,catapult,CLB,200,FF,276,catapult_fpga_latency
Throughput,3.16221532156568,catapult,LUT,1147,FF,276,catapult_fpga_latency
Throughput,3.16221532156568,catapult,FF,276,FF,276,catapult_fpga_latency
Throughput,3.16221532156568,catapult,DSP,1,FF,276,catapult_fpga_latency
Throughput,3.16221532156568,catapult,BRAM,0,FF,276,catapult_fpga_latency
Throughput,3.81494466422765,catapult,CLB,180,FF,279,catapult_fpga_latency
Throughput,3.81494466422765,catapult,LUT,1078,FF,279,catapult_fpga_latency
Throughput,3.81494466422765,catapult,FF,279,FF,279,catapult_fpga_latency
Throughput,3.81494466422765,catapult,DSP,1,FF,279,catapult_fpga_latency
Throughput,3.81494466422765,catapult,BRAM,0,FF,279,catapult_fpga_latency
Throughput,3.49307149269424,catapult,CLB,156,FF,280,catapult_fpga_latency
Throughput,3.49307149269424,catapult,LUT,1029,FF,280,catapult_fpga_latency
Throughput,3.49307149269424,catapult,FF,280,FF,280,catapult_fpga_latency
Throughput,3.49307149269424,catapult,DSP,1,FF,280,catapult_fpga_latency
Throughput,3.49307149269424,catapult,BRAM,0,FF,280,catapult_fpga_latency
Throughput,2.16705384695399,catapult,CLB,308,FF,326,catapult_fpga_latency
Throughput,2.16705384695399,catapult,LUT,1996,FF,326,catapult_fpga_latency
Throughput,2.16705384695399,catapult,FF,326,FF,326,catapult_fpga_latency
Throughput,2.16705384695399,catapult,DSP,1,FF,326,catapult_fpga_latency
Throughput,2.16705384695399,catapult,BRAM,0,FF,326,catapult_fpga_latency
Throughput,2.5163626481194,catapult,CLB,298,FF,349,catapult_fpga_latency
Throughput,2.5163626481194,catapult,LUT,1894,FF,349,catapult_fpga_latency
Throughput,2.5163626481194,catapult,FF,349,FF,349,catapult_fpga_latency
Throughput,2.5163626481194,catapult,DSP,1,FF,349,catapult_fpga_latency
Throughput,2.5163626481194,catapult,BRAM,0,FF,349,catapult_fpga_latency
Throughput,2.97511022783394,catapult,CLB,260,FF,299,catapult_fpga_latency
Throughput,2.97511022783394,catapult,LUT,1625,FF,299,catapult_fpga_latency
Throughput,2.97511022783394,catapult,FF,299,FF,299,catapult_fpga_latency
Throughput,2.97511022783394,catapult,DSP,1,FF,299,catapult_fpga_latency
Throughput,2.97511022783394,catapult,BRAM,0,FF,299,catapult_fpga_latency
Throughput,3.33235584228626,catapult,CLB,260,FF,302,catapult_fpga_latency
Throughput,3.33235584228626,catapult,LUT,1593,FF,302,catapult_fpga_latency
Throughput,3.33235584228626,catapult,FF,302,FF,302,catapult_fpga_latency
Throughput,3.33235584228626,catapult,DSP,1,FF,302,catapult_fpga_latency
Throughput,3.33235584228626,catapult,BRAM,0,FF,302,catapult_fpga_latency
Throughput,3.35757502501393,catapult,CLB,242,FF,305,catapult_fpga_latency
Throughput,3.35757502501393,catapult,LUT,1531,FF,305,catapult_fpga_latency
Throughput,3.35757502501393,catapult,FF,305,FF,305,catapult_fpga_latency
Throughput,3.35757502501393,catapult,DSP,1,FF,305,catapult_fpga_latency
Throughput,3.35757502501393,catapult,BRAM,0,FF,305,catapult_fpga_latency
Throughput,3.62619709831708,catapult,CLB,258,FF,306,catapult_fpga_latency
Throughput,3.62619709831708,catapult,LUT,1604,FF,306,catapult_fpga_latency
Throughput,3.62619709831708,catapult,FF,306,FF,306,catapult_fpga_latency
Throughput,3.62619709831708,catapult,DSP,1,FF,306,catapult_fpga_latency
Throughput,3.62619709831708,catapult,BRAM,0,FF,306,catapult_fpga_latency
Throughput,2.12378705211986,catapult,CLB,261,FF,339,catapult_fpga_latency
Throughput,2.12378705211986,catapult,LUT,1691,FF,339,catapult_fpga_latency
Throughput,2.12378705211986,catapult,FF,339,FF,339,catapult_fpga_latency
Throughput,2.12378705211986,catapult,DSP,1,FF,339,catapult_fpga_latency
Throughput,2.12378705211986,catapult,BRAM,0,FF,339,catapult_fpga_latency
Throughput,2.5678423961051,catapult,CLB,249,FF,366,catapult_fpga_latency
Throughput,2.5678423961051,catapult,LUT,1587,FF,366,catapult_fpga_latency
Throughput,2.5678423961051,catapult,FF,366,FF,366,catapult_fpga_latency
Throughput,2.5678423961051,catapult,DSP,1,FF,366,catapult_fpga_latency
Throughput,2.5678423961051,catapult,BRAM,0,FF,366,catapult_fpga_latency
Throughput,2.73001018293798,catapult,CLB,215,FF,309,catapult_fpga_latency
Throughput,2.73001018293798,catapult,LUT,1355,FF,309,catapult_fpga_latency
Throughput,2.73001018293798,catapult,FF,309,FF,309,catapult_fpga_latency
Throughput,2.73001018293798,catapult,DSP,1,FF,309,catapult_fpga_latency
Throughput,2.73001018293798,catapult,BRAM,0,FF,309,catapult_fpga_latency
Throughput,3.02175056053473,catapult,CLB,223,FF,312,catapult_fpga_latency
Throughput,3.02175056053473,catapult,LUT,1388,FF,312,catapult_fpga_latency
Throughput,3.02175056053473,catapult,FF,312,FF,312,catapult_fpga_latency
Throughput,3.02175056053473,catapult,DSP,1,FF,312,catapult_fpga_latency
Throughput,3.02175056053473,catapult,BRAM,0,FF,312,catapult_fpga_latency
Throughput,3.46916261352835,catapult,CLB,240,FF,315,catapult_fpga_latency
Throughput,3.46916261352835,catapult,LUT,1410,FF,315,catapult_fpga_latency
Throughput,3.46916261352835,catapult,FF,315,FF,315,catapult_fpga_latency
Throughput,3.46916261352835,catapult,DSP,1,FF,315,catapult_fpga_latency
Throughput,3.46916261352835,catapult,BRAM,0,FF,315,catapult_fpga_latency
Throughput,3.25134524409474,catapult,CLB,209,FF,316,catapult_fpga_latency
Throughput,3.25134524409474,catapult,LUT,1276,FF,316,catapult_fpga_latency
Throughput,3.25134524409474,catapult,FF,316,FF,316,catapult_fpga_latency
Throughput,3.25134524409474,catapult,DSP,1,FF,316,catapult_fpga_latency
Throughput,3.25134524409474,catapult,BRAM,0,FF,316,catapult_fpga_latency
Throughput,2.15175001828988,catapult,CLB,314,FF,270,catapult_fpga_latency
Throughput,2.15175001828988,catapult,LUT,1984,FF,270,catapult_fpga_latency
Throughput,2.15175001828988,catapult,FF,270,FF,270,catapult_fpga_latency
Throughput,2.15175001828988,catapult,DSP,1,FF,270,catapult_fpga_latency
Throughput,2.15175001828988,catapult,BRAM,0,FF,270,catapult_fpga_latency
Throughput,2.34402285891092,catapult,CLB,269,FF,381,catapult_fpga_latency
Throughput,2.34402285891092,catapult,LUT,1698,FF,381,catapult_fpga_latency
Throughput,2.34402285891092,catapult,FF,381,FF,381,catapult_fpga_latency
Throughput,2.34402285891092,catapult,DSP,1,FF,381,catapult_fpga_latency
Throughput,2.34402285891092,catapult,BRAM,0,FF,381,catapult_fpga_latency
Throughput,2.85647362617901,catapult,CLB,237,FF,336,catapult_fpga_latency
Throughput,2.85647362617901,catapult,LUT,1442,FF,336,catapult_fpga_latency
Throughput,2.85647362617901,catapult,FF,336,FF,336,catapult_fpga_latency
Throughput,2.85647362617901,catapult,DSP,1,FF,336,catapult_fpga_latency
Throughput,2.85647362617901,catapult,BRAM,0,FF,336,catapult_fpga_latency
Throughput,3.16008683918634,catapult,CLB,224,FF,339,catapult_fpga_latency
Throughput,3.16008683918634,catapult,LUT,1418,FF,339,catapult_fpga_latency
Throughput,3.16008683918634,catapult,FF,339,FF,339,catapult_fpga_latency
Throughput,3.16008683918634,catapult,DSP,1,FF,339,catapult_fpga_latency
Throughput,3.16008683918634,catapult,BRAM,0,FF,339,catapult_fpga_latency
Throughput,3.27127720475905,catapult,CLB,243,FF,342,catapult_fpga_latency
Throughput,3.27127720475905,catapult,LUT,1491,FF,342,catapult_fpga_latency
Throughput,3.27127720475905,catapult,FF,342,FF,342,catapult_fpga_latency
Throughput,3.27127720475905,catapult,DSP,1,FF,342,catapult_fpga_latency
Throughput,3.27127720475905,catapult,BRAM,0,FF,342,catapult_fpga_latency
Throughput,3.05384540213036,catapult,CLB,247,FF,343,catapult_fpga_latency
Throughput,3.05384540213036,catapult,LUT,1537,FF,343,catapult_fpga_latency
Throughput,3.05384540213036,catapult,FF,343,FF,343,catapult_fpga_latency
Throughput,3.05384540213036,catapult,DSP,1,FF,343,catapult_fpga_latency
Throughput,3.05384540213036,catapult,BRAM,0,FF,343,catapult_fpga_latency
Throughput,2.10110518132538,catapult,CLB,275,FF,369,catapult_fpga_latency
Throughput,2.10110518132538,catapult,LUT,1773,FF,369,catapult_fpga_latency
Throughput,2.10110518132538,catapult,FF,369,FF,369,catapult_fpga_latency
Throughput,2.10110518132538,catapult,DSP,1,FF,369,catapult_fpga_latency
Throughput,2.10110518132538,catapult,BRAM,0,FF,369,catapult_fpga_latency
Throughput,2.53235078123022,catapult,CLB,231,FF,402,catapult_fpga_latency
Throughput,2.53235078123022,catapult,LUT,1486,FF,402,catapult_fpga_latency
Throughput,2.53235078123022,catapult,FF,402,FF,402,catapult_fpga_latency
Throughput,2.53235078123022,catapult,DSP,1,FF,402,catapult_fpga_latency
Throughput,2.53235078123022,catapult,BRAM,0,FF,402,catapult_fpga_latency
Throughput,2.67433308818613,catapult,CLB,232,FF,345,catapult_fpga_latency
Throughput,2.67433308818613,catapult,LUT,1354,FF,345,catapult_fpga_latency
Throughput,2.67433308818613,catapult,FF,345,FF,345,catapult_fpga_latency
Throughput,2.67433308818613,catapult,DSP,1,FF,345,catapult_fpga_latency
Throughput,2.67433308818613,catapult,BRAM,0,FF,345,catapult_fpga_latency
Throughput,2.95151545561068,catapult,CLB,211,FF,348,catapult_fpga_latency
Throughput,2.95151545561068,catapult,LUT,1349,FF,348,catapult_fpga_latency
Throughput,2.95151545561068,catapult,FF,348,FF,348,catapult_fpga_latency
Throughput,2.95151545561068,catapult,DSP,1,FF,348,catapult_fpga_latency
Throughput,2.95151545561068,catapult,BRAM,0,FF,348,catapult_fpga_latency
Throughput,3.56460489919297,catapult,CLB,218,FF,351,catapult_fpga_latency
Throughput,3.56460489919297,catapult,LUT,1300,FF,351,catapult_fpga_latency
Throughput,3.56460489919297,catapult,FF,351,FF,351,catapult_fpga_latency
Throughput,3.56460489919297,catapult,DSP,1,FF,351,catapult_fpga_latency
Throughput,3.56460489919297,catapult,BRAM,0,FF,351,catapult_fpga_latency
Throughput,3.28854337259854,catapult,CLB,202,FF,352,catapult_fpga_latency
Throughput,3.28854337259854,catapult,LUT,1253,FF,352,catapult_fpga_latency
Throughput,3.28854337259854,catapult,FF,352,FF,352,catapult_fpga_latency
Throughput,3.28854337259854,catapult,DSP,1,FF,352,catapult_fpga_latency
Throughput,3.28854337259854,catapult,BRAM,0,FF,352,catapult_fpga_latency
Throughput,2.14146060461999,catapult,CLB,387,FF,273,catapult_fpga_latency
Throughput,2.14146060461999,catapult,LUT,2491,FF,273,catapult_fpga_latency
Throughput,2.14146060461999,catapult,FF,273,FF,273,catapult_fpga_latency
Throughput,2.14146060461999,catapult,DSP,1,FF,273,catapult_fpga_latency
Throughput,2.14146060461999,catapult,BRAM,0,FF,273,catapult_fpga_latency
Throughput,2.5334093356134,catapult,CLB,381,FF,306,catapult_fpga_latency
Throughput,2.5334093356134,catapult,LUT,2467,FF,306,catapult_fpga_latency
Throughput,2.5334093356134,catapult,FF,306,FF,306,catapult_fpga_latency
Throughput,2.5334093356134,catapult,DSP,1,FF,306,catapult_fpga_latency
Throughput,2.5334093356134,catapult,BRAM,0,FF,306,catapult_fpga_latency
Throughput,2.77663627175494,catapult,CLB,361,FF,235,catapult_fpga_latency
Throughput,2.77663627175494,catapult,LUT,2290,FF,235,catapult_fpga_latency
Throughput,2.77663627175494,catapult,FF,235,FF,235,catapult_fpga_latency
Throughput,2.77663627175494,catapult,DSP,1,FF,235,catapult_fpga_latency
Throughput,2.77663627175494,catapult,BRAM,0,FF,235,catapult_fpga_latency
Throughput,3.04502063001477,catapult,CLB,366,FF,238,catapult_fpga_latency
Throughput,3.04502063001477,catapult,LUT,2302,FF,238,catapult_fpga_latency
Throughput,3.04502063001477,catapult,FF,238,FF,238,catapult_fpga_latency
Throughput,3.04502063001477,catapult,DSP,1,FF,238,catapult_fpga_latency
