n,knob_NUM_HIST,knob_HIST_SIZE,knob_NUM_WORK_ITEMS,knob_NUM_WORK_GROUPS,knob_SIMD,knob_COMPUTE_UNITS,knob_ACCUM_SMEM,knob_UNROLL_FACTOR,knob_PIPE_FACTOR,obj1,obj2
0837,2,256,1,4,1,1,0,10,0,0.0001,604
0838,2,256,1,4,1,1,0,10,1,0.0001,687
0839,2,256,1,4,1,1,0,10,2,0.0001,687
0840,2,256,1,4,1,1,0,11,0,0.0001,708
0841,2,256,1,4,1,1,0,11,1,0.0001,781
0842,2,256,1,4,1,1,0,11,2,0.0001,777
0843,2,256,1,4,1,1,0,12,0,0.0001,618
0844,2,256,1,4,1,1,0,12,1,0.0001,763
0845,2,256,1,4,1,1,0,12,2,0.0001,764
0846,2,256,1,4,1,1,0,13,0,0.0001,786
0847,2,256,1,4,1,1,0,13,1,0.0001,871
0848,2,256,1,4,1,1,0,13,2,0.0001,871
0849,2,256,1,4,1,1,0,14,0,0.0001,747
0850,2,256,1,4,1,1,0,14,1,0.0001,962
0851,2,256,1,4,1,1,0,14,2,0.0001,962
0852,2,256,1,4,1,1,0,15,0,0.0001,880
0853,2,256,1,4,1,1,0,15,1,0.0001,965
0854,2,256,1,4,1,1,0,15,2,0.0001,965
0855,2,256,1,8,1,1,0,1,0,0.0001,620
0856,2,256,1,8,1,1,0,1,1,0.0001,644
0857,2,256,1,8,1,1,0,1,2,0.0001,644
0858,2,256,1,8,1,1,0,2,0,0.0001,561
0859,2,256,1,8,1,1,0,2,1,0.0001,663
0860,2,256,1,8,1,1,0,2,2,0.0001,663
0861,2,256,1,8,1,1,0,3,0,0.0001,728
0862,2,256,1,8,1,1,0,3,1,0.0001,878
0863,2,256,1,8,1,1,0,3,2,0.0001,878
0864,2,256,1,8,1,1,0,4,0,0.0001,647
0865,2,256,1,8,1,1,0,4,1,0.0001,678
0866,2,256,1,8,1,1,0,4,2,0.0001,678
0867,2,256,1,8,1,1,0,5,0,0.0001,840
0868,2,256,1,8,1,1,0,5,1,0.0001,870
0869,2,256,1,8,1,1,0,5,2,0.0001,870
0870,2,256,1,8,1,1,0,6,0,0.0001,810
0871,2,256,1,8,1,1,0,6,1,0.0001,931
0872,2,256,1,8,1,1,0,6,2,0.0001,931
0873,2,256,1,8,1,1,0,7,0,0.0001,864
0874,2,256,1,8,1,1,0,7,1,0.0001,1086
0875,2,256,1,8,1,1,0,7,2,0.0001,1086
0876,2,256,1,8,1,1,0,8,0,0.0001,802
0877,2,256,1,8,1,1,0,8,1,0.0001,870
0878,2,256,1,8,1,1,0,8,2,0.0001,870
0879,2,256,1,8,1,1,0,9,0,0.0001,1050
0880,2,256,1,8,1,1,0,9,1,0.0001,1271
0881,2,256,1,8,1,1,0,9,2,0.0001,1271
0882,2,256,1,8,1,1,0,10,0,0.0001,1008
0883,2,256,1,8,1,1,0,10,1,0.0001,1262
0884,2,256,1,8,1,1,0,10,2,0.0001,1253
0885,2,256,1,8,1,1,0,11,0,0.0001,1277
0886,2,256,1,8,1,1,0,11,1,0.0001,1457
0887,2,256,1,8,1,1,0,11,2,0.0001,1457
0888,2,256,1,8,1,1,0,12,0,0.0001,1165
0889,2,256,1,8,1,1,0,12,1,0.0001,1507
0890,2,256,1,8,1,1,0,12,2,0.0001,1507
0891,2,256,1,8,1,1,0,13,0,0.0001,1366
0892,2,256,1,8,1,1,0,13,1,0.0001,1630
0893,2,256,1,8,1,1,0,13,2,0.0001,1630
0894,2,256,1,8,1,1,0,14,0,0.0001,1361
0895,2,256,1,8,1,1,0,14,1,0.0001,1640
0896,2,256,1,8,1,1,0,14,2,0.0001,1640
0897,2,256,1,8,1,1,0,15,0,0.0001,1471
0898,2,256,1,8,1,1,0,15,1,0.0001,1843
0899,2,256,1,8,1,1,0,15,2,0.0001,1843
0900,2,256,2,1,1,1,0,1,0,0.0003,44
0901,2,256,2,1,1,1,0,1,1,0.0002,54
0902,2,256,2,1,1,1,0,1,2,0.0002,54
0903,2,256,2,1,1,1,0,2,0,0.0003,63
0904,2,256,2,1,1,1,0,2,1,0.0002,74
0905,2,256,2,1,1,1,0,2,2,0.0002,74
0906,2,256,2,1,1,1,0,3,0,0.0002,72
0907,2,256,2,1,1,1,0,3,1,0.0002,93
0908,2,256,2,1,1,1,0,3,2,0.0002,93
0909,2,256,2,1,1,1,0,4,0,0.0003,94
0910,2,256,2,1,1,1,0,4,1,0.0002,92
0911,2,256,2,1,1,1,0,4,2,0.0002,92
0912,2,256,2,1,1,1,0,5,0,0.0002,104
0913,2,256,2,1,1,1,0,5,1,0.0002,118
0914,2,256,2,1,1,1,0,5,2,0.0002,118
0915,2,256,2,1,1,1,0,6,0,0.0002,103
0916,2,256,2,1,1,1,0,6,1,0.0002,132
0917,2,256,2,1,1,1,0,6,2,0.0002,132
0918,2,256,2,1,1,1,0,7,0,0.0002,141
0919,2,256,2,1,1,1,0,7,1,0.0002,152
0920,2,256,2,1,1,1,0,7,2,0.0002,152
0921,2,256,2,1,1,1,0,8,0,0.0002,129
0922,2,256,2,1,1,1,0,8,1,0.0002,156
0923,2,256,2,1,1,1,0,8,2,0.0002,156
0924,2,256,2,1,1,1,0,9,0,0.0002,156
0925,2,256,2,1,1,1,0,9,1,0.0003,176
0926,2,256,2,1,1,1,0,9,2,0.0003,176
0927,2,256,2,1,1,1,0,10,0,0.0003,161
0928,2,256,2,1,1,1,0,10,1,0.0003,188
0929,2,256,2,1,1,1,0,10,2,0.0003,188
0930,2,256,2,1,1,1,0,11,0,0.0003,180
0931,2,256,2,1,1,1,0,11,1,0.0003,256
0932,2,256,2,1,1,1,0,11,2,0.0003,256
0933,2,256,2,1,1,1,0,12,0,0.0002,171
0934,2,256,2,1,1,1,0,12,1,0.0003,266
0935,2,256,2,1,1,1,0,12,2,0.0003,266
0936,2,256,2,1,1,1,0,13,0,0.0003,224
0937,2,256,2,1,1,1,0,13,1,0.0003,304
0938,2,256,2,1,1,1,0,13,2,0.0003,304
0939,2,256,2,1,1,1,0,14,0,0.0003,215
0940,2,256,2,1,1,1,0,14,1,0.0003,315
0941,2,256,2,1,1,1,0,14,2,0.0003,312
0942,2,256,2,1,1,1,0,15,0,0.0003,233
0943,2,256,2,1,1,1,0,15,1,0.0003,335
0944,2,256,2,1,1,1,0,15,2,0.0003,335
0945,2,256,2,2,1,1,0,1,0,0.0003,190
0946,2,256,2,2,1,1,0,1,1,0.0002,189
0947,2,256,2,2,1,1,0,1,2,0.0002,189
0948,2,256,2,2,1,1,0,2,0,0.0002,216
0949,2,256,2,2,1,1,0,2,1,0.0002,243
0950,2,256,2,2,1,1,0,2,2,0.0002,243
0951,2,256,2,2,1,1,0,3,0,0.0002,238
0952,2,256,2,2,1,1,0,3,1,0.0002,258
0953,2,256,2,2,1,1,0,3,2,0.0002,258
0954,2,256,2,2,1,1,0,4,0,0.0002,292
0955,2,256,2,2,1,1,0,4,1,0.0002,270
0956,2,256,2,2,1,1,0,4,2,0.0002,270
0957,2,256,2,2,1,1,0,5,0,0.0002,333
0958,2,256,2,2,1,1,0,5,1,0.0002,302
0959,2,256,2,2,1,1,0,5,2,0.0002,302
0960,2,256,2,2,1,1,0,6,0,0.0002,303
0961,2,256,2,2,1,1,0,6,1,0.0002,374
0962,2,256,2,2,1,1,0,6,2,0.0002,374
0963,2,256,2,2,1,1,0,7,0,0.0003,347
0964,2,256,2,2,1,1,0,7,1,0.0002,378
0965,2,256,2,2,1,1,0,7,2,0.0002,378
0966,2,256,2,2,1,1,0,8,0,0.0002,326
0967,2,256,2,2,1,1,0,8,1,0.0002,382
0968,2,256,2,2,1,1,0,8,2,0.0002,382
0969,2,256,2,2,1,1,0,9,0,0.0003,392
0970,2,256,2,2,1,1,0,9,1,0.0002,464
0971,2,256,2,2,1,1,0,9,2,0.0002,464
0972,2,256,2,2,1,1,0,10,0,0.0002,430
0973,2,256,2,2,1,1,0,10,1,0.0002,492
0974,2,256,2,2,1,1,0,10,2,0.0002,484
0975,2,256,2,2,1,1,0,11,0,0.0002,438
0976,2,256,2,2,1,1,0,11,1,0.0003,572
0977,2,256,2,2,1,1,0,11,2,0.0003,572
0978,2,256,2,2,1,1,0,12,0,0.0002,423
0979,2,256,2,2,1,1,0,12,1,0.0002,598
0980,2,256,2,2,1,1,0,12,2,0.0002,598
0981,2,256,2,2,1,1,0,13,0,0.0003,496
0982,2,256,2,2,1,1,0,13,1,0.0003,641
0983,2,256,2,2,1,1,0,13,2,0.0003,641
0984,2,256,2,2,1,1,0,14,0,0.0003,489
0985,2,256,2,2,1,1,0,14,1,0.0003,672
0986,2,256,2,2,1,1,0,14,2,0.0003,663
0987,2,256,2,2,1,1,0,15,0,0.0003,540
0988,2,256,2,2,1,1,0,15,1,0.0003,724
0989,2,256,2,2,1,1,0,15,2,0.0003,724
0990,2,256,2,4,1,1,0,1,0,0.0001,356
0991,2,256,2,4,1,1,0,1,1,0.0001,410
0992,2,256,2,4,1,1,0,1,2,0.0001,410
0993,2,256,2,4,1,1,0,2,0,0.0001,372
0994,2,256,2,4,1,1,0,2,1,0.0001,422
0995,2,256,2,4,1,1,0,2,2,0.0001,422
0996,2,256,2,4,1,1,0,3,0,0.0001,444
0997,2,256,2,4,1,1,0,3,1,0.0001,498
0998,2,256,2,4,1,1,0,3,2,0.0001,498
0999,2,256,2,4,1,1,0,4,0,0.0001,467
1000,2,256,2,4,1,1,0,4,1,0.0001,508
1001,2,256,2,4,1,1,0,4,2,0.0001,508
1002,2,256,2,4,1,1,0,5,0,0.0001,551
1003,2,256,2,4,1,1,0,5,1,0.0001,564
1004,2,256,2,4,1,1,0,5,2,0.0001,564
1005,2,256,2,4,1,1,0,6,0,0.0001,552
1006,2,256,2,4,1,1,0,6,1,0.0001,661
1007,2,256,2,4,1,1,0,6,2,0.0001,661
1008,2,256,2,4,1,1,0,7,0,0.0001,636
1009,2,256,2,4,1,1,0,7,1,0.0001,710
1010,2,256,2,4,1,1,0,7,2,0.0001,710
1011,2,256,2,4,1,1,0,8,0,0.0001,570
1012,2,256,2,4,1,1,0,8,1,0.0001,713
1013,2,256,2,4,1,1,0,8,2,0.0001,713
1014,2,256,2,4,1,1,0,9,0,0.0001,730
1015,2,256,2,4,1,1,0,9,1,0.0001,839
1016,2,256,2,4,1,1,0,9,2,0.0001,839
1017,2,256,2,4,1,1,0,10,0,0.0001,747
1018,2,256,2,4,1,1,0,10,1,0.0001,895
1019,2,256,2,4,1,1,0,10,2,0.0001,895
1020,2,256,2,4,1,1,0,11,0,0.0001,873
1021,2,256,2,4,1,1,0,11,1,0.0001,1081
1022,2,256,2,4,1,1,0,11,2,0.0001,1081
1023,2,256,2,4,1,1,0,12,0,0.0001,801
1024,2,256,2,4,1,1,0,12,1,0.0001,1102
1025,2,256,2,4,1,1,0,12,2,0.0001,1102
1026,2,256,2,4,1,1,0,13,0,0.0001,920
1027,2,256,2,4,1,1,0,13,1,0.0001,1209
1028,2,256,2,4,1,1,0,13,2,0.0001,1209
1029,2,256,2,4,1,1,0,14,0,0.0001,970
1030,2,256,2,4,1,1,0,14,1,0.0001,1296
1031,2,256,2,4,1,1,0,14,2,0.0001,1296
1032,2,256,2,4,1,1,0,15,0,0.0001,1056
1033,2,256,2,4,1,1,0,15,1,0.0001,1410
1034,2,256,2,4,1,1,0,15,2,0.0001,1410
1035,2,256,2,8,1,1,0,1,0,0.0001,628
1036,2,256,2,8,1,1,0,1,1,0.0001,583
1037,2,256,2,8,1,1,0,1,2,0.0001,583
1038,2,256,2,8,1,1,0,2,0,0.0001,675
1039,2,256,2,8,1,1,0,2,1,0.0001,775
1040,2,256,2,8,1,1,0,2,2,0.0001,775
1041,2,256,2,8,1,1,0,3,0,0.0001,827
1042,2,256,2,8,1,1,0,3,1,0.0001,920
1043,2,256,2,8,1,1,0,3,2,0.0001,920
1044,2,256,2,8,1,1,0,4,0,0.0001,849
1045,2,256,2,8,1,1,0,4,1,0.0001,925
1046,2,256,2,8,1,1,0,4,2,0.0001,910
1047,2,256,2,8,1,1,0,5,0,0.0001,1041
1048,2,256,2,8,1,1,0,5,1,0.0001,1016
1049,2,256,2,8,1,1,0,5,2,0.0001,1016
1050,2,256,2,8,1,1,0,6,0,0.0001,1069
1051,2,256,2,8,1,1,0,6,1,0.0001,1219
1052,2,256,2,8,1,1,0,6,2,0.0001,1219
1053,2,256,2,8,1,1,0,7,0,0.0001,1196
1054,2,256,2,8,1,1,0,7,1,0.0001,1356
1055,2,256,2,8,1,1,0,7,2,0.0001,1356
1056,2,256,2,8,1,1,0,8,0,0.0001,1072
1057,2,256,2,8,1,1,0,8,1,0.0001,1332
1058,2,256,2,8,1,1,0,8,2,0.0001,1332
1059,2,256,2,8,1,1,0,9,0,0.0001,1333
1060,2,256,2,8,1,1,0,9,1,0.0001,1494
1061,2,256,2,8,1,1,0,9,2,0.0001,1494
1062,2,256,2,8,1,1,0,10,0,0.0001,1367
1063,2,256,2,8,1,1,0,10,1,0.0001,1608
1064,2,256,2,8,1,1,0,10,2,0.0001,1608
1065,2,256,2,8,1,1,0,11,0,0.0001,1556
1066,2,256,2,8,1,1,0,11,1,0.0001,1704
1067,2,256,2,8,1,1,0,11,2,0.0001,1704
1068,2,256,2,8,1,1,0,12,0,0.0001,1423
1069,2,256,2,8,1,1,0,12,1,0.0001,1780
1070,2,256,2,8,1,1,0,12,2,0.0001,1792
1071,2,256,2,8,1,1,0,13,0,0.0001,1753
1072,2,256,2,8,1,1,0,13,1,0.0001,2124
1073,2,256,2,8,1,1,0,13,2,0.0001,2124
1074,2,256,2,8,1,1,0,14,0,0.0001,1740
1075,2,256,2,8,1,1,0,14,1,0.0001,2112
1076,2,256,2,8,1,1,0,14,2,0.0001,2098
1077,2,256,2,8,1,1,0,15,0,0.0001,1972
1078,2,256,2,8,1,1,0,15,1,0.0001,2328
1079,2,256,2,8,1,1,0,15,2,0.0001,2328
1080,2,256,4,1,1,1,0,1,0,0.0003,45
1081,2,256,4,1,1,1,0,1,1,0.0002,58
1082,2,256,4,1,1,1,0,1,2,0.0002,58
1083,2,256,4,1,1,1,0,2,0,0.0003,67
1084,2,256,4,1,1,1,0,2,1,0.0002,80
1085,2,256,4,1,1,1,0,2,2,0.0002,78
1086,2,256,4,1,1,1,0,3,0,0.0003,78
1087,2,256,4,1,1,1,0,3,1,0.0002,90
1088,2,256,4,1,1,1,0,3,2,0.0002,90
1089,2,256,4,1,1,1,0,4,0,0.0003,84
1090,2,256,4,1,1,1,0,4,1,0.0002,94
1091,2,256,4,1,1,1,0,4,2,0.0002,94
1092,2,256,4,1,1,1,0,5,0,0.0002,106
1093,2,256,4,1,1,1,0,5,1,0.0002,116
1094,2,256,4,1,1,1,0,5,2,0.0002,116
1095,2,256,4,1,1,1,0,6,0,0.0002,111
1096,2,256,4,1,1,1,0,6,1,0.0002,128
1097,2,256,4,1,1,1,0,6,2,0.0002,128
1098,2,256,4,1,1,1,0,7,0,0.0002,124
1099,2,256,4,1,1,1,0,7,1,0.0002,150
1100,2,256,4,1,1,1,0,7,2,0.0002,150
1101,2,256,4,1,1,1,0,8,0,0.0002,129
1102,2,256,4,1,1,1,0,8,1,0.0002,148
1103,2,256,4,1,1,1,0,8,2,0.0002,148
1104,2,256,4,1,1,1,0,9,0,0.0003,159
1105,2,256,4,1,1,1,0,9,1,0.0003,167
1106,2,256,4,1,1,1,0,9,2,0.0003,167
1107,2,256,4,1,1,1,0,10,0,0.0003,154
1108,2,256,4,1,1,1,0,10,1,0.0003,184
1109,2,256,4,1,1,1,0,10,2,0.0003,181
1110,2,256,4,1,1,1,0,11,0,0.0003,186
1111,2,256,4,1,1,1,0,11,1,0.0002,251
1112,2,256,4,1,1,1,0,11,2,0.0002,251
1113,2,256,4,1,1,1,0,12,0,0.0002,172
1114,2,256,4,1,1,1,0,12,1,0.0003,263
1115,2,256,4,1,1,1,0,12,2,0.0003,263
1116,2,256,4,1,1,1,0,13,0,0.0003,211
1117,2,256,4,1,1,1,0,13,1,0.0003,296
1118,2,256,4,1,1,1,0,13,2,0.0003,296
1119,2,256,4,1,1,1,0,14,0,0.0003,203
1120,2,256,4,1,1,1,0,14,1,0.0003,306
1121,2,256,4,1,1,1,0,14,2,0.0003,306
1122,2,256,4,1,1,1,0,15,0,0.0003,247
1123,2,256,4,1,1,1,0,15,1,0.0003,323
1124,2,256,4,1,1,1,0,15,2,0.0003,323
1125,2,256,4,2,1,1,0,1,0,0.0003,199
1126,2,256,4,2,1,1,0,1,1,0.0002,206
1127,2,256,4,2,1,1,0,1,2,0.0002,206
1128,2,256,4,2,1,1,0,2,0,0.0002,220
1129,2,256,4,2,1,1,0,2,1,0.0002,232
1130,2,256,4,2,1,1,0,2,2,0.0002,232
1131,2,256,4,2,1,1,0,3,0,0.0002,220
1132,2,256,4,2,1,1,0,3,1,0.0002,253
1133,2,256,4,2,1,1,0,3,2,0.0002,253
1134,2,256,4,2,1,1,0,4,0,0.0002,259
1135,2,256,4,2,1,1,0,4,1,0.0002,265
1136,2,256,4,2,1,1,0,4,2,0.0002,265
1137,2,256,4,2,1,1,0,5,0,0.0002,298
1138,2,256,4,2,1,1,0,5,1,0.0002,324
1139,2,256,4,2,1,1,0,5,2,0.0002,324
1140,2,256,4,2,1,1,0,6,0,0.0002,304
1141,2,256,4,2,1,1,0,6,1,0.0002,330
1142,2,256,4,2,1,1,0,6,2,0.0002,330
1143,2,256,4,2,1,1,0,7,0,0.0002,352
1144,2,256,4,2,1,1,0,7,1,0.0002,362
1145,2,256,4,2,1,1,0,7,2,0.0002,362
1146,2,256,4,2,1,1,0,8,0,0.0002,323
1147,2,256,4,2,1,1,0,8,1,0.0002,366
1148,2,256,4,2,1,1,0,8,2,0.0002,366
1149,2,256,4,2,1,1,0,9,0,0.0002,375
1150,2,256,4,2,1,1,0,9,1,0.0002,470
1151,2,256,4,2,1,1,0,9,2,0.0002,470
1152,2,256,4,2,1,1,0,10,0,0.0003,404
1153,2,256,4,2,1,1,0,10,1,0.0002,462
1154,2,256,4,2,1,1,0,10,2,0.0002,462
1155,2,256,4,2,1,1,0,11,0,0.0002,461
1156,2,256,4,2,1,1,0,11,1,0.0003,566
1157,2,256,4,2,1,1,0,11,2,0.0003,566
1158,2,256,4,2,1,1,0,12,0,0.0003,440
1159,2,256,4,2,1,1,0,12,1,0.0003,590
1160,2,256,4,2,1,1,0,12,2,0.0003,590
1161,2,256,4,2,1,1,0,13,0,0.0003,499
1162,2,256,4,2,1,1,0,13,1,0.0003,630
1163,2,256,4,2,1,1,0,13,2,0.0003,630
1164,2,256,4,2,1,1,0,14,0,0.0003,488
1165,2,256,4,2,1,1,0,14,1,0.0003,668
1166,2,256,4,2,1,1,0,14,2,0.0003,668
1167,2,256,4,2,1,1,0,15,0,0.0003,572
1168,2,256,4,2,1,1,0,15,1,0.0003,722
1169,2,256,4,2,1,1,0,15,2,0.0003,722
1170,2,256,4,4,1,1,0,1,0,0.0001,381
1171,2,256,4,4,1,1,0,1,1,0.0001,383
1172,2,256,4,4,1,1,0,1,2,0.0001,383
1173,2,256,4,4,1,1,0,2,0,0.0001,385
1174,2,256,4,4,1,1,0,2,1,0.0001,437
1175,2,256,4,4,1,1,0,2,2,0.0001,437
1176,2,256,4,4,1,1,0,3,0,0.0001,445
1177,2,256,4,4,1,1,0,3,1,0.0001,508
1178,2,256,4,4,1,1,0,3,2,0.0001,508
1179,2,256,4,4,1,1,0,4,0,0.0001,465
1180,2,256,4,4,1,1,0,4,1,0.0001,495
1181,2,256,4,4,1,1,0,4,2,0.0001,495
1182,2,256,4,4,1,1,0,5,0,0.0001,568
1183,2,256,4,4,1,1,0,5,1,0.0001,651
1184,2,256,4,4,1,1,0,5,2,0.0001,651
1185,2,256,4,4,1,1,0,6,0,0.0001,561
1186,2,256,4,4,1,1,0,6,1,0.0001,663
1187,2,256,4,4,1,1,0,6,2,0.0001,663
1188,2,256,4,4,1,1,0,7,0,0.0001,662
1189,2,256,4,4,1,1,0,7,1,0.0001,728
1190,2,256,4,4,1,1,0,7,2,0.0001,728
1191,2,256,4,4,1,1,0,8,0,0.0001,609
1192,2,256,4,4,1,1,0,8,1,0.0001,721
1193,2,256,4,4,1,1,0,8,2,0.0001,721
1194,2,256,4,4,1,1,0,9,0,0.0001,739
1195,2,256,4,4,1,1,0,9,1,0.0001,888
1196,2,256,4,4,1,1,0,9,2,0.0001,888
1197,2,256,4,4,1,1,0,10,0,0.0001,763
1198,2,256,4,4,1,1,0,10,1,0.0001,883
1199,2,256,4,4,1,1,0,10,2,0.0001,883
1200,2,256,4,4,1,1,0,11,0,0.0001,896
1201,2,256,4,4,1,1,0,11,1,0.0001,1049
1202,2,256,4,4,1,1,0,11,2,0.0001,1049
1203,2,256,4,4,1,1,0,12,0,0.0001,796
1204,2,256,4,4,1,1,0,12,1,0.0001,1109
1205,2,256,4,4,1,1,0,12,2,0.0001,1109
1206,2,256,4,4,1,1,0,13,0,0.0001,972
1207,2,256,4,4,1,1,0,13,1,0.0001,1238
1208,2,256,4,4,1,1,0,13,2,0.0001,1238
1209,2,256,4,4,1,1,0,14,0,0.0001,926
1210,2,256,4,4,1,1,0,14,1,0.0001,1307
1211,2,256,4,4,1,1,0,14,2,0.0001,1285
1212,2,256,4,4,1,1,0,15,0,0.0001,1028
1213,2,256,4,4,1,1,0,15,1,0.0001,1330
1214,2,256,4,4,1,1,0,15,2,0.0001,1330
1215,2,256,4,8,1,1,0,1,0,0.0001,646
1216,2,256,4,8,1,1,0,1,1,0.0001,663
1217,2,256,4,8,1,1,0,1,2,0.0001,663
1218,2,256,4,8,1,1,0,2,0,0.0001,753
1219,2,256,4,8,1,1,0,2,1,0.0001,864
1220,2,256,4,8,1,1,0,2,2,0.0001,864
1221,2,256,4,8,1,1,0,3,0,0.0001,828
1222,2,256,4,8,1,1,0,3,1,0.0001,871
1223,2,256,4,8,1,1,0,3,2,0.0001,871
1224,2,256,4,8,1,1,0,4,0,0.0001,902
1225,2,256,4,8,1,1,0,4,1,0.0001,885
1226,2,256,4,8,1,1,0,4,2,0.0001,885
1227,2,256,4,8,1,1,0,5,0,0.0001,1022
1228,2,256,4,8,1,1,0,5,1,0.0001,1095
1229,2,256,4,8,1,1,0,5,2,0.0001,1095
1230,2,256,4,8,1,1,0,6,0,0.0001,996
1231,2,256,4,8,1,1,0,6,1,0.0001,1217
1232,2,256,4,8,1,1,0,6,2,0.0001,1217
1233,2,256,4,8,1,1,0,7,0,0.0001,1118
1234,2,256,4,8,1,1,0,7,1,0.0001,1354
1235,2,256,4,8,1,1,0,7,2,0.0001,1354
1236,2,256,4,8,1,1,0,8,0,0.0001,1078
1237,2,256,4,8,1,1,0,8,1,0.0001,1292
1238,2,256,4,8,1,1,0,8,2,0.0001,1292
1239,2,256,4,8,1,1,0,9,0,0.0001,1362
1240,2,256,4,8,1,1,0,9,1,0.0001,1444
1241,2,256,4,8,1,1,0,9,2,0.0001,1444
1242,2,256,4,8,1,1,0,10,0,0.0001,1349
1243,2,256,4,8,1,1,0,10,1,0.0001,1612
1244,2,256,4,8,1,1,0,10,2,0.0001,1612
1245,2,256,4,8,1,1,0,11,0,0.0001,1532
1246,2,256,4,8,1,1,0,11,1,0.0001,1731
1247,2,256,4,8,1,1,0,11,2,0.0001,1731
1248,2,256,4,8,1,1,0,12,0,0.0001,1414
1249,2,256,4,8,1,1,0,12,1,0.0001,1827
1250,2,256,4,8,1,1,0,12,2,0.0001,1827
1251,2,256,4,8,1,1,0,13,0,0.0001,1683
1252,2,256,4,8,1,1,0,13,1,0.0001,2093
1253,2,256,4,8,1,1,0,13,2,0.0001,2093
1254,2,256,4,8,1,1,0,14,0,0.0001,1651
1255,2,256,4,8,1,1,0,14,1,0.0001,2197
1256,2,256,4,8,1,1,0,14,2,0.0001,2197
1257,2,256,4,8,1,1,0,15,0,0.0001,1872
1258,2,256,4,8,1,1,0,15,1,0.0001,2188
1259,2,256,4,8,1,1,0,15,2,0.0001,2188
1260,2,256,8,1,1,1,0,1,0,0.0003,43
1261,2,256,8,1,1,1,0,1,1,0.0002,54
1262,2,256,8,1,1,1,0,1,2,0.0002,54
1263,2,256,8,1,1,1,0,2,0,0.0003,61
1264,2,256,8,1,1,1,0,2,1,0.0002,85
1265,2,256,8,1,1,1,0,2,2,0.0002,85
1266,2,256,8,1,1,1,0,3,0,0.0003,78
1267,2,256,8,1,1,1,0,3,1,0.0002,91
1268,2,256,8,1,1,1,0,3,2,0.0002,91
1269,2,256,8,1,1,1,0,4,0,0.0002,89
1270,2,256,8,1,1,1,0,4,1,0.0002,94
1271,2,256,8,1,1,1,0,4,2,0.0002,94
1272,2,256,8,1,1,1,0,5,0,0.0002,105
1273,2,256,8,1,1,1,0,5,1,0.0002,113
1274,2,256,8,1,1,1,0,5,2,0.0002,113
1275,2,256,8,1,1,1,0,6,0,0.0002,103
1276,2,256,8,1,1,1,0,6,1,0.0002,115
1277,2,256,8,1,1,1,0,6,2,0.0002,115
1278,2,256,8,1,1,1,0,7,0,0.0002,128
1279,2,256,8,1,1,1,0,7,1,0.0002,148
1280,2,256,8,1,1,1,0,7,2,0.0002,148
1281,2,256,8,1,1,1,0,8,0,0.0002,125
1282,2,256,8,1,1,1,0,8,1,0.0003,144
1283,2,256,8,1,1,1,0,8,2,0.0003,144
1284,2,256,8,1,1,1,0,9,0,0.0002,152
1285,2,256,8,1,1,1,0,9,1,0.0003,176
1286,2,256,8,1,1,1,0,9,2,0.0003,176
1287,2,256,8,1,1,1,0,10,0,0.0003,165
1288,2,256,8,1,1,1,0,10,1,0.0003,200
1289,2,256,8,1,1,1,0,10,2,0.0003,200
1290,2,256,8,1,1,1,0,11,0,0.0002,175
1291,2,256,8,1,1,1,0,11,1,0.0003,243
1292,2,256,8,1,1,1,0,11,2,0.0003,243
1293,2,256,8,1,1,1,0,12,0,0.0003,168
1294,2,256,8,1,1,1,0,12,1,0.0003,255
1295,2,256,8,1,1,1,0,12,2,0.0003,255
1296,2,256,8,1,1,1,0,13,0,0.0003,202
1297,2,256,8,1,1,1,0,13,1,0.0003,280
1298,2,256,8,1,1,1,0,13,2,0.0003,280
1299,2,256,8,1,1,1,0,14,0,0.0003,219
1300,2,256,8,1,1,1,0,14,1,0.0003,316
1301,2,256,8,1,1,1,0,14,2,0.0003,316
1302,2,256,8,1,1,1,0,15,0,0.0003,229
1303,2,256,8,1,1,1,0,15,1,0.0003,313
1304,2,256,8,1,1,1,0,15,2,0.0003,313
1305,2,256,8,2,1,1,0,1,0,0.0003,235
1306,2,256,8,2,1,1,0,1,1,0.0002,221
1307,2,256,8,2,1,1,0,1,2,0.0002,221
1308,2,256,8,2,1,1,0,2,0,0.0002,203
1309,2,256,8,2,1,1,0,2,1,0.0002,240
1310,2,256,8,2,1,1,0,2,2,0.0002,240
1311,2,256,8,2,1,1,0,3,0,0.0002,226
1312,2,256,8,2,1,1,0,3,1,0.0002,257
1313,2,256,8,2,1,1,0,3,2,0.0002,257
1314,2,256,8,2,1,1,0,4,0,0.0002,288
1315,2,256,8,2,1,1,0,4,1,0.0002,280
1316,2,256,8,2,1,1,0,4,2,0.0002,274
1317,2,256,8,2,1,1,0,5,0,0.0002,301
1318,2,256,8,2,1,1,0,5,1,0.0002,319
1319,2,256,8,2,1,1,0,5,2,0.0002,319
1320,2,256,8,2,1,1,0,6,0,0.0002,297
1321,2,256,8,2,1,1,0,6,1,0.0002,380
1322,2,256,8,2,1,1,0,6,2,0.0002,380
1323,2,256,8,2,1,1,0,7,0,0.0003,333
1324,2,256,8,2,1,1,0,7,1,0.0003,371
1325,2,256,8,2,1,1,0,7,2,0.0003,371
1326,2,256,8,2,1,1,0,8,0,0.0002,321
1327,2,256,8,2,1,1,0,8,1,0.0002,379
