n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,obj1,obj2,lut,ff,dsp,bram
6774,4096,4,3,3,2,4,0.000610,4099,21675,11422,36,0
6775,4096,4,3,3,2,8,0.000960,5419,30595,10989,36,0
6776,4096,4,3,3,2,16,0.000920,8101,46386,11016,36,0
6780,4096,4,3,3,3,4,0.000618,4793,26552,12520,36,0
6781,4096,4,3,3,3,8,0.001026,6616,38419,12245,36,0
6786,4096,4,3,3,4,4,0.000630,5744,31822,13196,36,0
6787,4096,4,3,3,4,8,0.001004,7805,45040,13114,36,0
6792,4096,4,3,4,1,4,0.000309,2785,15577,9018,36,0
6793,4096,4,3,4,1,8,0.000371,3525,20214,9144,36,0
6794,4096,4,3,4,1,16,0.000406,4988,30249,8778,36,0
6795,4096,4,3,4,1,32,0.000499,9020,50947,8886,36,0
6798,4096,4,3,4,2,4,0.000443,4032,21573,11377,36,0
6799,4096,4,3,4,2,8,0.000594,5264,29778,11112,36,0
6800,4096,4,3,4,2,16,0.000606,7831,45992,11176,36,0
6804,4096,4,3,4,3,4,0.000476,4688,26168,12450,36,0
6805,4096,4,3,4,3,8,0.000597,6643,37705,12275,36,0
6810,4096,4,3,4,4,4,0.000491,5714,31672,13164,36,0
6811,4096,4,3,4,4,8,0.000617,7714,45129,13102,36,0
6816,4096,4,4,1,1,4,0.000693,3500,20145,10266,48,0
6817,4096,4,4,1,1,8,0.001007,4455,26700,10359,48,0
6818,4096,4,4,1,1,16,0.001083,6909,40627,10487,48,0
6822,4096,4,4,1,2,4,0.000930,4989,27763,13445,48,0
6823,4096,4,4,1,2,8,0.001412,6593,37787,13546,48,0
6828,4096,4,4,1,3,4,0.000930,5906,33707,14709,48,0
6829,4096,4,4,1,3,8,0.001453,8347,47801,14775,48,0
6834,4096,4,4,1,4,4,0.000959,7074,40463,16167,48,0
6835,4096,4,4,1,4,8,0.001430,9863,59013,15911,48,0
6840,4096,4,4,2,1,4,0.000376,3361,19515,10159,48,0
6841,4096,4,4,2,1,8,0.000485,4346,25397,10259,48,0
6842,4096,4,4,2,1,16,0.000512,6329,38176,10334,48,0
6846,4096,4,4,2,2,4,0.000481,5009,27755,13349,48,0
6847,4096,4,4,2,2,8,0.000735,6781,38447,13478,48,0
6852,4096,4,4,2,3,4,0.000489,5969,33693,14649,48,0
6853,4096,4,4,2,3,8,0.000714,8444,49262,14369,48,0
6858,4096,4,4,2,4,4,0.000494,7412,41434,16084,48,0
6864,4096,4,4,3,1,4,0.000423,3709,20799,10541,48,0
6865,4096,4,4,3,1,8,0.000638,4875,28422,10636,48,0
6866,4096,4,4,3,1,16,0.000690,7138,42343,10692,48,0
6870,4096,4,4,3,2,4,0.000617,5109,28065,13590,48,0
6871,4096,4,4,3,2,8,0.000985,7033,38988,13878,48,0
6872,4096,4,4,3,2,16,0.000941,10308,60979,13309,48,0
6876,4096,4,4,3,3,4,0.000619,5973,34015,14989,48,0
6877,4096,4,4,3,3,8,0.000999,8532,49363,14719,48,0
6882,4096,4,4,3,4,4,0.000625,7228,41166,16508,48,0
6883,4096,4,4,3,4,8,0.000973,10248,59400,16122,48,0
6888,4096,4,4,4,1,4,0.000338,3458,19960,10505,48,0
6889,4096,4,4,4,1,8,0.000369,4327,25685,10610,48,0
6890,4096,4,4,4,1,16,0.000456,6343,38544,10644,48,0
6894,4096,4,4,4,2,4,0.000488,5250,28296,13553,48,0
6895,4096,4,4,4,2,8,0.000606,6902,38936,13813,48,0
6900,4096,4,4,4,3,4,0.000487,6084,34170,15002,48,0
6901,4096,4,4,4,3,8,0.000602,8310,48656,14679,48,0
6906,4096,4,4,4,4,4,0.000489,7330,41029,16378,48,0
6907,4096,4,4,4,4,8,0.000602,10139,59259,16086,48,0
6912,8192,1,1,1,1,4,0.001047,235,1306,933,3,0
6913,8192,1,1,1,1,8,0.001360,296,1616,939,3,0
6914,8192,1,1,1,1,16,0.001401,387,2218,941,3,0
6915,8192,1,1,1,1,32,0.001674,631,3636,952,3,0
6916,8192,1,1,1,1,64,0.001765,1191,7051,977,3,0
6917,8192,1,1,1,1,128,0.002076,1842,11339,1046,3,0
6918,8192,1,1,1,2,4,0.001747,331,1743,1128,3,0
6919,8192,1,1,1,2,8,0.002589,426,2399,1135,3,0
6920,8192,1,1,1,2,16,0.002770,607,3538,1140,3,0
6921,8192,1,1,1,2,32,0.002877,1097,6183,1159,3,0
6922,8192,1,1,1,2,64,0.003173,1905,11130,1201,3,0
6924,8192,1,1,1,3,4,0.001948,396,2229,1218,3,0
6925,8192,1,1,1,3,8,0.002708,553,3205,1227,3,0
6926,8192,1,1,1,3,16,0.002654,785,4578,1232,3,0
6927,8192,1,1,1,3,32,0.003036,1404,7683,1268,3,0
6928,8192,1,1,1,3,64,0.002758,2384,14419,1307,3,0
6930,8192,1,1,1,4,4,0.001856,488,2662,1309,3,0
6931,8192,1,1,1,4,8,0.002993,643,3611,1319,3,0
6932,8192,1,1,1,4,16,0.003060,928,5637,1330,3,0
6933,8192,1,1,1,4,32,0.002892,1797,9855,1356,3,0
6934,8192,1,1,1,4,64,0.002994,3078,17866,1412,3,0
6936,8192,1,1,2,1,4,0.000509,249,1346,916,3,0
6937,8192,1,1,2,1,8,0.000782,8 ,1718,921,3,0
6938,8192,1,1,2,1,16,0.000813,401,2362,925,3,0
6939,8192,1,1,2,1,32,0.000838,703,3921,953,3,0
6940,8192,1,1,2,1,64,0.000980,1274,7610,963,3,0
6941,8192,1,1,2,1,128,0.001198,2297,14386,1047,3,0
6942,8192,1,1,2,2,4,0.000791,328,1774,1111,3,0
6943,8192,1,1,2,2,8,0.001284,433,2472,1117,3,0
6944,8192,1,1,2,2,16,0.001470,643,3699,1125,3,0
6945,8192,1,1,2,2,32,0.001391,1104,6397,1146,3,0
6946,8192,1,1,2,2,64,0.001448,1635,9830,1182,3,0
6948,8192,1,1,2,3,4,0.000847,411,2267,1201,3,0
6949,8192,1,1,2,3,8,0.001468,539,3188,1209,3,0
6950,8192,1,1,2,3,16,0.001475,798,4754,1216,3,0
6951,8192,1,1,2,3,32,0.001564,1462,7915,1251,3,0
6952,8192,1,1,2,3,64,0.001513,2449,14787,1298,3,0
6954,8192,1,1,2,4,4,0.000959,482,2696,1292,3,0
6955,8192,1,1,2,4,8,0.001353,626,3720,1300,3,0
6956,8192,1,1,2,4,16,0.001400,1008,6152,1314,3,0
6957,8192,1,1,2,4,32,0.001499,1961,10523,1340,3,0
6958,8192,1,1,2,4,64,0.001496,3109,18115,1399,3,0
6960,8192,1,1,3,1,4,0.000659,281,1444,1000,3,0
6961,8192,1,1,3,1,8,0.000756,337,1818,1005,3,0
6962,8192,1,1,3,1,16,0.000912,485,2594,1006,3,0
6963,8192,1,1,3,1,32,0.000922,749,4278,1021,3,0
6964,8192,1,1,3,1,64,0.001043,1200,7373,1113,3,0
6965,8192,1,1,3,1,128,0.001352,2636,17323,1164,3,0
6966,8192,1,1,3,2,4,0.001041,365,1878,1195,3,0
6967,8192,1,1,3,2,8,0.001685,480,2623,1202,3,0
6968,8192,1,1,3,2,16,0.001735,716,3990,1208,3,0
6969,8192,1,1,3,2,32,0.001933,1206,6719,1226,3,0
6970,8192,1,1,3,2,64,0.001797,1936,11385,1278,3,0
6972,8192,1,1,3,3,4,0.001128,425,2314,1285,3,0
6973,8192,1,1,3,3,8,0.002023,605,3400,1295,3,0
6974,8192,1,1,3,3,16,0.002131,869,4974,1299,3,0
6975,8192,1,1,3,3,32,0.002277,1564,8857,1321,3,0
6976,8192,1,1,3,3,64,0.002397,2566,15206,1383,3,0
6978,8192,1,1,3,4,4,0.001124,511,2764,1376,3,0
6979,8192,1,1,3,4,8,0.002292,679,3867,1387,3,0
6980,8192,1,1,3,4,16,0.002361,1087,6525,1395,3,0
6981,8192,1,1,3,4,32,0.002213,1683,9588,1421,3,0
6982,8192,1,1,3,4,64,0.002364,3340,19441,1481,3,0
6984,8192,1,1,4,1,4,0.000480,278,1393,992,3,0
6985,8192,1,1,4,1,8,0.000633,324,1734,1005,3,0
6986,8192,1,1,4,1,16,0.000565,426,2419,1005,3,0
6987,8192,1,1,4,1,32,0.000717,695,4015,1011,3,0
6988,8192,1,1,4,1,64,0.000692,1066,6760,1026,3,0
6989,8192,1,1,4,1,128,0.000874,1841,12407,1077,3,0
6990,8192,1,1,4,2,4,0.000786,330,1844,1189,3,0
6991,8192,1,1,4,2,8,0.001011,459,2517,1201,3,0
6992,8192,1,1,4,2,16,0.001199,652,3742,1205,3,0
6996,8192,1,1,4,3,4,0.000893,406,2241,1277,3,0
6997,8192,1,1,4,3,8,0.001083,578,3158,1293,3,0
6998,8192,1,1,4,3,16,0.001266,831,4751,1304,3,0
6999,8192,1,1,4,3,32,0.001314,1445,8042,1325,3,0
7000,8192,1,1,4,3,64,0.001219,2 ,14839,1361,3,0
7002,8192,1,1,4,4,4,0.000876,492,2677,1369,3,0
7003,8192,1,1,4,4,8,0.001269,684,3840,1384,3,0
7004,8192,1,1,4,4,16,0.001021,942,5401,1392,3,0
7005,8192,1,1,4,4,32,0.001234,1954,10706,1419,3,0
7006,8192,1,1,4,4,64,0.001232,3320,19222,1462,3,0
7008,8192,1,2,1,1,4,0.001102,475,2675,1498,6,0
7009,8192,1,2,1,1,8,0.001799,727,3991,1519,6,0
7010,8192,1,2,1,1,16,0.001614,785,4839,1520,6,0
7011,8192,1,2,1,1,32,0.002059,1449,9075,1542,6,0
7012,8192,1,2,1,1,64,0.002173,2339,14069,1604,6,0
7014,8192,1,2,1,2,4,0.001667,646,3538,1895,6,0
7015,8192,1,2,1,2,8,0.002701,845,4619,1910,6,0
7016,8192,1,2,1,2,16,0.002728,1137,6636,1916,6,0
7017,8192,1,2,1,2,32,0.003042,2314,12296,1959,6,0
7018,8192,1,2,1,2,64,0.002864,3588,21064,2012,6,0
7020,8192,1,2,1,3,4,0.001849,802,4393,2072,6,0
7021,8192,1,2,1,3,8,0.002874,1044,6001,2095,6,0
7022,8192,1,2,1,3,16,0.002828,1593,9696,2115,6,0
7023,8192,1,2,1,3,32,0.003169,3170,17280,2170,6,0
7026,8192,1,2,1,4,4,0.001837,925,5253,2248,6,0
7027,8192,1,2,1,4,8,0.002799,1268,7309,2276,6,0
7028,8192,1,2,1,4,16,0.002699,1898,11512,2291,6,0
7029,8192,1,2,1,4,32,0.003158,3816,21414,2352,6,0
7032,8192,1,2,2,1,4,0.000538,470,2711,1481,6,0
7033,8192,1,2,2,1,8,0.001030,724,4061,1501,6,0
7034,8192,1,2,2,1,16,0.000897,844,5044,1507,6,0
7036,8192,1,2,2,1,64,0.001037,2439,14736,1599,6,0
7038,8192,1,2,2,2,4,0.000920,692,3719,1880,6,0
7039,8192,1,2,2,2,8,0.001352,874,4880,1895,6,0
7040,8192,1,2,2,2,16,0.001425,1156,6699,1900,6,0
7041,8192,1,2,2,2,32,0.001466,2358,12504,1944,6,0
7042,8192,1,2,2,2,64,0.001560,3699,21398,2003,6,0
7044,8192,1,2,2,3,4,0.000928,768,4252,2055,6,0
7045,8192,1,2,2,3,8,0.001360,1005,6152,2072,6,0
7046,8192,1,2,2,3,16,0.001434,1597,9808,2098,6,0
7047,8192,1,2,2,3,32,0.001590,3016,16948,2151,6,0
7050,8192,1,2,2,4,4,0.000934,946,5261,2231,6,0
7051,8192,1,2,2,4,8,0.001383,1220,7402,2258,6,0
7052,8192,1,2,2,4,16,0.001403,1937,11671,2276,6,0
7053,8192,1,2,2,4,32,0.001517,3870,21612,2324,6,0
7056,8192,1,2,3,1,4,0.000705,485,2707,1568,6,0
7057,8192,1,2,3,1,8,0.001111,764,4313,1585,6,0
7058,8192,1,2,3,1,16,0.000886,885,4986,1586,6,0
7059,8192,1,2,3,1,32,0.001080,1841,10161,1639,6,0
7060,8192,1,2,3,1,64,0.001241,2713,16163,1706,6,0
7062,8192,1,2,3,2,4,0.001105,683,3694,1961,6,0
7063,8192,1,2,3,2,8,0.001887,872,4885,1977,6,0
7064,8192,1,2,3,2,16,0.001803,1309,7410,1980,6,0
7065,8192,1,2,3,2,32,0.001879,2515,13578,2037,6,0
7068,8192,1,2,3,3,4,0.001132,798,4373,2137,6,0
7069,8192,1,2,3,3,8,0.002324,1093,6282,2160,6,0
7070,8192,1,2,3,3,16,0.002106,1633,9839,2177,6,0
7071,8192,1,2,3,3,32,0.002459,3654,19878,2265,6,0
7074,8192,1,2,3,4,4,0.001212,953,5331,2314,6,0
7075,8192,1,2,3,4,8,0.002338,1358,7584,2347,6,0
7076,8192,1,2,3,4,16,0.002235,2064,12166,2369,6,0
7077,8192,1,2,3,4,32,0.002509,3983,22121,2421,6,0
7080,8192,1,2,4,1,4,0.000507,486,2735,1557,6,0
7081,8192,1,2,4,1,8,0.000638,727,3985,1583,6,0
7082,8192,1,2,4,1,16,0.000707,894,5127,1585,6,0
7083,8192,1,2,4,1,32,0.000802,1467,7946,1607,6,0
7084,8192,1,2,4,1,64,0.000921,2416,14515,1652,6,0
7086,8192,1,2,4,2,4,0.000919,630,3560,1949,6,0
7087,8192,1,2,4,2,8,0.001272,862,4823,1974,6,0
7088,8192,1,2,4,2,16,0.001104,1306,7461,1974,6,0
7089,8192,1,2,4,2,32,0.001324,2416,12889,2020,6,0
7090,8192,1,2,4,2,64,0.001206,4061,22883,2106,6,0
7092,8192,1,2,4,3,4,0.000999,782,4386,2129,6,0
7093,8192,1,2,4,3,8,0.001170,1121,6497,2154,6,0
7094,8192,1,2,4,3,16,0.001258,1617,9724,2177,6,0
7095,8192,1,2,4,3,32,0.001325,2950,16792,2230,6,0
7098,8192,1,2,4,4,4,0.000958,971,5435,2306,6,0
7099,8192,1,2,4,4,8,0.001293,1271,7439,2343,6,0
7100,8192,1,2,4,4,16,0.001165,1974,11747,2357,6,0
7101,8192,1,2,4,4,32,0.001315,3823,21400,2409,6,0
7104,8192,1,3,1,1,4,0.001180,699,4033,2324,9,0
7105,8192,1,3,1,1,8,0.002019,938,5468,2348,9,0
7106,8192,1,3,1,1,16,0.001865,1357,7784,2363,9,0
7107,8192,1,3,1,1,32,0.002413,2393,12934,2411,9,0
7108,8192,1,3,1,1,64,0.002628,3889,22691,2525,9,0
7110,8192,1,3,1,2,4,0.001731,992,5440,2908,9,0
7111,8192,1,3,1,2,8,0.002695,1275,7053,2928,9,0
7112,8192,1,3,1,2,16,0.002954,2108,11948,2965,9,0
7113,8192,1,3,1,2,32,0.003153,3284,18132,3012,9,0
7116,8192,1,3,1,3,4,0.001761,1189,6757,3176,9,0
7117,8192,1,3,1,3,8,0.002815,1654,9315,3214,9,0
7118,8192,1,3,1,3,16,0.002897,2429,14750,3254,9,0
7119,8192,1,3,1,3,32,0.003031,4691,25916,3341,9,0
7122,8192,1,3,1,4,4,0.001867,1400,7962,3443,9,0
7123,8192,1,3,1,4,8,0.002834,1896,11118,3482,9,0
7124,8192,1,3,1,4,16,0.002880,2917,17563,3530,9,0
7125,8192,1,3,1,4,32,0.003056,5647,31345,3601,9,0
7128,8192,1,3,2,1,4,0.000540,712,4055,2308,9,0
7129,8192,1,3,2,1,8,0.000826,942,5473,2339,9,0
7130,8192,1,3,2,1,16,0.000860,1330,7888,2348,9,0
7131,8192,1,3,2,1,32,0.001043,2035,11638,2358,9,0
7132,8192,1,3,2,1,64,0.001250,3934,23128,2510,9,0
7134,8192,1,3,2,2,4,0.000815,983,5403,2892,9,0
7135,8192,1,3,2,2,8,0.001375,1302,7455,2910,9,0
7136,8192,1,3,2,2,16,0.001466,1959,11371,2952,9,0
7137,8192,1,3,2,2,32,0.001551,3279,18409,2985,9,0
7140,8192,1,3,2,3,4,0.000923,1194,6635,3159,9,0
7141,8192,1,3,2,3,8,0.001400,1761,10032,3213,9,0
7142,8192,1,3,2,3,16,0.001508,2417,14921,3252,9,0
7143,8192,1,3,2,3,32,0.001509,4689,25919,3336,9,0
7146,8192,1,3,2,4,4,0.000906,1408,7961,3461,9,0
7147,8192,1,3,2,4,8,0.001441,1969,11271,3492,9,0
7148,8192,1,3,2,4,16,0.001453,3033,17936,3510,9,0
7149,8192,1,3,2,4,32,0.001577,5706,32310,3590,9,0
7152,8192,1,3,3,1,4,0.000774,709,4134,2391,9,0
7153,8192,1,3,3,1,8,0.000896,1013,5675,2420,9,0
7154,8192,1,3,3,1,16,0.000982,1321,7800,2416,9,0
7155,8192,1,3,3,1,32,0.001148,2452,13547,2467,9,0
7156,8192,1,3,3,1,64,0.001266,4051,23112,2589,9,0
7158,8192,1,3,3,2,4,0.001203,1021,5537,2975,9,0
7159,8192,1,3,3,2,8,0.001780,1285,7259,2995,9,0
7160,8192,1,3,3,2,16,0.001891,1999,11709,3031,9,0
7161,8192,1,3,3,2,32,0.002130,3574,19742,3096,9,0
7164,8192,1,3,3,3,4,0.001182,1198,6854,3245,9,0
7165,8192,1,3,3,3,8,0.002308,1656,9516,3284,9,0
7166,8192,1,3,3,3,16,0.002393,2597,15248,3364,9,0
7167,8192,1,3,3,3,32,0.002333,4841,26865,3423,9,0
7170,8192,1,3,3,4,4,0.001261,1449,8033,3512,9,0
7171,8192,1,3,3,4,8,0.002243,1992,11300,3554,9,0
7172,8192,1,3,3,4,16,0.002412,3016,18245,3597,9,0
7173,8192,1,3,3,4,32,0.002323,5867,32174,3677,9,0
7176,8192,1,3,4,1,4,0.000607,701,4135,2384,9,0
7177,8192,1,3,4,1,8,0.000723,989,5542,2420,9,0
7178,8192,1,3,4,1,16,0.000792,1379,8003,2427,9,0
7179,8192,1,3,4,1,32,0.000814,2486,13889,2486,9,0
7180,8192,1,3,4,1,64,0.000989,4072,23741,2576,9,0
7182,8192,1,3,4,2,4,0.000861,1011,5612,2970,9,0
7183,8192,1,3,4,2,8,0.001144,1299,7229,2994,9,0
7184,8192,1,3,4,2,16,0.001174,1933,11395,3027,9,0
7185,8192,1,3,4,2,32,0.001324,3549,19594,3086,9,0
7188,8192,1,3,4,3,4,0.000933,1189,6781,3235,9,0
7189,8192,1,3,4,3,8,0.001198,1665,9503,3296,9,0
7190,8192,1,3,4,3,16,0.001280,2509,15019,3328,9,0
7191,8192,1,3,4,3,32,0.001337,4817,26540,3411,9,0
7194,8192,1,3,4,4,4,0.000921,1445,7959,3537,9,0
7195,8192,1,3,4,4,8,0.001270,1957,11264,3553,9,0
7196,8192,1,3,4,4,16,0.001338,2995,17959,3588,9,0
7197,8192,1,3,4,4,32,0.001251,5831,31883,3670,9,0
7200,8192,1,4,1,1,4,0.001172,872,5098,2634,12,0
7201,8192,1,4,1,1,8,0.001704,1251,7399,2680,12,0
7202,8192,1,4,1,1,16,0.001727,1779,10774,2696,12,0
7203,8192,1,4,1,1,32,0.002383,3122,17933,2789,12,0
7204,8192,1,4,1,1,64,0.002278,5342,31669,2943,12,0
7206,8192,1,4,1,2,4,0.001790,1220,6835,3413,12,0
7207,8192,1,4,1,2,8,0.002869,1698,9935,3471,12,0
7208,8192,1,4,1,2,16,0.002855,2350,14691,3487,12,0
7209,8192,1,4,1,2,32,0.003186,4723,25199,3554,12,0
7212,8192,1,4,1,3,4,0.001993,1561,8846,3820,12,0
7213,8192,1,4,1,3,8,0.002741,2120,12339,3834,12,0
7214,8192,1,4,1,3,16,0.002919,3072,18867,3865,12,0
7215,8192,1,4,1,3,32,0.003168,6037,33853,3964,12,0
7218,8192,1,4,1,4,4,0.001872,1799,10453,4129,12,0
7219,8192,1,4,1,4,8,0.003032,2482,14670,4212,12,0
7220,8192,1,4,1,4,16,0.003084,3960,23319,4241,12,0
7224,8192,1,4,2,1,4,0.000594,850,5129,2617,12,0
7225,8192,1,4,2,1,8,0.000888,1222,7461,2655,12,0
7226,8192,1,4,2,1,16,0.000817,1870,11324,2695,12,0
7227,8192,1,4,2,1,32,0.001134,3168,18174,2771,12,0
7228,8192,1,4,2,1,64,0.001280,5436,32419,2911,12,0
7230,8192,1,4,2,2,4,0.000878,1228,6905,3398,12,0
7231,8192,1,4,2,2,8,0.001423,1820,10546,3435,12,0
7232,8192,1,4,2,2,16,0.001572,2538,15223,3495,12,0
7233,8192,1,4,2,2,32,0.001542,4671,25853,3552,12,0
7236,8192,1,4,2,3,4,0.000983,1514,8611,3758,12,0
7237,8192,1,4,2,3,8,0.001498,2144,12289,3798,12,0
7238,8192,1,4,2,3,16,0.001505,3205,19550,3857,12,0
7239,8192,1,4,2,3,32,0.001596,6230,34463,3929,12,0
7242,8192,1,4,2,4,4,0.000967,1762,10331,4119,12,0
7243,8192,1,4,2,4,8,0.001512,2493,14980,4176,12,0
7244,8192,1,4,2,4,16,0.001494,3849,23506,4228,12,0
7245,8192,1,4,2,4,32,0.001537,8109,42198,4332,12,0
7248,8192,1,4,3,1,4,0.000783,903,5239,2701,12,0
7249,8192,1,4,3,1,8,0.000962,1245,7297,2737,12,0
7250,8192,1,4,3,1,16,0.001148,1746,10720,2758,12,0
7251,8192,1,4,3,1,32,0.001260,3141,18371,2843,12,0
7252,8192,1,4,3,1,64,0.001322,5680,33760,3001,12,0
7254,8192,1,4,3,2,4,0.001204,1273,7067,3480,12,0
7255,8192,1,4,3,2,8,0.001972,1826,10223,3536,12,0
7256,8192,1,4,3,2,16,0.002073,2568,15497,3575,12,0
7257,8192,1,4,3,2,32,0.002092,4962,26758,3656,12,0
7260,8192,1,4,3,3,4,0.001259,1589,8899,3839,12,0
7261,8192,1,4,3,3,8,0.002278,2205,12330,3890,12,0
7262,8192,1,4,3,3,16,0.002326,3165,19232,3930,12,0
7263,8192,1,4,3,3,32,0.002449,6322,34450,4033,12,0
7266,8192,1,4,3,4,4,0.001259,1820,10548,4216,12,0
7267,8192,1,4,3,4,8,0.002372,2576,15070,4284,12,0
7268,8192,1,4,3,4,16,0.002342,3936,23724,4334,12,0
7269,8192,1,4,3,4,32,0.002402,8258,43291,4435,12,0
7272,8192,1,4,4,1,4,0.000565,884,5184,2692,12,0
7273,8192,1,4,4,1,8,0.000758,1273,7540,2750,12,0
7274,8192,1,4,4,1,16,0.000837,1918,11335,2765,12,0
7275,8192,1,4,4,1,32,0.000924,3090,17898,2844,12,0
7276,8192,1,4,4,1,64,0.001028,5390,32363,2972,12,0
7278,8192,1,4,4,2,4,0.000939,1261,7106,3477,12,0
7279,8192,1,4,4,2,8,0.001249,1785,9812,3524,12,0
7280,8192,1,4,4,2,16,0.001309,2584,15392,3570,12,0
7281,8192,1,4,4,2,32,0.001309,4681,25194,3633,12,0
7284,8192,1,4,4,3,4,0.000977,1537,8670,3829,12,0
7285,8192,1,4,4,3,8,0.001203,2130,12478,3883,12,0
7286,8192,1,4,4,3,16,0.001289,3022,18886,3927,12,0
7287,8192,1,4,4,3,32,0.001327,6118,34161,4017,12,0
7290,8192,1,4,4,4,4,0.001040,1841,10228,4189,12,0
7291,8192,1,4,4,4,8,0.001271,2573,14703,4249,12,0
7292,8192,1,4,4,4,16,0.001313,4018,23454,4300,12,0
7293,8192,1,4,4,4,32,0.001311,8063,42063,4408,12,0
7296,8192,2,1,1,1,4,0.001520,486,2637,1682,6,0
7297,8192,2,1,1,1,8,0.002239,651,3647,1700,6,0
7298,8192,2,1,1,1,16,0.002156,910,5094,1707,6,0
7299,8192,2,1,1,1,32,0.002241,1512,8202,1731,6,0
7300,8192,2,1,1,1,64,0.002392,2647,15386,1800,6,0
7302,8192,2,1,1,2,4,0.001619,646,3357,2070,6,0
7303,8192,2,1,1,2,8,0.002694,848,4733,2089,6,0
7304,8192,2,1,1,2,16,0.002892,1257,7134,2088,6,0
7305,8192,2,1,1,2,32,0.002978,1945,10946,2119,6,0
7306,8192,2,1,1,2,64,0.003369,3847,21874,2229,6,0
7308,8192,2,1,1,3,4,0.001774,810,4188,2248,6,0
7309,8192,2,1,1,3,8,0.002698,1048,5911,2297,6,0
7310,8192,2,1,1,3,16,0.003130,2130,12269,2338,6,0
7311,8192,2,1,1,3,32,0.003354,2890,16263,2375,6,0
7314,8192,2,1,1,4,4,0.001799,910,4983,2416,6,0
7315,8192,2,1,1,4,8,0.003168,1262,7297,2443,6,0
7316,8192,2,1,1,4,16,0.003156,1917,11617,2452,6,0
7317,8192,2,1,1,4,32,0.003309,3789,20906,2505,6,0
7320,8192,2,1,2,1,4,0.000745,487,2650,1648,6,0
7321,8192,2,1,2,1,8,0.001108,600,3338,1658,6,0
7322,8192,2,1,2,1,16,0.001131,864,4915,1674,6,0
7323,8192,2,1,2,1,32,0.001175,1373,8132,1708,6,0
7324,8192,2,1,2,1,64,0.001066,2364,14795,1738,6,0
7326,8192,2,1,2,2,4,0.000909,641,3415,2036,6,0
7327,8192,2,1,2,2,8,0.001295,802,4529,2049,6,0
7328,8192,2,1,2,2,16,0.001338,1208,6853,2061,6,0
7329,8192,2,1,2,2,32,0.001618,2129,11987,2106,6,0
7332,8192,2,1,2,3,4,0.000910,845,4468,2214,6,0
7333,8192,2,1,2,3,8,0.001510,1075,6046,2261,6,0
7334,8192,2,1,2,3,16,0.001532,1693,9897,2274,6,0
7335,8192,2,1,2,3,32,0.001616,2980,16512,2318,6,0
7336,8192,2,1,2,3,64,0.001687,4996,30031,2399,6,0
7338,8192,2,1,2,4,4,0.000955,911,5144,2384,6,0
7339,8192,2,1,2,4,8,0.001516,1251,7230,2401,6,0
7340,8192,2,1,2,4,16,0.001489,1876,11131,2421,6,0
7341,8192,2,1,2,4,32,0.001605,3790,20378,2477,6,0
7344,8192,2,1,3,1,4,0.001027,555,2920,1816,6,0
7345,8192,2,1,3,1,8,0.001117,726,3892,1825,6,0
7346,8192,2,1,3,1,16,0.001116,1084,5895,1834,6,0
7347,8192,2,1,3,1,32,0.001161,1823,10028,1868,6,0
7348,8192,2,1,3,1,64,0.001073,2938,17525,1965,6,0
7350,8192,2,1,3,2,4,0.001177,737,3756,2204,6,0
7351,8192,2,1,3,2,8,0.001614,939,5128,2252,6,0
7352,8192,2,1,3,2,16,0.001666,1444,8129,2256,6,0
7353,8192,2,1,3,2,32,0.001868,2619,14245,2322,6,0
7354,8192,2,1,3,2,64,0.001648,4277,25319,2382,6,0
7356,8192,2,1,3,3,4,0.001207,866,4589,2411,6,0
7357,8192,2,1,3,3,8,0.001842,1201,6614,2434,6,0
7358,8192,2,1,3,3,16,0.001869,1737,10304,2449,6,0
7359,8192,2,1,3,3,32,0.002030,3327,18671,2511,6,0
7362,8192,2,1,3,4,4,0.001276,993,5398,2517,6,0
7363,8192,2,1,3,4,8,0.001953,1328,7533,2572,6,0
7364,8192,2,1,3,4,16,0.002152,2131,12433,2594,6,0
7365,8192,2,1,3,4,32,0.002267,4037,22127,2638,6,0
7368,8192,2,1,4,1,4,0.000773,504,2708,1800,6,0
7369,8192,2,1,4,1,8,0.000826,641,3476,1825,6,0
7370,8192,2,1,4,1,16,0.000861,876,4950,1822,6,0
7371,8192,2,1,4,1,32,0.000818,1497,8735,1835,6,0
7372,8192,2,1,4,1,64,0.000820,2184,13635,1855,6,0
7374,8192,2,1,4,2,4,0.000821,677,3540,2190,6,0
7375,8192,2,1,4,2,8,0.001124,857,4636,2246,6,0
7376,8192,2,1,4,2,16,0.001321,1169,6727,2246,6,0
7377,8192,2,1,4,2,32,0.001276,2152,12265,2278,6,0
7378,8192,2,1,4,2,64,0.001209,3549,21170,2346,6,0
7380,8192,2,1,4,3,4,0.000996,870,4630,2395,6,0
7381,8192,2,1,4,3,8,0.001108,1075,5997,2433,6,0
7382,8192,2,1,4,3,16,0.001252,1607,9456,2436,6,0
7383,8192,2,1,4,3,32,0.001327,2995,16491,2476,6,0
7384,8192,2,1,4,3,64,0.001397,4972,29686,2523,6,0
7386,8192,2,1,4,4,4,0.000977,957,5192,2505,6,0
7387,8192,2,1,4,4,8,0.001180,1307,7410,2578,6,0
7388,8192,2,1,4,4,16,0.001357,1914,11302,2581,6,0
