n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,obj1,obj2,lut,ff,dsp,bram
1736,256,3,3,1,2,16,0.000070,5426,31385,8292,27,0
1740,256,3,3,1,3,4,0.000048,3314,18024,8983,27,0
1741,256,3,3,1,3,8,0.000074,4535,25713,9010,27,0
1742,256,3,3,1,3,16,0.000075,6809,41242,8881,27,0
1746,256,3,3,1,4,4,0.000051,3907,21524,9852,27,0
1747,256,3,3,1,4,8,0.000074,5458,31100,9876,27,0
1748,256,3,3,1,4,16,0.000068,8697,50807,9746,27,0
1752,256,3,3,2,1,4,0.000016,1917,10743,6185,27,0
1753,256,3,3,2,1,8,0.000025,2517,14481,6395,27,0
1754,256,3,3,2,1,16,0.000026,3592,20861,6431,27,0
1755,256,3,3,2,1,32,0.000032,6801,37353,6241,27,0
1758,256,3,3,2,2,4,0.000026,2779,14709,8070,27,0
1759,256,3,3,2,2,8,0.000038,3775,20899,8217,27,0
1760,256,3,3,2,2,16,0.000041,5440,32314,8232,27,0
1764,256,3,3,2,3,4,0.000029,3301,18146,8941,27,0
1765,256,3,3,2,3,8,0.000042,4513,25699,8928,27,0
1766,256,3,3,2,3,16,0.000039,6596,40091,8817,27,0
1770,256,3,3,2,4,4,0.000028,3929,21801,9795,27,0
1771,256,3,3,2,4,8,0.000042,5506,31257,9892,27,0
1776,256,3,3,3,1,4,0.000025,2078,11102,6589,27,0
1777,256,3,3,3,1,8,0.000028,2747,15449,6545,27,0
1778,256,3,3,3,1,16,0.000036,4009,23326,6604,27,0
1782,256,3,3,3,2,4,0.000036,2949,15262,8351,27,0
1783,256,3,3,3,2,8,0.000051,3814,20726,8482,27,0
1784,256,3,3,3,2,16,0.000051,5920,34315,8555,27,0
1788,256,3,3,3,3,4,0.000036,3413,18462,9202,27,0
1789,256,3,3,3,3,8,0.000055,4678,26581,9163,27,0
1790,256,3,3,3,3,16,0.000055,7151,42447,8965,27,0
1794,256,3,3,3,4,4,0.000036,4058,22135,10037,27,0
1795,256,3,3,3,4,8,0.000055,5610,31773,10175,27,0
1796,256,3,3,3,4,16,0.000054,8886,51451,9929,27,0
1800,256,3,3,4,1,4,0.000019,2028,10992,6547,27,0
1801,256,3,3,4,1,8,0.000020,2784,15793,6618,27,0
1802,256,3,3,4,1,16,0.000024,3647,21504,6665,27,0
1803,256,3,3,4,1,32,0.000028,6592,36485,6280,27,0
1806,256,3,3,4,2,4,0.000027,2787,14849,8318,27,0
1807,256,3,3,4,2,8,0.000033,3806,21473,8411,27,0
1808,256,3,3,4,2,16,0.000033,5633,32725,8470,27,0
1812,256,3,3,4,3,4,0.000029,3318,18409,9166,27,0
1813,256,3,3,4,3,8,0.000033,4444,25763,9247,27,0
1814,256,3,3,4,3,16,0.000035,7204,42363,9044,27,0
1818,256,3,3,4,4,4,0.000031,4022,22088,10038,27,0
1819,256,3,3,4,4,8,0.000036,5584,31571,10093,27,0
1820,256,3,3,4,4,16,0.000036,8519,50801,9855,27,0
1824,256,3,4,1,1,4,0.000036,2461,14078,7451,36,0
1825,256,3,4,1,1,8,0.000048,3276,19376,7471,36,0
1826,256,3,4,1,1,16,0.000053,5106,29823,7529,36,0
1827,256,3,4,1,1,32,0.000068,9578,50600,7707,36,0
1830,256,3,4,1,2,4,0.000049,3486,18665,9735,36,0
1831,256,3,4,1,2,8,0.000070,4762,27059,9878,36,0
1832,256,3,4,1,2,16,0.000068,7306,41116,9902,36,0
1836,256,3,4,1,3,4,0.000048,4221,23617,10891,36,0
1837,256,3,4,1,3,8,0.000071,5932,34183,10978,36,0
1842,256,3,4,1,4,4,0.000048,4967,27961,11963,36,0
1843,256,3,4,1,4,8,0.000072,7087,40913,12133,36,0
1848,256,3,4,2,1,4,0.000016,2394,13844,7337,36,0
1849,256,3,4,2,1,8,0.000023,3157,18732,7397,36,0
1850,256,3,4,2,1,16,0.000024,4659,27974,7449,36,0
1851,256,3,4,2,1,32,0.000030,8712,48201,7617,36,0
1854,256,3,4,2,2,4,0.000024,3464,18896,9644,36,0
1855,256,3,4,2,2,8,0.000037,4803,26719,9785,36,0
1856,256,3,4,2,2,16,0.000038,7012,41354,9866,36,0
1860,256,3,4,2,3,4,0.000027,4156,23486,10887,36,0
1861,256,3,4,2,3,8,0.000039,6047,34274,10955,36,0
1862,256,3,4,2,3,16,0.000040,9103,54193,11019,36,0
1866,256,3,4,2,4,4,0.000027,4924,28104,11928,36,0
1867,256,3,4,2,4,8,0.000040,7246,41164,12066,36,0
1872,256,3,4,3,1,4,0.000021,2532,14368,7617,36,0
1873,256,3,4,3,1,8,0.000029,3503,20043,7696,36,0
1874,256,3,4,3,1,16,0.000034,5127,30018,7724,36,0
1875,256,3,4,3,1,32,0.000040,10306,53274,7938,36,0
1878,256,3,4,3,2,4,0.000033,3647,19570,9968,36,0
1879,256,3,4,3,2,8,0.000051,4917,27819,10086,36,0
1880,256,3,4,3,2,16,0.000051,7186,42279,10155,36,0
1884,256,3,4,3,3,4,0.000035,4325,24042,11126,36,0
1885,256,3,4,3,3,8,0.000052,5995,34392,11210,36,0
1890,256,3,4,3,4,4,0.000036,5208,28794,12186,36,0
1891,256,3,4,3,4,8,0.000053,7289,41709,12321,36,0
1896,256,3,4,4,1,4,0.000017,2439,14168,7594,36,0
1897,256,3,4,4,1,8,0.000020,3367,19688,7658,36,0
1898,256,3,4,4,1,16,0.000023,4919,29602,7687,36,0
1899,256,3,4,4,1,32,0.000025,8947,48971,7742,36,0
1902,256,3,4,4,2,4,0.000026,3481,19132,9896,36,0
1903,256,3,4,4,2,8,0.000032,4835,27029,10084,36,0
1904,256,3,4,4,2,16,0.000032,7107,41715,10085,36,0
1908,256,3,4,4,3,4,0.000027,4208,23822,11074,36,0
1909,256,3,4,4,3,8,0.000032,5927,33795,11154,36,0
1910,256,3,4,4,3,16,0.000033,9146,54691,11268,36,0
1914,256,3,4,4,4,4,0.000027,5221,28608,12188,36,0
1915,256,3,4,4,4,8,0.000033,7229,41392,12313,36,0
1920,256,4,1,1,1,4,0.000028,896,4775,2953,12,0
1921,256,4,1,1,1,8,0.000042,1310,7046,2996,12,0
1922,256,4,1,1,1,16,0.000043,1668,9956,3007,12,0
1923,256,4,1,1,1,32,0.000046,3085,17327,3087,12,0
1924,256,4,1,1,1,64,0.000046,5077,30659,3233,12,0
1926,256,4,1,1,2,4,0.000032,1201,6324,3733,12,0
1927,256,4,1,1,2,8,0.000053,1537,8550,3758,12,0
1928,256,4,1,1,2,16,0.000058,2765,15862,3828,12,0
1929,256,4,1,1,2,32,0.000060,4683,25234,3896,12,0
1932,256,4,1,1,3,4,0.000035,1469,7919,4102,12,0
1933,256,4,1,1,3,8,0.000054,1955,11045,4160,12,0
1934,256,4,1,1,3,16,0.000060,2986,17938,4150,12,0
1935,256,4,1,1,3,32,0.000060,6246,32148,4249,12,0
1938,256,4,1,1,4,4,0.000037,1613,9007,4312,12,0
1939,256,4,1,1,4,8,0.000056,2411,13902,4414,12,0
1940,256,4,1,1,4,16,0.000058,4011,22461,4425,12,0
1941,256,4,1,1,4,32,0.000063,7737,40083,4504,12,0
1944,256,4,1,2,1,4,0.000015,895,4748,2894,12,0
1945,256,4,1,2,1,8,0.000021,1212,6615,2922,12,0
1946,256,4,1,2,1,16,0.000021,1708,9750,2943,12,0
1947,256,4,1,2,1,32,0.000023,2954,16482,3031,12,0
1948,256,4,1,2,1,64,0.000021,5049,29572,3155,12,0
1950,256,4,1,2,2,4,0.000016,1181,6261,3674,12,0
1951,256,4,1,2,2,8,0.000025,1598,8678,3704,12,0
1952,256,4,1,2,2,16,0.000028,2562,14395,3735,12,0
1953,256,4,1,2,2,32,0.000029,4724,25657,3846,12,0
1956,256,4,1,2,3,4,0.000019,1452,7870,4052,12,0
1957,256,4,1,2,3,8,0.000029,2091,11572,4046,12,0
1958,256,4,1,2,3,16,0.000027,3306,19148,4136,12,0
1959,256,4,1,2,3,32,0.000032,6221,34835,4229,12,0
1962,256,4,1,2,4,4,0.000019,1643,9274,4260,12,0
1963,256,4,1,2,4,8,0.000028,2386,13931,4314,12,0
1964,256,4,1,2,4,16,0.000030,3845,22782,4391,12,0
1965,256,4,1,2,4,32,0.000032,7547,41460,4475,12,0
1968,256,4,1,3,1,4,0.000019,1075,5435,3264,12,0
1969,256,4,1,3,1,8,0.000027,1472,7956,3308,12,0
1970,256,4,1,3,1,16,0.000026,2003,11677,3310,12,0
1971,256,4,1,3,1,32,0.000031,3599,19724,3374,12,0
1972,256,4,1,3,1,64,0.000034,6095,35963,3546,12,0
1974,256,4,1,3,2,4,0.000024,1336,6936,4036,12,0
1975,256,4,1,3,2,8,0.000032,1778,9751,4024,12,0
1976,256,4,1,3,2,16,0.000035,2736,15713,4085,12,0
1977,256,4,1,3,2,32,0.000039,5455,28599,4154,12,0
1980,256,4,1,3,3,4,0.000024,1591,8391,4414,12,0
1981,256,4,1,3,3,8,0.000039,2194,12040,4417,12,0
1982,256,4,1,3,3,16,0.000038,3400,19728,4460,12,0
1983,256,4,1,3,3,32,0.000041,6944,35945,4553,12,0
1986,256,4,1,3,4,4,0.000027,1782,9606,4621,12,0
1987,256,4,1,3,4,8,0.000041,2550,14259,4679,12,0
1988,256,4,1,3,4,16,0.000040,4141,23459,4737,12,0
1989,256,4,1,3,4,32,0.000042,8735,43665,4854,12,0
1992,256,4,1,4,1,4,0.000015,929,4857,3178,12,0
1993,256,4,1,4,1,8,0.000017,1163,6326,3200,12,0
1994,256,4,1,4,1,16,0.000017,1592,9566,3217,12,0
1995,256,4,1,4,1,32,0.000019,3230,17498,3257,12,0
1996,256,4,1,4,1,64,0.000019,5127,29466,3371,12,0
1998,256,4,1,4,2,4,0.000017,1286,6661,3961,12,0
1999,256,4,1,4,2,8,0.000021,1688,9327,3946,12,0
2000,256,4,1,4,2,16,0.000023,2591,14475,3989,12,0
2001,256,4,1,4,2,32,0.000025,4797,25900,4080,12,0
2004,256,4,1,4,3,4,0.000018,1472,7938,4333,12,0
2005,256,4,1,4,3,8,0.000024,2008,11317,4376,12,0
2006,256,4,1,4,3,16,0.000022,3096,18379,4445,12,0
2007,256,4,1,4,3,32,0.000028,5941,33080,4494,12,0
2010,256,4,1,4,4,4,0.000020,1680,9371,4550,12,0
2011,256,4,1,4,4,8,0.000024,2470,14478,4577,12,0
2012,256,4,1,4,4,16,0.000025,3934,23163,4631,12,0
2013,256,4,1,4,4,32,0.000026,7648,42417,4695,12,0
2016,256,4,2,1,1,4,0.000028,1663,9285,5196,24,0
2017,256,4,2,1,1,8,0.000035,2230,12647,5259,24,0
2018,256,4,2,1,1,16,0.000043,3332,19474,5290,24,0
2019,256,4,2,1,1,32,0.000050,6661,33977,5385,24,0
2022,256,4,2,1,2,4,0.000039,2260,11978,6746,24,0
2023,256,4,2,1,2,8,0.000058,3197,17506,6969,24,0
2024,256,4,2,1,2,16,0.000064,5225,27529,6916,24,0
2028,256,4,2,1,3,4,0.000042,2728,15204,7543,24,0
2029,256,4,2,1,3,8,0.000062,3979,22282,7677,24,0
2030,256,4,2,1,3,16,0.000059,6102,36040,7689,24,0
2034,256,4,2,1,4,4,0.000042,3473,18501,8292,24,0
2035,256,4,2,1,4,8,0.000063,4820,27026,8423,24,0
2036,256,4,2,1,4,16,0.000061,8223,44410,8447,24,0
2040,256,4,2,2,1,4,0.000013,1661,8956,5131,24,0
2041,256,4,2,2,1,8,0.000021,2225,12641,5214,24,0
2042,256,4,2,2,1,16,0.000023,3112,18145,5213,24,0
2043,256,4,2,2,1,32,0.000026,5573,30296,5268,24,0
2046,256,4,2,2,2,4,0.000022,2355,12624,6698,24,0
2047,256,4,2,2,2,8,0.000030,3319,18344,6822,24,0
2048,256,4,2,2,2,16,0.000033,4985,29346,6929,24,0
2052,256,4,2,2,3,4,0.000022,2851,15660,7553,24,0
2053,256,4,2,2,3,8,0.000033,3909,22288,7611,24,0
2054,256,4,2,2,3,16,0.000032,6081,36139,7686,24,0
2058,256,4,2,2,4,4,0.000022,3502,19324,8235,24,0
2059,256,4,2,2,4,8,0.000034,4863,27289,8353,24,0
2060,256,4,2,2,4,16,0.000032,7611,44974,8442,24,0
2064,256,4,2,3,1,4,0.000018,1901,10042,5548,24,0
2065,256,4,2,3,1,8,0.000024,2499,13815,5628,24,0
2066,256,4,2,3,1,16,0.000027,3605,21092,5657,24,0
2067,256,4,2,3,1,32,0.000033,7205,36842,5743,24,0
2070,256,4,2,3,2,4,0.000028,2502,13274,7060,24,0
2071,256,4,2,3,2,8,0.000041,3448,18711,7214,24,0
2072,256,4,2,3,2,16,0.000043,5075,29262,7228,24,0
2076,256,4,2,3,3,4,0.000027,2995,16121,7826,24,0
2077,256,4,2,3,3,8,0.000043,4215,23513,7919,24,0
2078,256,4,2,3,3,16,0.000042,6381,37283,7979,24,0
2082,256,4,2,3,4,4,0.000029,3650,19458,8604,24,0
2083,256,4,2,3,4,8,0.000044,5231,28396,8755,24,0
2084,256,4,2,3,4,16,0.000045,8561,45842,8742,24,0
2088,256,4,2,4,1,4,0.000013,1644,9070,5459,24,0
2089,256,4,2,4,1,8,0.000017,2478,13806,5512,24,0
2090,256,4,2,4,1,16,0.000017,3220,18731,5522,24,0
2091,256,4,2,4,1,32,0.000020,5928,32117,5600,24,0
2094,256,4,2,4,2,4,0.000021,2380,12724,7044,24,0
2095,256,4,2,4,2,8,0.000026,3390,18257,7138,24,0
2096,256,4,2,4,2,16,0.000027,4983,29300,7209,24,0
2100,256,4,2,4,3,4,0.000022,2854,15962,7782,24,0
2101,256,4,2,4,3,8,0.000027,3922,22368,7871,24,0
2102,256,4,2,4,3,16,0.000026,6075,35850,7964,24,0
2106,256,4,2,4,4,4,0.000023,3378,18897,8567,24,0
2107,256,4,2,4,4,8,0.000028,4987,27737,8604,24,0
2108,256,4,2,4,4,16,0.000026,7556,44625,8721,24,0
2112,256,4,3,1,1,4,0.000027,2654,14659,8282,36,0
2113,256,4,3,1,1,8,0.000043,3459,19473,8343,36,0
2114,256,4,3,1,1,16,0.000044,4872,29521,8000,36,0
2115,256,4,3,1,1,32,0.000057,9444,51746,8153,36,0
2118,256,4,3,1,2,4,0.000043,3652,19619,10790,36,0
2119,256,4,3,1,2,8,0.000063,4845,27254,10880,36,0
2120,256,4,3,1,2,16,0.000066,7000,41786,10517,36,0
2124,256,4,3,1,3,4,0.000046,4361,24092,11920,36,0
2125,256,4,3,1,3,8,0.000065,5952,34272,11623,36,0
2130,256,4,3,1,4,4,0.000045,5196,28430,12622,36,0
2131,256,4,3,1,4,8,0.000068,7155,41519,12595,36,0
2136,256,4,3,2,1,4,0.000017,2496,14081,8180,36,0
2137,256,4,3,2,1,8,0.000023,3342,18766,8252,36,0
2138,256,4,3,2,1,16,0.000023,4652,28248,7923,36,0
2139,256,4,3,2,1,32,0.000030,8800,47925,7977,36,0
2142,256,4,3,2,2,4,0.000025,3599,19516,10741,36,0
2143,256,4,3,2,2,8,0.000036,4994,27397,10805,36,0
2144,256,4,3,2,2,16,0.000035,7318,42715,10463,36,0
2148,256,4,3,2,3,4,0.000025,4341,23881,11828,36,0
2149,256,4,3,2,3,8,0.000034,5994,34778,11566,36,0
2154,256,4,3,2,4,4,0.000026,5227,28695,12562,36,0
2155,256,4,3,2,4,8,0.000036,7379,42511,12545,36,0
2160,256,4,3,3,1,4,0.000021,2779,14942,8675,36,0
2161,256,4,3,3,1,8,0.000031,3715,20846,8864,36,0
2162,256,4,3,3,1,16,0.000032,5369,31652,8467,36,0
2166,256,4,3,3,2,4,0.000031,3796,20349,10937,36,0
2167,256,4,3,3,2,8,0.000046,5044,28546,10641,36,0
2168,256,4,3,3,2,16,0.000047,7499,43923,10660,36,0
2172,256,4,3,3,3,4,0.000032,4465,24392,12035,36,0
2173,256,4,3,3,3,8,0.000048,6143,35015,11781,36,0
2174,256,4,3,3,3,16,0.000048,10354,56010,11788,36,0
2178,256,4,3,3,4,4,0.000032,5203,28762,12948,36,0
2179,256,4,3,3,4,8,0.000048,7509,42514,12894,36,0
2184,256,4,3,4,1,4,0.000016,2591,14414,8648,36,0
2185,256,4,3,4,1,8,0.000020,3440,19432,8555,36,0
2186,256,4,3,4,1,16,0.000021,4687,28285,8332,36,0
2187,256,4,3,4,1,32,0.000024,8773,48628,8395,36,0
2190,256,4,3,4,2,4,0.000025,3735,19734,10828,36,0
2191,256,4,3,4,2,8,0.000031,5026,27994,10718,36,0
2192,256,4,3,4,2,16,0.000029,7389,42918,10782,36,0
2196,256,4,3,4,3,4,0.000026,4352,24189,12168,36,0
2197,256,4,3,4,3,8,0.000030,5929,34540,11846,36,0
2202,256,4,3,4,4,4,0.000026,5229,29081,12866,36,0
2203,256,4,3,4,4,8,0.000033,7288,42211,12966,36,0
2208,256,4,4,1,1,4,0.000032,3162,18402,9812,48,0
2209,256,4,4,1,1,8,0.000043,4396,25638,9883,48,0
2210,256,4,4,1,1,16,0.000050,6410,39027,9957,48,0
2214,256,4,4,1,2,4,0.000042,4549,25095,12951,48,0
2215,256,4,4,1,2,8,0.000066,6219,35438,12999,48,0
2216,256,4,4,1,2,16,0.000063,9468,56477,12575,48,0
2220,256,4,4,1,3,4,0.000042,5505,31173,14410,48,0
2221,256,4,4,1,3,8,0.000063,7770,44617,14513,48,0
2226,256,4,4,1,4,4,0.000044,6700,37103,15825,48,0
2227,256,4,4,1,4,8,0.000063,9288,54350,15499,48,0
2232,256,4,4,2,1,4,0.000017,3093,17913,9765,48,0
2233,256,4,4,2,1,8,0.000021,4108,23940,9845,48,0
2234,256,4,4,2,1,16,0.000025,5957,35759,9860,48,0
2238,256,4,4,2,2,4,0.000024,4677,25178,12885,48,0
2239,256,4,4,2,2,8,0.000035,6315,35294,12944,48,0
2244,256,4,4,2,3,4,0.000025,5614,31510,14365,48,0
2245,256,4,4,2,3,8,0.000035,7723,44675,14470,48,0
2250,256,4,4,2,4,4,0.000024,6819,38008,15809,48,0
2251,256,4,4,2,4,8,0.000036,9761,55814,15439,48,0
2256,256,4,4,3,1,4,0.000021,3455,19298,10109,48,0
2257,256,4,4,3,1,8,0.000029,4594,26691,10217,48,0
2258,256,4,4,3,1,16,0.000033,6841,40356,10243,48,0
2262,256,4,4,3,2,4,0.000031,4810,26237,13246,48,0
2263,256,4,4,3,2,8,0.000044,6510,36428,13315,48,0
2268,256,4,4,3,3,4,0.000031,5750,32212,14735,48,0
2269,256,4,4,3,3,8,0.000046,8062,46138,14804,48,0
2274,256,4,4,3,4,4,0.000030,6740,37895,16148,48,0
2275,256,4,4,3,4,8,0.000046,9650,55815,15889,48,0
2280,256,4,4,4,1,4,0.000016,3179,18243,10003,48,0
2281,256,4,4,4,1,8,0.000019,4127,24271,10100,48,0
2282,256,4,4,4,1,16,0.000022,5916,36209,10087,48,0
2286,256,4,4,4,2,4,0.000023,4790,25402,13177,48,0
2287,256,4,4,4,2,8,0.000028,6416,35537,13238,48,0
2292,256,4,4,4,3,4,0.000024,5682,31530,14639,48,0
2293,256,4,4,4,3,8,0.000030,7934,45249,14722,48,0
2298,256,4,4,4,4,4,0.000025,6817,37692,16102,48,0
2299,256,4,4,4,4,8,0.000030,9641,55959,15730,48,0
2304,1024,1,1,1,1,4,0.000101,261,1310,900,3,0
2305,1024,1,1,1,1,8,0.000132,284,1584,906,3,0
2306,1024,1,1,1,1,16,0.000161,387,2217,908,3,0
2307,1024,1,1,1,1,32,0.000163,620,3579,919,3,0
2308,1024,1,1,1,1,64,0.000173,1210,7066,944,3,0
2309,1024,1,1,1,1,128,0.000226,1688,11171,1009,3,0
2310,1024,1,1,1,2,4,0.000160,323,1677,1097,3,0
2311,1024,1,1,1,2,8,0.000248,405,2203,1104,3,0
2312,1024,1,1,1,2,16,0.000245,603,3455,1107,3,0
2313,1024,1,1,1,2,32,0.000295,1032,5942,1122,3,0
2314,1024,1,1,1,2,64,0.000273,1630,9414,1165,3,0
2316,1024,1,1,1,3,4,0.000166,383,2094,1188,3,0
2317,1024,1,1,1,3,8,0.000253,518,2923,1197,3,0
2318,1024,1,1,1,3,16,0.000294,743,4308,1202,3,0
2319,1024,1,1,1,3,32,0.000275,1543,8505,1233,3,0
2320,1024,1,1,1,3,64,0.000285,2345,13975,1288,3,0
2322,1024,1,1,1,4,4,0.000169,460,2451,1283,3,0
2323,1024,1,1,1,4,8,0.000260,609,3498,1291,3,0
2324,1024,1,1,1,4,16,0.000273,903,5375,1302,3,0
2325,1024,1,1,1,4,32,0.000277,1825,9951,1331,3,0
2326,1024,1,1,1,4,64,0.000296,2945,17227,1388,3,0
2328,1024,1,1,2,1,4,0.000049,245,1341,884,3,0
2329,1024,1,1,2,1,8,0.000073,2 ,1657,889,3,0
2330,1024,1,1,2,1,16,0.000069,405,2353,893,3,0
2331,1024,1,1,2,1,32,0.000082,677,3850,924,3,0
2332,1024,1,1,2,1,64,0.000077,1057,6664,936,3,0
2333,1024,1,1,2,1,128,0.000109,1866,12271,1076,3,0
2334,1024,1,1,2,2,4,0.000085,324,1694,1079,3,0
2335,1024,1,1,2,2,8,0.000126,410,2261,1085,3,0
2336,1024,1,1,2,2,16,0.000127,590,3525,1092,3,0
2337,1024,1,1,2,2,32,0.000130,1080,6230,1111,3,0
2338,1024,1,1,2,2,64,0.000131,1915,11188,1167,3,0
2340,1024,1,1,2,3,4,0.000087,395,2126,1172,3,0
2341,1024,1,1,2,3,8,0.000123,522,2989,1180,3,0
2342,1024,1,1,2,3,16,0.000125,785,4579,1187,3,0
2343,1024,1,1,2,3,32,0.000148,1438,7825,1224,3,0
2344,1024,1,1,2,3,64,0.000146,2502,15044,1283,3,0
2346,1024,1,1,2,4,4,0.000089,452,2557,1264,3,0
2347,1024,1,1,2,4,8,0.000121,620,3540,1274,3,0
2348,1024,1,1,2,4,16,0.000139,950,5646,1294,3,0
2349,1024,1,1,2,4,32,0.000149,1813,9869,1318,3,0
2350,1024,1,1,2,4,64,0.000146,3107,18104,1388,3,0
2352,1024,1,1,3,1,4,0.000066,278,1405,973,3,0
2353,1024,1,1,3,1,8,0.000079,324,1770,978,3,0
2355,1024,1,1,3,1,32,0.000098,732,4225,994,3,0
2356,1024,1,1,3,1,64,0.000096,1398,8289,1025,3,0
2358,1024,1,1,3,2,4,0.000111,351,1801,1170,3,0
2359,1024,1,1,3,2,8,0.000172,439,2378,1175,3,0
2360,1024,1,1,3,2,16,0.000168,681,3693,1179,3,0
2361,1024,1,1,3,2,32,0.000183,1148,6610,1198,3,0
2362,1024,1,1,3,2,64,0.000198,2197,13052,1248,3,0
2364,1024,1,1,3,3,4,0.000108,423,2258,1261,3,0
2365,1024,1,1,3,3,8,0.000206,558,3114,1271,3,0
2366,1024,1,1,3,3,16,0.000201,814,4725,1275,3,0
2367,1024,1,1,3,3,32,0.000224,1391,7696,1297,3,0
2368,1024,1,1,3,3,64,0.000224,2565,15224,1369,3,0
2370,1024,1,1,3,4,4,0.000116,483,2573,1353,3,0
2371,1024,1,1,3,4,8,0.000206,667,3640,1365,3,0
2372,1024,1,1,3,4,16,0.000187,1032,5866,1382,3,0
2373,1024,1,1,3,4,32,0.000219,1929,10413,1405,3,0
2374,1024,1,1,3,4,64,0.000217,3323,19230,1464,3,0
2376,1024,1,1,4,1,4,0.000050,255,1386,957,3,0
2377,1024,1,1,4,1,8,0.000058,6 ,1710,962,3,0
2379,1024,1,1,4,1,32,0.000069,681,3958,973,3,0
2380,1024,1,1,4,1,64,0.000074,1075,6752,988,3,0
2381,1024,1,1,4,1,128,0.000080,1834,12423,1043,3,0
2382,1024,1,1,4,2,4,0.000075,323,1742,1152,3,0
2383,1024,1,1,4,2,8,0.000107,421,2303,1158,3,0
2384,1024,1,1,4,2,16,0.000101,605,3544,1166,3,0
2385,1024,1,1,4,2,32,0.000114,1087,6353,1177,3,0
2386,1024,1,1,4,2,64,0.000111,1717,10758,1200,3,0
2388,1024,1,1,4,3,4,0.000089,402,2159,1245,3,0
2389,1024,1,1,4,3,8,0.000108,538,2948,1253,3,0
2390,1024,1,1,4,3,16,0.000116,753,4471,1261,3,0
2391,1024,1,1,4,3,32,0.000118,1447,7896,1290,3,0
2394,1024,1,1,4,4,4,0.000079,461,2512,1337,3,0
2395,1024,1,1,4,4,8,0.000108,663,3570,1347,3,0
2396,1024,1,1,4,4,16,0.000123,914,5436,1357,3,0
2397,1024,1,1,4,4,32,0.000115,1819,10005,1383,3,0
2398,1024,1,1,4,4,64,0.000123,3100,18104,1434,3,0
2400,1024,1,2,1,1,4,0.000109,454,2531,1461,6,0
2401,1024,1,2,1,1,8,0.000145,577,3213,1474,6,0
2402,1024,1,2,1,1,16,0.000180,753,4380,1480,6,0
2403,1024,1,2,1,1,32,0.000229,1488,8997,1505,6,0
2404,1024,1,2,1,1,64,0.000208,2288,13663,1565,6,0
2406,1024,1,2,1,2,4,0.000166,638,3452,1852,6,0
2407,1024,1,2,1,2,8,0.000266,817,4413,1865,6,0
2408,1024,1,2,1,2,16,0.000266,1178,6836,1880,6,0
2409,1024,1,2,1,2,32,0.000286,2160,11481,1903,6,0
2410,1024,1,2,1,2,64,0.000280,3885,22208,2031,6,0
2412,1024,1,2,1,3,4,0.000162,738,4092,2035,6,0
2413,1024,1,2,1,3,8,0.000270,999,5721,2053,6,0
2414,1024,1,2,1,3,16,0.000281,1534,9058,2079,6,0
2415,1024,1,2,1,3,32,0.000307,2917,16466,2144,6,0
2418,1024,1,2,1,4,4,0.000171,912,5049,2221,6,0
2419,1024,1,2,1,4,8,0.000280,1229,7284,2243,6,0
2420,1024,1,2,1,4,16,0.000284,1910,11322,2264,6,0
2421,1024,1,2,1,4,32,0.000302,3657,20516,2328,6,0
2424,1024,1,2,2,1,4,0.000057,471,2633,1444,6,0
2425,1024,1,2,2,1,8,0.000075,570,3251,1457,6,0
2426,1024,1,2,2,1,16,0.000079,788,4574,1466,6,0
2427,1024,1,2,2,1,32,0.000088,1258,6962,1486,6,0
2428,1024,1,2,2,1,64,0.000117,2421,14548,1560,6,0
2430,1024,1,2,2,2,4,0.000085,626,3361,1837,6,0
2431,1024,1,2,2,2,8,0.000146,795,4536,1848,6,0
2432,1024,1,2,2,2,16,0.000128,1208,6950,1856,6,0
2433,1024,1,2,2,2,32,0.000143,2318,12579,1912,6,0
2434,1024,1,2,2,2,64,0.000155,3846,22097,1998,6,0
2436,1024,1,2,2,3,4,0.000088,738,4103,2023,6,0
2437,1024,1,2,2,3,8,0.000134,1030,5935,2051,6,0
2438,1024,1,2,2,3,16,0.000145,1531,9448,2063,6,0
2439,1024,1,2,2,3,32,0.000153,3150,17698,2121,6,0
2442,1024,1,2,2,4,4,0.000087,914,5040,2205,6,0
2443,1024,1,2,2,4,8,0.000143,1254,7306,2228,6,0
2444,1024,1,2,2,4,16,0.000144,1875,11247,2250,6,0
2445,1024,1,2,2,4,32,0.000152,3702,20389,2315,6,0
2448,1024,1,2,3,1,4,0.000067,493,2732,1532,6,0
2449,1024,1,2,3,1,8,0.000085,687,3967,1551,6,0
2450,1024,1,2,3,1,16,0.000080,857,4836,1552,6,0
2451,1024,1,2,3,1,32,0.000107,1522,8431,1582,6,0
2452,1024,1,2,3,1,64,0.000116,2589,15657,1674,6,0
2454,1024,1,2,3,2,4,0.000099,646,3492,1924,6,0
2455,1024,1,2,3,2,8,0.000187,849,4715,1942,6,0
2456,1024,1,2,3,2,16,0.000167,1309,7251,1943,6,0
2457,1024,1,2,3,2,32,0.000206,2243,12073,1975,6,0
2458,1024,1,2,3,2,64,0.000199,4162,24230,2103,6,0
2460,1024,1,2,3,3,4,0.000122,771,4196,2113,6,0
2461,1024,1,2,3,3,8,0.000210,1042,6024,2130,6,0
2462,1024,1,2,3,3,16,0.000214,1633,9594,2151,6,0
