Parameter,Throughput_Value,Tool,Parameter2,Area_Value,Parameter3,FF_Value,Flow
Throughput,58823.529411764706,catapult,Area,8019.634,FF,816,catapult_asic_area
Throughput,45454.545454545456,catapult,Area,11932.760,FF,1304,catapult_asic_area
Throughput,47619.04761904762,catapult,Area,12567.436,FF,1348,catapult_asic_area
Throughput,45454.545454545456,catapult,Area,14106.512,FF,1496,catapult_asic_area
Throughput,52631.57894736842,catapult,Area,11113.480,FF,1204,catapult_asic_area
Throughput,55555.555555555555,catapult,Area,7910.308,FF,795,catapult_asic_area
Throughput,47619.04761904762,catapult,Area,10946.432,FF,1299,catapult_asic_area
Throughput,45454.545454545456,catapult,Area,12542.964,FF,1340,catapult_asic_area
Throughput,45454.545454545456,catapult,Area,13966.596,FF,1490,catapult_asic_area
Throughput,55555.555555555555,catapult,Area,10620.582,FF,1199,catapult_asic_area
Throughput,49999.99999999999,catapult,Area,8117.522,FF,817,catapult_asic_area
Throughput,43478.260869565216,catapult,Area,12357.030,FF,1240,catapult_asic_area
Throughput,41666.666666666664,catapult,Area,12626.488,FF,1349,catapult_asic_area
Throughput,43478.260869565216,catapult,Area,14189.770,FF,1498,catapult_asic_area
Throughput,55555.555555555555,catapult,Area,13052.088,FF,1424,catapult_asic_area
Throughput,58823.529411764706,catapult,Area,7857.906,FF,787,catapult_asic_area
Throughput,49999.99999999999,catapult,Area,11103.904,FF,1295,catapult_asic_area
Throughput,47619.04761904762,catapult,Area,11521.524,FF,1343,catapult_asic_area
Throughput,47619.04761904762,catapult,Area,14038.416,FF,1492,catapult_asic_area
Throughput,55555.555555555555,catapult,Area,11007.878,FF,1197,catapult_asic_area
Throughput,21276.595744680853,catapult,Area,8754.592,FF,917,catapult_asic_area
Throughput,20000.0,catapult,Area,12864.026,FF,1373,catapult_asic_area
Throughput,22222.222222222223,catapult,Area,15922.494,FF,1800,catapult_asic_area
Throughput,23255.81395348837,catapult,Area,16124.388,FF,1815,catapult_asic_area
Throughput,14492.753623188406,catapult,Area,16737.783,FF,1848,catapult_asic_area
Throughput,19230.76923076923,catapult,Area,8521.044,FF,896,catapult_asic_area
Throughput,17543.859649122805,catapult,Area,11822.636,FF,1368,catapult_asic_area
Throughput,23255.81395348837,catapult,Area,15675.380,FF,1792,catapult_asic_area
Throughput,23255.81395348837,catapult,Area,16020.914,FF,1809,catapult_asic_area
Throughput,16393.44262295082,catapult,Area,16242.492,FF,1843,catapult_asic_area
Throughput,17543.859649122805,catapult,Area,8745.282,FF,917,catapult_asic_area
Throughput,15384.615384615387,catapult,Area,13421.828,FF,1309,catapult_asic_area
Throughput,17857.14285714286,catapult,Area,15972.236,FF,1801,catapult_asic_area
Throughput,17241.379310344826,catapult,Area,15983.940,FF,1815,catapult_asic_area
Throughput,13333.333333333334,catapult,Area,17878.658,FF,1940,catapult_asic_area
Throughput,21739.130434782608,catapult,Area,8543.388,FF,888,catapult_asic_area
Throughput,20000.0,catapult,Area,11819.444,FF,1362,catapult_asic_area
Throughput,23255.81395348837,catapult,Area,12897.542,FF,1411,catapult_asic_area
Throughput,22222.222222222223,catapult,Area,15451.940,FF,1809,catapult_asic_area
Throughput,14492.753623188406,catapult,Area,16212.168,FF,1843,catapult_asic_area
Throughput,16129.032258064515,catapult,Area,9229.668,FF,890,catapult_asic_area
Throughput,14925.373134328358,catapult,Area,13179.502,FF,1382,catapult_asic_area
