n,knob_KNOB_MAT_SIZE,knob_KNOB_UNROLL_LMM,knob_KNOB_UNROLL_L1,knob_KNOB_UNROLL_L2,knob_KNOB_UNROLL_L3,knob_I_B,knob_KNOB_DATA_BLOCK_INTERLEAVE,obj1,obj2
2280,32,13,1,1,2,0,32,0.0007,77
2281,32,13,1,1,2,0,16,0.0002,73
2282,32,13,1,1,3,0,1024,0.0003,82
2283,32,13,1,1,3,0,512,0.0004,82
2284,32,13,1,1,3,0,256,0.0004,83
2285,32,13,1,1,3,0,128,0.0008,90
2286,32,13,1,1,3,0,64,0.0008,86
2287,32,13,1,1,3,0,32,0.0008,89
2288,32,13,1,1,3,0,16,0.0003,84
2289,32,13,1,2,1,0,1024,0.0003,66
2290,32,13,1,2,1,0,512,0.0003,73
2291,32,13,1,2,1,0,256,0.0004,79
2292,32,13,1,2,1,0,128,0.0009,76
2293,32,13,1,2,1,0,64,0.0008,76
2295,32,13,1,2,1,0,16,0.0004,67
2296,32,13,1,2,2,0,1024,0.0002,82
2297,32,13,1,2,2,0,512,0.0003,73
2298,32,13,1,2,2,0,256,0.0002,62
2299,32,13,1,2,2,0,128,0.0005,69
2300,32,13,1,2,2,0,64,0.0006,69
2301,32,13,1,2,2,0,32,0.0007,67
2302,32,13,1,2,2,0,16,0.0002,70
2303,32,13,1,2,3,0,1024,0.0003,85
2304,32,13,1,2,3,0,512,0.0003,76
2305,32,13,1,2,3,0,256,0.0004,81
2306,32,13,1,2,3,0,128,0.0008,85
2307,32,13,1,2,3,0,64,0.0008,92
2308,32,13,1,2,3,0,32,0.0008,81
2310,32,13,1,3,1,0,1024,0.0003,80
2311,32,13,1,3,1,0,512,0.0003,72
2312,32,13,1,3,1,0,256,0.0004,79
2313,32,13,1,3,1,0,128,0.0008,77
2314,32,13,1,3,1,0,64,0.0008,74
2315,32,13,1,3,1,0,32,0.0008,78
2316,32,13,1,3,1,0,16,0.0003,76
2317,32,13,1,3,2,0,1024,0.0003,81
2318,32,13,1,3,2,0,512,0.0003,72
2319,32,13,1,3,2,0,256,0.0002,69
2320,32,13,1,3,2,0,128,0.0005,77
2321,32,13,1,3,2,0,64,0.0006,69
2322,32,13,1,3,2,0,32,0.0006,71
2323,32,13,1,3,2,0,16,0.0003,76
2324,32,13,1,3,3,0,1024,0.0004,89
2325,32,13,1,3,3,0,512,0.0003,79
2326,32,13,1,3,3,0,256,0.0003,89
2327,32,13,1,3,3,0,128,0.0008,82
2328,32,13,1,3,3,0,64,0.0008,89
2329,32,13,1,3,3,0,32,0.0008,83
2330,32,13,1,3,3,0,16,0.0003,87
2331,32,13,2,1,1,0,1024,0.0004,78
2332,32,13,2,1,1,0,512,0.0003,74
2333,32,13,2,1,1,0,256,0.0004,67
2334,32,13,2,1,1,0,128,0.0003,69
2335,32,13,2,1,1,0,64,0.0003,65
2336,32,13,2,1,1,0,32,0.0003,65
2337,32,13,2,1,1,0,16,0.0004,69
2338,32,13,2,1,2,0,1024,0.0002,67
2339,32,13,2,1,2,0,512,0.0003,73
2340,32,13,2,1,2,0,256,0.0003,68
2341,32,13,2,1,2,0,128,0.0002,71
2342,32,13,2,1,2,0,64,0.0002,66
2343,32,13,2,1,2,0,32,0.0002,67
2344,32,13,2,1,2,0,16,0.0002,68
2345,32,13,2,1,3,0,1024,0.0003,83
2346,32,13,2,1,3,0,512,0.0003,80
2347,32,13,2,1,3,0,256,0.0003,76
2348,32,13,2,1,3,0,128,0.0003,74
2349,32,13,2,1,3,0,64,0.0003,80
2350,32,13,2,1,3,0,32,0.0004,73
2351,32,13,2,1,3,0,16,0.0003,78
2352,32,13,2,2,1,0,1024,0.0004,75
2353,32,13,2,2,1,0,512,0.0004,66
2354,32,13,2,2,1,0,256,0.0003,83
2355,32,13,2,2,1,0,128,0.0003,68
2356,32,13,2,2,1,0,64,0.0003,70
2357,32,13,2,2,1,0,32,0.0004,67
2358,32,13,2,2,1,0,16,0.0003,73
2359,32,13,2,2,2,0,1024,0.0003,73
2360,32,13,2,2,2,0,512,0.0002,74
2361,32,13,2,2,2,0,256,0.0002,72
2362,32,13,2,2,2,0,128,0.0002,72
2363,32,13,2,2,2,0,64,0.0002,70
2364,32,13,2,2,2,0,32,0.0002,66
2365,32,13,2,2,2,0,16,0.0002,69
2366,32,13,2,2,3,0,1024,0.0003,81
2367,32,13,2,2,3,0,512,0.0004,79
2368,32,13,2,2,3,0,256,0.0003,85
2369,32,13,2,2,3,0,128,0.0003,79
2370,32,13,2,2,3,0,64,0.0003,83
2371,32,13,2,2,3,0,32,0.0004,81
2372,32,13,2,2,3,0,16,0.0003,76
2373,32,13,2,3,1,0,1024,0.0004,87
2374,32,13,2,3,1,0,512,0.0004,70
2375,32,13,2,3,1,0,256,0.0004,68
2376,32,13,2,3,1,0,128,0.0004,72
2377,32,13,2,3,1,0,64,0.0004,79
2378,32,13,2,3,1,0,32,0.0003,71
2379,32,13,2,3,1,0,16,0.0004,71
2380,32,13,2,3,2,0,1024,0.0002,78
2381,32,13,2,3,2,0,512,0.0003,73
2382,32,13,2,3,2,0,256,0.0002,74
2383,32,13,2,3,2,0,128,0.0003,70
2384,32,13,2,3,2,0,64,0.0002,66
2385,32,13,2,3,2,0,32,0.0003,71
2386,32,13,2,3,2,0,16,0.0003,78
2387,32,13,2,3,3,0,1024,0.0004,98
2388,32,13,2,3,3,0,512,0.0004,95
2389,32,13,2,3,3,0,256,0.0004,97
2390,32,13,2,3,3,0,128,0.0004,102
2391,32,13,2,3,3,0,64,0.0004,99
2392,32,13,2,3,3,0,32,0.0004,98
2393,32,13,2,3,3,0,16,0.0004,109
2394,32,13,3,1,1,0,1024,0.0004,74
2395,32,13,3,1,1,0,512,0.0004,79
2396,32,13,3,1,1,0,256,0.0004,77
2397,32,13,3,1,1,0,128,0.0003,78
2398,32,13,3,1,1,0,64,0.0003,74
2399,32,13,3,1,1,0,32,0.0003,70
2400,32,13,3,1,1,0,16,0.0003,75
2401,32,13,3,1,2,0,1024,0.0003,73
2402,32,13,3,1,2,0,512,0.0002,73
2403,32,13,3,1,2,0,256,0.0003,68
2404,32,13,3,1,2,0,128,0.0002,73
2405,32,13,3,1,2,0,64,0.0002,72
2406,32,13,3,1,2,0,32,0.0002,66
2407,32,13,3,1,2,0,16,0.0002,75
2408,32,13,3,1,3,0,1024,0.0003,90
2409,32,13,3,1,3,0,512,0.0003,84
2410,32,13,3,1,3,0,256,0.0003,86
2411,32,13,3,1,3,0,128,0.0003,92
2412,32,13,3,1,3,0,64,0.0004,78
2413,32,13,3,1,3,0,32,0.0003,82
2415,32,13,3,2,1,0,1024,0.0004,77
2416,32,13,3,2,1,0,512,0.0003,74
2417,32,13,3,2,1,0,256,0.0004,77
2418,32,13,3,2,1,0,128,0.0004,73
2419,32,13,3,2,1,0,64,0.0003,66
2420,32,13,3,2,1,0,32,0.0003,72
2421,32,13,3,2,1,0,16,0.0004,76
2422,32,13,3,2,2,0,1024,0.0002,77
2423,32,13,3,2,2,0,512,0.0002,66
2424,32,13,3,2,2,0,256,0.0002,80
2425,32,13,3,2,2,0,128,0.0002,68
2426,32,13,3,2,2,0,64,0.0002,72
2427,32,13,3,2,2,0,32,0.0002,69
2428,32,13,3,2,2,0,16,0.0002,80
2429,32,13,3,2,3,0,1024,0.0005,99
2430,32,13,3,2,3,0,512,0.0004,95
2431,32,13,3,2,3,0,256,0.0004,105
2432,32,13,3,2,3,0,128,0.0004,100
2433,32,13,3,2,3,0,64,0.0004,103
2434,32,13,3,2,3,0,32,0.0004,106
2435,32,13,3,2,3,0,16,0.0004,102
2436,32,13,3,3,1,0,1024,0.0005,99
2437,32,13,3,3,1,0,512,0.0005,82
2438,32,13,3,3,1,0,256,0.0005,93
2439,32,13,3,3,1,0,128,0.0005,86
2440,32,13,3,3,1,0,64,0.0005,90
2441,32,13,3,3,1,0,32,0.0005,90
2442,32,13,3,3,1,0,16,0.0005,101
2443,32,13,3,3,2,0,1024,0.0003,91
2444,32,13,3,3,2,0,512,0.0004,87
2445,32,13,3,3,2,0,256,0.0003,89
2446,32,13,3,3,2,0,128,0.0003,85
2447,32,13,3,3,2,0,64,0.0003,92
2448,32,13,3,3,2,0,32,0.0003,81
2449,32,13,3,3,2,0,16,0.0004,110
2450,32,13,3,3,3,0,1024,0.0004,112
2451,32,13,3,3,3,0,512,0.0004,113
2452,32,13,3,3,3,0,256,0.0004,111
2453,32,13,3,3,3,0,128,0.0005,104
2454,32,13,3,3,3,0,64,0.0004,110
2455,32,13,3,3,3,0,32,0.0004,105
2456,32,13,3,3,3,0,16,0.0004,106
2457,32,14,1,1,1,0,1024,0.0004,63
2458,32,14,1,1,1,0,512,0.0003,51
2460,32,14,1,1,1,0,128,0.0007,69
2461,32,14,1,1,1,0,64,0.0007,71
2462,32,14,1,1,1,0,32,0.0007,68
2463,32,14,1,1,1,0,16,0.0003,59
2464,32,14,1,1,2,0,1024,0.0002,58
2465,32,14,1,1,2,0,512,0.0002,51
2466,32,14,1,1,2,0,256,0.0002,61
2467,32,14,1,1,2,0,128,0.0005,56
2468,32,14,1,1,2,0,64,0.0006,54
2469,32,14,1,1,2,0,32,0.0004,56
2470,32,14,1,1,2,0,16,0.0003,60
2471,32,14,1,1,3,0,1024,0.0003,64
2472,32,14,1,1,3,0,512,0.0003,72
2473,32,14,1,1,3,0,256,0.0004,64
2475,32,14,1,1,3,0,64,0.0008,85
2476,32,14,1,1,3,0,32,0.0007,82
2477,32,14,1,1,3,0,16,0.0003,69
2478,32,14,1,2,1,0,1024,0.0004,66
2479,32,14,1,2,1,0,512,0.0003,62
2480,32,14,1,2,1,0,256,0.0003,63
2481,32,14,1,2,1,0,128,0.0008,66
2482,32,14,1,2,1,0,64,0.0007,62
2483,32,14,1,2,1,0,32,0.0007,59
2484,32,14,1,2,1,0,16,0.0003,60
2485,32,14,1,2,2,0,1024,0.0002,68
2486,32,14,1,2,2,0,512,0.0002,59
2487,32,14,1,2,2,0,256,0.0002,60
2488,32,14,1,2,2,0,128,0.0005,61
2489,32,14,1,2,2,0,64,0.0004,60
2490,32,14,1,2,2,0,32,0.0005,57
2491,32,14,1,2,2,0,16,0.0002,64
2492,32,14,1,2,3,0,1024,0.0003,68
2493,32,14,1,2,3,0,512,0.0003,66
2494,32,14,1,2,3,0,256,0.0003,73
2495,32,14,1,2,3,0,128,0.0007,70
2496,32,14,1,2,3,0,64,0.0007,73
2497,32,14,1,2,3,0,32,0.0008,69
2498,32,14,1,2,3,0,16,0.0003,73
2499,32,14,1,3,1,0,1024,0.0003,61
2500,32,14,1,3,1,0,512,0.0003,67
2501,32,14,1,3,1,0,256,0.0004,60
2502,32,14,1,3,1,0,128,0.0010,59
2503,32,14,1,3,1,0,64,0.0008,60
2505,32,14,1,3,1,0,16,0.0003,64
2506,32,14,1,3,2,0,1024,0.0003,59
2507,32,14,1,3,2,0,512,0.0002,57
2508,32,14,1,3,2,0,256,0.0002,55
2509,32,14,1,3,2,0,128,0.0005,63
2510,32,14,1,3,2,0,64,0.0006,59
2511,32,14,1,3,2,0,32,0.0006,60
2512,32,14,1,3,2,0,16,0.0002,60
2513,32,14,1,3,3,0,1024,0.0003,74
2514,32,14,1,3,3,0,512,0.0003,67
2515,32,14,1,3,3,0,256,0.0003,69
2516,32,14,1,3,3,0,128,0.0007,74
2517,32,14,1,3,3,0,64,0.0008,65
2518,32,14,1,3,3,0,32,0.0007,69
2519,32,14,1,3,3,0,16,0.0003,69
2520,32,14,2,1,1,0,1024,0.0003,58
2521,32,14,2,1,1,0,512,0.0003,58
2522,32,14,2,1,1,0,256,0.0003,62
2523,32,14,2,1,1,0,128,0.0003,60
2524,32,14,2,1,1,0,64,0.0003,59
2525,32,14,2,1,1,0,32,0.0003,55
2526,32,14,2,1,1,0,16,0.0003,63
2527,32,14,2,1,2,0,1024,0.0003,57
2528,32,14,2,1,2,0,512,0.0003,54
2529,32,14,2,1,2,0,256,0.0002,57
2530,32,14,2,1,2,0,128,0.0002,62
2531,32,14,2,1,2,0,64,0.0002,53
2532,32,14,2,1,2,0,32,0.0002,59
2533,32,14,2,1,2,0,16,0.0002,65
2534,32,14,2,1,3,0,1024,0.0003,70
2535,32,14,2,1,3,0,512,0.0003,70
2536,32,14,2,1,3,0,256,0.0003,64
2537,32,14,2,1,3,0,128,0.0003,67
2538,32,14,2,1,3,0,64,0.0003,64
2539,32,14,2,1,3,0,32,0.0003,63
2540,32,14,2,1,3,0,16,0.0003,64
2541,32,14,2,2,1,0,1024,0.0003,64
2542,32,14,2,2,1,0,512,0.0003,67
2543,32,14,2,2,1,0,256,0.0003,54
2544,32,14,2,2,1,0,128,0.0003,58
2545,32,14,2,2,1,0,64,0.0003,61
2546,32,14,2,2,1,0,32,0.0003,61
2547,32,14,2,2,1,0,16,0.0003,61
2548,32,14,2,2,2,0,1024,0.0002,59
2549,32,14,2,2,2,0,512,0.0002,57
2550,32,14,2,2,2,0,256,0.0002,53
2551,32,14,2,2,2,0,128,0.0002,58
2552,32,14,2,2,2,0,64,0.0002,59
2553,32,14,2,2,2,0,32,0.0002,57
2554,32,14,2,2,2,0,16,0.0002,63
2555,32,14,2,2,3,0,1024,0.0003,74
2556,32,14,2,2,3,0,512,0.0003,62
2557,32,14,2,2,3,0,256,0.0003,65
2558,32,14,2,2,3,0,128,0.0003,64
2559,32,14,2,2,3,0,64,0.0004,67
2560,32,14,2,2,3,0,32,0.0003,65
2561,32,14,2,2,3,0,16,0.0003,65
2562,32,14,2,3,1,0,1024,0.0003,59
2563,32,14,2,3,1,0,512,0.0004,58
2564,32,14,2,3,1,0,256,0.0004,62
2565,32,14,2,3,1,0,128,0.0003,56
2566,32,14,2,3,1,0,64,0.0003,58
2567,32,14,2,3,1,0,32,0.0004,61
2568,32,14,2,3,1,0,16,0.0004,61
2569,32,14,2,3,2,0,1024,0.0002,66
2570,32,14,2,3,2,0,512,0.0002,65
2571,32,14,2,3,2,0,256,0.0002,59
2572,32,14,2,3,2,0,128,0.0002,56
2573,32,14,2,3,2,0,64,0.0003,57
2574,32,14,2,3,2,0,32,0.0002,61
2575,32,14,2,3,2,0,16,0.0003,66
2576,32,14,2,3,3,0,1024,0.0004,92
2577,32,14,2,3,3,0,512,0.0004,84
2578,32,14,2,3,3,0,256,0.0004,92
2579,32,14,2,3,3,0,128,0.0004,89
2580,32,14,2,3,3,0,64,0.0004,88
2581,32,14,2,3,3,0,32,0.0004,89
2582,32,14,2,3,3,0,16,0.0004,90
2583,32,14,3,1,1,0,1024,0.0004,71
2584,32,14,3,1,1,0,512,0.0004,62
2585,32,14,3,1,1,0,256,0.0003,62
2586,32,14,3,1,1,0,128,0.0003,62
2587,32,14,3,1,1,0,64,0.0003,60
2588,32,14,3,1,1,0,32,0.0003,63
2589,32,14,3,1,1,0,16,0.0003,60
2590,32,14,3,1,2,0,1024,0.0002,69
2591,32,14,3,1,2,0,512,0.0002,62
2592,32,14,3,1,2,0,256,0.0003,63
2593,32,14,3,1,2,0,128,0.0002,58
2594,32,14,3,1,2,0,64,0.0002,58
2595,32,14,3,1,2,0,32,0.0002,60
2596,32,14,3,1,2,0,16,0.0003,59
2597,32,14,3,1,3,0,1024,0.0004,77
2598,32,14,3,1,3,0,512,0.0003,74
2599,32,14,3,1,3,0,256,0.0003,71
2600,32,14,3,1,3,0,128,0.0003,69
2601,32,14,3,1,3,0,64,0.0003,69
2602,32,14,3,1,3,0,32,0.0003,70
2603,32,14,3,1,3,0,16,0.0003,74
2604,32,14,3,2,1,0,1024,0.0005,72
2605,32,14,3,2,1,0,512,0.0005,65
2606,32,14,3,2,1,0,256,0.0004,63
2607,32,14,3,2,1,0,128,0.0003,54
2608,32,14,3,2,1,0,64,0.0004,60
2609,32,14,3,2,1,0,32,0.0003,58
2610,32,14,3,2,1,0,16,0.0003,61
2611,32,14,3,2,2,0,1024,0.0002,65
2612,32,14,3,2,2,0,512,0.0002,67
2613,32,14,3,2,2,0,256,0.0002,69
2614,32,14,3,2,2,0,128,0.0002,71
2615,32,14,3,2,2,0,64,0.0002,65
2616,32,14,3,2,2,0,32,0.0002,56
2617,32,14,3,2,2,0,16,0.0002,68
2618,32,14,3,2,3,0,1024,0.0004,89
2619,32,14,3,2,3,0,512,0.0004,80
2620,32,14,3,2,3,0,256,0.0004,82
2621,32,14,3,2,3,0,128,0.0004,82
2622,32,14,3,2,3,0,64,0.0004,92
2623,32,14,3,2,3,0,32,0.0004,82
2624,32,14,3,2,3,0,16,0.0003,92
2625,32,14,3,3,1,0,1024,0.0005,74
2626,32,14,3,3,1,0,512,0.0005,78
2627,32,14,3,3,1,0,256,0.0005,75
2628,32,14,3,3,1,0,128,0.0005,73
2629,32,14,3,3,1,0,64,0.0005,78
2630,32,14,3,3,1,0,32,0.0005,82
2631,32,14,3,3,1,0,16,0.0005,84
2632,32,14,3,3,2,0,1024,0.0004,90
2633,32,14,3,3,2,0,512,0.0003,74
2634,32,14,3,3,2,0,256,0.0003,77
2635,32,14,3,3,2,0,128,0.0003,75
2636,32,14,3,3,2,0,64,0.0004,74
2637,32,14,3,3,2,0,32,0.0003,73
2638,32,14,3,3,2,0,16,0.0004,77
2639,32,14,3,3,3,0,1024,0.0004,84
2640,32,14,3,3,3,0,512,0.0004,87
2641,32,14,3,3,3,0,256,0.0003,83
2642,32,14,3,3,3,0,128,0.0004,75
2643,32,14,3,3,3,0,64,0.0004,72
2644,32,14,3,3,3,0,32,0.0003,87
2645,32,14,3,3,3,0,16,0.0004,84
2646,32,15,1,1,1,0,1024,0.0003,81
2647,32,15,1,1,1,0,512,0.0003,76
2648,32,15,1,1,1,0,256,0.0004,71
2649,32,15,1,1,1,0,128,0.0006,75
2650,32,15,1,1,1,0,64,0.0009,80
2651,32,15,1,1,1,0,32,0.0009,68
2652,32,15,1,1,1,0,16,0.0003,73
2653,32,15,1,1,2,0,1024,0.0003,77
2654,32,15,1,1,2,0,512,0.0002,87
2655,32,15,1,1,2,0,256,0.0002,81
2656,32,15,1,1,2,0,128,0.0005,76
2657,32,15,1,1,2,0,64,0.0006,80
2658,32,15,1,1,2,0,32,0.0004,75
2659,32,15,1,1,2,0,16,0.0002,80
2660,32,15,1,1,3,0,1024,0.0003,90
2661,32,15,1,1,3,0,512,0.0004,86
2662,32,15,1,1,3,0,256,0.0003,88
2663,32,15,1,1,3,0,128,0.0008,94
2664,32,15,1,1,3,0,64,0.0008,86
2665,32,15,1,1,3,0,32,0.0008,88
2666,32,15,1,1,3,0,16,0.0003,89
2667,32,15,1,2,1,0,1024,0.0004,89
2668,32,15,1,2,1,0,512,0.0003,76
2669,32,15,1,2,1,0,256,0.0003,84
2670,32,15,1,2,1,0,128,0.0007,89
2671,32,15,1,2,1,0,64,0.0009,81
2672,32,15,1,2,1,0,32,0.0008,70
2673,32,15,1,2,1,0,16,0.0003,72
2674,32,15,1,2,2,0,1024,0.0002,73
2675,32,15,1,2,2,0,512,0.0002,79
2676,32,15,1,2,2,0,256,0.0002,74
2677,32,15,1,2,2,0,128,0.0005,83
2678,32,15,1,2,2,0,64,0.0005,79
2679,32,15,1,2,2,0,32,0.0005,74
2680,32,15,1,2,2,0,16,0.0002,75
2681,32,15,1,2,3,0,1024,0.0003,83
2682,32,15,1,2,3,0,512,0.0003,78
2684,32,15,1,2,3,0,128,0.0007,94
2685,32,15,1,2,3,0,64,0.0007,91
2686,32,15,1,2,3,0,32,0.0007,90
2687,32,15,1,2,3,0,16,0.0003,78
2688,32,15,1,3,1,0,1024,0.0004,85
2689,32,15,1,3,1,0,512,0.0004,84
2690,32,15,1,3,1,0,256,0.0003,81
2691,32,15,1,3,1,0,128,0.0009,84
2692,32,15,1,3,1,0,64,0.0009,82
2693,32,15,1,3,1,0,32,0.0008,81
2694,32,15,1,3,1,0,16,0.0003,85
2695,32,15,1,3,2,0,1024,0.0003,80
2696,32,15,1,3,2,0,512,0.0003,78
2697,32,15,1,3,2,0,256,0.0003,77
2699,32,15,1,3,2,0,64,0.0005,83
2700,32,15,1,3,2,0,32,0.0006,73
2701,32,15,1,3,2,0,16,0.0003,74
2702,32,15,1,3,3,0,1024,0.0003,89
2703,32,15,1,3,3,0,512,0.0003,88
2704,32,15,1,3,3,0,256,0.0003,88
2705,32,15,1,3,3,0,128,0.0006,86
2706,32,15,1,3,3,0,64,0.0007,80
2707,32,15,1,3,3,0,32,0.0007,80
2708,32,15,1,3,3,0,16,0.0003,78
2709,32,15,2,1,1,0,1024,0.0003,81
2710,32,15,2,1,1,0,512,0.0003,77
2711,32,15,2,1,1,0,256,0.0003,77
2712,32,15,2,1,1,0,128,0.0003,78
2713,32,15,2,1,1,0,64,0.0003,71
2714,32,15,2,1,1,0,32,0.0003,68
2715,32,15,2,1,1,0,16,0.0003,76
2716,32,15,2,1,2,0,1024,0.0002,74
2717,32,15,2,1,2,0,512,0.0002,76
2718,32,15,2,1,2,0,256,0.0002,72
2719,32,15,2,1,2,0,128,0.0002,73
2720,32,15,2,1,2,0,64,0.0002,71
2721,32,15,2,1,2,0,32,0.0002,67
2722,32,15,2,1,2,0,16,0.0002,71
2723,32,15,2,1,3,0,1024,0.0003,89
2724,32,15,2,1,3,0,512,0.0004,84
2725,32,15,2,1,3,0,256,0.0004,95
2726,32,15,2,1,3,0,128,0.0003,89
2727,32,15,2,1,3,0,64,0.0003,84
2728,32,15,2,1,3,0,32,0.0003,85
2730,32,15,2,2,1,0,1024,0.0003,78
2731,32,15,2,2,1,0,512,0.0003,82
2732,32,15,2,2,1,0,256,0.0003,82
2733,32,15,2,2,1,0,128,0.0004,75
2734,32,15,2,2,1,0,64,0.0003,74
2735,32,15,2,2,1,0,32,0.0003,68
2736,32,15,2,2,1,0,16,0.0003,81
2737,32,15,2,2,2,0,1024,0.0002,79
2738,32,15,2,2,2,0,512,0.0003,79
2739,32,15,2,2,2,0,256,0.0002,80
2740,32,15,2,2,2,0,128,0.0002,74
2741,32,15,2,2,2,0,64,0.0002,76
2742,32,15,2,2,2,0,32,0.0002,65
2743,32,15,2,2,2,0,16,0.0003,75
2744,32,15,2,2,3,0,1024,0.0003,85
2745,32,15,2,2,3,0,512,0.0003,90
2746,32,15,2,2,3,0,256,0.0003,85
2747,32,15,2,2,3,0,128,0.0004,80
2748,32,15,2,2,3,0,64,0.0003,87
2749,32,15,2,2,3,0,32,0.0003,80
2750,32,15,2,2,3,0,16,0.0003,83
2751,32,15,2,3,1,0,1024,0.0004,96
2752,32,15,2,3,1,0,512,0.0003,85
2753,32,15,2,3,1,0,256,0.0004,85
2754,32,15,2,3,1,0,128,0.0004,86
2755,32,15,2,3,1,0,64,0.0004,77
2756,32,15,2,3,1,0,32,0.0004,74
2757,32,15,2,3,1,0,16,0.0004,80
2758,32,15,2,3,2,0,1024,0.0003,76
2759,32,15,2,3,2,0,512,0.0003,81
2760,32,15,2,3,2,0,256,0.0002,86
2761,32,15,2,3,2,0,128,0.0002,84
2762,32,15,2,3,2,0,64,0.0002,85
2763,32,15,2,3,2,0,32,0.0003,73
2764,32,15,2,3,2,0,16,0.0003,81
2765,32,15,2,3,3,0,1024,0.0004,109
2766,32,15,2,3,3,0,512,0.0004,104
2767,32,15,2,3,3,0,256,0.0004,110
2768,32,15,2,3,3,0,128,0.0004,118
2769,32,15,2,3,3,0,64,0.0004,114
2770,32,15,2,3,3,0,32,0.0004,102
2771,32,15,2,3,3,0,16,0.0004,108
2772,32,15,3,1,1,0,1024,0.0003,80
2773,32,15,3,1,1,0,512,0.0004,77
2774,32,15,3,1,1,0,256,0.0005,88
2775,32,15,3,1,1,0,128,0.0003,86
2776,32,15,3,1,1,0,64,0.0004,78
2777,32,15,3,1,1,0,32,0.0005,83
2778,32,15,3,1,1,0,16,0.0003,83
2779,32,15,3,1,2,0,1024,0.0002,83
2780,32,15,3,1,2,0,512,0.0002,83
2781,32,15,3,1,2,0,256,0.0002,81
2782,32,15,3,1,2,0,128,0.0003,76
2783,32,15,3,1,2,0,64,0.0002,74
2784,32,15,3,1,2,0,32,0.0002,72
2785,32,15,3,1,2,0,16,0.0002,75
2786,32,15,3,1,3,0,1024,0.0003,94
2787,32,15,3,1,3,0,512,0.0004,90
2788,32,15,3,1,3,0,256,0.0004,95
2789,32,15,3,1,3,0,128,0.0004,90
2790,32,15,3,1,3,0,64,0.0003,99
2791,32,15,3,1,3,0,32,0.0004,96
2792,32,15,3,1,3,0,16,0.0003,84
2793,32,15,3,2,1,0,1024,0.0004,80
2794,32,15,3,2,1,0,512,0.0004,81
2795,32,15,3,2,1,0,256,0.0004,84
2796,32,15,3,2,1,0,128,0.0003,82
2797,32,15,3,2,1,0,64,0.0004,76
2798,32,15,3,2,1,0,32,0.0003,74
2799,32,15,3,2,1,0,16,0.0004,78
2800,32,15,3,2,2,0,1024,0.0002,84
2801,32,15,3,2,2,0,512,0.0002,77
2802,32,15,3,2,2,0,256,0.0002,79
2803,32,15,3,2,2,0,128,0.0003,74
2804,32,15,3,2,2,0,64,0.0002,78
2805,32,15,3,2,2,0,32,0.0003,77
2806,32,15,3,2,2,0,16,0.0002,79
2807,32,15,3,2,3,0,1024,0.0004,128
2808,32,15,3,2,3,0,512,0.0004,112
2809,32,15,3,2,3,0,256,0.0004,102
2810,32,15,3,2,3,0,128,0.0004,114
2811,32,15,3,2,3,0,64,0.0004,110
2812,32,15,3,2,3,0,32,0.0004,112
2813,32,15,3,2,3,0,16,0.0004,113
2814,32,15,3,3,1,0,1024,0.0005,112
2815,32,15,3,3,1,0,512,0.0005,101
2816,32,15,3,3,1,0,256,0.0006,92
2817,32,15,3,3,1,0,128,0.0006,94
2818,32,15,3,3,1,0,64,0.0006,102
2819,32,15,3,3,1,0,32,0.0005,87
2820,32,15,3,3,1,0,16,0.0005,94
2821,32,15,3,3,2,0,1024,0.0004,97
2822,32,15,3,3,2,0,512,0.0004,94
2823,32,15,3,3,2,0,256,0.0003,97
2824,32,15,3,3,2,0,128,0.0004,101
2825,32,15,3,3,2,0,64,0.0003,92
2826,32,15,3,3,2,0,32,0.0003,83
2827,32,15,3,3,2,0,16,0.0004,89
2828,32,15,3,3,3,0,1024,0.0004,108
2829,32,15,3,3,3,0,512,0.0004,106
2830,32,15,3,3,3,0,256,0.0004,109
2831,32,15,3,3,3,0,128,0.0004,110
2832,32,15,3,3,3,0,64,0.0004,113
2834,32,15,3,3,3,0,16,0.0004,105
2835,32,1,1,1,1,1,1,0.0003,43
2836,32,1,1,1,1,1,2,0.0003,50
2837,32,1,1,1,2,1,1,0.0002,47
2838,32,1,1,1,2,1,2,0.0002,48
2839,32,1,1,1,3,1,1,0.0003,50
2840,32,1,1,1,3,1,2,0.0003,62
2841,32,1,1,2,1,1,1,0.0003,45
2842,32,1,1,2,1,1,2,0.0004,49
2843,32,1,1,2,2,1,1,0.0002,45
2844,32,1,1,2,2,1,2,0.0002,51
2845,32,1,1,2,3,1,1,0.0003,62
2846,32,1,1,2,3,1,2,0.0003,62
2847,32,1,1,3,1,1,1,0.0003,46
2848,32,1,1,3,1,1,2,0.0004,50
2849,32,1,1,3,2,1,1,0.0002,60
2850,32,1,1,3,2,1,2,0.0002,77
2851,32,1,1,3,3,1,1,0.0003,52
2852,32,1,1,3,3,1,2,0.0003,60
2853,32,1,2,1,1,1,1,0.0003,44
2854,32,1,2,1,1,1,2,0.0003,51
2855,32,1,2,1,2,1,1,0.0002,47
2856,32,1,2,1,2,1,2,0.0002,62
2857,32,1,2,1,3,1,1,0.0003,66
2858,32,1,2,1,3,1,2,0.0003,70
2859,32,1,2,2,1,1,1,0.0002,40
2860,32,1,2,2,1,1,2,0.0003,63
2861,32,1,2,2,2,1,1,0.0002,39
2862,32,1,2,2,2,1,2,0.0002,51
2863,32,1,2,2,3,1,1,0.0003,52
