n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2,lut,ff,dsp,bram
7253,2048,4,3,3,3,512,0,0.876443,1057,6380,1446,0,0
7254,2048,4,3,3,3,1024,0,0.876443,1057,6380,1446,0,0
7255,2048,4,3,3,3,2048,0,0.876443,1057,6380,1446,0,0
7256,2048,4,3,3,4,16,0,0.882526,992,6041,1403,0,0
7257,2048,4,3,3,4,32,0,0.882526,992,6041,1403,0,0
7258,2048,4,3,3,4,64,0,0.882526,992,6041,1403,0,0
7259,2048,4,3,3,4,128,0,0.882526,992,6041,1403,0,0
7260,2048,4,3,3,4,256,0,0.882526,992,6041,1403,0,0
7261,2048,4,3,3,4,512,0,0.882526,992,6041,1403,0,0
7262,2048,4,3,3,4,1024,0,0.882526,992,6041,1403,0,0
7263,2048,4,3,3,4,2048,0,0.882526,992,6041,1403,0,0
7264,2048,4,3,4,1,16,0,1.474587,990,6152,1385,0,0
7265,2048,4,3,4,1,32,0,1.474587,990,6152,1385,0,0
7266,2048,4,3,4,1,64,0,1.474587,990,6152,1385,0,0
7267,2048,4,3,4,1,128,0,1.474587,990,6152,1385,0,0
7268,2048,4,3,4,1,256,0,1.474587,990,6152,1385,0,0
7269,2048,4,3,4,1,512,0,1.474587,990,6152,1385,0,0
7270,2048,4,3,4,1,1024,0,1.474587,990,6152,1385,0,0
7271,2048,4,3,4,1,2048,0,1.474587,990,6152,1385,0,0
7272,2048,4,3,4,2,16,0,1.456452,993,6455,1374,0,0
7273,2048,4,3,4,2,32,0,1.456452,993,6455,1374,0,0
7274,2048,4,3,4,2,64,0,1.456452,993,6455,1374,0,0
7275,2048,4,3,4,2,128,0,1.456452,993,6455,1374,0,0
7276,2048,4,3,4,2,256,0,1.456452,993,6455,1374,0,0
7277,2048,4,3,4,2,512,0,1.456452,993,6455,1374,0,0
7278,2048,4,3,4,2,1024,0,1.456452,993,6455,1374,0,0
7279,2048,4,3,4,2,2048,0,1.465519,978,6454,1377,0,0
7280,2048,4,3,4,3,16,0,1.515390,1132,7141,1434,0,0
7281,2048,4,3,4,3,32,0,1.515390,1132,7141,1434,0,0
7282,2048,4,3,4,3,64,0,1.515390,1132,7141,1434,0,0
7283,2048,4,3,4,3,128,0,1.515390,1132,7141,1434,0,0
7284,2048,4,3,4,3,256,0,1.515390,1132,7141,1434,0,0
7285,2048,4,3,4,3,512,0,1.515390,1132,7141,1434,0,0
7286,2048,4,3,4,3,1024,0,1.515390,1132,7141,1434,0,0
7287,2048,4,3,4,3,2048,0,1.515390,1132,7141,1434,0,0
7288,2048,4,3,4,4,16,0,1.457585,952,6038,1371,0,0
7289,2048,4,3,4,4,32,0,1.457585,952,6038,1371,0,0
7290,2048,4,3,4,4,64,0,1.457585,952,6038,1371,0,0
7291,2048,4,3,4,4,128,0,1.457585,952,6038,1371,0,0
7292,2048,4,3,4,4,256,0,1.457585,952,6038,1371,0,0
7293,2048,4,3,4,4,512,0,1.457585,952,6038,1371,0,0
7294,2048,4,3,4,4,1024,0,1.457585,952,6038,1371,0,0
7295,2048,4,3,4,4,2048,0,1.457585,952,6038,1371,0,0
7296,2048,4,4,1,1,16,0,0.244084,407,2490,1269,0,0
7297,2048,4,4,1,1,32,0,0.244084,407,2490,1269,0,0
7298,2048,4,4,1,1,64,0,0.244084,407,2490,1269,0,0
7299,2048,4,4,1,1,128,0,0.244084,407,2490,1269,0,0
7300,2048,4,4,1,1,256,0,0.244084,407,2490,1269,0,0
7301,2048,4,4,1,1,512,0,0.244084,407,2490,1269,0,0
7302,2048,4,4,1,1,1024,0,0.244084,407,2490,1269,0,0
7303,2048,4,4,1,1,2048,0,0.244084,407,2490,1269,0,0
7304,2048,4,4,1,2,16,0,0.241333,356,2272,1251,0,0
7305,2048,4,4,1,2,32,0,0.241333,356,2272,1251,0,0
7306,2048,4,4,1,2,64,0,0.241333,356,2272,1251,0,0
7307,2048,4,4,1,2,128,0,0.241333,356,2272,1251,0,0
7308,2048,4,4,1,2,256,0,0.241333,356,2272,1251,0,0
7309,2048,4,4,1,2,512,0,0.241333,356,2272,1251,0,0
7310,2048,4,4,1,2,1024,0,0.241333,356,2272,1251,0,0
7311,2048,4,4,1,2,2048,0,0.241333,356,2272,1251,0,0
7312,2048,4,4,1,3,16,0,0.249408,545,3156,1480,0,0
7313,2048,4,4,1,3,32,0,0.249408,545,3156,1480,0,0
7314,2048,4,4,1,3,64,0,0.249408,545,3156,1480,0,0
7315,2048,4,4,1,3,128,0,0.249408,545,3156,1480,0,0
7316,2048,4,4,1,3,256,0,0.249408,545,3156,1480,0,0
7317,2048,4,4,1,3,512,0,0.249408,545,3156,1480,0,0
7318,2048,4,4,1,3,1024,0,0.249408,545,3156,1480,0,0
7319,2048,4,4,1,3,2048,0,0.249408,545,3156,1480,0,0
7320,2048,4,4,1,4,16,0,0.237422,381,2331,1252,0,0
7321,2048,4,4,1,4,32,0,0.237422,381,2331,1252,0,0
7322,2048,4,4,1,4,64,0,0.237422,381,2331,1252,0,0
7323,2048,4,4,1,4,128,0,0.237422,381,2331,1252,0,0
7324,2048,4,4,1,4,256,0,0.237422,381,2331,1252,0,0
7325,2048,4,4,1,4,512,0,0.237422,381,2331,1252,0,0
7326,2048,4,4,1,4,1024,0,0.237422,381,2331,1252,0,0
7327,2048,4,4,1,4,2048,0,0.237422,381,2331,1252,0,0
7328,2048,4,4,2,1,16,0,0.377094,660,3792,1186,0,0
7329,2048,4,4,2,1,32,0,0.377094,660,3792,1186,0,0
7331,2048,4,4,2,1,128,0,0.377094,660,3792,1186,0,0
7332,2048,4,4,2,1,256,0,0.377094,660,3792,1186,0,0
7333,2048,4,4,2,1,512,0,0.377094,660,3792,1186,0,0
7334,2048,4,4,2,1,1024,0,0.377094,660,3792,1186,0,0
7335,2048,4,4,2,1,2048,0,0.377094,660,3792,1186,0,0
7336,2048,4,4,2,2,16,0,0.364356,567,3461,1172,0,0
7337,2048,4,4,2,2,32,0,0.364356,567,3461,1172,0,0
7338,2048,4,4,2,2,64,0,0.364356,567,3461,1172,0,0
7339,2048,4,4,2,2,128,0,0.364356,567,3461,1172,0,0
7340,2048,4,4,2,2,256,0,0.364356,567,3461,1172,0,0
7341,2048,4,4,2,2,512,0,0.364356,567,3461,1172,0,0
7342,2048,4,4,2,2,1024,0,0.364356,567,3461,1172,0,0
7343,2048,4,4,2,2,2048,0,0.364356,567,3461,1172,0,0
7344,2048,4,4,2,3,16,0,0.398323,789,4676,1402,0,0
7345,2048,4,4,2,3,32,0,0.398323,789,4676,1402,0,0
7346,2048,4,4,2,3,64,0,0.398323,789,4676,1402,0,0
7347,2048,4,4,2,3,128,0,0.398323,789,4676,1402,0,0
7348,2048,4,4,2,3,256,0,0.398323,789,4676,1402,0,0
7349,2048,4,4,2,3,512,0,0.398323,789,4676,1402,0,0
7350,2048,4,4,2,3,1024,0,0.398323,789,4676,1402,0,0
7351,2048,4,4,2,3,2048,0,0.398323,789,4676,1402,0,0
7352,2048,4,4,2,4,16,0,0.392480,555,3330,1170,0,0
7353,2048,4,4,2,4,32,0,0.392480,555,3330,1170,0,0
7354,2048,4,4,2,4,64,0,0.392480,555,3330,1170,0,0
7355,2048,4,4,2,4,128,0,0.392480,555,3330,1170,0,0
7356,2048,4,4,2,4,256,0,0.392480,555,3330,1170,0,0
7357,2048,4,4,2,4,512,0,0.392480,555,3330,1170,0,0
7358,2048,4,4,2,4,1024,0,0.392480,555,3330,1170,0,0
7359,2048,4,4,2,4,2048,0,0.392480,555,3330,1170,0,0
7360,2048,4,4,3,1,16,0,0.602576,927,5559,1266,0,0
7362,2048,4,4,3,1,64,0,0.602576,927,5559,1266,0,0
7363,2048,4,4,3,1,128,0,0.602576,927,5559,1266,0,0
7364,2048,4,4,3,1,256,0,0.602576,927,5559,1266,0,0
7365,2048,4,4,3,1,512,0,0.602576,927,5559,1266,0,0
7366,2048,4,4,3,1,1024,0,0.602576,927,5559,1266,0,0
7367,2048,4,4,3,1,2048,0,0.602576,927,5559,1266,0,0
7368,2048,4,4,3,2,16,0,0.606695,895,5371,1249,0,0
7369,2048,4,4,3,2,32,0,0.606695,895,5371,1249,0,0
7370,2048,4,4,3,2,64,0,0.604341,876,5389,1253,0,0
7371,2048,4,4,3,2,128,0,0.606695,895,5371,1249,0,0
7372,2048,4,4,3,2,256,0,0.606695,895,5371,1249,0,0
7373,2048,4,4,3,2,512,0,0.606695,895,5371,1249,0,0
7374,2048,4,4,3,2,1024,0,0.606695,895,5371,1249,0,0
7375,2048,4,4,3,2,2048,0,0.606695,895,5371,1249,0,0
7376,2048,4,4,3,3,16,0,0.601399,1040,6191,1452,0,0
7377,2048,4,4,3,3,32,0,0.601399,1040,6191,1452,0,0
7378,2048,4,4,3,3,64,0,0.601399,1040,6191,1452,0,0
7379,2048,4,4,3,3,128,0,0.601399,1040,6191,1452,0,0
7380,2048,4,4,3,3,256,0,0.601399,1040,6191,1452,0,0
7381,2048,4,4,3,3,512,0,0.601399,1040,6191,1452,0,0
7382,2048,4,4,3,3,1024,0,0.601399,1040,6191,1452,0,0
7383,2048,4,4,3,3,2048,0,0.601399,1040,6191,1452,0,0
7384,2048,4,4,3,4,16,0,0.609048,889,5353,1246,0,0
7385,2048,4,4,3,4,32,0,0.609048,889,5353,1246,0,0
7386,2048,4,4,3,4,64,0,0.609048,889,5353,1246,0,0
7387,2048,4,4,3,4,128,0,0.609048,889,5353,1246,0,0
7388,2048,4,4,3,4,256,0,0.609048,889,5353,1246,0,0
7389,2048,4,4,3,4,512,0,0.609048,889,5353,1246,0,0
7390,2048,4,4,3,4,1024,0,0.609048,889,5353,1246,0,0
7391,2048,4,4,3,4,2048,0,0.609048,889,5353,1246,0,0
7392,2048,4,4,4,1,16,0,0.953962,1134,6643,1375,0,0
7393,2048,4,4,4,1,32,0,0.953962,1134,6643,1375,0,0
7394,2048,4,4,4,1,64,0,0.953962,1134,6643,1375,0,0
7395,2048,4,4,4,1,128,0,0.953962,1134,6643,1375,0,0
7396,2048,4,4,4,1,256,0,0.953962,1134,6643,1375,0,0
7397,2048,4,4,4,1,512,0,0.953962,1134,6643,1375,0,0
7398,2048,4,4,4,1,1024,0,0.953962,1134,6643,1375,0,0
7399,2048,4,4,4,1,2048,0,0.953962,1134,6643,1375,0,0
7401,2048,4,4,4,2,32,0,0.925214,1060,6580,1375,0,0
7402,2048,4,4,4,2,64,0,0.925214,1060,6580,1375,0,0
7403,2048,4,4,4,2,128,0,0.925214,1060,6580,1375,0,0
7404,2048,4,4,4,2,256,0,0.925214,1060,6580,1375,0,0
7405,2048,4,4,4,2,512,0,0.925214,1060,6580,1375,0,0
7406,2048,4,4,4,2,1024,0,0.925214,1060,6580,1375,0,0
7407,2048,4,4,4,2,2048,0,0.925214,1060,6580,1375,0,0
7408,2048,4,4,4,3,16,0,1.001622,1163,7189,1435,0,0
7409,2048,4,4,4,3,32,0,1.001622,1163,7189,1435,0,0
7410,2048,4,4,4,3,64,0,1.001622,1163,7189,1435,0,0
7411,2048,4,4,4,3,128,0,1.001622,1163,7189,1435,0,0
7412,2048,4,4,4,3,256,0,1.001622,1163,7189,1435,0,0
7413,2048,4,4,4,3,512,0,1.001622,1163,7189,1435,0,0
7414,2048,4,4,4,3,1024,0,1.001622,1163,7189,1435,0,0
7415,2048,4,4,4,3,2048,0,1.001622,1163,7189,1435,0,0
7416,2048,4,4,4,4,16,0,0.992543,941,6304,1366,0,0
7417,2048,4,4,4,4,32,0,0.992543,941,6304,1366,0,0
7418,2048,4,4,4,4,64,0,0.992543,941,6304,1366,0,0
7419,2048,4,4,4,4,128,0,0.992543,941,6304,1366,0,0
7420,2048,4,4,4,4,256,0,0.992543,941,6304,1366,0,0
7421,2048,4,4,4,4,512,0,0.992543,941,6304,1366,0,0
7422,2048,4,4,4,4,1024,0,0.992543,941,6304,1366,0,0
7423,2048,4,4,4,4,2048,0,0.992543,941,6304,1366,0,0
7424,4096,1,1,1,1,32,0,0.632880,318,1845,1214,0,0
7425,4096,1,1,1,1,64,0,0.632880,318,1845,1214,0,0
7426,4096,1,1,1,1,128,0,0.632880,318,1845,1214,0,0
7427,4096,1,1,1,1,256,0,0.632880,318,1845,1214,0,0
7428,4096,1,1,1,1,512,0,0.632880,318,1845,1214,0,0
7429,4096,1,1,1,1,1024,0,0.632880,318,1845,1214,0,0
7430,4096,1,1,1,1,2048,0,0.632880,318,1845,1214,0,0
7431,4096,1,1,1,1,4096,0,0.632880,318,1845,1214,0,0
7432,4096,1,1,1,2,32,0,0.667530,262,1684,1195,0,0
7433,4096,1,1,1,2,64,0,0.667530,262,1684,1195,0,0
7434,4096,1,1,1,2,128,0,0.667530,262,1684,1195,0,0
7435,4096,1,1,1,2,256,0,0.667530,262,1684,1195,0,0
7436,4096,1,1,1,2,512,0,0.667530,262,1684,1195,0,0
7437,4096,1,1,1,2,1024,0,0.667530,262,1684,1195,0,0
7438,4096,1,1,1,2,2048,0,0.667530,262,1684,1195,0,0
7439,4096,1,1,1,2,4096,0,0.667530,262,1684,1195,0,0
7440,4096,1,1,1,3,32,0,0.607597,345,2078,1431,0,0
7441,4096,1,1,1,3,64,0,0.607597,345,2078,1431,0,0
7442,4096,1,1,1,3,128,0,0.607597,345,2078,1431,0,0
7443,4096,1,1,1,3,256,0,0.607597,345,2078,1431,0,0
7444,4096,1,1,1,3,512,0,0.607597,345,2078,1431,0,0
7445,4096,1,1,1,3,1024,0,0.607597,345,2078,1431,0,0
7446,4096,1,1,1,3,2048,0,0.607597,345,2078,1431,0,0
7447,4096,1,1,1,3,4096,0,0.607597,345,2078,1431,0,0
7448,4096,1,1,1,4,32,0,0.567506,270,1741,1193,0,0
7449,4096,1,1,1,4,64,0,0.567506,270,1741,1193,0,0
7450,4096,1,1,1,4,128,0,0.567506,270,1741,1193,0,0
7451,4096,1,1,1,4,256,0,0.567506,270,1741,1193,0,0
7452,4096,1,1,1,4,512,0,0.567506,270,1741,1193,0,0
7453,4096,1,1,1,4,1024,0,0.567506,270,1741,1193,0,0
7454,4096,1,1,1,4,2048,0,0.567506,270,1741,1193,0,0
7455,4096,1,1,1,4,4096,0,0.567506,270,1741,1193,0,0
7456,4096,1,1,2,1,32,0,1.530178,461,2587,1210,0,0
7457,4096,1,1,2,1,64,0,1.530178,461,2587,1210,0,0
7458,4096,1,1,2,1,128,0,1.493757,455,2587,1210,0,0
7459,4096,1,1,2,1,256,0,1.530178,461,2587,1210,0,0
7460,4096,1,1,2,1,512,0,1.530178,461,2587,1210,0,0
7461,4096,1,1,2,1,1024,0,1.530178,461,2587,1210,0,0
7462,4096,1,1,2,1,2048,0,1.530178,461,2587,1210,0,0
7463,4096,1,1,2,1,4096,0,1.530178,461,2587,1210,0,0
7464,4096,1,1,2,2,32,0,1.309135,431,2772,1201,0,0
7465,4096,1,1,2,2,64,0,1.309135,431,2772,1201,0,0
7466,4096,1,1,2,2,128,0,1.309135,431,2772,1201,0,0
7467,4096,1,1,2,2,256,0,1.309135,431,2772,1201,0,0
7468,4096,1,1,2,2,512,0,1.309135,431,2772,1201,0,0
7469,4096,1,1,2,2,1024,0,1.309135,431,2772,1201,0,0
7470,4096,1,1,2,2,2048,0,1.309135,431,2772,1201,0,0
7471,4096,1,1,2,2,4096,0,1.309135,431,2772,1201,0,0
7472,4096,1,1,2,3,32,0,1.531184,474,2858,1424,0,0
7473,4096,1,1,2,3,64,0,1.531184,474,2858,1424,0,0
7474,4096,1,1,2,3,128,0,1.531184,474,2858,1424,0,0
7475,4096,1,1,2,3,256,0,1.531184,474,2858,1424,0,0
7476,4096,1,1,2,3,512,0,1.531184,474,2858,1424,0,0
7477,4096,1,1,2,3,1024,0,1.531184,474,2858,1424,0,0
7478,4096,1,1,2,3,2048,0,1.531184,474,2858,1424,0,0
7479,4096,1,1,2,3,4096,0,1.531184,474,2858,1424,0,0
7480,4096,1,1,2,4,32,0,1.486371,402,2495,1189,0,0
7481,4096,1,1,2,4,64,0,1.470930,400,2495,1189,0,0
7482,4096,1,1,2,4,128,0,1.470930,400,2495,1189,0,0
7483,4096,1,1,2,4,256,0,1.470930,400,2495,1189,0,0
7484,4096,1,1,2,4,512,0,1.470930,400,2495,1189,0,0
7485,4096,1,1,2,4,1024,0,1.470930,400,2495,1189,0,0
7486,4096,1,1,2,4,2048,0,1.486371,402,2495,1189,0,0
7487,4096,1,1,2,4,4096,0,1.470930,400,2495,1189,0,0
7488,4096,1,1,3,1,32,0,2.326912,669,4225,1308,0,0
7489,4096,1,1,3,1,64,0,2.326912,669,4225,1308,0,0
7490,4096,1,1,3,1,128,0,2.326912,669,4225,1308,0,0
7491,4096,1,1,3,1,256,0,2.326912,669,4225,1308,0,0
7493,4096,1,1,3,1,1024,0,2.326912,669,4225,1308,0,0
7494,4096,1,1,3,1,2048,0,2.326912,669,4225,1308,0,0
7495,4096,1,1,3,1,4096,0,2.326912,669,4225,1308,0,0
7496,4096,1,1,3,2,32,0,2.233873,701,4174,1294,0,0
7497,4096,1,1,3,2,64,0,2.233873,701,4174,1294,0,0
7498,4096,1,1,3,2,128,0,2.233873,701,4174,1294,0,0
7499,4096,1,1,3,2,256,0,2.233873,701,4174,1294,0,0
7500,4096,1,1,3,2,512,0,2.233873,701,4174,1294,0,0
7501,4096,1,1,3,2,1024,0,2.233873,701,4174,1294,0,0
7502,4096,1,1,3,2,2048,0,2.233873,701,4174,1294,0,0
7503,4096,1,1,3,2,4096,0,2.177485,712,4174,1294,0,0
7504,4096,1,1,3,3,32,0,2.338189,687,4389,1496,0,0
7505,4096,1,1,3,3,64,0,2.338189,687,4389,1496,0,0
7506,4096,1,1,3,3,128,0,2.338189,687,4389,1496,0,0
7507,4096,1,1,3,3,256,0,2.338189,687,4389,1496,0,0
7508,4096,1,1,3,3,512,0,2.338189,687,4389,1496,0,0
7509,4096,1,1,3,3,1024,0,2.338189,687,4389,1496,0,0
7510,4096,1,1,3,3,2048,0,2.338189,687,4389,1496,0,0
7511,4096,1,1,3,3,4096,0,2.338189,687,4389,1496,0,0
7512,4096,1,1,3,4,32,0,2.228469,616,3989,1287,0,0
7513,4096,1,1,3,4,64,0,2.228469,616,3989,1287,0,0
7514,4096,1,1,3,4,128,0,2.228469,616,3989,1287,0,0
7515,4096,1,1,3,4,256,0,2.228469,616,3989,1287,0,0
7516,4096,1,1,3,4,512,0,2.228469,616,3989,1287,0,0
7517,4096,1,1,3,4,1024,0,2.228469,616,3989,1287,0,0
7518,4096,1,1,3,4,2048,0,2.228469,616,3989,1287,0,0
7519,4096,1,1,3,4,4096,0,2.228469,616,3989,1287,0,0
7520,4096,1,1,4,1,32,0,3.231995,680,4389,1369,0,0
7521,4096,1,1,4,1,64,0,3.231995,680,4389,1369,0,0
7522,4096,1,1,4,1,128,0,3.231995,680,4389,1369,0,0
7523,4096,1,1,4,1,256,0,3.231995,680,4389,1369,0,0
7524,4096,1,1,4,1,512,0,3.231995,680,4389,1369,0,0
7525,4096,1,1,4,1,1024,0,3.231995,680,4389,1369,0,0
7526,4096,1,1,4,1,2048,0,3.231995,680,4389,1369,0,0
7527,4096,1,1,4,1,4096,0,3.231995,680,4389,1369,0,0
7528,4096,1,1,4,2,32,0,3.168562,654,4268,1365,0,0
7529,4096,1,1,4,2,64,0,3.168562,654,4268,1365,0,0
7530,4096,1,1,4,2,128,0,3.168562,654,4268,1365,0,0
7531,4096,1,1,4,2,256,0,3.168562,654,4268,1365,0,0
7532,4096,1,1,4,2,512,0,3.168562,654,4268,1365,0,0
7533,4096,1,1,4,2,1024,0,3.129295,652,4276,1361,0,0
7534,4096,1,1,4,2,2048,0,3.168562,654,4268,1365,0,0
7535,4096,1,1,4,2,4096,0,3.168562,654,4268,1365,0,0
7536,4096,1,1,4,3,32,0,3.337713,737,4977,1476,0,0
7537,4096,1,1,4,3,64,0,3.265220,737,4974,1459,0,0
7538,4096,1,1,4,3,128,0,3.337713,737,4977,1476,0,0
7539,4096,1,1,4,3,256,0,3.337713,737,4977,1476,0,0
7540,4096,1,1,4,3,512,0,3.337713,737,4977,1476,0,0
7541,4096,1,1,4,3,1024,0,3.337713,737,4977,1476,0,0
7542,4096,1,1,4,3,2048,0,3.337713,737,4977,1476,0,0
7543,4096,1,1,4,3,4096,0,3.337713,737,4977,1476,0,0
7544,4096,1,1,4,4,32,0,3.283343,629,4159,1363,0,0
7545,4096,1,1,4,4,64,0,3.283343,629,4159,1363,0,0
7546,4096,1,1,4,4,128,0,3.283343,629,4159,1363,0,0
7547,4096,1,1,4,4,256,0,3.283343,629,4159,1363,0,0
7548,4096,1,1,4,4,512,0,3.283343,629,4159,1363,0,0
7549,4096,1,1,4,4,1024,0,3.283343,629,4159,1363,0,0
7550,4096,1,1,4,4,2048,0,3.283343,629,4159,1363,0,0
7551,4096,1,1,4,4,4096,0,3.283343,629,4159,1363,0,0
7552,4096,1,2,1,1,32,0,1.479446,346,1996,1242,0,0
7553,4096,1,2,1,1,64,0,1.479446,346,1996,1242,0,0
7554,4096,1,2,1,1,128,0,1.479446,346,1996,1242,0,0
7555,4096,1,2,1,1,256,0,1.479446,346,1996,1242,0,0
7556,4096,1,2,1,1,512,0,1.479446,346,1996,1242,0,0
7557,4096,1,2,1,1,1024,0,1.479446,346,1996,1242,0,0
7558,4096,1,2,1,1,2048,0,1.479446,346,1996,1242,0,0
7559,4096,1,2,1,1,4096,0,1.479446,346,1996,1242,0,0
7560,4096,1,2,1,2,32,0,1.254426,271,1803,1224,0,0
7561,4096,1,2,1,2,64,0,1.254426,271,1803,1224,0,0
7562,4096,1,2,1,2,128,0,1.254426,271,1803,1224,0,0
7563,4096,1,2,1,2,256,0,1.254426,271,1803,1224,0,0
7564,4096,1,2,1,2,512,0,1.254426,271,1803,1224,0,0
7565,4096,1,2,1,2,1024,0,1.254426,271,1803,1224,0,0
7566,4096,1,2,1,2,2048,0,1.254426,271,1803,1224,0,0
7567,4096,1,2,1,2,4096,0,1.254426,271,1803,1224,0,0
7568,4096,1,2,1,3,32,0,1.371469,345,2211,1461,0,0
7569,4096,1,2,1,3,64,0,1.371469,345,2211,1461,0,0
7570,4096,1,2,1,3,128,0,1.371469,345,2211,1461,0,0
7571,4096,1,2,1,3,256,0,1.371469,345,2211,1461,0,0
7572,4096,1,2,1,3,512,0,1.371469,345,2211,1461,0,0
7573,4096,1,2,1,3,1024,0,1.371469,345,2211,1461,0,0
7574,4096,1,2,1,3,2048,0,1.371469,345,2211,1461,0,0
7575,4096,1,2,1,3,4096,0,1.371469,345,2211,1461,0,0
7576,4096,1,2,1,4,32,0,1.411355,266,1633,1226,0,0
7577,4096,1,2,1,4,64,0,1.411355,266,1633,1226,0,0
7578,4096,1,2,1,4,128,0,1.411355,266,1633,1226,0,0
7579,4096,1,2,1,4,256,0,1.411355,266,1633,1226,0,0
7580,4096,1,2,1,4,512,0,1.411355,266,1633,1226,0,0
7581,4096,1,2,1,4,1024,0,1.411355,266,1633,1226,0,0
7582,4096,1,2,1,4,2048,0,1.411355,266,1633,1226,0,0
7583,4096,1,2,1,4,4096,0,1.411355,266,1633,1226,0,0
7584,4096,1,2,2,1,32,0,2.812221,476,2829,1261,0,0
7585,4096,1,2,2,1,64,0,2.735353,479,2830,1261,0,0
7586,4096,1,2,2,1,128,0,2.735353,479,2830,1261,0,0
7587,4096,1,2,2,1,256,0,2.735353,479,2830,1261,0,0
7588,4096,1,2,2,1,512,0,2.812221,476,2829,1261,0,0
7589,4096,1,2,2,1,1024,0,2.735353,479,2830,1261,0,0
7590,4096,1,2,2,1,2048,0,2.735353,479,2830,1261,0,0
7591,4096,1,2,2,1,4096,0,2.735353,479,2830,1261,0,0
7592,4096,1,2,2,2,32,0,2.726290,428,2651,1228,0,0
7593,4096,1,2,2,2,64,0,2.726290,428,2651,1228,0,0
7594,4096,1,2,2,2,128,0,2.726290,428,2651,1228,0,0
7595,4096,1,2,2,2,256,0,2.726290,428,2651,1228,0,0
7596,4096,1,2,2,2,512,0,2.726290,428,2651,1228,0,0
7597,4096,1,2,2,2,1024,0,2.726290,428,2651,1228,0,0
7598,4096,1,2,2,2,2048,0,2.726290,428,2651,1228,0,0
7599,4096,1,2,2,2,4096,0,2.726290,428,2651,1228,0,0
7600,4096,1,2,2,3,32,0,2.855522,549,3184,1477,0,0
7601,4096,1,2,2,3,64,0,2.855522,549,3184,1477,0,0
7602,4096,1,2,2,3,128,0,2.855522,549,3184,1477,0,0
7603,4096,1,2,2,3,256,0,2.855522,549,3184,1477,0,0
7604,4096,1,2,2,3,512,0,2.855522,549,3184,1477,0,0
7605,4096,1,2,2,3,1024,0,2.855522,549,3184,1477,0,0
7606,4096,1,2,2,3,2048,0,2.855522,549,3184,1477,0,0
7607,4096,1,2,2,3,4096,0,2.855522,549,3184,1477,0,0
7608,4096,1,2,2,4,32,0,2.607127,426,2548,1237,0,0
7609,4096,1,2,2,4,64,0,2.607127,426,2548,1237,0,0
7610,4096,1,2,2,4,128,0,2.607127,426,2548,1237,0,0
7611,4096,1,2,2,4,256,0,2.607127,426,2548,1237,0,0
7612,4096,1,2,2,4,512,0,2.607127,426,2548,1237,0,0
7613,4096,1,2,2,4,1024,0,2.607127,426,2548,1237,0,0
7614,4096,1,2,2,4,2048,0,2.607127,426,2548,1237,0,0
7615,4096,1,2,2,4,4096,0,2.607127,426,2548,1237,0,0
7616,4096,1,2,3,1,32,0,4.450751,722,4422,1395,0,0
7617,4096,1,2,3,1,64,0,4.450751,722,4422,1395,0,0
7618,4096,1,2,3,1,128,0,4.450751,722,4422,1395,0,0
7619,4096,1,2,3,1,256,0,4.450751,722,4422,1395,0,0
7620,4096,1,2,3,1,512,0,4.450751,722,4422,1395,0,0
7621,4096,1,2,3,1,1024,0,4.450751,722,4422,1395,0,0
7622,4096,1,2,3,1,2048,0,4.450751,722,4422,1395,0,0
7623,4096,1,2,3,1,4096,0,4.450751,722,4422,1395,0,0
7624,4096,1,2,3,2,32,0,4.474715,682,4175,1368,0,0
7625,4096,1,2,3,2,64,0,4.474715,682,4175,1368,0,0
7626,4096,1,2,3,2,128,0,4.474715,682,4175,1368,0,0
7627,4096,1,2,3,2,256,0,4.556945,682,4175,1368,0,0
7628,4096,1,2,3,2,512,0,4.474715,682,4175,1368,0,0
7629,4096,1,2,3,2,1024,0,4.474715,682,4175,1368,0,0
7630,4096,1,2,3,2,2048,0,4.474715,682,4175,1368,0,0
7631,4096,1,2,3,2,4096,0,4.474715,682,4175,1368,0,0
7632,4096,1,2,3,3,32,0,4.581379,716,4635,1514,0,0
7633,4096,1,2,3,3,64,0,4.581379,716,4635,1514,0,0
7634,4096,1,2,3,3,128,0,4.581379,716,4635,1514,0,0
7635,4096,1,2,3,3,256,0,4.581379,716,4635,1514,0,0
7636,4096,1,2,3,3,512,0,4.581379,716,4635,1514,0,0
7637,4096,1,2,3,3,1024,0,4.581379,716,4635,1514,0,0
7638,4096,1,2,3,3,2048,0,4.581379,716,4635,1514,0,0
7639,4096,1,2,3,3,4096,0,4.581379,716,4635,1514,0,0
7640,4096,1,2,3,4,32,0,4.529691,604,3775,1367,0,0
7641,4096,1,2,3,4,64,0,4.529691,604,3775,1367,0,0
7642,4096,1,2,3,4,128,0,4.529691,604,3775,1367,0,0
7643,4096,1,2,3,4,256,0,4.529691,604,3775,1367,0,0
7644,4096,1,2,3,4,512,0,4.529691,604,3775,1367,0,0
7645,4096,1,2,3,4,1024,0,4.529691,604,3775,1367,0,0
7646,4096,1,2,3,4,2048,0,4.529691,604,3775,1367,0,0
7647,4096,1,2,3,4,4096,0,4.529691,604,3775,1367,0,0
7648,4096,1,2,4,1,32,0,7.225069,725,4814,1451,0,0
