n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2,lut,ff,dsp,bram
1938,256,2,2,1,3,8,0,0.010832,581,3462,1580,0,0
1939,256,2,2,1,3,16,0,0.005231,429,2669,1489,0,0
1940,256,2,2,1,3,32,0,0.005231,429,2669,1489,0,0
1941,256,2,2,1,3,64,0,0.005231,429,2669,1489,0,0
1942,256,2,2,1,3,128,0,0.005231,429,2669,1489,0,0
1943,256,2,2,1,3,256,0,0.005231,429,2669,1489,0,0
1944,256,2,2,1,4,2,0,0.010065,477,2125,1377,0,0
1945,256,2,2,1,4,4,0,0.010976,409,2311,1430,0,0
1946,256,2,2,1,4,8,0,0.010475,486,2932,1572,0,0
1947,256,2,2,1,4,16,0,0.005178,316,2014,1261,0,0
1948,256,2,2,1,4,32,0,0.005178,316,2014,1261,0,0
1949,256,2,2,1,4,64,0,0.005178,316,2014,1261,0,0
1950,256,2,2,1,4,128,0,0.005178,316,2014,1261,0,0
1951,256,2,2,1,4,256,0,0.005178,316,2014,1261,0,0
1952,256,2,2,2,1,2,0,0.019233,514,2896,1337,0,0
1953,256,2,2,2,1,4,0,0.014473,597,3471,1824,0,0
1954,256,2,2,2,1,8,0,0.016552,589,3442,1852,0,0
1955,256,2,2,2,1,16,0,0.011636,537,3222,1309,0,0
1956,256,2,2,2,1,32,0,0.011636,537,3222,1309,0,0
1957,256,2,2,2,1,64,0,0.011636,537,3222,1309,0,0
1958,256,2,2,2,1,128,0,0.011636,537,3222,1309,0,0
1959,256,2,2,2,1,256,0,0.011636,537,3222,1309,0,0
1960,256,2,2,2,2,2,0,0.019746,492,2283,1326,0,0
1961,256,2,2,2,2,4,0,0.013950,519,3191,1813,0,0
1962,256,2,2,2,2,8,0,0.015391,514,3046,1833,0,0
1963,256,2,2,2,2,16,0,0.011618,549,3074,1297,0,0
1964,256,2,2,2,2,32,0,0.011618,549,3074,1297,0,0
1965,256,2,2,2,2,64,0,0.011618,549,3074,1297,0,0
1966,256,2,2,2,2,128,0,0.011618,549,3074,1297,0,0
1967,256,2,2,2,2,256,0,0.011618,549,3074,1297,0,0
1968,256,2,2,2,3,2,0,0.020792,604,3071,1342,0,0
1969,256,2,2,2,3,4,0,0.014409,533,3264,1757,0,0
1970,256,2,2,2,3,8,0,0.015942,562,3355,1774,0,0
1971,256,2,2,2,3,16,0,0.011112,611,3722,1513,0,0
1972,256,2,2,2,3,32,0,0.011112,611,3722,1513,0,0
1973,256,2,2,2,3,64,0,0.011112,611,3722,1513,0,0
1974,256,2,2,2,3,128,0,0.011112,611,3722,1513,0,0
1975,256,2,2,2,3,256,0,0.011112,611,3722,1513,0,0
1976,256,2,2,2,4,2,0,0.018853,524,2447,1322,0,0
1977,256,2,2,2,4,4,0,0.015103,512,2982,1434,0,0
1978,256,2,2,2,4,8,0,0.015965,506,2919,1834,0,0
1979,256,2,2,2,4,16,0,0.011960,491,2948,1288,0,0
1980,256,2,2,2,4,32,0,0.011960,491,2948,1288,0,0
1981,256,2,2,2,4,64,0,0.011960,491,2948,1288,0,0
1982,256,2,2,2,4,128,0,0.011010,476,2948,1288,0,0
1983,256,2,2,2,4,256,0,0.011960,491,2948,1288,0,0
1984,256,2,2,3,1,2,0,0.029512,685,3518,1416,0,0
1985,256,2,2,3,1,4,0,0.028364,665,3938,1453,0,0
1986,256,2,2,3,1,8,0,0.028518,653,4014,1609,0,0
1987,256,2,2,3,1,16,0,0.020400,936,5081,1456,0,0
1988,256,2,2,3,1,32,0,0.020400,936,5081,1456,0,0
1989,256,2,2,3,1,64,0,0.020400,936,5081,1456,0,0
1990,256,2,2,3,1,128,0,0.020400,936,5081,1456,0,0
1991,256,2,2,3,1,256,0,0.020400,936,5081,1456,0,0
1992,256,2,2,3,2,2,0,0.030383,614,2796,1401,0,0
1993,256,2,2,3,2,4,0,0.029539,592,3691,1440,0,0
1994,256,2,2,3,2,8,0,0.031251,595,3678,1590,0,0
1995,256,2,2,3,2,16,0,0.020768,760,4879,1441,0,0
1996,256,2,2,3,2,32,0,0.020768,760,4879,1441,0,0
1997,256,2,2,3,2,64,0,0.020768,760,4879,1441,0,0
1998,256,2,2,3,2,128,0,0.020768,760,4879,1441,0,0
1999,256,2,2,3,2,256,0,0.020768,760,4879,1441,0,0
2000,256,2,2,3,3,2,0,0.030589,709,3670,1439,0,0
2001,256,2,2,3,3,4,0,0.029769,627,3838,1545,0,0
2002,256,2,2,3,3,8,0,0.030312,640,3903,1687,0,0
2003,256,2,2,3,3,16,0,0.020915,910,5419,1567,0,0
2004,256,2,2,3,3,32,0,0.020915,910,5419,1567,0,0
2005,256,2,2,3,3,64,0,0.020915,910,5419,1567,0,0
2006,256,2,2,3,3,128,0,0.020915,910,5419,1567,0,0
2007,256,2,2,3,3,256,0,0.020915,910,5419,1567,0,0
2008,256,2,2,3,4,2,0,0.029754,670,2817,1401,0,0
2009,256,2,2,3,4,4,0,0.030943,501,2962,1440,0,0
2010,256,2,2,3,4,8,0,0.029409,625,3595,1591,0,0
2011,256,2,2,3,4,16,0,0.019496,860,4622,1431,0,0
2012,256,2,2,3,4,32,0,0.019496,860,4622,1431,0,0
2013,256,2,2,3,4,64,0,0.019496,860,4622,1431,0,0
2014,256,2,2,3,4,128,0,0.019496,860,4622,1431,0,0
2015,256,2,2,3,4,256,0,0.019496,860,4622,1431,0,0
2016,256,2,2,4,1,2,0,0.044279,736,3717,1587,0,0
2017,256,2,2,4,1,4,0,0.039687,736,4318,1997,0,0
2018,256,2,2,4,1,8,0,0.030660,693,4169,1906,0,0
2019,256,2,2,4,1,16,0,0.032311,905,5814,1525,0,0
2020,256,2,2,4,1,32,0,0.032311,905,5814,1525,0,0
2021,256,2,2,4,1,64,0,0.032311,905,5814,1525,0,0
2022,256,2,2,4,1,128,0,0.032311,905,5814,1525,0,0
2023,256,2,2,4,1,256,0,0.032311,905,5814,1525,0,0
2024,256,2,2,4,2,2,0,0.041348,653,3243,1576,0,0
2025,256,2,2,4,2,4,0,0.038758,668,4007,1993,0,0
2026,256,2,2,4,2,8,0,0.030732,652,3849,1882,0,0
2027,256,2,2,4,2,16,0,0.032689,883,5906,1504,0,0
2028,256,2,2,4,2,32,0,0.032689,883,5906,1504,0,0
2029,256,2,2,4,2,64,0,0.032689,883,5906,1504,0,0
2030,256,2,2,4,2,128,0,0.032689,883,5906,1504,0,0
2031,256,2,2,4,2,256,0,0.032689,883,5906,1504,0,0
2032,256,2,2,4,3,2,0,0.041488,724,3844,1520,0,0
2033,256,2,2,4,3,4,0,0.040028,675,4052,2002,0,0
2034,256,2,2,4,3,8,0,0.031378,658,3951,1986,0,0
2035,256,2,2,4,3,16,0,0.030772,890,5934,1558,0,0
2036,256,2,2,4,3,32,0,0.030772,890,5934,1558,0,0
2037,256,2,2,4,3,64,0,0.030772,890,5934,1558,0,0
2038,256,2,2,4,3,128,0,0.030772,890,5934,1558,0,0
2039,256,2,2,4,3,256,0,0.030772,890,5934,1558,0,0
2040,256,2,2,4,4,2,0,0.040602,623,3216,1572,0,0
2041,256,2,2,4,4,4,0,0.039985,647,3650,1609,0,0
2042,256,2,2,4,4,8,0,0.030783,612,3583,1883,0,0
2043,256,2,2,4,4,16,0,0.030085,773,5140,1501,0,0
2044,256,2,2,4,4,32,0,0.030085,773,5140,1501,0,0
2045,256,2,2,4,4,64,0,0.030085,773,5140,1501,0,0
2046,256,2,2,4,4,128,0,0.030085,773,5140,1501,0,0
2047,256,2,2,4,4,256,0,0.030085,773,5140,1501,0,0
2048,256,2,3,1,1,2,0,0.015349,523,2856,1319,0,0
2049,256,2,3,1,1,4,0,0.014557,567,3489,1359,0,0
2050,256,2,3,1,1,8,0,0.015074,576,3612,1519,0,0
2051,256,2,3,1,1,16,0,0.009881,399,2381,1287,0,0
2052,256,2,3,1,1,32,0,0.009881,399,2381,1287,0,0
2053,256,2,3,1,1,64,0,0.009881,399,2381,1287,0,0
2054,256,2,3,1,1,128,0,0.009881,399,2381,1287,0,0
2055,256,2,3,1,1,256,0,0.009881,399,2381,1287,0,0
2056,256,2,3,1,2,2,0,0.015024,461,2236,1305,0,0
2057,256,2,3,1,2,4,0,0.014267,452,2836,1354,0,0
2058,256,2,3,1,2,8,0,0.017379,531,3269,1503,0,0
2059,256,2,3,1,2,16,0,0.009756,347,2181,1271,0,0
2060,256,2,3,1,2,32,0,0.009756,347,2181,1271,0,0
2061,256,2,3,1,2,64,0,0.009756,347,2181,1271,0,0
2062,256,2,3,1,2,128,0,0.009756,347,2181,1271,0,0
2063,256,2,3,1,2,256,0,0.009756,347,2181,1271,0,0
2064,256,2,3,1,3,2,0,0.017055,618,3009,1335,0,0
2065,256,2,3,1,3,4,0,0.015726,474,2974,1452,0,0
2066,256,2,3,1,3,8,0,0.016302,580,3510,1594,0,0
2067,256,2,3,1,3,16,0,0.010605,558,3122,1509,0,0
2068,256,2,3,1,3,32,0,0.010605,558,3122,1509,0,0
2069,256,2,3,1,3,64,0,0.010605,558,3122,1509,0,0
2070,256,2,3,1,3,128,0,0.010605,558,3122,1509,0,0
2071,256,2,3,1,3,256,0,0.010605,558,3122,1509,0,0
2072,256,2,3,1,4,2,0,0.015287,499,2340,1302,0,0
2073,256,2,3,1,4,4,0,0.016782,427,2436,1354,0,0
2074,256,2,3,1,4,8,0,0.016038,489,3043,1501,0,0
2075,256,2,3,1,4,16,0,0.009846,297,1896,1268,0,0
2076,256,2,3,1,4,32,0,0.009846,297,1896,1268,0,0
2077,256,2,3,1,4,64,0,0.009846,297,1896,1268,0,0
2078,256,2,3,1,4,128,0,0.009846,297,1896,1268,0,0
2079,256,2,3,1,4,256,0,0.009846,297,1896,1268,0,0
2080,256,2,3,2,1,2,0,0.030574,616,3042,1421,0,0
2081,256,2,3,2,1,4,0,0.021674,578,3497,1843,0,0
2082,256,2,3,2,1,8,0,0.024040,592,3439,1864,0,0
2083,256,2,3,2,1,16,0,0.018410,575,3277,1233,0,0
2084,256,2,3,2,1,32,0,0.018410,575,3277,1233,0,0
2085,256,2,3,2,1,64,0,0.018410,575,3277,1233,0,0
2086,256,2,3,2,1,128,0,0.018410,575,3277,1233,0,0
2088,256,2,3,2,2,2,0,0.032584,567,2443,1411,0,0
2089,256,2,3,2,2,4,0,0.022409,520,3149,1829,0,0
2090,256,2,3,2,2,8,0,0.025345,536,3130,1851,0,0
2091,256,2,3,2,2,16,0,0.018093,527,3106,1214,0,0
2092,256,2,3,2,2,32,0,0.018093,527,3106,1214,0,0
2093,256,2,3,2,2,64,0,0.018093,527,3106,1214,0,0
2094,256,2,3,2,2,128,0,0.018093,527,3106,1214,0,0
2095,256,2,3,2,2,256,0,0.018093,527,3106,1214,0,0
2096,256,2,3,2,3,2,0,0.031018,622,3337,1355,0,0
2097,256,2,3,2,3,4,0,0.027421,545,3285,1842,0,0
2098,256,2,3,2,3,8,0,0.024070,572,3315,1857,0,0
2099,256,2,3,2,3,16,0,0.018012,668,3825,1519,0,0
2100,256,2,3,2,3,32,0,0.018012,668,3825,1519,0,0
2101,256,2,3,2,3,64,0,0.018012,668,3825,1519,0,0
2102,256,2,3,2,3,128,0,0.018012,668,3825,1519,0,0
2103,256,2,3,2,3,256,0,0.018012,668,3825,1519,0,0
2104,256,2,3,2,4,2,0,0.029994,549,2519,1407,0,0
2105,256,2,3,2,4,4,0,0.022533,464,2622,1440,0,0
2106,256,2,3,2,4,8,0,0.023884,474,2821,1848,0,0
2107,256,2,3,2,4,16,0,0.017980,471,2888,1214,0,0
2108,256,2,3,2,4,32,0,0.017980,471,2888,1214,0,0
2109,256,2,3,2,4,64,0,0.017980,471,2888,1214,0,0
2110,256,2,3,2,4,128,0,0.017980,471,2888,1214,0,0
2111,256,2,3,2,4,256,0,0.017980,471,2888,1214,0,0
2112,256,2,3,3,1,2,0,0.048541,737,3773,1405,0,0
2113,256,2,3,3,1,4,0,0.043425,654,3865,1437,0,0
2114,256,2,3,3,1,8,0,0.044373,701,4211,1597,0,0
2115,256,2,3,3,1,16,0,0.031398,982,5984,1364,0,0
2116,256,2,3,3,1,32,0,0.031398,982,5984,1364,0,0
2117,256,2,3,3,1,64,0,0.031398,982,5984,1364,0,0
2118,256,2,3,3,1,128,0,0.031398,982,5984,1364,0,0
2119,256,2,3,3,1,256,0,0.031398,982,5984,1364,0,0
2120,256,2,3,3,2,2,0,0.044649,738,3170,1392,0,0
2121,256,2,3,3,2,4,0,0.044429,634,3895,1432,0,0
2122,256,2,3,3,2,8,0,0.044034,652,3864,1584,0,0
2123,256,2,3,3,2,16,0,0.030236,803,5067,1353,0,0
2124,256,2,3,3,2,32,0,0.030236,803,5067,1353,0,0
2126,256,2,3,3,2,128,0,0.030236,803,5067,1353,0,0
2127,256,2,3,3,2,256,0,0.030236,803,5067,1353,0,0
2128,256,2,3,3,3,2,0,0.046562,810,4034,1334,0,0
2130,256,2,3,3,3,8,0,0.047644,692,4137,1580,0,0
2131,256,2,3,3,3,16,0,0.031453,887,5695,1609,0,0
2132,256,2,3,3,3,32,0,0.031453,887,5695,1609,0,0
2133,256,2,3,3,3,64,0,0.031453,887,5695,1609,0,0
2134,256,2,3,3,3,128,0,0.031453,887,5695,1609,0,0
2135,256,2,3,3,3,256,0,0.031453,887,5695,1609,0,0
2136,256,2,3,3,4,2,0,0.048535,734,3224,1393,0,0
2137,256,2,3,3,4,4,0,0.047889,564,3213,1435,0,0
2138,256,2,3,3,4,8,0,0.043675,609,3655,1583,0,0
2139,256,2,3,3,4,16,0,0.032115,704,4502,1344,0,0
2140,256,2,3,3,4,32,0,0.032115,704,4502,1344,0,0
2141,256,2,3,3,4,64,0,0.030789,709,4513,1344,0,0
2142,256,2,3,3,4,128,0,0.032115,704,4502,1344,0,0
2143,256,2,3,3,4,256,0,0.032115,704,4502,1344,0,0
2144,256,2,3,4,1,2,0,0.061378,801,4156,1475,0,0
2145,256,2,3,4,1,4,0,0.055361,799,4633,1894,0,0
2146,256,2,3,4,1,8,0,0.048782,765,4598,1891,0,0
2147,256,2,3,4,1,16,0,0.046367,880,5563,1587,0,0
2148,256,2,3,4,1,32,0,0.046367,880,5563,1587,0,0
2149,256,2,3,4,1,64,0,0.046367,880,5563,1587,0,0
2150,256,2,3,4,1,128,0,0.046367,880,5563,1587,0,0
2151,256,2,3,4,1,256,0,0.046367,880,5563,1587,0,0
2152,256,2,3,4,2,2,0,0.061062,757,3607,1463,0,0
2153,256,2,3,4,2,4,0,0.052877,717,4413,1887,0,0
2154,256,2,3,4,2,8,0,0.045177,698,4217,1871,0,0
2155,256,2,3,4,2,16,0,0.044769,808,5487,1572,0,0
2156,256,2,3,4,2,32,0,0.044769,808,5487,1572,0,0
2157,256,2,3,4,2,64,0,0.044769,808,5487,1572,0,0
2158,256,2,3,4,2,128,0,0.044769,808,5487,1572,0,0
2159,256,2,3,4,2,256,0,0.044769,808,5487,1572,0,0
2160,256,2,3,4,3,2,0,0.063066,861,4453,1404,0,0
2161,256,2,3,4,3,4,0,0.054480,704,4465,1896,0,0
2162,256,2,3,4,3,8,0,0.050540,761,4508,1880,0,0
2163,256,2,3,4,3,16,0,0.044556,996,6333,1607,0,0
2164,256,2,3,4,3,32,0,0.044556,996,6333,1607,0,0
2165,256,2,3,4,3,64,0,0.044556,996,6333,1607,0,0
2166,256,2,3,4,3,128,0,0.044556,996,6333,1607,0,0
2167,256,2,3,4,3,256,0,0.044556,996,6333,1607,0,0
2168,256,2,3,4,4,2,0,0.059327,771,3621,1461,0,0
2169,256,2,3,4,4,4,0,0.052049,667,3931,1498,0,0
2170,256,2,3,4,4,8,0,0.047509,722,4224,1873,0,0
2171,256,2,3,4,4,16,0,0.044343,806,5384,1560,0,0
2172,256,2,3,4,4,32,0,0.044343,806,5384,1560,0,0
2173,256,2,3,4,4,64,0,0.044343,806,5384,1560,0,0
2174,256,2,3,4,4,128,0,0.044343,806,5384,1560,0,0
2175,256,2,3,4,4,256,0,0.044343,806,5384,1560,0,0
2176,256,2,4,1,1,2,0,0.023095,710,3616,1491,0,0
2177,256,2,4,1,1,4,0,0.021350,663,4093,1522,0,0
2178,256,2,4,1,1,8,0,0.023069,748,4528,1682,0,0
2179,256,2,4,1,1,16,0,0.015119,435,2711,1358,0,0
2180,256,2,4,1,1,32,0,0.015119,435,2711,1358,0,0
2181,256,2,4,1,1,64,0,0.015119,435,2711,1358,0,0
2182,256,2,4,1,1,128,0,0.015119,435,2711,1358,0,0
2183,256,2,4,1,1,256,0,0.015119,435,2711,1358,0,0
2184,256,2,4,1,2,2,0,0.021263,642,3174,1475,0,0
2185,256,2,4,1,2,4,0,0.021186,589,3652,1518,0,0
2186,256,2,4,1,2,8,0,0.021970,647,3950,1661,0,0
2187,256,2,4,1,2,16,0,0.013025,489,2757,1343,0,0
2188,256,2,4,1,2,32,0,0.013025,489,2757,1343,0,0
2189,256,2,4,1,2,64,0,0.013025,489,2757,1343,0,0
2190,256,2,4,1,2,128,0,0.013025,489,2757,1343,0,0
2191,256,2,4,1,2,256,0,0.013025,489,2757,1343,0,0
2192,256,2,4,1,3,2,0,0.021775,708,3975,1419,0,0
2193,256,2,4,1,3,4,0,0.022987,549,3445,1529,0,0
2194,256,2,4,1,3,8,0,0.023673,667,4071,1674,0,0
2195,256,2,4,1,3,16,0,0.013663,555,3285,1569,0,0
2196,256,2,4,1,3,32,0,0.013663,555,3285,1569,0,0
2197,256,2,4,1,3,64,0,0.013663,555,3285,1569,0,0
2198,256,2,4,1,3,128,0,0.013663,555,3285,1569,0,0
2199,256,2,4,1,3,256,0,0.013663,555,3285,1569,0,0
2200,256,2,4,1,4,2,0,0.022371,634,2966,1470,0,0
2201,256,2,4,1,4,4,0,0.021930,613,3447,1511,0,0
2202,256,2,4,1,4,8,0,0.021096,608,3718,1664,0,0
2203,256,2,4,1,4,16,0,0.013223,421,2590,1336,0,0
2204,256,2,4,1,4,32,0,0.013223,421,2590,1336,0,0
2205,256,2,4,1,4,64,0,0.013223,421,2590,1336,0,0
2206,256,2,4,1,4,128,0,0.013223,421,2590,1336,0,0
2207,256,2,4,1,4,256,0,0.013223,421,2590,1336,0,0
2208,256,2,4,2,1,2,0,0.043362,751,4081,1393,0,0
2209,256,2,4,2,1,4,0,0.032077,745,4485,1816,0,0
2210,256,2,4,2,1,8,0,0.032111,770,4581,1842,0,0
2211,256,2,4,2,1,16,0,0.024580,660,3920,1384,0,0
2212,256,2,4,2,1,32,0,0.024580,660,3920,1384,0,0
2213,256,2,4,2,1,64,0,0.024580,660,3920,1384,0,0
2214,256,2,4,2,1,128,0,0.024580,660,3920,1384,0,0
2215,256,2,4,2,1,256,0,0.024580,660,3920,1384,0,0
2216,256,2,4,2,2,2,0,0.046705,675,3278,1380,0,0
2217,256,2,4,2,2,4,0,0.032789,717,4374,1807,0,0
2218,256,2,4,2,2,8,0,0.031317,720,4309,1823,0,0
2219,256,2,4,2,2,16,0,0.025019,671,4067,1377,0,0
2220,256,2,4,2,2,32,0,0.025019,671,4067,1377,0,0
2221,256,2,4,2,2,64,0,0.025019,671,4067,1377,0,0
2222,256,2,4,2,2,128,0,0.025019,671,4067,1377,0,0
2223,256,2,4,2,2,256,0,0.025019,671,4067,1377,0,0
2225,256,2,4,2,3,4,0,0.033593,729,4610,1810,0,0
2226,256,2,4,2,3,8,0,0.033136,753,4481,1825,0,0
2227,256,2,4,2,3,16,0,0.024078,718,4489,1600,0,0
2228,256,2,4,2,3,32,0,0.024078,718,4489,1600,0,0
2229,256,2,4,2,3,64,0,0.024078,718,4489,1600,0,0
2230,256,2,4,2,3,128,0,0.024078,718,4489,1600,0,0
2231,256,2,4,2,3,256,0,0.024078,718,4489,1600,0,0
2232,256,2,4,2,4,2,0,0.042716,708,3585,1370,0,0
2233,256,2,4,2,4,4,0,0.032147,628,3857,1423,0,0
2234,256,2,4,2,4,8,0,0.033401,659,3908,1819,0,0
2235,256,2,4,2,4,16,0,0.024885,592,3827,1361,0,0
2236,256,2,4,2,4,32,0,0.024885,592,3827,1361,0,0
2237,256,2,4,2,4,64,0,0.024885,592,3827,1361,0,0
2238,256,2,4,2,4,128,0,0.024885,592,3827,1361,0,0
2239,256,2,4,2,4,256,0,0.024885,592,3827,1361,0,0
2240,256,2,4,3,1,2,0,0.065791,935,4663,1470,0,0
2241,256,2,4,3,1,4,0,0.066092,833,4897,1496,0,0
2242,256,2,4,3,1,8,0,0.063427,809,4992,1652,0,0
2243,256,2,4,3,1,16,0,0.042998,1010,5968,1563,0,0
2244,256,2,4,3,1,32,0,0.042998,1010,5968,1563,0,0
2245,256,2,4,3,1,64,0,0.042998,1010,5968,1563,0,0
2246,256,2,4,3,1,128,0,0.042998,1010,5968,1563,0,0
2247,256,2,4,3,1,256,0,0.042998,1010,5968,1563,0,0
2248,256,2,4,3,2,2,0,0.063836,873,4063,1457,0,0
2249,256,2,4,3,2,4,0,0.062148,773,4693,1492,0,0
2250,256,2,4,3,2,8,0,0.064834,771,4667,1637,0,0
2251,256,2,4,3,2,16,0,0.043218,997,6081,1562,0,0
2252,256,2,4,3,2,32,0,0.043218,997,6081,1562,0,0
2253,256,2,4,3,2,64,0,0.043218,997,6081,1562,0,0
2254,256,2,4,3,2,128,0,0.043218,997,6081,1562,0,0
2255,256,2,4,3,2,256,0,0.043218,997,6081,1562,0,0
2256,256,2,4,3,3,2,0,0.062306,926,4997,1401,0,0
2257,256,2,4,3,3,4,0,0.062621,783,4793,1498,0,0
2258,256,2,4,3,3,8,0,0.062361,784,4792,1638,0,0
2259,256,2,4,3,3,16,0,0.040381,1124,6962,1677,0,0
2260,256,2,4,3,3,32,0,0.040381,1124,6962,1677,0,0
2261,256,2,4,3,3,64,0,0.040381,1124,6962,1677,0,0
2262,256,2,4,3,3,128,0,0.040381,1124,6962,1677,0,0
2263,256,2,4,3,3,256,0,0.040381,1124,6962,1677,0,0
2264,256,2,4,3,4,2,0,0.064882,889,4152,1452,0,0
2265,256,2,4,3,4,4,0,0.061970,762,4352,1488,0,0
2266,256,2,4,3,4,8,0,0.064349,776,4510,1635,0,0
2268,256,2,4,3,4,32,0,0.043918,947,5884,1544,0,0
2269,256,2,4,3,4,64,0,0.043918,947,5884,1544,0,0
2270,256,2,4,3,4,128,0,0.043918,947,5884,1544,0,0
2271,256,2,4,3,4,256,0,0.043918,947,5884,1544,0,0
2272,256,2,4,4,1,2,0,0.081042,950,5074,1573,0,0
2273,256,2,4,4,1,4,0,0.080353,904,5520,1959,0,0
2274,256,2,4,4,1,8,0,0.064548,995,5865,1985,0,0
2275,256,2,4,4,1,16,0,0.062713,1097,6967,1521,0,0
2276,256,2,4,4,1,32,0,0.062713,1097,6967,1521,0,0
2277,256,2,4,4,1,64,0,0.062713,1097,6967,1521,0,0
2278,256,2,4,4,1,128,0,0.062713,1097,6967,1521,0,0
2279,256,2,4,4,1,256,0,0.062713,1097,6967,1521,0,0
2280,256,2,4,4,2,2,0,0.087427,965,4673,1561,0,0
2281,256,2,4,4,2,4,0,0.080033,892,5297,1951,0,0
2282,256,2,4,4,2,8,0,0.064684,950,5712,1980,0,0
2283,256,2,4,4,2,16,0,0.057790,1094,6698,1514,0,0
2284,256,2,4,4,2,32,0,0.057790,1094,6698,1514,0,0
2285,256,2,4,4,2,64,0,0.057790,1094,6698,1514,0,0
2286,256,2,4,4,2,128,0,0.057790,1094,6698,1514,0,0
2287,256,2,4,4,2,256,0,0.057790,1094,6698,1514,0,0
2288,256,2,4,4,3,2,0,0.083721,1029,5509,1503,0,0
2289,256,2,4,4,3,4,0,0.075713,916,5442,1954,0,0
2290,256,2,4,4,3,8,0,0.062005,967,5661,1973,0,0
2291,256,2,4,4,3,16,0,0.062192,1208,7443,1539,0,0
2292,256,2,4,4,3,32,0,0.062192,1208,7443,1539,0,0
2294,256,2,4,4,3,128,0,0.062192,1208,7443,1539,0,0
2295,256,2,4,4,3,256,0,0.062192,1208,7443,1539,0,0
2296,256,2,4,4,4,2,0,0.088061,936,4564,1557,0,0
2297,256,2,4,4,4,4,0,0.078932,811,4789,1567,0,0
2298,256,2,4,4,4,8,0,0.063966,938,5580,1971,0,0
2299,256,2,4,4,4,16,0,0.058973,1316,7274,1500,0,0
2300,256,2,4,4,4,32,0,0.058973,1316,7274,1500,0,0
2301,256,2,4,4,4,64,0,0.058973,1316,7274,1500,0,0
2302,256,2,4,4,4,128,0,0.058973,1316,7274,1500,0,0
2303,256,2,4,4,4,256,0,0.058973,1316,7274,1500,0,0
2304,256,3,1,1,1,2,0,0.006520,492,2547,1338,0,0
2305,256,3,1,1,1,4,0,0.006305,578,3571,1376,0,0
2306,256,3,1,1,1,8,0,0.007421,550,3401,1536,0,0
2307,256,3,1,1,1,16,0,0.003633,353,2071,1228,0,0
2308,256,3,1,1,1,32,0,0.003633,353,2071,1228,0,0
2309,256,3,1,1,1,64,0,0.003633,353,2071,1228,0,0
2310,256,3,1,1,1,128,0,0.003633,353,2071,1228,0,0
2311,256,3,1,1,1,256,0,0.003633,353,2071,1228,0,0
2312,256,3,1,1,2,2,0,0.007048,422,1950,1328,0,0
2313,256,3,1,1,2,4,0,0.006690,531,3412,1371,0,0
2314,256,3,1,1,2,8,0,0.006157,541,3459,1520,0,0
2315,256,3,1,1,2,16,0,0.004219,353,2172,1227,0,0
2316,256,3,1,1,2,32,0,0.004219,353,2172,1227,0,0
2317,256,3,1,1,2,64,0,0.004219,353,2172,1227,0,0
2318,256,3,1,1,2,128,0,0.004219,353,2172,1227,0,0
2319,256,3,1,1,2,256,0,0.004219,353,2172,1227,0,0
2320,256,3,1,1,3,2,0,0.006921,561,2775,1278,0,0
2321,256,3,1,1,3,4,0,0.006438,537,3238,1390,0,0
2322,256,3,1,1,3,8,0,0.006590,560,3506,1534,0,0
2323,256,3,1,1,3,16,0,0.004249,508,3238,1441,0,0
2324,256,3,1,1,3,32,0,0.004249,508,3238,1441,0,0
2325,256,3,1,1,3,64,0,0.004249,508,3238,1441,0,0
2326,256,3,1,1,3,128,0,0.004249,508,3238,1441,0,0
2327,256,3,1,1,3,256,0,0.004249,508,3238,1441,0,0
2328,256,3,1,1,4,2,0,0.006918,406,1851,1324,0,0
2329,256,3,1,1,4,4,0,0.006747,409,2378,1371,0,0
2330,256,3,1,1,4,8,0,0.005992,505,3194,1517,0,0
2331,256,3,1,1,4,16,0,0.004092,302,1925,1215,0,0
2332,256,3,1,1,4,32,0,0.004092,302,1925,1215,0,0
2333,256,3,1,1,4,64,0,0.004092,302,1925,1215,0,0
2334,256,3,1,1,4,128,0,0.004092,302,1925,1215,0,0
2335,256,3,1,1,4,256,0,0.004092,302,1925,1215,0,0
2336,256,3,1,2,1,2,0,0.013262,521,2652,1349,0,0
2337,256,3,1,2,1,4,0,0.010460,585,3337,1763,0,0
2338,256,3,1,2,1,8,0,0.010123,571,3339,1794,0,0
2339,256,3,1,2,1,16,0,0.009073,529,3108,1245,0,0
2340,256,3,1,2,1,32,0,0.009073,529,3108,1245,0,0
2341,256,3,1,2,1,64,0,0.009073,529,3108,1245,0,0
2342,256,3,1,2,1,128,0,0.009073,529,3108,1245,0,0
2343,256,3,1,2,1,256,0,0.009073,529,3108,1245,0,0
2344,256,3,1,2,2,2,0,0.013773,447,2154,1338,0,0
2345,256,3,1,2,2,4,0,0.010742,509,3108,1759,0,0
2346,256,3,1,2,2,8,0,0.010943,510,3050,1780,0,0
2347,256,3,1,2,2,16,0,0.009167,523,2979,1234,0,0
2348,256,3,1,2,2,32,0,0.009167,523,2979,1234,0,0
2349,256,3,1,2,2,64,0,0.009167,523,2979,1234,0,0
2350,256,3,1,2,2,128,0,0.009167,523,2979,1234,0,0
2351,256,3,1,2,2,256,0,0.009167,523,2979,1234,0,0
