Parameter,Throughput_Value,Tool,Resource_Type,Resource_Value,Flow
Throughput,2.742656537121856,catapult,FF,1154,latency
Throughput,2.742656537121856,catapult,DSP,17,latency
Throughput,2.742656537121856,catapult,BRAM,1,latency
Throughput,2.8955209186908775,catapult,CLB,385,latency
Throughput,2.8955209186908775,catapult,LUT,2203,latency
Throughput,2.8955209186908775,catapult,FF,518,latency
Throughput,2.8955209186908775,catapult,DSP,9,latency
Throughput,2.8955209186908775,catapult,BRAM,1,latency
Throughput,2.550929303545282,catapult,CLB,432,latency
Throughput,2.550929303545282,catapult,LUT,2583,latency
Throughput,2.550929303545282,catapult,FF,525,latency
Throughput,2.550929303545282,catapult,DSP,9,latency
Throughput,2.550929303545282,catapult,BRAM,1,latency
Throughput,2.860141920242082,catapult,CLB,579,latency
Throughput,2.860141920242082,catapult,LUT,3264,latency
Throughput,2.860141920242082,catapult,FF,575,latency
Throughput,2.860141920242082,catapult,DSP,9,latency
Throughput,2.860141920242082,catapult,BRAM,1,latency
Throughput,2.8004693586645124,catapult,CLB,820,latency
Throughput,2.8004693586645124,catapult,LUT,4665,latency
Throughput,2.8004693586645124,catapult,FF,664,latency
Throughput,2.8004693586645124,catapult,DSP,9,latency
Throughput,2.8004693586645124,catapult,BRAM,1,latency
Throughput,2.8587355812524122,catapult,CLB,495,latency
Throughput,2.8587355812524122,catapult,LUT,2911,latency
Throughput,2.8587355812524122,catapult,FF,676,latency
Throughput,2.8587355812524122,catapult,DSP,9,latency
Throughput,2.8587355812524122,catapult,BRAM,1,latency
Throughput,2.7278133302781824,catapult,CLB,568,latency
Throughput,2.7278133302781824,catapult,LUT,3403,latency
Throughput,2.7278133302781824,catapult,FF,664,latency
Throughput,2.7278133302781824,catapult,DSP,9,latency
Throughput,2.7278133302781824,catapult,BRAM,1,latency
Throughput,2.7984474213706236,catapult,CLB,784,latency
Throughput,2.7984474213706236,catapult,LUT,4572,latency
Throughput,2.7984474213706236,catapult,FF,714,latency
Throughput,2.7984474213706236,catapult,DSP,9,latency
Throughput,2.7984474213706236,catapult,BRAM,1,latency
Throughput,2.79140136722839,catapult,CLB,1105,latency
Throughput,2.79140136722839,catapult,LUT,6554,latency
Throughput,2.79140136722839,catapult,FF,777,latency
Throughput,2.79140136722839,catapult,DSP,9,latency
Throughput,2.79140136722839,catapult,BRAM,1,latency
Throughput,2.8400861114108977,catapult,CLB,495,latency
