n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2,lut,ff,dsp,bram
1345,2,3,4,3,230400,0,0.316715,824,4692,906,34,1
1346,2,3,4,3,115200,0,0.330311,984,5843,922,34,1
1347,2,3,4,3,57600,0,0.313091,1315,7617,1012,34,1
1351,2,3,4,4,460800,0,0.346760,1034,5555,1105,41,1
1352,2,3,4,4,230400,0,0.338667,1167,6621,1157,41,1
1353,2,3,4,4,115200,0,0.347367,1439,8356,1239,41,1
1354,2,3,4,4,57600,0,0.332009,2106,11493,1220,41,1
1358,2,3,4,5,460800,0,0.333623,1033,5136,1177,52,1
1359,2,3,4,5,230400,0,0.312134,1113,6122,1175,52,1
1360,2,3,4,5,115200,0,0.319622,1300,7347,1195,52,1
1361,2,3,4,5,57600,0,0.322308,1518,8679,1358,52,1
1365,2,3,5,1,460800,0,0.315200,566,3278,1038,10,1
1366,2,3,5,1,230400,0,0.338019,670,3880,1069,10,1
1367,2,3,5,1,115200,0,0.315747,857,5141,1179,10,1
1368,2,3,5,1,57600,0,0.315917,1323,7961,1458,10,1
1372,2,3,5,2,460800,0,0.329815,889,5218,1258,17,1
1373,2,3,5,2,230400,0,0.317237,967,5794,1123,17,1
1374,2,3,5,2,115200,0,0.324874,1344,8158,1276,17,1
1375,2,3,5,2,57600,0,0.312183,2018,12602,1564,17,1
1379,2,3,5,3,460800,0,0.321951,1015,5432,1601,34,1
1380,2,3,5,3,230400,0,0.325949,979,5923,1539,34,1
1381,2,3,5,3,115200,0,0.328872,1394,7844,1706,34,1
1382,2,3,5,3,57600,0,0.329118,2066,12620,1993,34,1
1386,2,3,5,4,460800,0,0.331523,1353,7955,1541,41,1
1387,2,3,5,4,230400,0,0.375188,1349,8437,1491,41,1
1388,2,3,5,4,115200,0,0.330787,2083,12721,1713,41,1
1389,2,3,5,4,57600,0,0.318815,3065,18561,1991,41,1
1393,2,3,5,5,460800,0,0.336699,1220,6511,1638,55,1
1395,2,3,5,5,115200,0,0.320160,1750,9523,1695,52,1
1400,2,4,1,1,460800,0,0.258361,401,2112,677,14,1
1401,2,4,1,1,230400,0,0.270394,415,2315,749,14,1
1402,2,4,1,1,115200,0,0.264111,529,2645,721,14,1
1403,2,4,1,1,57600,0,0.265116,630,3323,804,14,1
1407,2,4,1,2,460800,0,0.280684,554,2968,956,29,1
1408,2,4,1,2,230400,0,0.298986,619,3277,930,29,1
1409,2,4,1,2,115200,0,0.281093,675,3655,989,29,1
1410,2,4,1,2,57600,0,0.269750,916,4507,1128,29,1
1414,2,4,1,3,460800,0,0.268666,693,3398,1014,41,1
1415,2,4,1,3,230400,0,0.281485,724,3716,993,41,1
1416,2,4,1,3,115200,0,0.274055,779,3995,991,41,1
1417,2,4,1,3,57600,0,0.269845,950,4876,1214,41,1
1421,2,4,1,4,460800,0,0.286928,809,4449,1269,53,1
1422,2,4,1,4,230400,0,0.294937,960,4782,1147,53,1
1423,2,4,1,4,115200,0,0.296680,1032,5277,1161,53,1
1424,2,4,1,4,57600,0,0.282452,1266,6471,1366,53,1
1428,2,4,1,5,460800,0,0.257403,1396,5858,758,125,1
1429,2,4,1,5,230400,0,0.268619,1437,6082,723,125,1
1430,2,4,1,5,115200,0,0.287141,1411,6362,708,125,1
1431,2,4,1,5,57600,0,0.273316,1706,7512,1106,125,1
1435,2,4,2,1,460800,0,0.266108,416,2406,759,13,1
1436,2,4,2,1,230400,0,0.248595,498,2677,731,13,1
1437,2,4,2,1,115200,0,0.266293,614,3243,816,13,1
1438,2,4,2,1,57600,0,0.261102,829,4477,872,13,1
1442,2,4,2,2,460800,0,0.285885,589,3269,974,28,1
1443,2,4,2,2,230400,0,0.267710,660,3522,1020,28,1
1444,2,4,2,2,115200,0,0.299947,767,4354,1022,28,1
1445,2,4,2,2,57600,0,0.256158,1047,5974,1116,28,1
1449,2,4,2,3,460800,0,0.274733,686,3516,1022,40,1
1450,2,4,2,3,230400,0,0.252816,801,3941,1034,40,1
1451,2,4,2,3,115200,0,0.283236,918,4646,1087,40,1
1452,2,4,2,3,57600,0,0.254448,1208,6088,1255,40,1
1456,2,4,2,4,460800,0,0.295666,982,4713,1398,52,1
1457,2,4,2,4,230400,0,0.286489,1027,5237,1434,53,1
1458,2,4,2,4,115200,0,0.275957,1258,6193,1338,53,1
1459,2,4,2,4,57600,0,0.271168,1497,8295,1339,53,1
1463,2,4,2,5,460800,0,0.258022,1454,6139,779,125,1
1464,2,4,2,5,230400,0,0.272947,1595,6580,847,125,1
1465,2,4,2,5,115200,0,0.279909,1515,7289,829,125,1
1466,2,4,2,5,57600,0,0.269820,1909,9335,1160,125,1
1470,2,4,3,1,460800,0,0.285905,560,2956,1003,14,1
1471,2,4,3,1,230400,0,0.278469,568,3422,960,14,1
1472,2,4,3,1,115200,0,0.274269,780,4482,1041,14,1
1473,2,4,3,1,57600,0,0.287367,1106,6361,1246,14,1
1477,2,4,3,2,460800,0,0.286325,742,4324,1163,28,1
1478,2,4,3,2,230400,0,0.278095,857,4794,1111,28,1
1479,2,4,3,2,115200,0,0.257499,1132,6205,1277,28,1
1480,2,4,3,2,57600,0,0.247559,1564,9388,1329,28,1
1484,2,4,3,3,460800,0,0.270893,818,4317,1285,41,1
1485,2,4,3,3,230400,0,0.273926,889,4653,1369,41,1
1486,2,4,3,3,115200,0,0.277333,1253,5960,1441,41,1
1487,2,4,3,3,57600,0,0.302798,1485,8699,1542,41,1
1491,2,4,3,4,460800,0,0.279985,1170,6057,1662,56,1
1492,2,4,3,4,230400,0,0.276703,1242,6789,1621,53,1
1493,2,4,3,4,115200,0,0.263547,1681,9656,1568,53,1
1494,2,4,3,4,57600,0,0.251728,2290,13263,1812,53,1
1498,2,4,3,5,460800,0,0.274689,1576,6590,1128,125,1
1499,2,4,3,5,230400,0,0.266242,1690,7524,1252,125,1
1500,2,4,3,5,115200,0,0.295363,1611,8853,1299,125,1
1501,2,4,3,5,57600,0,0.284053,2227,11399,1566,125,1
1505,2,4,4,1,460800,0,0.255128,454,2557,766,13,1
1506,2,4,4,1,230400,0,0.255037,594,3053,760,13,1
1507,2,4,4,1,115200,0,0.272787,623,3773,806,13,1
1508,2,4,4,1,57600,0,0.252231,965,5319,908,13,1
1512,2,4,4,2,460800,0,0.281936,692,3841,955,28,1
1513,2,4,4,2,230400,0,0.289957,765,4310,1095,28,1
1514,2,4,4,2,115200,0,0.279694,998,5569,1036,28,1
1515,2,4,4,2,57600,0,0.272604,1262,7375,1068,28,1
1519,2,4,4,3,460800,0,0.263942,786,3883,1061,40,1
1520,2,4,4,3,230400,0,0.274860,870,4452,1081,40,1
1521,2,4,4,3,115200,0,0.302888,1032,5731,1139,40,1
1522,2,4,4,3,57600,0,0.287700,1273,6845,1291,40,1
1526,2,4,4,4,460800,0,0.278402,1104,5666,1441,52,1
1527,2,4,4,4,230400,0,0.283905,1185,6702,1320,52,1
1528,2,4,4,4,115200,0,0.297396,1500,8475,1320,52,1
1529,2,4,4,4,57600,0,0.264317,1936,11188,1511,52,1
1533,2,4,4,5,460800,0,0.286251,1455,6499,834,125,1
1534,2,4,4,5,230400,0,0.276660,1685,7481,912,125,1
1535,2,4,4,5,115200,0,0.299320,1614,8065,883,125,1
1536,2,4,4,5,57600,0,0.285809,2421,11632,1224,125,1
1540,2,4,5,1,460800,0,0.300463,548,3331,1078,14,1
1541,2,4,5,1,230400,0,0.279977,713,3980,1081,14,1
1542,2,4,5,1,115200,0,0.271494,884,5181,1253,14,1
1543,2,4,5,1,57600,0,0.262084,1241,7882,1539,14,1
1547,2,4,5,2,460800,0,0.291555,917,5253,1352,28,1
1548,2,4,5,2,230400,0,0.286135,1057,6078,1266,28,1
1549,2,4,5,2,115200,0,0.295891,1333,8294,1392,28,1
1550,2,4,5,2,57600,0,0.271510,2178,12325,1765,28,1
1554,2,4,5,3,460800,0,0.292781,1010,5312,1461,41,1
1555,2,4,5,3,230400,0,0.293378,1043,6077,1456,41,1
1556,2,4,5,3,115200,0,0.278721,1353,7721,1625,41,1
1557,2,4,5,3,57600,0,0.304422,2105,12728,1874,41,1
1561,2,4,5,4,460800,0,0.278101,1448,8303,1786,53,1
1562,2,4,5,4,230400,0,0.283363,1603,9118,1782,53,1
1563,2,4,5,4,115200,0,0.298502,2193,13128,1895,53,1
1568,2,4,5,5,460800,0,0.287188,1866,8358,1446,125,1
1570,2,4,5,5,115200,0,0.285853,2510,12757,1513,125,1
1571,2,4,5,5,57600,0,0.297635,3389,18453,1769,125,1
1575,2,5,1,1,460800,0,0.314336,459,2486,715,17,1
1576,2,5,1,1,230400,0,0.333119,475,2759,750,17,1
1577,2,5,1,1,115200,0,0.327049,573,3077,822,17,1
1578,2,5,1,1,57600,0,0.312580,768,3876,846,17,1
1582,2,5,1,2,460800,0,0.341442,685,3760,865,35,1
1583,2,5,1,2,230400,0,0.366258,719,4080,936,35,1
1584,2,5,1,2,115200,0,0.336689,830,4422,1014,35,1
1585,2,5,1,2,57600,0,0.340469,1020,5488,1075,35,1
1589,2,5,1,3,460800,0,0.326610,826,4120,1084,52,1
1590,2,5,1,3,230400,0,0.330905,919,4248,1138,52,1
1591,2,5,1,3,115200,0,0.339247,861,4609,1130,52,1
1592,2,5,1,3,57600,0,0.338732,1062,5721,1252,52,1
1596,2,5,1,4,460800,0,0.343875,1684,6931,785,125,1
1597,2,5,1,4,230400,0,0.352005,1577,7177,755,125,1
1598,2,5,1,4,115200,0,0.344772,1636,7794,796,125,1
1599,2,5,1,4,57600,0,0.340383,2033,10087,1131,125,1
1603,2,5,1,5,460800,0,0.339648,1597,7012,706,155,1
