n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_partition1,knob_array_partition2,obj1,obj2,lut,ff,dsp,bram
1733,16,2,2,1,16,4,0.001763,4128,19997,20233,19,19
1734,16,2,2,1,16,8,0.001509,4047,18995,20176,19,19
1735,16,2,2,1,16,16,0.001565,4004,18566,20215,19,19
1736,16,2,2,1,32,2,0.001093,1795,9381,3427,19,19
1737,16,2,2,1,32,4,0.001542,4773,22428,20742,19,19
1738,16,2,2,1,32,8,0.001532,4667,22500,20764,19,19
1739,16,2,2,1,32,16,0.001520,4487,22322,20769,19,19
1740,16,2,2,2,2,2,0.000961,937,4448,2737,31,31
1741,16,2,2,2,2,4,0.001416,3810,17191,21349,34,34
1742,16,2,2,2,2,8,0.001722,3803,16796,20283,34,34
1743,16,2,2,2,2,16,0.001024,3335,15236,16277,34,34
1744,16,2,2,2,4,2,0.000927,967,4769,2869,31,31
1745,16,2,2,2,4,4,0.001248,3859,17403,21476,34,34
1746,16,2,2,2,4,8,0.001590,3784,17324,20424,34,34
1747,16,2,2,2,4,16,0.001392,4405,20258,20447,34,34
1748,16,2,2,2,8,2,0.000911,1130,6113,3016,31,31
1749,16,2,2,2,8,4,0.001476,4574,20477,21675,34,34
1750,16,2,2,2,8,8,0.001723,4316,20082,20604,34,34
1751,16,2,2,2,8,16,0.001497,4520,22128,20633,34,34
1752,16,2,2,2,16,2,0.000905,1551,8742,3294,31,31
1753,16,2,2,2,16,4,0.001465,4470,21578,21896,34,34
1754,16,2,2,2,16,8,0.001434,4516,21321,20849,34,34
1755,16,2,2,2,16,16,0.001706,4929,24662,20891,34,34
1756,16,2,2,2,32,2,0.000968,2817,15403,3947,31,31
1757,16,2,2,2,32,4,0.001692,6366,28526,22544,34,34
1758,16,2,2,2,32,8,0.001246,5621,27934,21507,34,34
1759,16,2,2,2,32,16,0.001733,6508,31105,21477,34,34
1760,16,2,2,3,2,2,0.001028,1452,6634,4001,43,43
1761,16,2,2,3,2,4,0.001827,6653,29171,30162,46,46
1762,16,2,2,3,2,8,0.001876,6333,28691,29921,43,43
1763,16,2,2,3,2,16,0.001507,3891,17755,19253,46,46
1764,16,2,2,3,4,2,0.000979,1390,6548,3711,43,43
1765,16,2,2,3,4,4,0.001747,6360,28818,30364,46,46
1766,16,2,2,3,4,8,0.001727,6063,27143,29938,43,43
1767,16,2,2,3,4,16,0.001350,3971,17748,18876,46,46
1768,16,2,2,3,8,2,0.000947,1647,8479,3856,43,43
1769,16,2,2,3,8,4,0.001719,6706,30504,30482,46,46
1770,16,2,2,3,8,8,0.001689,6145,28907,30097,43,43
1771,16,2,2,3,8,16,0.001414,4205,19838,19025,46,46
1772,16,2,2,3,16,2,0.000975,2195,12124,4126,43,43
1773,16,2,2,3,16,4,0.001682,7242,34238,30775,46,46
1774,16,2,2,3,16,8,0.001780,7409,34548,30370,43,43
1775,16,2,2,3,16,16,0.001333,4754,23321,19387,46,46
1776,16,2,2,3,32,2,0.001077,4095,21990,4814,43,43
1777,16,2,2,3,32,4,0.001446,9056,44337,31428,46,46
1778,16,2,2,3,32,8,0.001728,9433,44435,31049,43,43
1779,16,2,2,3,32,16,0.001331,6644,32961,20080,46,46
1780,16,2,2,4,2,2,0.000943,1379,6248,3325,55,55
1781,16,2,2,4,2,4,0.001198,4862,22353,21317,64,64
1782,16,2,2,4,2,8,0.001368,5184,22762,21871,64,64
1783,16,2,2,4,2,16,0.001045,4361,19934,19324,64,64
1784,16,2,2,4,4,2,0.000917,1394,7043,3489,55,55
1785,16,2,2,4,4,4,0.001504,4941,23189,21480,64,64
1786,16,2,2,4,4,8,0.001527,5110,23287,21996,64,64
1787,16,2,2,4,4,16,0.001565,4725,22019,21506,64,64
1788,16,2,2,4,8,2,0.000876,1745,9495,3662,55,55
1789,16,2,2,4,8,4,0.001566,5263,25315,21669,64,64
1790,16,2,2,4,8,8,0.001360,5305,25673,22167,64,64
1791,16,2,2,4,8,16,0.001438,5101,25023,21661,64,64
1792,16,2,2,4,16,2,0.000966,2551,14513,4217,55,55
1793,16,2,2,4,16,4,0.001576,6127,30385,22020,64,64
1794,16,2,2,4,16,8,0.001275,5874,30066,22479,64,64
1795,16,2,2,4,16,16,0.001390,5856,29589,21977,64,64
1796,16,2,2,4,32,2,0.001008,4873,26878,4777,55,55
1797,16,2,2,4,32,4,0.001341,8546,42955,22808,64,64
1798,16,2,2,4,32,8,0.001283,8458,42788,23214,64,64
1799,16,2,2,4,32,16,0.001554,8607,42901,22652,64,64
1800,16,2,3,1,2,2,0.001673,922,4175,2806,25,25
1801,16,2,3,1,2,4,0.002483,5292,23553,26279,25,25
1802,16,2,3,1,2,8,0.002770,5262,23367,26332,25,25
1803,16,2,3,1,2,16,0.002240,5388,22756,26371,25,25
1804,16,2,3,1,4,2,0.001636,914,4455,2894,25,25
1805,16,2,3,1,4,4,0.002087,5031,23211,26392,25,25
1806,16,2,3,1,4,8,0.002461,5278,23285,26401,25,25
1807,16,2,3,1,4,16,0.002495,5228,22951,26438,25,25
1808,16,2,3,1,8,2,0.001565,1046,5466,3048,25,25
1809,16,2,3,1,8,4,0.002239,5376,24173,26544,25,25
1810,16,2,3,1,8,8,0.002184,5381,24971,26556,25,25
1811,16,2,3,1,8,16,0.002440,5444,24362,26543,25,25
1812,16,2,3,1,16,2,0.001561,1393,7527,3313,25,25
1813,16,2,3,1,16,4,0.002487,5557,27013,26834,25,25
1814,16,2,3,1,16,8,0.002696,5817,26963,26848,25,25
1815,16,2,3,1,16,16,0.002655,5781,26284,26871,25,25
1816,16,2,3,1,32,2,0.001618,2377,12661,3921,25,25
1817,16,2,3,1,32,4,0.002341,6984,33503,27492,25,25
1818,16,2,3,1,32,8,0.002565,6817,32168,27471,25,25
1819,16,2,3,1,32,16,0.002077,6843,31648,27460,25,25
1820,16,2,3,2,2,2,0.001443,1302,5920,3436,43,43
1821,16,2,3,2,2,4,0.002354,5757,25407,28756,46,46
1822,16,2,3,2,2,8,0.002072,5581,24990,27165,46,46
1823,16,2,3,2,2,16,0.001736,4997,22137,21080,46,46
1824,16,2,3,2,4,2,0.001385,1252,6409,3529,43,43
1825,16,2,3,2,4,4,0.002397,5672,26024,28860,46,46
1826,16,2,3,2,4,8,0.002324,5447,25224,27270,46,46
1827,16,2,3,2,4,16,0.002532,6149,28617,27329,46,46
1828,16,2,3,2,8,2,0.001429,1548,8333,3684,43,43
1829,16,2,3,2,8,4,0.002119,5860,27716,28992,46,46
1830,16,2,3,2,8,8,0.002182,5873,26968,27443,46,46
1831,16,2,3,2,8,16,0.002433,6410,30505,27455,46,46
1832,16,2,3,2,16,2,0.001535,2125,12125,3959,43,43
1833,16,2,3,2,16,4,0.002580,7020,32496,29286,46,46
1834,16,2,3,2,16,8,0.002199,6148,30411,27711,46,46
1835,16,2,3,2,16,16,0.002087,6907,33767,27764,46,46
1836,16,2,3,2,32,2,0.001552,3963,21635,4684,43,43
1837,16,2,3,2,32,4,0.002138,8975,40580,29974,46,46
1838,16,2,3,2,32,8,0.002622,8391,40254,28415,46,46
1839,16,2,3,2,32,16,0.002342,8920,44419,28400,46,46
1840,16,2,3,3,2,2,0.001566,2026,9133,5217,61,61
1841,16,2,3,3,2,4,0.002713,9228,40804,41938,64,64
1842,16,2,3,3,2,8,0.002875,9221,41166,41597,61,61
1843,16,2,3,3,2,16,0.002304,5756,25752,25496,64,64
1844,16,2,3,3,4,2,0.001512,1859,8982,4684,61,61
1845,16,2,3,3,4,4,0.002637,9949,41866,42120,64,64
1846,16,2,3,3,4,8,0.002772,8510,38683,41518,61,61
1847,16,2,3,3,4,16,0.001835,5676,25601,24835,64,64
1848,16,2,3,3,8,2,0.001634,2237,11756,4835,61,61
1849,16,2,3,3,8,4,0.002611,9269,43494,42330,64,64
1850,16,2,3,3,8,8,0.002588,9734,43552,41765,61,61
1851,16,2,3,3,8,16,0.002103,6394,28432,25122,64,64
1852,16,2,3,3,16,2,0.001702,3075,17522,5335,61,61
1853,16,2,3,3,16,4,0.002627,11393,48539,42669,64,64
1854,16,2,3,3,16,8,0.002538,9923,48547,42014,61,61
1855,16,2,3,3,16,16,0.001944,7047,33760,25383,64,64
1856,16,2,3,3,32,2,0.001600,5839,31418,5848,61,61
1858,16,2,3,3,32,8,0.002759,12744,60976,42301,61,61
1859,16,2,3,3,32,16,0.001875,9617,47407,26175,64,64
1860,16,2,3,4,2,2,0.001396,1897,8638,4311,79,79
1861,16,2,3,4,2,4,0.002331,6836,32210,28515,88,88
1862,16,2,3,4,2,8,0.002396,7248,32487,29278,88,88
1863,16,2,3,4,2,16,0.001407,6189,27461,25443,88,88
1864,16,2,3,4,4,2,0.001532,1937,9906,4453,79,79
1865,16,2,3,4,4,4,0.002227,7053,32841,28664,88,88
1866,16,2,3,4,4,8,0.002193,7315,32861,29417,88,88
1867,16,2,3,4,4,16,0.002245,6820,31743,28630,88,88
1868,16,2,3,4,8,2,0.001343,2479,13535,4646,79,79
1869,16,2,3,4,8,4,0.002144,7258,35901,28852,88,88
1870,16,2,3,4,8,8,0.002326,7320,35863,29633,88,88
1871,16,2,3,4,8,16,0.002379,7411,36007,28893,88,88
1872,16,2,3,4,16,2,0.001468,3504,20748,5054,79,79
1873,16,2,3,4,16,4,0.002126,8778,44000,29187,88,88
1874,16,2,3,4,16,8,0.002266,8873,43617,29962,88,88
1875,16,2,3,4,16,16,0.002215,8608,43100,29188,88,88
1876,16,2,3,4,32,2,0.001718,6955,38908,5773,79,79
1877,16,2,3,4,32,4,0.002338,12000,61002,30110,88,88
1879,16,2,3,4,32,16,0.001920,11959,59788,29919,88,88
1880,16,2,4,1,2,2,0.002192,1077,5124,3296,31,31
1881,16,2,4,1,2,4,0.003390,7203,31278,32935,31,31
1882,16,2,4,1,2,8,0.003119,7067,31133,32975,31,31
1883,16,2,4,1,2,16,0.003450,6996,31115,32988,31,31
1884,16,2,4,1,4,2,0.002140,1089,5453,3346,31,31
1885,16,2,4,1,4,4,0.003275,6683,29996,32954,31,31
1886,16,2,4,1,4,8,0.003614,6883,31575,33033,31,31
1887,16,2,4,1,4,16,0.003292,7034,30330,33064,31,31
1888,16,2,4,1,8,2,0.002127,1302,6757,3503,31,31
1889,16,2,4,1,8,4,0.003494,7716,34895,33262,31,31
1890,16,2,4,1,8,8,0.003613,7100,32973,33197,31,31
1891,16,2,4,1,8,16,0.003689,7103,31738,33241,31,31
1892,16,2,4,1,16,2,0.001987,1666,9411,3771,31,31
1893,16,2,4,1,16,4,0.003618,7827,36246,33489,31,31
1894,16,2,4,1,16,8,0.003527,7517,35079,33467,31,31
1895,16,2,4,1,16,16,0.003529,7439,35027,33534,31,31
1896,16,2,4,1,32,2,0.002311,2974,15997,4454,31,31
1897,16,2,4,1,32,4,0.003722,9573,44780,34195,31,31
1898,16,2,4,1,32,8,0.003067,9055,42729,34165,31,31
1899,16,2,4,1,32,16,0.003667,8883,42051,34144,31,31
1900,16,2,4,2,2,2,0.001874,1642,7327,4124,55,55
1901,16,2,4,2,2,4,0.003329,7629,32011,36085,58,58
1902,16,2,4,2,2,8,0.003280,7436,32278,34021,58,58
1903,16,2,4,2,2,16,0.002461,5853,28426,25892,58,58
1904,16,2,4,2,4,2,0.001987,1570,7988,4183,55,55
1905,16,2,4,2,4,4,0.003433,7720,33422,36169,58,58
1906,16,2,4,2,4,8,0.003129,7255,32953,34117,58,58
1907,16,2,4,2,4,16,0.003137,8263,37144,34149,58,58
1908,16,2,4,2,8,2,0.002085,1907,10557,4348,55,55
1909,16,2,4,2,8,4,0.003395,8223,35380,36345,58,58
1910,16,2,4,2,8,8,0.003509,7608,35350,34281,58,58
1911,16,2,4,2,8,16,0.003384,8447,40025,34370,58,58
1912,16,2,4,2,16,2,0.002105,2695,15474,4659,55,55
1913,16,2,4,2,16,4,0.003120,8249,40880,36691,58,58
1914,16,2,4,2,16,8,0.003441,8177,40348,34611,58,58
1915,16,2,4,2,16,16,0.003293,9154,44085,34639,58,58
1916,16,2,4,2,32,2,0.002194,5111,28004,5470,55,55
1917,16,2,4,2,32,4,0.003397,11647,53144,37558,58,58
1918,16,2,4,2,32,8,0.002947,10735,52530,35298,58,58
1920,16,2,4,3,2,2,0.002520,2426,11511,6437,79,79
1922,16,2,4,3,2,8,0.003735,11699,52512,53207,79,79
1923,16,2,4,3,2,16,0.002417,7795,33135,31747,82,82
1924,16,2,4,3,4,2,0.002136,2428,11390,5656,79,79
1926,16,2,4,3,4,8,0.003648,11365,51908,53177,79,79
1927,16,2,4,3,4,16,0.002745,7447,33267,30868,82,82
1928,16,2,4,3,8,2,0.001953,2891,14857,5818,79,79
1931,16,2,4,3,8,16,0.002853,7958,36983,31153,82,82
1932,16,2,4,3,16,2,0.002040,4062,22686,6116,79,79
1935,16,2,4,3,16,16,0.002887,8685,43556,31464,82,82
1936,16,2,4,3,32,2,0.002198,7520,40673,6886,79,79
1940,16,2,4,4,2,2,0.002218,2561,10902,5289,103,103
1941,16,2,4,4,2,4,0.003205,8963,40357,35650,112,112
1942,16,2,4,4,2,8,0.003115,9158,40891,36729,112,112
1943,16,2,4,4,2,16,0.002052,7740,35020,31526,112,112
1944,16,2,4,4,4,2,0.002004,2458,12566,5410,103,103
1945,16,2,4,4,4,4,0.003103,9105,42079,35841,112,112
1946,16,2,4,4,4,8,0.003242,9209,42585,36794,112,112
1947,16,2,4,4,4,16,0.003088,9114,42265,35819,112,112
1948,16,2,4,4,8,2,0.001869,3110,17402,5625,103,103
1949,16,2,4,4,8,4,0.003220,10325,46306,36013,112,112
1950,16,2,4,4,8,8,0.003152,9841,46971,37159,112,112
1951,16,2,4,4,8,16,0.002858,9629,46473,35959,112,112
1952,16,2,4,4,16,2,0.002126,4568,26903,5897,103,103
1953,16,2,4,4,16,4,0.003186,11766,56606,36435,112,112
1954,16,2,4,4,16,8,0.003015,11496,57058,37357,112,112
1955,16,2,4,4,16,16,0.003133,10503,54376,36339,112,112
1956,16,2,4,4,32,2,0.002379,9098,51053,7148,103,103
1960,16,3,1,1,2,2,0.000546,615,3047,2195,16,16
1961,16,3,1,1,2,4,0.000673,2690,12288,15421,16,16
1962,16,3,1,1,2,8,0.000750,2864,12424,15446,16,16
1963,16,3,1,1,2,16,0.000672,2643,12032,15444,16,16
1964,16,3,1,1,4,2,0.000522,649,3291,2376,16,16
1965,16,3,1,1,4,4,0.000688,2672,12508,15603,16,16
1966,16,3,1,1,4,8,0.000751,2775,12607,15614,16,16
1967,16,3,1,1,4,16,0.000651,2654,12191,15625,16,16
1968,16,3,1,1,8,2,0.000523,793,4077,2515,16,16
1969,16,3,1,1,8,4,0.000626,2732,13084,15736,16,16
1970,16,3,1,1,8,8,0.000633,2756,13197,15750,16,16
1971,16,3,1,1,8,16,0.000832,2784,12895,15754,16,16
1972,16,3,1,1,16,2,0.000544,991,5635,2789,16,16
1973,16,3,1,1,16,4,0.000862,3055,14726,16004,16,16
1974,16,3,1,1,16,8,0.000717,3214,14826,16029,16,16
1975,16,3,1,1,16,16,0.000704,3063,14442,16011,16,16
1976,16,3,1,1,32,2,0.000565,1723,9292,3365,16,16
1977,16,3,1,1,32,4,0.000766,3856,18341,16573,16,16
1978,16,3,1,1,32,8,0.000758,3839,18288,16610,16,16
1979,16,3,1,1,32,16,0.000800,3929,18228,16601,16,16
1980,16,3,1,2,2,2,0.000495,852,3881,2528,25,25
1981,16,3,1,2,2,4,0.000818,2975,13318,16766,28,28
1982,16,3,1,2,2,8,0.000639,2945,13246,15969,28,28
1983,16,3,1,2,2,16,0.000458,2560,11597,12978,28,28
1984,16,3,1,2,4,2,0.000485,841,4281,2712,25,25
1985,16,3,1,2,4,4,0.000777,2975,13289,16932,28,28
1986,16,3,1,2,4,8,0.000750,2849,13248,16161,28,28
1987,16,3,1,2,4,16,0.000627,3163,15790,16207,28,28
1988,16,3,1,2,8,2,0.000454,1031,5533,2853,25,25
1989,16,3,1,2,8,4,0.000726,3118,14632,17097,28,28
1990,16,3,1,2,8,8,0.000683,2975,14478,16302,28,28
1991,16,3,1,2,8,16,0.000622,3379,17824,16351,28,28
1992,16,3,1,2,16,2,0.000483,1392,7936,3131,25,25
1993,16,3,1,2,16,4,0.000688,3592,16886,17382,28,28
1994,16,3,1,2,16,8,0.000763,3376,16968,16579,28,28
1995,16,3,1,2,16,16,0.000761,3759,19254,16616,28,28
1996,16,3,1,2,32,2,0.000476,2559,13703,3759,25,25
1997,16,3,1,2,32,4,0.000785,4733,22930,17996,28,28
1998,16,3,1,2,32,8,0.000724,4456,22912,17179,28,28
1999,16,3,1,2,32,16,0.000838,4896,24848,17192,28,28
2000,16,3,1,3,2,2,0.000499,1273,5955,3516,34,34
2001,16,3,1,3,2,4,0.000842,4924,21727,23320,37,37
2002,16,3,1,3,2,8,0.000911,4311,19631,23095,34,34
2003,16,3,1,3,2,16,0.000491,2987,13216,15252,37,37
2004,16,3,1,3,4,2,0.000459,1196,5679,3384,34,34
2005,16,3,1,3,4,4,0.000698,4590,21112,23617,37,37
2006,16,3,1,3,4,8,0.000871,4455,20201,23254,34,34
2007,16,3,1,3,4,16,0.000468,2910,13002,15048,37,37
2008,16,3,1,3,8,2,0.000489,1419,7394,3529,34,34
2009,16,3,1,3,8,4,0.000802,4999,22754,23722,37,37
2010,16,3,1,3,8,8,0.000874,4958,22774,23426,34,34
2011,16,3,1,3,8,16,0.000617,3214,14892,15184,37,37
2012,16,3,1,3,16,2,0.000474,1909,10600,3805,34,34
2013,16,3,1,3,16,4,0.000650,5462,26490,24031,37,37
2014,16,3,1,3,16,8,0.000814,5081,25566,23676,34,34
2015,16,3,1,3,16,16,0.000704,3644,17794,15477,37,37
2016,16,3,1,3,32,2,0.000517,3437,18598,4439,34,34
2017,16,3,1,3,32,4,0.000694,7294,34348,24702,37,37
2018,16,3,1,3,32,8,0.000895,6808,33319,24310,34,34
2019,16,3,1,3,32,16,0.000599,5403,26058,16094,37,37
2020,16,3,1,4,2,2,0.000451,1205,5219,2968,43,43
2021,16,3,1,4,2,4,0.000717,3529,16448,16843,52,52
2022,16,3,1,4,2,8,0.000600,3403,15230,17246,52,52
2023,16,3,1,4,2,16,0.000348,3206,14740,15357,52,52
2024,16,3,1,4,4,2,0.000440,1170,6089,3176,43,43
2025,16,3,1,4,4,4,0.000765,3710,17045,17057,52,52
2026,16,3,1,4,4,8,0.000724,3652,17049,17452,52,52
2027,16,3,1,4,4,16,0.000602,3411,16343,17047,52,52
2028,16,3,1,4,8,2,0.000457,1515,8055,3336,43,43
2029,16,3,1,4,8,4,0.000762,3864,19443,17216,52,52
2030,16,3,1,4,8,8,0.000761,3766,18186,17575,52,52
2031,16,3,1,4,8,16,0.000523,3754,19685,17226,52,52
2032,16,3,1,4,16,2,0.000444,2077,12169,3632,43,43
2033,16,3,1,4,16,4,0.000658,4398,23949,17504,52,52
2034,16,3,1,4,16,8,0.000570,4532,24002,17863,52,52
2035,16,3,1,4,16,16,0.000710,4494,23726,17493,52,52
2036,16,3,1,4,32,2,0.000468,4045,22464,4320,43,43
2037,16,3,1,4,32,4,0.000738,6530,33977,18212,52,52
2038,16,3,1,4,32,8,0.000737,6800,34269,18573,52,52
2039,16,3,1,4,32,16,0.000703,6539,33736,18178,52,52
2040,16,3,2,1,2,2,0.001085,950,4567,3029,25,25
2041,16,3,2,1,2,4,0.001609,5472,24988,28575,25,25
2042,16,3,2,1,2,8,0.001529,5665,24832,28592,25,25
2043,16,3,2,1,2,16,0.001904,5737,25031,28618,25,25
2044,16,3,2,1,4,2,0.001175,1014,4962,3154,25,25
2045,16,3,2,1,4,4,0.001641,5983,27169,28782,25,25
2046,16,3,2,1,4,8,0.001782,5568,25665,28755,25,25
2047,16,3,2,1,4,16,0.001875,5577,24777,28715,25,25
2048,16,3,2,1,8,2,0.001063,1187,6149,3313,25,25
2049,16,3,2,1,8,4,0.001624,6005,28569,28931,25,25
2050,16,3,2,1,8,8,0.001631,5967,27126,28905,25,25
2051,16,3,2,1,8,16,0.001816,5655,26241,28871,25,25
2052,16,3,2,1,16,2,0.001114,1531,8532,3591,25,25
2053,16,3,2,1,16,4,0.001688,6756,30938,29316,25,25
2054,16,3,2,1,16,8,0.001884,6230,29565,29215,25,25
2055,16,3,2,1,16,16,0.001821,6194,28806,29179,25,25
2056,16,3,2,1,32,2,0.001176,2663,14447,4208,25,25
2057,16,3,2,1,32,4,0.001774,7733,34969,29771,25,25
2058,16,3,2,1,32,8,0.001901,7622,35277,29887,25,25
2059,16,3,2,1,32,16,0.001842,7600,34645,29799,25,25
2060,16,3,2,2,2,2,0.001067,1384,6277,3666,43,43
2061,16,3,2,2,2,4,0.001621,6380,27482,31048,46,46
2062,16,3,2,2,2,8,0.001719,5857,26075,29446,46,46
2063,16,3,2,2,2,16,0.001214,5157,23587,23379,46,46
2064,16,3,2,2,4,2,0.000958,1348,6865,3795,43,43
2065,16,3,2,2,4,4,0.001684,6214,27507,31191,46,46
2066,16,3,2,2,4,8,0.001679,5884,26043,29591,46,46
2067,16,3,2,2,4,16,0.001673,6762,30499,29659,46,46
2068,16,3,2,2,8,2,0.000905,1626,8878,3945,43,43
2069,16,3,2,2,8,4,0.001676,6480,29196,31315,46,46
2070,16,3,2,2,8,8,0.001610,6614,30031,29788,46,46
2071,16,3,2,2,8,16,0.001478,6823,32219,29807,46,46
2072,16,3,2,2,16,2,0.000946,2246,12908,4237,43,43
2073,16,3,2,2,16,4,0.001562,6967,33056,31609,46,46
2074,16,3,2,2,16,8,0.001626,6971,32471,30064,46,46
2075,16,3,2,2,16,16,0.001718,7418,36627,30163,46,46
2076,16,3,2,2,32,2,0.000967,4194,23328,4976,43,43
2077,16,3,2,2,32,4,0.001732,9558,42636,32303,46,46
2078,16,3,2,2,32,8,0.001588,8939,43353,30762,46,46
2079,16,3,2,2,32,16,0.001650,9439,46140,30809,46,46
2080,16,3,2,3,2,2,0.001074,2035,9574,5457,61,61
2081,16,3,2,3,2,4,0.001805,10403,43554,44239,64,64
2082,16,3,2,3,2,8,0.001905,9337,41347,43843,61,61
2083,16,3,2,3,2,16,0.001486,6030,26831,27829,64,64
2084,16,3,2,3,4,2,0.000983,2032,9539,4953,61,61
2085,16,3,2,3,4,4,0.001750,9395,43497,44486,64,64
2086,16,3,2,3,4,8,0.001725,9604,42980,43947,61,61
2087,16,3,2,3,4,16,0.001375,6093,27040,27196,64,64
2088,16,3,2,3,8,2,0.000926,2408,12382,5111,61,61
2089,16,3,2,3,8,4,0.001738,10038,45889,44651,64,64
2090,16,3,2,3,8,8,0.001822,9970,46943,44068,61,61
2091,16,3,2,3,8,16,0.001415,6413,29820,27392,64,64
2092,16,3,2,3,16,2,0.000998,3239,18488,5411,61,61
2094,16,3,2,3,16,8,0.001729,10293,49076,44382,61,61
2095,16,3,2,3,16,16,0.001394,7209,36028,27799,64,64
2096,16,3,2,3,32,2,0.001063,5993,32710,6142,61,61
2099,16,3,2,3,32,16,0.001419,9871,49597,28490,64,64
2100,16,3,2,4,2,2,0.000957,2069,8692,4531,79,79
2101,16,3,2,4,2,4,0.001568,7502,33177,30750,88,88
2102,16,3,2,4,2,8,0.001490,7816,33228,31580,88,88
2103,16,3,2,4,2,16,0.001076,6805,30130,27747,88,88
2104,16,3,2,4,4,2,0.000950,2085,10355,4709,79,79
2105,16,3,2,4,4,4,0.001568,7437,34554,30990,88,88
2106,16,3,2,4,4,8,0.001434,7644,34592,31758,88,88
2107,16,3,2,4,4,16,0.001542,7263,33141,30986,88,88
2108,16,3,2,4,8,2,0.000966,2558,13986,4908,79,79
2109,16,3,2,4,8,4,0.001586,8052,38357,31291,88,88
2111,16,3,2,4,8,16,0.001489,7921,37830,31248,88,88
2112,16,3,2,4,16,2,0.000996,3667,21550,5367,79,79
2116,16,3,2,4,32,2,0.001101,7387,40863,5999,79,79
2120,16,3,3,1,2,2,0.001577,1287,5909,3779,34,34
2121,16,3,3,1,2,4,0.002276,8344,35095,38607,34,34
2122,16,3,3,1,2,8,0.002215,7840,34733,38655,34,34
2123,16,3,3,1,2,16,0.002583,7946,33543,38656,34,34
2124,16,3,3,1,4,2,0.001625,1235,6346,3843,34,34
2125,16,3,3,1,4,4,0.002775,8056,34343,38682,34,34
2126,16,3,3,1,4,8,0.002706,8029,35156,38684,34,34
2127,16,3,3,1,4,16,0.002466,7892,34545,38745,34,34
2128,16,3,3,1,8,2,0.001597,1557,7960,4010,34,34
2129,16,3,3,1,8,4,0.002809,8685,38863,38854,34,34
2130,16,3,3,1,8,8,0.002584,8185,36639,38840,34,34
2131,16,3,3,1,8,16,0.002771,8212,35953,38880,34,34
2132,16,3,3,1,16,2,0.001562,1971,11234,4285,34,34
2133,16,3,3,1,16,4,0.002557,9306,42101,39166,34,34
2134,16,3,3,1,16,8,0.002631,8724,39724,39131,34,34
2135,16,3,3,1,16,16,0.002762,8701,39232,39167,34,34
2136,16,3,3,1,32,2,0.001764,3532,19324,4945,34,34
2138,16,3,3,1,32,8,0.002809,10236,47873,39808,34,34
2140,16,3,3,2,2,2,0.001490,1819,8353,4714,61,61
2141,16,3,3,2,2,4,0.002582,9064,36776,42063,64,64
2142,16,3,3,2,2,8,0.002626,8787,37454,39767,64,64
2143,16,3,3,2,2,16,0.001801,7348,32946,30591,64,64
2144,16,3,3,2,4,2,0.001380,1840,9432,4780,61,61
2145,16,3,3,2,4,4,0.002178,8641,37454,42188,64,64
2146,16,3,3,2,4,8,0.002446,8496,37444,39874,64,64
2147,16,3,3,2,4,16,0.002640,9030,41606,39939,64,64
2148,16,3,3,2,8,2,0.001517,2300,12296,4950,61,61
2149,16,3,3,2,8,4,0.002509,9505,39856,42358,64,64
2150,16,3,3,2,8,8,0.002504,8932,41291,40073,64,64
2151,16,3,3,2,8,16,0.002437,9808,45201,40119,64,64
2152,16,3,3,2,16,2,0.001658,3224,18469,5241,61,61
2155,16,3,3,2,16,16,0.002352,10482,50820,40434,64,64
2156,16,3,3,2,32,2,0.001718,5970,32838,6096,61,61
2160,16,3,3,3,2,2,0.001704,3054,13693,7285,88,88
2163,16,3,3,3,2,16,0.002064,8911,37264,37175,91,91
2164,16,3,3,3,4,2,0.001567,2845,13080,6412,88,88
2167,16,3,3,3,4,16,0.001968,8748,37546,36169,91,91
2168,16,3,3,3,8,2,0.001580,3325,17522,6623,88,88
2171,16,3,3,3,8,16,0.002053,9332,41700,36453,91,91
2172,16,3,3,3,16,2,0.001693,4519,25849,6954,88,88
2176,16,3,3,3,32,2,0.001876,8556,47069,7625,88,88
2180,16,3,3,4,2,2,0.001655,3025,12985,6011,115,115
2181,16,3,3,4,2,4,0.002396,10434,46165,41581,124,124
2182,16,3,3,4,2,8,0.002299,10703,46337,42827,124,124
2183,16,3,3,4,2,16,0.001585,9106,39580,36915,124,124
2184,16,3,3,4,4,2,0.001390,2841,14413,6167,115,115
2185,16,3,3,4,4,4,0.002398,10986,48447,41761,124,124
2186,16,3,3,4,4,8,0.002379,11182,49605,42921,124,124
2187,16,3,3,4,4,16,0.002416,10246,47573,41697,124,124
2188,16,3,3,4,8,2,0.001410,3645,20338,6474,115,115
2189,16,3,3,4,8,4,0.002424,10867,51939,41891,124,124
2192,16,3,3,4,16,2,0.001691,5308,31296,6661,115,115
2200,16,3,4,1,2,2,0.002172,1596,7247,4516,43,43
2201,16,3,4,1,2,4,0.003740,10890,47505,48580,43,43
2202,16,3,4,1,2,8,0.003716,10585,47541,48640,43,43
2204,16,3,4,1,4,2,0.002088,1575,7782,4524,43,43
2205,16,3,4,1,4,4,0.003660,11185,50259,48672,43,43
2206,16,3,4,1,4,8,0.003677,10247,47687,48646,43,43
2208,16,3,4,1,8,2,0.002049,1892,9953,4696,43,43
2210,16,3,4,1,8,8,0.003574,10772,49715,48834,43,43
